context: Good grief. Why did you completely burn our ingredients? response:	Well, my apologies.
context: It's sweet, like yatagarasu eggs.\And that?\An ice cream stand.\It's cold. But good!\This world is peaceful.\Isn't it?\Are there dragons in this world?\Seems like there aren't. response:	I don't know if they went extinct or if they moved elsewhere...
context: And that?\An ice cream stand.\It's cold. But good!\This world is peaceful.\Isn't it?\Are there dragons in this world?\Seems like there aren't.\I don't know if they went extinct or if they moved elsewhere... response:	Is it wrong to revert to my original form?
context: An ice cream stand.\It's cold. But good!\This world is peaceful.\Isn't it?\Are there dragons in this world?\Seems like there aren't.\I don't know if they went extinct or if they moved elsewhere...\Is it wrong to revert to my original form? response:	Yes, it's fine, it's fine, it's all right.
context: It's cold. But good!\This world is peaceful.\Isn't it?\Are there dragons in this world?\Seems like there aren't.\I don't know if they went extinct or if they moved elsewhere...\Is it wrong to revert to my original form?\Yes, it's fine, it's fine, it's all right. response:	Well, I wouldn't let your form be seen, at least.
context: This world is peaceful.\Isn't it?\Are there dragons in this world?\Seems like there aren't.\I don't know if they went extinct or if they moved elsewhere...\Is it wrong to revert to my original form?\Yes, it's fine, it's fine, it's all right.\Well, I wouldn't let your form be seen, at least. response:	I'll be waiting here.
context: Isn't it?\Are there dragons in this world?\Seems like there aren't.\I don't know if they went extinct or if they moved elsewhere...\Is it wrong to revert to my original form?\Yes, it's fine, it's fine, it's all right.\Well, I wouldn't let your form be seen, at least.\I'll be waiting here. response:	Can you use perception blocking, Kanna?
context: Are there dragons in this world?\Seems like there aren't.\I don't know if they went extinct or if they moved elsewhere...\Is it wrong to revert to my original form?\Yes, it's fine, it's fine, it's all right.\Well, I wouldn't let your form be seen, at least.\I'll be waiting here.\Can you use perception blocking, Kanna? response:	I can't.
context: Seems like there aren't.\I don't know if they went extinct or if they moved elsewhere...\Is it wrong to revert to my original form?\Yes, it's fine, it's fine, it's all right.\Well, I wouldn't let your form be seen, at least.\I'll be waiting here.\Can you use perception blocking, Kanna?\I can't. response:	I see.
context: I don't know if they went extinct or if they moved elsewhere...\Is it wrong to revert to my original form?\Yes, it's fine, it's fine, it's all right.\Well, I wouldn't let your form be seen, at least.\I'll be waiting here.\Can you use perception blocking, Kanna?\I can't.\I see. response:	Well, there's hardly ever any need for it anyways.
context: Is it wrong to revert to my original form?\Yes, it's fine, it's fine, it's all right.\Well, I wouldn't let your form be seen, at least.\I'll be waiting here.\Can you use perception blocking, Kanna?\I can't.\I see.\Well, there's hardly ever any need for it anyways. response:	Lady Tohru?
context: Yes, it's fine, it's fine, it's all right.\Well, I wouldn't let your form be seen, at least.\I'll be waiting here.\Can you use perception blocking, Kanna?\I can't.\I see.\Well, there's hardly ever any need for it anyways.\Lady Tohru? response:	Yes?
context: Well, I wouldn't let your form be seen, at least.\I'll be waiting here.\Can you use perception blocking, Kanna?\I can't.\I see.\Well, there's hardly ever any need for it anyways.\Lady Tohru?\Yes? response:	Why did you come to this world?
context: I'll be waiting here.\Can you use perception blocking, Kanna?\I can't.\I see.\Well, there's hardly ever any need for it anyways.\Lady Tohru?\Yes?\Why did you come to this world? response:	I heard you had died...
context: Can you use perception blocking, Kanna?\I can't.\I see.\Well, there's hardly ever any need for it anyways.\Lady Tohru?\Yes?\Why did you come to this world?\I heard you had died... response:	So I was happy to find you survived.
context: I can't.\I see.\Well, there's hardly ever any need for it anyways.\Lady Tohru?\Yes?\Why did you come to this world?\I heard you had died...\So I was happy to find you survived. response:	I came to this world to escape.
context: I see.\Well, there's hardly ever any need for it anyways.\Lady Tohru?\Yes?\Why did you come to this world?\I heard you had died...\So I was happy to find you survived.\I came to this world to escape. response:	Truth be told, I was on the verge of death,
context: Well, there's hardly ever any need for it anyways.\Lady Tohru?\Yes?\Why did you come to this world?\I heard you had died...\So I was happy to find you survived.\I came to this world to escape.\Truth be told, I was on the verge of death, response:	but Miss Kobayashi saved me.
context: Lady Tohru?\Yes?\Why did you come to this world?\I heard you had died...\So I was happy to find you survived.\I came to this world to escape.\Truth be told, I was on the verge of death,\but Miss Kobayashi saved me. response:	Kobayashi did?
context: Yes?\Why did you come to this world?\I heard you had died...\So I was happy to find you survived.\I came to this world to escape.\Truth be told, I was on the verge of death,\but Miss Kobayashi saved me.\Kobayashi did? response:	I decided to repay her by being her maid.
context: Why did you come to this world?\I heard you had died...\So I was happy to find you survived.\I came to this world to escape.\Truth be told, I was on the verge of death,\but Miss Kobayashi saved me.\Kobayashi did?\I decided to repay her by being her maid. response:	While letting people think I was dead.
context: I heard you had died...\So I was happy to find you survived.\I came to this world to escape.\Truth be told, I was on the verge of death,\but Miss Kobayashi saved me.\Kobayashi did?\I decided to repay her by being her maid.\While letting people think I was dead. response:	I've only told a handful of dragons about my survival.
context: So I was happy to find you survived.\I came to this world to escape.\Truth be told, I was on the verge of death,\but Miss Kobayashi saved me.\Kobayashi did?\I decided to repay her by being her maid.\While letting people think I was dead.\I've only told a handful of dragons about my survival. response:	Like Miss Lucoa and Mr. Fafnir.
context: I came to this world to escape.\Truth be told, I was on the verge of death,\but Miss Kobayashi saved me.\Kobayashi did?\I decided to repay her by being her maid.\While letting people think I was dead.\I've only told a handful of dragons about my survival.\Like Miss Lucoa and Mr. Fafnir. response:	You're like a retiree.
context: Truth be told, I was on the verge of death,\but Miss Kobayashi saved me.\Kobayashi did?\I decided to repay her by being her maid.\While letting people think I was dead.\I've only told a handful of dragons about my survival.\Like Miss Lucoa and Mr. Fafnir.\You're like a retiree. response:	That might be close.
context: but Miss Kobayashi saved me.\Kobayashi did?\I decided to repay her by being her maid.\While letting people think I was dead.\I've only told a handful of dragons about my survival.\Like Miss Lucoa and Mr. Fafnir.\You're like a retiree.\That might be close. response:	But, Kanna,
context: Kobayashi did?\I decided to repay her by being her maid.\While letting people think I was dead.\I've only told a handful of dragons about my survival.\Like Miss Lucoa and Mr. Fafnir.\You're like a retiree.\That might be close.\But, Kanna, response:	I'm very happy right now.
context: I decided to repay her by being her maid.\While letting people think I was dead.\I've only told a handful of dragons about my survival.\Like Miss Lucoa and Mr. Fafnir.\You're like a retiree.\That might be close.\But, Kanna,\I'm very happy right now. response:	Yeah.
context: While letting people think I was dead.\I've only told a handful of dragons about my survival.\Like Miss Lucoa and Mr. Fafnir.\You're like a retiree.\That might be close.\But, Kanna,\I'm very happy right now.\Yeah. response:	Come on, Kanna, isn't there more you'd like to know about?
context: I've only told a handful of dragons about my survival.\Like Miss Lucoa and Mr. Fafnir.\You're like a retiree.\That might be close.\But, Kanna,\I'm very happy right now.\Yeah.\Come on, Kanna, isn't there more you'd like to know about? response:	I'd like to see Kobayashi's work.
context: Like Miss Lucoa and Mr. Fafnir.\You're like a retiree.\That might be close.\But, Kanna,\I'm very happy right now.\Yeah.\Come on, Kanna, isn't there more you'd like to know about?\I'd like to see Kobayashi's work. response:	She'll be mad at you.
context: You're like a retiree.\That might be close.\But, Kanna,\I'm very happy right now.\Yeah.\Come on, Kanna, isn't there more you'd like to know about?\I'd like to see Kobayashi's work.\She'll be mad at you. response:	That's fine. I want to see.
context: That might be close.\But, Kanna,\I'm very happy right now.\Yeah.\Come on, Kanna, isn't there more you'd like to know about?\I'd like to see Kobayashi's work.\She'll be mad at you.\That's fine. I want to see. response:	Let's go say hello, then.
context: But, Kanna,\I'm very happy right now.\Yeah.\Come on, Kanna, isn't there more you'd like to know about?\I'd like to see Kobayashi's work.\She'll be mad at you.\That's fine. I want to see.\Let's go say hello, then. response:	I blocked perception of us.
context: I'm very happy right now.\Yeah.\Come on, Kanna, isn't there more you'd like to know about?\I'd like to see Kobayashi's work.\She'll be mad at you.\That's fine. I want to see.\Let's go say hello, then.\I blocked perception of us. response:	Okay.
context: Yeah.\Come on, Kanna, isn't there more you'd like to know about?\I'd like to see Kobayashi's work.\She'll be mad at you.\That's fine. I want to see.\Let's go say hello, then.\I blocked perception of us.\Okay. response:	What's wrong?
context: Come on, Kanna, isn't there more you'd like to know about?\I'd like to see Kobayashi's work.\She'll be mad at you.\That's fine. I want to see.\Let's go say hello, then.\I blocked perception of us.\Okay.\What's wrong? response:	Huh? Oh, nothing.
context: I'd like to see Kobayashi's work.\She'll be mad at you.\That's fine. I want to see.\Let's go say hello, then.\I blocked perception of us.\Okay.\What's wrong?\Huh? Oh, nothing. response:	Whatever.
context: She'll be mad at you.\That's fine. I want to see.\Let's go say hello, then.\I blocked perception of us.\Okay.\What's wrong?\Huh? Oh, nothing.\Whatever. response:	It's not practice for catapults?
context: That's fine. I want to see.\Let's go say hello, then.\I blocked perception of us.\Okay.\What's wrong?\Huh? Oh, nothing.\Whatever.\It's not practice for catapults? response:	It's not. It's equipment kids play on.
context: Let's go say hello, then.\I blocked perception of us.\Okay.\What's wrong?\Huh? Oh, nothing.\Whatever.\It's not practice for catapults?\It's not. It's equipment kids play on. response:	This is fun!
context: I blocked perception of us.\Okay.\What's wrong?\Huh? Oh, nothing.\Whatever.\It's not practice for catapults?\It's not. It's equipment kids play on.\This is fun! response:	I see.
context: Okay.\What's wrong?\Huh? Oh, nothing.\Whatever.\It's not practice for catapults?\It's not. It's equipment kids play on.\This is fun!\I see. response:	This is fun, isn't it?!
context: What's wrong?\Huh? Oh, nothing.\Whatever.\It's not practice for catapults?\It's not. It's equipment kids play on.\This is fun!\I see.\This is fun, isn't it?! response:	Glad to hear it.
context: Huh? Oh, nothing.\Whatever.\It's not practice for catapults?\It's not. It's equipment kids play on.\This is fun!\I see.\This is fun, isn't it?!\Glad to hear it. response:	Next Episode
context: Whatever.\It's not practice for catapults?\It's not. It's equipment kids play on.\This is fun!\I see.\This is fun, isn't it?!\Glad to hear it.\Next Episode response:	Kanna, supposedly there are myriads of gods living here.
context: It's not practice for catapults?\It's not. It's equipment kids play on.\This is fun!\I see.\This is fun, isn't it?!\Glad to hear it.\Next Episode\Kanna, supposedly there are myriads of gods living here. response:	Lady Tohru, what does myriads mean?
context: It's not. It's equipment kids play on.\This is fun!\I see.\This is fun, isn't it?!\Glad to hear it.\Next Episode\Kanna, supposedly there are myriads of gods living here.\Lady Tohru, what does myriads mean? response:	Apparently gods reside in all manner of things here.
context: This is fun!\I see.\This is fun, isn't it?!\Glad to hear it.\Next Episode\Kanna, supposedly there are myriads of gods living here.\Lady Tohru, what does myriads mean?\Apparently gods reside in all manner of things here. response:	What? That's scary.
context: I see.\This is fun, isn't it?!\Glad to hear it.\Next Episode\Kanna, supposedly there are myriads of gods living here.\Lady Tohru, what does myriads mean?\Apparently gods reside in all manner of things here.\What? That's scary. response:	Episode 3
context: This is fun, isn't it?!\Glad to hear it.\Next Episode\Kanna, supposedly there are myriads of gods living here.\Lady Tohru, what does myriads mean?\Apparently gods reside in all manner of things here.\What? That's scary.\Episode 3 response:	Start of a New Life! (That Doesn't Go Well, Of Course)
context: Glad to hear it.\Next Episode\Kanna, supposedly there are myriads of gods living here.\Lady Tohru, what does myriads mean?\Apparently gods reside in all manner of things here.\What? That's scary.\Episode 3\Start of a New Life! (That Doesn't Go Well, Of Course) response:	You can't let your guard down.
context: Next Episode\Kanna, supposedly there are myriads of gods living here.\Lady Tohru, what does myriads mean?\Apparently gods reside in all manner of things here.\What? That's scary.\Episode 3\Start of a New Life! (That Doesn't Go Well, Of Course)\You can't let your guard down. response:	Yeah.
