context: So you're finally here, then, you scrubs? response:	Come, now... what are you waiting for?
context: Well, well, well...\First you go down in inglorious defeat...\And now you're poisoning your opponents with trash talk?\Why, you...\Nice to meet you, Gluhen Rose and Murakumo.\I'm Shenyun Li.\I'm Shenhua Li.\- Pleased to make your acquaintance! - Pleased to make your acquaintance! response:	What do you want?
context: First you go down in inglorious defeat...\And now you're poisoning your opponents with trash talk?\Why, you...\Nice to meet you, Gluhen Rose and Murakumo.\I'm Shenyun Li.\I'm Shenhua Li.\- Pleased to make your acquaintance! - Pleased to make your acquaintance!\What do you want? response:	Well, we just felt that we owed you an apology.
context: And now you're poisoning your opponents with trash talk?\Why, you...\Nice to meet you, Gluhen Rose and Murakumo.\I'm Shenyun Li.\I'm Shenhua Li.\- Pleased to make your acquaintance! - Pleased to make your acquaintance!\What do you want?\Well, we just felt that we owed you an apology. response:	Apology?
context: Why, you...\Nice to meet you, Gluhen Rose and Murakumo.\I'm Shenyun Li.\I'm Shenhua Li.\- Pleased to make your acquaintance! - Pleased to make your acquaintance!\What do you want?\Well, we just felt that we owed you an apology.\Apology? response:	Yes, as it seems that our comrades there put up such a lame fight.
context: Nice to meet you, Gluhen Rose and Murakumo.\I'm Shenyun Li.\I'm Shenhua Li.\- Pleased to make your acquaintance! - Pleased to make your acquaintance!\What do you want?\Well, we just felt that we owed you an apology.\Apology?\Yes, as it seems that our comrades there put up such a lame fight. response:	As students of the same master, we couldn't be more mortified!
context: I'm Shenyun Li.\I'm Shenhua Li.\- Pleased to make your acquaintance! - Pleased to make your acquaintance!\What do you want?\Well, we just felt that we owed you an apology.\Apology?\Yes, as it seems that our comrades there put up such a lame fight.\As students of the same master, we couldn't be more mortified! response:	Well, I don't think it was lame at all.
context: I'm Shenhua Li.\- Pleased to make your acquaintance! - Pleased to make your acquaintance!\What do you want?\Well, we just felt that we owed you an apology.\Apology?\Yes, as it seems that our comrades there put up such a lame fight.\As students of the same master, we couldn't be more mortified!\Well, I don't think it was lame at all. response:	It's worrysome for disciples of the Divine Revelations to be seen as so hapless.
context: - Pleased to make your acquaintance! - Pleased to make your acquaintance!\What do you want?\Well, we just felt that we owed you an apology.\Apology?\Yes, as it seems that our comrades there put up such a lame fight.\As students of the same master, we couldn't be more mortified!\Well, I don't think it was lame at all.\It's worrysome for disciples of the Divine Revelations to be seen as so hapless. response:	So we're going to show you a world our older comrades weren't able to.
context: What do you want?\Well, we just felt that we owed you an apology.\Apology?\Yes, as it seems that our comrades there put up such a lame fight.\As students of the same master, we couldn't be more mortified!\Well, I don't think it was lame at all.\It's worrysome for disciples of the Divine Revelations to be seen as so hapless.\So we're going to show you a world our older comrades weren't able to. response:	- The depths of Star Senjutsu, that is! - The depths of Star Senjutsu, that is!
context: Well, we just felt that we owed you an apology.\Apology?\Yes, as it seems that our comrades there put up such a lame fight.\As students of the same master, we couldn't be more mortified!\Well, I don't think it was lame at all.\It's worrysome for disciples of the Divine Revelations to be seen as so hapless.\So we're going to show you a world our older comrades weren't able to.\- The depths of Star Senjutsu, that is! - The depths of Star Senjutsu, that is! response:	Pretty unpleasant duo, weren't they?
context: Apology?\Yes, as it seems that our comrades there put up such a lame fight.\As students of the same master, we couldn't be more mortified!\Well, I don't think it was lame at all.\It's worrysome for disciples of the Divine Revelations to be seen as so hapless.\So we're going to show you a world our older comrades weren't able to.\- The depths of Star Senjutsu, that is! - The depths of Star Senjutsu, that is!\Pretty unpleasant duo, weren't they? response:	But including those two, three more victories, and we stand to win it all.
context: Yes, as it seems that our comrades there put up such a lame fight.\As students of the same master, we couldn't be more mortified!\Well, I don't think it was lame at all.\It's worrysome for disciples of the Divine Revelations to be seen as so hapless.\So we're going to show you a world our older comrades weren't able to.\- The depths of Star Senjutsu, that is! - The depths of Star Senjutsu, that is!\Pretty unpleasant duo, weren't they?\But including those two, three more victories, and we stand to win it all. response:	Three times, huh?
context: As students of the same master, we couldn't be more mortified!\Well, I don't think it was lame at all.\It's worrysome for disciples of the Divine Revelations to be seen as so hapless.\So we're going to show you a world our older comrades weren't able to.\- The depths of Star Senjutsu, that is! - The depths of Star Senjutsu, that is!\Pretty unpleasant duo, weren't they?\But including those two, three more victories, and we stand to win it all.\Three times, huh? response:	Doesn't seem like a lot, but it sounds so demanding.
context: Well, I don't think it was lame at all.\It's worrysome for disciples of the Divine Revelations to be seen as so hapless.\So we're going to show you a world our older comrades weren't able to.\- The depths of Star Senjutsu, that is! - The depths of Star Senjutsu, that is!\Pretty unpleasant duo, weren't they?\But including those two, three more victories, and we stand to win it all.\Three times, huh?\Doesn't seem like a lot, but it sounds so demanding. response:	I'm glad you recognize that, at least.
context: It's worrysome for disciples of the Divine Revelations to be seen as so hapless.\So we're going to show you a world our older comrades weren't able to.\- The depths of Star Senjutsu, that is! - The depths of Star Senjutsu, that is!\Pretty unpleasant duo, weren't they?\But including those two, three more victories, and we stand to win it all.\Three times, huh?\Doesn't seem like a lot, but it sounds so demanding.\I'm glad you recognize that, at least. response:	But have you given any thought to what you're going to ask for if we win?
context: So we're going to show you a world our older comrades weren't able to.\- The depths of Star Senjutsu, that is! - The depths of Star Senjutsu, that is!\Pretty unpleasant duo, weren't they?\But including those two, three more victories, and we stand to win it all.\Three times, huh?\Doesn't seem like a lot, but it sounds so demanding.\I'm glad you recognize that, at least.\But have you given any thought to what you're going to ask for if we win? response:	I can't really think of anything right now.
context: - The depths of Star Senjutsu, that is! - The depths of Star Senjutsu, that is!\Pretty unpleasant duo, weren't they?\But including those two, three more victories, and we stand to win it all.\Three times, huh?\Doesn't seem like a lot, but it sounds so demanding.\I'm glad you recognize that, at least.\But have you given any thought to what you're going to ask for if we win?\I can't really think of anything right now. response:	Well, I had a feeling you'd say that.
context: Pretty unpleasant duo, weren't they?\But including those two, three more victories, and we stand to win it all.\Three times, huh?\Doesn't seem like a lot, but it sounds so demanding.\I'm glad you recognize that, at least.\But have you given any thought to what you're going to ask for if we win?\I can't really think of anything right now.\Well, I had a feeling you'd say that. response:	I'm grateful to you for fighting for me, and to be honest...
context: But including those two, three more victories, and we stand to win it all.\Three times, huh?\Doesn't seem like a lot, but it sounds so demanding.\I'm glad you recognize that, at least.\But have you given any thought to what you're going to ask for if we win?\I can't really think of anything right now.\Well, I had a feeling you'd say that.\I'm grateful to you for fighting for me, and to be honest... response:	Um, it makes me happy.
context: Three times, huh?\Doesn't seem like a lot, but it sounds so demanding.\I'm glad you recognize that, at least.\But have you given any thought to what you're going to ask for if we win?\I can't really think of anything right now.\Well, I had a feeling you'd say that.\I'm grateful to you for fighting for me, and to be honest...\Um, it makes me happy. response:	But I think it's about time you set your sights on what you want.
context: Doesn't seem like a lot, but it sounds so demanding.\I'm glad you recognize that, at least.\But have you given any thought to what you're going to ask for if we win?\I can't really think of anything right now.\Well, I had a feeling you'd say that.\I'm grateful to you for fighting for me, and to be honest...\Um, it makes me happy.\But I think it's about time you set your sights on what you want. response:	That may be true, but still...
context: I'm glad you recognize that, at least.\But have you given any thought to what you're going to ask for if we win?\I can't really think of anything right now.\Well, I had a feeling you'd say that.\I'm grateful to you for fighting for me, and to be honest...\Um, it makes me happy.\But I think it's about time you set your sights on what you want.\That may be true, but still... response:	Your older sister... what about her?
context: But have you given any thought to what you're going to ask for if we win?\I can't really think of anything right now.\Well, I had a feeling you'd say that.\I'm grateful to you for fighting for me, and to be honest...\Um, it makes me happy.\But I think it's about time you set your sights on what you want.\That may be true, but still...\Your older sister... what about her? response:	I'm sure my sister must've had her reasons for leaving home,
context: I can't really think of anything right now.\Well, I had a feeling you'd say that.\I'm grateful to you for fighting for me, and to be honest...\Um, it makes me happy.\But I think it's about time you set your sights on what you want.\That may be true, but still...\Your older sister... what about her?\I'm sure my sister must've had her reasons for leaving home, response:	so I'm not going to go out of my way to look for her.
context: Well, I had a feeling you'd say that.\I'm grateful to you for fighting for me, and to be honest...\Um, it makes me happy.\But I think it's about time you set your sights on what you want.\That may be true, but still...\Your older sister... what about her?\I'm sure my sister must've had her reasons for leaving home,\so I'm not going to go out of my way to look for her. response:	But the fastest way to figure out your seal would be to find her, right?
context: I'm grateful to you for fighting for me, and to be honest...\Um, it makes me happy.\But I think it's about time you set your sights on what you want.\That may be true, but still...\Your older sister... what about her?\I'm sure my sister must've had her reasons for leaving home,\so I'm not going to go out of my way to look for her.\But the fastest way to figure out your seal would be to find her, right? response:	Yeah... Well, that's true, but...
context: Um, it makes me happy.\But I think it's about time you set your sights on what you want.\That may be true, but still...\Your older sister... what about her?\I'm sure my sister must've had her reasons for leaving home,\so I'm not going to go out of my way to look for her.\But the fastest way to figure out your seal would be to find her, right?\Yeah... Well, that's true, but... response:	Don't tell me that you...
context: But I think it's about time you set your sights on what you want.\That may be true, but still...\Your older sister... what about her?\I'm sure my sister must've had her reasons for leaving home,\so I'm not going to go out of my way to look for her.\But the fastest way to figure out your seal would be to find her, right?\Yeah... Well, that's true, but...\Don't tell me that you... response:	Yoohoo!
context: That may be true, but still...\Your older sister... what about her?\I'm sure my sister must've had her reasons for leaving home,\so I'm not going to go out of my way to look for her.\But the fastest way to figure out your seal would be to find her, right?\Yeah... Well, that's true, but...\Don't tell me that you...\Yoohoo! response:	H-Hello!
context: Your older sister... what about her?\I'm sure my sister must've had her reasons for leaving home,\so I'm not going to go out of my way to look for her.\But the fastest way to figure out your seal would be to find her, right?\Yeah... Well, that's true, but...\Don't tell me that you...\Yoohoo!\H-Hello! response:	You came all this way just to see us?
context: I'm sure my sister must've had her reasons for leaving home,\so I'm not going to go out of my way to look for her.\But the fastest way to figure out your seal would be to find her, right?\Yeah... Well, that's true, but...\Don't tell me that you...\Yoohoo!\H-Hello!\You came all this way just to see us? response:	We're sure you're both exhausted,
context: so I'm not going to go out of my way to look for her.\But the fastest way to figure out your seal would be to find her, right?\Yeah... Well, that's true, but...\Don't tell me that you...\Yoohoo!\H-Hello!\You came all this way just to see us?\We're sure you're both exhausted, response:	so we wanted to congratulate you as soon as possible.
context: But the fastest way to figure out your seal would be to find her, right?\Yeah... Well, that's true, but...\Don't tell me that you...\Yoohoo!\H-Hello!\You came all this way just to see us?\We're sure you're both exhausted,\so we wanted to congratulate you as soon as possible. response:	Then I'm gonna open the door now!
context: Yeah... Well, that's true, but...\Don't tell me that you...\Yoohoo!\H-Hello!\You came all this way just to see us?\We're sure you're both exhausted,\so we wanted to congratulate you as soon as possible.\Then I'm gonna open the door now! response:	Uh, before you do,
context: Don't tell me that you...\Yoohoo!\H-Hello!\You came all this way just to see us?\We're sure you're both exhausted,\so we wanted to congratulate you as soon as possible.\Then I'm gonna open the door now!\Uh, before you do, response:	you should know that you have another guest...
context: Yoohoo!\H-Hello!\You came all this way just to see us?\We're sure you're both exhausted,\so we wanted to congratulate you as soon as possible.\Then I'm gonna open the door now!\Uh, before you do,\you should know that you have another guest... response:	Is it all right if we let her in?
context: H-Hello!\You came all this way just to see us?\We're sure you're both exhausted,\so we wanted to congratulate you as soon as possible.\Then I'm gonna open the door now!\Uh, before you do,\you should know that you have another guest...\Is it all right if we let her in? response:	A guest?
context: You came all this way just to see us?\We're sure you're both exhausted,\so we wanted to congratulate you as soon as possible.\Then I'm gonna open the door now!\Uh, before you do,\you should know that you have another guest...\Is it all right if we let her in?\A guest? response:	That's right. To see Riessfeld.
context: We're sure you're both exhausted,\so we wanted to congratulate you as soon as possible.\Then I'm gonna open the door now!\Uh, before you do,\you should know that you have another guest...\Is it all right if we let her in?\A guest?\That's right. To see Riessfeld. response:	To see me?
context: so we wanted to congratulate you as soon as possible.\Then I'm gonna open the door now!\Uh, before you do,\you should know that you have another guest...\Is it all right if we let her in?\A guest?\That's right. To see Riessfeld.\To see me? response:	Princess!
context: Then I'm gonna open the door now!\Uh, before you do,\you should know that you have another guest...\Is it all right if we let her in?\A guest?\That's right. To see Riessfeld.\To see me?\Princess! response:	But you're...
context: Uh, before you do,\you should know that you have another guest...\Is it all right if we let her in?\A guest?\That's right. To see Riessfeld.\To see me?\Princess!\But you're... response:	Long time no see!
context: you should know that you have another guest...\Is it all right if we let her in?\A guest?\That's right. To see Riessfeld.\To see me?\Princess!\But you're...\Long time no see! response:	Flora!
context: Is it all right if we let her in?\A guest?\That's right. To see Riessfeld.\To see me?\Princess!\But you're...\Long time no see!\Flora! response:	To all you Claudia fans out there...
context: A guest?\That's right. To see Riessfeld.\To see me?\Princess!\But you're...\Long time no see!\Flora!\To all you Claudia fans out there... response:	Long time no see!
context: That's right. To see Riessfeld.\To see me?\Princess!\But you're...\Long time no see!\Flora!\To all you Claudia fans out there...\Long time no see! response:	Those of you disappointed by my lack of screen time this episode...
context: To see me?\Princess!\But you're...\Long time no see!\Flora!\To all you Claudia fans out there...\Long time no see!\Those of you disappointed by my lack of screen time this episode... response:	Rest assured!
context: Princess!\But you're...\Long time no see!\Flora!\To all you Claudia fans out there...\Long time no see!\Those of you disappointed by my lack of screen time this episode...\Rest assured! response:	The true heroine will appear in the preview!
context: But you're...\Long time no see!\Flora!\To all you Claudia fans out there...\Long time no see!\Those of you disappointed by my lack of screen time this episode...\Rest assured!\The true heroine will appear in the preview! response:	Episode 14 - Corrupt Ruler
context: Long time no see!\Flora!\To all you Claudia fans out there...\Long time no see!\Those of you disappointed by my lack of screen time this episode...\Rest assured!\The true heroine will appear in the preview!\Episode 14 - Corrupt Ruler response:	Yes, that's right!
context: Flora!\To all you Claudia fans out there...\Long time no see!\Those of you disappointed by my lack of screen time this episode...\Rest assured!\The true heroine will appear in the preview!\Episode 14 - Corrupt Ruler\Yes, that's right! response:	In the preview!
