context: It tastes great. response:	Kagome, are you all right now?
context: You must be nicer to the womenfolk.\Shut up!\I'm only a Jewel detector...\Weren't they having a serious discussion?\I don't understand grown-ups.\- You could learn from Miroku. - Gentle.\- Yes. Be more gentle. - Yes, be gentle...\Hey, don't touch me there! response:	Did you touch her again?!
context: Shut up!\I'm only a Jewel detector...\Weren't they having a serious discussion?\I don't understand grown-ups.\- You could learn from Miroku. - Gentle.\- Yes. Be more gentle. - Yes, be gentle...\Hey, don't touch me there!\Did you touch her again?! response:	Naraku...
context: I'm only a Jewel detector...\Weren't they having a serious discussion?\I don't understand grown-ups.\- You could learn from Miroku. - Gentle.\- Yes. Be more gentle. - Yes, be gentle...\Hey, don't touch me there!\Did you touch her again?!\Naraku... response:	We now know that that demon was the one...
context: Weren't they having a serious discussion?\I don't understand grown-ups.\- You could learn from Miroku. - Gentle.\- Yes. Be more gentle. - Yes, be gentle...\Hey, don't touch me there!\Did you touch her again?!\Naraku...\We now know that that demon was the one... response:	who caused Inuyasha and Kikyo to hate each other.
context: I don't understand grown-ups.\- You could learn from Miroku. - Gentle.\- Yes. Be more gentle. - Yes, be gentle...\Hey, don't touch me there!\Did you touch her again?!\Naraku...\We now know that that demon was the one...\who caused Inuyasha and Kikyo to hate each other. response:	Traveling together...
context: - You could learn from Miroku. - Gentle.\- Yes. Be more gentle. - Yes, be gentle...\Hey, don't touch me there!\Did you touch her again?!\Naraku...\We now know that that demon was the one...\who caused Inuyasha and Kikyo to hate each other.\Traveling together... response:	we discover the scent of ink on an old battlefield.
context: - Yes. Be more gentle. - Yes, be gentle...\Hey, don't touch me there!\Did you touch her again?!\Naraku...\We now know that that demon was the one...\who caused Inuyasha and Kikyo to hate each other.\Traveling together...\we discover the scent of ink on an old battlefield. response:	Demons escape from a painting of hell and attack Inuyasha.
context: Hey, don't touch me there!\Did you touch her again?!\Naraku...\We now know that that demon was the one...\who caused Inuyasha and Kikyo to hate each other.\Traveling together...\we discover the scent of ink on an old battlefield.\Demons escape from a painting of hell and attack Inuyasha. response:	Why is the painting alive?
context: Did you touch her again?!\Naraku...\We now know that that demon was the one...\who caused Inuyasha and Kikyo to hate each other.\Traveling together...\we discover the scent of ink on an old battlefield.\Demons escape from a painting of hell and attack Inuyasha.\Why is the painting alive? response:	A fragment of the Sacred Jewel gleams in the bosom of the mysterious artist.
context: Naraku...\We now know that that demon was the one...\who caused Inuyasha and Kikyo to hate each other.\Traveling together...\we discover the scent of ink on an old battlefield.\Demons escape from a painting of hell and attack Inuyasha.\Why is the painting alive?\A fragment of the Sacred Jewel gleams in the bosom of the mysterious artist. response:	Next on Inuyasha: Cursed Ink of the Hell-Painter
