context: Opening response:	Nibutani
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	ka
context: ka\ka\ka\ka\ka\ka\ka\ka response:	Forest Summer
context: ka\ka\ka\ka\ka\ka\ka\Forest Summer response:	I want to go to the Otherworld
context: ka\ka\ka\ka\ka\ka\Forest Summer\I want to go to the Otherworld response:	I want to go to the Otherworld.
context: ka\ka\ka\ka\ka\Forest Summer\I want to go to the Otherworld\I want to go to the Otherworld. response:	My friends all tell me that things like that
context: ka\ka\ka\ka\Forest Summer\I want to go to the Otherworld\I want to go to the Otherworld.\My friends all tell me that things like that response:	only exist in games and won't come with me.
context: ka\ka\ka\Forest Summer\I want to go to the Otherworld\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me. response:	I want to go to the Otherworld.
context: ka\ka\Forest Summer\I want to go to the Otherworld\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld. response:	My friends all tell me that things like that
context: ka\Forest Summer\I want to go to the Otherworld\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that response:	only exist in games and won't come with me.
context: Forest Summer\I want to go to the Otherworld\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me. response:	I want to go to the Otherworld.
context: I want to go to the Otherworld\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld. response:	My friends all tell me that things like that
context: I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that response:	only exist in games and won't come with me.
context: My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me. response:	I want to go to the Otherworld.
context: only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld. response:	My friends all tell me that things like that
context: I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that response:	only exist in games and won't come with me.
context: My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me. response:	I want to go to the Otherworld.
context: only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld. response:	My friends all tell me that things like that
context: I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that response:	only exist in games and won't come with me.
context: My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me. response:	I want to go to the Otherworld.
context: only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld. response:	My friends all tell me that things like that
context: I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that response:	only exist in games and won't come with me.
context: My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me. response:	Answer by: Wicked Eye
context: only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\Answer by: Wicked Eye\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: My friends all tell me that things like that\only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: only exist in games and won't come with me.\I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: I want to go to the Otherworld.\My friends all tell me that things like that\only exist in games and won't come with me.\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: My friends all tell me that things like that\only exist in games and won't come with me.\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: only exist in games and won't come with me.\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye response:	Answer by: Wicked Eye
context: Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye response:	The Otherworld exists.
context: Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\The Otherworld exists. response:	The Otherworld exists.
context: Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: Answer by: Wicked Eye\Answer by: Wicked Eye\Answer by: Wicked Eye\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: Answer by: Wicked Eye\Answer by: Wicked Eye\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: Answer by: Wicked Eye\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Otherworld exists.
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists. response:	The Overseers are merely concealing
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Otherworld exists.\The Otherworld exists.\The Otherworld exists.\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Otherworld exists.\The Otherworld exists.\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Otherworld exists.\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	The Overseers are merely concealing
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing response:	all trace of its existence.
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\all trace of its existence. response:	all trace of its existence.
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: The Overseers are merely concealing\The Overseers are merely concealing\The Overseers are merely concealing\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: The Overseers are merely concealing\The Overseers are merely concealing\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: The Overseers are merely concealing\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	all trace of its existence.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence. response:	There must be a way to break through their obstacles.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\all trace of its existence.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: all trace of its existence.\all trace of its existence.\all trace of its existence.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: all trace of its existence.\all trace of its existence.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: all trace of its existence.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	There must be a way to break through their obstacles.
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles. response:	Answer by: Forest Summer
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\Answer by: Forest Summer response:	Answer by: Forest Summer
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\Answer by: Forest Summer\Answer by: Forest Summer response:	Answer by: Forest Summer
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer response:	Answer by: Forest Summer
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer response:	Answer by: Forest Summer
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer response:	Answer by: Forest Summer
context: There must be a way to break through their obstacles.\There must be a way to break through their obstacles.\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer response:	Answer by: Forest Summer
context: There must be a way to break through their obstacles.\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer response:	Answer by: Forest Summer
context: Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer response:	Answer by: Forest Summer
context: Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer response:	Answer by: Forest Summer
context: Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer response:	I understand how you feel perfectly.
context: Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\I understand how you feel perfectly. response:	I understand how you feel perfectly.
context: Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\I understand how you feel perfectly.\I understand how you feel perfectly. response:	I understand how you feel perfectly.
context: Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly. response:	I understand how you feel perfectly.
context: Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly. response:	I understand how you feel perfectly.
context: Answer by: Forest Summer\Answer by: Forest Summer\Answer by: Forest Summer\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly. response:	I understand how you feel perfectly.
context: Answer by: Forest Summer\Answer by: Forest Summer\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly. response:	I understand how you feel perfectly.
context: Answer by: Forest Summer\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly. response:	I understand how you feel perfectly.
context: I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly. response:	Most of the common folk have no sense for otherworldly matters,
context: I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\Most of the common folk have no sense for otherworldly matters, response:	Most of the common folk have no sense for otherworldly matters,
context: I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters, response:	Most of the common folk have no sense for otherworldly matters,
context: I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters, response:	Most of the common folk have no sense for otherworldly matters,
context: I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters, response:	Most of the common folk have no sense for otherworldly matters,
context: I understand how you feel perfectly.\I understand how you feel perfectly.\I understand how you feel perfectly.\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters,\Most of the common folk have no sense for otherworldly matters, response:	Most of the common folk have no sense for otherworldly matters,
