context: Hey, Karasuno's switching setters. response:	Don't get depressed.
context: Slowly, I feel like I'm being strangled...\Yet strangely, I feel rather calm,\because panic hasn't affected my concentration just yet.\That's because our goal is so clear in front of us.\Go! One point!\I thought that getting benched proved\that you weren't needed anymore.\Back then, I'm pretty sure that was actually accurate. response:	Now you've got my back.
context: Yet strangely, I feel rather calm,\because panic hasn't affected my concentration just yet.\That's because our goal is so clear in front of us.\Go! One point!\I thought that getting benched proved\that you weren't needed anymore.\Back then, I'm pretty sure that was actually accurate.\Now you've got my back. response:	I feel really confident.
context: because panic hasn't affected my concentration just yet.\That's because our goal is so clear in front of us.\Go! One point!\I thought that getting benched proved\that you weren't needed anymore.\Back then, I'm pretty sure that was actually accurate.\Now you've got my back.\I feel really confident. response:	The things that Sugawara-san and I can do are different,
context: That's because our goal is so clear in front of us.\Go! One point!\I thought that getting benched proved\that you weren't needed anymore.\Back then, I'm pretty sure that was actually accurate.\Now you've got my back.\I feel really confident.\The things that Sugawara-san and I can do are different, response:	but I think our goal is the same.
context: Go! One point!\I thought that getting benched proved\that you weren't needed anymore.\Back then, I'm pretty sure that was actually accurate.\Now you've got my back.\I feel really confident.\The things that Sugawara-san and I can do are different,\but I think our goal is the same. response:	Left! Left!
context: I thought that getting benched proved\that you weren't needed anymore.\Back then, I'm pretty sure that was actually accurate.\Now you've got my back.\I feel really confident.\The things that Sugawara-san and I can do are different,\but I think our goal is the same.\Left! Left! response:	Cover! Cover!
context: that you weren't needed anymore.\Back then, I'm pretty sure that was actually accurate.\Now you've got my back.\I feel really confident.\The things that Sugawara-san and I can do are different,\but I think our goal is the same.\Left! Left!\Cover! Cover! response:	All right!
context: Back then, I'm pretty sure that was actually accurate.\Now you've got my back.\I feel really confident.\The things that Sugawara-san and I can do are different,\but I think our goal is the same.\Left! Left!\Cover! Cover!\All right! response:	I want to be in the game.
context: Now you've got my back.\I feel really confident.\The things that Sugawara-san and I can do are different,\but I think our goal is the same.\Left! Left!\Cover! Cover!\All right!\I want to be in the game. response:	I want to stay here longer.
context: I feel really confident.\The things that Sugawara-san and I can do are different,\but I think our goal is the same.\Left! Left!\Cover! Cover!\All right!\I want to be in the game.\I want to stay here longer. response:	I want to stay with these guys.
context: The things that Sugawara-san and I can do are different,\but I think our goal is the same.\Left! Left!\Cover! Cover!\All right!\I want to be in the game.\I want to stay here longer.\I want to stay with these guys. response:	Give me the thrill of the court.
context: but I think our goal is the same.\Left! Left!\Cover! Cover!\All right!\I want to be in the game.\I want to stay here longer.\I want to stay with these guys.\Give me the thrill of the court. response:	I want to fight with these guys longer.
context: Left! Left!\Cover! Cover!\All right!\I want to be in the game.\I want to stay here longer.\I want to stay with these guys.\Give me the thrill of the court.\I want to fight with these guys longer. response:	Let me feel out of breath.
context: Cover! Cover!\All right!\I want to be in the game.\I want to stay here longer.\I want to stay with these guys.\Give me the thrill of the court.\I want to fight with these guys longer.\Let me feel out of breath. response:	Let me stand here.
context: All right!\I want to be in the game.\I want to stay here longer.\I want to stay with these guys.\Give me the thrill of the court.\I want to fight with these guys longer.\Let me feel out of breath.\Let me stand here. response:	I want to touch the ball. I want to fight.
context: I want to be in the game.\I want to stay here longer.\I want to stay with these guys.\Give me the thrill of the court.\I want to fight with these guys longer.\Let me feel out of breath.\Let me stand here.\I want to touch the ball. I want to fight. response:	I want to throw up a toss with my own hands...
context: I want to stay here longer.\I want to stay with these guys.\Give me the thrill of the court.\I want to fight with these guys longer.\Let me feel out of breath.\Let me stand here.\I want to touch the ball. I want to fight.\I want to throw up a toss with my own hands... response:	Then...
context: I want to stay with these guys.\Give me the thrill of the court.\I want to fight with these guys longer.\Let me feel out of breath.\Let me stand here.\I want to touch the ball. I want to fight.\I want to throw up a toss with my own hands...\Then... response:	Nice receive!
context: Give me the thrill of the court.\I want to fight with these guys longer.\Let me feel out of breath.\Let me stand here.\I want to touch the ball. I want to fight.\I want to throw up a toss with my own hands...\Then...\Nice receive! response:	All right!
context: I want to fight with these guys longer.\Let me feel out of breath.\Let me stand here.\I want to touch the ball. I want to fight.\I want to throw up a toss with my own hands...\Then...\Nice receive!\All right! response:	Kindaichi, nice block!
context: Let me feel out of breath.\Let me stand here.\I want to touch the ball. I want to fight.\I want to throw up a toss with my own hands...\Then...\Nice receive!\All right!\Kindaichi, nice block! response:	Sorry, Hinata. I think that quick might have been too slow.
context: Let me stand here.\I want to touch the ball. I want to fight.\I want to throw up a toss with my own hands...\Then...\Nice receive!\All right!\Kindaichi, nice block!\Sorry, Hinata. I think that quick might have been too slow. response:	Oh, it's okay.
context: I want to touch the ball. I want to fight.\I want to throw up a toss with my own hands...\Then...\Nice receive!\All right!\Kindaichi, nice block!\Sorry, Hinata. I think that quick might have been too slow.\Oh, it's okay. response:	Ah, Karasuno's 9's been called.
context: I want to throw up a toss with my own hands...\Then...\Nice receive!\All right!\Kindaichi, nice block!\Sorry, Hinata. I think that quick might have been too slow.\Oh, it's okay.\Ah, Karasuno's 9's been called. response:	Looks like they're switching setters again.
context: Then...\Nice receive!\All right!\Kindaichi, nice block!\Sorry, Hinata. I think that quick might have been too slow.\Oh, it's okay.\Ah, Karasuno's 9's been called.\Looks like they're switching setters again. response:	I think I've probably only got one more play.
context: Nice receive!\All right!\Kindaichi, nice block!\Sorry, Hinata. I think that quick might have been too slow.\Oh, it's okay.\Ah, Karasuno's 9's been called.\Looks like they're switching setters again.\I think I've probably only got one more play. response:	Suga.
context: All right!\Kindaichi, nice block!\Sorry, Hinata. I think that quick might have been too slow.\Oh, it's okay.\Ah, Karasuno's 9's been called.\Looks like they're switching setters again.\I think I've probably only got one more play.\Suga. response:	Give me the next one. I'll definitely make it.
context: Kindaichi, nice block!\Sorry, Hinata. I think that quick might have been too slow.\Oh, it's okay.\Ah, Karasuno's 9's been called.\Looks like they're switching setters again.\I think I've probably only got one more play.\Suga.\Give me the next one. I'll definitely make it. response:	Got it!
context: Sorry, Hinata. I think that quick might have been too slow.\Oh, it's okay.\Ah, Karasuno's 9's been called.\Looks like they're switching setters again.\I think I've probably only got one more play.\Suga.\Give me the next one. I'll definitely make it.\Got it! response:	Nice serve!
context: Oh, it's okay.\Ah, Karasuno's 9's been called.\Looks like they're switching setters again.\I think I've probably only got one more play.\Suga.\Give me the next one. I'll definitely make it.\Got it!\Nice serve! response:	Wow.
context: Ah, Karasuno's 9's been called.\Looks like they're switching setters again.\I think I've probably only got one more play.\Suga.\Give me the next one. I'll definitely make it.\Got it!\Nice serve!\Wow. response:	It's a bit frustrating,
context: Looks like they're switching setters again.\I think I've probably only got one more play.\Suga.\Give me the next one. I'll definitely make it.\Got it!\Nice serve!\Wow.\It's a bit frustrating, response:	but Hinata's face when he hits my toss isn't the same as when he hits your toss.
context: I think I've probably only got one more play.\Suga.\Give me the next one. I'll definitely make it.\Got it!\Nice serve!\Wow.\It's a bit frustrating,\but Hinata's face when he hits my toss isn't the same as when he hits your toss. response:	I think you know this, but...
context: Suga.\Give me the next one. I'll definitely make it.\Got it!\Nice serve!\Wow.\It's a bit frustrating,\but Hinata's face when he hits my toss isn't the same as when he hits your toss.\I think you know this, but... response:	all of our guys are really strong.
context: Give me the next one. I'll definitely make it.\Got it!\Nice serve!\Wow.\It's a bit frustrating,\but Hinata's face when he hits my toss isn't the same as when he hits your toss.\I think you know this, but...\all of our guys are really strong. response:	Right.
context: Got it!\Nice serve!\Wow.\It's a bit frustrating,\but Hinata's face when he hits my toss isn't the same as when he hits your toss.\I think you know this, but...\all of our guys are really strong.\Right. response:	All right. Let's
context: Nice serve!\Wow.\It's a bit frustrating,\but Hinata's face when he hits my toss isn't the same as when he hits your toss.\I think you know this, but...\all of our guys are really strong.\Right.\All right. Let's response:	Let's Win
context: Wow.\It's a bit frustrating,\but Hinata's face when he hits my toss isn't the same as when he hits your toss.\I think you know this, but...\all of our guys are really strong.\Right.\All right. Let's\Let's Win response:	Let's win this thing!
context: It's a bit frustrating,\but Hinata's face when he hits my toss isn't the same as when he hits your toss.\I think you know this, but...\all of our guys are really strong.\Right.\All right. Let's\Let's Win\Let's win this thing! response:	Right.
context: but Hinata's face when he hits my toss isn't the same as when he hits your toss.\I think you know this, but...\all of our guys are really strong.\Right.\All right. Let's\Let's Win\Let's win this thing!\Right. response:	Great job.
context: I think you know this, but...\all of our guys are really strong.\Right.\All right. Let's\Let's Win\Let's win this thing!\Right.\Great job. response:	Great job.
context: all of our guys are really strong.\Right.\All right. Let's\Let's Win\Let's win this thing!\Right.\Great job.\Great job. response:	You fought on equal ground with Seijoh.
context: Right.\All right. Let's\Let's Win\Let's win this thing!\Right.\Great job.\Great job.\You fought on equal ground with Seijoh. response:	Well, all of our guys are strong.
context: All right. Let's\Let's Win\Let's win this thing!\Right.\Great job.\Great job.\You fought on equal ground with Seijoh.\Well, all of our guys are strong. response:	But you know... Next time, you can use the center more aggressively.
context: Let's Win\Let's win this thing!\Right.\Great job.\Great job.\You fought on equal ground with Seijoh.\Well, all of our guys are strong.\But you know... Next time, you can use the center more aggressively. response:	Right! Thank you very much!
context: Let's win this thing!\Right.\Great job.\Great job.\You fought on equal ground with Seijoh.\Well, all of our guys are strong.\But you know... Next time, you can use the center more aggressively.\Right! Thank you very much! response:	What?
context: Right.\Great job.\Great job.\You fought on equal ground with Seijoh.\Well, all of our guys are strong.\But you know... Next time, you can use the center more aggressively.\Right! Thank you very much!\What? response:	I think the words next time meant a lot to Sugawara-kun.
context: Great job.\Great job.\You fought on equal ground with Seijoh.\Well, all of our guys are strong.\But you know... Next time, you can use the center more aggressively.\Right! Thank you very much!\What?\I think the words next time meant a lot to Sugawara-kun. response:	If we can bring out everyone's strengths effectively,
context: Great job.\You fought on equal ground with Seijoh.\Well, all of our guys are strong.\But you know... Next time, you can use the center more aggressively.\Right! Thank you very much!\What?\I think the words next time meant a lot to Sugawara-kun.\If we can bring out everyone's strengths effectively, response:	we can really fight Seijoh.
context: You fought on equal ground with Seijoh.\Well, all of our guys are strong.\But you know... Next time, you can use the center more aggressively.\Right! Thank you very much!\What?\I think the words next time meant a lot to Sugawara-kun.\If we can bring out everyone's strengths effectively,\we can really fight Seijoh. response:	But,
context: Well, all of our guys are strong.\But you know... Next time, you can use the center more aggressively.\Right! Thank you very much!\What?\I think the words next time meant a lot to Sugawara-kun.\If we can bring out everyone's strengths effectively,\we can really fight Seijoh.\But, response:	to move forward, we need Karasuno's ultimate decoy to be functioning at 100.
context: But you know... Next time, you can use the center more aggressively.\Right! Thank you very much!\What?\I think the words next time meant a lot to Sugawara-kun.\If we can bring out everyone's strengths effectively,\we can really fight Seijoh.\But,\to move forward, we need Karasuno's ultimate decoy to be functioning at 100. response:	The only one who can make that happen...
context: Right! Thank you very much!\What?\I think the words next time meant a lot to Sugawara-kun.\If we can bring out everyone's strengths effectively,\we can really fight Seijoh.\But,\to move forward, we need Karasuno's ultimate decoy to be functioning at 100.\The only one who can make that happen... response:	Next Episode Preview
context: What?\I think the words next time meant a lot to Sugawara-kun.\If we can bring out everyone's strengths effectively,\we can really fight Seijoh.\But,\to move forward, we need Karasuno's ultimate decoy to be functioning at 100.\The only one who can make that happen...\Next Episode Preview response:	I'm going to be giving it all I've got.
context: I think the words next time meant a lot to Sugawara-kun.\If we can bring out everyone's strengths effectively,\we can really fight Seijoh.\But,\to move forward, we need Karasuno's ultimate decoy to be functioning at 100.\The only one who can make that happen...\Next Episode Preview\I'm going to be giving it all I've got. response:	Now, now, relax your shoulders.
context: If we can bring out everyone's strengths effectively,\we can really fight Seijoh.\But,\to move forward, we need Karasuno's ultimate decoy to be functioning at 100.\The only one who can make that happen...\Next Episode Preview\I'm going to be giving it all I've got.\Now, now, relax your shoulders. response:	It's not like you can do much.
context: we can really fight Seijoh.\But,\to move forward, we need Karasuno's ultimate decoy to be functioning at 100.\The only one who can make that happen...\Next Episode Preview\I'm going to be giving it all I've got.\Now, now, relax your shoulders.\It's not like you can do much. response:	Tsukishima! He's meaner than you are! Are you okay with that?
context: But,\to move forward, we need Karasuno's ultimate decoy to be functioning at 100.\The only one who can make that happen...\Next Episode Preview\I'm going to be giving it all I've got.\Now, now, relax your shoulders.\It's not like you can do much.\Tsukishima! He's meaner than you are! Are you okay with that? response:	I'm not exactly competing with anyone about that.
context: to move forward, we need Karasuno's ultimate decoy to be functioning at 100.\The only one who can make that happen...\Next Episode Preview\I'm going to be giving it all I've got.\Now, now, relax your shoulders.\It's not like you can do much.\Tsukishima! He's meaner than you are! Are you okay with that?\I'm not exactly competing with anyone about that. response:	Episode 22: Evolution
context: The only one who can make that happen...\Next Episode Preview\I'm going to be giving it all I've got.\Now, now, relax your shoulders.\It's not like you can do much.\Tsukishima! He's meaner than you are! Are you okay with that?\I'm not exactly competing with anyone about that.\Episode 22: Evolution response:	Next time on Haikyuu! : Evolution
