context: cukorfalat mameshiba response:	-OP-
context: I'm no better than those lifeless adults\Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop response:	Kimi to deatta no wa
context: Even if it's just a pipe dream I could never have\But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa response:	Tada no guuzen ja nai
context: But no one can put out the fire in my heart\The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai response:	Kore wo unmei to yobunda
context: The black rain may pour hard and leave me drenched\But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda response:	Sono hitomi ni utsuru
context: But I know I can change, I will change myself\This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru response:	Bokutachi ga kagayaite
context: This is my pride, what makes up my core\I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite response:	Irareru youni zutto
context: I won't let my fire be put out; not yet\I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto response:	Mitsume tsuzukete
context: I'll keep going, and I'll never stop\Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete response:	(Please be) Dakara moshi kono mune ga
context: Kimi to deatta no wa\Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga response:	(With me) Michi ni mayou hi ni wa
context: Tada no guuzen ja nai\Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa response:	Mirai e no tobira wo hiraite hoshii
context: Kore wo unmei to yobunda\Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii response:	Michinaru sekai e to
context: Sono hitomi ni utsuru\Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to response:	Mai agarunda
context: Bokutachi ga kagayaite\Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda response:	Dakara sono te hanasanaide (buddy)
context: Irareru youni zutto\Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy) response:	Yume ga mezasu basho e
context: Mitsume tsuzukete\(Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e response:	Tsukanda kono kizuna
context: (Please be) Dakara moshi kono mune ga\(With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna response:	Nigiri shimete
context: (With me) Michi ni mayou hi ni wa\Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete response:	Yume ga mezasu basho e
context: Mirai e no tobira wo hiraite hoshii\Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e response:	Te ni shita kono kizuna
context: Michinaru sekai e to\Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna response:	Nigiri shimete
context: Mai agarunda\Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete response:	It wasn't by chance
context: Dakara sono te hanasanaide (buddy)\Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance response:	that I met you.
context: Yume ga mezasu basho e\Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you. response:	This is what they call fate.
context: Tsukanda kono kizuna\Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate. response:	Reflected in your eyes is
context: Nigiri shimete\Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is response:	the way we keep on shining together.
context: Yume ga mezasu basho e\Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together. response:	Let's keep our gazes locked
context: Te ni shita kono kizuna\Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked response:	so it won't fade away.
context: Nigiri shimete\It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away. response:	(Please be) Maybe the day will come
context: It wasn't by chance\that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come response:	(With me) that we'll lose our way
context: that I met you.\This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way response:	while looking for the door to the future.
context: This is what they call fate.\Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future. response:	Ready, ready, ready for the take off
context: Reflected in your eyes is\the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off response:	We'll soar high
context: the way we keep on shining together.\Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high response:	towards an unknown world.
context: Let's keep our gazes locked\so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high\towards an unknown world. response:	So don't let go of my hand. (Buddy)
context: so it won't fade away.\(Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy) response:	Ready, ready, ready for the take off.
context: (Please be) Maybe the day will come\(With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off. response:	Hold on to the bonds we have
context: (With me) that we'll lose our way\while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have response:	while aiming for
context: while looking for the door to the future.\Ready, ready, ready for the take off\We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for response:	the place of our dreams.
context: Ready, ready, ready for the take off\We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams. response:	Ready, ready, ready for the take off.
context: We'll soar high\towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Ready, ready, ready for the take off. response:	Hold on to the bonds we have
context: towards an unknown world.\So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Ready, ready, ready for the take off.\Hold on to the bonds we have response:	while aiming for
context: So don't let go of my hand. (Buddy)\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for response:	the place of our dreams.
context: Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams. response:	Episode 3 szia Brothers
context: Hold on to the bonds we have\while aiming for\the place of our dreams.\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Episode 3 szia Brothers response:	When I grow up, I want to be a bus driver!
context: while aiming for\the place of our dreams.\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Episode 3 szia Brothers\When I grow up, I want to be a bus driver! response:	I want to become a doctor!
context: the place of our dreams.\Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Episode 3 szia Brothers\When I grow up, I want to be a bus driver!\I want to become a doctor! response:	I want to become a doctor!
context: Ready, ready, ready for the take off.\Hold on to the bonds we have\while aiming for\the place of our dreams.\Episode 3 szia Brothers\When I grow up, I want to be a bus driver!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: Hold on to the bonds we have\while aiming for\the place of our dreams.\Episode 3 szia Brothers\When I grow up, I want to be a bus driver!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: while aiming for\the place of our dreams.\Episode 3 szia Brothers\When I grow up, I want to be a bus driver!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: the place of our dreams.\Episode 3 szia Brothers\When I grow up, I want to be a bus driver!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: Episode 3 szia Brothers\When I grow up, I want to be a bus driver!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: When I grow up, I want to be a bus driver!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	I want to become a doctor!
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor! response:	Entrance Hall
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\Entrance Hall response:	School Cafeteria
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\Entrance Hall\School Cafeteria response:	Classroom
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\Entrance Hall\School Cafeteria\Classroom response:	Next Episode Preview
context: I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\I want to become a doctor!\Entrance Hall\School Cafeteria\Classroom\Next Episode Preview response:	Garden of Amahara
