context: Chiffon Cake response:	Cheesecake
context: Is there something under here?\You're the one who used to hang out here. Don't you know?\I never knew he had an underground room.\And it seems to be on a different electrical system.\There must be a stairway to get down there...\Anyway, we can't do anything unless we get down there.\Yes?\What? Lights on at Hayase's laboratory? response:	I see. Understood.
context: You're the one who used to hang out here. Don't you know?\I never knew he had an underground room.\And it seems to be on a different electrical system.\There must be a stairway to get down there...\Anyway, we can't do anything unless we get down there.\Yes?\What? Lights on at Hayase's laboratory?\I see. Understood. response:	Find the doctor and take him quickly into custody.
context: I never knew he had an underground room.\And it seems to be on a different electrical system.\There must be a stairway to get down there...\Anyway, we can't do anything unless we get down there.\Yes?\What? Lights on at Hayase's laboratory?\I see. Understood.\Find the doctor and take him quickly into custody. response:	Let's have as little fuss as possible.
context: And it seems to be on a different electrical system.\There must be a stairway to get down there...\Anyway, we can't do anything unless we get down there.\Yes?\What? Lights on at Hayase's laboratory?\I see. Understood.\Find the doctor and take him quickly into custody.\Let's have as little fuss as possible. response:	Finally back, are you, Eiji Hayase?
context: There must be a stairway to get down there...\Anyway, we can't do anything unless we get down there.\Yes?\What? Lights on at Hayase's laboratory?\I see. Understood.\Find the doctor and take him quickly into custody.\Let's have as little fuss as possible.\Finally back, are you, Eiji Hayase? response:	Next Episode: Sorrowful Gilbert Finally back, are you, Eiji Hayase?
context: Anyway, we can't do anything unless we get down there.\Yes?\What? Lights on at Hayase's laboratory?\I see. Understood.\Find the doctor and take him quickly into custody.\Let's have as little fuss as possible.\Finally back, are you, Eiji Hayase?\Next Episode: Sorrowful Gilbert Finally back, are you, Eiji Hayase? response:	Mari and Waka's Quick Science
context: Yes?\What? Lights on at Hayase's laboratory?\I see. Understood.\Find the doctor and take him quickly into custody.\Let's have as little fuss as possible.\Finally back, are you, Eiji Hayase?\Next Episode: Sorrowful Gilbert Finally back, are you, Eiji Hayase?\Mari and Waka's Quick Science response:	Mari and Waka's Quick Science! Mari and Waka's Quick Science
context: What? Lights on at Hayase's laboratory?\I see. Understood.\Find the doctor and take him quickly into custody.\Let's have as little fuss as possible.\Finally back, are you, Eiji Hayase?\Next Episode: Sorrowful Gilbert Finally back, are you, Eiji Hayase?\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science response:	Mari and Waka's Quick Science!
context: I see. Understood.\Find the doctor and take him quickly into custody.\Let's have as little fuss as possible.\Finally back, are you, Eiji Hayase?\Next Episode: Sorrowful Gilbert Finally back, are you, Eiji Hayase?\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science! response:	Mari, you had trouble with Mr. Gilbert's question before, didn't you?
context: Find the doctor and take him quickly into custody.\Let's have as little fuss as possible.\Finally back, are you, Eiji Hayase?\Next Episode: Sorrowful Gilbert Finally back, are you, Eiji Hayase?\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Mari, you had trouble with Mr. Gilbert's question before, didn't you? response:	Yeah, but...
context: Let's have as little fuss as possible.\Finally back, are you, Eiji Hayase?\Next Episode: Sorrowful Gilbert Finally back, are you, Eiji Hayase?\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Mari, you had trouble with Mr. Gilbert's question before, didn't you?\Yeah, but... response:	But everybody knows that...
context: Finally back, are you, Eiji Hayase?\Next Episode: Sorrowful Gilbert Finally back, are you, Eiji Hayase?\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Mari, you had trouble with Mr. Gilbert's question before, didn't you?\Yeah, but...\But everybody knows that... response:	Really? Then please tell me!
context: Next Episode: Sorrowful Gilbert Finally back, are you, Eiji Hayase?\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Mari, you had trouble with Mr. Gilbert's question before, didn't you?\Yeah, but...\But everybody knows that...\Really? Then please tell me! response:	Why does a compass needle point north?
context: Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Mari, you had trouble with Mr. Gilbert's question before, didn't you?\Yeah, but...\But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north? response:	Huh? Actually, why does it?
context: Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Mari, you had trouble with Mr. Gilbert's question before, didn't you?\Yeah, but...\But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north?\Huh? Actually, why does it? response:	I never even thought about it...
context: Mari and Waka's Quick Science!\Mari, you had trouble with Mr. Gilbert's question before, didn't you?\Yeah, but...\But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north?\Huh? Actually, why does it?\I never even thought about it... response:	Being a scientist means doubting things believed to be common knowledge.
context: Mari, you had trouble with Mr. Gilbert's question before, didn't you?\Yeah, but...\But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north?\Huh? Actually, why does it?\I never even thought about it...\Being a scientist means doubting things believed to be common knowledge. response:	But what will Mr. Gilbert do next?
context: Yeah, but...\But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north?\Huh? Actually, why does it?\I never even thought about it...\Being a scientist means doubting things believed to be common knowledge.\But what will Mr. Gilbert do next? response:	Waka? When did you get here?
context: But everybody knows that...\Really? Then please tell me!\Why does a compass needle point north?\Huh? Actually, why does it?\I never even thought about it...\Being a scientist means doubting things believed to be common knowledge.\But what will Mr. Gilbert do next?\Waka? When did you get here? response:	I've been here the whole time!
context: Really? Then please tell me!\Why does a compass needle point north?\Huh? Actually, why does it?\I never even thought about it...\Being a scientist means doubting things believed to be common knowledge.\But what will Mr. Gilbert do next?\Waka? When did you get here?\I've been here the whole time! response:	Now, now. We'll find out what Mr. Gilbert does next episode!
context: Why does a compass needle point north?\Huh? Actually, why does it?\I never even thought about it...\Being a scientist means doubting things believed to be common knowledge.\But what will Mr. Gilbert do next?\Waka? When did you get here?\I've been here the whole time!\Now, now. We'll find out what Mr. Gilbert does next episode! response:	In the meantime, let's have a little pre-study.
context: Huh? Actually, why does it?\I never even thought about it...\Being a scientist means doubting things believed to be common knowledge.\But what will Mr. Gilbert do next?\Waka? When did you get here?\I've been here the whole time!\Now, now. We'll find out what Mr. Gilbert does next episode!\In the meantime, let's have a little pre-study. response:	Have you ever seen this tool?
context: I never even thought about it...\Being a scientist means doubting things believed to be common knowledge.\But what will Mr. Gilbert do next?\Waka? When did you get here?\I've been here the whole time!\Now, now. We'll find out what Mr. Gilbert does next episode!\In the meantime, let's have a little pre-study.\Have you ever seen this tool? response:	Never!
context: Being a scientist means doubting things believed to be common knowledge.\But what will Mr. Gilbert do next?\Waka? When did you get here?\I've been here the whole time!\Now, now. We'll find out what Mr. Gilbert does next episode!\In the meantime, let's have a little pre-study.\Have you ever seen this tool?\Never! response:	It looks kind of like a compass stood up on its side...
context: But what will Mr. Gilbert do next?\Waka? When did you get here?\I've been here the whole time!\Now, now. We'll find out what Mr. Gilbert does next episode!\In the meantime, let's have a little pre-study.\Have you ever seen this tool?\Never!\It looks kind of like a compass stood up on its side... response:	Mari, excellent observation!
context: Waka? When did you get here?\I've been here the whole time!\Now, now. We'll find out what Mr. Gilbert does next episode!\In the meantime, let's have a little pre-study.\Have you ever seen this tool?\Never!\It looks kind of like a compass stood up on its side...\Mari, excellent observation! response:	See? When you do this...
context: I've been here the whole time!\Now, now. We'll find out what Mr. Gilbert does next episode!\In the meantime, let's have a little pre-study.\Have you ever seen this tool?\Never!\It looks kind of like a compass stood up on its side...\Mari, excellent observation!\See? When you do this... response:	Ah! It is a compass!
context: Now, now. We'll find out what Mr. Gilbert does next episode!\In the meantime, let's have a little pre-study.\Have you ever seen this tool?\Never!\It looks kind of like a compass stood up on its side...\Mari, excellent observation!\See? When you do this...\Ah! It is a compass! response:	I had a feeling that's what it was!
context: In the meantime, let's have a little pre-study.\Have you ever seen this tool?\Never!\It looks kind of like a compass stood up on its side...\Mari, excellent observation!\See? When you do this...\Ah! It is a compass!\I had a feeling that's what it was! response:	The principle is that a compass turned on its side,
context: Have you ever seen this tool?\Never!\It looks kind of like a compass stood up on its side...\Mari, excellent observation!\See? When you do this...\Ah! It is a compass!\I had a feeling that's what it was!\The principle is that a compass turned on its side, response:	in other words, perpendicular to the ground, is called a dip circle,
context: Never!\It looks kind of like a compass stood up on its side...\Mari, excellent observation!\See? When you do this...\Ah! It is a compass!\I had a feeling that's what it was!\The principle is that a compass turned on its side,\in other words, perpendicular to the ground, is called a dip circle, response:	and it's a device for measuring the angle between the horizon and the north pole.
context: It looks kind of like a compass stood up on its side...\Mari, excellent observation!\See? When you do this...\Ah! It is a compass!\I had a feeling that's what it was!\The principle is that a compass turned on its side,\in other words, perpendicular to the ground, is called a dip circle,\and it's a device for measuring the angle between the horizon and the north pole. response:	But Doctor, what's it for?
context: Mari, excellent observation!\See? When you do this...\Ah! It is a compass!\I had a feeling that's what it was!\The principle is that a compass turned on its side,\in other words, perpendicular to the ground, is called a dip circle,\and it's a device for measuring the angle between the horizon and the north pole.\But Doctor, what's it for? response:	Yeah!
context: See? When you do this...\Ah! It is a compass!\I had a feeling that's what it was!\The principle is that a compass turned on its side,\in other words, perpendicular to the ground, is called a dip circle,\and it's a device for measuring the angle between the horizon and the north pole.\But Doctor, what's it for?\Yeah! response:	That's what you'll find out next week!
context: Ah! It is a compass!\I had a feeling that's what it was!\The principle is that a compass turned on its side,\in other words, perpendicular to the ground, is called a dip circle,\and it's a device for measuring the angle between the horizon and the north pole.\But Doctor, what's it for?\Yeah!\That's what you'll find out next week! response:	Papa, is this segment just a next episode preview?
context: I had a feeling that's what it was!\The principle is that a compass turned on its side,\in other words, perpendicular to the ground, is called a dip circle,\and it's a device for measuring the angle between the horizon and the north pole.\But Doctor, what's it for?\Yeah!\That's what you'll find out next week!\Papa, is this segment just a next episode preview? response:	Well, not exactly...
