context: Everyone here is out playing around at night. response:	Which means...
context: Kanade, I'm sorry to push you, but I need you to use one of your powers.\If you can use Harmonics again, everyone will be saved.\I see. Alright.\Will your body hold out if you use it again?\Once should be okay.\Guard Skill: Harmonics.\It seems you altered my program.\Yeah, all of you are going to return to her. response:	That many of us ruthless clones are going to return?
context: If you can use Harmonics again, everyone will be saved.\I see. Alright.\Will your body hold out if you use it again?\Once should be okay.\Guard Skill: Harmonics.\It seems you altered my program.\Yeah, all of you are going to return to her.\That many of us ruthless clones are going to return? response:	What do you mean?
context: I see. Alright.\Will your body hold out if you use it again?\Once should be okay.\Guard Skill: Harmonics.\It seems you altered my program.\Yeah, all of you are going to return to her.\That many of us ruthless clones are going to return?\What do you mean? response:	Even as clones, we have our own consciousness.
context: Will your body hold out if you use it again?\Once should be okay.\Guard Skill: Harmonics.\It seems you altered my program.\Yeah, all of you are going to return to her.\That many of us ruthless clones are going to return?\What do you mean?\Even as clones, we have our own consciousness. response:	Those won't disappear.
context: Once should be okay.\Guard Skill: Harmonics.\It seems you altered my program.\Yeah, all of you are going to return to her.\That many of us ruthless clones are going to return?\What do you mean?\Even as clones, we have our own consciousness.\Those won't disappear. response:	They'll be incorporated into her.
context: Guard Skill: Harmonics.\It seems you altered my program.\Yeah, all of you are going to return to her.\That many of us ruthless clones are going to return?\What do you mean?\Even as clones, we have our own consciousness.\Those won't disappear.\They'll be incorporated into her. response:	The spirits of all the clones you attacked will return to her.
context: It seems you altered my program.\Yeah, all of you are going to return to her.\That many of us ruthless clones are going to return?\What do you mean?\Even as clones, we have our own consciousness.\Those won't disappear.\They'll be incorporated into her.\The spirits of all the clones you attacked will return to her. response:	When she takes in all those at once...
context: Yeah, all of you are going to return to her.\That many of us ruthless clones are going to return?\What do you mean?\Even as clones, we have our own consciousness.\Those won't disappear.\They'll be incorporated into her.\The spirits of all the clones you attacked will return to her.\When she takes in all those at once... response:	she'll pay for it.
context: That many of us ruthless clones are going to return?\What do you mean?\Even as clones, we have our own consciousness.\Those won't disappear.\They'll be incorporated into her.\The spirits of all the clones you attacked will return to her.\When she takes in all those at once...\she'll pay for it. response:	It's time.
context: What do you mean?\Even as clones, we have our own consciousness.\Those won't disappear.\They'll be incorporated into her.\The spirits of all the clones you attacked will return to her.\When she takes in all those at once...\she'll pay for it.\It's time. response:	Wait!!
context: Even as clones, we have our own consciousness.\Those won't disappear.\They'll be incorporated into her.\The spirits of all the clones you attacked will return to her.\When she takes in all those at once...\she'll pay for it.\It's time.\Wait!! response:	Dammit!!
context: Those won't disappear.\They'll be incorporated into her.\The spirits of all the clones you attacked will return to her.\When she takes in all those at once...\she'll pay for it.\It's time.\Wait!!\Dammit!! response:	Please be okay!
context: They'll be incorporated into her.\The spirits of all the clones you attacked will return to her.\When she takes in all those at once...\she'll pay for it.\It's time.\Wait!!\Dammit!!\Please be okay! response:	Kanade!!
context: The spirits of all the clones you attacked will return to her.\When she takes in all those at once...\she'll pay for it.\It's time.\Wait!!\Dammit!!\Please be okay!\Kanade!! response:	<preview>
context: When she takes in all those at once...\she'll pay for it.\It's time.\Wait!!\Dammit!!\Please be okay!\Kanade!!\<preview> response:	What's going to happen to us?
context: she'll pay for it.\It's time.\Wait!!\Dammit!!\Please be okay!\Kanade!!\<preview>\What's going to happen to us? response:	It's the first time that's happened to Angel.
context: It's time.\Wait!!\Dammit!!\Please be okay!\Kanade!!\<preview>\What's going to happen to us?\It's the first time that's happened to Angel. response:	There's no choice but to bear through it once.
context: Wait!!\Dammit!!\Please be okay!\Kanade!!\<preview>\What's going to happen to us?\It's the first time that's happened to Angel.\There's no choice but to bear through it once. response:	Are you trying to undress me?
context: Dammit!!\Please be okay!\Kanade!!\<preview>\What's going to happen to us?\It's the first time that's happened to Angel.\There's no choice but to bear through it once.\Are you trying to undress me? response:	The hell?
context: Please be okay!\Kanade!!\<preview>\What's going to happen to us?\It's the first time that's happened to Angel.\There's no choice but to bear through it once.\Are you trying to undress me?\The hell? response:	The possibility is about 1.
context: Kanade!!\<preview>\What's going to happen to us?\It's the first time that's happened to Angel.\There's no choice but to bear through it once.\Are you trying to undress me?\The hell?\The possibility is about 1. response:	We'll definitely save her!
context: <preview>\What's going to happen to us?\It's the first time that's happened to Angel.\There's no choice but to bear through it once.\Are you trying to undress me?\The hell?\The possibility is about 1.\We'll definitely save her! response:	Someone hit her!
context: What's going to happen to us?\It's the first time that's happened to Angel.\There's no choice but to bear through it once.\Are you trying to undress me?\The hell?\The possibility is about 1.\We'll definitely save her!\Someone hit her! response:	Am I going to disappear?
context: It's the first time that's happened to Angel.\There's no choice but to bear through it once.\Are you trying to undress me?\The hell?\The possibility is about 1.\We'll definitely save her!\Someone hit her!\Am I going to disappear? response:	No one's coming to save her!
context: There's no choice but to bear through it once.\Are you trying to undress me?\The hell?\The possibility is about 1.\We'll definitely save her!\Someone hit her!\Am I going to disappear?\No one's coming to save her! response:	Go back!
context: Are you trying to undress me?\The hell?\The possibility is about 1.\We'll definitely save her!\Someone hit her!\Am I going to disappear?\No one's coming to save her!\Go back! response:	Whose side is God on?
context: The hell?\The possibility is about 1.\We'll definitely save her!\Someone hit her!\Am I going to disappear?\No one's coming to save her!\Go back!\Whose side is God on? response:	Otonashi...
context: The possibility is about 1.\We'll definitely save her!\Someone hit her!\Am I going to disappear?\No one's coming to save her!\Go back!\Whose side is God on?\Otonashi... response:	I remember everything.
context: We'll definitely save her!\Someone hit her!\Am I going to disappear?\No one's coming to save her!\Go back!\Whose side is God on?\Otonashi...\I remember everything. response:	TS
context: Someone hit her!\Am I going to disappear?\No one's coming to save her!\Go back!\Whose side is God on?\Otonashi...\I remember everything.\TS response:	Mazui presents
context: Am I going to disappear?\No one's coming to save her!\Go back!\Whose side is God on?\Otonashi...\I remember everything.\TS\Mazui presents response:	mezamete wa kurikaesu nemui asa wa
context: No one's coming to save her!\Go back!\Whose side is God on?\Otonashi...\I remember everything.\TS\Mazui presents\mezamete wa kurikaesu nemui asa wa response:	I open my eyes again, to a sleepy morning
context: Go back!\Whose side is God on?\Otonashi...\I remember everything.\TS\Mazui presents\mezamete wa kurikaesu nemui asa wa\I open my eyes again, to a sleepy morning response:	eri no tai wo kitsuku shime
context: Whose side is God on?\Otonashi...\I remember everything.\TS\Mazui presents\mezamete wa kurikaesu nemui asa wa\I open my eyes again, to a sleepy morning\eri no tai wo kitsuku shime response:	I tighten the tie around my neck
context: Otonashi...\I remember everything.\TS\Mazui presents\mezamete wa kurikaesu nemui asa wa\I open my eyes again, to a sleepy morning\eri no tai wo kitsuku shime\I tighten the tie around my neck response:	kyoushitsu no doa kuguru to
context: I remember everything.\TS\Mazui presents\mezamete wa kurikaesu nemui asa wa\I open my eyes again, to a sleepy morning\eri no tai wo kitsuku shime\I tighten the tie around my neck\kyoushitsu no doa kuguru to response:	When I pass through the door of the classroom
context: TS\Mazui presents\mezamete wa kurikaesu nemui asa wa\I open my eyes again, to a sleepy morning\eri no tai wo kitsuku shime\I tighten the tie around my neck\kyoushitsu no doa kuguru to\When I pass through the door of the classroom response:	honno sukoshi mune wo hatte arukidaseru
context: Mazui presents\mezamete wa kurikaesu nemui asa wa\I open my eyes again, to a sleepy morning\eri no tai wo kitsuku shime\I tighten the tie around my neck\kyoushitsu no doa kuguru to\When I pass through the door of the classroom\honno sukoshi mune wo hatte arukidaseru response:	HO
context: mezamete wa kurikaesu nemui asa wa\I open my eyes again, to a sleepy morning\eri no tai wo kitsuku shime\I tighten the tie around my neck\kyoushitsu no doa kuguru to\When I pass through the door of the classroom\honno sukoshi mune wo hatte arukidaseru\HO response:	I puff my chest out with a little bit of pride
context: I open my eyes again, to a sleepy morning\eri no tai wo kitsuku shime\I tighten the tie around my neck\kyoushitsu no doa kuguru to\When I pass through the door of the classroom\honno sukoshi mune wo hatte arukidaseru\HO\I puff my chest out with a little bit of pride response:	sonna nichijou ni fukinukeru kaze
context: eri no tai wo kitsuku shime\I tighten the tie around my neck\kyoushitsu no doa kuguru to\When I pass through the door of the classroom\honno sukoshi mune wo hatte arukidaseru\HO\I puff my chest out with a little bit of pride\sonna nichijou ni fukinukeru kaze response:	A wind that blows past everyday life
context: I tighten the tie around my neck\kyoushitsu no doa kuguru to\When I pass through the door of the classroom\honno sukoshi mune wo hatte arukidaseru\HO\I puff my chest out with a little bit of pride\sonna nichijou ni fukinukeru kaze\A wind that blows past everyday life response:	kikoeta ki ga shita
context: kyoushitsu no doa kuguru to\When I pass through the door of the classroom\honno sukoshi mune wo hatte arukidaseru\HO\I puff my chest out with a little bit of pride\sonna nichijou ni fukinukeru kaze\A wind that blows past everyday life\kikoeta ki ga shita response:	I thought I heard it
context: When I pass through the door of the classroom\honno sukoshi mune wo hatte arukidaseru\HO\I puff my chest out with a little bit of pride\sonna nichijou ni fukinukeru kaze\A wind that blows past everyday life\kikoeta ki ga shita\I thought I heard it response:	kanjita ki ga shitanda
context: honno sukoshi mune wo hatte arukidaseru\HO\I puff my chest out with a little bit of pride\sonna nichijou ni fukinukeru kaze\A wind that blows past everyday life\kikoeta ki ga shita\I thought I heard it\kanjita ki ga shitanda response:	I thought I felt it
context: HO\I puff my chest out with a little bit of pride\sonna nichijou ni fukinukeru kaze\A wind that blows past everyday life\kikoeta ki ga shita\I thought I heard it\kanjita ki ga shitanda\I thought I felt it response:	furuedasu ima kono mune de
context: I puff my chest out with a little bit of pride\sonna nichijou ni fukinukeru kaze\A wind that blows past everyday life\kikoeta ki ga shita\I thought I heard it\kanjita ki ga shitanda\I thought I felt it\furuedasu ima kono mune de response:	It started to shake within my chest
context: sonna nichijou ni fukinukeru kaze\A wind that blows past everyday life\kikoeta ki ga shita\I thought I heard it\kanjita ki ga shitanda\I thought I felt it\furuedasu ima kono mune de\It started to shake within my chest response:	mou kuru ki ga shita
context: A wind that blows past everyday life\kikoeta ki ga shita\I thought I heard it\kanjita ki ga shitanda\I thought I felt it\furuedasu ima kono mune de\It started to shake within my chest\mou kuru ki ga shita response:	I felt it would come now
context: kikoeta ki ga shita\I thought I heard it\kanjita ki ga shitanda\I thought I felt it\furuedasu ima kono mune de\It started to shake within my chest\mou kuru ki ga shita\I felt it would come now response:	iku oku no hoshi ga kie satteku no wo
context: I thought I heard it\kanjita ki ga shitanda\I thought I felt it\furuedasu ima kono mune de\It started to shake within my chest\mou kuru ki ga shita\I felt it would come now\iku oku no hoshi ga kie satteku no wo response:	OO
context: kanjita ki ga shitanda\I thought I felt it\furuedasu ima kono mune de\It started to shake within my chest\mou kuru ki ga shita\I felt it would come now\iku oku no hoshi ga kie satteku no wo\OO response:	I watched countless stars as they vanished
context: I thought I felt it\furuedasu ima kono mune de\It started to shake within my chest\mou kuru ki ga shita\I felt it would come now\iku oku no hoshi ga kie satteku no wo\OO\I watched countless stars as they vanished response:	miokutta te wo futta yokatta ne to
context: furuedasu ima kono mune de\It started to shake within my chest\mou kuru ki ga shita\I felt it would come now\iku oku no hoshi ga kie satteku no wo\OO\I watched countless stars as they vanished\miokutta te wo futta yokatta ne to response:	I waved goodbye, I'm glad
context: It started to shake within my chest\mou kuru ki ga shita\I felt it would come now\iku oku no hoshi ga kie satteku no wo\OO\I watched countless stars as they vanished\miokutta te wo futta yokatta ne to\I waved goodbye, I'm glad response:	Medical Offices (Currently Closed) - Nurse's Office
context: mou kuru ki ga shita\I felt it would come now\iku oku no hoshi ga kie satteku no wo\OO\I watched countless stars as they vanished\miokutta te wo futta yokatta ne to\I waved goodbye, I'm glad\Medical Offices (Currently Closed) - Nurse's Office response:	Girls Dormitories - Angel Area
context: I felt it would come now\iku oku no hoshi ga kie satteku no wo\OO\I watched countless stars as they vanished\miokutta te wo futta yokatta ne to\I waved goodbye, I'm glad\Medical Offices (Currently Closed) - Nurse's Office\Girls Dormitories - Angel Area response:	Shut Down
context: iku oku no hoshi ga kie satteku no wo\OO\I watched countless stars as they vanished\miokutta te wo futta yokatta ne to\I waved goodbye, I'm glad\Medical Offices (Currently Closed) - Nurse's Office\Girls Dormitories - Angel Area\Shut Down response:	Gym interior
context: OO\I watched countless stars as they vanished\miokutta te wo futta yokatta ne to\I waved goodbye, I'm glad\Medical Offices (Currently Closed) - Nurse's Office\Girls Dormitories - Angel Area\Shut Down\Gym interior response:	Guild Accessway B4
context: I watched countless stars as they vanished\miokutta te wo futta yokatta ne to\I waved goodbye, I'm glad\Medical Offices (Currently Closed) - Nurse's Office\Girls Dormitories - Angel Area\Shut Down\Gym interior\Guild Accessway B4 response:	Guild Accessway B5
context: miokutta te wo futta yokatta ne to\I waved goodbye, I'm glad\Medical Offices (Currently Closed) - Nurse's Office\Girls Dormitories - Angel Area\Shut Down\Gym interior\Guild Accessway B4\Guild Accessway B5 response:	Guild Accessway B10
context: I waved goodbye, I'm glad\Medical Offices (Currently Closed) - Nurse's Office\Girls Dormitories - Angel Area\Shut Down\Gym interior\Guild Accessway B4\Guild Accessway B5\Guild Accessway B10 response:	Guild Accessway B11
context: Medical Offices (Currently Closed) - Nurse's Office\Girls Dormitories - Angel Area\Shut Down\Gym interior\Guild Accessway B4\Guild Accessway B5\Guild Accessway B10\Guild Accessway B11 response:	Guild Accessway B12
context: Girls Dormitories - Angel Area\Shut Down\Gym interior\Guild Accessway B4\Guild Accessway B5\Guild Accessway B10\Guild Accessway B11\Guild Accessway B12 response:	Guild Accessway B15
context: Shut Down\Gym interior\Guild Accessway B4\Guild Accessway B5\Guild Accessway B10\Guild Accessway B11\Guild Accessway B12\Guild Accessway B15 response:	Guild lowest point - Ground Zero
context: Gym interior\Guild Accessway B4\Guild Accessway B5\Guild Accessway B10\Guild Accessway B11\Guild Accessway B12\Guild Accessway B15\Guild lowest point - Ground Zero response:	itsumo hitori de aruiteta
context: Guild Accessway B4\Guild Accessway B5\Guild Accessway B10\Guild Accessway B11\Guild Accessway B12\Guild Accessway B15\Guild lowest point - Ground Zero\itsumo hitori de aruiteta response:	I've always walked alone
context: Guild Accessway B5\Guild Accessway B10\Guild Accessway B11\Guild Accessway B12\Guild Accessway B15\Guild lowest point - Ground Zero\itsumo hitori de aruiteta\I've always walked alone response:	furikaeru to minna wa tooku
context: Guild Accessway B10\Guild Accessway B11\Guild Accessway B12\Guild Accessway B15\Guild lowest point - Ground Zero\itsumo hitori de aruiteta\I've always walked alone\furikaeru to minna wa tooku response:	When I turn around, everyone's far behind
context: Guild Accessway B11\Guild Accessway B12\Guild Accessway B15\Guild lowest point - Ground Zero\itsumo hitori de aruiteta\I've always walked alone\furikaeru to minna wa tooku\When I turn around, everyone's far behind response:	sore demo atashi wa aruita
context: Guild Accessway B12\Guild Accessway B15\Guild lowest point - Ground Zero\itsumo hitori de aruiteta\I've always walked alone\furikaeru to minna wa tooku\When I turn around, everyone's far behind\sore demo atashi wa aruita response:	Even so, I kept walking
context: Guild Accessway B15\Guild lowest point - Ground Zero\itsumo hitori de aruiteta\I've always walked alone\furikaeru to minna wa tooku\When I turn around, everyone's far behind\sore demo atashi wa aruita\Even so, I kept walking response:	sore ga tsuyosa datta
context: Guild lowest point - Ground Zero\itsumo hitori de aruiteta\I've always walked alone\furikaeru to minna wa tooku\When I turn around, everyone's far behind\sore demo atashi wa aruita\Even so, I kept walking\sore ga tsuyosa datta response:	That was what strength was
context: itsumo hitori de aruiteta\I've always walked alone\furikaeru to minna wa tooku\When I turn around, everyone's far behind\sore demo atashi wa aruita\Even so, I kept walking\sore ga tsuyosa datta\That was what strength was response:	mou nani mo kowakunai
context: I've always walked alone\furikaeru to minna wa tooku\When I turn around, everyone's far behind\sore demo atashi wa aruita\Even so, I kept walking\sore ga tsuyosa datta\That was what strength was\mou nani mo kowakunai response:	I'm not afraid of anything anymore,
context: furikaeru to minna wa tooku\When I turn around, everyone's far behind\sore demo atashi wa aruita\Even so, I kept walking\sore ga tsuyosa datta\That was what strength was\mou nani mo kowakunai\I'm not afraid of anything anymore, response:	sou tsubuyaitemiseru
context: When I turn around, everyone's far behind\sore demo atashi wa aruita\Even so, I kept walking\sore ga tsuyosa datta\That was what strength was\mou nani mo kowakunai\I'm not afraid of anything anymore,\sou tsubuyaitemiseru response:	I try to whisper to myself
context: sore demo atashi wa aruita\Even so, I kept walking\sore ga tsuyosa datta\That was what strength was\mou nani mo kowakunai\I'm not afraid of anything anymore,\sou tsubuyaitemiseru\I try to whisper to myself response:	itsuka hito wa hitori ni natte
context: Even so, I kept walking\sore ga tsuyosa datta\That was what strength was\mou nani mo kowakunai\I'm not afraid of anything anymore,\sou tsubuyaitemiseru\I try to whisper to myself\itsuka hito wa hitori ni natte response:	Everyone becomes alone someday
context: sore ga tsuyosa datta\That was what strength was\mou nani mo kowakunai\I'm not afraid of anything anymore,\sou tsubuyaitemiseru\I try to whisper to myself\itsuka hito wa hitori ni natte\Everyone becomes alone someday response:	omoide no naka ni ikiteku dake
context: That was what strength was\mou nani mo kowakunai\I'm not afraid of anything anymore,\sou tsubuyaitemiseru\I try to whisper to myself\itsuka hito wa hitori ni natte\Everyone becomes alone someday\omoide no naka ni ikiteku dake response:	They live on only in memories
context: mou nani mo kowakunai\I'm not afraid of anything anymore,\sou tsubuyaitemiseru\I try to whisper to myself\itsuka hito wa hitori ni natte\Everyone becomes alone someday\omoide no naka ni ikiteku dake\They live on only in memories response:	kodoku sae aishi waratterareru you ni
context: I'm not afraid of anything anymore,\sou tsubuyaitemiseru\I try to whisper to myself\itsuka hito wa hitori ni natte\Everyone becomes alone someday\omoide no naka ni ikiteku dake\They live on only in memories\kodoku sae aishi waratterareru you ni response:	So I can laugh with my heart, even in this loneliness
context: sou tsubuyaitemiseru\I try to whisper to myself\itsuka hito wa hitori ni natte\Everyone becomes alone someday\omoide no naka ni ikiteku dake\They live on only in memories\kodoku sae aishi waratterareru you ni\So I can laugh with my heart, even in this loneliness response:	atashi wa tatakaunda
context: I try to whisper to myself\itsuka hito wa hitori ni natte\Everyone becomes alone someday\omoide no naka ni ikiteku dake\They live on only in memories\kodoku sae aishi waratterareru you ni\So I can laugh with my heart, even in this loneliness\atashi wa tatakaunda response:	I will fight
context: itsuka hito wa hitori ni natte\Everyone becomes alone someday\omoide no naka ni ikiteku dake\They live on only in memories\kodoku sae aishi waratterareru you ni\So I can laugh with my heart, even in this loneliness\atashi wa tatakaunda\I will fight response:	namida nante misenainda
context: Everyone becomes alone someday\omoide no naka ni ikiteku dake\They live on only in memories\kodoku sae aishi waratterareru you ni\So I can laugh with my heart, even in this loneliness\atashi wa tatakaunda\I will fight\namida nante misenainda response:	HH
context: omoide no naka ni ikiteku dake\They live on only in memories\kodoku sae aishi waratterareru you ni\So I can laugh with my heart, even in this loneliness\atashi wa tatakaunda\I will fight\namida nante misenainda\HH response:	I will show no tears
