context: She sure is taking a long time... response:	Himuro-senpai
context: It was not at all like I had ulterior motives and performed an indecent action...\Yukimura-kun.\I can't walk, so you carry me.\I suppose I have no choice.\I have no ulterior motives. I have no ulterior motives. I have no ulterior motives.\That's right.\These are all simply benevolent actions for Himuro's benefit.\It is not the wicked thinking of some foolish criminal... response:	I am absolutely
context: Yukimura-kun.\I can't walk, so you carry me.\I suppose I have no choice.\I have no ulterior motives. I have no ulterior motives. I have no ulterior motives.\That's right.\These are all simply benevolent actions for Himuro's benefit.\It is not the wicked thinking of some foolish criminal...\I am absolutely response:	You're the worst, Yukimura-kun.
context: I can't walk, so you carry me.\I suppose I have no choice.\I have no ulterior motives. I have no ulterior motives. I have no ulterior motives.\That's right.\These are all simply benevolent actions for Himuro's benefit.\It is not the wicked thinking of some foolish criminal...\I am absolutely\You're the worst, Yukimura-kun. response:	Carrying a girl and collapsing because of it...
context: I suppose I have no choice.\I have no ulterior motives. I have no ulterior motives. I have no ulterior motives.\That's right.\These are all simply benevolent actions for Himuro's benefit.\It is not the wicked thinking of some foolish criminal...\I am absolutely\You're the worst, Yukimura-kun.\Carrying a girl and collapsing because of it... response:	Just wait...
context: I have no ulterior motives. I have no ulterior motives. I have no ulterior motives.\That's right.\These are all simply benevolent actions for Himuro's benefit.\It is not the wicked thinking of some foolish criminal...\I am absolutely\You're the worst, Yukimura-kun.\Carrying a girl and collapsing because of it...\Just wait... response:	My mass isn't far from the average mass of the average female.
context: That's right.\These are all simply benevolent actions for Himuro's benefit.\It is not the wicked thinking of some foolish criminal...\I am absolutely\You're the worst, Yukimura-kun.\Carrying a girl and collapsing because of it...\Just wait...\My mass isn't far from the average mass of the average female. response:	This is clearly because you're so feeble, Yukimura-kun.
context: These are all simply benevolent actions for Himuro's benefit.\It is not the wicked thinking of some foolish criminal...\I am absolutely\You're the worst, Yukimura-kun.\Carrying a girl and collapsing because of it...\Just wait...\My mass isn't far from the average mass of the average female.\This is clearly because you're so feeble, Yukimura-kun. response:	Silence.
context: It is not the wicked thinking of some foolish criminal...\I am absolutely\You're the worst, Yukimura-kun.\Carrying a girl and collapsing because of it...\Just wait...\My mass isn't far from the average mass of the average female.\This is clearly because you're so feeble, Yukimura-kun.\Silence. response:	If you and I align our centers of gravity,
context: I am absolutely\You're the worst, Yukimura-kun.\Carrying a girl and collapsing because of it...\Just wait...\My mass isn't far from the average mass of the average female.\This is clearly because you're so feeble, Yukimura-kun.\Silence.\If you and I align our centers of gravity, response:	we should be able to decrease the moments of force.
context: You're the worst, Yukimura-kun.\Carrying a girl and collapsing because of it...\Just wait...\My mass isn't far from the average mass of the average female.\This is clearly because you're so feeble, Yukimura-kun.\Silence.\If you and I align our centers of gravity,\we should be able to decrease the moments of force. response:	Come on. Hurry up and pick me up...
context: Carrying a girl and collapsing because of it...\Just wait...\My mass isn't far from the average mass of the average female.\This is clearly because you're so feeble, Yukimura-kun.\Silence.\If you and I align our centers of gravity,\we should be able to decrease the moments of force.\Come on. Hurry up and pick me up... response:	It's because I'm carrying you that I can't get up!
context: Just wait...\My mass isn't far from the average mass of the average female.\This is clearly because you're so feeble, Yukimura-kun.\Silence.\If you and I align our centers of gravity,\we should be able to decrease the moments of force.\Come on. Hurry up and pick me up...\It's because I'm carrying you that I can't get up! response:	Let go for a minute!
context: My mass isn't far from the average mass of the average female.\This is clearly because you're so feeble, Yukimura-kun.\Silence.\If you and I align our centers of gravity,\we should be able to decrease the moments of force.\Come on. Hurry up and pick me up...\It's because I'm carrying you that I can't get up!\Let go for a minute! response:	I don't want to!
context: This is clearly because you're so feeble, Yukimura-kun.\Silence.\If you and I align our centers of gravity,\we should be able to decrease the moments of force.\Come on. Hurry up and pick me up...\It's because I'm carrying you that I can't get up!\Let go for a minute!\I don't want to! response:	Why?
context: Silence.\If you and I align our centers of gravity,\we should be able to decrease the moments of force.\Come on. Hurry up and pick me up...\It's because I'm carrying you that I can't get up!\Let go for a minute!\I don't want to!\Why? response:	For the last two days, we haven't been able to do any experiments at all!
context: If you and I align our centers of gravity,\we should be able to decrease the moments of force.\Come on. Hurry up and pick me up...\It's because I'm carrying you that I can't get up!\Let go for a minute!\I don't want to!\Why?\For the last two days, we haven't been able to do any experiments at all! response:	We have to make up for it, don't we?
context: we should be able to decrease the moments of force.\Come on. Hurry up and pick me up...\It's because I'm carrying you that I can't get up!\Let go for a minute!\I don't want to!\Why?\For the last two days, we haven't been able to do any experiments at all!\We have to make up for it, don't we? response:	That's why I won't. I won't let go.
context: Come on. Hurry up and pick me up...\It's because I'm carrying you that I can't get up!\Let go for a minute!\I don't want to!\Why?\For the last two days, we haven't been able to do any experiments at all!\We have to make up for it, don't we?\That's why I won't. I won't let go. response:	I will never let you go.
context: It's because I'm carrying you that I can't get up!\Let go for a minute!\I don't want to!\Why?\For the last two days, we haven't been able to do any experiments at all!\We have to make up for it, don't we?\That's why I won't. I won't let go.\I will never let you go. response:	Yukimura-kun...
context: Let go for a minute!\I don't want to!\Why?\For the last two days, we haven't been able to do any experiments at all!\We have to make up for it, don't we?\That's why I won't. I won't let go.\I will never let you go.\Yukimura-kun... response:	What?
context: I don't want to!\Why?\For the last two days, we haven't been able to do any experiments at all!\We have to make up for it, don't we?\That's why I won't. I won't let go.\I will never let you go.\Yukimura-kun...\What? response:	Earlier... that kiss...
context: Why?\For the last two days, we haven't been able to do any experiments at all!\We have to make up for it, don't we?\That's why I won't. I won't let go.\I will never let you go.\Yukimura-kun...\What?\Earlier... that kiss... response:	That was...
context: For the last two days, we haven't been able to do any experiments at all!\We have to make up for it, don't we?\That's why I won't. I won't let go.\I will never let you go.\Yukimura-kun...\What?\Earlier... that kiss...\That was... response:	Was all of that part of your calculations?
context: We have to make up for it, don't we?\That's why I won't. I won't let go.\I will never let you go.\Yukimura-kun...\What?\Earlier... that kiss...\That was...\Was all of that part of your calculations? response:	Not all of it...
context: That's why I won't. I won't let go.\I will never let you go.\Yukimura-kun...\What?\Earlier... that kiss...\That was...\Was all of that part of your calculations?\Not all of it... response:	There were quite a few points of coincidence included...
context: I will never let you go.\Yukimura-kun...\What?\Earlier... that kiss...\That was...\Was all of that part of your calculations?\Not all of it...\There were quite a few points of coincidence included... response:	After the failure of the previous kiss experiment...
context: Yukimura-kun...\What?\Earlier... that kiss...\That was...\Was all of that part of your calculations?\Not all of it...\There were quite a few points of coincidence included...\After the failure of the previous kiss experiment... response:	I kept thinking about ways to enact a high mood-level kiss.
context: What?\Earlier... that kiss...\That was...\Was all of that part of your calculations?\Not all of it...\There were quite a few points of coincidence included...\After the failure of the previous kiss experiment...\I kept thinking about ways to enact a high mood-level kiss. response:	The fact that you were here in such a beautiful place
context: Earlier... that kiss...\That was...\Was all of that part of your calculations?\Not all of it...\There were quite a few points of coincidence included...\After the failure of the previous kiss experiment...\I kept thinking about ways to enact a high mood-level kiss.\The fact that you were here in such a beautiful place response:	was a miraculous happenstance.
context: That was...\Was all of that part of your calculations?\Not all of it...\There were quite a few points of coincidence included...\After the failure of the previous kiss experiment...\I kept thinking about ways to enact a high mood-level kiss.\The fact that you were here in such a beautiful place\was a miraculous happenstance. response:	I thought, It has to be now.
context: Was all of that part of your calculations?\Not all of it...\There were quite a few points of coincidence included...\After the failure of the previous kiss experiment...\I kept thinking about ways to enact a high mood-level kiss.\The fact that you were here in such a beautiful place\was a miraculous happenstance.\I thought, It has to be now. response:	That's why... it's... That action was...
context: Not all of it...\There were quite a few points of coincidence included...\After the failure of the previous kiss experiment...\I kept thinking about ways to enact a high mood-level kiss.\The fact that you were here in such a beautiful place\was a miraculous happenstance.\I thought, It has to be now.\That's why... it's... That action was... response:	It was to make your wish a reality...
context: There were quite a few points of coincidence included...\After the failure of the previous kiss experiment...\I kept thinking about ways to enact a high mood-level kiss.\The fact that you were here in such a beautiful place\was a miraculous happenstance.\I thought, It has to be now.\That's why... it's... That action was...\It was to make your wish a reality... response:	Something I'd prepared for, to a certain extent...
context: After the failure of the previous kiss experiment...\I kept thinking about ways to enact a high mood-level kiss.\The fact that you were here in such a beautiful place\was a miraculous happenstance.\I thought, It has to be now.\That's why... it's... That action was...\It was to make your wish a reality...\Something I'd prepared for, to a certain extent... response:	It absolutely wasn't something prompted
context: I kept thinking about ways to enact a high mood-level kiss.\The fact that you were here in such a beautiful place\was a miraculous happenstance.\I thought, It has to be now.\That's why... it's... That action was...\It was to make your wish a reality...\Something I'd prepared for, to a certain extent...\It absolutely wasn't something prompted response:	by any kind of sexual emotions, done on impulse...
context: The fact that you were here in such a beautiful place\was a miraculous happenstance.\I thought, It has to be now.\That's why... it's... That action was...\It was to make your wish a reality...\Something I'd prepared for, to a certain extent...\It absolutely wasn't something prompted\by any kind of sexual emotions, done on impulse... response:	I see...
context: was a miraculous happenstance.\I thought, It has to be now.\That's why... it's... That action was...\It was to make your wish a reality...\Something I'd prepared for, to a certain extent...\It absolutely wasn't something prompted\by any kind of sexual emotions, done on impulse...\I see... response:	I had no idea...
context: I thought, It has to be now.\That's why... it's... That action was...\It was to make your wish a reality...\Something I'd prepared for, to a certain extent...\It absolutely wasn't something prompted\by any kind of sexual emotions, done on impulse...\I see...\I had no idea... response:	All this time, you've been thinking of how to do this for me.
context: That's why... it's... That action was...\It was to make your wish a reality...\Something I'd prepared for, to a certain extent...\It absolutely wasn't something prompted\by any kind of sexual emotions, done on impulse...\I see...\I had no idea...\All this time, you've been thinking of how to do this for me. response:	Who says it's about you?
context: It was to make your wish a reality...\Something I'd prepared for, to a certain extent...\It absolutely wasn't something prompted\by any kind of sexual emotions, done on impulse...\I see...\I had no idea...\All this time, you've been thinking of how to do this for me.\Who says it's about you? response:	This is all to understand the general conditions of love.
context: Something I'd prepared for, to a certain extent...\It absolutely wasn't something prompted\by any kind of sexual emotions, done on impulse...\I see...\I had no idea...\All this time, you've been thinking of how to do this for me.\Who says it's about you?\This is all to understand the general conditions of love. response:	We have only just managed to succeed at kissing once.
context: It absolutely wasn't something prompted\by any kind of sexual emotions, done on impulse...\I see...\I had no idea...\All this time, you've been thinking of how to do this for me.\Who says it's about you?\This is all to understand the general conditions of love.\We have only just managed to succeed at kissing once. response:	We still have a mountain of research to do.
context: by any kind of sexual emotions, done on impulse...\I see...\I had no idea...\All this time, you've been thinking of how to do this for me.\Who says it's about you?\This is all to understand the general conditions of love.\We have only just managed to succeed at kissing once.\We still have a mountain of research to do. response:	That's true. This is just the start...
context: I see...\I had no idea...\All this time, you've been thinking of how to do this for me.\Who says it's about you?\This is all to understand the general conditions of love.\We have only just managed to succeed at kissing once.\We still have a mountain of research to do.\That's true. This is just the start... response:	Everyone!
context: I had no idea...\All this time, you've been thinking of how to do this for me.\Who says it's about you?\This is all to understand the general conditions of love.\We have only just managed to succeed at kissing once.\We still have a mountain of research to do.\That's true. This is just the start...\Everyone! response:	I'm so glad you're safe!
context: All this time, you've been thinking of how to do this for me.\Who says it's about you?\This is all to understand the general conditions of love.\We have only just managed to succeed at kissing once.\We still have a mountain of research to do.\That's true. This is just the start...\Everyone!\I'm so glad you're safe! response:	These past three days,
context: Who says it's about you?\This is all to understand the general conditions of love.\We have only just managed to succeed at kissing once.\We still have a mountain of research to do.\That's true. This is just the start...\Everyone!\I'm so glad you're safe!\These past three days, response:	a lot of things happened,
context: This is all to understand the general conditions of love.\We have only just managed to succeed at kissing once.\We still have a mountain of research to do.\That's true. This is just the start...\Everyone!\I'm so glad you're safe!\These past three days,\a lot of things happened, response:	I'm sorry I worried you.
context: We have only just managed to succeed at kissing once.\We still have a mountain of research to do.\That's true. This is just the start...\Everyone!\I'm so glad you're safe!\These past three days,\a lot of things happened,\I'm sorry I worried you. response:	Y-You okay?
context: We still have a mountain of research to do.\That's true. This is just the start...\Everyone!\I'm so glad you're safe!\These past three days,\a lot of things happened,\I'm sorry I worried you.\Y-You okay? response:	but with this, summer's biggest event,
context: That's true. This is just the start...\Everyone!\I'm so glad you're safe!\These past three days,\a lot of things happened,\I'm sorry I worried you.\Y-You okay?\but with this, summer's biggest event, response:	He's collapsed!
context: Everyone!\I'm so glad you're safe!\These past three days,\a lot of things happened,\I'm sorry I worried you.\Y-You okay?\but with this, summer's biggest event,\He's collapsed! response:	the Okinawa lab trip comes to an end.
context: I'm so glad you're safe!\These past three days,\a lot of things happened,\I'm sorry I worried you.\Y-You okay?\but with this, summer's biggest event,\He's collapsed!\the Okinawa lab trip comes to an end. response:	I will not allow you to do as you please.
context: These past three days,\a lot of things happened,\I'm sorry I worried you.\Y-You okay?\but with this, summer's biggest event,\He's collapsed!\the Okinawa lab trip comes to an end.\I will not allow you to do as you please. response:	Really... I had no idea it would develop into such a serious matter...
context: a lot of things happened,\I'm sorry I worried you.\Y-You okay?\but with this, summer's biggest event,\He's collapsed!\the Okinawa lab trip comes to an end.\I will not allow you to do as you please.\Really... I had no idea it would develop into such a serious matter... response:	I'm sorry for worrying you.
context: I'm sorry I worried you.\Y-You okay?\but with this, summer's biggest event,\He's collapsed!\the Okinawa lab trip comes to an end.\I will not allow you to do as you please.\Really... I had no idea it would develop into such a serious matter...\I'm sorry for worrying you. response:	Well, I'm just glad nothing bad happened.
context: Y-You okay?\but with this, summer's biggest event,\He's collapsed!\the Okinawa lab trip comes to an end.\I will not allow you to do as you please.\Really... I had no idea it would develop into such a serious matter...\I'm sorry for worrying you.\Well, I'm just glad nothing bad happened. response:	We've returned...
context: but with this, summer's biggest event,\He's collapsed!\the Okinawa lab trip comes to an end.\I will not allow you to do as you please.\Really... I had no idea it would develop into such a serious matter...\I'm sorry for worrying you.\Well, I'm just glad nothing bad happened.\We've returned... response:	to the clamor of the city!
context: He's collapsed!\the Okinawa lab trip comes to an end.\I will not allow you to do as you please.\Really... I had no idea it would develop into such a serious matter...\I'm sorry for worrying you.\Well, I'm just glad nothing bad happened.\We've returned...\to the clamor of the city! response:	You bought way too many souvenirs, Torasuke.
context: the Okinawa lab trip comes to an end.\I will not allow you to do as you please.\Really... I had no idea it would develop into such a serious matter...\I'm sorry for worrying you.\Well, I'm just glad nothing bad happened.\We've returned...\to the clamor of the city!\You bought way too many souvenirs, Torasuke. response:	Now, then! Everyone be careful getting home, all right?
context: I will not allow you to do as you please.\Really... I had no idea it would develop into such a serious matter...\I'm sorry for worrying you.\Well, I'm just glad nothing bad happened.\We've returned...\to the clamor of the city!\You bought way too many souvenirs, Torasuke.\Now, then! Everyone be careful getting home, all right? response:	You are dismissed!
context: Really... I had no idea it would develop into such a serious matter...\I'm sorry for worrying you.\Well, I'm just glad nothing bad happened.\We've returned...\to the clamor of the city!\You bought way too many souvenirs, Torasuke.\Now, then! Everyone be careful getting home, all right?\You are dismissed! response:	Thank you!
context: I'm sorry for worrying you.\Well, I'm just glad nothing bad happened.\We've returned...\to the clamor of the city!\You bought way too many souvenirs, Torasuke.\Now, then! Everyone be careful getting home, all right?\You are dismissed!\Thank you! response:	And now,
context: Well, I'm just glad nothing bad happened.\We've returned...\to the clamor of the city!\You bought way too many souvenirs, Torasuke.\Now, then! Everyone be careful getting home, all right?\You are dismissed!\Thank you!\And now, response:	we return to our daily lives, as they've always been.
context: We've returned...\to the clamor of the city!\You bought way too many souvenirs, Torasuke.\Now, then! Everyone be careful getting home, all right?\You are dismissed!\Thank you!\And now,\we return to our daily lives, as they've always been. response:	It's finally here.
context: to the clamor of the city!\You bought way too many souvenirs, Torasuke.\Now, then! Everyone be careful getting home, all right?\You are dismissed!\Thank you!\And now,\we return to our daily lives, as they've always been.\It's finally here. response:	The results of the oxytocin measurements we collected during the training camp.
context: You bought way too many souvenirs, Torasuke.\Now, then! Everyone be careful getting home, all right?\You are dismissed!\Thank you!\And now,\we return to our daily lives, as they've always been.\It's finally here.\The results of the oxytocin measurements we collected during the training camp. response:	Oxytocin?
context: Now, then! Everyone be careful getting home, all right?\You are dismissed!\Thank you!\And now,\we return to our daily lives, as they've always been.\It's finally here.\The results of the oxytocin measurements we collected during the training camp.\Oxytocin? response:	Oh!
context: You are dismissed!\Thank you!\And now,\we return to our daily lives, as they've always been.\It's finally here.\The results of the oxytocin measurements we collected during the training camp.\Oxytocin?\Oh! response:	The oxytocin is...!
context: Thank you!\And now,\we return to our daily lives, as they've always been.\It's finally here.\The results of the oxytocin measurements we collected during the training camp.\Oxytocin?\Oh!\The oxytocin is...! response:	The substance that explodes if you embrace, right?
context: And now,\we return to our daily lives, as they've always been.\It's finally here.\The results of the oxytocin measurements we collected during the training camp.\Oxytocin?\Oh!\The oxytocin is...!\The substance that explodes if you embrace, right? response:	It is not that kind of dangerous substance.
context: we return to our daily lives, as they've always been.\It's finally here.\The results of the oxytocin measurements we collected during the training camp.\Oxytocin?\Oh!\The oxytocin is...!\The substance that explodes if you embrace, right?\It is not that kind of dangerous substance. response:	It's a hormone excreted when you touch someone you love.
context: It's finally here.\The results of the oxytocin measurements we collected during the training camp.\Oxytocin?\Oh!\The oxytocin is...!\The substance that explodes if you embrace, right?\It is not that kind of dangerous substance.\It's a hormone excreted when you touch someone you love. response:	Was it?
context: The results of the oxytocin measurements we collected during the training camp.\Oxytocin?\Oh!\The oxytocin is...!\The substance that explodes if you embrace, right?\It is not that kind of dangerous substance.\It's a hormone excreted when you touch someone you love.\Was it? response:	Investigating that was the objective of our training camp, but...
context: Oxytocin?\Oh!\The oxytocin is...!\The substance that explodes if you embrace, right?\It is not that kind of dangerous substance.\It's a hormone excreted when you touch someone you love.\Was it?\Investigating that was the objective of our training camp, but... response:	There was the fight and a lot of other things...
context: Oh!\The oxytocin is...!\The substance that explodes if you embrace, right?\It is not that kind of dangerous substance.\It's a hormone excreted when you touch someone you love.\Was it?\Investigating that was the objective of our training camp, but...\There was the fight and a lot of other things... response:	Yeah...
context: The oxytocin is...!\The substance that explodes if you embrace, right?\It is not that kind of dangerous substance.\It's a hormone excreted when you touch someone you love.\Was it?\Investigating that was the objective of our training camp, but...\There was the fight and a lot of other things...\Yeah... response:	Huh?
context: The substance that explodes if you embrace, right?\It is not that kind of dangerous substance.\It's a hormone excreted when you touch someone you love.\Was it?\Investigating that was the objective of our training camp, but...\There was the fight and a lot of other things...\Yeah...\Huh? response:	The numbers on just this one reading seems strangely high...
context: It is not that kind of dangerous substance.\It's a hormone excreted when you touch someone you love.\Was it?\Investigating that was the objective of our training camp, but...\There was the fight and a lot of other things...\Yeah...\Huh?\The numbers on just this one reading seems strangely high... response:	Oh...
context: It's a hormone excreted when you touch someone you love.\Was it?\Investigating that was the objective of our training camp, but...\There was the fight and a lot of other things...\Yeah...\Huh?\The numbers on just this one reading seems strangely high...\Oh... response:	You succeeded in your kiss in a beautiful place like this?
context: Was it?\Investigating that was the objective of our training camp, but...\There was the fight and a lot of other things...\Yeah...\Huh?\The numbers on just this one reading seems strangely high...\Oh...\You succeeded in your kiss in a beautiful place like this? response:	Yes...
context: Investigating that was the objective of our training camp, but...\There was the fight and a lot of other things...\Yeah...\Huh?\The numbers on just this one reading seems strangely high...\Oh...\You succeeded in your kiss in a beautiful place like this?\Yes... response:	Yeah...
context: There was the fight and a lot of other things...\Yeah...\Huh?\The numbers on just this one reading seems strangely high...\Oh...\You succeeded in your kiss in a beautiful place like this?\Yes...\Yeah... response:	When you kissed, did you feel anything?
context: Yeah...\Huh?\The numbers on just this one reading seems strangely high...\Oh...\You succeeded in your kiss in a beautiful place like this?\Yes...\Yeah...\When you kissed, did you feel anything? response:	I want to kiss again!
context: Huh?\The numbers on just this one reading seems strangely high...\Oh...\You succeeded in your kiss in a beautiful place like this?\Yes...\Yeah...\When you kissed, did you feel anything?\I want to kiss again! response:	I want to kiss again!
context: The numbers on just this one reading seems strangely high...\Oh...\You succeeded in your kiss in a beautiful place like this?\Yes...\Yeah...\When you kissed, did you feel anything?\I want to kiss again!\I want to kiss again! response:	But I can't say that.
context: Oh...\You succeeded in your kiss in a beautiful place like this?\Yes...\Yeah...\When you kissed, did you feel anything?\I want to kiss again!\I want to kiss again!\But I can't say that. response:	I am not like those idiots who cave to lust!
context: You succeeded in your kiss in a beautiful place like this?\Yes...\Yeah...\When you kissed, did you feel anything?\I want to kiss again!\I want to kiss again!\But I can't say that.\I am not like those idiots who cave to lust! response:	If I'm the only one giddy about this, it makes me an idiot.
context: Yes...\Yeah...\When you kissed, did you feel anything?\I want to kiss again!\I want to kiss again!\But I can't say that.\I am not like those idiots who cave to lust!\If I'm the only one giddy about this, it makes me an idiot. response:	I have to stay calm...
context: Yeah...\When you kissed, did you feel anything?\I want to kiss again!\I want to kiss again!\But I can't say that.\I am not like those idiots who cave to lust!\If I'm the only one giddy about this, it makes me an idiot.\I have to stay calm... response:	Well, let's see...
context: When you kissed, did you feel anything?\I want to kiss again!\I want to kiss again!\But I can't say that.\I am not like those idiots who cave to lust!\If I'm the only one giddy about this, it makes me an idiot.\I have to stay calm...\Well, let's see... response:	Our teeth bumped just a little.
context: I want to kiss again!\I want to kiss again!\But I can't say that.\I am not like those idiots who cave to lust!\If I'm the only one giddy about this, it makes me an idiot.\I have to stay calm...\Well, let's see...\Our teeth bumped just a little. response:	To be honest, I felt that Yukimura-kun's method was a little questionable.
context: I want to kiss again!\But I can't say that.\I am not like those idiots who cave to lust!\If I'm the only one giddy about this, it makes me an idiot.\I have to stay calm...\Well, let's see...\Our teeth bumped just a little.\To be honest, I felt that Yukimura-kun's method was a little questionable. response:	Huh? Criticisms?
context: But I can't say that.\I am not like those idiots who cave to lust!\If I'm the only one giddy about this, it makes me an idiot.\I have to stay calm...\Well, let's see...\Our teeth bumped just a little.\To be honest, I felt that Yukimura-kun's method was a little questionable.\Huh? Criticisms? response:	His glasses hit me, and our noses hit, too.
context: I am not like those idiots who cave to lust!\If I'm the only one giddy about this, it makes me an idiot.\I have to stay calm...\Well, let's see...\Our teeth bumped just a little.\To be honest, I felt that Yukimura-kun's method was a little questionable.\Huh? Criticisms?\His glasses hit me, and our noses hit, too. response:	You forgot to tilt your head 45 degrees, didn't you?
context: If I'm the only one giddy about this, it makes me an idiot.\I have to stay calm...\Well, let's see...\Our teeth bumped just a little.\To be honest, I felt that Yukimura-kun's method was a little questionable.\Huh? Criticisms?\His glasses hit me, and our noses hit, too.\You forgot to tilt your head 45 degrees, didn't you? response:	I couldn't say the kiss was smartly done.
context: I have to stay calm...\Well, let's see...\Our teeth bumped just a little.\To be honest, I felt that Yukimura-kun's method was a little questionable.\Huh? Criticisms?\His glasses hit me, and our noses hit, too.\You forgot to tilt your head 45 degrees, didn't you?\I couldn't say the kiss was smartly done. response:	In that case, I'll have my say, too.
context: Well, let's see...\Our teeth bumped just a little.\To be honest, I felt that Yukimura-kun's method was a little questionable.\Huh? Criticisms?\His glasses hit me, and our noses hit, too.\You forgot to tilt your head 45 degrees, didn't you?\I couldn't say the kiss was smartly done.\In that case, I'll have my say, too. response:	In that moment, your lips tasted of salt and were slightly rough.
context: Our teeth bumped just a little.\To be honest, I felt that Yukimura-kun's method was a little questionable.\Huh? Criticisms?\His glasses hit me, and our noses hit, too.\You forgot to tilt your head 45 degrees, didn't you?\I couldn't say the kiss was smartly done.\In that case, I'll have my say, too.\In that moment, your lips tasted of salt and were slightly rough. response:	Wha?
context: To be honest, I felt that Yukimura-kun's method was a little questionable.\Huh? Criticisms?\His glasses hit me, and our noses hit, too.\You forgot to tilt your head 45 degrees, didn't you?\I couldn't say the kiss was smartly done.\In that case, I'll have my say, too.\In that moment, your lips tasted of salt and were slightly rough.\Wha? response:	As you spent the night by the ocean,
context: Huh? Criticisms?\His glasses hit me, and our noses hit, too.\You forgot to tilt your head 45 degrees, didn't you?\I couldn't say the kiss was smartly done.\In that case, I'll have my say, too.\In that moment, your lips tasted of salt and were slightly rough.\Wha?\As you spent the night by the ocean, response:	Mechanism Behind Salt-damaged Kiss
context: His glasses hit me, and our noses hit, too.\You forgot to tilt your head 45 degrees, didn't you?\I couldn't say the kiss was smartly done.\In that case, I'll have my say, too.\In that moment, your lips tasted of salt and were slightly rough.\Wha?\As you spent the night by the ocean,\Mechanism Behind Salt-damaged Kiss response:	Seawater droplets of 10141015g and particles of sea salt are dispersed in the vicinity.
context: You forgot to tilt your head 45 degrees, didn't you?\I couldn't say the kiss was smartly done.\In that case, I'll have my say, too.\In that moment, your lips tasted of salt and were slightly rough.\Wha?\As you spent the night by the ocean,\Mechanism Behind Salt-damaged Kiss\Seawater droplets of 10141015g and particles of sea salt are dispersed in the vicinity. response:	particles of sea salt carried by droplets of seawater and the salt wind
context: I couldn't say the kiss was smartly done.\In that case, I'll have my say, too.\In that moment, your lips tasted of salt and were slightly rough.\Wha?\As you spent the night by the ocean,\Mechanism Behind Salt-damaged Kiss\Seawater droplets of 10141015g and particles of sea salt are dispersed in the vicinity.\particles of sea salt carried by droplets of seawater and the salt wind response:	must have adhered to your lips.
context: In that case, I'll have my say, too.\In that moment, your lips tasted of salt and were slightly rough.\Wha?\As you spent the night by the ocean,\Mechanism Behind Salt-damaged Kiss\Seawater droplets of 10141015g and particles of sea salt are dispersed in the vicinity.\particles of sea salt carried by droplets of seawater and the salt wind\must have adhered to your lips. response:	Adhered to lips causing the tactile sensation of the kiss to deteriorate.
context: In that moment, your lips tasted of salt and were slightly rough.\Wha?\As you spent the night by the ocean,\Mechanism Behind Salt-damaged Kiss\Seawater droplets of 10141015g and particles of sea salt are dispersed in the vicinity.\particles of sea salt carried by droplets of seawater and the salt wind\must have adhered to your lips.\Adhered to lips causing the tactile sensation of the kiss to deteriorate. response:	Well, sorry...
context: Wha?\As you spent the night by the ocean,\Mechanism Behind Salt-damaged Kiss\Seawater droplets of 10141015g and particles of sea salt are dispersed in the vicinity.\particles of sea salt carried by droplets of seawater and the salt wind\must have adhered to your lips.\Adhered to lips causing the tactile sensation of the kiss to deteriorate.\Well, sorry... response:	for being a woman with salty, rough lips.
context: As you spent the night by the ocean,\Mechanism Behind Salt-damaged Kiss\Seawater droplets of 10141015g and particles of sea salt are dispersed in the vicinity.\particles of sea salt carried by droplets of seawater and the salt wind\must have adhered to your lips.\Adhered to lips causing the tactile sensation of the kiss to deteriorate.\Well, sorry...\for being a woman with salty, rough lips. response:	Well, no wonder that kiss doesn't mean anything to you.
context: Mechanism Behind Salt-damaged Kiss\Seawater droplets of 10141015g and particles of sea salt are dispersed in the vicinity.\particles of sea salt carried by droplets of seawater and the salt wind\must have adhered to your lips.\Adhered to lips causing the tactile sensation of the kiss to deteriorate.\Well, sorry...\for being a woman with salty, rough lips.\Well, no wonder that kiss doesn't mean anything to you. response:	You pulled your lips away after only two seconds, too!
context: Seawater droplets of 10141015g and particles of sea salt are dispersed in the vicinity.\particles of sea salt carried by droplets of seawater and the salt wind\must have adhered to your lips.\Adhered to lips causing the tactile sensation of the kiss to deteriorate.\Well, sorry...\for being a woman with salty, rough lips.\Well, no wonder that kiss doesn't mean anything to you.\You pulled your lips away after only two seconds, too! response:	It... It wasn't like that!
context: particles of sea salt carried by droplets of seawater and the salt wind\must have adhered to your lips.\Adhered to lips causing the tactile sensation of the kiss to deteriorate.\Well, sorry...\for being a woman with salty, rough lips.\Well, no wonder that kiss doesn't mean anything to you.\You pulled your lips away after only two seconds, too!\It... It wasn't like that! response:	That was just because I was embarrassed...
context: must have adhered to your lips.\Adhered to lips causing the tactile sensation of the kiss to deteriorate.\Well, sorry...\for being a woman with salty, rough lips.\Well, no wonder that kiss doesn't mean anything to you.\You pulled your lips away after only two seconds, too!\It... It wasn't like that!\That was just because I was embarrassed... response:	It wasn't because I didn't like it.
context: Adhered to lips causing the tactile sensation of the kiss to deteriorate.\Well, sorry...\for being a woman with salty, rough lips.\Well, no wonder that kiss doesn't mean anything to you.\You pulled your lips away after only two seconds, too!\It... It wasn't like that!\That was just because I was embarrassed...\It wasn't because I didn't like it. response:	That's a lie!
