context: The Third Plate response:	Thirteen
context: What?\Whenever I test a new dish,\I'm 50 percent certain and 50 percent taking a gamble.\Even today, several dishes were using your gramps as a test subject.\Why do you go so far?\That's obvious.\If you know exactly where you're headed, it's no fun at all.\If you know exactly where you're headed, it's no fun at all. response:	Ah, that's right.
context: Whenever I test a new dish,\I'm 50 percent certain and 50 percent taking a gamble.\Even today, several dishes were using your gramps as a test subject.\Why do you go so far?\That's obvious.\If you know exactly where you're headed, it's no fun at all.\If you know exactly where you're headed, it's no fun at all.\Ah, that's right. response:	I remember now.
context: I'm 50 percent certain and 50 percent taking a gamble.\Even today, several dishes were using your gramps as a test subject.\Why do you go so far?\That's obvious.\If you know exactly where you're headed, it's no fun at all.\If you know exactly where you're headed, it's no fun at all.\Ah, that's right.\I remember now. response:	I remember now.
context: Even today, several dishes were using your gramps as a test subject.\Why do you go so far?\That's obvious.\If you know exactly where you're headed, it's no fun at all.\If you know exactly where you're headed, it's no fun at all.\Ah, that's right.\I remember now.\I remember now. response:	Listen, Erina.
context: Why do you go so far?\That's obvious.\If you know exactly where you're headed, it's no fun at all.\If you know exactly where you're headed, it's no fun at all.\Ah, that's right.\I remember now.\I remember now.\Listen, Erina. response:	Only dishes I acknowledge and Central creates can be considered food.
context: That's obvious.\If you know exactly where you're headed, it's no fun at all.\If you know exactly where you're headed, it's no fun at all.\Ah, that's right.\I remember now.\I remember now.\Listen, Erina.\Only dishes I acknowledge and Central creates can be considered food. response:	No.
context: If you know exactly where you're headed, it's no fun at all.\If you know exactly where you're headed, it's no fun at all.\Ah, that's right.\I remember now.\I remember now.\Listen, Erina.\Only dishes I acknowledge and Central creates can be considered food.\No. response:	Eradicating all else as feed from the Academy
context: If you know exactly where you're headed, it's no fun at all.\Ah, that's right.\I remember now.\I remember now.\Listen, Erina.\Only dishes I acknowledge and Central creates can be considered food.\No.\Eradicating all else as feed from the Academy response:	and nurturing the entire student body into a loyal army
context: Ah, that's right.\I remember now.\I remember now.\Listen, Erina.\Only dishes I acknowledge and Central creates can be considered food.\No.\Eradicating all else as feed from the Academy\and nurturing the entire student body into a loyal army response:	will strengthen Totsuki as a whole.
context: I remember now.\I remember now.\Listen, Erina.\Only dishes I acknowledge and Central creates can be considered food.\No.\Eradicating all else as feed from the Academy\and nurturing the entire student body into a loyal army\will strengthen Totsuki as a whole. response:	No.
context: I remember now.\Listen, Erina.\Only dishes I acknowledge and Central creates can be considered food.\No.\Eradicating all else as feed from the Academy\and nurturing the entire student body into a loyal army\will strengthen Totsuki as a whole.\No. response:	What I advance as true gourmet food
context: Listen, Erina.\Only dishes I acknowledge and Central creates can be considered food.\No.\Eradicating all else as feed from the Academy\and nurturing the entire student body into a loyal army\will strengthen Totsuki as a whole.\No.\What I advance as true gourmet food response:	will become absolute justice.
context: Only dishes I acknowledge and Central creates can be considered food.\No.\Eradicating all else as feed from the Academy\and nurturing the entire student body into a loyal army\will strengthen Totsuki as a whole.\No.\What I advance as true gourmet food\will become absolute justice. response:	No!
context: No.\Eradicating all else as feed from the Academy\and nurturing the entire student body into a loyal army\will strengthen Totsuki as a whole.\No.\What I advance as true gourmet food\will become absolute justice.\No! response:	Father, I believe the chefs and their dishes...
context: Eradicating all else as feed from the Academy\and nurturing the entire student body into a loyal army\will strengthen Totsuki as a whole.\No.\What I advance as true gourmet food\will become absolute justice.\No!\Father, I believe the chefs and their dishes... response:	want to be free.
context: and nurturing the entire student body into a loyal army\will strengthen Totsuki as a whole.\No.\What I advance as true gourmet food\will become absolute justice.\No!\Father, I believe the chefs and their dishes...\want to be free. response:	So, how was it?
context: will strengthen Totsuki as a whole.\No.\What I advance as true gourmet food\will become absolute justice.\No!\Father, I believe the chefs and their dishes...\want to be free.\So, how was it? response:	How was the Yukihira special?
context: No.\What I advance as true gourmet food\will become absolute justice.\No!\Father, I believe the chefs and their dishes...\want to be free.\So, how was it?\How was the Yukihira special? response:	So, let's hear it for the taste, Nakiri.
context: What I advance as true gourmet food\will become absolute justice.\No!\Father, I believe the chefs and their dishes...\want to be free.\So, how was it?\How was the Yukihira special?\So, let's hear it for the taste, Nakiri. response:	It was delicious, yeah?
context: will become absolute justice.\No!\Father, I believe the chefs and their dishes...\want to be free.\So, how was it?\How was the Yukihira special?\So, let's hear it for the taste, Nakiri.\It was delicious, yeah? response:	Delicious?
context: No!\Father, I believe the chefs and their dishes...\want to be free.\So, how was it?\How was the Yukihira special?\So, let's hear it for the taste, Nakiri.\It was delicious, yeah?\Delicious? response:	Right?
context: Father, I believe the chefs and their dishes...\want to be free.\So, how was it?\How was the Yukihira special?\So, let's hear it for the taste, Nakiri.\It was delicious, yeah?\Delicious?\Right? response:	I've decided!
context: want to be free.\So, how was it?\How was the Yukihira special?\So, let's hear it for the taste, Nakiri.\It was delicious, yeah?\Delicious?\Right?\I've decided! response:	Huh?
context: So, how was it?\How was the Yukihira special?\So, let's hear it for the taste, Nakiri.\It was delicious, yeah?\Delicious?\Right?\I've decided!\Huh? response:	Yukihira-kun!
context: How was the Yukihira special?\So, let's hear it for the taste, Nakiri.\It was delicious, yeah?\Delicious?\Right?\I've decided!\Huh?\Yukihira-kun! response:	Do exactly what I'm about to tell you!
context: So, let's hear it for the taste, Nakiri.\It was delicious, yeah?\Delicious?\Right?\I've decided!\Huh?\Yukihira-kun!\Do exactly what I'm about to tell you! response:	Huh?
context: It was delicious, yeah?\Delicious?\Right?\I've decided!\Huh?\Yukihira-kun!\Do exactly what I'm about to tell you!\Huh? response:	Tomorrow morning at seven o'clock!
context: Delicious?\Right?\I've decided!\Huh?\Yukihira-kun!\Do exactly what I'm about to tell you!\Huh?\Tomorrow morning at seven o'clock! response:	Have all the Polar Star Dormitory first-years assemble before the entrance!
context: Right?\I've decided!\Huh?\Yukihira-kun!\Do exactly what I'm about to tell you!\Huh?\Tomorrow morning at seven o'clock!\Have all the Polar Star Dormitory first-years assemble before the entrance! response:	S-Sure.
context: I've decided!\Huh?\Yukihira-kun!\Do exactly what I'm about to tell you!\Huh?\Tomorrow morning at seven o'clock!\Have all the Polar Star Dormitory first-years assemble before the entrance!\S-Sure. response:	Fine by me, but how was the taste?
context: Huh?\Yukihira-kun!\Do exactly what I'm about to tell you!\Huh?\Tomorrow morning at seven o'clock!\Have all the Polar Star Dormitory first-years assemble before the entrance!\S-Sure.\Fine by me, but how was the taste? response:	Okay, I'm counting on you!
context: Yukihira-kun!\Do exactly what I'm about to tell you!\Huh?\Tomorrow morning at seven o'clock!\Have all the Polar Star Dormitory first-years assemble before the entrance!\S-Sure.\Fine by me, but how was the taste?\Okay, I'm counting on you! response:	I have to make preparations!
context: Do exactly what I'm about to tell you!\Huh?\Tomorrow morning at seven o'clock!\Have all the Polar Star Dormitory first-years assemble before the entrance!\S-Sure.\Fine by me, but how was the taste?\Okay, I'm counting on you!\I have to make preparations! response:	H-H-H-Hey!
context: Huh?\Tomorrow morning at seven o'clock!\Have all the Polar Star Dormitory first-years assemble before the entrance!\S-Sure.\Fine by me, but how was the taste?\Okay, I'm counting on you!\I have to make preparations!\H-H-H-Hey! response:	What about the taste?!
context: Tomorrow morning at seven o'clock!\Have all the Polar Star Dormitory first-years assemble before the entrance!\S-Sure.\Fine by me, but how was the taste?\Okay, I'm counting on you!\I have to make preparations!\H-H-H-Hey!\What about the taste?! response:	And one more thing!
context: Have all the Polar Star Dormitory first-years assemble before the entrance!\S-Sure.\Fine by me, but how was the taste?\Okay, I'm counting on you!\I have to make preparations!\H-H-H-Hey!\What about the taste?!\And one more thing! response:	Tell Tadokoro-san that she can dispose of the letter she was writing home.
context: S-Sure.\Fine by me, but how was the taste?\Okay, I'm counting on you!\I have to make preparations!\H-H-H-Hey!\What about the taste?!\And one more thing!\Tell Tadokoro-san that she can dispose of the letter she was writing home. response:	Huh?
context: Fine by me, but how was the taste?\Okay, I'm counting on you!\I have to make preparations!\H-H-H-Hey!\What about the taste?!\And one more thing!\Tell Tadokoro-san that she can dispose of the letter she was writing home.\Huh? response:	I wonder what happened.
context: Okay, I'm counting on you!\I have to make preparations!\H-H-H-Hey!\What about the taste?!\And one more thing!\Tell Tadokoro-san that she can dispose of the letter she was writing home.\Huh?\I wonder what happened. response:	The Next Morning
context: I have to make preparations!\H-H-H-Hey!\What about the taste?!\And one more thing!\Tell Tadokoro-san that she can dispose of the letter she was writing home.\Huh?\I wonder what happened.\The Next Morning response:	Brr...
context: H-H-H-Hey!\What about the taste?!\And one more thing!\Tell Tadokoro-san that she can dispose of the letter she was writing home.\Huh?\I wonder what happened.\The Next Morning\Brr... response:	It's technically winter now.
context: What about the taste?!\And one more thing!\Tell Tadokoro-san that she can dispose of the letter she was writing home.\Huh?\I wonder what happened.\The Next Morning\Brr...\It's technically winter now. response:	I guess we won't have much longer to breathe in the morning air at the dorm.
context: And one more thing!\Tell Tadokoro-san that she can dispose of the letter she was writing home.\Huh?\I wonder what happened.\The Next Morning\Brr...\It's technically winter now.\I guess we won't have much longer to breathe in the morning air at the dorm. response:	Our lives are over once the advancement exam happens.
context: Tell Tadokoro-san that she can dispose of the letter she was writing home.\Huh?\I wonder what happened.\The Next Morning\Brr...\It's technically winter now.\I guess we won't have much longer to breathe in the morning air at the dorm.\Our lives are over once the advancement exam happens. response:	I wonder what Nakiri-san wants, gathering all of us here.
context: Huh?\I wonder what happened.\The Next Morning\Brr...\It's technically winter now.\I guess we won't have much longer to breathe in the morning air at the dorm.\Our lives are over once the advancement exam happens.\I wonder what Nakiri-san wants, gathering all of us here. response:	Oh, she didn't tell me anything.
context: I wonder what happened.\The Next Morning\Brr...\It's technically winter now.\I guess we won't have much longer to breathe in the morning air at the dorm.\Our lives are over once the advancement exam happens.\I wonder what Nakiri-san wants, gathering all of us here.\Oh, she didn't tell me anything. response:	Erina-sama...
context: The Next Morning\Brr...\It's technically winter now.\I guess we won't have much longer to breathe in the morning air at the dorm.\Our lives are over once the advancement exam happens.\I wonder what Nakiri-san wants, gathering all of us here.\Oh, she didn't tell me anything.\Erina-sama... response:	Oh, Erinacchi!
context: Brr...\It's technically winter now.\I guess we won't have much longer to breathe in the morning air at the dorm.\Our lives are over once the advancement exam happens.\I wonder what Nakiri-san wants, gathering all of us here.\Oh, she didn't tell me anything.\Erina-sama...\Oh, Erinacchi! response:	Ahem...
context: It's technically winter now.\I guess we won't have much longer to breathe in the morning air at the dorm.\Our lives are over once the advancement exam happens.\I wonder what Nakiri-san wants, gathering all of us here.\Oh, she didn't tell me anything.\Erina-sama...\Oh, Erinacchi!\Ahem... response:	Good day, Polar Star Dormitory residents.
context: I guess we won't have much longer to breathe in the morning air at the dorm.\Our lives are over once the advancement exam happens.\I wonder what Nakiri-san wants, gathering all of us here.\Oh, she didn't tell me anything.\Erina-sama...\Oh, Erinacchi!\Ahem...\Good day, Polar Star Dormitory residents. response:	What the hell?
context: Our lives are over once the advancement exam happens.\I wonder what Nakiri-san wants, gathering all of us here.\Oh, she didn't tell me anything.\Erina-sama...\Oh, Erinacchi!\Ahem...\Good day, Polar Star Dormitory residents.\What the hell? response:	Hmph.
context: I wonder what Nakiri-san wants, gathering all of us here.\Oh, she didn't tell me anything.\Erina-sama...\Oh, Erinacchi!\Ahem...\Good day, Polar Star Dormitory residents.\What the hell?\Hmph. response:	You all look dejected again, like before.
context: Oh, she didn't tell me anything.\Erina-sama...\Oh, Erinacchi!\Ahem...\Good day, Polar Star Dormitory residents.\What the hell?\Hmph.\You all look dejected again, like before. response:	Huh?
context: Erina-sama...\Oh, Erinacchi!\Ahem...\Good day, Polar Star Dormitory residents.\What the hell?\Hmph.\You all look dejected again, like before.\Huh? response:	It's obvious now what the
context: Oh, Erinacchi!\Ahem...\Good day, Polar Star Dormitory residents.\What the hell?\Hmph.\You all look dejected again, like before.\Huh?\It's obvious now what the response:	outcome of the advancement exam would be, before it even happens.
context: Ahem...\Good day, Polar Star Dormitory residents.\What the hell?\Hmph.\You all look dejected again, like before.\Huh?\It's obvious now what the\outcome of the advancement exam would be, before it even happens. response:	Maybe it'd be better for all of you to just leave the academy now?
context: Good day, Polar Star Dormitory residents.\What the hell?\Hmph.\You all look dejected again, like before.\Huh?\It's obvious now what the\outcome of the advancement exam would be, before it even happens.\Maybe it'd be better for all of you to just leave the academy now? response:	Wh-What's wrong with you?!
context: What the hell?\Hmph.\You all look dejected again, like before.\Huh?\It's obvious now what the\outcome of the advancement exam would be, before it even happens.\Maybe it'd be better for all of you to just leave the academy now?\Wh-What's wrong with you?! response:	You had us all show up just to tell us that?!
context: Hmph.\You all look dejected again, like before.\Huh?\It's obvious now what the\outcome of the advancement exam would be, before it even happens.\Maybe it'd be better for all of you to just leave the academy now?\Wh-What's wrong with you?!\You had us all show up just to tell us that?! response:	We all want to keep on cooking at this academy, too!
context: You all look dejected again, like before.\Huh?\It's obvious now what the\outcome of the advancement exam would be, before it even happens.\Maybe it'd be better for all of you to just leave the academy now?\Wh-What's wrong with you?!\You had us all show up just to tell us that?!\We all want to keep on cooking at this academy, too! response:	Why...?
context: Huh?\It's obvious now what the\outcome of the advancement exam would be, before it even happens.\Maybe it'd be better for all of you to just leave the academy now?\Wh-What's wrong with you?!\You had us all show up just to tell us that?!\We all want to keep on cooking at this academy, too!\Why...? response:	You didn't have to say it like that!
context: It's obvious now what the\outcome of the advancement exam would be, before it even happens.\Maybe it'd be better for all of you to just leave the academy now?\Wh-What's wrong with you?!\You had us all show up just to tell us that?!\We all want to keep on cooking at this academy, too!\Why...?\You didn't have to say it like that! response:	It's been some time since I came into this dormitory's care.
context: outcome of the advancement exam would be, before it even happens.\Maybe it'd be better for all of you to just leave the academy now?\Wh-What's wrong with you?!\You had us all show up just to tell us that?!\We all want to keep on cooking at this academy, too!\Why...?\You didn't have to say it like that!\It's been some time since I came into this dormitory's care. response:	During that time, I have sampled your creations numerous times.
context: Maybe it'd be better for all of you to just leave the academy now?\Wh-What's wrong with you?!\You had us all show up just to tell us that?!\We all want to keep on cooking at this academy, too!\Why...?\You didn't have to say it like that!\It's been some time since I came into this dormitory's care.\During that time, I have sampled your creations numerous times. response:	At times, they tasted unusual. At other times, they tasted absurd.
context: Wh-What's wrong with you?!\You had us all show up just to tell us that?!\We all want to keep on cooking at this academy, too!\Why...?\You didn't have to say it like that!\It's been some time since I came into this dormitory's care.\During that time, I have sampled your creations numerous times.\At times, they tasted unusual. At other times, they tasted absurd. response:	I've lost count of how many times I scolded you all for it!
context: You had us all show up just to tell us that?!\We all want to keep on cooking at this academy, too!\Why...?\You didn't have to say it like that!\It's been some time since I came into this dormitory's care.\During that time, I have sampled your creations numerous times.\At times, they tasted unusual. At other times, they tasted absurd.\I've lost count of how many times I scolded you all for it! response:	But your dishes were always free!
context: We all want to keep on cooking at this academy, too!\Why...?\You didn't have to say it like that!\It's been some time since I came into this dormitory's care.\During that time, I have sampled your creations numerous times.\At times, they tasted unusual. At other times, they tasted absurd.\I've lost count of how many times I scolded you all for it!\But your dishes were always free! response:	If you stay down like you are now,
context: Why...?\You didn't have to say it like that!\It's been some time since I came into this dormitory's care.\During that time, I have sampled your creations numerous times.\At times, they tasted unusual. At other times, they tasted absurd.\I've lost count of how many times I scolded you all for it!\But your dishes were always free!\If you stay down like you are now, response:	you will be terminated without even getting to build on your strengths!
context: You didn't have to say it like that!\It's been some time since I came into this dormitory's care.\During that time, I have sampled your creations numerous times.\At times, they tasted unusual. At other times, they tasted absurd.\I've lost count of how many times I scolded you all for it!\But your dishes were always free!\If you stay down like you are now,\you will be terminated without even getting to build on your strengths! response:	How pathetic!
context: It's been some time since I came into this dormitory's care.\During that time, I have sampled your creations numerous times.\At times, they tasted unusual. At other times, they tasted absurd.\I've lost count of how many times I scolded you all for it!\But your dishes were always free!\If you stay down like you are now,\you will be terminated without even getting to build on your strengths!\How pathetic! response:	Is that really how you want things to end?!
context: During that time, I have sampled your creations numerous times.\At times, they tasted unusual. At other times, they tasted absurd.\I've lost count of how many times I scolded you all for it!\But your dishes were always free!\If you stay down like you are now,\you will be terminated without even getting to build on your strengths!\How pathetic!\Is that really how you want things to end?! response:	B-But how can we pass the exam, anyway?
context: At times, they tasted unusual. At other times, they tasted absurd.\I've lost count of how many times I scolded you all for it!\But your dishes were always free!\If you stay down like you are now,\you will be terminated without even getting to build on your strengths!\How pathetic!\Is that really how you want things to end?!\B-But how can we pass the exam, anyway? response:	There's no question about how!
context: I've lost count of how many times I scolded you all for it!\But your dishes were always free!\If you stay down like you are now,\you will be terminated without even getting to build on your strengths!\How pathetic!\Is that really how you want things to end?!\B-But how can we pass the exam, anyway?\There's no question about how! response:	You'll have to get through it with the power of your cooking!
context: But your dishes were always free!\If you stay down like you are now,\you will be terminated without even getting to build on your strengths!\How pathetic!\Is that really how you want things to end?!\B-But how can we pass the exam, anyway?\There's no question about how!\You'll have to get through it with the power of your cooking! response:	Wow.
context: If you stay down like you are now,\you will be terminated without even getting to build on your strengths!\How pathetic!\Is that really how you want things to end?!\B-But how can we pass the exam, anyway?\There's no question about how!\You'll have to get through it with the power of your cooking!\Wow. response:	She's starting to sound like Yukihira.
context: you will be terminated without even getting to build on your strengths!\How pathetic!\Is that really how you want things to end?!\B-But how can we pass the exam, anyway?\There's no question about how!\You'll have to get through it with the power of your cooking!\Wow.\She's starting to sound like Yukihira. response:	Erina-sama!
context: How pathetic!\Is that really how you want things to end?!\B-But how can we pass the exam, anyway?\There's no question about how!\You'll have to get through it with the power of your cooking!\Wow.\She's starting to sound like Yukihira.\Erina-sama! response:	I've started to think about what I really want to do, too.
context: Is that really how you want things to end?!\B-But how can we pass the exam, anyway?\There's no question about how!\You'll have to get through it with the power of your cooking!\Wow.\She's starting to sound like Yukihira.\Erina-sama!\I've started to think about what I really want to do, too. response:	If you have the determination to survive this,
context: B-But how can we pass the exam, anyway?\There's no question about how!\You'll have to get through it with the power of your cooking!\Wow.\She's starting to sound like Yukihira.\Erina-sama!\I've started to think about what I really want to do, too.\If you have the determination to survive this, response:	I will support you using everything I have in my power as the God Tongue!
context: There's no question about how!\You'll have to get through it with the power of your cooking!\Wow.\She's starting to sound like Yukihira.\Erina-sama!\I've started to think about what I really want to do, too.\If you have the determination to survive this,\I will support you using everything I have in my power as the God Tongue! response:	If you don't have the willpower to survive, then just leave now!
context: You'll have to get through it with the power of your cooking!\Wow.\She's starting to sound like Yukihira.\Erina-sama!\I've started to think about what I really want to do, too.\If you have the determination to survive this,\I will support you using everything I have in my power as the God Tongue!\If you don't have the willpower to survive, then just leave now! response:	Those who stay will face the exam with me!
context: Wow.\She's starting to sound like Yukihira.\Erina-sama!\I've started to think about what I really want to do, too.\If you have the determination to survive this,\I will support you using everything I have in my power as the God Tongue!\If you don't have the willpower to survive, then just leave now!\Those who stay will face the exam with me! response:	Come!
context: She's starting to sound like Yukihira.\Erina-sama!\I've started to think about what I really want to do, too.\If you have the determination to survive this,\I will support you using everything I have in my power as the God Tongue!\If you don't have the willpower to survive, then just leave now!\Those who stay will face the exam with me!\Come! response:	If you are true chefs with any pride at all,
context: Erina-sama!\I've started to think about what I really want to do, too.\If you have the determination to survive this,\I will support you using everything I have in my power as the God Tongue!\If you don't have the willpower to survive, then just leave now!\Those who stay will face the exam with me!\Come!\If you are true chefs with any pride at all, response:	follow me!
context: I've started to think about what I really want to do, too.\If you have the determination to survive this,\I will support you using everything I have in my power as the God Tongue!\If you don't have the willpower to survive, then just leave now!\Those who stay will face the exam with me!\Come!\If you are true chefs with any pride at all,\follow me! response:	Totsuki
context: If you have the determination to survive this,\I will support you using everything I have in my power as the God Tongue!\If you don't have the willpower to survive, then just leave now!\Those who stay will face the exam with me!\Come!\If you are true chefs with any pride at all,\follow me!\Totsuki response:	Food Wars
context: I will support you using everything I have in my power as the God Tongue!\If you don't have the willpower to survive, then just leave now!\Those who stay will face the exam with me!\Come!\If you are true chefs with any pride at all,\follow me!\Totsuki\Food Wars response:	The Third Plate
context: If you don't have the willpower to survive, then just leave now!\Those who stay will face the exam with me!\Come!\If you are true chefs with any pride at all,\follow me!\Totsuki\Food Wars\The Third Plate response:	Next Episode Onward on the Totsuki Train
context: Those who stay will face the exam with me!\Come!\If you are true chefs with any pride at all,\follow me!\Totsuki\Food Wars\The Third Plate\Next Episode Onward on the Totsuki Train response:	Hop on that train, and go, go, go!
