context: Wi...With Mt. Ontake as the only clue, this place is too vast to search on foot. response:	Just how much farther is it from here?
context: Tomoe!\The one holding me right now, isn't the Tomoe of the present.\It's the terrifying Tomoe of 500 years ago.\But... he has the same smell.\If I could move my hands, I would be able to touch his hair,\feel the heat of his body...\So you can't move your body due to the poison? How boring.\I'm scared! response:	Hey, look over here.
context: The one holding me right now, isn't the Tomoe of the present.\It's the terrifying Tomoe of 500 years ago.\But... he has the same smell.\If I could move my hands, I would be able to touch his hair,\feel the heat of his body...\So you can't move your body due to the poison? How boring.\I'm scared!\Hey, look over here. response:	Although I'm afraid, somewhere in my heart, a part of me doesn't reject it.
context: It's the terrifying Tomoe of 500 years ago.\But... he has the same smell.\If I could move my hands, I would be able to touch his hair,\feel the heat of his body...\So you can't move your body due to the poison? How boring.\I'm scared!\Hey, look over here.\Although I'm afraid, somewhere in my heart, a part of me doesn't reject it. response:	Hey!
context: But... he has the same smell.\If I could move my hands, I would be able to touch his hair,\feel the heat of his body...\So you can't move your body due to the poison? How boring.\I'm scared!\Hey, look over here.\Although I'm afraid, somewhere in my heart, a part of me doesn't reject it.\Hey! response:	Tomoe's arms feel warm and good.
context: If I could move my hands, I would be able to touch his hair,\feel the heat of his body...\So you can't move your body due to the poison? How boring.\I'm scared!\Hey, look over here.\Although I'm afraid, somewhere in my heart, a part of me doesn't reject it.\Hey!\Tomoe's arms feel warm and good. response:	I wanted to meet him, I wanted to touch him like this, always.
context: feel the heat of his body...\So you can't move your body due to the poison? How boring.\I'm scared!\Hey, look over here.\Although I'm afraid, somewhere in my heart, a part of me doesn't reject it.\Hey!\Tomoe's arms feel warm and good.\I wanted to meet him, I wanted to touch him like this, always. response:	Look at me, Yukiji.
context: So you can't move your body due to the poison? How boring.\I'm scared!\Hey, look over here.\Although I'm afraid, somewhere in my heart, a part of me doesn't reject it.\Hey!\Tomoe's arms feel warm and good.\I wanted to meet him, I wanted to touch him like this, always.\Look at me, Yukiji. response:	Yukiji
context: I'm scared!\Hey, look over here.\Although I'm afraid, somewhere in my heart, a part of me doesn't reject it.\Hey!\Tomoe's arms feel warm and good.\I wanted to meet him, I wanted to touch him like this, always.\Look at me, Yukiji.\Yukiji response:	No...!
context: Hey, look over here.\Although I'm afraid, somewhere in my heart, a part of me doesn't reject it.\Hey!\Tomoe's arms feel warm and good.\I wanted to meet him, I wanted to touch him like this, always.\Look at me, Yukiji.\Yukiji\No...! response:	Please! Don't look at me!
context: Although I'm afraid, somewhere in my heart, a part of me doesn't reject it.\Hey!\Tomoe's arms feel warm and good.\I wanted to meet him, I wanted to touch him like this, always.\Look at me, Yukiji.\Yukiji\No...!\Please! Don't look at me! response:	I'm not Yukiji.
context: Hey!\Tomoe's arms feel warm and good.\I wanted to meet him, I wanted to touch him like this, always.\Look at me, Yukiji.\Yukiji\No...!\Please! Don't look at me!\I'm not Yukiji. response:	If I could move my arms right now, I would cover my face this instant.
context: Tomoe's arms feel warm and good.\I wanted to meet him, I wanted to touch him like this, always.\Look at me, Yukiji.\Yukiji\No...!\Please! Don't look at me!\I'm not Yukiji.\If I could move my arms right now, I would cover my face this instant. response:	I want to shout out that I'm not Yukiji and disappear from this place!
context: I wanted to meet him, I wanted to touch him like this, always.\Look at me, Yukiji.\Yukiji\No...!\Please! Don't look at me!\I'm not Yukiji.\If I could move my arms right now, I would cover my face this instant.\I want to shout out that I'm not Yukiji and disappear from this place! response:	Please, Tomoe...!
context: Look at me, Yukiji.\Yukiji\No...!\Please! Don't look at me!\I'm not Yukiji.\If I could move my arms right now, I would cover my face this instant.\I want to shout out that I'm not Yukiji and disappear from this place!\Please, Tomoe...! response:	Don't... weep like that.
context: Yukiji\No...!\Please! Don't look at me!\I'm not Yukiji.\If I could move my arms right now, I would cover my face this instant.\I want to shout out that I'm not Yukiji and disappear from this place!\Please, Tomoe...!\Don't... weep like that. response:	When you cry, I loose my nerves.
context: No...!\Please! Don't look at me!\I'm not Yukiji.\If I could move my arms right now, I would cover my face this instant.\I want to shout out that I'm not Yukiji and disappear from this place!\Please, Tomoe...!\Don't... weep like that.\When you cry, I loose my nerves. response:	From afar, I could hear the sound of rain.
context: Please! Don't look at me!\I'm not Yukiji.\If I could move my arms right now, I would cover my face this instant.\I want to shout out that I'm not Yukiji and disappear from this place!\Please, Tomoe...!\Don't... weep like that.\When you cry, I loose my nerves.\From afar, I could hear the sound of rain. response:	Was everyone able to run to safety?
context: I'm not Yukiji.\If I could move my arms right now, I would cover my face this instant.\I want to shout out that I'm not Yukiji and disappear from this place!\Please, Tomoe...!\Don't... weep like that.\When you cry, I loose my nerves.\From afar, I could hear the sound of rain.\Was everyone able to run to safety? response:	Adrift in the depths of darkness,
context: If I could move my arms right now, I would cover my face this instant.\I want to shout out that I'm not Yukiji and disappear from this place!\Please, Tomoe...!\Don't... weep like that.\When you cry, I loose my nerves.\From afar, I could hear the sound of rain.\Was everyone able to run to safety?\Adrift in the depths of darkness, response:	I saw a dream of Yukiji-san, surrounded by her new family, smiling happily.
context: I want to shout out that I'm not Yukiji and disappear from this place!\Please, Tomoe...!\Don't... weep like that.\When you cry, I loose my nerves.\From afar, I could hear the sound of rain.\Was everyone able to run to safety?\Adrift in the depths of darkness,\I saw a dream of Yukiji-san, surrounded by her new family, smiling happily. response:	I can't move my body.
context: Please, Tomoe...!\Don't... weep like that.\When you cry, I loose my nerves.\From afar, I could hear the sound of rain.\Was everyone able to run to safety?\Adrift in the depths of darkness,\I saw a dream of Yukiji-san, surrounded by her new family, smiling happily.\I can't move my body. response:	Something is holding me down.
context: Don't... weep like that.\When you cry, I loose my nerves.\From afar, I could hear the sound of rain.\Was everyone able to run to safety?\Adrift in the depths of darkness,\I saw a dream of Yukiji-san, surrounded by her new family, smiling happily.\I can't move my body.\Something is holding me down. response:	Don't squirm.
context: When you cry, I loose my nerves.\From afar, I could hear the sound of rain.\Was everyone able to run to safety?\Adrift in the depths of darkness,\I saw a dream of Yukiji-san, surrounded by her new family, smiling happily.\I can't move my body.\Something is holding me down.\Don't squirm. response:	Just stay still like this.
context: From afar, I could hear the sound of rain.\Was everyone able to run to safety?\Adrift in the depths of darkness,\I saw a dream of Yukiji-san, surrounded by her new family, smiling happily.\I can't move my body.\Something is holding me down.\Don't squirm.\Just stay still like this. response:	To-
context: Was everyone able to run to safety?\Adrift in the depths of darkness,\I saw a dream of Yukiji-san, surrounded by her new family, smiling happily.\I can't move my body.\Something is holding me down.\Don't squirm.\Just stay still like this.\To- response:	Shut up. Don't talk.
context: Adrift in the depths of darkness,\I saw a dream of Yukiji-san, surrounded by her new family, smiling happily.\I can't move my body.\Something is holding me down.\Don't squirm.\Just stay still like this.\To-\Shut up. Don't talk. response:	Keep sleeping till I wake up.
context: I saw a dream of Yukiji-san, surrounded by her new family, smiling happily.\I can't move my body.\Something is holding me down.\Don't squirm.\Just stay still like this.\To-\Shut up. Don't talk.\Keep sleeping till I wake up. response:	Where is this!? Why is Tomoe here!?
context: I can't move my body.\Something is holding me down.\Don't squirm.\Just stay still like this.\To-\Shut up. Don't talk.\Keep sleeping till I wake up.\Where is this!? Why is Tomoe here!? response:	That's right, I was attacked by a youkai yesterday during the procession...
context: Something is holding me down.\Don't squirm.\Just stay still like this.\To-\Shut up. Don't talk.\Keep sleeping till I wake up.\Where is this!? Why is Tomoe here!?\That's right, I was attacked by a youkai yesterday during the procession... response:	And Tomoe...!
context: Don't squirm.\Just stay still like this.\To-\Shut up. Don't talk.\Keep sleeping till I wake up.\Where is this!? Why is Tomoe here!?\That's right, I was attacked by a youkai yesterday during the procession...\And Tomoe...! response:	Hmph. Looks like all the poison hasn't been extracted yet.
context: Just stay still like this.\To-\Shut up. Don't talk.\Keep sleeping till I wake up.\Where is this!? Why is Tomoe here!?\That's right, I was attacked by a youkai yesterday during the procession...\And Tomoe...!\Hmph. Looks like all the poison hasn't been extracted yet. response:	O-Oh no!! He'll become my familiar!
context: To-\Shut up. Don't talk.\Keep sleeping till I wake up.\Where is this!? Why is Tomoe here!?\That's right, I was attacked by a youkai yesterday during the procession...\And Tomoe...!\Hmph. Looks like all the poison hasn't been extracted yet.\O-Oh no!! He'll become my familiar! response:	Wait!!
context: Shut up. Don't talk.\Keep sleeping till I wake up.\Where is this!? Why is Tomoe here!?\That's right, I was attacked by a youkai yesterday during the procession...\And Tomoe...!\Hmph. Looks like all the poison hasn't been extracted yet.\O-Oh no!! He'll become my familiar!\Wait!! response:	Why is Tomoe here?
context: Keep sleeping till I wake up.\Where is this!? Why is Tomoe here!?\That's right, I was attacked by a youkai yesterday during the procession...\And Tomoe...!\Hmph. Looks like all the poison hasn't been extracted yet.\O-Oh no!! He'll become my familiar!\Wait!!\Why is Tomoe here? response:	I heard that Akura-ou is coming for me.
context: Where is this!? Why is Tomoe here!?\That's right, I was attacked by a youkai yesterday during the procession...\And Tomoe...!\Hmph. Looks like all the poison hasn't been extracted yet.\O-Oh no!! He'll become my familiar!\Wait!!\Why is Tomoe here?\I heard that Akura-ou is coming for me. response:	Oh yes... I must not get involved with Tomoe here.
context: That's right, I was attacked by a youkai yesterday during the procession...\And Tomoe...!\Hmph. Looks like all the poison hasn't been extracted yet.\O-Oh no!! He'll become my familiar!\Wait!!\Why is Tomoe here?\I heard that Akura-ou is coming for me.\Oh yes... I must not get involved with Tomoe here. response:	If I had not become Yukiji-san's double,
context: And Tomoe...!\Hmph. Looks like all the poison hasn't been extracted yet.\O-Oh no!! He'll become my familiar!\Wait!!\Why is Tomoe here?\I heard that Akura-ou is coming for me.\Oh yes... I must not get involved with Tomoe here.\If I had not become Yukiji-san's double, response:	then it would have been Yukiji-san who met Tomoe here.
context: Hmph. Looks like all the poison hasn't been extracted yet.\O-Oh no!! He'll become my familiar!\Wait!!\Why is Tomoe here?\I heard that Akura-ou is coming for me.\Oh yes... I must not get involved with Tomoe here.\If I had not become Yukiji-san's double,\then it would have been Yukiji-san who met Tomoe here. response:	Could I have... perhaps... Yukiji-san and Tomoe's fate...
context: O-Oh no!! He'll become my familiar!\Wait!!\Why is Tomoe here?\I heard that Akura-ou is coming for me.\Oh yes... I must not get involved with Tomoe here.\If I had not become Yukiji-san's double,\then it would have been Yukiji-san who met Tomoe here.\Could I have... perhaps... Yukiji-san and Tomoe's fate... response:	I won't give you to Akura-ou.
context: Wait!!\Why is Tomoe here?\I heard that Akura-ou is coming for me.\Oh yes... I must not get involved with Tomoe here.\If I had not become Yukiji-san's double,\then it would have been Yukiji-san who met Tomoe here.\Could I have... perhaps... Yukiji-san and Tomoe's fate...\I won't give you to Akura-ou. response:	I will keep you.
context: Why is Tomoe here?\I heard that Akura-ou is coming for me.\Oh yes... I must not get involved with Tomoe here.\If I had not become Yukiji-san's double,\then it would have been Yukiji-san who met Tomoe here.\Could I have... perhaps... Yukiji-san and Tomoe's fate...\I won't give you to Akura-ou.\I will keep you. response:	Do your best not to displease me.
context: I heard that Akura-ou is coming for me.\Oh yes... I must not get involved with Tomoe here.\If I had not become Yukiji-san's double,\then it would have been Yukiji-san who met Tomoe here.\Could I have... perhaps... Yukiji-san and Tomoe's fate...\I won't give you to Akura-ou.\I will keep you.\Do your best not to displease me. response:	This is the wicked Tomoe... of 500 years ago!!
context: Oh yes... I must not get involved with Tomoe here.\If I had not become Yukiji-san's double,\then it would have been Yukiji-san who met Tomoe here.\Could I have... perhaps... Yukiji-san and Tomoe's fate...\I won't give you to Akura-ou.\I will keep you.\Do your best not to displease me.\This is the wicked Tomoe... of 500 years ago!! response:	Wait! Where are you taking me!?
context: If I had not become Yukiji-san's double,\then it would have been Yukiji-san who met Tomoe here.\Could I have... perhaps... Yukiji-san and Tomoe's fate...\I won't give you to Akura-ou.\I will keep you.\Do your best not to displease me.\This is the wicked Tomoe... of 500 years ago!!\Wait! Where are you taking me!? response:	The rain has stopped. We're going to my lair.
context: then it would have been Yukiji-san who met Tomoe here.\Could I have... perhaps... Yukiji-san and Tomoe's fate...\I won't give you to Akura-ou.\I will keep you.\Do your best not to displease me.\This is the wicked Tomoe... of 500 years ago!!\Wait! Where are you taking me!?\The rain has stopped. We're going to my lair. response:	This isn't your home!?
context: Could I have... perhaps... Yukiji-san and Tomoe's fate...\I won't give you to Akura-ou.\I will keep you.\Do your best not to displease me.\This is the wicked Tomoe... of 500 years ago!!\Wait! Where are you taking me!?\The rain has stopped. We're going to my lair.\This isn't your home!? response:	I don't know this place.
context: I won't give you to Akura-ou.\I will keep you.\Do your best not to displease me.\This is the wicked Tomoe... of 500 years ago!!\Wait! Where are you taking me!?\The rain has stopped. We're going to my lair.\This isn't your home!?\I don't know this place. response:	Just wait a moment! I mustn't go with you!
context: I will keep you.\Do your best not to displease me.\This is the wicked Tomoe... of 500 years ago!!\Wait! Where are you taking me!?\The rain has stopped. We're going to my lair.\This isn't your home!?\I don't know this place.\Just wait a moment! I mustn't go with you! response:	I'm really happy to have met you Tomoe,
context: Do your best not to displease me.\This is the wicked Tomoe... of 500 years ago!!\Wait! Where are you taking me!?\The rain has stopped. We're going to my lair.\This isn't your home!?\I don't know this place.\Just wait a moment! I mustn't go with you!\I'm really happy to have met you Tomoe, response:	but... I must return home.
context: This is the wicked Tomoe... of 500 years ago!!\Wait! Where are you taking me!?\The rain has stopped. We're going to my lair.\This isn't your home!?\I don't know this place.\Just wait a moment! I mustn't go with you!\I'm really happy to have met you Tomoe,\but... I must return home. response:	For the sake of meeting the Tomoe 500 years from now.
context: Wait! Where are you taking me!?\The rain has stopped. We're going to my lair.\This isn't your home!?\I don't know this place.\Just wait a moment! I mustn't go with you!\I'm really happy to have met you Tomoe,\but... I must return home.\For the sake of meeting the Tomoe 500 years from now. response:	In order to meet the you who calls me Nanami.
context: The rain has stopped. We're going to my lair.\This isn't your home!?\I don't know this place.\Just wait a moment! I mustn't go with you!\I'm really happy to have met you Tomoe,\but... I must return home.\For the sake of meeting the Tomoe 500 years from now.\In order to meet the you who calls me Nanami. response:	Your will has no meaning.
context: This isn't your home!?\I don't know this place.\Just wait a moment! I mustn't go with you!\I'm really happy to have met you Tomoe,\but... I must return home.\For the sake of meeting the Tomoe 500 years from now.\In order to meet the you who calls me Nanami.\Your will has no meaning. response:	If I feel like it, I can turn you into ashes instantly.
context: I don't know this place.\Just wait a moment! I mustn't go with you!\I'm really happy to have met you Tomoe,\but... I must return home.\For the sake of meeting the Tomoe 500 years from now.\In order to meet the you who calls me Nanami.\Your will has no meaning.\If I feel like it, I can turn you into ashes instantly. response:	You're just a toy that I shall treat as I please.
context: Just wait a moment! I mustn't go with you!\I'm really happy to have met you Tomoe,\but... I must return home.\For the sake of meeting the Tomoe 500 years from now.\In order to meet the you who calls me Nanami.\Your will has no meaning.\If I feel like it, I can turn you into ashes instantly.\You're just a toy that I shall treat as I please. response:	Be grateful that you are still alive.
context: I'm really happy to have met you Tomoe,\but... I must return home.\For the sake of meeting the Tomoe 500 years from now.\In order to meet the you who calls me Nanami.\Your will has no meaning.\If I feel like it, I can turn you into ashes instantly.\You're just a toy that I shall treat as I please.\Be grateful that you are still alive. response:	STUPID FOOOX!!!
context: but... I must return home.\For the sake of meeting the Tomoe 500 years from now.\In order to meet the you who calls me Nanami.\Your will has no meaning.\If I feel like it, I can turn you into ashes instantly.\You're just a toy that I shall treat as I please.\Be grateful that you are still alive.\STUPID FOOOX!!! response:	When I say I'll return home, I shall do so!
context: For the sake of meeting the Tomoe 500 years from now.\In order to meet the you who calls me Nanami.\Your will has no meaning.\If I feel like it, I can turn you into ashes instantly.\You're just a toy that I shall treat as I please.\Be grateful that you are still alive.\STUPID FOOOX!!!\When I say I'll return home, I shall do so! response:	And also, I hate the Tomoe who talks like that!
context: In order to meet the you who calls me Nanami.\Your will has no meaning.\If I feel like it, I can turn you into ashes instantly.\You're just a toy that I shall treat as I please.\Be grateful that you are still alive.\STUPID FOOOX!!!\When I say I'll return home, I shall do so!\And also, I hate the Tomoe who talks like that! response:	You hate me!
context: Your will has no meaning.\If I feel like it, I can turn you into ashes instantly.\You're just a toy that I shall treat as I please.\Be grateful that you are still alive.\STUPID FOOOX!!!\When I say I'll return home, I shall do so!\And also, I hate the Tomoe who talks like that!\You hate me! response:	Even though you would have been killed by now if I wasn't here.
context: If I feel like it, I can turn you into ashes instantly.\You're just a toy that I shall treat as I please.\Be grateful that you are still alive.\STUPID FOOOX!!!\When I say I'll return home, I shall do so!\And also, I hate the Tomoe who talks like that!\You hate me!\Even though you would have been killed by now if I wasn't here. response:	You're going back home because you hate me, eh?
context: You're just a toy that I shall treat as I please.\Be grateful that you are still alive.\STUPID FOOOX!!!\When I say I'll return home, I shall do so!\And also, I hate the Tomoe who talks like that!\You hate me!\Even though you would have been killed by now if I wasn't here.\You're going back home because you hate me, eh? response:	That's right!
context: Be grateful that you are still alive.\STUPID FOOOX!!!\When I say I'll return home, I shall do so!\And also, I hate the Tomoe who talks like that!\You hate me!\Even though you would have been killed by now if I wasn't here.\You're going back home because you hate me, eh?\That's right! response:	That's amusing! Being unable to even stand due to the poison, how exactly are you planning to go home?
context: STUPID FOOOX!!!\When I say I'll return home, I shall do so!\And also, I hate the Tomoe who talks like that!\You hate me!\Even though you would have been killed by now if I wasn't here.\You're going back home because you hate me, eh?\That's right!\That's amusing! Being unable to even stand due to the poison, how exactly are you planning to go home? response:	I'll manage somehow!
context: When I say I'll return home, I shall do so!\And also, I hate the Tomoe who talks like that!\You hate me!\Even though you would have been killed by now if I wasn't here.\You're going back home because you hate me, eh?\That's right!\That's amusing! Being unable to even stand due to the poison, how exactly are you planning to go home?\I'll manage somehow! response:	This woman...! This woman...! Shall I...!
context: And also, I hate the Tomoe who talks like that!\You hate me!\Even though you would have been killed by now if I wasn't here.\You're going back home because you hate me, eh?\That's right!\That's amusing! Being unable to even stand due to the poison, how exactly are you planning to go home?\I'll manage somehow!\This woman...! This woman...! Shall I...! response:	Then, go ahead and try.
context: You hate me!\Even though you would have been killed by now if I wasn't here.\You're going back home because you hate me, eh?\That's right!\That's amusing! Being unable to even stand due to the poison, how exactly are you planning to go home?\I'll manage somehow!\This woman...! This woman...! Shall I...!\Then, go ahead and try. response:	You should just die in this hovel alone.
context: Even though you would have been killed by now if I wasn't here.\You're going back home because you hate me, eh?\That's right!\That's amusing! Being unable to even stand due to the poison, how exactly are you planning to go home?\I'll manage somehow!\This woman...! This woman...! Shall I...!\Then, go ahead and try.\You should just die in this hovel alone. response:	Such a weak woman, alone in the depths of the mountains.
context: You're going back home because you hate me, eh?\That's right!\That's amusing! Being unable to even stand due to the poison, how exactly are you planning to go home?\I'll manage somehow!\This woman...! This woman...! Shall I...!\Then, go ahead and try.\You should just die in this hovel alone.\Such a weak woman, alone in the depths of the mountains. response:	Just what exactly can she do when she can hardly walk?
context: That's right!\That's amusing! Being unable to even stand due to the poison, how exactly are you planning to go home?\I'll manage somehow!\This woman...! This woman...! Shall I...!\Then, go ahead and try.\You should just die in this hovel alone.\Such a weak woman, alone in the depths of the mountains.\Just what exactly can she do when she can hardly walk? response:	She'll just give up overnight anyway.
context: That's amusing! Being unable to even stand due to the poison, how exactly are you planning to go home?\I'll manage somehow!\This woman...! This woman...! Shall I...!\Then, go ahead and try.\You should just die in this hovel alone.\Such a weak woman, alone in the depths of the mountains.\Just what exactly can she do when she can hardly walk?\She'll just give up overnight anyway. response:	When that happens, she'll be more obedient.
context: I'll manage somehow!\This woman...! This woman...! Shall I...!\Then, go ahead and try.\You should just die in this hovel alone.\Such a weak woman, alone in the depths of the mountains.\Just what exactly can she do when she can hardly walk?\She'll just give up overnight anyway.\When that happens, she'll be more obedient. response:	And when she sees me, there's no doubt she'll come crying, Tomoe-sama, please save me!
context: This woman...! This woman...! Shall I...!\Then, go ahead and try.\You should just die in this hovel alone.\Such a weak woman, alone in the depths of the mountains.\Just what exactly can she do when she can hardly walk?\She'll just give up overnight anyway.\When that happens, she'll be more obedient.\And when she sees me, there's no doubt she'll come crying, Tomoe-sama, please save me! response:	She should know her place as an inconsequential being who must obey me.
context: Then, go ahead and try.\You should just die in this hovel alone.\Such a weak woman, alone in the depths of the mountains.\Just what exactly can she do when she can hardly walk?\She'll just give up overnight anyway.\When that happens, she'll be more obedient.\And when she sees me, there's no doubt she'll come crying, Tomoe-sama, please save me!\She should know her place as an inconsequential being who must obey me. response:	I hate the Tomoe who talks like that!
context: You should just die in this hovel alone.\Such a weak woman, alone in the depths of the mountains.\Just what exactly can she do when she can hardly walk?\She'll just give up overnight anyway.\When that happens, she'll be more obedient.\And when she sees me, there's no doubt she'll come crying, Tomoe-sama, please save me!\She should know her place as an inconsequential being who must obey me.\I hate the Tomoe who talks like that! response:	For those words to pierce me this deeply...
context: Such a weak woman, alone in the depths of the mountains.\Just what exactly can she do when she can hardly walk?\She'll just give up overnight anyway.\When that happens, she'll be more obedient.\And when she sees me, there's no doubt she'll come crying, Tomoe-sama, please save me!\She should know her place as an inconsequential being who must obey me.\I hate the Tomoe who talks like that!\For those words to pierce me this deeply... response:	Just who is that woman!?
context: Just what exactly can she do when she can hardly walk?\She'll just give up overnight anyway.\When that happens, she'll be more obedient.\And when she sees me, there's no doubt she'll come crying, Tomoe-sama, please save me!\She should know her place as an inconsequential being who must obey me.\I hate the Tomoe who talks like that!\For those words to pierce me this deeply...\Just who is that woman!? response:	Humans in the midst of such mountains?
context: She'll just give up overnight anyway.\When that happens, she'll be more obedient.\And when she sees me, there's no doubt she'll come crying, Tomoe-sama, please save me!\She should know her place as an inconsequential being who must obey me.\I hate the Tomoe who talks like that!\For those words to pierce me this deeply...\Just who is that woman!?\Humans in the midst of such mountains? response:	Bandits, eh?
context: When that happens, she'll be more obedient.\And when she sees me, there's no doubt she'll come crying, Tomoe-sama, please save me!\She should know her place as an inconsequential being who must obey me.\I hate the Tomoe who talks like that!\For those words to pierce me this deeply...\Just who is that woman!?\Humans in the midst of such mountains?\Bandits, eh? response:	I see.
context: And when she sees me, there's no doubt she'll come crying, Tomoe-sama, please save me!\She should know her place as an inconsequential being who must obey me.\I hate the Tomoe who talks like that!\For those words to pierce me this deeply...\Just who is that woman!?\Humans in the midst of such mountains?\Bandits, eh?\I see. response:	I thought that the house was in a strange location. So it's a thieves' den...
context: She should know her place as an inconsequential being who must obey me.\I hate the Tomoe who talks like that!\For those words to pierce me this deeply...\Just who is that woman!?\Humans in the midst of such mountains?\Bandits, eh?\I see.\I thought that the house was in a strange location. So it's a thieves' den... response:	So cold...!
context: I hate the Tomoe who talks like that!\For those words to pierce me this deeply...\Just who is that woman!?\Humans in the midst of such mountains?\Bandits, eh?\I see.\I thought that the house was in a strange location. So it's a thieves' den...\So cold...! response:	That Tomoe is no different from Akura-ou.
context: For those words to pierce me this deeply...\Just who is that woman!?\Humans in the midst of such mountains?\Bandits, eh?\I see.\I thought that the house was in a strange location. So it's a thieves' den...\So cold...!\That Tomoe is no different from Akura-ou. response:	No, Tomoe is different!
context: Just who is that woman!?\Humans in the midst of such mountains?\Bandits, eh?\I see.\I thought that the house was in a strange location. So it's a thieves' den...\So cold...!\That Tomoe is no different from Akura-ou.\No, Tomoe is different! response:	Actually he's... always been more gentler.
context: Humans in the midst of such mountains?\Bandits, eh?\I see.\I thought that the house was in a strange location. So it's a thieves' den...\So cold...!\That Tomoe is no different from Akura-ou.\No, Tomoe is different!\Actually he's... always been more gentler. response:	Oh! What's this!? A woman's sleepin' here.
context: Bandits, eh?\I see.\I thought that the house was in a strange location. So it's a thieves' den...\So cold...!\That Tomoe is no different from Akura-ou.\No, Tomoe is different!\Actually he's... always been more gentler.\Oh! What's this!? A woman's sleepin' here. response:	T-Those are some dangerous looking guys.
context: I see.\I thought that the house was in a strange location. So it's a thieves' den...\So cold...!\That Tomoe is no different from Akura-ou.\No, Tomoe is different!\Actually he's... always been more gentler.\Oh! What's this!? A woman's sleepin' here.\T-Those are some dangerous looking guys. response:	P-Pardon the intrusion!
context: I thought that the house was in a strange location. So it's a thieves' den...\So cold...!\That Tomoe is no different from Akura-ou.\No, Tomoe is different!\Actually he's... always been more gentler.\Oh! What's this!? A woman's sleepin' here.\T-Those are some dangerous looking guys.\P-Pardon the intrusion! response:	Um, I was poisoned a bit and so am unable to move my body...
context: So cold...!\That Tomoe is no different from Akura-ou.\No, Tomoe is different!\Actually he's... always been more gentler.\Oh! What's this!? A woman's sleepin' here.\T-Those are some dangerous looking guys.\P-Pardon the intrusion!\Um, I was poisoned a bit and so am unable to move my body... response:	This one's good...
context: That Tomoe is no different from Akura-ou.\No, Tomoe is different!\Actually he's... always been more gentler.\Oh! What's this!? A woman's sleepin' here.\T-Those are some dangerous looking guys.\P-Pardon the intrusion!\Um, I was poisoned a bit and so am unable to move my body...\This one's good... response:	She's a reward from heavens for our hard work.
context: No, Tomoe is different!\Actually he's... always been more gentler.\Oh! What's this!? A woman's sleepin' here.\T-Those are some dangerous looking guys.\P-Pardon the intrusion!\Um, I was poisoned a bit and so am unable to move my body...\This one's good...\She's a reward from heavens for our hard work. response:	No...! Tomoe!!
context: Actually he's... always been more gentler.\Oh! What's this!? A woman's sleepin' here.\T-Those are some dangerous looking guys.\P-Pardon the intrusion!\Um, I was poisoned a bit and so am unable to move my body...\This one's good...\She's a reward from heavens for our hard work.\No...! Tomoe!! response:	See? You can't do anything on your own.
context: Oh! What's this!? A woman's sleepin' here.\T-Those are some dangerous looking guys.\P-Pardon the intrusion!\Um, I was poisoned a bit and so am unable to move my body...\This one's good...\She's a reward from heavens for our hard work.\No...! Tomoe!!\See? You can't do anything on your own. response:	I told you so before.
context: T-Those are some dangerous looking guys.\P-Pardon the intrusion!\Um, I was poisoned a bit and so am unable to move my body...\This one's good...\She's a reward from heavens for our hard work.\No...! Tomoe!!\See? You can't do anything on your own.\I told you so before. response:	Fox fire!
context: P-Pardon the intrusion!\Um, I was poisoned a bit and so am unable to move my body...\This one's good...\She's a reward from heavens for our hard work.\No...! Tomoe!!\See? You can't do anything on your own.\I told you so before.\Fox fire! response:	He's a youkai! Run!!
context: Um, I was poisoned a bit and so am unable to move my body...\This one's good...\She's a reward from heavens for our hard work.\No...! Tomoe!!\See? You can't do anything on your own.\I told you so before.\Fox fire!\He's a youkai! Run!! response:	Tomoe!
context: This one's good...\She's a reward from heavens for our hard work.\No...! Tomoe!!\See? You can't do anything on your own.\I told you so before.\Fox fire!\He's a youkai! Run!!\Tomoe! response:	Stop it!
context: She's a reward from heavens for our hard work.\No...! Tomoe!!\See? You can't do anything on your own.\I told you so before.\Fox fire!\He's a youkai! Run!!\Tomoe!\Stop it! response:	Don't kill him!
context: No...! Tomoe!!\See? You can't do anything on your own.\I told you so before.\Fox fire!\He's a youkai! Run!!\Tomoe!\Stop it!\Don't kill him! response:	Why?
context: See? You can't do anything on your own.\I told you so before.\Fox fire!\He's a youkai! Run!!\Tomoe!\Stop it!\Don't kill him!\Why? response:	Tomoe is... different from Akura-ou!
context: I told you so before.\Fox fire!\He's a youkai! Run!!\Tomoe!\Stop it!\Don't kill him!\Why?\Tomoe is... different from Akura-ou! response:	Your a fox that understands people's pain, right!?
context: Fox fire!\He's a youkai! Run!!\Tomoe!\Stop it!\Don't kill him!\Why?\Tomoe is... different from Akura-ou!\Your a fox that understands people's pain, right!? response:	Then...
context: He's a youkai! Run!!\Tomoe!\Stop it!\Don't kill him!\Why?\Tomoe is... different from Akura-ou!\Your a fox that understands people's pain, right!?\Then... response:	Just what am I saying!?
context: Tomoe!\Stop it!\Don't kill him!\Why?\Tomoe is... different from Akura-ou!\Your a fox that understands people's pain, right!?\Then...\Just what am I saying!? response:	I don't... hate you.
context: Stop it!\Don't kill him!\Why?\Tomoe is... different from Akura-ou!\Your a fox that understands people's pain, right!?\Then...\Just what am I saying!?\I don't... hate you. response:	This feeling... what is it...?
