context: Class 3-2 response:	I have to hide somewhere!
context: Our only option is to eliminate them.\Eliminate them?\And I can't trust your interpreting.\You're saying the Ears of Sand are a lie?\No.\I've heard a lot of stories.\One, for instance, about a terrible Another that calls itself your friend.\Which means there's even a chance that you're trying to trick us response:	and bring chaos to society.
context: Eliminate them?\And I can't trust your interpreting.\You're saying the Ears of Sand are a lie?\No.\I've heard a lot of stories.\One, for instance, about a terrible Another that calls itself your friend.\Which means there's even a chance that you're trying to trick us\and bring chaos to society. response:	Yes... as a servant of the god of chaos and deception, Huehuecoyotl.
context: And I can't trust your interpreting.\You're saying the Ears of Sand are a lie?\No.\I've heard a lot of stories.\One, for instance, about a terrible Another that calls itself your friend.\Which means there's even a chance that you're trying to trick us\and bring chaos to society.\Yes... as a servant of the god of chaos and deception, Huehuecoyotl. response:	You know that he's the destroyer of civilization, after all.
context: You're saying the Ears of Sand are a lie?\No.\I've heard a lot of stories.\One, for instance, about a terrible Another that calls itself your friend.\Which means there's even a chance that you're trying to trick us\and bring chaos to society.\Yes... as a servant of the god of chaos and deception, Huehuecoyotl.\You know that he's the destroyer of civilization, after all. response:	You're saying you can't trust me?!
context: No.\I've heard a lot of stories.\One, for instance, about a terrible Another that calls itself your friend.\Which means there's even a chance that you're trying to trick us\and bring chaos to society.\Yes... as a servant of the god of chaos and deception, Huehuecoyotl.\You know that he's the destroyer of civilization, after all.\You're saying you can't trust me?! response:	Seriously? You don't think people think that?
context: I've heard a lot of stories.\One, for instance, about a terrible Another that calls itself your friend.\Which means there's even a chance that you're trying to trick us\and bring chaos to society.\Yes... as a servant of the god of chaos and deception, Huehuecoyotl.\You know that he's the destroyer of civilization, after all.\You're saying you can't trust me?!\Seriously? You don't think people think that? response:	You've never given it a second thought?
context: One, for instance, about a terrible Another that calls itself your friend.\Which means there's even a chance that you're trying to trick us\and bring chaos to society.\Yes... as a servant of the god of chaos and deception, Huehuecoyotl.\You know that he's the destroyer of civilization, after all.\You're saying you can't trust me?!\Seriously? You don't think people think that?\You've never given it a second thought? response:	I guess the people around you really do spoil you.
context: Which means there's even a chance that you're trying to trick us\and bring chaos to society.\Yes... as a servant of the god of chaos and deception, Huehuecoyotl.\You know that he's the destroyer of civilization, after all.\You're saying you can't trust me?!\Seriously? You don't think people think that?\You've never given it a second thought?\I guess the people around you really do spoil you. response:	What are you getting at?!
context: and bring chaos to society.\Yes... as a servant of the god of chaos and deception, Huehuecoyotl.\You know that he's the destroyer of civilization, after all.\You're saying you can't trust me?!\Seriously? You don't think people think that?\You've never given it a second thought?\I guess the people around you really do spoil you.\What are you getting at?! response:	You're not needed here.
context: Yes... as a servant of the god of chaos and deception, Huehuecoyotl.\You know that he's the destroyer of civilization, after all.\You're saying you can't trust me?!\Seriously? You don't think people think that?\You've never given it a second thought?\I guess the people around you really do spoil you.\What are you getting at?!\You're not needed here. response:	That's what I'm saying, Miyako Arata-san.
