context: The culture festival is finally drawing near... response:	Yano, where are you?
context: Let me fix it for you.\Even if the ring's weird, I still feel kinda bad for it.\He's so cute...\Hold out your right hand.\It won't fit!\You've put on weight, haven't you?\It doesn't go on my thumb!\Then, on this finger. response:	It's like we're exchanging wedding rings...
context: Even if the ring's weird, I still feel kinda bad for it.\He's so cute...\Hold out your right hand.\It won't fit!\You've put on weight, haven't you?\It doesn't go on my thumb!\Then, on this finger.\It's like we're exchanging wedding rings... response:	The words they say at weddings sure are nice, huh?
context: He's so cute...\Hold out your right hand.\It won't fit!\You've put on weight, haven't you?\It doesn't go on my thumb!\Then, on this finger.\It's like we're exchanging wedding rings...\The words they say at weddings sure are nice, huh? response:	Do you take this woman to be your wife, and vow to love her forever?
context: Hold out your right hand.\It won't fit!\You've put on weight, haven't you?\It doesn't go on my thumb!\Then, on this finger.\It's like we're exchanging wedding rings...\The words they say at weddings sure are nice, huh?\Do you take this woman to be your wife, and vow to love her forever? response:	I do!
context: It won't fit!\You've put on weight, haven't you?\It doesn't go on my thumb!\Then, on this finger.\It's like we're exchanging wedding rings...\The words they say at weddings sure are nice, huh?\Do you take this woman to be your wife, and vow to love her forever?\I do! response:	Are we getting married out here?
context: You've put on weight, haven't you?\It doesn't go on my thumb!\Then, on this finger.\It's like we're exchanging wedding rings...\The words they say at weddings sure are nice, huh?\Do you take this woman to be your wife, and vow to love her forever?\I do!\Are we getting married out here? response:	I-It just slipped out.
context: It doesn't go on my thumb!\Then, on this finger.\It's like we're exchanging wedding rings...\The words they say at weddings sure are nice, huh?\Do you take this woman to be your wife, and vow to love her forever?\I do!\Are we getting married out here?\I-It just slipped out. response:	Don't laugh, moron.
context: Then, on this finger.\It's like we're exchanging wedding rings...\The words they say at weddings sure are nice, huh?\Do you take this woman to be your wife, and vow to love her forever?\I do!\Are we getting married out here?\I-It just slipped out.\Don't laugh, moron. response:	B-But words aren't good enough!
context: It's like we're exchanging wedding rings...\The words they say at weddings sure are nice, huh?\Do you take this woman to be your wife, and vow to love her forever?\I do!\Are we getting married out here?\I-It just slipped out.\Don't laugh, moron.\B-But words aren't good enough! response:	If I were in that situation, I'd probably say something like this...
context: The words they say at weddings sure are nice, huh?\Do you take this woman to be your wife, and vow to love her forever?\I do!\Are we getting married out here?\I-It just slipped out.\Don't laugh, moron.\B-But words aren't good enough!\If I were in that situation, I'd probably say something like this... response:	Please break my fingers.
context: Do you take this woman to be your wife, and vow to love her forever?\I do!\Are we getting married out here?\I-It just slipped out.\Don't laugh, moron.\B-But words aren't good enough!\If I were in that situation, I'd probably say something like this...\Please break my fingers. response:	What are you saying?
context: I do!\Are we getting married out here?\I-It just slipped out.\Don't laugh, moron.\B-But words aren't good enough!\If I were in that situation, I'd probably say something like this...\Please break my fingers.\What are you saying? response:	You're crazy. Crazy!
context: Are we getting married out here?\I-It just slipped out.\Don't laugh, moron.\B-But words aren't good enough!\If I were in that situation, I'd probably say something like this...\Please break my fingers.\What are you saying?\You're crazy. Crazy! response:	Takahashi.
context: I-It just slipped out.\Don't laugh, moron.\B-But words aren't good enough!\If I were in that situation, I'd probably say something like this...\Please break my fingers.\What are you saying?\You're crazy. Crazy!\Takahashi. response:	I'll only say this once, so listen carefully.
context: Don't laugh, moron.\B-But words aren't good enough!\If I were in that situation, I'd probably say something like this...\Please break my fingers.\What are you saying?\You're crazy. Crazy!\Takahashi.\I'll only say this once, so listen carefully. response:	I love you.
context: B-But words aren't good enough!\If I were in that situation, I'd probably say something like this...\Please break my fingers.\What are you saying?\You're crazy. Crazy!\Takahashi.\I'll only say this once, so listen carefully.\I love you. response:	No way...
context: If I were in that situation, I'd probably say something like this...\Please break my fingers.\What are you saying?\You're crazy. Crazy!\Takahashi.\I'll only say this once, so listen carefully.\I love you.\No way... response:	Takahashi...
context: Please break my fingers.\What are you saying?\You're crazy. Crazy!\Takahashi.\I'll only say this once, so listen carefully.\I love you.\No way...\Takahashi... response:	Far in the distance, I heard the sound of fireworks...
context: What are you saying?\You're crazy. Crazy!\Takahashi.\I'll only say this once, so listen carefully.\I love you.\No way...\Takahashi...\Far in the distance, I heard the sound of fireworks... response:	Jama da te wo futta ushirosugata anna ni mou
context: You're crazy. Crazy!\Takahashi.\I'll only say this once, so listen carefully.\I love you.\No way...\Takahashi...\Far in the distance, I heard the sound of fireworks...\Jama da te wo futta ushirosugata anna ni mou response:	Yuugure no hitonami ni yurenagara chiisaku naru
context: Takahashi.\I'll only say this once, so listen carefully.\I love you.\No way...\Takahashi...\Far in the distance, I heard the sound of fireworks...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru response:	Anata ga kureta kotoba wo hitotsuzutsu
context: I'll only say this once, so listen carefully.\I love you.\No way...\Takahashi...\Far in the distance, I heard the sound of fireworks...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu response:	Omoidashi me wo tojita Shiawasena omoi dake
context: I love you.\No way...\Takahashi...\Far in the distance, I heard the sound of fireworks...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake response:	koko ni aru hazu nano ni Fuan ni naru
context: No way...\Takahashi...\Far in the distance, I heard the sound of fireworks...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru response:	doushite nano kokoro ga furueteru no
context: Takahashi...\Far in the distance, I heard the sound of fireworks...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\doushite nano kokoro ga furueteru no response:	Tsutaetai motto sou afureteru kono kimochi
context: Far in the distance, I heard the sound of fireworks...\Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi response:	Suki dakara suki dakara zettai suki dakara
context: Jama da te wo futta ushirosugata anna ni mou\Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara response:	Furimuite kakedashite oikakete ikitai kedo
context: Yuugure no hitonami ni yurenagara chiisaku naru\Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Furimuite kakedashite oikakete ikitai kedo response:	Yuugure no sabishisa ga sonna yuuki nomikonda
context: Anata ga kureta kotoba wo hitotsuzutsu\Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Furimuite kakedashite oikakete ikitai kedo\Yuugure no sabishisa ga sonna yuuki nomikonda response:	Anata no egao no naka ni watashi ha iru
context: Omoidashi me wo tojita Shiawasena omoi dake\koko ni aru hazu nano ni Fuan ni naru\doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Furimuite kakedashite oikakete ikitai kedo\Yuugure no sabishisa ga sonna yuuki nomikonda\Anata no egao no naka ni watashi ha iru response:	Sukoshi hanareta dakede
context: koko ni aru hazu nano ni Fuan ni naru\doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Furimuite kakedashite oikakete ikitai kedo\Yuugure no sabishisa ga sonna yuuki nomikonda\Anata no egao no naka ni watashi ha iru\Sukoshi hanareta dakede response:	Mayoigo ni natta youna
context: doushite nano kokoro ga furueteru no\Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Furimuite kakedashite oikakete ikitai kedo\Yuugure no sabishisa ga sonna yuuki nomikonda\Anata no egao no naka ni watashi ha iru\Sukoshi hanareta dakede\Mayoigo ni natta youna response:	kodomo mitai nakidashisou
context: Tsutaetai motto sou afureteru kono kimochi\Suki dakara suki dakara zettai suki dakara\Furimuite kakedashite oikakete ikitai kedo\Yuugure no sabishisa ga sonna yuuki nomikonda\Anata no egao no naka ni watashi ha iru\Sukoshi hanareta dakede\Mayoigo ni natta youna\kodomo mitai nakidashisou response:	Sunao nara konna omoi
context: Suki dakara suki dakara zettai suki dakara\Furimuite kakedashite oikakete ikitai kedo\Yuugure no sabishisa ga sonna yuuki nomikonda\Anata no egao no naka ni watashi ha iru\Sukoshi hanareta dakede\Mayoigo ni natta youna\kodomo mitai nakidashisou\Sunao nara konna omoi response:	shinakutemo sumu no ni na
context: Furimuite kakedashite oikakete ikitai kedo\Yuugure no sabishisa ga sonna yuuki nomikonda\Anata no egao no naka ni watashi ha iru\Sukoshi hanareta dakede\Mayoigo ni natta youna\kodomo mitai nakidashisou\Sunao nara konna omoi\shinakutemo sumu no ni na response:	Karappo...
context: Yuugure no sabishisa ga sonna yuuki nomikonda\Anata no egao no naka ni watashi ha iru\Sukoshi hanareta dakede\Mayoigo ni natta youna\kodomo mitai nakidashisou\Sunao nara konna omoi\shinakutemo sumu no ni na\Karappo... response:	Everyone's in the way. I waved my hand, but your back is
context: Anata no egao no naka ni watashi ha iru\Sukoshi hanareta dakede\Mayoigo ni natta youna\kodomo mitai nakidashisou\Sunao nara konna omoi\shinakutemo sumu no ni na\Karappo...\Everyone's in the way. I waved my hand, but your back is response:	already swerving through the crowd of people and sinking into the evening sun.
context: Sukoshi hanareta dakede\Mayoigo ni natta youna\kodomo mitai nakidashisou\Sunao nara konna omoi\shinakutemo sumu no ni na\Karappo...\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun. response:	I closed my eyes and began to remember
context: Mayoigo ni natta youna\kodomo mitai nakidashisou\Sunao nara konna omoi\shinakutemo sumu no ni na\Karappo...\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember response:	the words you told me. Only happy memories
context: kodomo mitai nakidashisou\Sunao nara konna omoi\shinakutemo sumu no ni na\Karappo...\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories response:	are supposed to be there, but I become anxious.
context: Sunao nara konna omoi\shinakutemo sumu no ni na\Karappo...\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious. response:	Why does my heart waver so?
context: shinakutemo sumu no ni na\Karappo...\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so? response:	I want to tell you about my overflowing feelings...
context: Karappo...\Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings... response:	I love you, I love you, I love you more than anything.
context: Everyone's in the way. I waved my hand, but your back is\already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything. response:	I want to turn around, run after you, catch up with you, but
context: already swerving through the crowd of people and sinking into the evening sun.\I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\I want to turn around, run after you, catch up with you, but response:	the sadness of the twilit sky swallowed my courage.
context: I closed my eyes and began to remember\the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\I want to turn around, run after you, catch up with you, but\the sadness of the twilit sky swallowed my courage. response:	I'm in your smile.
context: the words you told me. Only happy memories\are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\I want to turn around, run after you, catch up with you, but\the sadness of the twilit sky swallowed my courage.\I'm in your smile. response:	Even a short time after we've parted
context: are supposed to be there, but I become anxious.\Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\I want to turn around, run after you, catch up with you, but\the sadness of the twilit sky swallowed my courage.\I'm in your smile.\Even a short time after we've parted response:	I want to cry out like a
context: Why does my heart waver so?\I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\I want to turn around, run after you, catch up with you, but\the sadness of the twilit sky swallowed my courage.\I'm in your smile.\Even a short time after we've parted\I want to cry out like a response:	lost child.
context: I want to tell you about my overflowing feelings...\I love you, I love you, I love you more than anything.\I want to turn around, run after you, catch up with you, but\the sadness of the twilit sky swallowed my courage.\I'm in your smile.\Even a short time after we've parted\I want to cry out like a\lost child. response:	If only I could be honest with myself,
context: I love you, I love you, I love you more than anything.\I want to turn around, run after you, catch up with you, but\the sadness of the twilit sky swallowed my courage.\I'm in your smile.\Even a short time after we've parted\I want to cry out like a\lost child.\If only I could be honest with myself, response:	I wouldn't have had to go through this.
context: I want to turn around, run after you, catch up with you, but\the sadness of the twilit sky swallowed my courage.\I'm in your smile.\Even a short time after we've parted\I want to cry out like a\lost child.\If only I could be honest with myself,\I wouldn't have had to go through this. response:	Only...
context: the sadness of the twilit sky swallowed my courage.\I'm in your smile.\Even a short time after we've parted\I want to cry out like a\lost child.\If only I could be honest with myself,\I wouldn't have had to go through this.\Only... response:	Episode 5 Preview...
context: I'm in your smile.\Even a short time after we've parted\I want to cry out like a\lost child.\If only I could be honest with myself,\I wouldn't have had to go through this.\Only...\Episode 5 Preview... response:	We kissed.
context: Even a short time after we've parted\I want to cry out like a\lost child.\If only I could be honest with myself,\I wouldn't have had to go through this.\Only...\Episode 5 Preview...\We kissed. response:	As if it were a miracle...
context: I want to cry out like a\lost child.\If only I could be honest with myself,\I wouldn't have had to go through this.\Only...\Episode 5 Preview...\We kissed.\As if it were a miracle... response:	Yano cast a spell on me.
context: lost child.\If only I could be honest with myself,\I wouldn't have had to go through this.\Only...\Episode 5 Preview...\We kissed.\As if it were a miracle...\Yano cast a spell on me. response:	Ah, Yano.
context: If only I could be honest with myself,\I wouldn't have had to go through this.\Only...\Episode 5 Preview...\We kissed.\As if it were a miracle...\Yano cast a spell on me.\Ah, Yano. response:	Is there anything you want for Christmas?
context: I wouldn't have had to go through this.\Only...\Episode 5 Preview...\We kissed.\As if it were a miracle...\Yano cast a spell on me.\Ah, Yano.\Is there anything you want for Christmas? response:	Nana-chan!
context: Only...\Episode 5 Preview...\We kissed.\As if it were a miracle...\Yano cast a spell on me.\Ah, Yano.\Is there anything you want for Christmas?\Nana-chan! response:	Give me a serious answer.
context: Episode 5 Preview...\We kissed.\As if it were a miracle...\Yano cast a spell on me.\Ah, Yano.\Is there anything you want for Christmas?\Nana-chan!\Give me a serious answer. response:	I've decided on what I want for a Christmas present.
context: We kissed.\As if it were a miracle...\Yano cast a spell on me.\Ah, Yano.\Is there anything you want for Christmas?\Nana-chan!\Give me a serious answer.\I've decided on what I want for a Christmas present. response:	Give me a promise.
