context: There are several rules you must follow while traveling outside of Luna Nova. response:	Just because you will not be on campus does not mean you may forget your status as students.
context: Please! Sosomme Tidiare!\There!\Look out!\I thought I was going to die...\Headmistress, look\Miranda...\Look, Mama. It's Papa.\Or at least his skeleton. response:	I'm still younger than you are!
context: There!\Look out!\I thought I was going to die...\Headmistress, look\Miranda...\Look, Mama. It's Papa.\Or at least his skeleton.\I'm still younger than you are! response:	Nobody can tell without your flesh.
context: Look out!\I thought I was going to die...\Headmistress, look\Miranda...\Look, Mama. It's Papa.\Or at least his skeleton.\I'm still younger than you are!\Nobody can tell without your flesh. response:	Gosh, you're right!
context: I thought I was going to die...\Headmistress, look\Miranda...\Look, Mama. It's Papa.\Or at least his skeleton.\I'm still younger than you are!\Nobody can tell without your flesh.\Gosh, you're right! response:	Say, there's something I want to tell you before you die again.
context: Headmistress, look\Miranda...\Look, Mama. It's Papa.\Or at least his skeleton.\I'm still younger than you are!\Nobody can tell without your flesh.\Gosh, you're right!\Say, there's something I want to tell you before you die again. response:	I've never resented you, not even once.
context: Miranda...\Look, Mama. It's Papa.\Or at least his skeleton.\I'm still younger than you are!\Nobody can tell without your flesh.\Gosh, you're right!\Say, there's something I want to tell you before you die again.\I've never resented you, not even once. response:	After working hard on my magic, I even became the headmistress.
context: Look, Mama. It's Papa.\Or at least his skeleton.\I'm still younger than you are!\Nobody can tell without your flesh.\Gosh, you're right!\Say, there's something I want to tell you before you die again.\I've never resented you, not even once.\After working hard on my magic, I even became the headmistress. response:	Headmistress? That's marvelous!
context: Or at least his skeleton.\I'm still younger than you are!\Nobody can tell without your flesh.\Gosh, you're right!\Say, there's something I want to tell you before you die again.\I've never resented you, not even once.\After working hard on my magic, I even became the headmistress.\Headmistress? That's marvelous! response:	See? You kept your promise.
context: I'm still younger than you are!\Nobody can tell without your flesh.\Gosh, you're right!\Say, there's something I want to tell you before you die again.\I've never resented you, not even once.\After working hard on my magic, I even became the headmistress.\Headmistress? That's marvelous!\See? You kept your promise. response:	Rihgulla Bierre!
context: Nobody can tell without your flesh.\Gosh, you're right!\Say, there's something I want to tell you before you die again.\I've never resented you, not even once.\After working hard on my magic, I even became the headmistress.\Headmistress? That's marvelous!\See? You kept your promise.\Rihgulla Bierre! response:	Regrettably, it seems I'm out of time.
context: Gosh, you're right!\Say, there's something I want to tell you before you die again.\I've never resented you, not even once.\After working hard on my magic, I even became the headmistress.\Headmistress? That's marvelous!\See? You kept your promise.\Rihgulla Bierre!\Regrettably, it seems I'm out of time. response:	So it seems.
context: Say, there's something I want to tell you before you die again.\I've never resented you, not even once.\After working hard on my magic, I even became the headmistress.\Headmistress? That's marvelous!\See? You kept your promise.\Rihgulla Bierre!\Regrettably, it seems I'm out of time.\So it seems. response:	You girls let me have a wonderful day today!
context: I've never resented you, not even once.\After working hard on my magic, I even became the headmistress.\Headmistress? That's marvelous!\See? You kept your promise.\Rihgulla Bierre!\Regrettably, it seems I'm out of time.\So it seems.\You girls let me have a wonderful day today! response:	Thank you, young witch ladies!
context: After working hard on my magic, I even became the headmistress.\Headmistress? That's marvelous!\See? You kept your promise.\Rihgulla Bierre!\Regrettably, it seems I'm out of time.\So it seems.\You girls let me have a wonderful day today!\Thank you, young witch ladies! response:	Farewell. Let us meet again someday.
context: Headmistress? That's marvelous!\See? You kept your promise.\Rihgulla Bierre!\Regrettably, it seems I'm out of time.\So it seems.\You girls let me have a wonderful day today!\Thank you, young witch ladies!\Farewell. Let us meet again someday. response:	Blessings upon the future of witches!
context: See? You kept your promise.\Rihgulla Bierre!\Regrettably, it seems I'm out of time.\So it seems.\You girls let me have a wonderful day today!\Thank you, young witch ladies!\Farewell. Let us meet again someday.\Blessings upon the future of witches! response:	He's gone.
context: Rihgulla Bierre!\Regrettably, it seems I'm out of time.\So it seems.\You girls let me have a wonderful day today!\Thank you, young witch ladies!\Farewell. Let us meet again someday.\Blessings upon the future of witches!\He's gone. response:	I think I just inhaled some old man dust.
context: Regrettably, it seems I'm out of time.\So it seems.\You girls let me have a wonderful day today!\Thank you, young witch ladies!\Farewell. Let us meet again someday.\Blessings upon the future of witches!\He's gone.\I think I just inhaled some old man dust. response:	Sucy...
context: So it seems.\You girls let me have a wonderful day today!\Thank you, young witch ladies!\Farewell. Let us meet again someday.\Blessings upon the future of witches!\He's gone.\I think I just inhaled some old man dust.\Sucy... response:	Miss Kagari, Miss Jansson, Miss Manbavaran.
context: You girls let me have a wonderful day today!\Thank you, young witch ladies!\Farewell. Let us meet again someday.\Blessings upon the future of witches!\He's gone.\I think I just inhaled some old man dust.\Sucy...\Miss Kagari, Miss Jansson, Miss Manbavaran. response:	Not only did you use magic outside school grounds, you also brought the dead back to life. It's inexcusable!
context: Thank you, young witch ladies!\Farewell. Let us meet again someday.\Blessings upon the future of witches!\He's gone.\I think I just inhaled some old man dust.\Sucy...\Miss Kagari, Miss Jansson, Miss Manbavaran.\Not only did you use magic outside school grounds, you also brought the dead back to life. It's inexcusable! response:	Do you understand what must be done?
context: Farewell. Let us meet again someday.\Blessings upon the future of witches!\He's gone.\I think I just inhaled some old man dust.\Sucy...\Miss Kagari, Miss Jansson, Miss Manbavaran.\Not only did you use magic outside school grounds, you also brought the dead back to life. It's inexcusable!\Do you understand what must be done? response:	As punishment, you will restore all of the brooms in the equipment repair room.
context: Blessings upon the future of witches!\He's gone.\I think I just inhaled some old man dust.\Sucy...\Miss Kagari, Miss Jansson, Miss Manbavaran.\Not only did you use magic outside school grounds, you also brought the dead back to life. It's inexcusable!\Do you understand what must be done?\As punishment, you will restore all of the brooms in the equipment repair room. response:	That's all?
context: He's gone.\I think I just inhaled some old man dust.\Sucy...\Miss Kagari, Miss Jansson, Miss Manbavaran.\Not only did you use magic outside school grounds, you also brought the dead back to life. It's inexcusable!\Do you understand what must be done?\As punishment, you will restore all of the brooms in the equipment repair room.\That's all? response:	You are still in the middle of your training.
context: I think I just inhaled some old man dust.\Sucy...\Miss Kagari, Miss Jansson, Miss Manbavaran.\Not only did you use magic outside school grounds, you also brought the dead back to life. It's inexcusable!\Do you understand what must be done?\As punishment, you will restore all of the brooms in the equipment repair room.\That's all?\You are still in the middle of your training. response:	I expect each of you to reflect and repent on what you have done.
context: Sucy...\Miss Kagari, Miss Jansson, Miss Manbavaran.\Not only did you use magic outside school grounds, you also brought the dead back to life. It's inexcusable!\Do you understand what must be done?\As punishment, you will restore all of the brooms in the equipment repair room.\That's all?\You are still in the middle of your training.\I expect each of you to reflect and repent on what you have done. response:	Am I clear?
context: Miss Kagari, Miss Jansson, Miss Manbavaran.\Not only did you use magic outside school grounds, you also brought the dead back to life. It's inexcusable!\Do you understand what must be done?\As punishment, you will restore all of the brooms in the equipment repair room.\That's all?\You are still in the middle of your training.\I expect each of you to reflect and repent on what you have done.\Am I clear? response:	Yes!
context: Not only did you use magic outside school grounds, you also brought the dead back to life. It's inexcusable!\Do you understand what must be done?\As punishment, you will restore all of the brooms in the equipment repair room.\That's all?\You are still in the middle of your training.\I expect each of you to reflect and repent on what you have done.\Am I clear?\Yes! response:	There's just no end to them!
context: Do you understand what must be done?\As punishment, you will restore all of the brooms in the equipment repair room.\That's all?\You are still in the middle of your training.\I expect each of you to reflect and repent on what you have done.\Am I clear?\Yes!\There's just no end to them! response:	Move your hands, not your mouth.
context: As punishment, you will restore all of the brooms in the equipment repair room.\That's all?\You are still in the middle of your training.\I expect each of you to reflect and repent on what you have done.\Am I clear?\Yes!\There's just no end to them!\Move your hands, not your mouth. response:	I was so wrong when I thought she was being nice!
context: That's all?\You are still in the middle of your training.\I expect each of you to reflect and repent on what you have done.\Am I clear?\Yes!\There's just no end to them!\Move your hands, not your mouth.\I was so wrong when I thought she was being nice! response:	It's hard! My hands are falling off!
context: You are still in the middle of your training.\I expect each of you to reflect and repent on what you have done.\Am I clear?\Yes!\There's just no end to them!\Move your hands, not your mouth.\I was so wrong when I thought she was being nice!\It's hard! My hands are falling off! response:	I can't believe there were this many broken brooms.
context: I expect each of you to reflect and repent on what you have done.\Am I clear?\Yes!\There's just no end to them!\Move your hands, not your mouth.\I was so wrong when I thought she was being nice!\It's hard! My hands are falling off!\I can't believe there were this many broken brooms. response:	Hey, why don't we use restoration magic?
context: Am I clear?\Yes!\There's just no end to them!\Move your hands, not your mouth.\I was so wrong when I thought she was being nice!\It's hard! My hands are falling off!\I can't believe there were this many broken brooms.\Hey, why don't we use restoration magic? response:	Absolutely not.
context: Yes!\There's just no end to them!\Move your hands, not your mouth.\I was so wrong when I thought she was being nice!\It's hard! My hands are falling off!\I can't believe there were this many broken brooms.\Hey, why don't we use restoration magic?\Absolutely not. response:	Anyway, I sure wish I could've lived in the golden age of magic.
context: There's just no end to them!\Move your hands, not your mouth.\I was so wrong when I thought she was being nice!\It's hard! My hands are falling off!\I can't believe there were this many broken brooms.\Hey, why don't we use restoration magic?\Absolutely not.\Anyway, I sure wish I could've lived in the golden age of magic. response:	Wouldn't it be wonderful to use magic for everything?
context: Move your hands, not your mouth.\I was so wrong when I thought she was being nice!\It's hard! My hands are falling off!\I can't believe there were this many broken brooms.\Hey, why don't we use restoration magic?\Absolutely not.\Anyway, I sure wish I could've lived in the golden age of magic.\Wouldn't it be wonderful to use magic for everything? response:	That means witches had to do everything. Sounds like a pain.
context: I was so wrong when I thought she was being nice!\It's hard! My hands are falling off!\I can't believe there were this many broken brooms.\Hey, why don't we use restoration magic?\Absolutely not.\Anyway, I sure wish I could've lived in the golden age of magic.\Wouldn't it be wonderful to use magic for everything?\That means witches had to do everything. Sounds like a pain. response:	I like the times we live in too.
context: It's hard! My hands are falling off!\I can't believe there were this many broken brooms.\Hey, why don't we use restoration magic?\Absolutely not.\Anyway, I sure wish I could've lived in the golden age of magic.\Wouldn't it be wonderful to use magic for everything?\That means witches had to do everything. Sounds like a pain.\I like the times we live in too. response:	Even with scientific developments everywhere, there are still things only magic can be used for.
context: I can't believe there were this many broken brooms.\Hey, why don't we use restoration magic?\Absolutely not.\Anyway, I sure wish I could've lived in the golden age of magic.\Wouldn't it be wonderful to use magic for everything?\That means witches had to do everything. Sounds like a pain.\I like the times we live in too.\Even with scientific developments everywhere, there are still things only magic can be used for. response:	There it is, the honor student view.
context: Hey, why don't we use restoration magic?\Absolutely not.\Anyway, I sure wish I could've lived in the golden age of magic.\Wouldn't it be wonderful to use magic for everything?\That means witches had to do everything. Sounds like a pain.\I like the times we live in too.\Even with scientific developments everywhere, there are still things only magic can be used for.\There it is, the honor student view. response:	You two are just boring.
context: Absolutely not.\Anyway, I sure wish I could've lived in the golden age of magic.\Wouldn't it be wonderful to use magic for everything?\That means witches had to do everything. Sounds like a pain.\I like the times we live in too.\Even with scientific developments everywhere, there are still things only magic can be used for.\There it is, the honor student view.\You two are just boring. response:	A world filled with magic would be way more fun!
context: Anyway, I sure wish I could've lived in the golden age of magic.\Wouldn't it be wonderful to use magic for everything?\That means witches had to do everything. Sounds like a pain.\I like the times we live in too.\Even with scientific developments everywhere, there are still things only magic can be used for.\There it is, the honor student view.\You two are just boring.\A world filled with magic would be way more fun! response:	Not compared to how fun a world filled with mushrooms would be.
context: Wouldn't it be wonderful to use magic for everything?\That means witches had to do everything. Sounds like a pain.\I like the times we live in too.\Even with scientific developments everywhere, there are still things only magic can be used for.\There it is, the honor student view.\You two are just boring.\A world filled with magic would be way more fun!\Not compared to how fun a world filled with mushrooms would be. response:	Magic is better!
context: That means witches had to do everything. Sounds like a pain.\I like the times we live in too.\Even with scientific developments everywhere, there are still things only magic can be used for.\There it is, the honor student view.\You two are just boring.\A world filled with magic would be way more fun!\Not compared to how fun a world filled with mushrooms would be.\Magic is better! response:	Mushrooms!
context: I like the times we live in too.\Even with scientific developments everywhere, there are still things only magic can be used for.\There it is, the honor student view.\You two are just boring.\A world filled with magic would be way more fun!\Not compared to how fun a world filled with mushrooms would be.\Magic is better!\Mushrooms! response:	Magic!
context: Even with scientific developments everywhere, there are still things only magic can be used for.\There it is, the honor student view.\You two are just boring.\A world filled with magic would be way more fun!\Not compared to how fun a world filled with mushrooms would be.\Magic is better!\Mushrooms!\Magic! response:	Stop that, you two!
context: There it is, the honor student view.\You two are just boring.\A world filled with magic would be way more fun!\Not compared to how fun a world filled with mushrooms would be.\Magic is better!\Mushrooms!\Magic!\Stop that, you two! response:	I lost sight of everything else
context: You two are just boring.\A world filled with magic would be way more fun!\Not compared to how fun a world filled with mushrooms would be.\Magic is better!\Mushrooms!\Magic!\Stop that, you two!\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: A world filled with magic would be way more fun!\Not compared to how fun a world filled with mushrooms would be.\Magic is better!\Mushrooms!\Magic!\Stop that, you two!\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Not compared to how fun a world filled with mushrooms would be.\Magic is better!\Mushrooms!\Magic!\Stop that, you two!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Magic is better!\Mushrooms!\Magic!\Stop that, you two!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	I lost sight of everything else
context: Mushrooms!\Magic!\Stop that, you two!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else response:	muchuu ni natte oikaketeta
context: Magic!\Stop that, you two!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta response:	Chasing after a shooting star
context: Stop that, you two!\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Chasing after a shooting star
context: muchuu ni natte oikaketeta\I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star response:	nagareboshi tadotta saki ni
context: I lost sight of everything else\muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni response:	Longing to know more about this world
context: muchuu ni natte oikaketeta\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Longing to know more about this world
context: nagareboshi tadotta saki ni\Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world response:	hirogaru sekai wo shiritakute
context: Chasing after a shooting star\nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute response:	Just wishing won't make it come true
context: nagareboshi tadotta saki ni\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	Just wishing won't make it come true
context: hirogaru sekai wo shiritakute\Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true response:	kanaetai to negau dake ja nai
context: Longing to know more about this world\hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai response:	But if you only push open the door
context: hirogaru sekai wo shiritakute\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	But if you only push open the door
context: kanaetai to negau dake ja nai\Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door response:	tobira wo akereba hora
context: Just wishing won't make it come true\kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora response:	You'll be one step closer
context: kanaetai to negau dake ja nai\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: But if you only push open the door\tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: tobira wo akereba hora\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	You'll be one step closer
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer response:	chikadzuite yukeru yo
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	Let's go on a journey to find the next page of our story
context: chikadzuite yukeru yo\You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story response:	machikirenai monogatari no tsudzuki wo sagasou
context: You'll be one step closer\chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou response:	You're not the only one who believes in the future
context: chikadzuite yukeru yo\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	You're not the only one who believes in the future
context: machikirenai monogatari no tsudzuki wo sagasou\Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future response:	mirai shinjirareru no wa hitori ja nai kara
context: Let's go on a journey to find the next page of our story\machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara response:	The scenery may be ever-changing
context: machikirenai monogatari no tsudzuki wo sagasou\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	The scenery may be ever-changing
context: mirai shinjirareru no wa hitori ja nai kara\You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing response:	keshiki wa kawatteiku kedo
context: You're not the only one who believes in the future\mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo response:	But under this shining sky
context: mirai shinjirareru no wa hitori ja nai kara\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky response:	kagayaku sora to
context: The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to response:	But under this shining sky
context: keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\The scenery may be ever-changing\keshiki wa kawatteiku kedo\But under this shining sky\kagayaku sora to\But under this shining sky response:	kagayaku sora to
