context: Oh! response:	Cafe
context: That's a big help.\It's a valuable item in the other world.\You grind it down and apply it to your lower back.\It works perfectly!\Yeah, sure...\Hey, I was worried all day today.\What's this all of a sudden?\To be honest, I was full of anxiety as I watched your play, response:	worrying when I should jump in to stop you.
context: It's a valuable item in the other world.\You grind it down and apply it to your lower back.\It works perfectly!\Yeah, sure...\Hey, I was worried all day today.\What's this all of a sudden?\To be honest, I was full of anxiety as I watched your play,\worrying when I should jump in to stop you. response:	But everyone enjoyed it.
context: You grind it down and apply it to your lower back.\It works perfectly!\Yeah, sure...\Hey, I was worried all day today.\What's this all of a sudden?\To be honest, I was full of anxiety as I watched your play,\worrying when I should jump in to stop you.\But everyone enjoyed it. response:	You really did a nice job.
context: It works perfectly!\Yeah, sure...\Hey, I was worried all day today.\What's this all of a sudden?\To be honest, I was full of anxiety as I watched your play,\worrying when I should jump in to stop you.\But everyone enjoyed it.\You really did a nice job. response:	Thanks!
context: Yeah, sure...\Hey, I was worried all day today.\What's this all of a sudden?\To be honest, I was full of anxiety as I watched your play,\worrying when I should jump in to stop you.\But everyone enjoyed it.\You really did a nice job.\Thanks! response:	Oh.
context: Hey, I was worried all day today.\What's this all of a sudden?\To be honest, I was full of anxiety as I watched your play,\worrying when I should jump in to stop you.\But everyone enjoyed it.\You really did a nice job.\Thanks!\Oh. response:	It's a White Christmas.
context: What's this all of a sudden?\To be honest, I was full of anxiety as I watched your play,\worrying when I should jump in to stop you.\But everyone enjoyed it.\You really did a nice job.\Thanks!\Oh.\It's a White Christmas. response:	Here! A Christmas present from me, too.
context: To be honest, I was full of anxiety as I watched your play,\worrying when I should jump in to stop you.\But everyone enjoyed it.\You really did a nice job.\Thanks!\Oh.\It's a White Christmas.\Here! A Christmas present from me, too. response:	Huh?
context: worrying when I should jump in to stop you.\But everyone enjoyed it.\You really did a nice job.\Thanks!\Oh.\It's a White Christmas.\Here! A Christmas present from me, too.\Huh? response:	What is it?
context: But everyone enjoyed it.\You really did a nice job.\Thanks!\Oh.\It's a White Christmas.\Here! A Christmas present from me, too.\Huh?\What is it? response:	Merry Christmas, Tohru.
context: You really did a nice job.\Thanks!\Oh.\It's a White Christmas.\Here! A Christmas present from me, too.\Huh?\What is it?\Merry Christmas, Tohru. response:	Miss Kobayashi!
context: Thanks!\Oh.\It's a White Christmas.\Here! A Christmas present from me, too.\Huh?\What is it?\Merry Christmas, Tohru.\Miss Kobayashi! response:	Tohru, settle down! I'll fall!
context: Oh.\It's a White Christmas.\Here! A Christmas present from me, too.\Huh?\What is it?\Merry Christmas, Tohru.\Miss Kobayashi!\Tohru, settle down! I'll fall! response:	But!
context: It's a White Christmas.\Here! A Christmas present from me, too.\Huh?\What is it?\Merry Christmas, Tohru.\Miss Kobayashi!\Tohru, settle down! I'll fall!\But! response:	I can't get close!
context: Here! A Christmas present from me, too.\Huh?\What is it?\Merry Christmas, Tohru.\Miss Kobayashi!\Tohru, settle down! I'll fall!\But!\I can't get close! response:	Big End of Year Sale
context: Huh?\What is it?\Merry Christmas, Tohru.\Miss Kobayashi!\Tohru, settle down! I'll fall!\But!\I can't get close!\Big End of Year Sale response:	Oborozuka Shopping District
context: What is it?\Merry Christmas, Tohru.\Miss Kobayashi!\Tohru, settle down! I'll fall!\But!\I can't get close!\Big End of Year Sale\Oborozuka Shopping District response:	Next Episode
context: Merry Christmas, Tohru.\Miss Kobayashi!\Tohru, settle down! I'll fall!\But!\I can't get close!\Big End of Year Sale\Oborozuka Shopping District\Next Episode response:	Mr. Fafnir, that was quite the excellent performance!
context: Miss Kobayashi!\Tohru, settle down! I'll fall!\But!\I can't get close!\Big End of Year Sale\Oborozuka Shopping District\Next Episode\Mr. Fafnir, that was quite the excellent performance! response:	Hmph.
context: Tohru, settle down! I'll fall!\But!\I can't get close!\Big End of Year Sale\Oborozuka Shopping District\Next Episode\Mr. Fafnir, that was quite the excellent performance!\Hmph. response:	Pathetic human.
context: But!\I can't get close!\Big End of Year Sale\Oborozuka Shopping District\Next Episode\Mr. Fafnir, that was quite the excellent performance!\Hmph.\Pathetic human. response:	Stop it.
context: I can't get close!\Big End of Year Sale\Oborozuka Shopping District\Next Episode\Mr. Fafnir, that was quite the excellent performance!\Hmph.\Pathetic human.\Stop it. response:	Oh? Why do you wish to be a magical girl?
context: Big End of Year Sale\Oborozuka Shopping District\Next Episode\Mr. Fafnir, that was quite the excellent performance!\Hmph.\Pathetic human.\Stop it.\Oh? Why do you wish to be a magical girl? response:	Don't mimic me.
context: Oborozuka Shopping District\Next Episode\Mr. Fafnir, that was quite the excellent performance!\Hmph.\Pathetic human.\Stop it.\Oh? Why do you wish to be a magical girl?\Don't mimic me. response:	Very well.
context: Next Episode\Mr. Fafnir, that was quite the excellent performance!\Hmph.\Pathetic human.\Stop it.\Oh? Why do you wish to be a magical girl?\Don't mimic me.\Very well. response:	Episode 11
context: Mr. Fafnir, that was quite the excellent performance!\Hmph.\Pathetic human.\Stop it.\Oh? Why do you wish to be a magical girl?\Don't mimic me.\Very well.\Episode 11 response:	Year End, New Year! (No Comiket Bit This Time)
context: Hmph.\Pathetic human.\Stop it.\Oh? Why do you wish to be a magical girl?\Don't mimic me.\Very well.\Episode 11\Year End, New Year! (No Comiket Bit This Time) response:	You are truly human.
context: Pathetic human.\Stop it.\Oh? Why do you wish to be a magical girl?\Don't mimic me.\Very well.\Episode 11\Year End, New Year! (No Comiket Bit This Time)\You are truly human. response:	I'll kill you!
