context: It appears that you're the last one. response:	Damn it! You damn brats... Who do you think you are?!
context: One of Reigen's special moves where,\Self-Defense Rush\when he's unsure if it's really self-defense, he yells out self-defense just in case.\Impossible! I couldn't sense him at all.\Who is he?!\Reigen-san!\Everyone, get up! The great master is here.\The great master? Don't tell me... response:	There's an esper who can actually make his presence disappear?
context: Self-Defense Rush\when he's unsure if it's really self-defense, he yells out self-defense just in case.\Impossible! I couldn't sense him at all.\Who is he?!\Reigen-san!\Everyone, get up! The great master is here.\The great master? Don't tell me...\There's an esper who can actually make his presence disappear? response:	What should I do? Should I withdraw?
context: when he's unsure if it's really self-defense, he yells out self-defense just in case.\Impossible! I couldn't sense him at all.\Who is he?!\Reigen-san!\Everyone, get up! The great master is here.\The great master? Don't tell me...\There's an esper who can actually make his presence disappear?\What should I do? Should I withdraw? response:	Master, he's rather strong.
context: Impossible! I couldn't sense him at all.\Who is he?!\Reigen-san!\Everyone, get up! The great master is here.\The great master? Don't tell me...\There's an esper who can actually make his presence disappear?\What should I do? Should I withdraw?\Master, he's rather strong. response:	He's dangerous, so please step back.
context: Who is he?!\Reigen-san!\Everyone, get up! The great master is here.\The great master? Don't tell me...\There's an esper who can actually make his presence disappear?\What should I do? Should I withdraw?\Master, he's rather strong.\He's dangerous, so please step back. response:	Oh, hey, Mob.
context: Reigen-san!\Everyone, get up! The great master is here.\The great master? Don't tell me...\There's an esper who can actually make his presence disappear?\What should I do? Should I withdraw?\Master, he's rather strong.\He's dangerous, so please step back.\Oh, hey, Mob. response:	That boy from earlier and this unknown esper...
context: Everyone, get up! The great master is here.\The great master? Don't tell me...\There's an esper who can actually make his presence disappear?\What should I do? Should I withdraw?\Master, he's rather strong.\He's dangerous, so please step back.\Oh, hey, Mob.\That boy from earlier and this unknown esper... response:	Just how many are there?
context: The great master? Don't tell me...\There's an esper who can actually make his presence disappear?\What should I do? Should I withdraw?\Master, he's rather strong.\He's dangerous, so please step back.\Oh, hey, Mob.\That boy from earlier and this unknown esper...\Just how many are there? response:	Do they have some kind of huge organization?
context: There's an esper who can actually make his presence disappear?\What should I do? Should I withdraw?\Master, he's rather strong.\He's dangerous, so please step back.\Oh, hey, Mob.\That boy from earlier and this unknown esper...\Just how many are there?\Do they have some kind of huge organization? response:	More importantly, this kid... is on a whole other level.
context: What should I do? Should I withdraw?\Master, he's rather strong.\He's dangerous, so please step back.\Oh, hey, Mob.\That boy from earlier and this unknown esper...\Just how many are there?\Do they have some kind of huge organization?\More importantly, this kid... is on a whole other level. response:	Yeah, I give up. I don't stand a chance. I give.
context: Master, he's rather strong.\He's dangerous, so please step back.\Oh, hey, Mob.\That boy from earlier and this unknown esper...\Just how many are there?\Do they have some kind of huge organization?\More importantly, this kid... is on a whole other level.\Yeah, I give up. I don't stand a chance. I give. response:	Well, that was easy.
context: He's dangerous, so please step back.\Oh, hey, Mob.\That boy from earlier and this unknown esper...\Just how many are there?\Do they have some kind of huge organization?\More importantly, this kid... is on a whole other level.\Yeah, I give up. I don't stand a chance. I give.\Well, that was easy. response:	What happened to taking over the world?
context: Oh, hey, Mob.\That boy from earlier and this unknown esper...\Just how many are there?\Do they have some kind of huge organization?\More importantly, this kid... is on a whole other level.\Yeah, I give up. I don't stand a chance. I give.\Well, that was easy.\What happened to taking over the world? response:	The only one serious about that is the boss.
context: That boy from earlier and this unknown esper...\Just how many are there?\Do they have some kind of huge organization?\More importantly, this kid... is on a whole other level.\Yeah, I give up. I don't stand a chance. I give.\Well, that was easy.\What happened to taking over the world?\The only one serious about that is the boss. response:	I don't really care as long as I get to have fun.
context: Just how many are there?\Do they have some kind of huge organization?\More importantly, this kid... is on a whole other level.\Yeah, I give up. I don't stand a chance. I give.\Well, that was easy.\What happened to taking over the world?\The only one serious about that is the boss.\I don't really care as long as I get to have fun. response:	As long as you get to have fun?
context: Do they have some kind of huge organization?\More importantly, this kid... is on a whole other level.\Yeah, I give up. I don't stand a chance. I give.\Well, that was easy.\What happened to taking over the world?\The only one serious about that is the boss.\I don't really care as long as I get to have fun.\As long as you get to have fun? response:	You disrupted the lives of so many people just for that?
context: More importantly, this kid... is on a whole other level.\Yeah, I give up. I don't stand a chance. I give.\Well, that was easy.\What happened to taking over the world?\The only one serious about that is the boss.\I don't really care as long as I get to have fun.\As long as you get to have fun?\You disrupted the lives of so many people just for that? response:	You can't be serious.
context: Yeah, I give up. I don't stand a chance. I give.\Well, that was easy.\What happened to taking over the world?\The only one serious about that is the boss.\I don't really care as long as I get to have fun.\As long as you get to have fun?\You disrupted the lives of so many people just for that?\You can't be serious. response:	He ran away!
context: Well, that was easy.\What happened to taking over the world?\The only one serious about that is the boss.\I don't really care as long as I get to have fun.\As long as you get to have fun?\You disrupted the lives of so many people just for that?\You can't be serious.\He ran away! response:	I don't feel like we won at all.
context: What happened to taking over the world?\The only one serious about that is the boss.\I don't really care as long as I get to have fun.\As long as you get to have fun?\You disrupted the lives of so many people just for that?\You can't be serious.\He ran away!\I don't feel like we won at all. response:	He might attack again.
context: The only one serious about that is the boss.\I don't really care as long as I get to have fun.\As long as you get to have fun?\You disrupted the lives of so many people just for that?\You can't be serious.\He ran away!\I don't feel like we won at all.\He might attack again. response:	No, I'm pretty sure he's been traumatized.
context: I don't really care as long as I get to have fun.\As long as you get to have fun?\You disrupted the lives of so many people just for that?\You can't be serious.\He ran away!\I don't feel like we won at all.\He might attack again.\No, I'm pretty sure he's been traumatized. response:	I think he might've learned his place and turned over a new leaf.
context: As long as you get to have fun?\You disrupted the lives of so many people just for that?\You can't be serious.\He ran away!\I don't feel like we won at all.\He might attack again.\No, I'm pretty sure he's been traumatized.\I think he might've learned his place and turned over a new leaf. response:	Nii-san.
context: You disrupted the lives of so many people just for that?\You can't be serious.\He ran away!\I don't feel like we won at all.\He might attack again.\No, I'm pretty sure he's been traumatized.\I think he might've learned his place and turned over a new leaf.\Nii-san. response:	Ritsu! Are you okay?
context: You can't be serious.\He ran away!\I don't feel like we won at all.\He might attack again.\No, I'm pretty sure he's been traumatized.\I think he might've learned his place and turned over a new leaf.\Nii-san.\Ritsu! Are you okay? response:	Yeah. Mom and Dad are somewhere safe, too.
context: He ran away!\I don't feel like we won at all.\He might attack again.\No, I'm pretty sure he's been traumatized.\I think he might've learned his place and turned over a new leaf.\Nii-san.\Ritsu! Are you okay?\Yeah. Mom and Dad are somewhere safe, too. response:	I see. So it's just like Dimple and Master said.
context: I don't feel like we won at all.\He might attack again.\No, I'm pretty sure he's been traumatized.\I think he might've learned his place and turned over a new leaf.\Nii-san.\Ritsu! Are you okay?\Yeah. Mom and Dad are somewhere safe, too.\I see. So it's just like Dimple and Master said. response:	We sure had one hell of a scare.
context: He might attack again.\No, I'm pretty sure he's been traumatized.\I think he might've learned his place and turned over a new leaf.\Nii-san.\Ritsu! Are you okay?\Yeah. Mom and Dad are somewhere safe, too.\I see. So it's just like Dimple and Master said.\We sure had one hell of a scare. response:	Shut up.
context: No, I'm pretty sure he's been traumatized.\I think he might've learned his place and turned over a new leaf.\Nii-san.\Ritsu! Are you okay?\Yeah. Mom and Dad are somewhere safe, too.\I see. So it's just like Dimple and Master said.\We sure had one hell of a scare.\Shut up. response:	Now, then... I guess all we have left is the last boss.
context: I think he might've learned his place and turned over a new leaf.\Nii-san.\Ritsu! Are you okay?\Yeah. Mom and Dad are somewhere safe, too.\I see. So it's just like Dimple and Master said.\We sure had one hell of a scare.\Shut up.\Now, then... I guess all we have left is the last boss. response:	Hoshino-kun and the others should be getting people to safety right about now.
context: Nii-san.\Ritsu! Are you okay?\Yeah. Mom and Dad are somewhere safe, too.\I see. So it's just like Dimple and Master said.\We sure had one hell of a scare.\Shut up.\Now, then... I guess all we have left is the last boss.\Hoshino-kun and the others should be getting people to safety right about now. response:	Let's meet back up with them and attack.
context: Ritsu! Are you okay?\Yeah. Mom and Dad are somewhere safe, too.\I see. So it's just like Dimple and Master said.\We sure had one hell of a scare.\Shut up.\Now, then... I guess all we have left is the last boss.\Hoshino-kun and the others should be getting people to safety right about now.\Let's meet back up with them and attack. response:	No.
context: Yeah. Mom and Dad are somewhere safe, too.\I see. So it's just like Dimple and Master said.\We sure had one hell of a scare.\Shut up.\Now, then... I guess all we have left is the last boss.\Hoshino-kun and the others should be getting people to safety right about now.\Let's meet back up with them and attack.\No. response:	You're all hurt.
context: I see. So it's just like Dimple and Master said.\We sure had one hell of a scare.\Shut up.\Now, then... I guess all we have left is the last boss.\Hoshino-kun and the others should be getting people to safety right about now.\Let's meet back up with them and attack.\No.\You're all hurt. response:	I'll go alone.
context: We sure had one hell of a scare.\Shut up.\Now, then... I guess all we have left is the last boss.\Hoshino-kun and the others should be getting people to safety right about now.\Let's meet back up with them and attack.\No.\You're all hurt.\I'll go alone. response:	K-Kageyama-kun! What are you talking about?!
context: Shut up.\Now, then... I guess all we have left is the last boss.\Hoshino-kun and the others should be getting people to safety right about now.\Let's meet back up with them and attack.\No.\You're all hurt.\I'll go alone.\K-Kageyama-kun! What are you talking about?! response:	I'll go, too! One of my friends already went in!
context: Now, then... I guess all we have left is the last boss.\Hoshino-kun and the others should be getting people to safety right about now.\Let's meet back up with them and attack.\No.\You're all hurt.\I'll go alone.\K-Kageyama-kun! What are you talking about?!\I'll go, too! One of my friends already went in! response:	No.
context: Hoshino-kun and the others should be getting people to safety right about now.\Let's meet back up with them and attack.\No.\You're all hurt.\I'll go alone.\K-Kageyama-kun! What are you talking about?!\I'll go, too! One of my friends already went in!\No. response:	This might be hard to hear, but you'll just be in my way.
context: Let's meet back up with them and attack.\No.\You're all hurt.\I'll go alone.\K-Kageyama-kun! What are you talking about?!\I'll go, too! One of my friends already went in!\No.\This might be hard to hear, but you'll just be in my way. response:	I'm sorry.
context: No.\You're all hurt.\I'll go alone.\K-Kageyama-kun! What are you talking about?!\I'll go, too! One of my friends already went in!\No.\This might be hard to hear, but you'll just be in my way.\I'm sorry. response:	Being hard on people...
context: You're all hurt.\I'll go alone.\K-Kageyama-kun! What are you talking about?!\I'll go, too! One of my friends already went in!\No.\This might be hard to hear, but you'll just be in my way.\I'm sorry.\Being hard on people... response:	So this is how Shigeo processed what Mogami said to him.
context: I'll go alone.\K-Kageyama-kun! What are you talking about?!\I'll go, too! One of my friends already went in!\No.\This might be hard to hear, but you'll just be in my way.\I'm sorry.\Being hard on people...\So this is how Shigeo processed what Mogami said to him. response:	Dimple, I'm counting on you.
context: K-Kageyama-kun! What are you talking about?!\I'll go, too! One of my friends already went in!\No.\This might be hard to hear, but you'll just be in my way.\I'm sorry.\Being hard on people...\So this is how Shigeo processed what Mogami said to him.\Dimple, I'm counting on you. response:	I know!
context: I'll go, too! One of my friends already went in!\No.\This might be hard to hear, but you'll just be in my way.\I'm sorry.\Being hard on people...\So this is how Shigeo processed what Mogami said to him.\Dimple, I'm counting on you.\I know! response:	I spilled a seed and lost sight of it
context: No.\This might be hard to hear, but you'll just be in my way.\I'm sorry.\Being hard on people...\So this is how Shigeo processed what Mogami said to him.\Dimple, I'm counting on you.\I know!\I spilled a seed and lost sight of it response:	I'll find it using the color it's dyed in and watch it grow
context: This might be hard to hear, but you'll just be in my way.\I'm sorry.\Being hard on people...\So this is how Shigeo processed what Mogami said to him.\Dimple, I'm counting on you.\I know!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow response:	It immediately returned to the palm of my hand
context: I'm sorry.\Being hard on people...\So this is how Shigeo processed what Mogami said to him.\Dimple, I'm counting on you.\I know!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand response:	But it's still too light and too frail to reach for the skies
context: Being hard on people...\So this is how Shigeo processed what Mogami said to him.\Dimple, I'm counting on you.\I know!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies response:	The world coldly drains away all the heat
context: So this is how Shigeo processed what Mogami said to him.\Dimple, I'm counting on you.\I know!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat response:	The bright sunshine just isn't enough
context: Dimple, I'm counting on you.\I know!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough response:	The memories are closing off what lies ahead
context: I know!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead response:	Shake off their warmth and set off into the distance
context: I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance response:	If I let it wither, it'd be over just like that
context: I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that response:	But my hope just doesn't fade away
context: It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away response:	You're not scared to do this on your own?
context: But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\You're not scared to do this on your own? response:	Of course I'm scared.
context: The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\You're not scared to do this on your own?\Of course I'm scared. response:	But having someone else get hurt scares me even more.
context: The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\You're not scared to do this on your own?\Of course I'm scared.\But having someone else get hurt scares me even more. response:	I'm sure I'll be able to figure something out.
context: The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\You're not scared to do this on your own?\Of course I'm scared.\But having someone else get hurt scares me even more.\I'm sure I'll be able to figure something out. response:	Crap... I'm trying to take advantage of him while he's still a kid,
context: Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away\You're not scared to do this on your own?\Of course I'm scared.\But having someone else get hurt scares me even more.\I'm sure I'll be able to figure something out.\Crap... I'm trying to take advantage of him while he's still a kid, response:	but Shigeo's going to become an adult before I know it.
context: If I let it wither, it'd be over just like that\But my hope just doesn't fade away\You're not scared to do this on your own?\Of course I'm scared.\But having someone else get hurt scares me even more.\I'm sure I'll be able to figure something out.\Crap... I'm trying to take advantage of him while he's still a kid,\but Shigeo's going to become an adult before I know it. response:	Are you in middle school? Damn... You're still a kid.
context: But my hope just doesn't fade away\You're not scared to do this on your own?\Of course I'm scared.\But having someone else get hurt scares me even more.\I'm sure I'll be able to figure something out.\Crap... I'm trying to take advantage of him while he's still a kid,\but Shigeo's going to become an adult before I know it.\Are you in middle school? Damn... You're still a kid. response:	This is a really bad time.
context: You're not scared to do this on your own?\Of course I'm scared.\But having someone else get hurt scares me even more.\I'm sure I'll be able to figure something out.\Crap... I'm trying to take advantage of him while he's still a kid,\but Shigeo's going to become an adult before I know it.\Are you in middle school? Damn... You're still a kid.\This is a really bad time. response:	Would you kindly leave?
context: Of course I'm scared.\But having someone else get hurt scares me even more.\I'm sure I'll be able to figure something out.\Crap... I'm trying to take advantage of him while he's still a kid,\but Shigeo's going to become an adult before I know it.\Are you in middle school? Damn... You're still a kid.\This is a really bad time.\Would you kindly leave? response:	Mob finally infiltrates the enemy's base.
context: But having someone else get hurt scares me even more.\I'm sure I'll be able to figure something out.\Crap... I'm trying to take advantage of him while he's still a kid,\but Shigeo's going to become an adult before I know it.\Are you in middle school? Damn... You're still a kid.\This is a really bad time.\Would you kindly leave?\Mob finally infiltrates the enemy's base. response:	Can he get past Serizawa and make it to the boss?
context: I'm sure I'll be able to figure something out.\Crap... I'm trying to take advantage of him while he's still a kid,\but Shigeo's going to become an adult before I know it.\Are you in middle school? Damn... You're still a kid.\This is a really bad time.\Would you kindly leave?\Mob finally infiltrates the enemy's base.\Can he get past Serizawa and make it to the boss? response:	Meanwhile, the boss, who just defeated his son, Sho, shows his true identity.
context: Crap... I'm trying to take advantage of him while he's still a kid,\but Shigeo's going to become an adult before I know it.\Are you in middle school? Damn... You're still a kid.\This is a really bad time.\Would you kindly leave?\Mob finally infiltrates the enemy's base.\Can he get past Serizawa and make it to the boss?\Meanwhile, the boss, who just defeated his son, Sho, shows his true identity. response:	The Battle for Social Rehabilitation Friendship.
context: but Shigeo's going to become an adult before I know it.\Are you in middle school? Damn... You're still a kid.\This is a really bad time.\Would you kindly leave?\Mob finally infiltrates the enemy's base.\Can he get past Serizawa and make it to the boss?\Meanwhile, the boss, who just defeated his son, Sho, shows his true identity.\The Battle for Social Rehabilitation Friendship. response:	The serious option C involves Blu-rays, manga volumes, and events!
context: Are you in middle school? Damn... You're still a kid.\This is a really bad time.\Would you kindly leave?\Mob finally infiltrates the enemy's base.\Can he get past Serizawa and make it to the boss?\Meanwhile, the boss, who just defeated his son, Sho, shows his true identity.\The Battle for Social Rehabilitation Friendship.\The serious option C involves Blu-rays, manga volumes, and events! response:	The Battle for Social Rehabilitation Friendship
