context: Christmas is just around the corner, huh? response:	Do you guys already have plans?
context: Um... Ms. Hana, what are you doing?\Ms. Hana! Don't tell me you're...\We've been waiting for you, Boss.\Let's start this meeting.\Just now, I thought I heard Raku's voice from up above.\But really, look how the whole city's in full Christmas mode.\Incoming call\Raku response:	From Raku?
context: Ms. Hana! Don't tell me you're...\We've been waiting for you, Boss.\Let's start this meeting.\Just now, I thought I heard Raku's voice from up above.\But really, look how the whole city's in full Christmas mode.\Incoming call\Raku\From Raku? response:	What does he want?
context: We've been waiting for you, Boss.\Let's start this meeting.\Just now, I thought I heard Raku's voice from up above.\But really, look how the whole city's in full Christmas mode.\Incoming call\Raku\From Raku?\What does he want? response:	Connected
context: Let's start this meeting.\Just now, I thought I heard Raku's voice from up above.\But really, look how the whole city's in full Christmas mode.\Incoming call\Raku\From Raku?\What does he want?\Connected response:	Hello?
context: Just now, I thought I heard Raku's voice from up above.\But really, look how the whole city's in full Christmas mode.\Incoming call\Raku\From Raku?\What does he want?\Connected\Hello? response:	H-Hey... is that you, Chitoge?
context: But really, look how the whole city's in full Christmas mode.\Incoming call\Raku\From Raku?\What does he want?\Connected\Hello?\H-Hey... is that you, Chitoge? response:	Why do you sound like that?
context: Incoming call\Raku\From Raku?\What does he want?\Connected\Hello?\H-Hey... is that you, Chitoge?\Why do you sound like that? response:	I finally got to go on a short break now, see.
context: Raku\From Raku?\What does he want?\Connected\Hello?\H-Hey... is that you, Chitoge?\Why do you sound like that?\I finally got to go on a short break now, see. response:	But hey, I have to say...
context: From Raku?\What does he want?\Connected\Hello?\H-Hey... is that you, Chitoge?\Why do you sound like that?\I finally got to go on a short break now, see.\But hey, I have to say... response:	Your mom is way beyond demonic, huh?
context: What does he want?\Connected\Hello?\H-Hey... is that you, Chitoge?\Why do you sound like that?\I finally got to go on a short break now, see.\But hey, I have to say...\Your mom is way beyond demonic, huh? response:	I get that a lot.
context: Connected\Hello?\H-Hey... is that you, Chitoge?\Why do you sound like that?\I finally got to go on a short break now, see.\But hey, I have to say...\Your mom is way beyond demonic, huh?\I get that a lot. response:	So, what's up?
context: Hello?\H-Hey... is that you, Chitoge?\Why do you sound like that?\I finally got to go on a short break now, see.\But hey, I have to say...\Your mom is way beyond demonic, huh?\I get that a lot.\So, what's up? response:	Oh, nothing.
context: H-Hey... is that you, Chitoge?\Why do you sound like that?\I finally got to go on a short break now, see.\But hey, I have to say...\Your mom is way beyond demonic, huh?\I get that a lot.\So, what's up?\Oh, nothing. response:	I just thought you might be feeling down.
context: Why do you sound like that?\I finally got to go on a short break now, see.\But hey, I have to say...\Your mom is way beyond demonic, huh?\I get that a lot.\So, what's up?\Oh, nothing.\I just thought you might be feeling down. response:	Why would I...?
context: I finally got to go on a short break now, see.\But hey, I have to say...\Your mom is way beyond demonic, huh?\I get that a lot.\So, what's up?\Oh, nothing.\I just thought you might be feeling down.\Why would I...? response:	Yesterday, what you really wanted was for your mom to say,
context: But hey, I have to say...\Your mom is way beyond demonic, huh?\I get that a lot.\So, what's up?\Oh, nothing.\I just thought you might be feeling down.\Why would I...?\Yesterday, what you really wanted was for your mom to say, response:	It makes me so happy to see you still wearing that ribbon. Right?
context: Your mom is way beyond demonic, huh?\I get that a lot.\So, what's up?\Oh, nothing.\I just thought you might be feeling down.\Why would I...?\Yesterday, what you really wanted was for your mom to say,\It makes me so happy to see you still wearing that ribbon. Right? response:	It has nothing to do with you!
context: I get that a lot.\So, what's up?\Oh, nothing.\I just thought you might be feeling down.\Why would I...?\Yesterday, what you really wanted was for your mom to say,\It makes me so happy to see you still wearing that ribbon. Right?\It has nothing to do with you! response:	You know it does. It totally does.
context: So, what's up?\Oh, nothing.\I just thought you might be feeling down.\Why would I...?\Yesterday, what you really wanted was for your mom to say,\It makes me so happy to see you still wearing that ribbon. Right?\It has nothing to do with you!\You know it does. It totally does. response:	I don't know how serious Ms. Hana was
context: Oh, nothing.\I just thought you might be feeling down.\Why would I...?\Yesterday, what you really wanted was for your mom to say,\It makes me so happy to see you still wearing that ribbon. Right?\It has nothing to do with you!\You know it does. It totally does.\I don't know how serious Ms. Hana was response:	about letting us spend the night together on Christmas Eve if she approved of me,
context: I just thought you might be feeling down.\Why would I...?\Yesterday, what you really wanted was for your mom to say,\It makes me so happy to see you still wearing that ribbon. Right?\It has nothing to do with you!\You know it does. It totally does.\I don't know how serious Ms. Hana was\about letting us spend the night together on Christmas Eve if she approved of me, response:	but you...
context: Why would I...?\Yesterday, what you really wanted was for your mom to say,\It makes me so happy to see you still wearing that ribbon. Right?\It has nothing to do with you!\You know it does. It totally does.\I don't know how serious Ms. Hana was\about letting us spend the night together on Christmas Eve if she approved of me,\but you... response:	What you really want is to spend Christmas Eve with your mom, right?
context: Yesterday, what you really wanted was for your mom to say,\It makes me so happy to see you still wearing that ribbon. Right?\It has nothing to do with you!\You know it does. It totally does.\I don't know how serious Ms. Hana was\about letting us spend the night together on Christmas Eve if she approved of me,\but you...\What you really want is to spend Christmas Eve with your mom, right? response:	I'm worried.
context: It makes me so happy to see you still wearing that ribbon. Right?\It has nothing to do with you!\You know it does. It totally does.\I don't know how serious Ms. Hana was\about letting us spend the night together on Christmas Eve if she approved of me,\but you...\What you really want is to spend Christmas Eve with your mom, right?\I'm worried. response:	That the truth is my mom doesn't have the slightest interest in me at all.
context: It has nothing to do with you!\You know it does. It totally does.\I don't know how serious Ms. Hana was\about letting us spend the night together on Christmas Eve if she approved of me,\but you...\What you really want is to spend Christmas Eve with your mom, right?\I'm worried.\That the truth is my mom doesn't have the slightest interest in me at all. response:	Well, this is what Mom always asks, every time I see her.
context: You know it does. It totally does.\I don't know how serious Ms. Hana was\about letting us spend the night together on Christmas Eve if she approved of me,\but you...\What you really want is to spend Christmas Eve with your mom, right?\I'm worried.\That the truth is my mom doesn't have the slightest interest in me at all.\Well, this is what Mom always asks, every time I see her. response:	How old are you now?
context: I don't know how serious Ms. Hana was\about letting us spend the night together on Christmas Eve if she approved of me,\but you...\What you really want is to spend Christmas Eve with your mom, right?\I'm worried.\That the truth is my mom doesn't have the slightest interest in me at all.\Well, this is what Mom always asks, every time I see her.\How old are you now? response:	She can't seem to remember, no matter how many times I tell her.
context: about letting us spend the night together on Christmas Eve if she approved of me,\but you...\What you really want is to spend Christmas Eve with your mom, right?\I'm worried.\That the truth is my mom doesn't have the slightest interest in me at all.\Well, this is what Mom always asks, every time I see her.\How old are you now?\She can't seem to remember, no matter how many times I tell her. response:	And when I do see her, all she does is yell at me.
context: but you...\What you really want is to spend Christmas Eve with your mom, right?\I'm worried.\That the truth is my mom doesn't have the slightest interest in me at all.\Well, this is what Mom always asks, every time I see her.\How old are you now?\She can't seem to remember, no matter how many times I tell her.\And when I do see her, all she does is yell at me. response:	She never praises me, not even once.
context: What you really want is to spend Christmas Eve with your mom, right?\I'm worried.\That the truth is my mom doesn't have the slightest interest in me at all.\Well, this is what Mom always asks, every time I see her.\How old are you now?\She can't seem to remember, no matter how many times I tell her.\And when I do see her, all she does is yell at me.\She never praises me, not even once. response:	And she's always only cold to me.
context: I'm worried.\That the truth is my mom doesn't have the slightest interest in me at all.\Well, this is what Mom always asks, every time I see her.\How old are you now?\She can't seem to remember, no matter how many times I tell her.\And when I do see her, all she does is yell at me.\She never praises me, not even once.\And she's always only cold to me. response:	Even this...
context: That the truth is my mom doesn't have the slightest interest in me at all.\Well, this is what Mom always asks, every time I see her.\How old are you now?\She can't seem to remember, no matter how many times I tell her.\And when I do see her, all she does is yell at me.\She never praises me, not even once.\And she's always only cold to me.\Even this... response:	I bet she said that as she doesn't want to spend Christmas Eve with me.
context: Well, this is what Mom always asks, every time I see her.\How old are you now?\She can't seem to remember, no matter how many times I tell her.\And when I do see her, all she does is yell at me.\She never praises me, not even once.\And she's always only cold to me.\Even this...\I bet she said that as she doesn't want to spend Christmas Eve with me. response:	You know that's not true!
context: How old are you now?\She can't seem to remember, no matter how many times I tell her.\And when I do see her, all she does is yell at me.\She never praises me, not even once.\And she's always only cold to me.\Even this...\I bet she said that as she doesn't want to spend Christmas Eve with me.\You know that's not true! response:	There's no way she wouldn't want to see her own daughter!
context: She can't seem to remember, no matter how many times I tell her.\And when I do see her, all she does is yell at me.\She never praises me, not even once.\And she's always only cold to me.\Even this...\I bet she said that as she doesn't want to spend Christmas Eve with me.\You know that's not true!\There's no way she wouldn't want to see her own daughter! response:	Hey, don't worry.
context: And when I do see her, all she does is yell at me.\She never praises me, not even once.\And she's always only cold to me.\Even this...\I bet she said that as she doesn't want to spend Christmas Eve with me.\You know that's not true!\There's no way she wouldn't want to see her own daughter!\Hey, don't worry. response:	That lady's so swamped,
context: She never praises me, not even once.\And she's always only cold to me.\Even this...\I bet she said that as she doesn't want to spend Christmas Eve with me.\You know that's not true!\There's no way she wouldn't want to see her own daughter!\Hey, don't worry.\That lady's so swamped, response:	but she's always made a point of coming home for Christmas at least, right?
context: And she's always only cold to me.\Even this...\I bet she said that as she doesn't want to spend Christmas Eve with me.\You know that's not true!\There's no way she wouldn't want to see her own daughter!\Hey, don't worry.\That lady's so swamped,\but she's always made a point of coming home for Christmas at least, right? response:	This time, you invite her.
context: Even this...\I bet she said that as she doesn't want to spend Christmas Eve with me.\You know that's not true!\There's no way she wouldn't want to see her own daughter!\Hey, don't worry.\That lady's so swamped,\but she's always made a point of coming home for Christmas at least, right?\This time, you invite her. response:	Tell her that you want to spend Christmas Eve with her.
context: I bet she said that as she doesn't want to spend Christmas Eve with me.\You know that's not true!\There's no way she wouldn't want to see her own daughter!\Hey, don't worry.\That lady's so swamped,\but she's always made a point of coming home for Christmas at least, right?\This time, you invite her.\Tell her that you want to spend Christmas Eve with her. response:	If you're honest with her about how you feel, she might come through for you, right?
context: You know that's not true!\There's no way she wouldn't want to see her own daughter!\Hey, don't worry.\That lady's so swamped,\but she's always made a point of coming home for Christmas at least, right?\This time, you invite her.\Tell her that you want to spend Christmas Eve with her.\If you're honest with her about how you feel, she might come through for you, right? response:	You... think so?
context: There's no way she wouldn't want to see her own daughter!\Hey, don't worry.\That lady's so swamped,\but she's always made a point of coming home for Christmas at least, right?\This time, you invite her.\Tell her that you want to spend Christmas Eve with her.\If you're honest with her about how you feel, she might come through for you, right?\You... think so? response:	It's gonna be all right.
context: Hey, don't worry.\That lady's so swamped,\but she's always made a point of coming home for Christmas at least, right?\This time, you invite her.\Tell her that you want to spend Christmas Eve with her.\If you're honest with her about how you feel, she might come through for you, right?\You... think so?\It's gonna be all right. response:	She's your mom, isn't she?
context: That lady's so swamped,\but she's always made a point of coming home for Christmas at least, right?\This time, you invite her.\Tell her that you want to spend Christmas Eve with her.\If you're honest with her about how you feel, she might come through for you, right?\You... think so?\It's gonna be all right.\She's your mom, isn't she? response:	All right. I'll give it a try.
context: but she's always made a point of coming home for Christmas at least, right?\This time, you invite her.\Tell her that you want to spend Christmas Eve with her.\If you're honest with her about how you feel, she might come through for you, right?\You... think so?\It's gonna be all right.\She's your mom, isn't she?\All right. I'll give it a try. response:	Right. Good luck to you!
context: This time, you invite her.\Tell her that you want to spend Christmas Eve with her.\If you're honest with her about how you feel, she might come through for you, right?\You... think so?\It's gonna be all right.\She's your mom, isn't she?\All right. I'll give it a try.\Right. Good luck to you! response:	Th-Thank y
context: Tell her that you want to spend Christmas Eve with her.\If you're honest with her about how you feel, she might come through for you, right?\You... think so?\It's gonna be all right.\She's your mom, isn't she?\All right. I'll give it a try.\Right. Good luck to you!\Th-Thank y response:	Raku
context: If you're honest with her about how you feel, she might come through for you, right?\You... think so?\It's gonna be all right.\She's your mom, isn't she?\All right. I'll give it a try.\Right. Good luck to you!\Th-Thank y\Raku response:	Connected
context: You... think so?\It's gonna be all right.\She's your mom, isn't she?\All right. I'll give it a try.\Right. Good luck to you!\Th-Thank y\Raku\Connected response:	Sorry, Chitoge!
context: It's gonna be all right.\She's your mom, isn't she?\All right. I'll give it a try.\Right. Good luck to you!\Th-Thank y\Raku\Connected\Sorry, Chitoge! response:	I'm getting a call from Ms. Hana!
context: She's your mom, isn't she?\All right. I'll give it a try.\Right. Good luck to you!\Th-Thank y\Raku\Connected\Sorry, Chitoge!\I'm getting a call from Ms. Hana! response:	I gotta get going! Okay, give it all you've got!
context: All right. I'll give it a try.\Right. Good luck to you!\Th-Thank y\Raku\Connected\Sorry, Chitoge!\I'm getting a call from Ms. Hana!\I gotta get going! Okay, give it all you've got! response:	Bye.
context: Right. Good luck to you!\Th-Thank y\Raku\Connected\Sorry, Chitoge!\I'm getting a call from Ms. Hana!\I gotta get going! Okay, give it all you've got!\Bye. response:	Be honest, huh?
context: Th-Thank y\Raku\Connected\Sorry, Chitoge!\I'm getting a call from Ms. Hana!\I gotta get going! Okay, give it all you've got!\Bye.\Be honest, huh? response:	Hello?
context: Raku\Connected\Sorry, Chitoge!\I'm getting a call from Ms. Hana!\I gotta get going! Okay, give it all you've got!\Bye.\Be honest, huh?\Hello? response:	Uh... Um...
context: Connected\Sorry, Chitoge!\I'm getting a call from Ms. Hana!\I gotta get going! Okay, give it all you've got!\Bye.\Be honest, huh?\Hello?\Uh... Um... response:	Mother? It's me.
context: Sorry, Chitoge!\I'm getting a call from Ms. Hana!\I gotta get going! Okay, give it all you've got!\Bye.\Be honest, huh?\Hello?\Uh... Um...\Mother? It's me. response:	Chitoge? Well, how unusual.
context: I'm getting a call from Ms. Hana!\I gotta get going! Okay, give it all you've got!\Bye.\Be honest, huh?\Hello?\Uh... Um...\Mother? It's me.\Chitoge? Well, how unusual. response:	Um... Listen...
context: I gotta get going! Okay, give it all you've got!\Bye.\Be honest, huh?\Hello?\Uh... Um...\Mother? It's me.\Chitoge? Well, how unusual.\Um... Listen... response:	What do you want?
context: Bye.\Be honest, huh?\Hello?\Uh... Um...\Mother? It's me.\Chitoge? Well, how unusual.\Um... Listen...\What do you want? response:	I'm busy with work right now, so if we could pick this up later...
context: Be honest, huh?\Hello?\Uh... Um...\Mother? It's me.\Chitoge? Well, how unusual.\Um... Listen...\What do you want?\I'm busy with work right now, so if we could pick this up later... response:	I'm sorry! This won't take long!
context: Hello?\Uh... Um...\Mother? It's me.\Chitoge? Well, how unusual.\Um... Listen...\What do you want?\I'm busy with work right now, so if we could pick this up later...\I'm sorry! This won't take long! response:	Um...
context: Uh... Um...\Mother? It's me.\Chitoge? Well, how unusual.\Um... Listen...\What do you want?\I'm busy with work right now, so if we could pick this up later...\I'm sorry! This won't take long!\Um... response:	about letting Raku and me spend Christmas Eve if you approved of him...
context: Mother? It's me.\Chitoge? Well, how unusual.\Um... Listen...\What do you want?\I'm busy with work right now, so if we could pick this up later...\I'm sorry! This won't take long!\Um...\about letting Raku and me spend Christmas Eve if you approved of him... response:	I'd like you to call that off.
context: Chitoge? Well, how unusual.\Um... Listen...\What do you want?\I'm busy with work right now, so if we could pick this up later...\I'm sorry! This won't take long!\Um...\about letting Raku and me spend Christmas Eve if you approved of him...\I'd like you to call that off. response:	Oh? But why?
context: Um... Listen...\What do you want?\I'm busy with work right now, so if we could pick this up later...\I'm sorry! This won't take long!\Um...\about letting Raku and me spend Christmas Eve if you approved of him...\I'd like you to call that off.\Oh? But why? response:	M-Mother...
context: What do you want?\I'm busy with work right now, so if we could pick this up later...\I'm sorry! This won't take long!\Um...\about letting Raku and me spend Christmas Eve if you approved of him...\I'd like you to call that off.\Oh? But why?\M-Mother... response:	Oh, that's all right.
context: I'm busy with work right now, so if we could pick this up later...\I'm sorry! This won't take long!\Um...\about letting Raku and me spend Christmas Eve if you approved of him...\I'd like you to call that off.\Oh? But why?\M-Mother...\Oh, that's all right. response:	Don't think about me.
context: I'm sorry! This won't take long!\Um...\about letting Raku and me spend Christmas Eve if you approved of him...\I'd like you to call that off.\Oh? But why?\M-Mother...\Oh, that's all right.\Don't think about me. response:	You'd rather spend Christmas Eve with him, right?
context: Um...\about letting Raku and me spend Christmas Eve if you approved of him...\I'd like you to call that off.\Oh? But why?\M-Mother...\Oh, that's all right.\Don't think about me.\You'd rather spend Christmas Eve with him, right? response:	N-No, I...!
context: about letting Raku and me spend Christmas Eve if you approved of him...\I'd like you to call that off.\Oh? But why?\M-Mother...\Oh, that's all right.\Don't think about me.\You'd rather spend Christmas Eve with him, right?\N-No, I...! response:	And besides, I've switched my schedule to get some work done on Christmas Eve,
context: I'd like you to call that off.\Oh? But why?\M-Mother...\Oh, that's all right.\Don't think about me.\You'd rather spend Christmas Eve with him, right?\N-No, I...!\And besides, I've switched my schedule to get some work done on Christmas Eve, response:	so either way, it's not going to work.
context: Oh? But why?\M-Mother...\Oh, that's all right.\Don't think about me.\You'd rather spend Christmas Eve with him, right?\N-No, I...!\And besides, I've switched my schedule to get some work done on Christmas Eve,\so either way, it's not going to work. response:	Is there anything else?
context: M-Mother...\Oh, that's all right.\Don't think about me.\You'd rather spend Christmas Eve with him, right?\N-No, I...!\And besides, I've switched my schedule to get some work done on Christmas Eve,\so either way, it's not going to work.\Is there anything else? response:	No? Then I'm hanging up.
context: Oh, that's all right.\Don't think about me.\You'd rather spend Christmas Eve with him, right?\N-No, I...!\And besides, I've switched my schedule to get some work done on Christmas Eve,\so either way, it's not going to work.\Is there anything else?\No? Then I'm hanging up. response:	Why did you turn her down?
context: Don't think about me.\You'd rather spend Christmas Eve with him, right?\N-No, I...!\And besides, I've switched my schedule to get some work done on Christmas Eve,\so either way, it's not going to work.\Is there anything else?\No? Then I'm hanging up.\Why did you turn her down? response:	What are you talking about?
context: You'd rather spend Christmas Eve with him, right?\N-No, I...!\And besides, I've switched my schedule to get some work done on Christmas Eve,\so either way, it's not going to work.\Is there anything else?\No? Then I'm hanging up.\Why did you turn her down?\What are you talking about? response:	That call just now... it was from Chitoge, wasn't it? So why?
context: N-No, I...!\And besides, I've switched my schedule to get some work done on Christmas Eve,\so either way, it's not going to work.\Is there anything else?\No? Then I'm hanging up.\Why did you turn her down?\What are you talking about?\That call just now... it was from Chitoge, wasn't it? So why? response:	Because I have work to do.
context: And besides, I've switched my schedule to get some work done on Christmas Eve,\so either way, it's not going to work.\Is there anything else?\No? Then I'm hanging up.\Why did you turn her down?\What are you talking about?\That call just now... it was from Chitoge, wasn't it? So why?\Because I have work to do. response:	I thought I wouldn't be spending Christmas Eve with her,
context: so either way, it's not going to work.\Is there anything else?\No? Then I'm hanging up.\Why did you turn her down?\What are you talking about?\That call just now... it was from Chitoge, wasn't it? So why?\Because I have work to do.\I thought I wouldn't be spending Christmas Eve with her, response:	so I scheduled some appointments beforehand.
context: Is there anything else?\No? Then I'm hanging up.\Why did you turn her down?\What are you talking about?\That call just now... it was from Chitoge, wasn't it? So why?\Because I have work to do.\I thought I wouldn't be spending Christmas Eve with her,\so I scheduled some appointments beforehand. response:	Then at least get her a Christmas present!
context: No? Then I'm hanging up.\Why did you turn her down?\What are you talking about?\That call just now... it was from Chitoge, wasn't it? So why?\Because I have work to do.\I thought I wouldn't be spending Christmas Eve with her,\so I scheduled some appointments beforehand.\Then at least get her a Christmas present! response:	I'll go out and buy whatever you want!
context: Why did you turn her down?\What are you talking about?\That call just now... it was from Chitoge, wasn't it? So why?\Because I have work to do.\I thought I wouldn't be spending Christmas Eve with her,\so I scheduled some appointments beforehand.\Then at least get her a Christmas present!\I'll go out and buy whatever you want! response:	No need for that.
context: What are you talking about?\That call just now... it was from Chitoge, wasn't it? So why?\Because I have work to do.\I thought I wouldn't be spending Christmas Eve with her,\so I scheduled some appointments beforehand.\Then at least get her a Christmas present!\I'll go out and buy whatever you want!\No need for that. response:	Never mind that,
context: That call just now... it was from Chitoge, wasn't it? So why?\Because I have work to do.\I thought I wouldn't be spending Christmas Eve with her,\so I scheduled some appointments beforehand.\Then at least get her a Christmas present!\I'll go out and buy whatever you want!\No need for that.\Never mind that, response:	I need to get this work done now, since I have another appointment.
context: Because I have work to do.\I thought I wouldn't be spending Christmas Eve with her,\so I scheduled some appointments beforehand.\Then at least get her a Christmas present!\I'll go out and buy whatever you want!\No need for that.\Never mind that,\I need to get this work done now, since I have another appointment. response:	Is your job that important to you?
context: I thought I wouldn't be spending Christmas Eve with her,\so I scheduled some appointments beforehand.\Then at least get her a Christmas present!\I'll go out and buy whatever you want!\No need for that.\Never mind that,\I need to get this work done now, since I have another appointment.\Is your job that important to you? response:	Why are you so into it?
context: so I scheduled some appointments beforehand.\Then at least get her a Christmas present!\I'll go out and buy whatever you want!\No need for that.\Never mind that,\I need to get this work done now, since I have another appointment.\Is your job that important to you?\Why are you so into it? response:	Because no one can do it but me,
context: Then at least get her a Christmas present!\I'll go out and buy whatever you want!\No need for that.\Never mind that,\I need to get this work done now, since I have another appointment.\Is your job that important to you?\Why are you so into it?\Because no one can do it but me, response:	and because I'm needed.
context: I'll go out and buy whatever you want!\No need for that.\Never mind that,\I need to get this work done now, since I have another appointment.\Is your job that important to you?\Why are you so into it?\Because no one can do it but me,\and because I'm needed. response:	If you have the ability, it's your duty to exercise it... that's my way of thinking.
context: No need for that.\Never mind that,\I need to get this work done now, since I have another appointment.\Is your job that important to you?\Why are you so into it?\Because no one can do it but me,\and because I'm needed.\If you have the ability, it's your duty to exercise it... that's my way of thinking. response:	As long as I'm needed, I'll continue to exercise my abilities.
context: Never mind that,\I need to get this work done now, since I have another appointment.\Is your job that important to you?\Why are you so into it?\Because no one can do it but me,\and because I'm needed.\If you have the ability, it's your duty to exercise it... that's my way of thinking.\As long as I'm needed, I'll continue to exercise my abilities. response:	Come on, your hands are idle, little boy.
context: I need to get this work done now, since I have another appointment.\Is your job that important to you?\Why are you so into it?\Because no one can do it but me,\and because I'm needed.\If you have the ability, it's your duty to exercise it... that's my way of thinking.\As long as I'm needed, I'll continue to exercise my abilities.\Come on, your hands are idle, little boy. response:	Get those documents filed, please!
context: Is your job that important to you?\Why are you so into it?\Because no one can do it but me,\and because I'm needed.\If you have the ability, it's your duty to exercise it... that's my way of thinking.\As long as I'm needed, I'll continue to exercise my abilities.\Come on, your hands are idle, little boy.\Get those documents filed, please! response:	What the hell is that?
context: Why are you so into it?\Because no one can do it but me,\and because I'm needed.\If you have the ability, it's your duty to exercise it... that's my way of thinking.\As long as I'm needed, I'll continue to exercise my abilities.\Come on, your hands are idle, little boy.\Get those documents filed, please!\What the hell is that? response:	Because no one can do it but me?
context: Because no one can do it but me,\and because I'm needed.\If you have the ability, it's your duty to exercise it... that's my way of thinking.\As long as I'm needed, I'll continue to exercise my abilities.\Come on, your hands are idle, little boy.\Get those documents filed, please!\What the hell is that?\Because no one can do it but me? response:	Because I'm needed?
context: and because I'm needed.\If you have the ability, it's your duty to exercise it... that's my way of thinking.\As long as I'm needed, I'll continue to exercise my abilities.\Come on, your hands are idle, little boy.\Get those documents filed, please!\What the hell is that?\Because no one can do it but me?\Because I'm needed? response:	Don't you see that the person closest to you is the one who needs you the most?
context: If you have the ability, it's your duty to exercise it... that's my way of thinking.\As long as I'm needed, I'll continue to exercise my abilities.\Come on, your hands are idle, little boy.\Get those documents filed, please!\What the hell is that?\Because no one can do it but me?\Because I'm needed?\Don't you see that the person closest to you is the one who needs you the most? response:	My bad, Chitoge.
