context: Over here! response:	Second Disciple!
context: he'll be back before you even reach Mount Cangwu.\Senior. Seventeenth, you're up? Have something to eat.\And also...\Master told me to tell you you are to make\30,000 copies of True Classic of Vacuity\in half a month as discipline.\30,000 copies?\By the way, there is a woman in the drawing room response:	who says she is from Qing Qiu.
context: Senior. Seventeenth, you're up? Have something to eat.\And also...\Master told me to tell you you are to make\30,000 copies of True Classic of Vacuity\in half a month as discipline.\30,000 copies?\By the way, there is a woman in the drawing room\who says she is from Qing Qiu. response:	A woman?
context: And also...\Master told me to tell you you are to make\30,000 copies of True Classic of Vacuity\in half a month as discipline.\30,000 copies?\By the way, there is a woman in the drawing room\who says she is from Qing Qiu.\A woman? response:	Xuan Nu?
context: Master told me to tell you you are to make\30,000 copies of True Classic of Vacuity\in half a month as discipline.\30,000 copies?\By the way, there is a woman in the drawing room\who says she is from Qing Qiu.\A woman?\Xuan Nu? response:	There is someone who looks more like Bai Qian than I do?
context: 30,000 copies of True Classic of Vacuity\in half a month as discipline.\30,000 copies?\By the way, there is a woman in the drawing room\who says she is from Qing Qiu.\A woman?\Xuan Nu?\There is someone who looks more like Bai Qian than I do? response:	And it is a man?
context: in half a month as discipline.\30,000 copies?\By the way, there is a woman in the drawing room\who says she is from Qing Qiu.\A woman?\Xuan Nu?\There is someone who looks more like Bai Qian than I do?\And it is a man? response:	Where did this young lady come from?
context: 30,000 copies?\By the way, there is a woman in the drawing room\who says she is from Qing Qiu.\A woman?\Xuan Nu?\There is someone who looks more like Bai Qian than I do?\And it is a man?\Where did this young lady come from? response:	She seems to bear a remarkable resemblance to me.
context: By the way, there is a woman in the drawing room\who says she is from Qing Qiu.\A woman?\Xuan Nu?\There is someone who looks more like Bai Qian than I do?\And it is a man?\Where did this young lady come from?\She seems to bear a remarkable resemblance to me. response:	Si Yin, my name is Xuan Nu.
context: who says she is from Qing Qiu.\A woman?\Xuan Nu?\There is someone who looks more like Bai Qian than I do?\And it is a man?\Where did this young lady come from?\She seems to bear a remarkable resemblance to me.\Si Yin, my name is Xuan Nu. response:	I am the younger sister of Bai Xuan's wife.
context: A woman?\Xuan Nu?\There is someone who looks more like Bai Qian than I do?\And it is a man?\Where did this young lady come from?\She seems to bear a remarkable resemblance to me.\Si Yin, my name is Xuan Nu.\I am the younger sister of Bai Xuan's wife. response:	You are from Qing Qiu?
context: Xuan Nu?\There is someone who looks more like Bai Qian than I do?\And it is a man?\Where did this young lady come from?\She seems to bear a remarkable resemblance to me.\Si Yin, my name is Xuan Nu.\I am the younger sister of Bai Xuan's wife.\You are from Qing Qiu? response:	I think I've heard them mention you before.
context: There is someone who looks more like Bai Qian than I do?\And it is a man?\Where did this young lady come from?\She seems to bear a remarkable resemblance to me.\Si Yin, my name is Xuan Nu.\I am the younger sister of Bai Xuan's wife.\You are from Qing Qiu?\I think I've heard them mention you before. response:	I heard from my sister that you've lived with Zhe Yan for thousands of years
context: And it is a man?\Where did this young lady come from?\She seems to bear a remarkable resemblance to me.\Si Yin, my name is Xuan Nu.\I am the younger sister of Bai Xuan's wife.\You are from Qing Qiu?\I think I've heard them mention you before.\I heard from my sister that you've lived with Zhe Yan for thousands of years response:	and are great friends with the Qing Qiu.
context: Where did this young lady come from?\She seems to bear a remarkable resemblance to me.\Si Yin, my name is Xuan Nu.\I am the younger sister of Bai Xuan's wife.\You are from Qing Qiu?\I think I've heard them mention you before.\I heard from my sister that you've lived with Zhe Yan for thousands of years\and are great friends with the Qing Qiu. response:	Yes, when I lived with Zhe Yan
context: She seems to bear a remarkable resemblance to me.\Si Yin, my name is Xuan Nu.\I am the younger sister of Bai Xuan's wife.\You are from Qing Qiu?\I think I've heard them mention you before.\I heard from my sister that you've lived with Zhe Yan for thousands of years\and are great friends with the Qing Qiu.\Yes, when I lived with Zhe Yan response:	I often called them my brothers just as Bai Qian did.
context: Si Yin, my name is Xuan Nu.\I am the younger sister of Bai Xuan's wife.\You are from Qing Qiu?\I think I've heard them mention you before.\I heard from my sister that you've lived with Zhe Yan for thousands of years\and are great friends with the Qing Qiu.\Yes, when I lived with Zhe Yan\I often called them my brothers just as Bai Qian did. response:	Qian Qian?
context: I am the younger sister of Bai Xuan's wife.\You are from Qing Qiu?\I think I've heard them mention you before.\I heard from my sister that you've lived with Zhe Yan for thousands of years\and are great friends with the Qing Qiu.\Yes, when I lived with Zhe Yan\I often called them my brothers just as Bai Qian did.\Qian Qian? response:	Speaking of her, I haven't seen her in thousands of years.
context: You are from Qing Qiu?\I think I've heard them mention you before.\I heard from my sister that you've lived with Zhe Yan for thousands of years\and are great friends with the Qing Qiu.\Yes, when I lived with Zhe Yan\I often called them my brothers just as Bai Qian did.\Qian Qian?\Speaking of her, I haven't seen her in thousands of years. response:	This is the younger sister of the wife of Qing Qiu's Bai Xuan.
context: I think I've heard them mention you before.\I heard from my sister that you've lived with Zhe Yan for thousands of years\and are great friends with the Qing Qiu.\Yes, when I lived with Zhe Yan\I often called them my brothers just as Bai Qian did.\Qian Qian?\Speaking of her, I haven't seen her in thousands of years.\This is the younger sister of the wife of Qing Qiu's Bai Xuan. response:	This is Mo Yuan's senior disciple.
context: I heard from my sister that you've lived with Zhe Yan for thousands of years\and are great friends with the Qing Qiu.\Yes, when I lived with Zhe Yan\I often called them my brothers just as Bai Qian did.\Qian Qian?\Speaking of her, I haven't seen her in thousands of years.\This is the younger sister of the wife of Qing Qiu's Bai Xuan.\This is Mo Yuan's senior disciple. response:	He is Die Feng, second prince of Water King of the West Sea.
context: and are great friends with the Qing Qiu.\Yes, when I lived with Zhe Yan\I often called them my brothers just as Bai Qian did.\Qian Qian?\Speaking of her, I haven't seen her in thousands of years.\This is the younger sister of the wife of Qing Qiu's Bai Xuan.\This is Mo Yuan's senior disciple.\He is Die Feng, second prince of Water King of the West Sea. response:	I did not know of your esteemed status. I have been impolite.
context: Yes, when I lived with Zhe Yan\I often called them my brothers just as Bai Qian did.\Qian Qian?\Speaking of her, I haven't seen her in thousands of years.\This is the younger sister of the wife of Qing Qiu's Bai Xuan.\This is Mo Yuan's senior disciple.\He is Die Feng, second prince of Water King of the West Sea.\I did not know of your esteemed status. I have been impolite. response:	Our past identities matter not in Kunlun Mountain.
context: I often called them my brothers just as Bai Qian did.\Qian Qian?\Speaking of her, I haven't seen her in thousands of years.\This is the younger sister of the wife of Qing Qiu's Bai Xuan.\This is Mo Yuan's senior disciple.\He is Die Feng, second prince of Water King of the West Sea.\I did not know of your esteemed status. I have been impolite.\Our past identities matter not in Kunlun Mountain. response:	We are all Master's disciples. There is no need for such formalities.
context: Qian Qian?\Speaking of her, I haven't seen her in thousands of years.\This is the younger sister of the wife of Qing Qiu's Bai Xuan.\This is Mo Yuan's senior disciple.\He is Die Feng, second prince of Water King of the West Sea.\I did not know of your esteemed status. I have been impolite.\Our past identities matter not in Kunlun Mountain.\We are all Master's disciples. There is no need for such formalities. response:	Yes.
context: Speaking of her, I haven't seen her in thousands of years.\This is the younger sister of the wife of Qing Qiu's Bai Xuan.\This is Mo Yuan's senior disciple.\He is Die Feng, second prince of Water King of the West Sea.\I did not know of your esteemed status. I have been impolite.\Our past identities matter not in Kunlun Mountain.\We are all Master's disciples. There is no need for such formalities.\Yes. response:	Since you know each other, you two can talk.
context: This is the younger sister of the wife of Qing Qiu's Bai Xuan.\This is Mo Yuan's senior disciple.\He is Die Feng, second prince of Water King of the West Sea.\I did not know of your esteemed status. I have been impolite.\Our past identities matter not in Kunlun Mountain.\We are all Master's disciples. There is no need for such formalities.\Yes.\Since you know each other, you two can talk. response:	I will be going now.
context: This is Mo Yuan's senior disciple.\He is Die Feng, second prince of Water King of the West Sea.\I did not know of your esteemed status. I have been impolite.\Our past identities matter not in Kunlun Mountain.\We are all Master's disciples. There is no need for such formalities.\Yes.\Since you know each other, you two can talk.\I will be going now. response:	Si Yin, this is a letter from Bai Zhen.
context: He is Die Feng, second prince of Water King of the West Sea.\I did not know of your esteemed status. I have been impolite.\Our past identities matter not in Kunlun Mountain.\We are all Master's disciples. There is no need for such formalities.\Yes.\Since you know each other, you two can talk.\I will be going now.\Si Yin, this is a letter from Bai Zhen. response:	This letter contains everything he is entrusting to you.
context: I did not know of your esteemed status. I have been impolite.\Our past identities matter not in Kunlun Mountain.\We are all Master's disciples. There is no need for such formalities.\Yes.\Since you know each other, you two can talk.\I will be going now.\Si Yin, this is a letter from Bai Zhen.\This letter contains everything he is entrusting to you. response:	A letter from Fourth Brother?
context: Our past identities matter not in Kunlun Mountain.\We are all Master's disciples. There is no need for such formalities.\Yes.\Since you know each other, you two can talk.\I will be going now.\Si Yin, this is a letter from Bai Zhen.\This letter contains everything he is entrusting to you.\A letter from Fourth Brother? response:	Why didn't he come himself?
context: We are all Master's disciples. There is no need for such formalities.\Yes.\Since you know each other, you two can talk.\I will be going now.\Si Yin, this is a letter from Bai Zhen.\This letter contains everything he is entrusting to you.\A letter from Fourth Brother?\Why didn't he come himself? response:	Bai Yi's baby girl is about to be born.
context: Yes.\Since you know each other, you two can talk.\I will be going now.\Si Yin, this is a letter from Bai Zhen.\This letter contains everything he is entrusting to you.\A letter from Fourth Brother?\Why didn't he come himself?\Bai Yi's baby girl is about to be born. response:	All the immortals in Qing Qiu have gathered there.
context: Since you know each other, you two can talk.\I will be going now.\Si Yin, this is a letter from Bai Zhen.\This letter contains everything he is entrusting to you.\A letter from Fourth Brother?\Why didn't he come himself?\Bai Yi's baby girl is about to be born.\All the immortals in Qing Qiu have gathered there. response:	When I left Qing Qiu, Second Brother had just married.
context: I will be going now.\Si Yin, this is a letter from Bai Zhen.\This letter contains everything he is entrusting to you.\A letter from Fourth Brother?\Why didn't he come himself?\Bai Yi's baby girl is about to be born.\All the immortals in Qing Qiu have gathered there.\When I left Qing Qiu, Second Brother had just married. response:	He is having a baby already?
context: Si Yin, this is a letter from Bai Zhen.\This letter contains everything he is entrusting to you.\A letter from Fourth Brother?\Why didn't he come himself?\Bai Yi's baby girl is about to be born.\All the immortals in Qing Qiu have gathered there.\When I left Qing Qiu, Second Brother had just married.\He is having a baby already? response:	They already know the gender of the baby?
context: This letter contains everything he is entrusting to you.\A letter from Fourth Brother?\Why didn't he come himself?\Bai Yi's baby girl is about to be born.\All the immortals in Qing Qiu have gathered there.\When I left Qing Qiu, Second Brother had just married.\He is having a baby already?\They already know the gender of the baby? response:	With Zhe Yan around, it'd be hard not to know.
context: A letter from Fourth Brother?\Why didn't he come himself?\Bai Yi's baby girl is about to be born.\All the immortals in Qing Qiu have gathered there.\When I left Qing Qiu, Second Brother had just married.\He is having a baby already?\They already know the gender of the baby?\With Zhe Yan around, it'd be hard not to know. response:	Let me read this.
context: Why didn't he come himself?\Bai Yi's baby girl is about to be born.\All the immortals in Qing Qiu have gathered there.\When I left Qing Qiu, Second Brother had just married.\He is having a baby already?\They already know the gender of the baby?\With Zhe Yan around, it'd be hard not to know.\Let me read this. response:	Fifth Sister, Xuan Nu is being forced by her father
context: Bai Yi's baby girl is about to be born.\All the immortals in Qing Qiu have gathered there.\When I left Qing Qiu, Second Brother had just married.\He is having a baby already?\They already know the gender of the baby?\With Zhe Yan around, it'd be hard not to know.\Let me read this.\Fifth Sister, Xuan Nu is being forced by her father response:	to marry a bear.
context: All the immortals in Qing Qiu have gathered there.\When I left Qing Qiu, Second Brother had just married.\He is having a baby already?\They already know the gender of the baby?\With Zhe Yan around, it'd be hard not to know.\Let me read this.\Fifth Sister, Xuan Nu is being forced by her father\to marry a bear. response:	She ran all the way to Big Brother's abode.
context: When I left Qing Qiu, Second Brother had just married.\He is having a baby already?\They already know the gender of the baby?\With Zhe Yan around, it'd be hard not to know.\Let me read this.\Fifth Sister, Xuan Nu is being forced by her father\to marry a bear.\She ran all the way to Big Brother's abode. response:	Big Sister-in-law was afraid she would be found, so I thought of you.
context: He is having a baby already?\They already know the gender of the baby?\With Zhe Yan around, it'd be hard not to know.\Let me read this.\Fifth Sister, Xuan Nu is being forced by her father\to marry a bear.\She ran all the way to Big Brother's abode.\Big Sister-in-law was afraid she would be found, so I thought of you. response:	Kunlun Mountain is sacred ground. People would not think to search there.
context: They already know the gender of the baby?\With Zhe Yan around, it'd be hard not to know.\Let me read this.\Fifth Sister, Xuan Nu is being forced by her father\to marry a bear.\She ran all the way to Big Brother's abode.\Big Sister-in-law was afraid she would be found, so I thought of you.\Kunlun Mountain is sacred ground. People would not think to search there. response:	Let Xuan Nu hide there for now as a favor to Big Sister-in-law.
context: With Zhe Yan around, it'd be hard not to know.\Let me read this.\Fifth Sister, Xuan Nu is being forced by her father\to marry a bear.\She ran all the way to Big Brother's abode.\Big Sister-in-law was afraid she would be found, so I thought of you.\Kunlun Mountain is sacred ground. People would not think to search there.\Let Xuan Nu hide there for now as a favor to Big Sister-in-law. response:	Me? Why aren't you taking on this problem?
context: Let me read this.\Fifth Sister, Xuan Nu is being forced by her father\to marry a bear.\She ran all the way to Big Brother's abode.\Big Sister-in-law was afraid she would be found, so I thought of you.\Kunlun Mountain is sacred ground. People would not think to search there.\Let Xuan Nu hide there for now as a favor to Big Sister-in-law.\Me? Why aren't you taking on this problem? response:	Why are you throwing it to me?
context: Fifth Sister, Xuan Nu is being forced by her father\to marry a bear.\She ran all the way to Big Brother's abode.\Big Sister-in-law was afraid she would be found, so I thought of you.\Kunlun Mountain is sacred ground. People would not think to search there.\Let Xuan Nu hide there for now as a favor to Big Sister-in-law.\Me? Why aren't you taking on this problem?\Why are you throwing it to me? response:	I also feel leaving you with this problem isn't right.
context: to marry a bear.\She ran all the way to Big Brother's abode.\Big Sister-in-law was afraid she would be found, so I thought of you.\Kunlun Mountain is sacred ground. People would not think to search there.\Let Xuan Nu hide there for now as a favor to Big Sister-in-law.\Me? Why aren't you taking on this problem?\Why are you throwing it to me?\I also feel leaving you with this problem isn't right. response:	But in Ten-mile Peach Tree Woods, Zhe Yan and I are the only two men.
context: She ran all the way to Big Brother's abode.\Big Sister-in-law was afraid she would be found, so I thought of you.\Kunlun Mountain is sacred ground. People would not think to search there.\Let Xuan Nu hide there for now as a favor to Big Sister-in-law.\Me? Why aren't you taking on this problem?\Why are you throwing it to me?\I also feel leaving you with this problem isn't right.\But in Ten-mile Peach Tree Woods, Zhe Yan and I are the only two men. response:	How can we take care of an unmarried woman?
context: Big Sister-in-law was afraid she would be found, so I thought of you.\Kunlun Mountain is sacred ground. People would not think to search there.\Let Xuan Nu hide there for now as a favor to Big Sister-in-law.\Me? Why aren't you taking on this problem?\Why are you throwing it to me?\I also feel leaving you with this problem isn't right.\But in Ten-mile Peach Tree Woods, Zhe Yan and I are the only two men.\How can we take care of an unmarried woman? response:	You are a woman and have also known Xuan Nu since childhood.
context: Kunlun Mountain is sacred ground. People would not think to search there.\Let Xuan Nu hide there for now as a favor to Big Sister-in-law.\Me? Why aren't you taking on this problem?\Why are you throwing it to me?\I also feel leaving you with this problem isn't right.\But in Ten-mile Peach Tree Woods, Zhe Yan and I are the only two men.\How can we take care of an unmarried woman?\You are a woman and have also known Xuan Nu since childhood. response:	I would be more at ease leaving her in your care.
context: Let Xuan Nu hide there for now as a favor to Big Sister-in-law.\Me? Why aren't you taking on this problem?\Why are you throwing it to me?\I also feel leaving you with this problem isn't right.\But in Ten-mile Peach Tree Woods, Zhe Yan and I are the only two men.\How can we take care of an unmarried woman?\You are a woman and have also known Xuan Nu since childhood.\I would be more at ease leaving her in your care. response:	By the way, she does not know you are Bai Qian of Qing Qiu.
context: Me? Why aren't you taking on this problem?\Why are you throwing it to me?\I also feel leaving you with this problem isn't right.\But in Ten-mile Peach Tree Woods, Zhe Yan and I are the only two men.\How can we take care of an unmarried woman?\You are a woman and have also known Xuan Nu since childhood.\I would be more at ease leaving her in your care.\By the way, she does not know you are Bai Qian of Qing Qiu. response:	I did not tell her.
context: Why are you throwing it to me?\I also feel leaving you with this problem isn't right.\But in Ten-mile Peach Tree Woods, Zhe Yan and I are the only two men.\How can we take care of an unmarried woman?\You are a woman and have also known Xuan Nu since childhood.\I would be more at ease leaving her in your care.\By the way, she does not know you are Bai Qian of Qing Qiu.\I did not tell her. response:	I've finished reading it.
context: I also feel leaving you with this problem isn't right.\But in Ten-mile Peach Tree Woods, Zhe Yan and I are the only two men.\How can we take care of an unmarried woman?\You are a woman and have also known Xuan Nu since childhood.\I would be more at ease leaving her in your care.\By the way, she does not know you are Bai Qian of Qing Qiu.\I did not tell her.\I've finished reading it. response:	Fourth Brother just left you to me.
context: But in Ten-mile Peach Tree Woods, Zhe Yan and I are the only two men.\How can we take care of an unmarried woman?\You are a woman and have also known Xuan Nu since childhood.\I would be more at ease leaving her in your care.\By the way, she does not know you are Bai Qian of Qing Qiu.\I did not tell her.\I've finished reading it.\Fourth Brother just left you to me. response:	I really am in a difficult spot.
context: How can we take care of an unmarried woman?\You are a woman and have also known Xuan Nu since childhood.\I would be more at ease leaving her in your care.\By the way, she does not know you are Bai Qian of Qing Qiu.\I did not tell her.\I've finished reading it.\Fourth Brother just left you to me.\I really am in a difficult spot. response:	If you find it a difficult task
context: You are a woman and have also known Xuan Nu since childhood.\I would be more at ease leaving her in your care.\By the way, she does not know you are Bai Qian of Qing Qiu.\I did not tell her.\I've finished reading it.\Fourth Brother just left you to me.\I really am in a difficult spot.\If you find it a difficult task response:	then I... I...
context: I would be more at ease leaving her in your care.\By the way, she does not know you are Bai Qian of Qing Qiu.\I did not tell her.\I've finished reading it.\Fourth Brother just left you to me.\I really am in a difficult spot.\If you find it a difficult task\then I... I... response:	Don't cry.
context: By the way, she does not know you are Bai Qian of Qing Qiu.\I did not tell her.\I've finished reading it.\Fourth Brother just left you to me.\I really am in a difficult spot.\If you find it a difficult task\then I... I...\Don't cry. response:	I have to ask Master if you can stay. Wait here for me.
context: I did not tell her.\I've finished reading it.\Fourth Brother just left you to me.\I really am in a difficult spot.\If you find it a difficult task\then I... I...\Don't cry.\I have to ask Master if you can stay. Wait here for me. response:	Don't cry.
context: I've finished reading it.\Fourth Brother just left you to me.\I really am in a difficult spot.\If you find it a difficult task\then I... I...\Don't cry.\I have to ask Master if you can stay. Wait here for me.\Don't cry. response:	Senior.
context: Fourth Brother just left you to me.\I really am in a difficult spot.\If you find it a difficult task\then I... I...\Don't cry.\I have to ask Master if you can stay. Wait here for me.\Don't cry.\Senior. response:	Seventeenth?
context: I really am in a difficult spot.\If you find it a difficult task\then I... I...\Don't cry.\I have to ask Master if you can stay. Wait here for me.\Don't cry.\Senior.\Seventeenth? response:	Aren't you keeping your cousin company? Why are you here?
context: If you find it a difficult task\then I... I...\Don't cry.\I have to ask Master if you can stay. Wait here for me.\Don't cry.\Senior.\Seventeenth?\Aren't you keeping your cousin company? Why are you here? response:	There are some things that need Master's approval first.
context: then I... I...\Don't cry.\I have to ask Master if you can stay. Wait here for me.\Don't cry.\Senior.\Seventeenth?\Aren't you keeping your cousin company? Why are you here?\There are some things that need Master's approval first. response:	I really can't believe she isn't your sister.
context: Don't cry.\I have to ask Master if you can stay. Wait here for me.\Don't cry.\Senior.\Seventeenth?\Aren't you keeping your cousin company? Why are you here?\There are some things that need Master's approval first.\I really can't believe she isn't your sister. response:	You two look so similar standing side by side.
context: I have to ask Master if you can stay. Wait here for me.\Don't cry.\Senior.\Seventeenth?\Aren't you keeping your cousin company? Why are you here?\There are some things that need Master's approval first.\I really can't believe she isn't your sister.\You two look so similar standing side by side. response:	The world is so large. There are bound to be coincidences.
context: Don't cry.\Senior.\Seventeenth?\Aren't you keeping your cousin company? Why are you here?\There are some things that need Master's approval first.\I really can't believe she isn't your sister.\You two look so similar standing side by side.\The world is so large. There are bound to be coincidences. response:	Senior, do you think I should keep Xuan Nu here?
context: Senior.\Seventeenth?\Aren't you keeping your cousin company? Why are you here?\There are some things that need Master's approval first.\I really can't believe she isn't your sister.\You two look so similar standing side by side.\The world is so large. There are bound to be coincidences.\Senior, do you think I should keep Xuan Nu here? response:	You say Xuan Nu ran away from home to escape being forced into marriage.
context: Seventeenth?\Aren't you keeping your cousin company? Why are you here?\There are some things that need Master's approval first.\I really can't believe she isn't your sister.\You two look so similar standing side by side.\The world is so large. There are bound to be coincidences.\Senior, do you think I should keep Xuan Nu here?\You say Xuan Nu ran away from home to escape being forced into marriage. response:	She only came here because she had nowhere else to go.
context: Aren't you keeping your cousin company? Why are you here?\There are some things that need Master's approval first.\I really can't believe she isn't your sister.\You two look so similar standing side by side.\The world is so large. There are bound to be coincidences.\Senior, do you think I should keep Xuan Nu here?\You say Xuan Nu ran away from home to escape being forced into marriage.\She only came here because she had nowhere else to go. response:	If that really is the case, it would not be a problem for her to stay for a while.
context: There are some things that need Master's approval first.\I really can't believe she isn't your sister.\You two look so similar standing side by side.\The world is so large. There are bound to be coincidences.\Senior, do you think I should keep Xuan Nu here?\You say Xuan Nu ran away from home to escape being forced into marriage.\She only came here because she had nowhere else to go.\If that really is the case, it would not be a problem for her to stay for a while. response:	Will Master allow it?
context: I really can't believe she isn't your sister.\You two look so similar standing side by side.\The world is so large. There are bound to be coincidences.\Senior, do you think I should keep Xuan Nu here?\You say Xuan Nu ran away from home to escape being forced into marriage.\She only came here because she had nowhere else to go.\If that really is the case, it would not be a problem for her to stay for a while.\Will Master allow it? response:	Back when Yao Guang had one-sided affections for Master
context: You two look so similar standing side by side.\The world is so large. There are bound to be coincidences.\Senior, do you think I should keep Xuan Nu here?\You say Xuan Nu ran away from home to escape being forced into marriage.\She only came here because she had nowhere else to go.\If that really is the case, it would not be a problem for her to stay for a while.\Will Master allow it?\Back when Yao Guang had one-sided affections for Master response:	she moved her entire residence here.
context: The world is so large. There are bound to be coincidences.\Senior, do you think I should keep Xuan Nu here?\You say Xuan Nu ran away from home to escape being forced into marriage.\She only came here because she had nowhere else to go.\If that really is the case, it would not be a problem for her to stay for a while.\Will Master allow it?\Back when Yao Guang had one-sided affections for Master\she moved her entire residence here. response:	Master did not think too much of it.
context: Senior, do you think I should keep Xuan Nu here?\You say Xuan Nu ran away from home to escape being forced into marriage.\She only came here because she had nowhere else to go.\If that really is the case, it would not be a problem for her to stay for a while.\Will Master allow it?\Back when Yao Guang had one-sided affections for Master\she moved her entire residence here.\Master did not think too much of it. response:	He even told us that those who come are guests
context: You say Xuan Nu ran away from home to escape being forced into marriage.\She only came here because she had nowhere else to go.\If that really is the case, it would not be a problem for her to stay for a while.\Will Master allow it?\Back when Yao Guang had one-sided affections for Master\she moved her entire residence here.\Master did not think too much of it.\He even told us that those who come are guests response:	and we must do what we can.
context: She only came here because she had nowhere else to go.\If that really is the case, it would not be a problem for her to stay for a while.\Will Master allow it?\Back when Yao Guang had one-sided affections for Master\she moved her entire residence here.\Master did not think too much of it.\He even told us that those who come are guests\and we must do what we can. response:	Xuan Nu is just staying here for a while.
context: If that really is the case, it would not be a problem for her to stay for a while.\Will Master allow it?\Back when Yao Guang had one-sided affections for Master\she moved her entire residence here.\Master did not think too much of it.\He even told us that those who come are guests\and we must do what we can.\Xuan Nu is just staying here for a while. response:	Master probably won't be too inflexible.
context: Will Master allow it?\Back when Yao Guang had one-sided affections for Master\she moved her entire residence here.\Master did not think too much of it.\He even told us that those who come are guests\and we must do what we can.\Xuan Nu is just staying here for a while.\Master probably won't be too inflexible. response:	But Kunlun Mountain is full of men.
context: Back when Yao Guang had one-sided affections for Master\she moved her entire residence here.\Master did not think too much of it.\He even told us that those who come are guests\and we must do what we can.\Xuan Nu is just staying here for a while.\Master probably won't be too inflexible.\But Kunlun Mountain is full of men. response:	Where will she stay?
context: she moved her entire residence here.\Master did not think too much of it.\He even told us that those who come are guests\and we must do what we can.\Xuan Nu is just staying here for a while.\Master probably won't be too inflexible.\But Kunlun Mountain is full of men.\Where will she stay? response:	In your quarters.
context: Master did not think too much of it.\He even told us that those who come are guests\and we must do what we can.\Xuan Nu is just staying here for a while.\Master probably won't be too inflexible.\But Kunlun Mountain is full of men.\Where will she stay?\In your quarters. response:	- Master. - Master.
context: He even told us that those who come are guests\and we must do what we can.\Xuan Nu is just staying here for a while.\Master probably won't be too inflexible.\But Kunlun Mountain is full of men.\Where will she stay?\In your quarters.\- Master. - Master. response:	Kunlun Mountain is full of male disciples.
context: and we must do what we can.\Xuan Nu is just staying here for a while.\Master probably won't be too inflexible.\But Kunlun Mountain is full of men.\Where will she stay?\In your quarters.\- Master. - Master.\Kunlun Mountain is full of male disciples. response:	It would be an inconvenience no matter where she stays.
context: Xuan Nu is just staying here for a while.\Master probably won't be too inflexible.\But Kunlun Mountain is full of men.\Where will she stay?\In your quarters.\- Master. - Master.\Kunlun Mountain is full of male disciples.\It would be an inconvenience no matter where she stays. response:	She came to see you. It would be most fitting for her to stay in your quarters.
context: Master probably won't be too inflexible.\But Kunlun Mountain is full of men.\Where will she stay?\In your quarters.\- Master. - Master.\Kunlun Mountain is full of male disciples.\It would be an inconvenience no matter where she stays.\She came to see you. It would be most fitting for her to stay in your quarters. response:	But I am also male.
context: But Kunlun Mountain is full of men.\Where will she stay?\In your quarters.\- Master. - Master.\Kunlun Mountain is full of male disciples.\It would be an inconvenience no matter where she stays.\She came to see you. It would be most fitting for her to stay in your quarters.\But I am also male. response:	Master is right.
context: Where will she stay?\In your quarters.\- Master. - Master.\Kunlun Mountain is full of male disciples.\It would be an inconvenience no matter where she stays.\She came to see you. It would be most fitting for her to stay in your quarters.\But I am also male.\Master is right. response:	Since she came looking for me, I should be the one taking care of her.
context: In your quarters.\- Master. - Master.\Kunlun Mountain is full of male disciples.\It would be an inconvenience no matter where she stays.\She came to see you. It would be most fitting for her to stay in your quarters.\But I am also male.\Master is right.\Since she came looking for me, I should be the one taking care of her. response:	How are the copies coming along?
context: - Master. - Master.\Kunlun Mountain is full of male disciples.\It would be an inconvenience no matter where she stays.\She came to see you. It would be most fitting for her to stay in your quarters.\But I am also male.\Master is right.\Since she came looking for me, I should be the one taking care of her.\How are the copies coming along? response:	Didn't Ling Yu tell you?
context: Kunlun Mountain is full of male disciples.\It would be an inconvenience no matter where she stays.\She came to see you. It would be most fitting for her to stay in your quarters.\But I am also male.\Master is right.\Since she came looking for me, I should be the one taking care of her.\How are the copies coming along?\Didn't Ling Yu tell you? response:	Master, after 30,000 copies of True Classic of Vacuity
context: It would be an inconvenience no matter where she stays.\She came to see you. It would be most fitting for her to stay in your quarters.\But I am also male.\Master is right.\Since she came looking for me, I should be the one taking care of her.\How are the copies coming along?\Didn't Ling Yu tell you?\Master, after 30,000 copies of True Classic of Vacuity response:	my fox claws would be falling off.
context: She came to see you. It would be most fitting for her to stay in your quarters.\But I am also male.\Master is right.\Since she came looking for me, I should be the one taking care of her.\How are the copies coming along?\Didn't Ling Yu tell you?\Master, after 30,000 copies of True Classic of Vacuity\my fox claws would be falling off. response:	Can it be a smaller number?
context: But I am also male.\Master is right.\Since she came looking for me, I should be the one taking care of her.\How are the copies coming along?\Didn't Ling Yu tell you?\Master, after 30,000 copies of True Classic of Vacuity\my fox claws would be falling off.\Can it be a smaller number? response:	No.
context: Master is right.\Since she came looking for me, I should be the one taking care of her.\How are the copies coming along?\Didn't Ling Yu tell you?\Master, after 30,000 copies of True Classic of Vacuity\my fox claws would be falling off.\Can it be a smaller number?\No. response:	All right, Master. After I take care of Xuan Nu, I will start my punishment.
context: Since she came looking for me, I should be the one taking care of her.\How are the copies coming along?\Didn't Ling Yu tell you?\Master, after 30,000 copies of True Classic of Vacuity\my fox claws would be falling off.\Can it be a smaller number?\No.\All right, Master. After I take care of Xuan Nu, I will start my punishment. response:	Master, I will get back to organizing.
context: How are the copies coming along?\Didn't Ling Yu tell you?\Master, after 30,000 copies of True Classic of Vacuity\my fox claws would be falling off.\Can it be a smaller number?\No.\All right, Master. After I take care of Xuan Nu, I will start my punishment.\Master, I will get back to organizing. response:	This is right near my quarters.
