context: Mashiro! So Miho's having her debut as a seiyuu, huh?! response:	It's still just a small part.
context: I understand your desire to have a dream too, Miyoshi,\but honestly I don't want you interfering with our manga.\Eh, why?!\You're gonna need girl's emotions too, aren't you?\It's shounen manga, we can just make it a boy's idealized version of a girl.\Ah, right.\But Takagi is the one coming up with the story.\Hey, I've got some of my writing stored on my cell phone. Could you take a look at it? response:	Shuujin.
context: but honestly I don't want you interfering with our manga.\Eh, why?!\You're gonna need girl's emotions too, aren't you?\It's shounen manga, we can just make it a boy's idealized version of a girl.\Ah, right.\But Takagi is the one coming up with the story.\Hey, I've got some of my writing stored on my cell phone. Could you take a look at it?\Shuujin. response:	These plans are all by the book, none of them are original.
context: Eh, why?!\You're gonna need girl's emotions too, aren't you?\It's shounen manga, we can just make it a boy's idealized version of a girl.\Ah, right.\But Takagi is the one coming up with the story.\Hey, I've got some of my writing stored on my cell phone. Could you take a look at it?\Shuujin.\These plans are all by the book, none of them are original. response:	They're not boring, but they feel the same as Angel Days that we submitted for the Golden Future Cup.
context: You're gonna need girl's emotions too, aren't you?\It's shounen manga, we can just make it a boy's idealized version of a girl.\Ah, right.\But Takagi is the one coming up with the story.\Hey, I've got some of my writing stored on my cell phone. Could you take a look at it?\Shuujin.\These plans are all by the book, none of them are original.\They're not boring, but they feel the same as Angel Days that we submitted for the Golden Future Cup. response:	Unless we come up with something that'll stand out, I think we'll just get the same result.
context: It's shounen manga, we can just make it a boy's idealized version of a girl.\Ah, right.\But Takagi is the one coming up with the story.\Hey, I've got some of my writing stored on my cell phone. Could you take a look at it?\Shuujin.\These plans are all by the book, none of them are original.\They're not boring, but they feel the same as Angel Days that we submitted for the Golden Future Cup.\Unless we come up with something that'll stand out, I think we'll just get the same result. response:	I see...
context: Ah, right.\But Takagi is the one coming up with the story.\Hey, I've got some of my writing stored on my cell phone. Could you take a look at it?\Shuujin.\These plans are all by the book, none of them are original.\They're not boring, but they feel the same as Angel Days that we submitted for the Golden Future Cup.\Unless we come up with something that'll stand out, I think we'll just get the same result.\I see... response:	It's true that all mainstream stories I write feel similar.
context: But Takagi is the one coming up with the story.\Hey, I've got some of my writing stored on my cell phone. Could you take a look at it?\Shuujin.\These plans are all by the book, none of them are original.\They're not boring, but they feel the same as Angel Days that we submitted for the Golden Future Cup.\Unless we come up with something that'll stand out, I think we'll just get the same result.\I see...\It's true that all mainstream stories I write feel similar. response:	Maybe I've been too focused on what Hattori-san told us.
context: Hey, I've got some of my writing stored on my cell phone. Could you take a look at it?\Shuujin.\These plans are all by the book, none of them are original.\They're not boring, but they feel the same as Angel Days that we submitted for the Golden Future Cup.\Unless we come up with something that'll stand out, I think we'll just get the same result.\I see...\It's true that all mainstream stories I write feel similar.\Maybe I've been too focused on what Hattori-san told us. response:	Perhaps I'll try to work on it a little more.
context: Shuujin.\These plans are all by the book, none of them are original.\They're not boring, but they feel the same as Angel Days that we submitted for the Golden Future Cup.\Unless we come up with something that'll stand out, I think we'll just get the same result.\I see...\It's true that all mainstream stories I write feel similar.\Maybe I've been too focused on what Hattori-san told us.\Perhaps I'll try to work on it a little more. response:	Hey, Saikou.
context: These plans are all by the book, none of them are original.\They're not boring, but they feel the same as Angel Days that we submitted for the Golden Future Cup.\Unless we come up with something that'll stand out, I think we'll just get the same result.\I see...\It's true that all mainstream stories I write feel similar.\Maybe I've been too focused on what Hattori-san told us.\Perhaps I'll try to work on it a little more.\Hey, Saikou. response:	I don't think I can keep doing this the same way.
context: They're not boring, but they feel the same as Angel Days that we submitted for the Golden Future Cup.\Unless we come up with something that'll stand out, I think we'll just get the same result.\I see...\It's true that all mainstream stories I write feel similar.\Maybe I've been too focused on what Hattori-san told us.\Perhaps I'll try to work on it a little more.\Hey, Saikou.\I don't think I can keep doing this the same way. response:	You can't?
context: Unless we come up with something that'll stand out, I think we'll just get the same result.\I see...\It's true that all mainstream stories I write feel similar.\Maybe I've been too focused on what Hattori-san told us.\Perhaps I'll try to work on it a little more.\Hey, Saikou.\I don't think I can keep doing this the same way.\You can't? response:	It's like I'm forcing myself to think up plans every day.
context: I see...\It's true that all mainstream stories I write feel similar.\Maybe I've been too focused on what Hattori-san told us.\Perhaps I'll try to work on it a little more.\Hey, Saikou.\I don't think I can keep doing this the same way.\You can't?\It's like I'm forcing myself to think up plans every day. response:	In order to force things to move when they won't,
context: It's true that all mainstream stories I write feel similar.\Maybe I've been too focused on what Hattori-san told us.\Perhaps I'll try to work on it a little more.\Hey, Saikou.\I don't think I can keep doing this the same way.\You can't?\It's like I'm forcing myself to think up plans every day.\In order to force things to move when they won't, response:	I keep thinking of original setups to the stories.
context: Maybe I've been too focused on what Hattori-san told us.\Perhaps I'll try to work on it a little more.\Hey, Saikou.\I don't think I can keep doing this the same way.\You can't?\It's like I'm forcing myself to think up plans every day.\In order to force things to move when they won't,\I keep thinking of original setups to the stories. response:	But I really don't think that'll do it.
context: Perhaps I'll try to work on it a little more.\Hey, Saikou.\I don't think I can keep doing this the same way.\You can't?\It's like I'm forcing myself to think up plans every day.\In order to force things to move when they won't,\I keep thinking of original setups to the stories.\But I really don't think that'll do it. response:	Unless I can come up with characters that make me say This is it!, then it's not good enough.
context: Hey, Saikou.\I don't think I can keep doing this the same way.\You can't?\It's like I'm forcing myself to think up plans every day.\In order to force things to move when they won't,\I keep thinking of original setups to the stories.\But I really don't think that'll do it.\Unless I can come up with characters that make me say This is it!, then it's not good enough. response:	Like Eiji said, characters that move by themselves, and that you want to see move.
context: I don't think I can keep doing this the same way.\You can't?\It's like I'm forcing myself to think up plans every day.\In order to force things to move when they won't,\I keep thinking of original setups to the stories.\But I really don't think that'll do it.\Unless I can come up with characters that make me say This is it!, then it's not good enough.\Like Eiji said, characters that move by themselves, and that you want to see move. response:	If that comes to me, I think I'll be able to write something different than what we've done up until now,
context: You can't?\It's like I'm forcing myself to think up plans every day.\In order to force things to move when they won't,\I keep thinking of original setups to the stories.\But I really don't think that'll do it.\Unless I can come up with characters that make me say This is it!, then it's not good enough.\Like Eiji said, characters that move by themselves, and that you want to see move.\If that comes to me, I think I'll be able to write something different than what we've done up until now, response:	something that really stands out.
context: It's like I'm forcing myself to think up plans every day.\In order to force things to move when they won't,\I keep thinking of original setups to the stories.\But I really don't think that'll do it.\Unless I can come up with characters that make me say This is it!, then it's not good enough.\Like Eiji said, characters that move by themselves, and that you want to see move.\If that comes to me, I think I'll be able to write something different than what we've done up until now,\something that really stands out. response:	And though I don't know how to get that yet, I'll use my whole summer vacation.
context: In order to force things to move when they won't,\I keep thinking of original setups to the stories.\But I really don't think that'll do it.\Unless I can come up with characters that make me say This is it!, then it's not good enough.\Like Eiji said, characters that move by themselves, and that you want to see move.\If that comes to me, I think I'll be able to write something different than what we've done up until now,\something that really stands out.\And though I don't know how to get that yet, I'll use my whole summer vacation. response:	I'll try to come up with it alone, with a little change of pace.
context: I keep thinking of original setups to the stories.\But I really don't think that'll do it.\Unless I can come up with characters that make me say This is it!, then it's not good enough.\Like Eiji said, characters that move by themselves, and that you want to see move.\If that comes to me, I think I'll be able to write something different than what we've done up until now,\something that really stands out.\And though I don't know how to get that yet, I'll use my whole summer vacation.\I'll try to come up with it alone, with a little change of pace. response:	I see. Got it.
context: But I really don't think that'll do it.\Unless I can come up with characters that make me say This is it!, then it's not good enough.\Like Eiji said, characters that move by themselves, and that you want to see move.\If that comes to me, I think I'll be able to write something different than what we've done up until now,\something that really stands out.\And though I don't know how to get that yet, I'll use my whole summer vacation.\I'll try to come up with it alone, with a little change of pace.\I see. Got it. response:	Somehow, I...
context: Unless I can come up with characters that make me say This is it!, then it's not good enough.\Like Eiji said, characters that move by themselves, and that you want to see move.\If that comes to me, I think I'll be able to write something different than what we've done up until now,\something that really stands out.\And though I don't know how to get that yet, I'll use my whole summer vacation.\I'll try to come up with it alone, with a little change of pace.\I see. Got it.\Somehow, I... response:	No, sometime during summer vacation, I'll write an interesting name.
context: Like Eiji said, characters that move by themselves, and that you want to see move.\If that comes to me, I think I'll be able to write something different than what we've done up until now,\something that really stands out.\And though I don't know how to get that yet, I'll use my whole summer vacation.\I'll try to come up with it alone, with a little change of pace.\I see. Got it.\Somehow, I...\No, sometime during summer vacation, I'll write an interesting name. response:	Eh?
context: If that comes to me, I think I'll be able to write something different than what we've done up until now,\something that really stands out.\And though I don't know how to get that yet, I'll use my whole summer vacation.\I'll try to come up with it alone, with a little change of pace.\I see. Got it.\Somehow, I...\No, sometime during summer vacation, I'll write an interesting name.\Eh? response:	A work from Mashiro-kun?
context: something that really stands out.\And though I don't know how to get that yet, I'll use my whole summer vacation.\I'll try to come up with it alone, with a little change of pace.\I see. Got it.\Somehow, I...\No, sometime during summer vacation, I'll write an interesting name.\Eh?\A work from Mashiro-kun? response:	Yeah. For the work that won the second place prize in the name category for the last Story King.
context: And though I don't know how to get that yet, I'll use my whole summer vacation.\I'll try to come up with it alone, with a little change of pace.\I see. Got it.\Somehow, I...\No, sometime during summer vacation, I'll write an interesting name.\Eh?\A work from Mashiro-kun?\Yeah. For the work that won the second place prize in the name category for the last Story King. response:	Mashiro-kun's artwork is pretty good for a newcomer.
context: I'll try to come up with it alone, with a little change of pace.\I see. Got it.\Somehow, I...\No, sometime during summer vacation, I'll write an interesting name.\Eh?\A work from Mashiro-kun?\Yeah. For the work that won the second place prize in the name category for the last Story King.\Mashiro-kun's artwork is pretty good for a newcomer. response:	No good?
context: I see. Got it.\Somehow, I...\No, sometime during summer vacation, I'll write an interesting name.\Eh?\A work from Mashiro-kun?\Yeah. For the work that won the second place prize in the name category for the last Story King.\Mashiro-kun's artwork is pretty good for a newcomer.\No good? response:	Please don't say something so ridiculous.
context: Somehow, I...\No, sometime during summer vacation, I'll write an interesting name.\Eh?\A work from Mashiro-kun?\Yeah. For the work that won the second place prize in the name category for the last Story King.\Mashiro-kun's artwork is pretty good for a newcomer.\No good?\Please don't say something so ridiculous. response:	Of course he can't.
context: No, sometime during summer vacation, I'll write an interesting name.\Eh?\A work from Mashiro-kun?\Yeah. For the work that won the second place prize in the name category for the last Story King.\Mashiro-kun's artwork is pretty good for a newcomer.\No good?\Please don't say something so ridiculous.\Of course he can't. response:	Ashirogi Muto is a two-man team.
context: Eh?\A work from Mashiro-kun?\Yeah. For the work that won the second place prize in the name category for the last Story King.\Mashiro-kun's artwork is pretty good for a newcomer.\No good?\Please don't say something so ridiculous.\Of course he can't.\Ashirogi Muto is a two-man team. response:	Yeah, you're right...
context: A work from Mashiro-kun?\Yeah. For the work that won the second place prize in the name category for the last Story King.\Mashiro-kun's artwork is pretty good for a newcomer.\No good?\Please don't say something so ridiculous.\Of course he can't.\Ashirogi Muto is a two-man team.\Yeah, you're right... response:	I guess I'll ask elsewhere.
context: Yeah. For the work that won the second place prize in the name category for the last Story King.\Mashiro-kun's artwork is pretty good for a newcomer.\No good?\Please don't say something so ridiculous.\Of course he can't.\Ashirogi Muto is a two-man team.\Yeah, you're right...\I guess I'll ask elsewhere. response:	Sorry.
context: Mashiro-kun's artwork is pretty good for a newcomer.\No good?\Please don't say something so ridiculous.\Of course he can't.\Ashirogi Muto is a two-man team.\Yeah, you're right...\I guess I'll ask elsewhere.\Sorry. response:	Then what about Mashiro-kun working as an assistant?
context: No good?\Please don't say something so ridiculous.\Of course he can't.\Ashirogi Muto is a two-man team.\Yeah, you're right...\I guess I'll ask elsewhere.\Sorry.\Then what about Mashiro-kun working as an assistant? response:	Assistant?
context: Please don't say something so ridiculous.\Of course he can't.\Ashirogi Muto is a two-man team.\Yeah, you're right...\I guess I'll ask elsewhere.\Sorry.\Then what about Mashiro-kun working as an assistant?\Assistant? response:	You're not talking about Niizuma-kun, are you?
context: Of course he can't.\Ashirogi Muto is a two-man team.\Yeah, you're right...\I guess I'll ask elsewhere.\Sorry.\Then what about Mashiro-kun working as an assistant?\Assistant?\You're not talking about Niizuma-kun, are you? response:	Yeah. The mangaka is sixteen, so the older assistants are giving him the cold shoulder.
context: Ashirogi Muto is a two-man team.\Yeah, you're right...\I guess I'll ask elsewhere.\Sorry.\Then what about Mashiro-kun working as an assistant?\Assistant?\You're not talking about Niizuma-kun, are you?\Yeah. The mangaka is sixteen, so the older assistants are giving him the cold shoulder. response:	Mashiro-kun is younger than him and he's a good artist.
context: Yeah, you're right...\I guess I'll ask elsewhere.\Sorry.\Then what about Mashiro-kun working as an assistant?\Assistant?\You're not talking about Niizuma-kun, are you?\Yeah. The mangaka is sixteen, so the older assistants are giving him the cold shoulder.\Mashiro-kun is younger than him and he's a good artist. response:	Even just for summer vacation would be fine.
context: I guess I'll ask elsewhere.\Sorry.\Then what about Mashiro-kun working as an assistant?\Assistant?\You're not talking about Niizuma-kun, are you?\Yeah. The mangaka is sixteen, so the older assistants are giving him the cold shoulder.\Mashiro-kun is younger than him and he's a good artist.\Even just for summer vacation would be fine. response:	Ashirogi Muto thinks of Niizuma-kun as a rival.
context: Sorry.\Then what about Mashiro-kun working as an assistant?\Assistant?\You're not talking about Niizuma-kun, are you?\Yeah. The mangaka is sixteen, so the older assistants are giving him the cold shoulder.\Mashiro-kun is younger than him and he's a good artist.\Even just for summer vacation would be fine.\Ashirogi Muto thinks of Niizuma-kun as a rival. response:	There's no way he'll go for it.
context: Then what about Mashiro-kun working as an assistant?\Assistant?\You're not talking about Niizuma-kun, are you?\Yeah. The mangaka is sixteen, so the older assistants are giving him the cold shoulder.\Mashiro-kun is younger than him and he's a good artist.\Even just for summer vacation would be fine.\Ashirogi Muto thinks of Niizuma-kun as a rival.\There's no way he'll go for it. response:	Can't you just ask, please?
context: Assistant?\You're not talking about Niizuma-kun, are you?\Yeah. The mangaka is sixteen, so the older assistants are giving him the cold shoulder.\Mashiro-kun is younger than him and he's a good artist.\Even just for summer vacation would be fine.\Ashirogi Muto thinks of Niizuma-kun as a rival.\There's no way he'll go for it.\Can't you just ask, please? response:	At times like this, as fellow editors, we should help each other out.
context: You're not talking about Niizuma-kun, are you?\Yeah. The mangaka is sixteen, so the older assistants are giving him the cold shoulder.\Mashiro-kun is younger than him and he's a good artist.\Even just for summer vacation would be fine.\Ashirogi Muto thinks of Niizuma-kun as a rival.\There's no way he'll go for it.\Can't you just ask, please?\At times like this, as fellow editors, we should help each other out. response:	Only if both Takagi-kun and Mashiro-kun agree to it.
context: Yeah. The mangaka is sixteen, so the older assistants are giving him the cold shoulder.\Mashiro-kun is younger than him and he's a good artist.\Even just for summer vacation would be fine.\Ashirogi Muto thinks of Niizuma-kun as a rival.\There's no way he'll go for it.\Can't you just ask, please?\At times like this, as fellow editors, we should help each other out.\Only if both Takagi-kun and Mashiro-kun agree to it. response:	I don't think they will though.
context: Mashiro-kun is younger than him and he's a good artist.\Even just for summer vacation would be fine.\Ashirogi Muto thinks of Niizuma-kun as a rival.\There's no way he'll go for it.\Can't you just ask, please?\At times like this, as fellow editors, we should help each other out.\Only if both Takagi-kun and Mashiro-kun agree to it.\I don't think they will though. response:	Takagi!
context: Even just for summer vacation would be fine.\Ashirogi Muto thinks of Niizuma-kun as a rival.\There's no way he'll go for it.\Can't you just ask, please?\At times like this, as fellow editors, we should help each other out.\Only if both Takagi-kun and Mashiro-kun agree to it.\I don't think they will though.\Takagi! response:	I'm so happy.
context: Ashirogi Muto thinks of Niizuma-kun as a rival.\There's no way he'll go for it.\Can't you just ask, please?\At times like this, as fellow editors, we should help each other out.\Only if both Takagi-kun and Mashiro-kun agree to it.\I don't think they will though.\Takagi!\I'm so happy. response:	This is the first time you've invited me on a date, isn't it?
context: There's no way he'll go for it.\Can't you just ask, please?\At times like this, as fellow editors, we should help each other out.\Only if both Takagi-kun and Mashiro-kun agree to it.\I don't think they will though.\Takagi!\I'm so happy.\This is the first time you've invited me on a date, isn't it? response:	So, what do you want to do?
context: Can't you just ask, please?\At times like this, as fellow editors, we should help each other out.\Only if both Takagi-kun and Mashiro-kun agree to it.\I don't think they will though.\Takagi!\I'm so happy.\This is the first time you've invited me on a date, isn't it?\So, what do you want to do? response:	A movie, karaoke, bowling?
context: At times like this, as fellow editors, we should help each other out.\Only if both Takagi-kun and Mashiro-kun agree to it.\I don't think they will though.\Takagi!\I'm so happy.\This is the first time you've invited me on a date, isn't it?\So, what do you want to do?\A movie, karaoke, bowling? response:	Bowling!
context: Only if both Takagi-kun and Mashiro-kun agree to it.\I don't think they will though.\Takagi!\I'm so happy.\This is the first time you've invited me on a date, isn't it?\So, what do you want to do?\A movie, karaoke, bowling?\Bowling! response:	Shuujin didn't come today either.
context: I don't think they will though.\Takagi!\I'm so happy.\This is the first time you've invited me on a date, isn't it?\So, what do you want to do?\A movie, karaoke, bowling?\Bowling!\Shuujin didn't come today either. response:	He hasn't contacted me once since summer vacation started.
context: Takagi!\I'm so happy.\This is the first time you've invited me on a date, isn't it?\So, what do you want to do?\A movie, karaoke, bowling?\Bowling!\Shuujin didn't come today either.\He hasn't contacted me once since summer vacation started. response:	I guess mainstream really is difficult.
context: I'm so happy.\This is the first time you've invited me on a date, isn't it?\So, what do you want to do?\A movie, karaoke, bowling?\Bowling!\Shuujin didn't come today either.\He hasn't contacted me once since summer vacation started.\I guess mainstream really is difficult. response:	That was fun!
context: This is the first time you've invited me on a date, isn't it?\So, what do you want to do?\A movie, karaoke, bowling?\Bowling!\Shuujin didn't come today either.\He hasn't contacted me once since summer vacation started.\I guess mainstream really is difficult.\That was fun! response:	You got over two hundred, that's incredible!
context: So, what do you want to do?\A movie, karaoke, bowling?\Bowling!\Shuujin didn't come today either.\He hasn't contacted me once since summer vacation started.\I guess mainstream really is difficult.\That was fun!\You got over two hundred, that's incredible! response:	Well, you managed to get a hundred yourself didn't you?
context: A movie, karaoke, bowling?\Bowling!\Shuujin didn't come today either.\He hasn't contacted me once since summer vacation started.\I guess mainstream really is difficult.\That was fun!\You got over two hundred, that's incredible!\Well, you managed to get a hundred yourself didn't you? response:	I wasn't really trying.
context: Bowling!\Shuujin didn't come today either.\He hasn't contacted me once since summer vacation started.\I guess mainstream really is difficult.\That was fun!\You got over two hundred, that's incredible!\Well, you managed to get a hundred yourself didn't you?\I wasn't really trying. response:	I wanna do karaoke next.
context: Shuujin didn't come today either.\He hasn't contacted me once since summer vacation started.\I guess mainstream really is difficult.\That was fun!\You got over two hundred, that's incredible!\Well, you managed to get a hundred yourself didn't you?\I wasn't really trying.\I wanna do karaoke next. response:	Okay.
context: He hasn't contacted me once since summer vacation started.\I guess mainstream really is difficult.\That was fun!\You got over two hundred, that's incredible!\Well, you managed to get a hundred yourself didn't you?\I wasn't really trying.\I wanna do karaoke next.\Okay. response:	Yay!
context: I guess mainstream really is difficult.\That was fun!\You got over two hundred, that's incredible!\Well, you managed to get a hundred yourself didn't you?\I wasn't really trying.\I wanna do karaoke next.\Okay.\Yay! response:	Oh, sorry, my phone's ringing.
context: That was fun!\You got over two hundred, that's incredible!\Well, you managed to get a hundred yourself didn't you?\I wasn't really trying.\I wanna do karaoke next.\Okay.\Yay!\Oh, sorry, my phone's ringing. response:	Yes?
context: You got over two hundred, that's incredible!\Well, you managed to get a hundred yourself didn't you?\I wasn't really trying.\I wanna do karaoke next.\Okay.\Yay!\Oh, sorry, my phone's ringing.\Yes? response:	It's Hattori.
context: Well, you managed to get a hundred yourself didn't you?\I wasn't really trying.\I wanna do karaoke next.\Okay.\Yay!\Oh, sorry, my phone's ringing.\Yes?\It's Hattori. response:	Is the name coming along?
context: I wasn't really trying.\I wanna do karaoke next.\Okay.\Yay!\Oh, sorry, my phone's ringing.\Yes?\It's Hattori.\Is the name coming along? response:	Yes, well, uh... I'm writing some, but I haven't been coming up with anything that Mashiro is happy with.
context: I wanna do karaoke next.\Okay.\Yay!\Oh, sorry, my phone's ringing.\Yes?\It's Hattori.\Is the name coming along?\Yes, well, uh... I'm writing some, but I haven't been coming up with anything that Mashiro is happy with. response:	I see.
context: Okay.\Yay!\Oh, sorry, my phone's ringing.\Yes?\It's Hattori.\Is the name coming along?\Yes, well, uh... I'm writing some, but I haven't been coming up with anything that Mashiro is happy with.\I see. response:	Actually, I'm calling to ask if Mashiro could work as an assistant.
context: Yay!\Oh, sorry, my phone's ringing.\Yes?\It's Hattori.\Is the name coming along?\Yes, well, uh... I'm writing some, but I haven't been coming up with anything that Mashiro is happy with.\I see.\Actually, I'm calling to ask if Mashiro could work as an assistant. response:	Assistant?
context: Oh, sorry, my phone's ringing.\Yes?\It's Hattori.\Is the name coming along?\Yes, well, uh... I'm writing some, but I haven't been coming up with anything that Mashiro is happy with.\I see.\Actually, I'm calling to ask if Mashiro could work as an assistant.\Assistant? response:	For something like this, I figured I should ask you first before asking Mashiro-kun.
context: Yes?\It's Hattori.\Is the name coming along?\Yes, well, uh... I'm writing some, but I haven't been coming up with anything that Mashiro is happy with.\I see.\Actually, I'm calling to ask if Mashiro could work as an assistant.\Assistant?\For something like this, I figured I should ask you first before asking Mashiro-kun. response:	I see.
context: It's Hattori.\Is the name coming along?\Yes, well, uh... I'm writing some, but I haven't been coming up with anything that Mashiro is happy with.\I see.\Actually, I'm calling to ask if Mashiro could work as an assistant.\Assistant?\For something like this, I figured I should ask you first before asking Mashiro-kun.\I see. response:	Um... The truth is, I'm sort of struggling right now.
context: Is the name coming along?\Yes, well, uh... I'm writing some, but I haven't been coming up with anything that Mashiro is happy with.\I see.\Actually, I'm calling to ask if Mashiro could work as an assistant.\Assistant?\For something like this, I figured I should ask you first before asking Mashiro-kun.\I see.\Um... The truth is, I'm sort of struggling right now. response:	I can't think of anything that's really it.
context: Yes, well, uh... I'm writing some, but I haven't been coming up with anything that Mashiro is happy with.\I see.\Actually, I'm calling to ask if Mashiro could work as an assistant.\Assistant?\For something like this, I figured I should ask you first before asking Mashiro-kun.\I see.\Um... The truth is, I'm sort of struggling right now.\I can't think of anything that's really it. response:	So, I've been keeping Mashiro waiting the whole time.
context: I see.\Actually, I'm calling to ask if Mashiro could work as an assistant.\Assistant?\For something like this, I figured I should ask you first before asking Mashiro-kun.\I see.\Um... The truth is, I'm sort of struggling right now.\I can't think of anything that's really it.\So, I've been keeping Mashiro waiting the whole time. response:	And I really don't have any excuse.
context: Actually, I'm calling to ask if Mashiro could work as an assistant.\Assistant?\For something like this, I figured I should ask you first before asking Mashiro-kun.\I see.\Um... The truth is, I'm sort of struggling right now.\I can't think of anything that's really it.\So, I've been keeping Mashiro waiting the whole time.\And I really don't have any excuse. response:	That's why if Mashiro says he'll go, I won't stop him.
context: Assistant?\For something like this, I figured I should ask you first before asking Mashiro-kun.\I see.\Um... The truth is, I'm sort of struggling right now.\I can't think of anything that's really it.\So, I've been keeping Mashiro waiting the whole time.\And I really don't have any excuse.\That's why if Mashiro says he'll go, I won't stop him. response:	I understand.
context: For something like this, I figured I should ask you first before asking Mashiro-kun.\I see.\Um... The truth is, I'm sort of struggling right now.\I can't think of anything that's really it.\So, I've been keeping Mashiro waiting the whole time.\And I really don't have any excuse.\That's why if Mashiro says he'll go, I won't stop him.\I understand. response:	Huh? Me, be an assistant?
context: I see.\Um... The truth is, I'm sort of struggling right now.\I can't think of anything that's really it.\So, I've been keeping Mashiro waiting the whole time.\And I really don't have any excuse.\That's why if Mashiro says he'll go, I won't stop him.\I understand.\Huh? Me, be an assistant? response:	Yes, it's fine if it's just for summer vacation.
context: Um... The truth is, I'm sort of struggling right now.\I can't think of anything that's really it.\So, I've been keeping Mashiro waiting the whole time.\And I really don't have any excuse.\That's why if Mashiro says he'll go, I won't stop him.\I understand.\Huh? Me, be an assistant?\Yes, it's fine if it's just for summer vacation. response:	But right now, we're trying to get serialized...
context: I can't think of anything that's really it.\So, I've been keeping Mashiro waiting the whole time.\And I really don't have any excuse.\That's why if Mashiro says he'll go, I won't stop him.\I understand.\Huh? Me, be an assistant?\Yes, it's fine if it's just for summer vacation.\But right now, we're trying to get serialized... response:	Takagi-kun was against it, but he said if you wanted to go, he wouldn't stop you.
context: So, I've been keeping Mashiro waiting the whole time.\And I really don't have any excuse.\That's why if Mashiro says he'll go, I won't stop him.\I understand.\Huh? Me, be an assistant?\Yes, it's fine if it's just for summer vacation.\But right now, we're trying to get serialized...\Takagi-kun was against it, but he said if you wanted to go, he wouldn't stop you. response:	Takagi said that?
context: And I really don't have any excuse.\That's why if Mashiro says he'll go, I won't stop him.\I understand.\Huh? Me, be an assistant?\Yes, it's fine if it's just for summer vacation.\But right now, we're trying to get serialized...\Takagi-kun was against it, but he said if you wanted to go, he wouldn't stop you.\Takagi said that? response:	Yes. And if you want to go, it's for Niizuma-kun.
context: That's why if Mashiro says he'll go, I won't stop him.\I understand.\Huh? Me, be an assistant?\Yes, it's fine if it's just for summer vacation.\But right now, we're trying to get serialized...\Takagi-kun was against it, but he said if you wanted to go, he wouldn't stop you.\Takagi said that?\Yes. And if you want to go, it's for Niizuma-kun. response:	Niizuma Eiji...
context: I understand.\Huh? Me, be an assistant?\Yes, it's fine if it's just for summer vacation.\But right now, we're trying to get serialized...\Takagi-kun was against it, but he said if you wanted to go, he wouldn't stop you.\Takagi said that?\Yes. And if you want to go, it's for Niizuma-kun.\Niizuma Eiji... response:	Until we get serialized, please continue being serialized and wait for us.
context: Huh? Me, be an assistant?\Yes, it's fine if it's just for summer vacation.\But right now, we're trying to get serialized...\Takagi-kun was against it, but he said if you wanted to go, he wouldn't stop you.\Takagi said that?\Yes. And if you want to go, it's for Niizuma-kun.\Niizuma Eiji...\Until we get serialized, please continue being serialized and wait for us. response:	Roger.
context: Yes, it's fine if it's just for summer vacation.\But right now, we're trying to get serialized...\Takagi-kun was against it, but he said if you wanted to go, he wouldn't stop you.\Takagi said that?\Yes. And if you want to go, it's for Niizuma-kun.\Niizuma Eiji...\Until we get serialized, please continue being serialized and wait for us.\Roger. response:	But I may be number one by then.
context: But right now, we're trying to get serialized...\Takagi-kun was against it, but he said if you wanted to go, he wouldn't stop you.\Takagi said that?\Yes. And if you want to go, it's for Niizuma-kun.\Niizuma Eiji...\Until we get serialized, please continue being serialized and wait for us.\Roger.\But I may be number one by then. response:	Of course, you're not obligated to do it.
context: Takagi-kun was against it, but he said if you wanted to go, he wouldn't stop you.\Takagi said that?\Yes. And if you want to go, it's for Niizuma-kun.\Niizuma Eiji...\Until we get serialized, please continue being serialized and wait for us.\Roger.\But I may be number one by then.\Of course, you're not obligated to do it. response:	I'm personally reluctant about it,
context: Takagi said that?\Yes. And if you want to go, it's for Niizuma-kun.\Niizuma Eiji...\Until we get serialized, please continue being serialized and wait for us.\Roger.\But I may be number one by then.\Of course, you're not obligated to do it.\I'm personally reluctant about it, response:	but I thought I'd ask, just in case.
context: Yes. And if you want to go, it's for Niizuma-kun.\Niizuma Eiji...\Until we get serialized, please continue being serialized and wait for us.\Roger.\But I may be number one by then.\Of course, you're not obligated to do it.\I'm personally reluctant about it,\but I thought I'd ask, just in case. response:	I understand, I'll do it!
context: Niizuma Eiji...\Until we get serialized, please continue being serialized and wait for us.\Roger.\But I may be number one by then.\Of course, you're not obligated to do it.\I'm personally reluctant about it,\but I thought I'd ask, just in case.\I understand, I'll do it! response:	Mashiro would be an assistant?
context: Until we get serialized, please continue being serialized and wait for us.\Roger.\But I may be number one by then.\Of course, you're not obligated to do it.\I'm personally reluctant about it,\but I thought I'd ask, just in case.\I understand, I'll do it!\Mashiro would be an assistant? response:	Yeah, he'd be helping out another mangaka.
context: Roger.\But I may be number one by then.\Of course, you're not obligated to do it.\I'm personally reluctant about it,\but I thought I'd ask, just in case.\I understand, I'll do it!\Mashiro would be an assistant?\Yeah, he'd be helping out another mangaka. response:	Even though you two make up Ashirogi Muto?
context: But I may be number one by then.\Of course, you're not obligated to do it.\I'm personally reluctant about it,\but I thought I'd ask, just in case.\I understand, I'll do it!\Mashiro would be an assistant?\Yeah, he'd be helping out another mangaka.\Even though you two make up Ashirogi Muto? response:	It's my fault for keeping him waiting.
