context: The prince should be with the princess. response:	Who was the one who decided that?
context: I don't think I can do this!\I'd like an SLT burger meal. With small fries and cola.\Captain Teke Teke Full Heart Set. I want it.\Captain Teke Teke\Eek! It's the captain!\Serinuma-senpai?\I'll have black tea and apple pie!\I've gotta ride this out! response:	Teach me the words that say more than I love you because I want your heart!
context: I'd like an SLT burger meal. With small fries and cola.\Captain Teke Teke Full Heart Set. I want it.\Captain Teke Teke\Eek! It's the captain!\Serinuma-senpai?\I'll have black tea and apple pie!\I've gotta ride this out!\Teach me the words that say more than I love you because I want your heart! response:	I want to sing Shion's character song.
context: Captain Teke Teke Full Heart Set. I want it.\Captain Teke Teke\Eek! It's the captain!\Serinuma-senpai?\I'll have black tea and apple pie!\I've gotta ride this out!\Teach me the words that say more than I love you because I want your heart!\I want to sing Shion's character song. response:	What are you going to sing?
context: Captain Teke Teke\Eek! It's the captain!\Serinuma-senpai?\I'll have black tea and apple pie!\I've gotta ride this out!\Teach me the words that say more than I love you because I want your heart!\I want to sing Shion's character song.\What are you going to sing? response:	Maybe Kao-chan?
context: Eek! It's the captain!\Serinuma-senpai?\I'll have black tea and apple pie!\I've gotta ride this out!\Teach me the words that say more than I love you because I want your heart!\I want to sing Shion's character song.\What are you going to sing?\Maybe Kao-chan? response:	I wanna sing so badly I'm shaking.
context: Serinuma-senpai?\I'll have black tea and apple pie!\I've gotta ride this out!\Teach me the words that say more than I love you because I want your heart!\I want to sing Shion's character song.\What are you going to sing?\Maybe Kao-chan?\I wanna sing so badly I'm shaking. response:	Okay.
context: I'll have black tea and apple pie!\I've gotta ride this out!\Teach me the words that say more than I love you because I want your heart!\I want to sing Shion's character song.\What are you going to sing?\Maybe Kao-chan?\I wanna sing so badly I'm shaking.\Okay. response:	Nothing good will come of them finding out I'm an otaku!
context: I've gotta ride this out!\Teach me the words that say more than I love you because I want your heart!\I want to sing Shion's character song.\What are you going to sing?\Maybe Kao-chan?\I wanna sing so badly I'm shaking.\Okay.\Nothing good will come of them finding out I'm an otaku! response:	I'm not gonna let my faults show!
context: Teach me the words that say more than I love you because I want your heart!\I want to sing Shion's character song.\What are you going to sing?\Maybe Kao-chan?\I wanna sing so badly I'm shaking.\Okay.\Nothing good will come of them finding out I'm an otaku!\I'm not gonna let my faults show! response:	Serinuma-san, is everything all right?
context: I want to sing Shion's character song.\What are you going to sing?\Maybe Kao-chan?\I wanna sing so badly I'm shaking.\Okay.\Nothing good will come of them finding out I'm an otaku!\I'm not gonna let my faults show!\Serinuma-san, is everything all right? response:	You look a little unwell.
context: What are you going to sing?\Maybe Kao-chan?\I wanna sing so badly I'm shaking.\Okay.\Nothing good will come of them finding out I'm an otaku!\I'm not gonna let my faults show!\Serinuma-san, is everything all right?\You look a little unwell. response:	Not at all. I'm super.
context: Maybe Kao-chan?\I wanna sing so badly I'm shaking.\Okay.\Nothing good will come of them finding out I'm an otaku!\I'm not gonna let my faults show!\Serinuma-san, is everything all right?\You look a little unwell.\Not at all. I'm super. response:	I am having a lot of fun.
context: I wanna sing so badly I'm shaking.\Okay.\Nothing good will come of them finding out I'm an otaku!\I'm not gonna let my faults show!\Serinuma-san, is everything all right?\You look a little unwell.\Not at all. I'm super.\I am having a lot of fun. response:	Are you tired? Should we go to a cafe and rest?
context: Okay.\Nothing good will come of them finding out I'm an otaku!\I'm not gonna let my faults show!\Serinuma-san, is everything all right?\You look a little unwell.\Not at all. I'm super.\I am having a lot of fun.\Are you tired? Should we go to a cafe and rest? response:	No, no. Really, I'm fine.
context: Nothing good will come of them finding out I'm an otaku!\I'm not gonna let my faults show!\Serinuma-san, is everything all right?\You look a little unwell.\Not at all. I'm super.\I am having a lot of fun.\Are you tired? Should we go to a cafe and rest?\No, no. Really, I'm fine. response:	But, maybe it's about time I headed home.
context: I'm not gonna let my faults show!\Serinuma-san, is everything all right?\You look a little unwell.\Not at all. I'm super.\I am having a lot of fun.\Are you tired? Should we go to a cafe and rest?\No, no. Really, I'm fine.\But, maybe it's about time I headed home. response:	Limited edition Mirage Saga merchandise! This store only, just for today!
context: Serinuma-san, is everything all right?\You look a little unwell.\Not at all. I'm super.\I am having a lot of fun.\Are you tired? Should we go to a cafe and rest?\No, no. Really, I'm fine.\But, maybe it's about time I headed home.\Limited edition Mirage Saga merchandise! This store only, just for today! response:	Wha...
context: You look a little unwell.\Not at all. I'm super.\I am having a lot of fun.\Are you tired? Should we go to a cafe and rest?\No, no. Really, I'm fine.\But, maybe it's about time I headed home.\Limited edition Mirage Saga merchandise! This store only, just for today!\Wha... response:	It's the last shipment from the manufacturing warehouse!
context: Not at all. I'm super.\I am having a lot of fun.\Are you tired? Should we go to a cafe and rest?\No, no. Really, I'm fine.\But, maybe it's about time I headed home.\Limited edition Mirage Saga merchandise! This store only, just for today!\Wha...\It's the last shipment from the manufacturing warehouse! response:	What?!
context: I am having a lot of fun.\Are you tired? Should we go to a cafe and rest?\No, no. Really, I'm fine.\But, maybe it's about time I headed home.\Limited edition Mirage Saga merchandise! This store only, just for today!\Wha...\It's the last shipment from the manufacturing warehouse!\What?! response:	If it's a product limited to Anime Ito only, then...
context: Are you tired? Should we go to a cafe and rest?\No, no. Really, I'm fine.\But, maybe it's about time I headed home.\Limited edition Mirage Saga merchandise! This store only, just for today!\Wha...\It's the last shipment from the manufacturing warehouse!\What?!\If it's a product limited to Anime Ito only, then... response:	It can't be...
context: No, no. Really, I'm fine.\But, maybe it's about time I headed home.\Limited edition Mirage Saga merchandise! This store only, just for today!\Wha...\It's the last shipment from the manufacturing warehouse!\What?!\If it's a product limited to Anime Ito only, then...\It can't be... response:	Could it be that ever-so-rare product that sold out in under 10 minutes?!
context: But, maybe it's about time I headed home.\Limited edition Mirage Saga merchandise! This store only, just for today!\Wha...\It's the last shipment from the manufacturing warehouse!\What?!\If it's a product limited to Anime Ito only, then...\It can't be...\Could it be that ever-so-rare product that sold out in under 10 minutes?! response:	It can't be!
context: Limited edition Mirage Saga merchandise! This store only, just for today!\Wha...\It's the last shipment from the manufacturing warehouse!\What?!\If it's a product limited to Anime Ito only, then...\It can't be...\Could it be that ever-so-rare product that sold out in under 10 minutes?!\It can't be! response:	I want to go make sure!
context: Wha...\It's the last shipment from the manufacturing warehouse!\What?!\If it's a product limited to Anime Ito only, then...\It can't be...\Could it be that ever-so-rare product that sold out in under 10 minutes?!\It can't be!\I want to go make sure! response:	And if I'm lucky, buy it!
context: It's the last shipment from the manufacturing warehouse!\What?!\If it's a product limited to Anime Ito only, then...\It can't be...\Could it be that ever-so-rare product that sold out in under 10 minutes?!\It can't be!\I want to go make sure!\And if I'm lucky, buy it! response:	Hey, Serinuma?
context: What?!\If it's a product limited to Anime Ito only, then...\It can't be...\Could it be that ever-so-rare product that sold out in under 10 minutes?!\It can't be!\I want to go make sure!\And if I'm lucky, buy it!\Hey, Serinuma? response:	Seriously, what's the matter?
context: If it's a product limited to Anime Ito only, then...\It can't be...\Could it be that ever-so-rare product that sold out in under 10 minutes?!\It can't be!\I want to go make sure!\And if I'm lucky, buy it!\Hey, Serinuma?\Seriously, what's the matter? response:	Nothing!
context: It can't be...\Could it be that ever-so-rare product that sold out in under 10 minutes?!\It can't be!\I want to go make sure!\And if I'm lucky, buy it!\Hey, Serinuma?\Seriously, what's the matter?\Nothing! response:	No!
context: Could it be that ever-so-rare product that sold out in under 10 minutes?!\It can't be!\I want to go make sure!\And if I'm lucky, buy it!\Hey, Serinuma?\Seriously, what's the matter?\Nothing!\No! response:	Just bear with it, me!
context: It can't be!\I want to go make sure!\And if I'm lucky, buy it!\Hey, Serinuma?\Seriously, what's the matter?\Nothing!\No!\Just bear with it, me! response:	I've kept it together until now.
context: I want to go make sure!\And if I'm lucky, buy it!\Hey, Serinuma?\Seriously, what's the matter?\Nothing!\No!\Just bear with it, me!\I've kept it together until now. response:	Just a little more and this will all be over!
context: And if I'm lucky, buy it!\Hey, Serinuma?\Seriously, what's the matter?\Nothing!\No!\Just bear with it, me!\I've kept it together until now.\Just a little more and this will all be over! response:	Only one limited item left!
context: Hey, Serinuma?\Seriously, what's the matter?\Nothing!\No!\Just bear with it, me!\I've kept it together until now.\Just a little more and this will all be over!\Only one limited item left! response:	I'm sorry.
context: Seriously, what's the matter?\Nothing!\No!\Just bear with it, me!\I've kept it together until now.\Just a little more and this will all be over!\Only one limited item left!\I'm sorry. response:	I have to go.
context: Nothing!\No!\Just bear with it, me!\I've kept it together until now.\Just a little more and this will all be over!\Only one limited item left!\I'm sorry.\I have to go. response:	I have to go!
context: No!\Just bear with it, me!\I've kept it together until now.\Just a little more and this will all be over!\Only one limited item left!\I'm sorry.\I have to go.\I have to go! response:	Serinuma-san!
context: Just bear with it, me!\I've kept it together until now.\Just a little more and this will all be over!\Only one limited item left!\I'm sorry.\I have to go.\I have to go!\Serinuma-san! response:	She's out.
context: I've kept it together until now.\Just a little more and this will all be over!\Only one limited item left!\I'm sorry.\I have to go.\I have to go!\Serinuma-san!\She's out. response:	I'm sorry.
context: Just a little more and this will all be over!\Only one limited item left!\I'm sorry.\I have to go.\I have to go!\Serinuma-san!\She's out.\I'm sorry. response:	The truth is...
context: Only one limited item left!\I'm sorry.\I have to go.\I have to go!\Serinuma-san!\She's out.\I'm sorry.\The truth is... response:	I'm an otaku.
context: I'm sorry.\I have to go.\I have to go!\Serinuma-san!\She's out.\I'm sorry.\The truth is...\I'm an otaku. response:	Oh. Okay.
context: I have to go.\I have to go!\Serinuma-san!\She's out.\I'm sorry.\The truth is...\I'm an otaku.\Oh. Okay. response:	I'm sorry I disappeared so suddenly like that.
context: I have to go!\Serinuma-san!\She's out.\I'm sorry.\The truth is...\I'm an otaku.\Oh. Okay.\I'm sorry I disappeared so suddenly like that. response:	But I know if I let this chance slip away...
context: Serinuma-san!\She's out.\I'm sorry.\The truth is...\I'm an otaku.\Oh. Okay.\I'm sorry I disappeared so suddenly like that.\But I know if I let this chance slip away... response:	I'd regret it for the rest of my life! I just couldn't.
context: She's out.\I'm sorry.\The truth is...\I'm an otaku.\Oh. Okay.\I'm sorry I disappeared so suddenly like that.\But I know if I let this chance slip away...\I'd regret it for the rest of my life! I just couldn't. response:	Iga
context: I'm sorry.\The truth is...\I'm an otaku.\Oh. Okay.\I'm sorry I disappeared so suddenly like that.\But I know if I let this chance slip away...\I'd regret it for the rest of my life! I just couldn't.\Iga response:	Nana
context: The truth is...\I'm an otaku.\Oh. Okay.\I'm sorry I disappeared so suddenly like that.\But I know if I let this chance slip away...\I'd regret it for the rest of my life! I just couldn't.\Iga\Nana response:	Shi
context: I'm an otaku.\Oh. Okay.\I'm sorry I disappeared so suddenly like that.\But I know if I let this chance slip away...\I'd regret it for the rest of my life! I just couldn't.\Iga\Nana\Shi response:	Mu
context: Oh. Okay.\I'm sorry I disappeared so suddenly like that.\But I know if I let this chance slip away...\I'd regret it for the rest of my life! I just couldn't.\Iga\Nana\Shi\Mu response:	It means that much?
context: I'm sorry I disappeared so suddenly like that.\But I know if I let this chance slip away...\I'd regret it for the rest of my life! I just couldn't.\Iga\Nana\Shi\Mu\It means that much? response:	You all asked me out today, and I did my best to enjoy the date like a normal person,
context: But I know if I let this chance slip away...\I'd regret it for the rest of my life! I just couldn't.\Iga\Nana\Shi\Mu\It means that much?\You all asked me out today, and I did my best to enjoy the date like a normal person, response:	but I guess I couldn't.
context: I'd regret it for the rest of my life! I just couldn't.\Iga\Nana\Shi\Mu\It means that much?\You all asked me out today, and I did my best to enjoy the date like a normal person,\but I guess I couldn't. response:	I blew it. It was all for nothing.
context: Iga\Nana\Shi\Mu\It means that much?\You all asked me out today, and I did my best to enjoy the date like a normal person,\but I guess I couldn't.\I blew it. It was all for nothing. response:	I was trying so hard not to show my flaws that I didn't enjoy myself.
context: Nana\Shi\Mu\It means that much?\You all asked me out today, and I did my best to enjoy the date like a normal person,\but I guess I couldn't.\I blew it. It was all for nothing.\I was trying so hard not to show my flaws that I didn't enjoy myself. response:	Really, I'm so sorry.
context: Shi\Mu\It means that much?\You all asked me out today, and I did my best to enjoy the date like a normal person,\but I guess I couldn't.\I blew it. It was all for nothing.\I was trying so hard not to show my flaws that I didn't enjoy myself.\Really, I'm so sorry. response:	But, I just can't lie to myself.
context: Mu\It means that much?\You all asked me out today, and I did my best to enjoy the date like a normal person,\but I guess I couldn't.\I blew it. It was all for nothing.\I was trying so hard not to show my flaws that I didn't enjoy myself.\Really, I'm so sorry.\But, I just can't lie to myself. response:	Thank you for today.
context: It means that much?\You all asked me out today, and I did my best to enjoy the date like a normal person,\but I guess I couldn't.\I blew it. It was all for nothing.\I was trying so hard not to show my flaws that I didn't enjoy myself.\Really, I'm so sorry.\But, I just can't lie to myself.\Thank you for today. response:	Sorry, but I'm not following you.
context: You all asked me out today, and I did my best to enjoy the date like a normal person,\but I guess I couldn't.\I blew it. It was all for nothing.\I was trying so hard not to show my flaws that I didn't enjoy myself.\Really, I'm so sorry.\But, I just can't lie to myself.\Thank you for today.\Sorry, but I'm not following you. response:	What's the problem?
context: but I guess I couldn't.\I blew it. It was all for nothing.\I was trying so hard not to show my flaws that I didn't enjoy myself.\Really, I'm so sorry.\But, I just can't lie to myself.\Thank you for today.\Sorry, but I'm not following you.\What's the problem? response:	Isn't it a good thing to have something you like?
context: I blew it. It was all for nothing.\I was trying so hard not to show my flaws that I didn't enjoy myself.\Really, I'm so sorry.\But, I just can't lie to myself.\Thank you for today.\Sorry, but I'm not following you.\What's the problem?\Isn't it a good thing to have something you like? response:	That's how I feel.
context: I was trying so hard not to show my flaws that I didn't enjoy myself.\Really, I'm so sorry.\But, I just can't lie to myself.\Thank you for today.\Sorry, but I'm not following you.\What's the problem?\Isn't it a good thing to have something you like?\That's how I feel. response:	And besides, Serinuma-san,
context: Really, I'm so sorry.\But, I just can't lie to myself.\Thank you for today.\Sorry, but I'm not following you.\What's the problem?\Isn't it a good thing to have something you like?\That's how I feel.\And besides, Serinuma-san, response:	your eyes are sparkling right now.
context: But, I just can't lie to myself.\Thank you for today.\Sorry, but I'm not following you.\What's the problem?\Isn't it a good thing to have something you like?\That's how I feel.\And besides, Serinuma-san,\your eyes are sparkling right now. response:	I much prefer you like this.
context: Thank you for today.\Sorry, but I'm not following you.\What's the problem?\Isn't it a good thing to have something you like?\That's how I feel.\And besides, Serinuma-san,\your eyes are sparkling right now.\I much prefer you like this. response:	S-Senpai!
context: Sorry, but I'm not following you.\What's the problem?\Isn't it a good thing to have something you like?\That's how I feel.\And besides, Serinuma-san,\your eyes are sparkling right now.\I much prefer you like this.\S-Senpai! response:	That's right! This is way better than the dead eyes you had before.
context: What's the problem?\Isn't it a good thing to have something you like?\That's how I feel.\And besides, Serinuma-san,\your eyes are sparkling right now.\I much prefer you like this.\S-Senpai!\That's right! This is way better than the dead eyes you had before. response:	Yeah. Your spark was completely out.
context: Isn't it a good thing to have something you like?\That's how I feel.\And besides, Serinuma-san,\your eyes are sparkling right now.\I much prefer you like this.\S-Senpai!\That's right! This is way better than the dead eyes you had before.\Yeah. Your spark was completely out. response:	I've seen anime before, too. Like Eva, or something?
context: That's how I feel.\And besides, Serinuma-san,\your eyes are sparkling right now.\I much prefer you like this.\S-Senpai!\That's right! This is way better than the dead eyes you had before.\Yeah. Your spark was completely out.\I've seen anime before, too. Like Eva, or something? response:	Don't worry about it.
context: And besides, Serinuma-san,\your eyes are sparkling right now.\I much prefer you like this.\S-Senpai!\That's right! This is way better than the dead eyes you had before.\Yeah. Your spark was completely out.\I've seen anime before, too. Like Eva, or something?\Don't worry about it. response:	Next, let's go somewhere you want.
context: your eyes are sparkling right now.\I much prefer you like this.\S-Senpai!\That's right! This is way better than the dead eyes you had before.\Yeah. Your spark was completely out.\I've seen anime before, too. Like Eva, or something?\Don't worry about it.\Next, let's go somewhere you want. response:	We'll go with you.
context: I much prefer you like this.\S-Senpai!\That's right! This is way better than the dead eyes you had before.\Yeah. Your spark was completely out.\I've seen anime before, too. Like Eva, or something?\Don't worry about it.\Next, let's go somewhere you want.\We'll go with you. response:	Yeah.
context: S-Senpai!\That's right! This is way better than the dead eyes you had before.\Yeah. Your spark was completely out.\I've seen anime before, too. Like Eva, or something?\Don't worry about it.\Next, let's go somewhere you want.\We'll go with you.\Yeah. response:	You guys!
context: That's right! This is way better than the dead eyes you had before.\Yeah. Your spark was completely out.\I've seen anime before, too. Like Eva, or something?\Don't worry about it.\Next, let's go somewhere you want.\We'll go with you.\Yeah.\You guys! response:	Thank you!
context: Yeah. Your spark was completely out.\I've seen anime before, too. Like Eva, or something?\Don't worry about it.\Next, let's go somewhere you want.\We'll go with you.\Yeah.\You guys!\Thank you! response:	Okay, I wanna check out the new product line. Let's head back to Anime Ito! Heart.
context: I've seen anime before, too. Like Eva, or something?\Don't worry about it.\Next, let's go somewhere you want.\We'll go with you.\Yeah.\You guys!\Thank you!\Okay, I wanna check out the new product line. Let's head back to Anime Ito! Heart. response:	Iga
context: Don't worry about it.\Next, let's go somewhere you want.\We'll go with you.\Yeah.\You guys!\Thank you!\Okay, I wanna check out the new product line. Let's head back to Anime Ito! Heart.\Iga response:	Nana
context: Next, let's go somewhere you want.\We'll go with you.\Yeah.\You guys!\Thank you!\Okay, I wanna check out the new product line. Let's head back to Anime Ito! Heart.\Iga\Nana response:	Shi
context: We'll go with you.\Yeah.\You guys!\Thank you!\Okay, I wanna check out the new product line. Let's head back to Anime Ito! Heart.\Iga\Nana\Shi response:	And that's what happened! It was so fun.
context: Yeah.\You guys!\Thank you!\Okay, I wanna check out the new product line. Let's head back to Anime Ito! Heart.\Iga\Nana\Shi\And that's what happened! It was so fun. response:	Everyone's so nice!
context: You guys!\Thank you!\Okay, I wanna check out the new product line. Let's head back to Anime Ito! Heart.\Iga\Nana\Shi\And that's what happened! It was so fun.\Everyone's so nice! response:	Oh, and look at what I got.
context: Thank you!\Okay, I wanna check out the new product line. Let's head back to Anime Ito! Heart.\Iga\Nana\Shi\And that's what happened! It was so fun.\Everyone's so nice!\Oh, and look at what I got. response:	It's 5x7!
context: Okay, I wanna check out the new product line. Let's head back to Anime Ito! Heart.\Iga\Nana\Shi\And that's what happened! It was so fun.\Everyone's so nice!\Oh, and look at what I got.\It's 5x7! response:	Why'd you even go on a date, Kae-chan?
context: Iga\Nana\Shi\And that's what happened! It was so fun.\Everyone's so nice!\Oh, and look at what I got.\It's 5x7!\Why'd you even go on a date, Kae-chan? response:	Also, it's 7x5.
context: Nana\Shi\And that's what happened! It was so fun.\Everyone's so nice!\Oh, and look at what I got.\It's 5x7!\Why'd you even go on a date, Kae-chan?\Also, it's 7x5. response:	Hey, Igarashi.
context: Shi\And that's what happened! It was so fun.\Everyone's so nice!\Oh, and look at what I got.\It's 5x7!\Why'd you even go on a date, Kae-chan?\Also, it's 7x5.\Hey, Igarashi. response:	Have you ever fallen for anyone?
context: And that's what happened! It was so fun.\Everyone's so nice!\Oh, and look at what I got.\It's 5x7!\Why'd you even go on a date, Kae-chan?\Also, it's 7x5.\Hey, Igarashi.\Have you ever fallen for anyone? response:	Sure, same as everyone.
context: Everyone's so nice!\Oh, and look at what I got.\It's 5x7!\Why'd you even go on a date, Kae-chan?\Also, it's 7x5.\Hey, Igarashi.\Have you ever fallen for anyone?\Sure, same as everyone. response:	Yeah? So what's your type?
context: Oh, and look at what I got.\It's 5x7!\Why'd you even go on a date, Kae-chan?\Also, it's 7x5.\Hey, Igarashi.\Have you ever fallen for anyone?\Sure, same as everyone.\Yeah? So what's your type? response:	What's with the interrogation?
context: It's 5x7!\Why'd you even go on a date, Kae-chan?\Also, it's 7x5.\Hey, Igarashi.\Have you ever fallen for anyone?\Sure, same as everyone.\Yeah? So what's your type?\What's with the interrogation? response:	C'mon, just tell me.
context: Why'd you even go on a date, Kae-chan?\Also, it's 7x5.\Hey, Igarashi.\Have you ever fallen for anyone?\Sure, same as everyone.\Yeah? So what's your type?\What's with the interrogation?\C'mon, just tell me. response:	I guess a girl with a good head on her shoulders. Mature.
context: Also, it's 7x5.\Hey, Igarashi.\Have you ever fallen for anyone?\Sure, same as everyone.\Yeah? So what's your type?\What's with the interrogation?\C'mon, just tell me.\I guess a girl with a good head on her shoulders. Mature. response:	No way! Don't you want a girl that's your age or younger?
context: Hey, Igarashi.\Have you ever fallen for anyone?\Sure, same as everyone.\Yeah? So what's your type?\What's with the interrogation?\C'mon, just tell me.\I guess a girl with a good head on her shoulders. Mature.\No way! Don't you want a girl that's your age or younger? response:	Nah, I don't really like loud, childish girls. I can't deal with boisterous girls.
context: Have you ever fallen for anyone?\Sure, same as everyone.\Yeah? So what's your type?\What's with the interrogation?\C'mon, just tell me.\I guess a girl with a good head on her shoulders. Mature.\No way! Don't you want a girl that's your age or younger?\Nah, I don't really like loud, childish girls. I can't deal with boisterous girls. response:	Isn't it hard to talk to someone who's so tame, though?
context: Sure, same as everyone.\Yeah? So what's your type?\What's with the interrogation?\C'mon, just tell me.\I guess a girl with a good head on her shoulders. Mature.\No way! Don't you want a girl that's your age or younger?\Nah, I don't really like loud, childish girls. I can't deal with boisterous girls.\Isn't it hard to talk to someone who's so tame, though? response:	I go for girls that are upbeat and bright!
context: Yeah? So what's your type?\What's with the interrogation?\C'mon, just tell me.\I guess a girl with a good head on her shoulders. Mature.\No way! Don't you want a girl that's your age or younger?\Nah, I don't really like loud, childish girls. I can't deal with boisterous girls.\Isn't it hard to talk to someone who's so tame, though?\I go for girls that are upbeat and bright! response:	Next Time: The Strange Room And The Four High School Boys
context: What's with the interrogation?\C'mon, just tell me.\I guess a girl with a good head on her shoulders. Mature.\No way! Don't you want a girl that's your age or younger?\Nah, I don't really like loud, childish girls. I can't deal with boisterous girls.\Isn't it hard to talk to someone who's so tame, though?\I go for girls that are upbeat and bright!\Next Time: The Strange Room And The Four High School Boys response:	Look Forward To It!
context: C'mon, just tell me.\I guess a girl with a good head on her shoulders. Mature.\No way! Don't you want a girl that's your age or younger?\Nah, I don't really like loud, childish girls. I can't deal with boisterous girls.\Isn't it hard to talk to someone who's so tame, though?\I go for girls that are upbeat and bright!\Next Time: The Strange Room And The Four High School Boys\Look Forward To It! response:	On a date, we'd go to an amusement park or pool!
