context: Hello, Kawajiri residence. response:	July 16th (Fri) 7:57 AM
context: Take this, Yoshikage Kira!\What?!\Y-Yes!\I hit him dead-on! I... I did it!\Hayato Kawajiri's not coming...\I guess he must've taken a different route to school.\This is the end, you murderer!\Wh-Wh-What?! response:	Lately...
context: What?!\Y-Yes!\I hit him dead-on! I... I did it!\Hayato Kawajiri's not coming...\I guess he must've taken a different route to school.\This is the end, you murderer!\Wh-Wh-What?!\Lately... response:	Impossible!
context: Y-Yes!\I hit him dead-on! I... I did it!\Hayato Kawajiri's not coming...\I guess he must've taken a different route to school.\This is the end, you murderer!\Wh-Wh-What?!\Lately...\Impossible! response:	With my nails growing so quickly...
context: I hit him dead-on! I... I did it!\Hayato Kawajiri's not coming...\I guess he must've taken a different route to school.\This is the end, you murderer!\Wh-Wh-What?!\Lately...\Impossible!\With my nails growing so quickly... response:	I got to thinking about how unlucky I've been lately.
context: Hayato Kawajiri's not coming...\I guess he must've taken a different route to school.\This is the end, you murderer!\Wh-Wh-What?!\Lately...\Impossible!\With my nails growing so quickly...\I got to thinking about how unlucky I've been lately. response:	But inside my pocket...
context: I guess he must've taken a different route to school.\This is the end, you murderer!\Wh-Wh-What?!\Lately...\Impossible!\With my nails growing so quickly...\I got to thinking about how unlucky I've been lately.\But inside my pocket... response:	It seems like, since last night, luck is coming around to my side.
context: This is the end, you murderer!\Wh-Wh-What?!\Lately...\Impossible!\With my nails growing so quickly...\I got to thinking about how unlucky I've been lately.\But inside my pocket...\It seems like, since last night, luck is coming around to my side. response:	Remember when Mom's precious tea cup broke this morning?
context: Wh-Wh-What?!\Lately...\Impossible!\With my nails growing so quickly...\I got to thinking about how unlucky I've been lately.\But inside my pocket...\It seems like, since last night, luck is coming around to my side.\Remember when Mom's precious tea cup broke this morning? response:	When the coffee spilled onto my wrist, I was burned,
context: Lately...\Impossible!\With my nails growing so quickly...\I got to thinking about how unlucky I've been lately.\But inside my pocket...\It seems like, since last night, luck is coming around to my side.\Remember when Mom's precious tea cup broke this morning?\When the coffee spilled onto my wrist, I was burned, response:	so I removed my watch and put it in my chest pocket.
context: Impossible!\With my nails growing so quickly...\I got to thinking about how unlucky I've been lately.\But inside my pocket...\It seems like, since last night, luck is coming around to my side.\Remember when Mom's precious tea cup broke this morning?\When the coffee spilled onto my wrist, I was burned,\so I removed my watch and put it in my chest pocket. response:	What unbelievable luck!
context: With my nails growing so quickly...\I got to thinking about how unlucky I've been lately.\But inside my pocket...\It seems like, since last night, luck is coming around to my side.\Remember when Mom's precious tea cup broke this morning?\When the coffee spilled onto my wrist, I was burned,\so I removed my watch and put it in my chest pocket.\What unbelievable luck! response:	If that coffee hadn't spilled this morning...
context: I got to thinking about how unlucky I've been lately.\But inside my pocket...\It seems like, since last night, luck is coming around to my side.\Remember when Mom's precious tea cup broke this morning?\When the coffee spilled onto my wrist, I was burned,\so I removed my watch and put it in my chest pocket.\What unbelievable luck!\If that coffee hadn't spilled this morning... response:	How... How is that possible? I...
context: But inside my pocket...\It seems like, since last night, luck is coming around to my side.\Remember when Mom's precious tea cup broke this morning?\When the coffee spilled onto my wrist, I was burned,\so I removed my watch and put it in my chest pocket.\What unbelievable luck!\If that coffee hadn't spilled this morning...\How... How is that possible? I... response:	I-It's almost time!
context: It seems like, since last night, luck is coming around to my side.\Remember when Mom's precious tea cup broke this morning?\When the coffee spilled onto my wrist, I was burned,\so I removed my watch and put it in my chest pocket.\What unbelievable luck!\If that coffee hadn't spilled this morning...\How... How is that possible? I...\I-It's almost time! response:	Episode 37 Shining D (Diamond) is Unbreakable, Part 1
context: Remember when Mom's precious tea cup broke this morning?\When the coffee spilled onto my wrist, I was burned,\so I removed my watch and put it in my chest pocket.\What unbelievable luck!\If that coffee hadn't spilled this morning...\How... How is that possible? I...\I-It's almost time!\Episode 37 Shining D (Diamond) is Unbreakable, Part 1 response:	Episode 37 Shining D (Diamond) is Un breakable, Part 1
