context: Gods from across the country gather at the Divine Assembly in Izumo. response:	There's a decent chance one of those gods knows Mikage's whereabouts.
context: I'm finally here at Izumo, the land of the gods!\Wow, this is amazing! It's a tourist spot!\They don't just have notable sights.\Freshwater clams! Eel! Prawns!\Since we came all the way out here, we should enjoy everything we can.\Ask me anything about Izumo, okay?\You're already here, Mizuki?\Yep, I got here an hour ago. response:	Well, I'd love to show you around, but there's no time right now.
context: Wow, this is amazing! It's a tourist spot!\They don't just have notable sights.\Freshwater clams! Eel! Prawns!\Since we came all the way out here, we should enjoy everything we can.\Ask me anything about Izumo, okay?\You're already here, Mizuki?\Yep, I got here an hour ago.\Well, I'd love to show you around, but there's no time right now. response:	The Greeting of the Gods has already begun.
context: They don't just have notable sights.\Freshwater clams! Eel! Prawns!\Since we came all the way out here, we should enjoy everything we can.\Ask me anything about Izumo, okay?\You're already here, Mizuki?\Yep, I got here an hour ago.\Well, I'd love to show you around, but there's no time right now.\The Greeting of the Gods has already begun. response:	Greeting of the Gods?
context: Freshwater clams! Eel! Prawns!\Since we came all the way out here, we should enjoy everything we can.\Ask me anything about Izumo, okay?\You're already here, Mizuki?\Yep, I got here an hour ago.\Well, I'd love to show you around, but there's no time right now.\The Greeting of the Gods has already begun.\Greeting of the Gods? response:	Yeah...
context: Since we came all the way out here, we should enjoy everything we can.\Ask me anything about Izumo, okay?\You're already here, Mizuki?\Yep, I got here an hour ago.\Well, I'd love to show you around, but there's no time right now.\The Greeting of the Gods has already begun.\Greeting of the Gods?\Yeah... response:	The gods are streaming ashore to gather at the Grand Shrine.
context: Ask me anything about Izumo, okay?\You're already here, Mizuki?\Yep, I got here an hour ago.\Well, I'd love to show you around, but there's no time right now.\The Greeting of the Gods has already begun.\Greeting of the Gods?\Yeah...\The gods are streaming ashore to gather at the Grand Shrine. response:	We'd better hurry too.
context: You're already here, Mizuki?\Yep, I got here an hour ago.\Well, I'd love to show you around, but there's no time right now.\The Greeting of the Gods has already begun.\Greeting of the Gods?\Yeah...\The gods are streaming ashore to gather at the Grand Shrine.\We'd better hurry too. response:	It is the place where all the gods gather just once every year.
context: Yep, I got here an hour ago.\Well, I'd love to show you around, but there's no time right now.\The Greeting of the Gods has already begun.\Greeting of the Gods?\Yeah...\The gods are streaming ashore to gather at the Grand Shrine.\We'd better hurry too.\It is the place where all the gods gather just once every year. response:	The highest ranking shrine in the Province of Izumo, the Izumo Grand Shrine.
context: Well, I'd love to show you around, but there's no time right now.\The Greeting of the Gods has already begun.\Greeting of the Gods?\Yeah...\The gods are streaming ashore to gather at the Grand Shrine.\We'd better hurry too.\It is the place where all the gods gather just once every year.\The highest ranking shrine in the Province of Izumo, the Izumo Grand Shrine. response:	What a beautiful shrine.
context: The Greeting of the Gods has already begun.\Greeting of the Gods?\Yeah...\The gods are streaming ashore to gather at the Grand Shrine.\We'd better hurry too.\It is the place where all the gods gather just once every year.\The highest ranking shrine in the Province of Izumo, the Izumo Grand Shrine.\What a beautiful shrine. response:	The host is Ookuninushi.
context: Greeting of the Gods?\Yeah...\The gods are streaming ashore to gather at the Grand Shrine.\We'd better hurry too.\It is the place where all the gods gather just once every year.\The highest ranking shrine in the Province of Izumo, the Izumo Grand Shrine.\What a beautiful shrine.\The host is Ookuninushi. response:	So this Ookuninushi is the one in charge of the Divine Assembly?
context: Yeah...\The gods are streaming ashore to gather at the Grand Shrine.\We'd better hurry too.\It is the place where all the gods gather just once every year.\The highest ranking shrine in the Province of Izumo, the Izumo Grand Shrine.\What a beautiful shrine.\The host is Ookuninushi.\So this Ookuninushi is the one in charge of the Divine Assembly? response:	That's right.
context: The gods are streaming ashore to gather at the Grand Shrine.\We'd better hurry too.\It is the place where all the gods gather just once every year.\The highest ranking shrine in the Province of Izumo, the Izumo Grand Shrine.\What a beautiful shrine.\The host is Ookuninushi.\So this Ookuninushi is the one in charge of the Divine Assembly?\That's right. response:	A god with such a large shrine dedicated to him...
context: We'd better hurry too.\It is the place where all the gods gather just once every year.\The highest ranking shrine in the Province of Izumo, the Izumo Grand Shrine.\What a beautiful shrine.\The host is Ookuninushi.\So this Ookuninushi is the one in charge of the Divine Assembly?\That's right.\A god with such a large shrine dedicated to him... response:	I wonder what he's like.
context: It is the place where all the gods gather just once every year.\The highest ranking shrine in the Province of Izumo, the Izumo Grand Shrine.\What a beautiful shrine.\The host is Ookuninushi.\So this Ookuninushi is the one in charge of the Divine Assembly?\That's right.\A god with such a large shrine dedicated to him...\I wonder what he's like. response:	Nanami!
context: The highest ranking shrine in the Province of Izumo, the Izumo Grand Shrine.\What a beautiful shrine.\The host is Ookuninushi.\So this Ookuninushi is the one in charge of the Divine Assembly?\That's right.\A god with such a large shrine dedicated to him...\I wonder what he's like.\Nanami! response:	This is...
context: What a beautiful shrine.\The host is Ookuninushi.\So this Ookuninushi is the one in charge of the Divine Assembly?\That's right.\A god with such a large shrine dedicated to him...\I wonder what he's like.\Nanami!\This is... response:	Mizuki?
context: The host is Ookuninushi.\So this Ookuninushi is the one in charge of the Divine Assembly?\That's right.\A god with such a large shrine dedicated to him...\I wonder what he's like.\Nanami!\This is...\Mizuki? response:	The bothersome Divine Assembly has begun.
context: So this Ookuninushi is the one in charge of the Divine Assembly?\That's right.\A god with such a large shrine dedicated to him...\I wonder what he's like.\Nanami!\This is...\Mizuki?\The bothersome Divine Assembly has begun. response:	Lady Inaho
context: That's right.\A god with such a large shrine dedicated to him...\I wonder what he's like.\Nanami!\This is...\Mizuki?\The bothersome Divine Assembly has begun.\Lady Inaho response:	Yet again, I must meet face-to-face with bothersome folk to discuss bothersome matters.
context: A god with such a large shrine dedicated to him...\I wonder what he's like.\Nanami!\This is...\Mizuki?\The bothersome Divine Assembly has begun.\Lady Inaho\Yet again, I must meet face-to-face with bothersome folk to discuss bothersome matters. response:	You are one to talk, Lady Inaho.
context: I wonder what he's like.\Nanami!\This is...\Mizuki?\The bothersome Divine Assembly has begun.\Lady Inaho\Yet again, I must meet face-to-face with bothersome folk to discuss bothersome matters.\You are one to talk, Lady Inaho. response:	The Three Fumigae Gods
context: Nanami!\This is...\Mizuki?\The bothersome Divine Assembly has begun.\Lady Inaho\Yet again, I must meet face-to-face with bothersome folk to discuss bothersome matters.\You are one to talk, Lady Inaho.\The Three Fumigae Gods response:	You will be snoozing through the entire Divine Assembly anyway.
context: This is...\Mizuki?\The bothersome Divine Assembly has begun.\Lady Inaho\Yet again, I must meet face-to-face with bothersome folk to discuss bothersome matters.\You are one to talk, Lady Inaho.\The Three Fumigae Gods\You will be snoozing through the entire Divine Assembly anyway. response:	War God Takehaya
context: Mizuki?\The bothersome Divine Assembly has begun.\Lady Inaho\Yet again, I must meet face-to-face with bothersome folk to discuss bothersome matters.\You are one to talk, Lady Inaho.\The Three Fumigae Gods\You will be snoozing through the entire Divine Assembly anyway.\War God Takehaya response:	I expect that no one will arive late this year.
context: The bothersome Divine Assembly has begun.\Lady Inaho\Yet again, I must meet face-to-face with bothersome folk to discuss bothersome matters.\You are one to talk, Lady Inaho.\The Three Fumigae Gods\You will be snoozing through the entire Divine Assembly anyway.\War God Takehaya\I expect that no one will arive late this year. response:	Amazing! So these are the other gods?
context: Lady Inaho\Yet again, I must meet face-to-face with bothersome folk to discuss bothersome matters.\You are one to talk, Lady Inaho.\The Three Fumigae Gods\You will be snoozing through the entire Divine Assembly anyway.\War God Takehaya\I expect that no one will arive late this year.\Amazing! So these are the other gods? response:	Are you that new human god?
context: Yet again, I must meet face-to-face with bothersome folk to discuss bothersome matters.\You are one to talk, Lady Inaho.\The Three Fumigae Gods\You will be snoozing through the entire Divine Assembly anyway.\War God Takehaya\I expect that no one will arive late this year.\Amazing! So these are the other gods?\Are you that new human god? response:	What?
context: You are one to talk, Lady Inaho.\The Three Fumigae Gods\You will be snoozing through the entire Divine Assembly anyway.\War God Takehaya\I expect that no one will arive late this year.\Amazing! So these are the other gods?\Are you that new human god?\What? response:	Show me your divine powers.
context: The Three Fumigae Gods\You will be snoozing through the entire Divine Assembly anyway.\War God Takehaya\I expect that no one will arive late this year.\Amazing! So these are the other gods?\Are you that new human god?\What?\Show me your divine powers. response:	If a mortal like you has come to the Divine Assembly, surely you must have some skills.
context: You will be snoozing through the entire Divine Assembly anyway.\War God Takehaya\I expect that no one will arive late this year.\Amazing! So these are the other gods?\Are you that new human god?\What?\Show me your divine powers.\If a mortal like you has come to the Divine Assembly, surely you must have some skills. response:	Show me!
context: War God Takehaya\I expect that no one will arive late this year.\Amazing! So these are the other gods?\Are you that new human god?\What?\Show me your divine powers.\If a mortal like you has come to the Divine Assembly, surely you must have some skills.\Show me! response:	Skills?
context: I expect that no one will arive late this year.\Amazing! So these are the other gods?\Are you that new human god?\What?\Show me your divine powers.\If a mortal like you has come to the Divine Assembly, surely you must have some skills.\Show me!\Skills? response:	Uh...
context: Amazing! So these are the other gods?\Are you that new human god?\What?\Show me your divine powers.\If a mortal like you has come to the Divine Assembly, surely you must have some skills.\Show me!\Skills?\Uh... response:	Mamoru's not here!
context: Are you that new human god?\What?\Show me your divine powers.\If a mortal like you has come to the Divine Assembly, surely you must have some skills.\Show me!\Skills?\Uh...\Mamoru's not here! response:	Squeeze
context: What?\Show me your divine powers.\If a mortal like you has come to the Divine Assembly, surely you must have some skills.\Show me!\Skills?\Uh...\Mamoru's not here!\Squeeze response:	He' s with Mizuki
context: Show me your divine powers.\If a mortal like you has come to the Divine Assembly, surely you must have some skills.\Show me!\Skills?\Uh...\Mamoru's not here!\Squeeze\He' s with Mizuki response:	Make it quick.
context: If a mortal like you has come to the Divine Assembly, surely you must have some skills.\Show me!\Skills?\Uh...\Mamoru's not here!\Squeeze\He' s with Mizuki\Make it quick. response:	Uh...
context: Show me!\Skills?\Uh...\Mamoru's not here!\Squeeze\He' s with Mizuki\Make it quick.\Uh... response:	I have some skill with white talismans and barriers against evil.
context: Skills?\Uh...\Mamoru's not here!\Squeeze\He' s with Mizuki\Make it quick.\Uh...\I have some skill with white talismans and barriers against evil. response:	But I seem to have misplaced my daemon for the time being, so I can't do that.
context: Uh...\Mamoru's not here!\Squeeze\He' s with Mizuki\Make it quick.\Uh...\I have some skill with white talismans and barriers against evil.\But I seem to have misplaced my daemon for the time being, so I can't do that. response:	As for the talismans, I brought...
context: Mamoru's not here!\Squeeze\He' s with Mizuki\Make it quick.\Uh...\I have some skill with white talismans and barriers against evil.\But I seem to have misplaced my daemon for the time being, so I can't do that.\As for the talismans, I brought... response:	Oh, my bag! I don't have the talismans either!
context: Squeeze\He' s with Mizuki\Make it quick.\Uh...\I have some skill with white talismans and barriers against evil.\But I seem to have misplaced my daemon for the time being, so I can't do that.\As for the talismans, I brought...\Oh, my bag! I don't have the talismans either! response:	The drum to gather has sounded.
context: He' s with Mizuki\Make it quick.\Uh...\I have some skill with white talismans and barriers against evil.\But I seem to have misplaced my daemon for the time being, so I can't do that.\As for the talismans, I brought...\Oh, my bag! I don't have the talismans either!\The drum to gather has sounded. response:	Let us all make our way to the banquet hall.
context: Make it quick.\Uh...\I have some skill with white talismans and barriers against evil.\But I seem to have misplaced my daemon for the time being, so I can't do that.\As for the talismans, I brought...\Oh, my bag! I don't have the talismans either!\The drum to gather has sounded.\Let us all make our way to the banquet hall. response:	You will get nowhere spending time with a human, War God.
context: Uh...\I have some skill with white talismans and barriers against evil.\But I seem to have misplaced my daemon for the time being, so I can't do that.\As for the talismans, I brought...\Oh, my bag! I don't have the talismans either!\The drum to gather has sounded.\Let us all make our way to the banquet hall.\You will get nowhere spending time with a human, War God. response:	Let us go to the Divine Assembly.
context: I have some skill with white talismans and barriers against evil.\But I seem to have misplaced my daemon for the time being, so I can't do that.\As for the talismans, I brought...\Oh, my bag! I don't have the talismans either!\The drum to gather has sounded.\Let us all make our way to the banquet hall.\You will get nowhere spending time with a human, War God.\Let us go to the Divine Assembly. response:	W-Wait.
context: But I seem to have misplaced my daemon for the time being, so I can't do that.\As for the talismans, I brought...\Oh, my bag! I don't have the talismans either!\The drum to gather has sounded.\Let us all make our way to the banquet hall.\You will get nowhere spending time with a human, War God.\Let us go to the Divine Assembly.\W-Wait. response:	They're so fast!
context: As for the talismans, I brought...\Oh, my bag! I don't have the talismans either!\The drum to gather has sounded.\Let us all make our way to the banquet hall.\You will get nowhere spending time with a human, War God.\Let us go to the Divine Assembly.\W-Wait.\They're so fast! response:	So Narukami was right.
context: Oh, my bag! I don't have the talismans either!\The drum to gather has sounded.\Let us all make our way to the banquet hall.\You will get nowhere spending time with a human, War God.\Let us go to the Divine Assembly.\W-Wait.\They're so fast!\So Narukami was right. response:	It seems you really are an ordinary human with no talent or abilities.
context: The drum to gather has sounded.\Let us all make our way to the banquet hall.\You will get nowhere spending time with a human, War God.\Let us go to the Divine Assembly.\W-Wait.\They're so fast!\So Narukami was right.\It seems you really are an ordinary human with no talent or abilities. response:	You are an eyesore!
context: Let us all make our way to the banquet hall.\You will get nowhere spending time with a human, War God.\Let us go to the Divine Assembly.\W-Wait.\They're so fast!\So Narukami was right.\It seems you really are an ordinary human with no talent or abilities.\You are an eyesore! response:	Stay out of my sight from now on!
context: You will get nowhere spending time with a human, War God.\Let us go to the Divine Assembly.\W-Wait.\They're so fast!\So Narukami was right.\It seems you really are an ordinary human with no talent or abilities.\You are an eyesore!\Stay out of my sight from now on! response:	Let's go...
context: Let us go to the Divine Assembly.\W-Wait.\They're so fast!\So Narukami was right.\It seems you really are an ordinary human with no talent or abilities.\You are an eyesore!\Stay out of my sight from now on!\Let's go... response:	to the hall of the Divine Assembly.
context: W-Wait.\They're so fast!\So Narukami was right.\It seems you really are an ordinary human with no talent or abilities.\You are an eyesore!\Stay out of my sight from now on!\Let's go...\to the hall of the Divine Assembly. response:	How many times do I have to tell you?
context: They're so fast!\So Narukami was right.\It seems you really are an ordinary human with no talent or abilities.\You are an eyesore!\Stay out of my sight from now on!\Let's go...\to the hall of the Divine Assembly.\How many times do I have to tell you? response:	You're such a stupid guard rabbit.
context: So Narukami was right.\It seems you really are an ordinary human with no talent or abilities.\You are an eyesore!\Stay out of my sight from now on!\Let's go...\to the hall of the Divine Assembly.\How many times do I have to tell you?\You're such a stupid guard rabbit. response:	I'm a familiar who came to accompany my god to the Divine Assembly!
context: It seems you really are an ordinary human with no talent or abilities.\You are an eyesore!\Stay out of my sight from now on!\Let's go...\to the hall of the Divine Assembly.\How many times do I have to tell you?\You're such a stupid guard rabbit.\I'm a familiar who came to accompany my god to the Divine Assembly! response:	Familiar though you may be, you shall not pass.
context: You are an eyesore!\Stay out of my sight from now on!\Let's go...\to the hall of the Divine Assembly.\How many times do I have to tell you?\You're such a stupid guard rabbit.\I'm a familiar who came to accompany my god to the Divine Assembly!\Familiar though you may be, you shall not pass. response:	Ah! If I don't get inside soon, I'll lose Nanami!
context: Stay out of my sight from now on!\Let's go...\to the hall of the Divine Assembly.\How many times do I have to tell you?\You're such a stupid guard rabbit.\I'm a familiar who came to accompany my god to the Divine Assembly!\Familiar though you may be, you shall not pass.\Ah! If I don't get inside soon, I'll lose Nanami! response:	Unless you are accompanied by a god, you cannot pass through the gate.
context: Let's go...\to the hall of the Divine Assembly.\How many times do I have to tell you?\You're such a stupid guard rabbit.\I'm a familiar who came to accompany my god to the Divine Assembly!\Familiar though you may be, you shall not pass.\Ah! If I don't get inside soon, I'll lose Nanami!\Unless you are accompanied by a god, you cannot pass through the gate. response:	Wait here until your god comes for you.
context: to the hall of the Divine Assembly.\How many times do I have to tell you?\You're such a stupid guard rabbit.\I'm a familiar who came to accompany my god to the Divine Assembly!\Familiar though you may be, you shall not pass.\Ah! If I don't get inside soon, I'll lose Nanami!\Unless you are accompanied by a god, you cannot pass through the gate.\Wait here until your god comes for you. response:	I already told you!
context: How many times do I have to tell you?\You're such a stupid guard rabbit.\I'm a familiar who came to accompany my god to the Divine Assembly!\Familiar though you may be, you shall not pass.\Ah! If I don't get inside soon, I'll lose Nanami!\Unless you are accompanied by a god, you cannot pass through the gate.\Wait here until your god comes for you.\I already told you! response:	She's new to this, so she doesn't know all the rules!
context: You're such a stupid guard rabbit.\I'm a familiar who came to accompany my god to the Divine Assembly!\Familiar though you may be, you shall not pass.\Ah! If I don't get inside soon, I'll lose Nanami!\Unless you are accompanied by a god, you cannot pass through the gate.\Wait here until your god comes for you.\I already told you!\She's new to this, so she doesn't know all the rules! response:	How could I of all people have gotten separated from Nanami?
context: I'm a familiar who came to accompany my god to the Divine Assembly!\Familiar though you may be, you shall not pass.\Ah! If I don't get inside soon, I'll lose Nanami!\Unless you are accompanied by a god, you cannot pass through the gate.\Wait here until your god comes for you.\I already told you!\She's new to this, so she doesn't know all the rules!\How could I of all people have gotten separated from Nanami? response:	She's probably all alone and scared to death.
context: Familiar though you may be, you shall not pass.\Ah! If I don't get inside soon, I'll lose Nanami!\Unless you are accompanied by a god, you cannot pass through the gate.\Wait here until your god comes for you.\I already told you!\She's new to this, so she doesn't know all the rules!\How could I of all people have gotten separated from Nanami?\She's probably all alone and scared to death. response:	You can enter by piggybacking another god arriving late.
context: Ah! If I don't get inside soon, I'll lose Nanami!\Unless you are accompanied by a god, you cannot pass through the gate.\Wait here until your god comes for you.\I already told you!\She's new to this, so she doesn't know all the rules!\How could I of all people have gotten separated from Nanami?\She's probably all alone and scared to death.\You can enter by piggybacking another god arriving late. response:	This meeting happens once a year! There's no way some stupid god would arrive late!
context: Unless you are accompanied by a god, you cannot pass through the gate.\Wait here until your god comes for you.\I already told you!\She's new to this, so she doesn't know all the rules!\How could I of all people have gotten separated from Nanami?\She's probably all alone and scared to death.\You can enter by piggybacking another god arriving late.\This meeting happens once a year! There's no way some stupid god would arrive late! response:	Guard rabbit, I'm late! Open the back gate!
context: Wait here until your god comes for you.\I already told you!\She's new to this, so she doesn't know all the rules!\How could I of all people have gotten separated from Nanami?\She's probably all alone and scared to death.\You can enter by piggybacking another god arriving late.\This meeting happens once a year! There's no way some stupid god would arrive late!\Guard rabbit, I'm late! Open the back gate! response:	My skin was looking awful today, so getting my make-up done took forever.
context: I already told you!\She's new to this, so she doesn't know all the rules!\How could I of all people have gotten separated from Nanami?\She's probably all alone and scared to death.\You can enter by piggybacking another god arriving late.\This meeting happens once a year! There's no way some stupid god would arrive late!\Guard rabbit, I'm late! Open the back gate!\My skin was looking awful today, so getting my make-up done took forever. response:	Lord Otohiko!
context: She's new to this, so she doesn't know all the rules!\How could I of all people have gotten separated from Nanami?\She's probably all alone and scared to death.\You can enter by piggybacking another god arriving late.\This meeting happens once a year! There's no way some stupid god would arrive late!\Guard rabbit, I'm late! Open the back gate!\My skin was looking awful today, so getting my make-up done took forever.\Lord Otohiko! response:	Lord Otohiko!
context: How could I of all people have gotten separated from Nanami?\She's probably all alone and scared to death.\You can enter by piggybacking another god arriving late.\This meeting happens once a year! There's no way some stupid god would arrive late!\Guard rabbit, I'm late! Open the back gate!\My skin was looking awful today, so getting my make-up done took forever.\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: She's probably all alone and scared to death.\You can enter by piggybacking another god arriving late.\This meeting happens once a year! There's no way some stupid god would arrive late!\Guard rabbit, I'm late! Open the back gate!\My skin was looking awful today, so getting my make-up done took forever.\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: You can enter by piggybacking another god arriving late.\This meeting happens once a year! There's no way some stupid god would arrive late!\Guard rabbit, I'm late! Open the back gate!\My skin was looking awful today, so getting my make-up done took forever.\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: This meeting happens once a year! There's no way some stupid god would arrive late!\Guard rabbit, I'm late! Open the back gate!\My skin was looking awful today, so getting my make-up done took forever.\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Guard rabbit, I'm late! Open the back gate!\My skin was looking awful today, so getting my make-up done took forever.\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: My skin was looking awful today, so getting my make-up done took forever.\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Oh, my, what's this? How adorable.
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Oh, my, what's this? How adorable. response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Oh, my, what's this? How adorable.\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Oh, my, what's this? How adorable.\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Oh, my, what's this? How adorable.\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Oh, my, what's this? How adorable.\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Oh, my, what's this? How adorable.\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Oh, my, what's this? How adorable.\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Oh, my, what's this? How adorable.\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	Lord Otohiko!
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko! response:	I hadn't planned for this.
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\I hadn't planned for this. response:	I can't believe I got lost in here.
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\I hadn't planned for this.\I can't believe I got lost in here. response:	No matter how far I walk, everything looks the same.
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\I hadn't planned for this.\I can't believe I got lost in here.\No matter how far I walk, everything looks the same. response:	Where did all the gods go?
context: Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\Lord Otohiko!\I hadn't planned for this.\I can't believe I got lost in here.\No matter how far I walk, everything looks the same.\Where did all the gods go? response:	I'm all alone, and without Mizuki or the Divine Assembly, I can't get to the meeting hall.
