context: The contract money Gaia transferred into our accounts, response:	the expected monthly salaries from the agency,
context: That's why when I cheated on you, you found out right away,\and I confessed.\Right away? While we're at it, tell me everything.\Why did you cheat on me?\I just gave in to temptation. Maybe it was the Demon Lord.\But you were dating them both for a good two weeks.\Hey, Master! If you're keeping track of your customers' criminal records,\you'll get taken out someday. response:	Two weeks...
context: and I confessed.\Right away? While we're at it, tell me everything.\Why did you cheat on me?\I just gave in to temptation. Maybe it was the Demon Lord.\But you were dating them both for a good two weeks.\Hey, Master! If you're keeping track of your customers' criminal records,\you'll get taken out someday.\Two weeks... response:	That's all? What a boring man.
context: Right away? While we're at it, tell me everything.\Why did you cheat on me?\I just gave in to temptation. Maybe it was the Demon Lord.\But you were dating them both for a good two weeks.\Hey, Master! If you're keeping track of your customers' criminal records,\you'll get taken out someday.\Two weeks...\That's all? What a boring man. response:	Celebrity!
context: Why did you cheat on me?\I just gave in to temptation. Maybe it was the Demon Lord.\But you were dating them both for a good two weeks.\Hey, Master! If you're keeping track of your customers' criminal records,\you'll get taken out someday.\Two weeks...\That's all? What a boring man.\Celebrity! response:	You've changed my opinion of you.
context: I just gave in to temptation. Maybe it was the Demon Lord.\But you were dating them both for a good two weeks.\Hey, Master! If you're keeping track of your customers' criminal records,\you'll get taken out someday.\Two weeks...\That's all? What a boring man.\Celebrity!\You've changed my opinion of you. response:	You were keeping Ren's best interests in mind.
context: But you were dating them both for a good two weeks.\Hey, Master! If you're keeping track of your customers' criminal records,\you'll get taken out someday.\Two weeks...\That's all? What a boring man.\Celebrity!\You've changed my opinion of you.\You were keeping Ren's best interests in mind. response:	Huh?
context: Hey, Master! If you're keeping track of your customers' criminal records,\you'll get taken out someday.\Two weeks...\That's all? What a boring man.\Celebrity!\You've changed my opinion of you.\You were keeping Ren's best interests in mind.\Huh? response:	Why, of course. I think about his interests far more than you do.
context: you'll get taken out someday.\Two weeks...\That's all? What a boring man.\Celebrity!\You've changed my opinion of you.\You were keeping Ren's best interests in mind.\Huh?\Why, of course. I think about his interests far more than you do. response:	I seriously worry about him, too!
context: Two weeks...\That's all? What a boring man.\Celebrity!\You've changed my opinion of you.\You were keeping Ren's best interests in mind.\Huh?\Why, of course. I think about his interests far more than you do.\I seriously worry about him, too! response:	But if he marries Nana and she stays with him forever,
context: That's all? What a boring man.\Celebrity!\You've changed my opinion of you.\You were keeping Ren's best interests in mind.\Huh?\Why, of course. I think about his interests far more than you do.\I seriously worry about him, too!\But if he marries Nana and she stays with him forever, response:	it'll cure his bad habits.
context: Celebrity!\You've changed my opinion of you.\You were keeping Ren's best interests in mind.\Huh?\Why, of course. I think about his interests far more than you do.\I seriously worry about him, too!\But if he marries Nana and she stays with him forever,\it'll cure his bad habits. response:	Oh, that's what you're talking about.
context: You've changed my opinion of you.\You were keeping Ren's best interests in mind.\Huh?\Why, of course. I think about his interests far more than you do.\I seriously worry about him, too!\But if he marries Nana and she stays with him forever,\it'll cure his bad habits.\Oh, that's what you're talking about. response:	Huh?
context: You were keeping Ren's best interests in mind.\Huh?\Why, of course. I think about his interests far more than you do.\I seriously worry about him, too!\But if he marries Nana and she stays with him forever,\it'll cure his bad habits.\Oh, that's what you're talking about.\Huh? response:	It's okay.
context: Huh?\Why, of course. I think about his interests far more than you do.\I seriously worry about him, too!\But if he marries Nana and she stays with him forever,\it'll cure his bad habits.\Oh, that's what you're talking about.\Huh?\It's okay. response:	He can quit whenever he wants to. Ren just has no desire to.
context: Why, of course. I think about his interests far more than you do.\I seriously worry about him, too!\But if he marries Nana and she stays with him forever,\it'll cure his bad habits.\Oh, that's what you're talking about.\Huh?\It's okay.\He can quit whenever he wants to. Ren just has no desire to. response:	You think so?
context: I seriously worry about him, too!\But if he marries Nana and she stays with him forever,\it'll cure his bad habits.\Oh, that's what you're talking about.\Huh?\It's okay.\He can quit whenever he wants to. Ren just has no desire to.\You think so? response:	I think Ren wants to quit if he can.
context: But if he marries Nana and she stays with him forever,\it'll cure his bad habits.\Oh, that's what you're talking about.\Huh?\It's okay.\He can quit whenever he wants to. Ren just has no desire to.\You think so?\I think Ren wants to quit if he can. response:	Then he should quit.
context: it'll cure his bad habits.\Oh, that's what you're talking about.\Huh?\It's okay.\He can quit whenever he wants to. Ren just has no desire to.\You think so?\I think Ren wants to quit if he can.\Then he should quit. response:	But even you said you'd quit smoking for the baby's sake,
context: Oh, that's what you're talking about.\Huh?\It's okay.\He can quit whenever he wants to. Ren just has no desire to.\You think so?\I think Ren wants to quit if he can.\Then he should quit.\But even you said you'd quit smoking for the baby's sake, response:	yet you haven't been able to!
context: Huh?\It's okay.\He can quit whenever he wants to. Ren just has no desire to.\You think so?\I think Ren wants to quit if he can.\Then he should quit.\But even you said you'd quit smoking for the baby's sake,\yet you haven't been able to! response:	Nicotine creates a chemical dependency in your body,
context: It's okay.\He can quit whenever he wants to. Ren just has no desire to.\You think so?\I think Ren wants to quit if he can.\Then he should quit.\But even you said you'd quit smoking for the baby's sake,\yet you haven't been able to!\Nicotine creates a chemical dependency in your body, response:	so quitting is not that easy.
context: He can quit whenever he wants to. Ren just has no desire to.\You think so?\I think Ren wants to quit if he can.\Then he should quit.\But even you said you'd quit smoking for the baby's sake,\yet you haven't been able to!\Nicotine creates a chemical dependency in your body,\so quitting is not that easy. response:	But Ren's psychological dependency is also an addiction!
context: You think so?\I think Ren wants to quit if he can.\Then he should quit.\But even you said you'd quit smoking for the baby's sake,\yet you haven't been able to!\Nicotine creates a chemical dependency in your body,\so quitting is not that easy.\But Ren's psychological dependency is also an addiction! response:	Keep your voice down. If word gets out about him,
context: I think Ren wants to quit if he can.\Then he should quit.\But even you said you'd quit smoking for the baby's sake,\yet you haven't been able to!\Nicotine creates a chemical dependency in your body,\so quitting is not that easy.\But Ren's psychological dependency is also an addiction!\Keep your voice down. If word gets out about him, response:	the band's activities will be suspended.
context: Then he should quit.\But even you said you'd quit smoking for the baby's sake,\yet you haven't been able to!\Nicotine creates a chemical dependency in your body,\so quitting is not that easy.\But Ren's psychological dependency is also an addiction!\Keep your voice down. If word gets out about him,\the band's activities will be suspended. response:	I'm concerned about it too. Don't get so worked up about it.
context: But even you said you'd quit smoking for the baby's sake,\yet you haven't been able to!\Nicotine creates a chemical dependency in your body,\so quitting is not that easy.\But Ren's psychological dependency is also an addiction!\Keep your voice down. If word gets out about him,\the band's activities will be suspended.\I'm concerned about it too. Don't get so worked up about it. response:	Be concerned for the sake of Ren himself. Not the band.
context: yet you haven't been able to!\Nicotine creates a chemical dependency in your body,\so quitting is not that easy.\But Ren's psychological dependency is also an addiction!\Keep your voice down. If word gets out about him,\the band's activities will be suspended.\I'm concerned about it too. Don't get so worked up about it.\Be concerned for the sake of Ren himself. Not the band. response:	That's not my role.
context: Nicotine creates a chemical dependency in your body,\so quitting is not that easy.\But Ren's psychological dependency is also an addiction!\Keep your voice down. If word gets out about him,\the band's activities will be suspended.\I'm concerned about it too. Don't get so worked up about it.\Be concerned for the sake of Ren himself. Not the band.\That's not my role. response:	Is that why you're letting him get married?
context: so quitting is not that easy.\But Ren's psychological dependency is also an addiction!\Keep your voice down. If word gets out about him,\the band's activities will be suspended.\I'm concerned about it too. Don't get so worked up about it.\Be concerned for the sake of Ren himself. Not the band.\That's not my role.\Is that why you're letting him get married? response:	He's a burden to you, so you want Nana to take on that role?
context: But Ren's psychological dependency is also an addiction!\Keep your voice down. If word gets out about him,\the band's activities will be suspended.\I'm concerned about it too. Don't get so worked up about it.\Be concerned for the sake of Ren himself. Not the band.\That's not my role.\Is that why you're letting him get married?\He's a burden to you, so you want Nana to take on that role? response:	That's not it. That's a different story.
context: Keep your voice down. If word gets out about him,\the band's activities will be suspended.\I'm concerned about it too. Don't get so worked up about it.\Be concerned for the sake of Ren himself. Not the band.\That's not my role.\Is that why you're letting him get married?\He's a burden to you, so you want Nana to take on that role?\That's not it. That's a different story. response:	Yes?
context: the band's activities will be suspended.\I'm concerned about it too. Don't get so worked up about it.\Be concerned for the sake of Ren himself. Not the band.\That's not my role.\Is that why you're letting him get married?\He's a burden to you, so you want Nana to take on that role?\That's not it. That's a different story.\Yes? response:	Ah, Mr. Narita.
context: I'm concerned about it too. Don't get so worked up about it.\Be concerned for the sake of Ren himself. Not the band.\That's not my role.\Is that why you're letting him get married?\He's a burden to you, so you want Nana to take on that role?\That's not it. That's a different story.\Yes?\Ah, Mr. Narita. response:	MITSURU NARITA (46) PRESIDENT
context: Be concerned for the sake of Ren himself. Not the band.\That's not my role.\Is that why you're letting him get married?\He's a burden to you, so you want Nana to take on that role?\That's not it. That's a different story.\Yes?\Ah, Mr. Narita.\MITSURU NARITA (46) PRESIDENT response:	MITSURU NARITA (46) PRESIDENT Good afternoon.
context: That's not my role.\Is that why you're letting him get married?\He's a burden to you, so you want Nana to take on that role?\That's not it. That's a different story.\Yes?\Ah, Mr. Narita.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Good afternoon. response:	MITSURU NARITA (46) PRESIDENT
context: Is that why you're letting him get married?\He's a burden to you, so you want Nana to take on that role?\That's not it. That's a different story.\Yes?\Ah, Mr. Narita.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Good afternoon.\MITSURU NARITA (46) PRESIDENT response:	MITSURU NARITA (46) PRESIDENT How does it look? I dyed it blonde.
context: He's a burden to you, so you want Nana to take on that role?\That's not it. That's a different story.\Yes?\Ah, Mr. Narita.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Good afternoon.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT How does it look? I dyed it blonde. response:	MITSURU NARITA (46) PRESIDENT
context: That's not it. That's a different story.\Yes?\Ah, Mr. Narita.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Good afternoon.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT How does it look? I dyed it blonde.\MITSURU NARITA (46) PRESIDENT response:	MITSURU NARITA (46) PRESIDENT At your age?! That's ridiculous!
context: Yes?\Ah, Mr. Narita.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Good afternoon.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT How does it look? I dyed it blonde.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT At your age?! That's ridiculous! response:	MITSURU NARITA (46) PRESIDENT
context: Ah, Mr. Narita.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Good afternoon.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT How does it look? I dyed it blonde.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT At your age?! That's ridiculous!\MITSURU NARITA (46) PRESIDENT response:	MITSURU NARITA (46) PRESIDENT Reira, even if he does look ridiculous,
context: MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Good afternoon.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT How does it look? I dyed it blonde.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT At your age?! That's ridiculous!\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Reira, even if he does look ridiculous, response:	MITSURU NARITA (46) PRESIDENT that's no way to talk to the president!
context: MITSURU NARITA (46) PRESIDENT Good afternoon.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT How does it look? I dyed it blonde.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT At your age?! That's ridiculous!\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Reira, even if he does look ridiculous,\MITSURU NARITA (46) PRESIDENT that's no way to talk to the president! response:	MITSURU NARITA (46) PRESIDENT
context: MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT How does it look? I dyed it blonde.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT At your age?! That's ridiculous!\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Reira, even if he does look ridiculous,\MITSURU NARITA (46) PRESIDENT that's no way to talk to the president!\MITSURU NARITA (46) PRESIDENT response:	What brings you here today?
context: MITSURU NARITA (46) PRESIDENT How does it look? I dyed it blonde.\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT At your age?! That's ridiculous!\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Reira, even if he does look ridiculous,\MITSURU NARITA (46) PRESIDENT that's no way to talk to the president!\MITSURU NARITA (46) PRESIDENT\What brings you here today? response:	We'll be meeting with the agency
context: MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT At your age?! That's ridiculous!\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Reira, even if he does look ridiculous,\MITSURU NARITA (46) PRESIDENT that's no way to talk to the president!\MITSURU NARITA (46) PRESIDENT\What brings you here today?\We'll be meeting with the agency response:	- about Reira's commercial appearance. - Sexual harassment!
context: MITSURU NARITA (46) PRESIDENT At your age?! That's ridiculous!\MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Reira, even if he does look ridiculous,\MITSURU NARITA (46) PRESIDENT that's no way to talk to the president!\MITSURU NARITA (46) PRESIDENT\What brings you here today?\We'll be meeting with the agency\- about Reira's commercial appearance. - Sexual harassment! response:	We don't need you here!
context: MITSURU NARITA (46) PRESIDENT\MITSURU NARITA (46) PRESIDENT Reira, even if he does look ridiculous,\MITSURU NARITA (46) PRESIDENT that's no way to talk to the president!\MITSURU NARITA (46) PRESIDENT\What brings you here today?\We'll be meeting with the agency\- about Reira's commercial appearance. - Sexual harassment!\We don't need you here! response:	Right, for the cosmetics. That's great, Reira.
context: MITSURU NARITA (46) PRESIDENT Reira, even if he does look ridiculous,\MITSURU NARITA (46) PRESIDENT that's no way to talk to the president!\MITSURU NARITA (46) PRESIDENT\What brings you here today?\We'll be meeting with the agency\- about Reira's commercial appearance. - Sexual harassment!\We don't need you here!\Right, for the cosmetics. That's great, Reira. response:	You'll be aspired even more by
context: MITSURU NARITA (46) PRESIDENT that's no way to talk to the president!\MITSURU NARITA (46) PRESIDENT\What brings you here today?\We'll be meeting with the agency\- about Reira's commercial appearance. - Sexual harassment!\We don't need you here!\Right, for the cosmetics. That's great, Reira.\You'll be aspired even more by response:	- young girls across the country. - I only wanna do jobs
context: MITSURU NARITA (46) PRESIDENT\What brings you here today?\We'll be meeting with the agency\- about Reira's commercial appearance. - Sexual harassment!\We don't need you here!\Right, for the cosmetics. That's great, Reira.\You'll be aspired even more by\- young girls across the country. - I only wanna do jobs response:	that require singing!
context: What brings you here today?\We'll be meeting with the agency\- about Reira's commercial appearance. - Sexual harassment!\We don't need you here!\Right, for the cosmetics. That's great, Reira.\You'll be aspired even more by\- young girls across the country. - I only wanna do jobs\that require singing! response:	Stop being selfish.
context: We'll be meeting with the agency\- about Reira's commercial appearance. - Sexual harassment!\We don't need you here!\Right, for the cosmetics. That's great, Reira.\You'll be aspired even more by\- young girls across the country. - I only wanna do jobs\that require singing!\Stop being selfish. response:	They'll be using our song for the commercial.
context: - about Reira's commercial appearance. - Sexual harassment!\We don't need you here!\Right, for the cosmetics. That's great, Reira.\You'll be aspired even more by\- young girls across the country. - I only wanna do jobs\that require singing!\Stop being selfish.\They'll be using our song for the commercial. response:	Takumi, I heard about Ren.
context: We don't need you here!\Right, for the cosmetics. That's great, Reira.\You'll be aspired even more by\- young girls across the country. - I only wanna do jobs\that require singing!\Stop being selfish.\They'll be using our song for the commercial.\Takumi, I heard about Ren. response:	The sooner we have a press conference, the better.
context: Right, for the cosmetics. That's great, Reira.\You'll be aspired even more by\- young girls across the country. - I only wanna do jobs\that require singing!\Stop being selfish.\They'll be using our song for the commercial.\Takumi, I heard about Ren.\The sooner we have a press conference, the better. response:	We should try and move things along quickly.
context: You'll be aspired even more by\- young girls across the country. - I only wanna do jobs\that require singing!\Stop being selfish.\They'll be using our song for the commercial.\Takumi, I heard about Ren.\The sooner we have a press conference, the better.\We should try and move things along quickly. response:	Bye!
context: - young girls across the country. - I only wanna do jobs\that require singing!\Stop being selfish.\They'll be using our song for the commercial.\Takumi, I heard about Ren.\The sooner we have a press conference, the better.\We should try and move things along quickly.\Bye! response:	BLAH
context: that require singing!\Stop being selfish.\They'll be using our song for the commercial.\Takumi, I heard about Ren.\The sooner we have a press conference, the better.\We should try and move things along quickly.\Bye!\BLAH response:	Takumi! Why does even the president suddenly want
context: Stop being selfish.\They'll be using our song for the commercial.\Takumi, I heard about Ren.\The sooner we have a press conference, the better.\We should try and move things along quickly.\Bye!\BLAH\Takumi! Why does even the president suddenly want response:	Ren and Nana to get married?
context: They'll be using our song for the commercial.\Takumi, I heard about Ren.\The sooner we have a press conference, the better.\We should try and move things along quickly.\Bye!\BLAH\Takumi! Why does even the president suddenly want\Ren and Nana to get married? response:	He's the one who suggested it in the first place!
context: Takumi, I heard about Ren.\The sooner we have a press conference, the better.\We should try and move things along quickly.\Bye!\BLAH\Takumi! Why does even the president suddenly want\Ren and Nana to get married?\He's the one who suggested it in the first place! response:	He wanted Ren to announce to the press that he would protect Nana!
context: The sooner we have a press conference, the better.\We should try and move things along quickly.\Bye!\BLAH\Takumi! Why does even the president suddenly want\Ren and Nana to get married?\He's the one who suggested it in the first place!\He wanted Ren to announce to the press that he would protect Nana! response:	Why now?
context: We should try and move things along quickly.\Bye!\BLAH\Takumi! Why does even the president suddenly want\Ren and Nana to get married?\He's the one who suggested it in the first place!\He wanted Ren to announce to the press that he would protect Nana!\Why now? response:	He said he doesn't want Ren to look like he was being used by a woman.
context: Bye!\BLAH\Takumi! Why does even the president suddenly want\Ren and Nana to get married?\He's the one who suggested it in the first place!\He wanted Ren to announce to the press that he would protect Nana!\Why now?\He said he doesn't want Ren to look like he was being used by a woman. response:	His thoughts are that, by publicly declaring that they are lovers,
context: BLAH\Takumi! Why does even the president suddenly want\Ren and Nana to get married?\He's the one who suggested it in the first place!\He wanted Ren to announce to the press that he would protect Nana!\Why now?\He said he doesn't want Ren to look like he was being used by a woman.\His thoughts are that, by publicly declaring that they are lovers, response:	the public will be left with the impression
context: Takumi! Why does even the president suddenly want\Ren and Nana to get married?\He's the one who suggested it in the first place!\He wanted Ren to announce to the press that he would protect Nana!\Why now?\He said he doesn't want Ren to look like he was being used by a woman.\His thoughts are that, by publicly declaring that they are lovers,\the public will be left with the impression response:	that BLAST became popular thanks to us.
context: Ren and Nana to get married?\He's the one who suggested it in the first place!\He wanted Ren to announce to the press that he would protect Nana!\Why now?\He said he doesn't want Ren to look like he was being used by a woman.\His thoughts are that, by publicly declaring that they are lovers,\the public will be left with the impression\that BLAST became popular thanks to us. response:	That's ridiculous!
context: He's the one who suggested it in the first place!\He wanted Ren to announce to the press that he would protect Nana!\Why now?\He said he doesn't want Ren to look like he was being used by a woman.\His thoughts are that, by publicly declaring that they are lovers,\the public will be left with the impression\that BLAST became popular thanks to us.\That's ridiculous! response:	Well, he's not very smart.
context: He wanted Ren to announce to the press that he would protect Nana!\Why now?\He said he doesn't want Ren to look like he was being used by a woman.\His thoughts are that, by publicly declaring that they are lovers,\the public will be left with the impression\that BLAST became popular thanks to us.\That's ridiculous!\Well, he's not very smart. response:	Simply saying we're getting married
context: Why now?\He said he doesn't want Ren to look like he was being used by a woman.\His thoughts are that, by publicly declaring that they are lovers,\the public will be left with the impression\that BLAST became popular thanks to us.\That's ridiculous!\Well, he's not very smart.\Simply saying we're getting married response:	is more persuasive and leaves a favorable impression.
context: He said he doesn't want Ren to look like he was being used by a woman.\His thoughts are that, by publicly declaring that they are lovers,\the public will be left with the impression\that BLAST became popular thanks to us.\That's ridiculous!\Well, he's not very smart.\Simply saying we're getting married\is more persuasive and leaves a favorable impression. response:	Then Narita will be satisfied, and we can put this silly party to rest.
context: His thoughts are that, by publicly declaring that they are lovers,\the public will be left with the impression\that BLAST became popular thanks to us.\That's ridiculous!\Well, he's not very smart.\Simply saying we're getting married\is more persuasive and leaves a favorable impression.\Then Narita will be satisfied, and we can put this silly party to rest. response:	So you want them to get married for your own protection?!
context: the public will be left with the impression\that BLAST became popular thanks to us.\That's ridiculous!\Well, he's not very smart.\Simply saying we're getting married\is more persuasive and leaves a favorable impression.\Then Narita will be satisfied, and we can put this silly party to rest.\So you want them to get married for your own protection?! response:	Actually, you disgust me!
context: that BLAST became popular thanks to us.\That's ridiculous!\Well, he's not very smart.\Simply saying we're getting married\is more persuasive and leaves a favorable impression.\Then Narita will be satisfied, and we can put this silly party to rest.\So you want them to get married for your own protection?!\Actually, you disgust me! response:	What does the way you feel about me
context: That's ridiculous!\Well, he's not very smart.\Simply saying we're getting married\is more persuasive and leaves a favorable impression.\Then Narita will be satisfied, and we can put this silly party to rest.\So you want them to get married for your own protection?!\Actually, you disgust me!\What does the way you feel about me response:	have anything to do with Ren's problems?!
context: Well, he's not very smart.\Simply saying we're getting married\is more persuasive and leaves a favorable impression.\Then Narita will be satisfied, and we can put this silly party to rest.\So you want them to get married for your own protection?!\Actually, you disgust me!\What does the way you feel about me\have anything to do with Ren's problems?! response:	We're talking business here! That's what I hate about you women!
context: Simply saying we're getting married\is more persuasive and leaves a favorable impression.\Then Narita will be satisfied, and we can put this silly party to rest.\So you want them to get married for your own protection?!\Actually, you disgust me!\What does the way you feel about me\have anything to do with Ren's problems?!\We're talking business here! That's what I hate about you women! response:	Then I'll point this out strictly from a business point of view.
context: is more persuasive and leaves a favorable impression.\Then Narita will be satisfied, and we can put this silly party to rest.\So you want them to get married for your own protection?!\Actually, you disgust me!\What does the way you feel about me\have anything to do with Ren's problems?!\We're talking business here! That's what I hate about you women!\Then I'll point this out strictly from a business point of view. response:	The core of our fan base is young women.
context: Then Narita will be satisfied, and we can put this silly party to rest.\So you want them to get married for your own protection?!\Actually, you disgust me!\What does the way you feel about me\have anything to do with Ren's problems?!\We're talking business here! That's what I hate about you women!\Then I'll point this out strictly from a business point of view.\The core of our fan base is young women. response:	With that in mind, I don't think having you and Ren getting married
context: So you want them to get married for your own protection?!\Actually, you disgust me!\What does the way you feel about me\have anything to do with Ren's problems?!\We're talking business here! That's what I hate about you women!\Then I'll point this out strictly from a business point of view.\The core of our fan base is young women.\With that in mind, I don't think having you and Ren getting married response:	one after the other is such a great plan.
context: Actually, you disgust me!\What does the way you feel about me\have anything to do with Ren's problems?!\We're talking business here! That's what I hate about you women!\Then I'll point this out strictly from a business point of view.\The core of our fan base is young women.\With that in mind, I don't think having you and Ren getting married\one after the other is such a great plan. response:	If you seriously think all fans support us for our music only,
context: What does the way you feel about me\have anything to do with Ren's problems?!\We're talking business here! That's what I hate about you women!\Then I'll point this out strictly from a business point of view.\The core of our fan base is young women.\With that in mind, I don't think having you and Ren getting married\one after the other is such a great plan.\If you seriously think all fans support us for our music only, response:	you're delusional.
context: have anything to do with Ren's problems?!\We're talking business here! That's what I hate about you women!\Then I'll point this out strictly from a business point of view.\The core of our fan base is young women.\With that in mind, I don't think having you and Ren getting married\one after the other is such a great plan.\If you seriously think all fans support us for our music only,\you're delusional. response:	I get it. Then it would be better if just Ren got married, right?
context: We're talking business here! That's what I hate about you women!\Then I'll point this out strictly from a business point of view.\The core of our fan base is young women.\With that in mind, I don't think having you and Ren getting married\one after the other is such a great plan.\If you seriously think all fans support us for our music only,\you're delusional.\I get it. Then it would be better if just Ren got married, right? response:	Why is Sachiko working while you're wandering around?
context: Then I'll point this out strictly from a business point of view.\The core of our fan base is young women.\With that in mind, I don't think having you and Ren getting married\one after the other is such a great plan.\If you seriously think all fans support us for our music only,\you're delusional.\I get it. Then it would be better if just Ren got married, right?\Why is Sachiko working while you're wandering around? response:	We work different shifts.
context: The core of our fan base is young women.\With that in mind, I don't think having you and Ren getting married\one after the other is such a great plan.\If you seriously think all fans support us for our music only,\you're delusional.\I get it. Then it would be better if just Ren got married, right?\Why is Sachiko working while you're wandering around?\We work different shifts. response:	You've gotta work more so she can take it easy!
context: With that in mind, I don't think having you and Ren getting married\one after the other is such a great plan.\If you seriously think all fans support us for our music only,\you're delusional.\I get it. Then it would be better if just Ren got married, right?\Why is Sachiko working while you're wandering around?\We work different shifts.\You've gotta work more so she can take it easy! response:	But we split the bills fifty-fifty.
context: one after the other is such a great plan.\If you seriously think all fans support us for our music only,\you're delusional.\I get it. Then it would be better if just Ren got married, right?\Why is Sachiko working while you're wandering around?\We work different shifts.\You've gotta work more so she can take it easy!\But we split the bills fifty-fifty. response:	That's one very reliable housewife.
context: If you seriously think all fans support us for our music only,\you're delusional.\I get it. Then it would be better if just Ren got married, right?\Why is Sachiko working while you're wandering around?\We work different shifts.\You've gotta work more so she can take it easy!\But we split the bills fifty-fifty.\That's one very reliable housewife. response:	I'd say girls like you who not only spend a lot,
context: you're delusional.\I get it. Then it would be better if just Ren got married, right?\Why is Sachiko working while you're wandering around?\We work different shifts.\You've gotta work more so she can take it easy!\But we split the bills fifty-fifty.\That's one very reliable housewife.\I'd say girls like you who not only spend a lot, response:	but rely on the earnings of others to pay for it are a lot less common.
context: I get it. Then it would be better if just Ren got married, right?\Why is Sachiko working while you're wandering around?\We work different shifts.\You've gotta work more so she can take it easy!\But we split the bills fifty-fifty.\That's one very reliable housewife.\I'd say girls like you who not only spend a lot,\but rely on the earnings of others to pay for it are a lot less common. response:	I'm glad you found a guy with deep pockets.
context: Why is Sachiko working while you're wandering around?\We work different shifts.\You've gotta work more so she can take it easy!\But we split the bills fifty-fifty.\That's one very reliable housewife.\I'd say girls like you who not only spend a lot,\but rely on the earnings of others to pay for it are a lot less common.\I'm glad you found a guy with deep pockets. response:	Hey, not that you'd know it, but I've grown up a lot recently.
context: We work different shifts.\You've gotta work more so she can take it easy!\But we split the bills fifty-fifty.\That's one very reliable housewife.\I'd say girls like you who not only spend a lot,\but rely on the earnings of others to pay for it are a lot less common.\I'm glad you found a guy with deep pockets.\Hey, not that you'd know it, but I've grown up a lot recently. response:	I know.
context: You've gotta work more so she can take it easy!\But we split the bills fifty-fifty.\That's one very reliable housewife.\I'd say girls like you who not only spend a lot,\but rely on the earnings of others to pay for it are a lot less common.\I'm glad you found a guy with deep pockets.\Hey, not that you'd know it, but I've grown up a lot recently.\I know. response:	Jun-chan, you blabbermouth...
context: But we split the bills fifty-fifty.\That's one very reliable housewife.\I'd say girls like you who not only spend a lot,\but rely on the earnings of others to pay for it are a lot less common.\I'm glad you found a guy with deep pockets.\Hey, not that you'd know it, but I've grown up a lot recently.\I know.\Jun-chan, you blabbermouth... response:	So Nana, who are you going to the fireworks with?
context: That's one very reliable housewife.\I'd say girls like you who not only spend a lot,\but rely on the earnings of others to pay for it are a lot less common.\I'm glad you found a guy with deep pockets.\Hey, not that you'd know it, but I've grown up a lot recently.\I know.\Jun-chan, you blabbermouth...\So Nana, who are you going to the fireworks with? response:	That's a secret!
context: I'd say girls like you who not only spend a lot,\but rely on the earnings of others to pay for it are a lot less common.\I'm glad you found a guy with deep pockets.\Hey, not that you'd know it, but I've grown up a lot recently.\I know.\Jun-chan, you blabbermouth...\So Nana, who are you going to the fireworks with?\That's a secret! response:	We celebrities have many secrets that we cannot tell the commoners.
context: but rely on the earnings of others to pay for it are a lot less common.\I'm glad you found a guy with deep pockets.\Hey, not that you'd know it, but I've grown up a lot recently.\I know.\Jun-chan, you blabbermouth...\So Nana, who are you going to the fireworks with?\That's a secret!\We celebrities have many secrets that we cannot tell the commoners. response:	So even if we run into each other, don't talk to me, okay?
