context: Science Fell in Love, So I Tried to Prove It response:	Proof 11 Science-types Fell in Love, So They Tried Having a Fight.
context: Everyone my age was immersed in living their youth, but\I couldn't understand it at all.\Thurston's beautiful geometrization conjecture\was far more attractive to me.\It doesn't bother me.\Forcing myself to be with someone,\falling in love with someone. There's no need for that.\I'm all right on my own. response:	I corrected my personal appearance and looked ahead...
context: I couldn't understand it at all.\Thurston's beautiful geometrization conjecture\was far more attractive to me.\It doesn't bother me.\Forcing myself to be with someone,\falling in love with someone. There's no need for that.\I'm all right on my own.\I corrected my personal appearance and looked ahead... response:	Always boldly beautiful...
context: Thurston's beautiful geometrization conjecture\was far more attractive to me.\It doesn't bother me.\Forcing myself to be with someone,\falling in love with someone. There's no need for that.\I'm all right on my own.\I corrected my personal appearance and looked ahead...\Always boldly beautiful... response:	Dignified... If I could do that...
context: was far more attractive to me.\It doesn't bother me.\Forcing myself to be with someone,\falling in love with someone. There's no need for that.\I'm all right on my own.\I corrected my personal appearance and looked ahead...\Always boldly beautiful...\Dignified... If I could do that... response:	But now...
context: It doesn't bother me.\Forcing myself to be with someone,\falling in love with someone. There's no need for that.\I'm all right on my own.\I corrected my personal appearance and looked ahead...\Always boldly beautiful...\Dignified... If I could do that...\But now... response:	I really, really want to make up with Yukimura-kun!
context: Forcing myself to be with someone,\falling in love with someone. There's no need for that.\I'm all right on my own.\I corrected my personal appearance and looked ahead...\Always boldly beautiful...\Dignified... If I could do that...\But now...\I really, really want to make up with Yukimura-kun! response:	30 Methods for Men
context: falling in love with someone. There's no need for that.\I'm all right on my own.\I corrected my personal appearance and looked ahead...\Always boldly beautiful...\Dignified... If I could do that...\But now...\I really, really want to make up with Yukimura-kun!\30 Methods for Men response:	and Women to Make Up
context: I'm all right on my own.\I corrected my personal appearance and looked ahead...\Always boldly beautiful...\Dignified... If I could do that...\But now...\I really, really want to make up with Yukimura-kun!\30 Methods for Men\and Women to Make Up response:	We will now discuss strategies for making up with Yukimura-kun.
context: I corrected my personal appearance and looked ahead...\Always boldly beautiful...\Dignified... If I could do that...\But now...\I really, really want to make up with Yukimura-kun!\30 Methods for Men\and Women to Make Up\We will now discuss strategies for making up with Yukimura-kun. response:	Let's do our best and be friends again!
context: Always boldly beautiful...\Dignified... If I could do that...\But now...\I really, really want to make up with Yukimura-kun!\30 Methods for Men\and Women to Make Up\We will now discuss strategies for making up with Yukimura-kun.\Let's do our best and be friends again! response:	I apologize
context: Dignified... If I could do that...\But now...\I really, really want to make up with Yukimura-kun!\30 Methods for Men\and Women to Make Up\We will now discuss strategies for making up with Yukimura-kun.\Let's do our best and be friends again!\I apologize response:	for having you join the discussion, too, Yamamoto-senpai.
context: But now...\I really, really want to make up with Yukimura-kun!\30 Methods for Men\and Women to Make Up\We will now discuss strategies for making up with Yukimura-kun.\Let's do our best and be friends again!\I apologize\for having you join the discussion, too, Yamamoto-senpai. response:	It's no trouble!
context: I really, really want to make up with Yukimura-kun!\30 Methods for Men\and Women to Make Up\We will now discuss strategies for making up with Yukimura-kun.\Let's do our best and be friends again!\I apologize\for having you join the discussion, too, Yamamoto-senpai.\It's no trouble! response:	I had nothing to do, so I just came over to hang out anyway.
context: 30 Methods for Men\and Women to Make Up\We will now discuss strategies for making up with Yukimura-kun.\Let's do our best and be friends again!\I apologize\for having you join the discussion, too, Yamamoto-senpai.\It's no trouble!\I had nothing to do, so I just came over to hang out anyway. response:	I asked Ibarada-senpai, as well, but she turned me down.
context: and Women to Make Up\We will now discuss strategies for making up with Yukimura-kun.\Let's do our best and be friends again!\I apologize\for having you join the discussion, too, Yamamoto-senpai.\It's no trouble!\I had nothing to do, so I just came over to hang out anyway.\I asked Ibarada-senpai, as well, but she turned me down. response:	I see.
context: We will now discuss strategies for making up with Yukimura-kun.\Let's do our best and be friends again!\I apologize\for having you join the discussion, too, Yamamoto-senpai.\It's no trouble!\I had nothing to do, so I just came over to hang out anyway.\I asked Ibarada-senpai, as well, but she turned me down.\I see. response:	We're putting together a plan to help Yukimura-senpai and Himuro-senpai make up!
context: Let's do our best and be friends again!\I apologize\for having you join the discussion, too, Yamamoto-senpai.\It's no trouble!\I had nothing to do, so I just came over to hang out anyway.\I asked Ibarada-senpai, as well, but she turned me down.\I see.\We're putting together a plan to help Yukimura-senpai and Himuro-senpai make up! response:	Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.
context: I apologize\for having you join the discussion, too, Yamamoto-senpai.\It's no trouble!\I had nothing to do, so I just came over to hang out anyway.\I asked Ibarada-senpai, as well, but she turned me down.\I see.\We're putting together a plan to help Yukimura-senpai and Himuro-senpai make up!\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too. response:	That's a shame, but it can't be helped.
context: for having you join the discussion, too, Yamamoto-senpai.\It's no trouble!\I had nothing to do, so I just came over to hang out anyway.\I asked Ibarada-senpai, as well, but she turned me down.\I see.\We're putting together a plan to help Yukimura-senpai and Himuro-senpai make up!\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\That's a shame, but it can't be helped. response:	Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.
context: It's no trouble!\I had nothing to do, so I just came over to hang out anyway.\I asked Ibarada-senpai, as well, but she turned me down.\I see.\We're putting together a plan to help Yukimura-senpai and Himuro-senpai make up!\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\That's a shame, but it can't be helped.\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too. response:	I know we've just started, but I had an idea.
context: I had nothing to do, so I just came over to hang out anyway.\I asked Ibarada-senpai, as well, but she turned me down.\I see.\We're putting together a plan to help Yukimura-senpai and Himuro-senpai make up!\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\That's a shame, but it can't be helped.\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\I know we've just started, but I had an idea. response:	What about giving him a present?
context: I asked Ibarada-senpai, as well, but she turned me down.\I see.\We're putting together a plan to help Yukimura-senpai and Himuro-senpai make up!\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\That's a shame, but it can't be helped.\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\I know we've just started, but I had an idea.\What about giving him a present? response:	Oh! That's a good idea!
context: I see.\We're putting together a plan to help Yukimura-senpai and Himuro-senpai make up!\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\That's a shame, but it can't be helped.\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\I know we've just started, but I had an idea.\What about giving him a present?\Oh! That's a good idea! response:	If you give him a present you've put your heart into,
context: We're putting together a plan to help Yukimura-senpai and Himuro-senpai make up!\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\That's a shame, but it can't be helped.\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\I know we've just started, but I had an idea.\What about giving him a present?\Oh! That's a good idea!\If you give him a present you've put your heart into, response:	and tell him how you really feel, without your pride getting in the way,
context: Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\That's a shame, but it can't be helped.\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\I know we've just started, but I had an idea.\What about giving him a present?\Oh! That's a good idea!\If you give him a present you've put your heart into,\and tell him how you really feel, without your pride getting in the way, response:	I just know it'll work out.
context: That's a shame, but it can't be helped.\Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\I know we've just started, but I had an idea.\What about giving him a present?\Oh! That's a good idea!\If you give him a present you've put your heart into,\and tell him how you really feel, without your pride getting in the way,\I just know it'll work out. response:	That's true...
context: Do you want to come, Ibarada-senpai? Yamamoto-senpai is here, too.\I know we've just started, but I had an idea.\What about giving him a present?\Oh! That's a good idea!\If you give him a present you've put your heart into,\and tell him how you really feel, without your pride getting in the way,\I just know it'll work out.\That's true... response:	Times I wanted to reconcile
context: I know we've just started, but I had an idea.\What about giving him a present?\Oh! That's a good idea!\If you give him a present you've put your heart into,\and tell him how you really feel, without your pride getting in the way,\I just know it'll work out.\That's true...\Times I wanted to reconcile response:	Times I really wanted to reconcile
context: What about giving him a present?\Oh! That's a good idea!\If you give him a present you've put your heart into,\and tell him how you really feel, without your pride getting in the way,\I just know it'll work out.\That's true...\Times I wanted to reconcile\Times I really wanted to reconcile response:	Times I wanted to kick him
context: Oh! That's a good idea!\If you give him a present you've put your heart into,\and tell him how you really feel, without your pride getting in the way,\I just know it'll work out.\That's true...\Times I wanted to reconcile\Times I really wanted to reconcile\Times I wanted to kick him response:	Times I wanted to slap him
context: If you give him a present you've put your heart into,\and tell him how you really feel, without your pride getting in the way,\I just know it'll work out.\That's true...\Times I wanted to reconcile\Times I really wanted to reconcile\Times I wanted to kick him\Times I wanted to slap him response:	Times I wanted to do experiments with him
context: and tell him how you really feel, without your pride getting in the way,\I just know it'll work out.\That's true...\Times I wanted to reconcile\Times I really wanted to reconcile\Times I wanted to kick him\Times I wanted to slap him\Times I wanted to do experiments with him response:	Times I wanted to talk to him
context: I just know it'll work out.\That's true...\Times I wanted to reconcile\Times I really wanted to reconcile\Times I wanted to kick him\Times I wanted to slap him\Times I wanted to do experiments with him\Times I wanted to talk to him response:	Times I wanted to cling close to him
context: That's true...\Times I wanted to reconcile\Times I really wanted to reconcile\Times I wanted to kick him\Times I wanted to slap him\Times I wanted to do experiments with him\Times I wanted to talk to him\Times I wanted to cling close to him response:	Times I wanted to break his glasses
context: Times I wanted to reconcile\Times I really wanted to reconcile\Times I wanted to kick him\Times I wanted to slap him\Times I wanted to do experiments with him\Times I wanted to talk to him\Times I wanted to cling close to him\Times I wanted to break his glasses response:	By precisely plotting out my feelings, with no lies or prevarications,
context: Times I really wanted to reconcile\Times I wanted to kick him\Times I wanted to slap him\Times I wanted to do experiments with him\Times I wanted to talk to him\Times I wanted to cling close to him\Times I wanted to break his glasses\By precisely plotting out my feelings, with no lies or prevarications, response:	Yukimura Shinya's Societal Dishonesty
context: Times I wanted to kick him\Times I wanted to slap him\Times I wanted to do experiments with him\Times I wanted to talk to him\Times I wanted to cling close to him\Times I wanted to break his glasses\By precisely plotting out my feelings, with no lies or prevarications,\Yukimura Shinya's Societal Dishonesty response:	Pareto optimization could be used to find a point of equilibrium between our assertions.
context: Times I wanted to slap him\Times I wanted to do experiments with him\Times I wanted to talk to him\Times I wanted to cling close to him\Times I wanted to break his glasses\By precisely plotting out my feelings, with no lies or prevarications,\Yukimura Shinya's Societal Dishonesty\Pareto optimization could be used to find a point of equilibrium between our assertions. response:	I can compile everything into an apology thesis,
context: Times I wanted to do experiments with him\Times I wanted to talk to him\Times I wanted to cling close to him\Times I wanted to break his glasses\By precisely plotting out my feelings, with no lies or prevarications,\Yukimura Shinya's Societal Dishonesty\Pareto optimization could be used to find a point of equilibrium between our assertions.\I can compile everything into an apology thesis, response:	and give it to Yukimura-kun along with a present.
context: Times I wanted to talk to him\Times I wanted to cling close to him\Times I wanted to break his glasses\By precisely plotting out my feelings, with no lies or prevarications,\Yukimura Shinya's Societal Dishonesty\Pareto optimization could be used to find a point of equilibrium between our assertions.\I can compile everything into an apology thesis,\and give it to Yukimura-kun along with a present. response:	A Proposal Regarding the Fight During the Okinawa Research Training Camp and
context: Times I wanted to cling close to him\Times I wanted to break his glasses\By precisely plotting out my feelings, with no lies or prevarications,\Yukimura Shinya's Societal Dishonesty\Pareto optimization could be used to find a point of equilibrium between our assertions.\I can compile everything into an apology thesis,\and give it to Yukimura-kun along with a present.\A Proposal Regarding the Fight During the Okinawa Research Training Camp and response:	The Transition to Apology and Improvement of Relations
context: Times I wanted to break his glasses\By precisely plotting out my feelings, with no lies or prevarications,\Yukimura Shinya's Societal Dishonesty\Pareto optimization could be used to find a point of equilibrium between our assertions.\I can compile everything into an apology thesis,\and give it to Yukimura-kun along with a present.\A Proposal Regarding the Fight During the Okinawa Research Training Camp and\The Transition to Apology and Improvement of Relations response:	It's perfect!
context: By precisely plotting out my feelings, with no lies or prevarications,\Yukimura Shinya's Societal Dishonesty\Pareto optimization could be used to find a point of equilibrium between our assertions.\I can compile everything into an apology thesis,\and give it to Yukimura-kun along with a present.\A Proposal Regarding the Fight During the Okinawa Research Training Camp and\The Transition to Apology and Improvement of Relations\It's perfect! response:	I kinda figured things would turn out like this,
context: Yukimura Shinya's Societal Dishonesty\Pareto optimization could be used to find a point of equilibrium between our assertions.\I can compile everything into an apology thesis,\and give it to Yukimura-kun along with a present.\A Proposal Regarding the Fight During the Okinawa Research Training Camp and\The Transition to Apology and Improvement of Relations\It's perfect!\I kinda figured things would turn out like this, response:	but, well, we are talking about Yukimura-senpai, so
context: Pareto optimization could be used to find a point of equilibrium between our assertions.\I can compile everything into an apology thesis,\and give it to Yukimura-kun along with a present.\A Proposal Regarding the Fight During the Okinawa Research Training Camp and\The Transition to Apology and Improvement of Relations\It's perfect!\I kinda figured things would turn out like this,\but, well, we are talking about Yukimura-senpai, so response:	I guess it's okay.
context: I can compile everything into an apology thesis,\and give it to Yukimura-kun along with a present.\A Proposal Regarding the Fight During the Okinawa Research Training Camp and\The Transition to Apology and Improvement of Relations\It's perfect!\I kinda figured things would turn out like this,\but, well, we are talking about Yukimura-senpai, so\I guess it's okay. response:	All right. In that case...
context: and give it to Yukimura-kun along with a present.\A Proposal Regarding the Fight During the Okinawa Research Training Camp and\The Transition to Apology and Improvement of Relations\It's perfect!\I kinda figured things would turn out like this,\but, well, we are talking about Yukimura-senpai, so\I guess it's okay.\All right. In that case... response:	Let's go out and look for a present!
context: A Proposal Regarding the Fight During the Okinawa Research Training Camp and\The Transition to Apology and Improvement of Relations\It's perfect!\I kinda figured things would turn out like this,\but, well, we are talking about Yukimura-senpai, so\I guess it's okay.\All right. In that case...\Let's go out and look for a present! response:	Yeah!
context: The Transition to Apology and Improvement of Relations\It's perfect!\I kinda figured things would turn out like this,\but, well, we are talking about Yukimura-senpai, so\I guess it's okay.\All right. In that case...\Let's go out and look for a present!\Yeah! response:	Okinawa Souvenirs
context: It's perfect!\I kinda figured things would turn out like this,\but, well, we are talking about Yukimura-senpai, so\I guess it's okay.\All right. In that case...\Let's go out and look for a present!\Yeah!\Okinawa Souvenirs response:	It's such a strange thing...
context: I kinda figured things would turn out like this,\but, well, we are talking about Yukimura-senpai, so\I guess it's okay.\All right. In that case...\Let's go out and look for a present!\Yeah!\Okinawa Souvenirs\It's such a strange thing... response:	I was always fine on my own, and now...
context: but, well, we are talking about Yukimura-senpai, so\I guess it's okay.\All right. In that case...\Let's go out and look for a present!\Yeah!\Okinawa Souvenirs\It's such a strange thing...\I was always fine on my own, and now... response:	for the sake of a connection with another person...
context: I guess it's okay.\All right. In that case...\Let's go out and look for a present!\Yeah!\Okinawa Souvenirs\It's such a strange thing...\I was always fine on my own, and now...\for the sake of a connection with another person... response:	I've become so desperate.
context: All right. In that case...\Let's go out and look for a present!\Yeah!\Okinawa Souvenirs\It's such a strange thing...\I was always fine on my own, and now...\for the sake of a connection with another person...\I've become so desperate. response:	But... I met him...
context: Let's go out and look for a present!\Yeah!\Okinawa Souvenirs\It's such a strange thing...\I was always fine on my own, and now...\for the sake of a connection with another person...\I've become so desperate.\But... I met him... response:	spent time with him...
context: Yeah!\Okinawa Souvenirs\It's such a strange thing...\I was always fine on my own, and now...\for the sake of a connection with another person...\I've become so desperate.\But... I met him...\spent time with him... response:	researched with him...
context: Okinawa Souvenirs\It's such a strange thing...\I was always fine on my own, and now...\for the sake of a connection with another person...\I've become so desperate.\But... I met him...\spent time with him...\researched with him... response:	did all kinds of things with him...
context: It's such a strange thing...\I was always fine on my own, and now...\for the sake of a connection with another person...\I've become so desperate.\But... I met him...\spent time with him...\researched with him...\did all kinds of things with him... response:	And for the first time, being with someone made me feel happy.
context: I was always fine on my own, and now...\for the sake of a connection with another person...\I've become so desperate.\But... I met him...\spent time with him...\researched with him...\did all kinds of things with him...\And for the first time, being with someone made me feel happy. response:	That's why I was really looking forward to this trip.
context: for the sake of a connection with another person...\I've become so desperate.\But... I met him...\spent time with him...\researched with him...\did all kinds of things with him...\And for the first time, being with someone made me feel happy.\That's why I was really looking forward to this trip. response:	Going to a southern island with Yukimura-kun for the first time...
context: I've become so desperate.\But... I met him...\spent time with him...\researched with him...\did all kinds of things with him...\And for the first time, being with someone made me feel happy.\That's why I was really looking forward to this trip.\Going to a southern island with Yukimura-kun for the first time... response:	spending time there, running experiments...
context: But... I met him...\spent time with him...\researched with him...\did all kinds of things with him...\And for the first time, being with someone made me feel happy.\That's why I was really looking forward to this trip.\Going to a southern island with Yukimura-kun for the first time...\spending time there, running experiments... response:	And just maybe... a wonderful phenomenon might occur...
context: spent time with him...\researched with him...\did all kinds of things with him...\And for the first time, being with someone made me feel happy.\That's why I was really looking forward to this trip.\Going to a southern island with Yukimura-kun for the first time...\spending time there, running experiments...\And just maybe... a wonderful phenomenon might occur... response:	I got my hopes up just a little.
context: researched with him...\did all kinds of things with him...\And for the first time, being with someone made me feel happy.\That's why I was really looking forward to this trip.\Going to a southern island with Yukimura-kun for the first time...\spending time there, running experiments...\And just maybe... a wonderful phenomenon might occur...\I got my hopes up just a little. response:	But the reality was different.
context: did all kinds of things with him...\And for the first time, being with someone made me feel happy.\That's why I was really looking forward to this trip.\Going to a southern island with Yukimura-kun for the first time...\spending time there, running experiments...\And just maybe... a wonderful phenomenon might occur...\I got my hopes up just a little.\But the reality was different. response:	A glasses case! That would be good, wouldn't it?
context: And for the first time, being with someone made me feel happy.\That's why I was really looking forward to this trip.\Going to a southern island with Yukimura-kun for the first time...\spending time there, running experiments...\And just maybe... a wonderful phenomenon might occur...\I got my hopes up just a little.\But the reality was different.\A glasses case! That would be good, wouldn't it? response:	Yukimura-kun doesn't really pay attention to how he treats his glasses.
context: That's why I was really looking forward to this trip.\Going to a southern island with Yukimura-kun for the first time...\spending time there, running experiments...\And just maybe... a wonderful phenomenon might occur...\I got my hopes up just a little.\But the reality was different.\A glasses case! That would be good, wouldn't it?\Yukimura-kun doesn't really pay attention to how he treats his glasses. response:	The affinity index on this seems like it would be high.
context: Going to a southern island with Yukimura-kun for the first time...\spending time there, running experiments...\And just maybe... a wonderful phenomenon might occur...\I got my hopes up just a little.\But the reality was different.\A glasses case! That would be good, wouldn't it?\Yukimura-kun doesn't really pay attention to how he treats his glasses.\The affinity index on this seems like it would be high. response:	Oh!
context: spending time there, running experiments...\And just maybe... a wonderful phenomenon might occur...\I got my hopes up just a little.\But the reality was different.\A glasses case! That would be good, wouldn't it?\Yukimura-kun doesn't really pay attention to how he treats his glasses.\The affinity index on this seems like it would be high.\Oh! response:	It looks like they inscribe names and things on them.
context: And just maybe... a wonderful phenomenon might occur...\I got my hopes up just a little.\But the reality was different.\A glasses case! That would be good, wouldn't it?\Yukimura-kun doesn't really pay attention to how he treats his glasses.\The affinity index on this seems like it would be high.\Oh!\It looks like they inscribe names and things on them. response:	Really?
context: I got my hopes up just a little.\But the reality was different.\A glasses case! That would be good, wouldn't it?\Yukimura-kun doesn't really pay attention to how he treats his glasses.\The affinity index on this seems like it would be high.\Oh!\It looks like they inscribe names and things on them.\Really? response:	In that case...
context: But the reality was different.\A glasses case! That would be good, wouldn't it?\Yukimura-kun doesn't really pay attention to how he treats his glasses.\The affinity index on this seems like it would be high.\Oh!\It looks like they inscribe names and things on them.\Really?\In that case... response:	It's my fault.
context: A glasses case! That would be good, wouldn't it?\Yukimura-kun doesn't really pay attention to how he treats his glasses.\The affinity index on this seems like it would be high.\Oh!\It looks like they inscribe names and things on them.\Really?\In that case...\It's my fault. response:	I threw the experiment into disarray...
context: Yukimura-kun doesn't really pay attention to how he treats his glasses.\The affinity index on this seems like it would be high.\Oh!\It looks like they inscribe names and things on them.\Really?\In that case...\It's my fault.\I threw the experiment into disarray... response:	I got angry over trivial things...
context: The affinity index on this seems like it would be high.\Oh!\It looks like they inscribe names and things on them.\Really?\In that case...\It's my fault.\I threw the experiment into disarray...\I got angry over trivial things... response:	Tomorrow, our trip ends...
context: Oh!\It looks like they inscribe names and things on them.\Really?\In that case...\It's my fault.\I threw the experiment into disarray...\I got angry over trivial things...\Tomorrow, our trip ends... response:	But...
context: It looks like they inscribe names and things on them.\Really?\In that case...\It's my fault.\I threw the experiment into disarray...\I got angry over trivial things...\Tomorrow, our trip ends...\But... response:	Yukimura-kun and I haven't accomplished anything yet.
context: Really?\In that case...\It's my fault.\I threw the experiment into disarray...\I got angry over trivial things...\Tomorrow, our trip ends...\But...\Yukimura-kun and I haven't accomplished anything yet. response:	I'll have the thesis ready in 30 minutes. If you'll just wait a little.
context: In that case...\It's my fault.\I threw the experiment into disarray...\I got angry over trivial things...\Tomorrow, our trip ends...\But...\Yukimura-kun and I haven't accomplished anything yet.\I'll have the thesis ready in 30 minutes. If you'll just wait a little. response:	It's amazing you can pull off a stunt like that.
context: It's my fault.\I threw the experiment into disarray...\I got angry over trivial things...\Tomorrow, our trip ends...\But...\Yukimura-kun and I haven't accomplished anything yet.\I'll have the thesis ready in 30 minutes. If you'll just wait a little.\It's amazing you can pull off a stunt like that. response:	But... it's not too late yet.
context: I threw the experiment into disarray...\I got angry over trivial things...\Tomorrow, our trip ends...\But...\Yukimura-kun and I haven't accomplished anything yet.\I'll have the thesis ready in 30 minutes. If you'll just wait a little.\It's amazing you can pull off a stunt like that.\But... it's not too late yet. response:	I will reconcile with you,
context: I got angry over trivial things...\Tomorrow, our trip ends...\But...\Yukimura-kun and I haven't accomplished anything yet.\I'll have the thesis ready in 30 minutes. If you'll just wait a little.\It's amazing you can pull off a stunt like that.\But... it's not too late yet.\I will reconcile with you, response:	because I want to do something on this trip together with you.
context: Tomorrow, our trip ends...\But...\Yukimura-kun and I haven't accomplished anything yet.\I'll have the thesis ready in 30 minutes. If you'll just wait a little.\It's amazing you can pull off a stunt like that.\But... it's not too late yet.\I will reconcile with you,\because I want to do something on this trip together with you. response:	I don't know if this wrapping really gives off a gift sort of feel.
context: But...\Yukimura-kun and I haven't accomplished anything yet.\I'll have the thesis ready in 30 minutes. If you'll just wait a little.\It's amazing you can pull off a stunt like that.\But... it's not too late yet.\I will reconcile with you,\because I want to do something on this trip together with you.\I don't know if this wrapping really gives off a gift sort of feel. response:	I have pens and things in my room. I'll go decorate it!
context: Yukimura-kun and I haven't accomplished anything yet.\I'll have the thesis ready in 30 minutes. If you'll just wait a little.\It's amazing you can pull off a stunt like that.\But... it's not too late yet.\I will reconcile with you,\because I want to do something on this trip together with you.\I don't know if this wrapping really gives off a gift sort of feel.\I have pens and things in my room. I'll go decorate it! response:	That's a manga artist for you!
context: I'll have the thesis ready in 30 minutes. If you'll just wait a little.\It's amazing you can pull off a stunt like that.\But... it's not too late yet.\I will reconcile with you,\because I want to do something on this trip together with you.\I don't know if this wrapping really gives off a gift sort of feel.\I have pens and things in my room. I'll go decorate it!\That's a manga artist for you! response:	Apology Thesis
context: It's amazing you can pull off a stunt like that.\But... it's not too late yet.\I will reconcile with you,\because I want to do something on this trip together with you.\I don't know if this wrapping really gives off a gift sort of feel.\I have pens and things in my room. I'll go decorate it!\That's a manga artist for you!\Apology Thesis response:	All right. It's finished!
context: But... it's not too late yet.\I will reconcile with you,\because I want to do something on this trip together with you.\I don't know if this wrapping really gives off a gift sort of feel.\I have pens and things in my room. I'll go decorate it!\That's a manga artist for you!\Apology Thesis\All right. It's finished! response:	That's amazing! It looks like a present!
context: I will reconcile with you,\because I want to do something on this trip together with you.\I don't know if this wrapping really gives off a gift sort of feel.\I have pens and things in my room. I'll go decorate it!\That's a manga artist for you!\Apology Thesis\All right. It's finished!\That's amazing! It looks like a present! response:	Thank you, both of you. I'm off.
context: because I want to do something on this trip together with you.\I don't know if this wrapping really gives off a gift sort of feel.\I have pens and things in my room. I'll go decorate it!\That's a manga artist for you!\Apology Thesis\All right. It's finished!\That's amazing! It looks like a present!\Thank you, both of you. I'm off. response:	Fight!
context: I don't know if this wrapping really gives off a gift sort of feel.\I have pens and things in my room. I'll go decorate it!\That's a manga artist for you!\Apology Thesis\All right. It's finished!\That's amazing! It looks like a present!\Thank you, both of you. I'm off.\Fight! response:	Hang in there, okay?
context: I have pens and things in my room. I'll go decorate it!\That's a manga artist for you!\Apology Thesis\All right. It's finished!\That's amazing! It looks like a present!\Thank you, both of you. I'm off.\Fight!\Hang in there, okay? response:	Yukimura-kun...
context: That's a manga artist for you!\Apology Thesis\All right. It's finished!\That's amazing! It looks like a present!\Thank you, both of you. I'm off.\Fight!\Hang in there, okay?\Yukimura-kun... response:	I wonder if he'll forgive me.
context: Apology Thesis\All right. It's finished!\That's amazing! It looks like a present!\Thank you, both of you. I'm off.\Fight!\Hang in there, okay?\Yukimura-kun...\I wonder if he'll forgive me. response:	I wonder if he'll be happy.
context: All right. It's finished!\That's amazing! It looks like a present!\Thank you, both of you. I'm off.\Fight!\Hang in there, okay?\Yukimura-kun...\I wonder if he'll forgive me.\I wonder if he'll be happy. response:	Yukimura-senpai?
context: That's amazing! It looks like a present!\Thank you, both of you. I'm off.\Fight!\Hang in there, okay?\Yukimura-kun...\I wonder if he'll forgive me.\I wonder if he'll be happy.\Yukimura-senpai? response:	He left a minute ago.
context: Thank you, both of you. I'm off.\Fight!\Hang in there, okay?\Yukimura-kun...\I wonder if he'll forgive me.\I wonder if he'll be happy.\Yukimura-senpai?\He left a minute ago. response:	He said he was going to the ocean, so... he's probably outside...
context: Fight!\Hang in there, okay?\Yukimura-kun...\I wonder if he'll forgive me.\I wonder if he'll be happy.\Yukimura-senpai?\He left a minute ago.\He said he was going to the ocean, so... he's probably outside... response:	Himuro-senpai!
context: Hang in there, okay?\Yukimura-kun...\I wonder if he'll forgive me.\I wonder if he'll be happy.\Yukimura-senpai?\He left a minute ago.\He said he was going to the ocean, so... he's probably outside...\Himuro-senpai! response:	Will we be able to go back to normal?
context: Yukimura-kun...\I wonder if he'll forgive me.\I wonder if he'll be happy.\Yukimura-senpai?\He left a minute ago.\He said he was going to the ocean, so... he's probably outside...\Himuro-senpai!\Will we be able to go back to normal? response:	Researching together...
context: I wonder if he'll forgive me.\I wonder if he'll be happy.\Yukimura-senpai?\He left a minute ago.\He said he was going to the ocean, so... he's probably outside...\Himuro-senpai!\Will we be able to go back to normal?\Researching together... response:	Doing experiments...
context: I wonder if he'll be happy.\Yukimura-senpai?\He left a minute ago.\He said he was going to the ocean, so... he's probably outside...\Himuro-senpai!\Will we be able to go back to normal?\Researching together...\Doing experiments... response:	Whether this feeling is love or not still hasn't been decided, but...
context: Yukimura-senpai?\He left a minute ago.\He said he was going to the ocean, so... he's probably outside...\Himuro-senpai!\Will we be able to go back to normal?\Researching together...\Doing experiments...\Whether this feeling is love or not still hasn't been decided, but... response:	if it's allowed for someone like me, someone who was always alone, then...
context: He left a minute ago.\He said he was going to the ocean, so... he's probably outside...\Himuro-senpai!\Will we be able to go back to normal?\Researching together...\Doing experiments...\Whether this feeling is love or not still hasn't been decided, but...\if it's allowed for someone like me, someone who was always alone, then... response:	Himuro?
context: He said he was going to the ocean, so... he's probably outside...\Himuro-senpai!\Will we be able to go back to normal?\Researching together...\Doing experiments...\Whether this feeling is love or not still hasn't been decided, but...\if it's allowed for someone like me, someone who was always alone, then...\Himuro? response:	Here. This's for you.
context: Himuro-senpai!\Will we be able to go back to normal?\Researching together...\Doing experiments...\Whether this feeling is love or not still hasn't been decided, but...\if it's allowed for someone like me, someone who was always alone, then...\Himuro?\Here. This's for you. response:	What is it?
context: Will we be able to go back to normal?\Researching together...\Doing experiments...\Whether this feeling is love or not still hasn't been decided, but...\if it's allowed for someone like me, someone who was always alone, then...\Himuro?\Here. This's for you.\What is it? response:	Open it.
context: Researching together...\Doing experiments...\Whether this feeling is love or not still hasn't been decided, but...\if it's allowed for someone like me, someone who was always alone, then...\Himuro?\Here. This's for you.\What is it?\Open it. response:	That's... how I truly feel about you...
