context: What are you two doing? response:	Crown Prince has issued an order. There will be a wedding in a few days.
context: but thereafter, you would still be\the Celestial Tribe's heir apparent revered by the four seas.\However, I never expected...\you would actually place such great importance on that woman.\Ye Hua... Is he really not going to wake up?\I was incapable of curing him.\Perhaps there is still a chance.\What chance? response:	The Celestial Tribe has a sacred object called the Soul-gathering Lamp.
context: the Celestial Tribe's heir apparent revered by the four seas.\However, I never expected...\you would actually place such great importance on that woman.\Ye Hua... Is he really not going to wake up?\I was incapable of curing him.\Perhaps there is still a chance.\What chance?\The Celestial Tribe has a sacred object called the Soul-gathering Lamp. response:	It was created by Heavenly Father during the time of the Great Flood.
context: However, I never expected...\you would actually place such great importance on that woman.\Ye Hua... Is he really not going to wake up?\I was incapable of curing him.\Perhaps there is still a chance.\What chance?\The Celestial Tribe has a sacred object called the Soul-gathering Lamp.\It was created by Heavenly Father during the time of the Great Flood. response:	The lamp can gather together the parts of an immortal's spirit.
context: you would actually place such great importance on that woman.\Ye Hua... Is he really not going to wake up?\I was incapable of curing him.\Perhaps there is still a chance.\What chance?\The Celestial Tribe has a sacred object called the Soul-gathering Lamp.\It was created by Heavenly Father during the time of the Great Flood.\The lamp can gather together the parts of an immortal's spirit. response:	The Soul-gathering Lamp?
context: Ye Hua... Is he really not going to wake up?\I was incapable of curing him.\Perhaps there is still a chance.\What chance?\The Celestial Tribe has a sacred object called the Soul-gathering Lamp.\It was created by Heavenly Father during the time of the Great Flood.\The lamp can gather together the parts of an immortal's spirit.\The Soul-gathering Lamp? response:	It is a sacred item of the Celestial Tribe?
context: I was incapable of curing him.\Perhaps there is still a chance.\What chance?\The Celestial Tribe has a sacred object called the Soul-gathering Lamp.\It was created by Heavenly Father during the time of the Great Flood.\The lamp can gather together the parts of an immortal's spirit.\The Soul-gathering Lamp?\It is a sacred item of the Celestial Tribe? response:	How come I have never heard of it?
context: Perhaps there is still a chance.\What chance?\The Celestial Tribe has a sacred object called the Soul-gathering Lamp.\It was created by Heavenly Father during the time of the Great Flood.\The lamp can gather together the parts of an immortal's spirit.\The Soul-gathering Lamp?\It is a sacred item of the Celestial Tribe?\How come I have never heard of it? response:	This sacred object belongs to the Su Jin Clan.
context: What chance?\The Celestial Tribe has a sacred object called the Soul-gathering Lamp.\It was created by Heavenly Father during the time of the Great Flood.\The lamp can gather together the parts of an immortal's spirit.\The Soul-gathering Lamp?\It is a sacred item of the Celestial Tribe?\How come I have never heard of it?\This sacred object belongs to the Su Jin Clan. response:	Su Jin?
context: The Celestial Tribe has a sacred object called the Soul-gathering Lamp.\It was created by Heavenly Father during the time of the Great Flood.\The lamp can gather together the parts of an immortal's spirit.\The Soul-gathering Lamp?\It is a sacred item of the Celestial Tribe?\How come I have never heard of it?\This sacred object belongs to the Su Jin Clan.\Su Jin? response:	I remember. I remember that lamp.
context: It was created by Heavenly Father during the time of the Great Flood.\The lamp can gather together the parts of an immortal's spirit.\The Soul-gathering Lamp?\It is a sacred item of the Celestial Tribe?\How come I have never heard of it?\This sacred object belongs to the Su Jin Clan.\Su Jin?\I remember. I remember that lamp. response:	My mother did indeed say
context: The lamp can gather together the parts of an immortal's spirit.\The Soul-gathering Lamp?\It is a sacred item of the Celestial Tribe?\How come I have never heard of it?\This sacred object belongs to the Su Jin Clan.\Su Jin?\I remember. I remember that lamp.\My mother did indeed say response:	this lamp can gather an immortal's spirit!
context: The Soul-gathering Lamp?\It is a sacred item of the Celestial Tribe?\How come I have never heard of it?\This sacred object belongs to the Su Jin Clan.\Su Jin?\I remember. I remember that lamp.\My mother did indeed say\this lamp can gather an immortal's spirit! response:	Is this true?
context: It is a sacred item of the Celestial Tribe?\How come I have never heard of it?\This sacred object belongs to the Su Jin Clan.\Su Jin?\I remember. I remember that lamp.\My mother did indeed say\this lamp can gather an immortal's spirit!\Is this true? response:	Where is it now?
context: How come I have never heard of it?\This sacred object belongs to the Su Jin Clan.\Su Jin?\I remember. I remember that lamp.\My mother did indeed say\this lamp can gather an immortal's spirit!\Is this true?\Where is it now? response:	It was kept in my mother's possession ever since I was young.
context: This sacred object belongs to the Su Jin Clan.\Su Jin?\I remember. I remember that lamp.\My mother did indeed say\this lamp can gather an immortal's spirit!\Is this true?\Where is it now?\It was kept in my mother's possession ever since I was young. response:	Later, when my entire clan perished and was buried in the Sea of Innocence
context: Su Jin?\I remember. I remember that lamp.\My mother did indeed say\this lamp can gather an immortal's spirit!\Is this true?\Where is it now?\It was kept in my mother's possession ever since I was young.\Later, when my entire clan perished and was buried in the Sea of Innocence response:	I put it away for my mother with the items buried with the dead.
context: I remember. I remember that lamp.\My mother did indeed say\this lamp can gather an immortal's spirit!\Is this true?\Where is it now?\It was kept in my mother's possession ever since I was young.\Later, when my entire clan perished and was buried in the Sea of Innocence\I put it away for my mother with the items buried with the dead. response:	It is in the Sea of Innocence!
context: My mother did indeed say\this lamp can gather an immortal's spirit!\Is this true?\Where is it now?\It was kept in my mother's possession ever since I was young.\Later, when my entire clan perished and was buried in the Sea of Innocence\I put it away for my mother with the items buried with the dead.\It is in the Sea of Innocence! response:	Sea of Innocence?
context: this lamp can gather an immortal's spirit!\Is this true?\Where is it now?\It was kept in my mother's possession ever since I was young.\Later, when my entire clan perished and was buried in the Sea of Innocence\I put it away for my mother with the items buried with the dead.\It is in the Sea of Innocence!\Sea of Innocence? response:	It is where the Celestial Tribe preserves the bodies of immortals.
context: Is this true?\Where is it now?\It was kept in my mother's possession ever since I was young.\Later, when my entire clan perished and was buried in the Sea of Innocence\I put it away for my mother with the items buried with the dead.\It is in the Sea of Innocence!\Sea of Innocence?\It is where the Celestial Tribe preserves the bodies of immortals. response:	Since it was buried with the dead
context: Where is it now?\It was kept in my mother's possession ever since I was young.\Later, when my entire clan perished and was buried in the Sea of Innocence\I put it away for my mother with the items buried with the dead.\It is in the Sea of Innocence!\Sea of Innocence?\It is where the Celestial Tribe preserves the bodies of immortals.\Since it was buried with the dead response:	then it must be in your mother's crystal coffin.
context: It was kept in my mother's possession ever since I was young.\Later, when my entire clan perished and was buried in the Sea of Innocence\I put it away for my mother with the items buried with the dead.\It is in the Sea of Innocence!\Sea of Innocence?\It is where the Celestial Tribe preserves the bodies of immortals.\Since it was buried with the dead\then it must be in your mother's crystal coffin. response:	It's been 70,000 years since she has passed away.
context: Later, when my entire clan perished and was buried in the Sea of Innocence\I put it away for my mother with the items buried with the dead.\It is in the Sea of Innocence!\Sea of Innocence?\It is where the Celestial Tribe preserves the bodies of immortals.\Since it was buried with the dead\then it must be in your mother's crystal coffin.\It's been 70,000 years since she has passed away. response:	If we are to open her coffin now, I'm afraid...
context: I put it away for my mother with the items buried with the dead.\It is in the Sea of Innocence!\Sea of Innocence?\It is where the Celestial Tribe preserves the bodies of immortals.\Since it was buried with the dead\then it must be in your mother's crystal coffin.\It's been 70,000 years since she has passed away.\If we are to open her coffin now, I'm afraid... response:	Heavenly Lord need not worry.
context: It is in the Sea of Innocence!\Sea of Innocence?\It is where the Celestial Tribe preserves the bodies of immortals.\Since it was buried with the dead\then it must be in your mother's crystal coffin.\It's been 70,000 years since she has passed away.\If we are to open her coffin now, I'm afraid...\Heavenly Lord need not worry. response:	Since the lamp can save the Celestial Tribe's heir apparent
context: Sea of Innocence?\It is where the Celestial Tribe preserves the bodies of immortals.\Since it was buried with the dead\then it must be in your mother's crystal coffin.\It's been 70,000 years since she has passed away.\If we are to open her coffin now, I'm afraid...\Heavenly Lord need not worry.\Since the lamp can save the Celestial Tribe's heir apparent response:	the buried surely would not mind being disturbed for the lamp's retrieval.
context: It is where the Celestial Tribe preserves the bodies of immortals.\Since it was buried with the dead\then it must be in your mother's crystal coffin.\It's been 70,000 years since she has passed away.\If we are to open her coffin now, I'm afraid...\Heavenly Lord need not worry.\Since the lamp can save the Celestial Tribe's heir apparent\the buried surely would not mind being disturbed for the lamp's retrieval. response:	I'll send Tian Shu to take you to retrieve the lamp.
context: Since it was buried with the dead\then it must be in your mother's crystal coffin.\It's been 70,000 years since she has passed away.\If we are to open her coffin now, I'm afraid...\Heavenly Lord need not worry.\Since the lamp can save the Celestial Tribe's heir apparent\the buried surely would not mind being disturbed for the lamp's retrieval.\I'll send Tian Shu to take you to retrieve the lamp. response:	Being disturbed by her own daughter is better than by a stranger.
context: then it must be in your mother's crystal coffin.\It's been 70,000 years since she has passed away.\If we are to open her coffin now, I'm afraid...\Heavenly Lord need not worry.\Since the lamp can save the Celestial Tribe's heir apparent\the buried surely would not mind being disturbed for the lamp's retrieval.\I'll send Tian Shu to take you to retrieve the lamp.\Being disturbed by her own daughter is better than by a stranger. response:	Yes, I'll go right now.
context: It's been 70,000 years since she has passed away.\If we are to open her coffin now, I'm afraid...\Heavenly Lord need not worry.\Since the lamp can save the Celestial Tribe's heir apparent\the buried surely would not mind being disturbed for the lamp's retrieval.\I'll send Tian Shu to take you to retrieve the lamp.\Being disturbed by her own daughter is better than by a stranger.\Yes, I'll go right now. response:	Mother, thank you for giving me yet another chance.
context: If we are to open her coffin now, I'm afraid...\Heavenly Lord need not worry.\Since the lamp can save the Celestial Tribe's heir apparent\the buried surely would not mind being disturbed for the lamp's retrieval.\I'll send Tian Shu to take you to retrieve the lamp.\Being disturbed by her own daughter is better than by a stranger.\Yes, I'll go right now.\Mother, thank you for giving me yet another chance. response:	This time, I definitely won't waste it. I definitely won't.
context: Heavenly Lord need not worry.\Since the lamp can save the Celestial Tribe's heir apparent\the buried surely would not mind being disturbed for the lamp's retrieval.\I'll send Tian Shu to take you to retrieve the lamp.\Being disturbed by her own daughter is better than by a stranger.\Yes, I'll go right now.\Mother, thank you for giving me yet another chance.\This time, I definitely won't waste it. I definitely won't. response:	Your Highness, have you gotten the lamp?
context: Since the lamp can save the Celestial Tribe's heir apparent\the buried surely would not mind being disturbed for the lamp's retrieval.\I'll send Tian Shu to take you to retrieve the lamp.\Being disturbed by her own daughter is better than by a stranger.\Yes, I'll go right now.\Mother, thank you for giving me yet another chance.\This time, I definitely won't waste it. I definitely won't.\Your Highness, have you gotten the lamp? response:	In my hands is the Soul-gathering Lamp.
context: the buried surely would not mind being disturbed for the lamp's retrieval.\I'll send Tian Shu to take you to retrieve the lamp.\Being disturbed by her own daughter is better than by a stranger.\Yes, I'll go right now.\Mother, thank you for giving me yet another chance.\This time, I definitely won't waste it. I definitely won't.\Your Highness, have you gotten the lamp?\In my hands is the Soul-gathering Lamp. response:	Follow me quickly back to the Celestial Palace.
context: I'll send Tian Shu to take you to retrieve the lamp.\Being disturbed by her own daughter is better than by a stranger.\Yes, I'll go right now.\Mother, thank you for giving me yet another chance.\This time, I definitely won't waste it. I definitely won't.\Your Highness, have you gotten the lamp?\In my hands is the Soul-gathering Lamp.\Follow me quickly back to the Celestial Palace. response:	Yes.
context: Being disturbed by her own daughter is better than by a stranger.\Yes, I'll go right now.\Mother, thank you for giving me yet another chance.\This time, I definitely won't waste it. I definitely won't.\Your Highness, have you gotten the lamp?\In my hands is the Soul-gathering Lamp.\Follow me quickly back to the Celestial Palace.\Yes. response:	I have retrieved my mother's burial possession
context: Yes, I'll go right now.\Mother, thank you for giving me yet another chance.\This time, I definitely won't waste it. I definitely won't.\Your Highness, have you gotten the lamp?\In my hands is the Soul-gathering Lamp.\Follow me quickly back to the Celestial Palace.\Yes.\I have retrieved my mother's burial possession response:	the Soul-gathering Lamp.
context: Mother, thank you for giving me yet another chance.\This time, I definitely won't waste it. I definitely won't.\Your Highness, have you gotten the lamp?\In my hands is the Soul-gathering Lamp.\Follow me quickly back to the Celestial Palace.\Yes.\I have retrieved my mother's burial possession\the Soul-gathering Lamp. response:	I hope Your Majesty will remember everything I have done in the past
context: This time, I definitely won't waste it. I definitely won't.\Your Highness, have you gotten the lamp?\In my hands is the Soul-gathering Lamp.\Follow me quickly back to the Celestial Palace.\Yes.\I have retrieved my mother's burial possession\the Soul-gathering Lamp.\I hope Your Majesty will remember everything I have done in the past response:	and remember what you once promised me.
context: Your Highness, have you gotten the lamp?\In my hands is the Soul-gathering Lamp.\Follow me quickly back to the Celestial Palace.\Yes.\I have retrieved my mother's burial possession\the Soul-gathering Lamp.\I hope Your Majesty will remember everything I have done in the past\and remember what you once promised me. response:	Su Jin, you were once my side consort
context: In my hands is the Soul-gathering Lamp.\Follow me quickly back to the Celestial Palace.\Yes.\I have retrieved my mother's burial possession\the Soul-gathering Lamp.\I hope Your Majesty will remember everything I have done in the past\and remember what you once promised me.\Su Jin, you were once my side consort response:	and are also a descendant of a meritorious subject.
context: Follow me quickly back to the Celestial Palace.\Yes.\I have retrieved my mother's burial possession\the Soul-gathering Lamp.\I hope Your Majesty will remember everything I have done in the past\and remember what you once promised me.\Su Jin, you were once my side consort\and are also a descendant of a meritorious subject. response:	Should you wish to marry again
context: Yes.\I have retrieved my mother's burial possession\the Soul-gathering Lamp.\I hope Your Majesty will remember everything I have done in the past\and remember what you once promised me.\Su Jin, you were once my side consort\and are also a descendant of a meritorious subject.\Should you wish to marry again response:	I will grant you another fine marriage arrangement.
context: I have retrieved my mother's burial possession\the Soul-gathering Lamp.\I hope Your Majesty will remember everything I have done in the past\and remember what you once promised me.\Su Jin, you were once my side consort\and are also a descendant of a meritorious subject.\Should you wish to marry again\I will grant you another fine marriage arrangement. response:	Why must you be so attached to Ye Hua?
context: the Soul-gathering Lamp.\I hope Your Majesty will remember everything I have done in the past\and remember what you once promised me.\Su Jin, you were once my side consort\and are also a descendant of a meritorious subject.\Should you wish to marry again\I will grant you another fine marriage arrangement.\Why must you be so attached to Ye Hua? response:	Please grant me my wish, Your Majesty.
context: I hope Your Majesty will remember everything I have done in the past\and remember what you once promised me.\Su Jin, you were once my side consort\and are also a descendant of a meritorious subject.\Should you wish to marry again\I will grant you another fine marriage arrangement.\Why must you be so attached to Ye Hua?\Please grant me my wish, Your Majesty. response:	All right, I promise you.
context: and remember what you once promised me.\Su Jin, you were once my side consort\and are also a descendant of a meritorious subject.\Should you wish to marry again\I will grant you another fine marriage arrangement.\Why must you be so attached to Ye Hua?\Please grant me my wish, Your Majesty.\All right, I promise you. response:	You brought us this lamp today.
context: Su Jin, you were once my side consort\and are also a descendant of a meritorious subject.\Should you wish to marry again\I will grant you another fine marriage arrangement.\Why must you be so attached to Ye Hua?\Please grant me my wish, Your Majesty.\All right, I promise you.\You brought us this lamp today. response:	If it really can save Ye Hua
context: and are also a descendant of a meritorious subject.\Should you wish to marry again\I will grant you another fine marriage arrangement.\Why must you be so attached to Ye Hua?\Please grant me my wish, Your Majesty.\All right, I promise you.\You brought us this lamp today.\If it really can save Ye Hua response:	I will definitely have you married into Xiwu Palace.
context: Should you wish to marry again\I will grant you another fine marriage arrangement.\Why must you be so attached to Ye Hua?\Please grant me my wish, Your Majesty.\All right, I promise you.\You brought us this lamp today.\If it really can save Ye Hua\I will definitely have you married into Xiwu Palace. response:	Thank you, Your Majesty.
