context: Science Fell in Love, So I Tried to Prove It response:	Gone Home
context: Just keep touching them\Force of Impact\Force of Impact\Of course not. Idiot.\You should hurry up and progress your own research, Torasuke.\At this rate, even though we'll be in Okinawa, you'll be holed up in the hotel.\I guess you could call this business as usual here in the Ikeda lab.\Though, if regular people saw this, they'd probably be super put off by it... response:	I-I'm so sorry.
context: Force of Impact\Force of Impact\Of course not. Idiot.\You should hurry up and progress your own research, Torasuke.\At this rate, even though we'll be in Okinawa, you'll be holed up in the hotel.\I guess you could call this business as usual here in the Ikeda lab.\Though, if regular people saw this, they'd probably be super put off by it...\I-I'm so sorry. response:	Um... The door was open, so...
context: Force of Impact\Of course not. Idiot.\You should hurry up and progress your own research, Torasuke.\At this rate, even though we'll be in Okinawa, you'll be holed up in the hotel.\I guess you could call this business as usual here in the Ikeda lab.\Though, if regular people saw this, they'd probably be super put off by it...\I-I'm so sorry.\Um... The door was open, so... response:	A regular person!
context: Of course not. Idiot.\You should hurry up and progress your own research, Torasuke.\At this rate, even though we'll be in Okinawa, you'll be holed up in the hotel.\I guess you could call this business as usual here in the Ikeda lab.\Though, if regular people saw this, they'd probably be super put off by it...\I-I'm so sorry.\Um... The door was open, so...\A regular person! response:	Oh, you're here, Yamamoto-kun.
context: You should hurry up and progress your own research, Torasuke.\At this rate, even though we'll be in Okinawa, you'll be holed up in the hotel.\I guess you could call this business as usual here in the Ikeda lab.\Though, if regular people saw this, they'd probably be super put off by it...\I-I'm so sorry.\Um... The door was open, so...\A regular person!\Oh, you're here, Yamamoto-kun. response:	Professor Ikeda! It's been a while!
context: At this rate, even though we'll be in Okinawa, you'll be holed up in the hotel.\I guess you could call this business as usual here in the Ikeda lab.\Though, if regular people saw this, they'd probably be super put off by it...\I-I'm so sorry.\Um... The door was open, so...\A regular person!\Oh, you're here, Yamamoto-kun.\Professor Ikeda! It's been a while! response:	You look well.
context: I guess you could call this business as usual here in the Ikeda lab.\Though, if regular people saw this, they'd probably be super put off by it...\I-I'm so sorry.\Um... The door was open, so...\A regular person!\Oh, you're here, Yamamoto-kun.\Professor Ikeda! It's been a while!\You look well. response:	My wallet isn't doing well at all!
context: Though, if regular people saw this, they'd probably be super put off by it...\I-I'm so sorry.\Um... The door was open, so...\A regular person!\Oh, you're here, Yamamoto-kun.\Professor Ikeda! It's been a while!\You look well.\My wallet isn't doing well at all! response:	I see your muscles haven't weakened in the slightest.
context: I-I'm so sorry.\Um... The door was open, so...\A regular person!\Oh, you're here, Yamamoto-kun.\Professor Ikeda! It's been a while!\You look well.\My wallet isn't doing well at all!\I see your muscles haven't weakened in the slightest. response:	Oh, you're a guest of the professor's.
context: Um... The door was open, so...\A regular person!\Oh, you're here, Yamamoto-kun.\Professor Ikeda! It's been a while!\You look well.\My wallet isn't doing well at all!\I see your muscles haven't weakened in the slightest.\Oh, you're a guest of the professor's. response:	Oh, that's right.
context: A regular person!\Oh, you're here, Yamamoto-kun.\Professor Ikeda! It's been a while!\You look well.\My wallet isn't doing well at all!\I see your muscles haven't weakened in the slightest.\Oh, you're a guest of the professor's.\Oh, that's right. response:	You haven't met before.
context: Oh, you're here, Yamamoto-kun.\Professor Ikeda! It's been a while!\You look well.\My wallet isn't doing well at all!\I see your muscles haven't weakened in the slightest.\Oh, you're a guest of the professor's.\Oh, that's right.\You haven't met before. response:	The only one who was here at the same time was... Ibarada-kun?
context: Professor Ikeda! It's been a while!\You look well.\My wallet isn't doing well at all!\I see your muscles haven't weakened in the slightest.\Oh, you're a guest of the professor's.\Oh, that's right.\You haven't met before.\The only one who was here at the same time was... Ibarada-kun? response:	Yes.
context: You look well.\My wallet isn't doing well at all!\I see your muscles haven't weakened in the slightest.\Oh, you're a guest of the professor's.\Oh, that's right.\You haven't met before.\The only one who was here at the same time was... Ibarada-kun?\Yes. response:	Yamamoto-kun graduated from this lab.
context: My wallet isn't doing well at all!\I see your muscles haven't weakened in the slightest.\Oh, you're a guest of the professor's.\Oh, that's right.\You haven't met before.\The only one who was here at the same time was... Ibarada-kun?\Yes.\Yamamoto-kun graduated from this lab. response:	Thank you for having me.
context: I see your muscles haven't weakened in the slightest.\Oh, you're a guest of the professor's.\Oh, that's right.\You haven't met before.\The only one who was here at the same time was... Ibarada-kun?\Yes.\Yamamoto-kun graduated from this lab.\Thank you for having me. response:	Ena, good to see you again!
context: Oh, you're a guest of the professor's.\Oh, that's right.\You haven't met before.\The only one who was here at the same time was... Ibarada-kun?\Yes.\Yamamoto-kun graduated from this lab.\Thank you for having me.\Ena, good to see you again! response:	Yeah...
context: Oh, that's right.\You haven't met before.\The only one who was here at the same time was... Ibarada-kun?\Yes.\Yamamoto-kun graduated from this lab.\Thank you for having me.\Ena, good to see you again!\Yeah... response:	Please, come in.
context: You haven't met before.\The only one who was here at the same time was... Ibarada-kun?\Yes.\Yamamoto-kun graduated from this lab.\Thank you for having me.\Ena, good to see you again!\Yeah...\Please, come in. response:	You have some students doing some crazy things out there.
context: The only one who was here at the same time was... Ibarada-kun?\Yes.\Yamamoto-kun graduated from this lab.\Thank you for having me.\Ena, good to see you again!\Yeah...\Please, come in.\You have some students doing some crazy things out there. response:	You mean Himuro-kun and Yukimura-kun?
context: Yes.\Yamamoto-kun graduated from this lab.\Thank you for having me.\Ena, good to see you again!\Yeah...\Please, come in.\You have some students doing some crazy things out there.\You mean Himuro-kun and Yukimura-kun? response:	Those two are using themselves to conduct romance research.
context: Yamamoto-kun graduated from this lab.\Thank you for having me.\Ena, good to see you again!\Yeah...\Please, come in.\You have some students doing some crazy things out there.\You mean Himuro-kun and Yukimura-kun?\Those two are using themselves to conduct romance research. response:	Really...
context: Thank you for having me.\Ena, good to see you again!\Yeah...\Please, come in.\You have some students doing some crazy things out there.\You mean Himuro-kun and Yukimura-kun?\Those two are using themselves to conduct romance research.\Really... response:	Now, we need to decide the timing and frequency of the sample collection, but...
context: Ena, good to see you again!\Yeah...\Please, come in.\You have some students doing some crazy things out there.\You mean Himuro-kun and Yukimura-kun?\Those two are using themselves to conduct romance research.\Really...\Now, we need to decide the timing and frequency of the sample collection, but... response:	Attaching the right conditions becomes very important.
context: Yeah...\Please, come in.\You have some students doing some crazy things out there.\You mean Himuro-kun and Yukimura-kun?\Those two are using themselves to conduct romance research.\Really...\Now, we need to decide the timing and frequency of the sample collection, but...\Attaching the right conditions becomes very important. response:	Hello, everyone!
context: Please, come in.\You have some students doing some crazy things out there.\You mean Himuro-kun and Yukimura-kun?\Those two are using themselves to conduct romance research.\Really...\Now, we need to decide the timing and frequency of the sample collection, but...\Attaching the right conditions becomes very important.\Hello, everyone! response:	I really do apologize about earlier.
context: You have some students doing some crazy things out there.\You mean Himuro-kun and Yukimura-kun?\Those two are using themselves to conduct romance research.\Really...\Now, we need to decide the timing and frequency of the sample collection, but...\Attaching the right conditions becomes very important.\Hello, everyone!\I really do apologize about earlier. response:	Not at all. We're the ones who should apologize.
context: You mean Himuro-kun and Yukimura-kun?\Those two are using themselves to conduct romance research.\Really...\Now, we need to decide the timing and frequency of the sample collection, but...\Attaching the right conditions becomes very important.\Hello, everyone!\I really do apologize about earlier.\Not at all. We're the ones who should apologize. response:	I asked the professor about you two just now.
context: Those two are using themselves to conduct romance research.\Really...\Now, we need to decide the timing and frequency of the sample collection, but...\Attaching the right conditions becomes very important.\Hello, everyone!\I really do apologize about earlier.\Not at all. We're the ones who should apologize.\I asked the professor about you two just now. response:	He said you're conducting some very interesting research!
context: Really...\Now, we need to decide the timing and frequency of the sample collection, but...\Attaching the right conditions becomes very important.\Hello, everyone!\I really do apologize about earlier.\Not at all. We're the ones who should apologize.\I asked the professor about you two just now.\He said you're conducting some very interesting research! response:	If it isn't a bother, would you tell me more about it?
context: Now, we need to decide the timing and frequency of the sample collection, but...\Attaching the right conditions becomes very important.\Hello, everyone!\I really do apologize about earlier.\Not at all. We're the ones who should apologize.\I asked the professor about you two just now.\He said you're conducting some very interesting research!\If it isn't a bother, would you tell me more about it? response:	We don't mind.
context: Attaching the right conditions becomes very important.\Hello, everyone!\I really do apologize about earlier.\Not at all. We're the ones who should apologize.\I asked the professor about you two just now.\He said you're conducting some very interesting research!\If it isn't a bother, would you tell me more about it?\We don't mind. response:	Though, it might take a while.
context: Hello, everyone!\I really do apologize about earlier.\Not at all. We're the ones who should apologize.\I asked the professor about you two just now.\He said you're conducting some very interesting research!\If it isn't a bother, would you tell me more about it?\We don't mind.\Though, it might take a while. response:	Our research involves finding the base conditions of love.
context: I really do apologize about earlier.\Not at all. We're the ones who should apologize.\I asked the professor about you two just now.\He said you're conducting some very interesting research!\If it isn't a bother, would you tell me more about it?\We don't mind.\Though, it might take a while.\Our research involves finding the base conditions of love. response:	To that purpose, we are currently looking for evidence of love.
context: Not at all. We're the ones who should apologize.\I asked the professor about you two just now.\He said you're conducting some very interesting research!\If it isn't a bother, would you tell me more about it?\We don't mind.\Though, it might take a while.\Our research involves finding the base conditions of love.\To that purpose, we are currently looking for evidence of love. response:	Evidence of love?
context: I asked the professor about you two just now.\He said you're conducting some very interesting research!\If it isn't a bother, would you tell me more about it?\We don't mind.\Though, it might take a while.\Our research involves finding the base conditions of love.\To that purpose, we are currently looking for evidence of love.\Evidence of love? response:	Using things like when we're together, my heart rate increases, and
context: He said you're conducting some very interesting research!\If it isn't a bother, would you tell me more about it?\We don't mind.\Though, it might take a while.\Our research involves finding the base conditions of love.\To that purpose, we are currently looking for evidence of love.\Evidence of love?\Using things like when we're together, my heart rate increases, and response:	the person appears in my dreams as starting points,
context: If it isn't a bother, would you tell me more about it?\We don't mind.\Though, it might take a while.\Our research involves finding the base conditions of love.\To that purpose, we are currently looking for evidence of love.\Evidence of love?\Using things like when we're together, my heart rate increases, and\the person appears in my dreams as starting points, response:	we have collected approximately 50 items.
context: We don't mind.\Though, it might take a while.\Our research involves finding the base conditions of love.\To that purpose, we are currently looking for evidence of love.\Evidence of love?\Using things like when we're together, my heart rate increases, and\the person appears in my dreams as starting points,\we have collected approximately 50 items. response:	Yukimura-kun, I wuv you!
context: Though, it might take a while.\Our research involves finding the base conditions of love.\To that purpose, we are currently looking for evidence of love.\Evidence of love?\Using things like when we're together, my heart rate increases, and\the person appears in my dreams as starting points,\we have collected approximately 50 items.\Yukimura-kun, I wuv you! response:	Shouting out your affection while drunk, and embracing,
context: Our research involves finding the base conditions of love.\To that purpose, we are currently looking for evidence of love.\Evidence of love?\Using things like when we're together, my heart rate increases, and\the person appears in my dreams as starting points,\we have collected approximately 50 items.\Yukimura-kun, I wuv you!\Shouting out your affection while drunk, and embracing, response:	should be added to the list, too.
context: To that purpose, we are currently looking for evidence of love.\Evidence of love?\Using things like when we're together, my heart rate increases, and\the person appears in my dreams as starting points,\we have collected approximately 50 items.\Yukimura-kun, I wuv you!\Shouting out your affection while drunk, and embracing,\should be added to the list, too. response:	I told you to delete that, didn't I?
context: Evidence of love?\Using things like when we're together, my heart rate increases, and\the person appears in my dreams as starting points,\we have collected approximately 50 items.\Yukimura-kun, I wuv you!\Shouting out your affection while drunk, and embracing,\should be added to the list, too.\I told you to delete that, didn't I? response:	And you, Yukimura-kun,
context: Using things like when we're together, my heart rate increases, and\the person appears in my dreams as starting points,\we have collected approximately 50 items.\Yukimura-kun, I wuv you!\Shouting out your affection while drunk, and embracing,\should be added to the list, too.\I told you to delete that, didn't I?\And you, Yukimura-kun, response:	do you have any evidence that you love me?
context: the person appears in my dreams as starting points,\we have collected approximately 50 items.\Yukimura-kun, I wuv you!\Shouting out your affection while drunk, and embracing,\should be added to the list, too.\I told you to delete that, didn't I?\And you, Yukimura-kun,\do you have any evidence that you love me? response:	Uh... Well...
context: we have collected approximately 50 items.\Yukimura-kun, I wuv you!\Shouting out your affection while drunk, and embracing,\should be added to the list, too.\I told you to delete that, didn't I?\And you, Yukimura-kun,\do you have any evidence that you love me?\Uh... Well... response:	If I had to say...
context: Yukimura-kun, I wuv you!\Shouting out your affection while drunk, and embracing,\should be added to the list, too.\I told you to delete that, didn't I?\And you, Yukimura-kun,\do you have any evidence that you love me?\Uh... Well...\If I had to say... response:	For some reason, I periodically desire to watch this video.
context: Shouting out your affection while drunk, and embracing,\should be added to the list, too.\I told you to delete that, didn't I?\And you, Yukimura-kun,\do you have any evidence that you love me?\Uh... Well...\If I had to say...\For some reason, I periodically desire to watch this video. response:	Stop that, you idiot!
context: should be added to the list, too.\I told you to delete that, didn't I?\And you, Yukimura-kun,\do you have any evidence that you love me?\Uh... Well...\If I had to say...\For some reason, I periodically desire to watch this video.\Stop that, you idiot! response:	You have a problem with it?
context: I told you to delete that, didn't I?\And you, Yukimura-kun,\do you have any evidence that you love me?\Uh... Well...\If I had to say...\For some reason, I periodically desire to watch this video.\Stop that, you idiot!\You have a problem with it? response:	What do I do?
context: And you, Yukimura-kun,\do you have any evidence that you love me?\Uh... Well...\If I had to say...\For some reason, I periodically desire to watch this video.\Stop that, you idiot!\You have a problem with it?\What do I do? response:	These kids are too entertaining!
context: do you have any evidence that you love me?\Uh... Well...\If I had to say...\For some reason, I periodically desire to watch this video.\Stop that, you idiot!\You have a problem with it?\What do I do?\These kids are too entertaining! response:	At any rate,
context: Uh... Well...\If I had to say...\For some reason, I periodically desire to watch this video.\Stop that, you idiot!\You have a problem with it?\What do I do?\These kids are too entertaining!\At any rate, response:	as you can see, evidence of love is quite varied, however,
context: If I had to say...\For some reason, I periodically desire to watch this video.\Stop that, you idiot!\You have a problem with it?\What do I do?\These kids are too entertaining!\At any rate,\as you can see, evidence of love is quite varied, however, response:	if we keep investigating, there may be evidence which shows commonality.
context: For some reason, I periodically desire to watch this video.\Stop that, you idiot!\You have a problem with it?\What do I do?\These kids are too entertaining!\At any rate,\as you can see, evidence of love is quite varied, however,\if we keep investigating, there may be evidence which shows commonality. response:	Common Conditions
context: Stop that, you idiot!\You have a problem with it?\What do I do?\These kids are too entertaining!\At any rate,\as you can see, evidence of love is quite varied, however,\if we keep investigating, there may be evidence which shows commonality.\Common Conditions response:	That is what we are searching for.
context: You have a problem with it?\What do I do?\These kids are too entertaining!\At any rate,\as you can see, evidence of love is quite varied, however,\if we keep investigating, there may be evidence which shows commonality.\Common Conditions\That is what we are searching for. response:	The logical, true definition of love!
context: What do I do?\These kids are too entertaining!\At any rate,\as you can see, evidence of love is quite varied, however,\if we keep investigating, there may be evidence which shows commonality.\Common Conditions\That is what we are searching for.\The logical, true definition of love! response:	A change of pace and an overthrow of the status quo...
context: These kids are too entertaining!\At any rate,\as you can see, evidence of love is quite varied, however,\if we keep investigating, there may be evidence which shows commonality.\Common Conditions\That is what we are searching for.\The logical, true definition of love!\A change of pace and an overthrow of the status quo... response:	Here, at my alma mater, where I've come to gather intelligence...
context: At any rate,\as you can see, evidence of love is quite varied, however,\if we keep investigating, there may be evidence which shows commonality.\Common Conditions\That is what we are searching for.\The logical, true definition of love!\A change of pace and an overthrow of the status quo...\Here, at my alma mater, where I've come to gather intelligence... response:	I never thought I'd find material like this!
context: as you can see, evidence of love is quite varied, however,\if we keep investigating, there may be evidence which shows commonality.\Common Conditions\That is what we are searching for.\The logical, true definition of love!\A change of pace and an overthrow of the status quo...\Here, at my alma mater, where I've come to gather intelligence...\I never thought I'd find material like this! response:	What's with her?
context: if we keep investigating, there may be evidence which shows commonality.\Common Conditions\That is what we are searching for.\The logical, true definition of love!\A change of pace and an overthrow of the status quo...\Here, at my alma mater, where I've come to gather intelligence...\I never thought I'd find material like this!\What's with her? response:	What is she writing?
context: Common Conditions\That is what we are searching for.\The logical, true definition of love!\A change of pace and an overthrow of the status quo...\Here, at my alma mater, where I've come to gather intelligence...\I never thought I'd find material like this!\What's with her?\What is she writing? response:	You... who are you?
context: That is what we are searching for.\The logical, true definition of love!\A change of pace and an overthrow of the status quo...\Here, at my alma mater, where I've come to gather intelligence...\I never thought I'd find material like this!\What's with her?\What is she writing?\You... who are you? response:	Apologies for not introducing myself.
context: The logical, true definition of love!\A change of pace and an overthrow of the status quo...\Here, at my alma mater, where I've come to gather intelligence...\I never thought I'd find material like this!\What's with her?\What is she writing?\You... who are you?\Apologies for not introducing myself. response:	My name is Yamamoto Arika.
context: A change of pace and an overthrow of the status quo...\Here, at my alma mater, where I've come to gather intelligence...\I never thought I'd find material like this!\What's with her?\What is she writing?\You... who are you?\Apologies for not introducing myself.\My name is Yamamoto Arika. response:	Nice to meet you
context: Here, at my alma mater, where I've come to gather intelligence...\I never thought I'd find material like this!\What's with her?\What is she writing?\You... who are you?\Apologies for not introducing myself.\My name is Yamamoto Arika.\Nice to meet you response:	Up!
context: I never thought I'd find material like this!\What's with her?\What is she writing?\You... who are you?\Apologies for not introducing myself.\My name is Yamamoto Arika.\Nice to meet you\Up! response:	I'm a manga artist using a particular pen name.
context: What's with her?\What is she writing?\You... who are you?\Apologies for not introducing myself.\My name is Yamamoto Arika.\Nice to meet you\Up!\I'm a manga artist using a particular pen name. response:	Ikeda Lab Alumnus Manga Artist Yamamoto Arika Height: 165 cm Weight:? Blood type: B Hobbies: Drawing manga Favorite foods: Spicy foods, hhhhhhhhhhhhhhhhhhhhhhhhhalligator sashimi Favorite phrase: After all, this world hhhhhhhhhhhhhhhhhhhhhhhhhhhis survival of the fittest. Looks up to: Tezuka Osamu, Watsuki Nobuhiro Goals: Dreams of living off royalties
context: What is she writing?\You... who are you?\Apologies for not introducing myself.\My name is Yamamoto Arika.\Nice to meet you\Up!\I'm a manga artist using a particular pen name.\Ikeda Lab Alumnus Manga Artist Yamamoto Arika Height: 165 cm Weight:? Blood type: B Hobbies: Drawing manga Favorite foods: Spicy foods, hhhhhhhhhhhhhhhhhhhhhhhhhalligator sashimi Favorite phrase: After all, this world hhhhhhhhhhhhhhhhhhhhhhhhhhhis survival of the fittest. Looks up to: Tezuka Osamu, Watsuki Nobuhiro Goals: Dreams of living off royalties response:	A manga artist?
context: You... who are you?\Apologies for not introducing myself.\My name is Yamamoto Arika.\Nice to meet you\Up!\I'm a manga artist using a particular pen name.\Ikeda Lab Alumnus Manga Artist Yamamoto Arika Height: 165 cm Weight:? Blood type: B Hobbies: Drawing manga Favorite foods: Spicy foods, hhhhhhhhhhhhhhhhhhhhhhhhhalligator sashimi Favorite phrase: After all, this world hhhhhhhhhhhhhhhhhhhhhhhhhhhis survival of the fittest. Looks up to: Tezuka Osamu, Watsuki Nobuhiro Goals: Dreams of living off royalties\A manga artist? response:	That's awesome! I've never seen one before!
context: Apologies for not introducing myself.\My name is Yamamoto Arika.\Nice to meet you\Up!\I'm a manga artist using a particular pen name.\Ikeda Lab Alumnus Manga Artist Yamamoto Arika Height: 165 cm Weight:? Blood type: B Hobbies: Drawing manga Favorite foods: Spicy foods, hhhhhhhhhhhhhhhhhhhhhhhhhalligator sashimi Favorite phrase: After all, this world hhhhhhhhhhhhhhhhhhhhhhhhhhhis survival of the fittest. Looks up to: Tezuka Osamu, Watsuki Nobuhiro Goals: Dreams of living off royalties\A manga artist?\That's awesome! I've never seen one before! response:	At the moment, I don't have a series going,
context: My name is Yamamoto Arika.\Nice to meet you\Up!\I'm a manga artist using a particular pen name.\Ikeda Lab Alumnus Manga Artist Yamamoto Arika Height: 165 cm Weight:? Blood type: B Hobbies: Drawing manga Favorite foods: Spicy foods, hhhhhhhhhhhhhhhhhhhhhhhhhalligator sashimi Favorite phrase: After all, this world hhhhhhhhhhhhhhhhhhhhhhhhhhhis survival of the fittest. Looks up to: Tezuka Osamu, Watsuki Nobuhiro Goals: Dreams of living off royalties\A manga artist?\That's awesome! I've never seen one before!\At the moment, I don't have a series going, response:	and my storyboards are continually rejected. I'm just a lowly being.
context: Nice to meet you\Up!\I'm a manga artist using a particular pen name.\Ikeda Lab Alumnus Manga Artist Yamamoto Arika Height: 165 cm Weight:? Blood type: B Hobbies: Drawing manga Favorite foods: Spicy foods, hhhhhhhhhhhhhhhhhhhhhhhhhalligator sashimi Favorite phrase: After all, this world hhhhhhhhhhhhhhhhhhhhhhhhhhhis survival of the fittest. Looks up to: Tezuka Osamu, Watsuki Nobuhiro Goals: Dreams of living off royalties\A manga artist?\That's awesome! I've never seen one before!\At the moment, I don't have a series going,\and my storyboards are continually rejected. I'm just a lowly being. response:	What do you think?
context: Up!\I'm a manga artist using a particular pen name.\Ikeda Lab Alumnus Manga Artist Yamamoto Arika Height: 165 cm Weight:? Blood type: B Hobbies: Drawing manga Favorite foods: Spicy foods, hhhhhhhhhhhhhhhhhhhhhhhhhalligator sashimi Favorite phrase: After all, this world hhhhhhhhhhhhhhhhhhhhhhhhhhhis survival of the fittest. Looks up to: Tezuka Osamu, Watsuki Nobuhiro Goals: Dreams of living off royalties\A manga artist?\That's awesome! I've never seen one before!\At the moment, I don't have a series going,\and my storyboards are continually rejected. I'm just a lowly being.\What do you think? response:	Will you let me turn you into a manga?
context: I'm a manga artist using a particular pen name.\Ikeda Lab Alumnus Manga Artist Yamamoto Arika Height: 165 cm Weight:? Blood type: B Hobbies: Drawing manga Favorite foods: Spicy foods, hhhhhhhhhhhhhhhhhhhhhhhhhalligator sashimi Favorite phrase: After all, this world hhhhhhhhhhhhhhhhhhhhhhhhhhhis survival of the fittest. Looks up to: Tezuka Osamu, Watsuki Nobuhiro Goals: Dreams of living off royalties\A manga artist?\That's awesome! I've never seen one before!\At the moment, I don't have a series going,\and my storyboards are continually rejected. I'm just a lowly being.\What do you think?\Will you let me turn you into a manga? response:	The sight of you flirting like that while you research...
context: Ikeda Lab Alumnus Manga Artist Yamamoto Arika Height: 165 cm Weight:? Blood type: B Hobbies: Drawing manga Favorite foods: Spicy foods, hhhhhhhhhhhhhhhhhhhhhhhhhalligator sashimi Favorite phrase: After all, this world hhhhhhhhhhhhhhhhhhhhhhhhhhhis survival of the fittest. Looks up to: Tezuka Osamu, Watsuki Nobuhiro Goals: Dreams of living off royalties\A manga artist?\That's awesome! I've never seen one before!\At the moment, I don't have a series going,\and my storyboards are continually rejected. I'm just a lowly being.\What do you think?\Will you let me turn you into a manga?\The sight of you flirting like that while you research... response:	I'll transmit it to the world,
context: A manga artist?\That's awesome! I've never seen one before!\At the moment, I don't have a series going,\and my storyboards are continually rejected. I'm just a lowly being.\What do you think?\Will you let me turn you into a manga?\The sight of you flirting like that while you research...\I'll transmit it to the world, response:	and collect evidence of love from people everywhere!
context: That's awesome! I've never seen one before!\At the moment, I don't have a series going,\and my storyboards are continually rejected. I'm just a lowly being.\What do you think?\Will you let me turn you into a manga?\The sight of you flirting like that while you research...\I'll transmit it to the world,\and collect evidence of love from people everywhere! response:	If we do that, you can make it clear as to whether you love each other or not.
context: At the moment, I don't have a series going,\and my storyboards are continually rejected. I'm just a lowly being.\What do you think?\Will you let me turn you into a manga?\The sight of you flirting like that while you research...\I'll transmit it to the world,\and collect evidence of love from people everywhere!\If we do that, you can make it clear as to whether you love each other or not. response:	That's true...
context: and my storyboards are continually rejected. I'm just a lowly being.\What do you think?\Will you let me turn you into a manga?\The sight of you flirting like that while you research...\I'll transmit it to the world,\and collect evidence of love from people everywhere!\If we do that, you can make it clear as to whether you love each other or not.\That's true... response:	We could collect an even wider range of data.
context: What do you think?\Will you let me turn you into a manga?\The sight of you flirting like that while you research...\I'll transmit it to the world,\and collect evidence of love from people everywhere!\If we do that, you can make it clear as to whether you love each other or not.\That's true...\We could collect an even wider range of data. response:	We would very much like for you to do so.
context: Will you let me turn you into a manga?\The sight of you flirting like that while you research...\I'll transmit it to the world,\and collect evidence of love from people everywhere!\If we do that, you can make it clear as to whether you love each other or not.\That's true...\We could collect an even wider range of data.\We would very much like for you to do so. response:	Thank you so much!
context: The sight of you flirting like that while you research...\I'll transmit it to the world,\and collect evidence of love from people everywhere!\If we do that, you can make it clear as to whether you love each other or not.\That's true...\We could collect an even wider range of data.\We would very much like for you to do so.\Thank you so much! response:	What's this?
context: I'll transmit it to the world,\and collect evidence of love from people everywhere!\If we do that, you can make it clear as to whether you love each other or not.\That's true...\We could collect an even wider range of data.\We would very much like for you to do so.\Thank you so much!\What's this? response:	I take it you've come to a mutual understanding?
context: and collect evidence of love from people everywhere!\If we do that, you can make it clear as to whether you love each other or not.\That's true...\We could collect an even wider range of data.\We would very much like for you to do so.\Thank you so much!\What's this?\I take it you've come to a mutual understanding? response:	Yes. They've agreed to work with me.
context: If we do that, you can make it clear as to whether you love each other or not.\That's true...\We could collect an even wider range of data.\We would very much like for you to do so.\Thank you so much!\What's this?\I take it you've come to a mutual understanding?\Yes. They've agreed to work with me. response:	In that case,
context: That's true...\We could collect an even wider range of data.\We would very much like for you to do so.\Thank you so much!\What's this?\I take it you've come to a mutual understanding?\Yes. They've agreed to work with me.\In that case, response:	Yamamoto-kun, why don't you participate in our summer training camp as an alumnus?
context: We could collect an even wider range of data.\We would very much like for you to do so.\Thank you so much!\What's this?\I take it you've come to a mutual understanding?\Yes. They've agreed to work with me.\In that case,\Yamamoto-kun, why don't you participate in our summer training camp as an alumnus? response:	Summer training camp?
context: We would very much like for you to do so.\Thank you so much!\What's this?\I take it you've come to a mutual understanding?\Yes. They've agreed to work with me.\In that case,\Yamamoto-kun, why don't you participate in our summer training camp as an alumnus?\Summer training camp? response:	This year, if you can believe it, it's in Okinawa!
context: Thank you so much!\What's this?\I take it you've come to a mutual understanding?\Yes. They've agreed to work with me.\In that case,\Yamamoto-kun, why don't you participate in our summer training camp as an alumnus?\Summer training camp?\This year, if you can believe it, it's in Okinawa! response:	Oh, how wonderful!
context: What's this?\I take it you've come to a mutual understanding?\Yes. They've agreed to work with me.\In that case,\Yamamoto-kun, why don't you participate in our summer training camp as an alumnus?\Summer training camp?\This year, if you can believe it, it's in Okinawa!\Oh, how wonderful! response:	A bespectacled man in a white lab coat with a bespectacled woman in a lab coat flirting.
context: I take it you've come to a mutual understanding?\Yes. They've agreed to work with me.\In that case,\Yamamoto-kun, why don't you participate in our summer training camp as an alumnus?\Summer training camp?\This year, if you can believe it, it's in Okinawa!\Oh, how wonderful!\A bespectacled man in a white lab coat with a bespectacled woman in a lab coat flirting. response:	The swimsuit episode you get once a season.
context: Yes. They've agreed to work with me.\In that case,\Yamamoto-kun, why don't you participate in our summer training camp as an alumnus?\Summer training camp?\This year, if you can believe it, it's in Okinawa!\Oh, how wonderful!\A bespectacled man in a white lab coat with a bespectacled woman in a lab coat flirting.\The swimsuit episode you get once a season. response:	Permission to go have a little fun, within certain boundaries.
context: In that case,\Yamamoto-kun, why don't you participate in our summer training camp as an alumnus?\Summer training camp?\This year, if you can believe it, it's in Okinawa!\Oh, how wonderful!\A bespectacled man in a white lab coat with a bespectacled woman in a lab coat flirting.\The swimsuit episode you get once a season.\Permission to go have a little fun, within certain boundaries. response:	Actually, that makes it even better!
context: Yamamoto-kun, why don't you participate in our summer training camp as an alumnus?\Summer training camp?\This year, if you can believe it, it's in Okinawa!\Oh, how wonderful!\A bespectacled man in a white lab coat with a bespectacled woman in a lab coat flirting.\The swimsuit episode you get once a season.\Permission to go have a little fun, within certain boundaries.\Actually, that makes it even better! response:	With the sea at night in the background...
context: Summer training camp?\This year, if you can believe it, it's in Okinawa!\Oh, how wonderful!\A bespectacled man in a white lab coat with a bespectacled woman in a lab coat flirting.\The swimsuit episode you get once a season.\Permission to go have a little fun, within certain boundaries.\Actually, that makes it even better!\With the sea at night in the background... response:	Don't worry.
context: This year, if you can believe it, it's in Okinawa!\Oh, how wonderful!\A bespectacled man in a white lab coat with a bespectacled woman in a lab coat flirting.\The swimsuit episode you get once a season.\Permission to go have a little fun, within certain boundaries.\Actually, that makes it even better!\With the sea at night in the background...\Don't worry. response:	It'll be over before you can count all the prime numbers.
