context: Second Plate response:	Episode 7
context: Get your act together and decide!\What's the meaning of this, judge?\Make up your mind!\Are you mocking a serious competition?\I can understand where she's coming from.\The two are so equally matched.\Organizers, a word.\What is it, Chef Dojima? response:	Huh?
context: What's the meaning of this, judge?\Make up your mind!\Are you mocking a serious competition?\I can understand where she's coming from.\The two are so equally matched.\Organizers, a word.\What is it, Chef Dojima?\Huh? response:	When'd they leave?
context: Make up your mind!\Are you mocking a serious competition?\I can understand where she's coming from.\The two are so equally matched.\Organizers, a word.\What is it, Chef Dojima?\Huh?\When'd they leave? response:	If this were a Shokugeki,
context: Are you mocking a serious competition?\I can understand where she's coming from.\The two are so equally matched.\Organizers, a word.\What is it, Chef Dojima?\Huh?\When'd they leave?\If this were a Shokugeki, response:	in the event that a final decision could not be reached,
context: I can understand where she's coming from.\The two are so equally matched.\Organizers, a word.\What is it, Chef Dojima?\Huh?\When'd they leave?\If this were a Shokugeki,\in the event that a final decision could not be reached, response:	there would be a rematch at a later date to determine the final outcome,
context: The two are so equally matched.\Organizers, a word.\What is it, Chef Dojima?\Huh?\When'd they leave?\If this were a Shokugeki,\in the event that a final decision could not be reached,\there would be a rematch at a later date to determine the final outcome, response:	am I right?
context: Organizers, a word.\What is it, Chef Dojima?\Huh?\When'd they leave?\If this were a Shokugeki,\in the event that a final decision could not be reached,\there would be a rematch at a later date to determine the final outcome,\am I right? response:	That's correct.
context: What is it, Chef Dojima?\Huh?\When'd they leave?\If this were a Shokugeki,\in the event that a final decision could not be reached,\there would be a rematch at a later date to determine the final outcome,\am I right?\That's correct. response:	But this is the Autumn Elections.
context: Huh?\When'd they leave?\If this were a Shokugeki,\in the event that a final decision could not be reached,\there would be a rematch at a later date to determine the final outcome,\am I right?\That's correct.\But this is the Autumn Elections. response:	Our honored guests and the judges all have very busy schedules.
context: When'd they leave?\If this were a Shokugeki,\in the event that a final decision could not be reached,\there would be a rematch at a later date to determine the final outcome,\am I right?\That's correct.\But this is the Autumn Elections.\Our honored guests and the judges all have very busy schedules. response:	Pragmatically speaking, it would be impossible
context: If this were a Shokugeki,\in the event that a final decision could not be reached,\there would be a rematch at a later date to determine the final outcome,\am I right?\That's correct.\But this is the Autumn Elections.\Our honored guests and the judges all have very busy schedules.\Pragmatically speaking, it would be impossible response:	to schedule a rematch, unfortunately.
context: in the event that a final decision could not be reached,\there would be a rematch at a later date to determine the final outcome,\am I right?\That's correct.\But this is the Autumn Elections.\Our honored guests and the judges all have very busy schedules.\Pragmatically speaking, it would be impossible\to schedule a rematch, unfortunately. response:	Given that, I have a suggestion.
context: there would be a rematch at a later date to determine the final outcome,\am I right?\That's correct.\But this is the Autumn Elections.\Our honored guests and the judges all have very busy schedules.\Pragmatically speaking, it would be impossible\to schedule a rematch, unfortunately.\Given that, I have a suggestion. response:	There is one way to resolve this dilemma.
context: am I right?\That's correct.\But this is the Autumn Elections.\Our honored guests and the judges all have very busy schedules.\Pragmatically speaking, it would be impossible\to schedule a rematch, unfortunately.\Given that, I have a suggestion.\There is one way to resolve this dilemma. response:	Let both of them proceed.
context: That's correct.\But this is the Autumn Elections.\Our honored guests and the judges all have very busy schedules.\Pragmatically speaking, it would be impossible\to schedule a rematch, unfortunately.\Given that, I have a suggestion.\There is one way to resolve this dilemma.\Let both of them proceed. response:	I propose that there be a three-way final round
context: But this is the Autumn Elections.\Our honored guests and the judges all have very busy schedules.\Pragmatically speaking, it would be impossible\to schedule a rematch, unfortunately.\Given that, I have a suggestion.\There is one way to resolve this dilemma.\Let both of them proceed.\I propose that there be a three-way final round response:	for the very first time in the Autumn Elections!
context: Our honored guests and the judges all have very busy schedules.\Pragmatically speaking, it would be impossible\to schedule a rematch, unfortunately.\Given that, I have a suggestion.\There is one way to resolve this dilemma.\Let both of them proceed.\I propose that there be a three-way final round\for the very first time in the Autumn Elections! response:	What?!
context: Pragmatically speaking, it would be impossible\to schedule a rematch, unfortunately.\Given that, I have a suggestion.\There is one way to resolve this dilemma.\Let both of them proceed.\I propose that there be a three-way final round\for the very first time in the Autumn Elections!\What?! response:	A three-way?!
context: to schedule a rematch, unfortunately.\Given that, I have a suggestion.\There is one way to resolve this dilemma.\Let both of them proceed.\I propose that there be a three-way final round\for the very first time in the Autumn Elections!\What?!\A three-way?! response:	But there is zero precedent!
context: Given that, I have a suggestion.\There is one way to resolve this dilemma.\Let both of them proceed.\I propose that there be a three-way final round\for the very first time in the Autumn Elections!\What?!\A three-way?!\But there is zero precedent! response:	The judges cannot simply decide to
context: There is one way to resolve this dilemma.\Let both of them proceed.\I propose that there be a three-way final round\for the very first time in the Autumn Elections!\What?!\A three-way?!\But there is zero precedent!\The judges cannot simply decide to response:	That's an interesting proposal!
context: Let both of them proceed.\I propose that there be a three-way final round\for the very first time in the Autumn Elections!\What?!\A three-way?!\But there is zero precedent!\The judges cannot simply decide to\That's an interesting proposal! response:	I will approve it with my authority as the director of this academy!
context: I propose that there be a three-way final round\for the very first time in the Autumn Elections!\What?!\A three-way?!\But there is zero precedent!\The judges cannot simply decide to\That's an interesting proposal!\I will approve it with my authority as the director of this academy! response:	Kurokiba Ryo and Hayama Akira's match is determined to be a draw!
context: for the very first time in the Autumn Elections!\What?!\A three-way?!\But there is zero precedent!\The judges cannot simply decide to\That's an interesting proposal!\I will approve it with my authority as the director of this academy!\Kurokiba Ryo and Hayama Akira's match is determined to be a draw! response:	Both shall proceed to the final round!
context: What?!\A three-way?!\But there is zero precedent!\The judges cannot simply decide to\That's an interesting proposal!\I will approve it with my authority as the director of this academy!\Kurokiba Ryo and Hayama Akira's match is determined to be a draw!\Both shall proceed to the final round! response:	Yukihira Soma will join the two of them in the final match!
context: A three-way?!\But there is zero precedent!\The judges cannot simply decide to\That's an interesting proposal!\I will approve it with my authority as the director of this academy!\Kurokiba Ryo and Hayama Akira's match is determined to be a draw!\Both shall proceed to the final round!\Yukihira Soma will join the two of them in the final match! response:	Candidate Kurokiba, congratulations for proceeding to the final round.
context: But there is zero precedent!\The judges cannot simply decide to\That's an interesting proposal!\I will approve it with my authority as the director of this academy!\Kurokiba Ryo and Hayama Akira's match is determined to be a draw!\Both shall proceed to the final round!\Yukihira Soma will join the two of them in the final match!\Candidate Kurokiba, congratulations for proceeding to the final round. response:	Um, any thoughts on moving forward?
context: The judges cannot simply decide to\That's an interesting proposal!\I will approve it with my authority as the director of this academy!\Kurokiba Ryo and Hayama Akira's match is determined to be a draw!\Both shall proceed to the final round!\Yukihira Soma will join the two of them in the final match!\Candidate Kurokiba, congratulations for proceeding to the final round.\Um, any thoughts on moving forward? response:	Congratulations, my ass!
context: That's an interesting proposal!\I will approve it with my authority as the director of this academy!\Kurokiba Ryo and Hayama Akira's match is determined to be a draw!\Both shall proceed to the final round!\Yukihira Soma will join the two of them in the final match!\Candidate Kurokiba, congratulations for proceeding to the final round.\Um, any thoughts on moving forward?\Congratulations, my ass! response:	I haven't accepted this result!
context: I will approve it with my authority as the director of this academy!\Kurokiba Ryo and Hayama Akira's match is determined to be a draw!\Both shall proceed to the final round!\Yukihira Soma will join the two of them in the final match!\Candidate Kurokiba, congratulations for proceeding to the final round.\Um, any thoughts on moving forward?\Congratulations, my ass!\I haven't accepted this result! response:	They only delayed the outcome, the little shits!
context: Kurokiba Ryo and Hayama Akira's match is determined to be a draw!\Both shall proceed to the final round!\Yukihira Soma will join the two of them in the final match!\Candidate Kurokiba, congratulations for proceeding to the final round.\Um, any thoughts on moving forward?\Congratulations, my ass!\I haven't accepted this result!\They only delayed the outcome, the little shits! response:	Ryo-kun!
context: Both shall proceed to the final round!\Yukihira Soma will join the two of them in the final match!\Candidate Kurokiba, congratulations for proceeding to the final round.\Um, any thoughts on moving forward?\Congratulations, my ass!\I haven't accepted this result!\They only delayed the outcome, the little shits!\Ryo-kun! response:	Heel!
context: Yukihira Soma will join the two of them in the final match!\Candidate Kurokiba, congratulations for proceeding to the final round.\Um, any thoughts on moving forward?\Congratulations, my ass!\I haven't accepted this result!\They only delayed the outcome, the little shits!\Ryo-kun!\Heel! response:	Heel!
context: Candidate Kurokiba, congratulations for proceeding to the final round.\Um, any thoughts on moving forward?\Congratulations, my ass!\I haven't accepted this result!\They only delayed the outcome, the little shits!\Ryo-kun!\Heel!\Heel! response:	Well, let's see.
context: Um, any thoughts on moving forward?\Congratulations, my ass!\I haven't accepted this result!\They only delayed the outcome, the little shits!\Ryo-kun!\Heel!\Heel!\Well, let's see. response:	I regret that Candidate Kurokiba and I are at a draw,
context: Congratulations, my ass!\I haven't accepted this result!\They only delayed the outcome, the little shits!\Ryo-kun!\Heel!\Heel!\Well, let's see.\I regret that Candidate Kurokiba and I are at a draw, response:	but I'd like to switch gears and prepare for my next match.
context: I haven't accepted this result!\They only delayed the outcome, the little shits!\Ryo-kun!\Heel!\Heel!\Well, let's see.\I regret that Candidate Kurokiba and I are at a draw,\but I'd like to switch gears and prepare for my next match. response:	Yukihira-senpai!
context: They only delayed the outcome, the little shits!\Ryo-kun!\Heel!\Heel!\Well, let's see.\I regret that Candidate Kurokiba and I are at a draw,\but I'd like to switch gears and prepare for my next match.\Yukihira-senpai! response:	Senpai, please tell us your thoughts moving forward to the final match, too.
context: Ryo-kun!\Heel!\Heel!\Well, let's see.\I regret that Candidate Kurokiba and I are at a draw,\but I'd like to switch gears and prepare for my next match.\Yukihira-senpai!\Senpai, please tell us your thoughts moving forward to the final match, too. response:	Huh? I have to say something?
context: Heel!\Heel!\Well, let's see.\I regret that Candidate Kurokiba and I are at a draw,\but I'd like to switch gears and prepare for my next match.\Yukihira-senpai!\Senpai, please tell us your thoughts moving forward to the final match, too.\Huh? I have to say something? response:	This is kind of awkward...
context: Heel!\Well, let's see.\I regret that Candidate Kurokiba and I are at a draw,\but I'd like to switch gears and prepare for my next match.\Yukihira-senpai!\Senpai, please tell us your thoughts moving forward to the final match, too.\Huh? I have to say something?\This is kind of awkward... response:	Uh... Well, in the prelims, I was in the same group as those two.
context: Well, let's see.\I regret that Candidate Kurokiba and I are at a draw,\but I'd like to switch gears and prepare for my next match.\Yukihira-senpai!\Senpai, please tell us your thoughts moving forward to the final match, too.\Huh? I have to say something?\This is kind of awkward...\Uh... Well, in the prelims, I was in the same group as those two. response:	Hayama beat me by one point, and Kurokiba scored the same as me.
context: I regret that Candidate Kurokiba and I are at a draw,\but I'd like to switch gears and prepare for my next match.\Yukihira-senpai!\Senpai, please tell us your thoughts moving forward to the final match, too.\Huh? I have to say something?\This is kind of awkward...\Uh... Well, in the prelims, I was in the same group as those two.\Hayama beat me by one point, and Kurokiba scored the same as me. response:	I've wanted to defeat both of them fair and square before moving on up,
context: but I'd like to switch gears and prepare for my next match.\Yukihira-senpai!\Senpai, please tell us your thoughts moving forward to the final match, too.\Huh? I have to say something?\This is kind of awkward...\Uh... Well, in the prelims, I was in the same group as those two.\Hayama beat me by one point, and Kurokiba scored the same as me.\I've wanted to defeat both of them fair and square before moving on up, response:	so I feel lucky to have this chance.
context: Yukihira-senpai!\Senpai, please tell us your thoughts moving forward to the final match, too.\Huh? I have to say something?\This is kind of awkward...\Uh... Well, in the prelims, I was in the same group as those two.\Hayama beat me by one point, and Kurokiba scored the same as me.\I've wanted to defeat both of them fair and square before moving on up,\so I feel lucky to have this chance. response:	We now conclude the semi-finals!
context: Senpai, please tell us your thoughts moving forward to the final match, too.\Huh? I have to say something?\This is kind of awkward...\Uh... Well, in the prelims, I was in the same group as those two.\Hayama beat me by one point, and Kurokiba scored the same as me.\I've wanted to defeat both of them fair and square before moving on up,\so I feel lucky to have this chance.\We now conclude the semi-finals! response:	Next, the organizers will announce the theme for the finals!
context: Huh? I have to say something?\This is kind of awkward...\Uh... Well, in the prelims, I was in the same group as those two.\Hayama beat me by one point, and Kurokiba scored the same as me.\I've wanted to defeat both of them fair and square before moving on up,\so I feel lucky to have this chance.\We now conclude the semi-finals!\Next, the organizers will announce the theme for the finals! response:	Huh...
context: This is kind of awkward...\Uh... Well, in the prelims, I was in the same group as those two.\Hayama beat me by one point, and Kurokiba scored the same as me.\I've wanted to defeat both of them fair and square before moving on up,\so I feel lucky to have this chance.\We now conclude the semi-finals!\Next, the organizers will announce the theme for the finals!\Huh... response:	Every year, the finals have a seasonal ingredient as their theme.
context: Uh... Well, in the prelims, I was in the same group as those two.\Hayama beat me by one point, and Kurokiba scored the same as me.\I've wanted to defeat both of them fair and square before moving on up,\so I feel lucky to have this chance.\We now conclude the semi-finals!\Next, the organizers will announce the theme for the finals!\Huh...\Every year, the finals have a seasonal ingredient as their theme. response:	It's considered only appropriate as a choice to conclude the Autumn Elections.
context: Hayama beat me by one point, and Kurokiba scored the same as me.\I've wanted to defeat both of them fair and square before moving on up,\so I feel lucky to have this chance.\We now conclude the semi-finals!\Next, the organizers will announce the theme for the finals!\Huh...\Every year, the finals have a seasonal ingredient as their theme.\It's considered only appropriate as a choice to conclude the Autumn Elections. response:	The topic is pacific saury.
context: I've wanted to defeat both of them fair and square before moving on up,\so I feel lucky to have this chance.\We now conclude the semi-finals!\Next, the organizers will announce the theme for the finals!\Huh...\Every year, the finals have a seasonal ingredient as their theme.\It's considered only appropriate as a choice to conclude the Autumn Elections.\The topic is pacific saury. response:	In olden times,
context: so I feel lucky to have this chance.\We now conclude the semi-finals!\Next, the organizers will announce the theme for the finals!\Huh...\Every year, the finals have a seasonal ingredient as their theme.\It's considered only appropriate as a choice to conclude the Autumn Elections.\The topic is pacific saury.\In olden times, response:	it was considered lowbrow fish, eaten only by the common masses.
context: We now conclude the semi-finals!\Next, the organizers will announce the theme for the finals!\Huh...\Every year, the finals have a seasonal ingredient as their theme.\It's considered only appropriate as a choice to conclude the Autumn Elections.\The topic is pacific saury.\In olden times,\it was considered lowbrow fish, eaten only by the common masses. response:	But in recent years,
context: Next, the organizers will announce the theme for the finals!\Huh...\Every year, the finals have a seasonal ingredient as their theme.\It's considered only appropriate as a choice to conclude the Autumn Elections.\The topic is pacific saury.\In olden times,\it was considered lowbrow fish, eaten only by the common masses.\But in recent years, response:	it has been served in high-end restaurants,
context: Huh...\Every year, the finals have a seasonal ingredient as their theme.\It's considered only appropriate as a choice to conclude the Autumn Elections.\The topic is pacific saury.\In olden times,\it was considered lowbrow fish, eaten only by the common masses.\But in recent years,\it has been served in high-end restaurants, response:	and made appearances in restaurants overseas.
context: Every year, the finals have a seasonal ingredient as their theme.\It's considered only appropriate as a choice to conclude the Autumn Elections.\The topic is pacific saury.\In olden times,\it was considered lowbrow fish, eaten only by the common masses.\But in recent years,\it has been served in high-end restaurants,\and made appearances in restaurants overseas. response:	A dish using this fish will be the theme of the final round.
context: It's considered only appropriate as a choice to conclude the Autumn Elections.\The topic is pacific saury.\In olden times,\it was considered lowbrow fish, eaten only by the common masses.\But in recent years,\it has been served in high-end restaurants,\and made appearances in restaurants overseas.\A dish using this fish will be the theme of the final round. response:	Hayama Akira.
context: The topic is pacific saury.\In olden times,\it was considered lowbrow fish, eaten only by the common masses.\But in recent years,\it has been served in high-end restaurants,\and made appearances in restaurants overseas.\A dish using this fish will be the theme of the final round.\Hayama Akira. response:	Kurokiba Ryo.
context: In olden times,\it was considered lowbrow fish, eaten only by the common masses.\But in recent years,\it has been served in high-end restaurants,\and made appearances in restaurants overseas.\A dish using this fish will be the theme of the final round.\Hayama Akira.\Kurokiba Ryo. response:	Yukihira Soma.
context: it was considered lowbrow fish, eaten only by the common masses.\But in recent years,\it has been served in high-end restaurants,\and made appearances in restaurants overseas.\A dish using this fish will be the theme of the final round.\Hayama Akira.\Kurokiba Ryo.\Yukihira Soma. response:	I feel fate's strange hand at work since these three are advancing to the final round.
context: But in recent years,\it has been served in high-end restaurants,\and made appearances in restaurants overseas.\A dish using this fish will be the theme of the final round.\Hayama Akira.\Kurokiba Ryo.\Yukihira Soma.\I feel fate's strange hand at work since these three are advancing to the final round. response:	For pacific saury is an extremely fragrant fish,
context: it has been served in high-end restaurants,\and made appearances in restaurants overseas.\A dish using this fish will be the theme of the final round.\Hayama Akira.\Kurokiba Ryo.\Yukihira Soma.\I feel fate's strange hand at work since these three are advancing to the final round.\For pacific saury is an extremely fragrant fish, response:	a highly valued seafood ingredient,
context: and made appearances in restaurants overseas.\A dish using this fish will be the theme of the final round.\Hayama Akira.\Kurokiba Ryo.\Yukihira Soma.\I feel fate's strange hand at work since these three are advancing to the final round.\For pacific saury is an extremely fragrant fish,\a highly valued seafood ingredient, response:	and a fish with deep ties to the common people's table!
context: A dish using this fish will be the theme of the final round.\Hayama Akira.\Kurokiba Ryo.\Yukihira Soma.\I feel fate's strange hand at work since these three are advancing to the final round.\For pacific saury is an extremely fragrant fish,\a highly valued seafood ingredient,\and a fish with deep ties to the common people's table! response:	It is therefore an ingredient that allows each of you
context: Hayama Akira.\Kurokiba Ryo.\Yukihira Soma.\I feel fate's strange hand at work since these three are advancing to the final round.\For pacific saury is an extremely fragrant fish,\a highly valued seafood ingredient,\and a fish with deep ties to the common people's table!\It is therefore an ingredient that allows each of you response:	to capitalize on your own strengths!
context: Kurokiba Ryo.\Yukihira Soma.\I feel fate's strange hand at work since these three are advancing to the final round.\For pacific saury is an extremely fragrant fish,\a highly valued seafood ingredient,\and a fish with deep ties to the common people's table!\It is therefore an ingredient that allows each of you\to capitalize on your own strengths! response:	The finals will be held in ten days.
context: Yukihira Soma.\I feel fate's strange hand at work since these three are advancing to the final round.\For pacific saury is an extremely fragrant fish,\a highly valued seafood ingredient,\and a fish with deep ties to the common people's table!\It is therefore an ingredient that allows each of you\to capitalize on your own strengths!\The finals will be held in ten days. response:	I trust that it will be the ultimate battle!
context: I feel fate's strange hand at work since these three are advancing to the final round.\For pacific saury is an extremely fragrant fish,\a highly valued seafood ingredient,\and a fish with deep ties to the common people's table!\It is therefore an ingredient that allows each of you\to capitalize on your own strengths!\The finals will be held in ten days.\I trust that it will be the ultimate battle! response:	Hayama-kun!
context: For pacific saury is an extremely fragrant fish,\a highly valued seafood ingredient,\and a fish with deep ties to the common people's table!\It is therefore an ingredient that allows each of you\to capitalize on your own strengths!\The finals will be held in ten days.\I trust that it will be the ultimate battle!\Hayama-kun! response:	Hayama-kun!
context: a highly valued seafood ingredient,\and a fish with deep ties to the common people's table!\It is therefore an ingredient that allows each of you\to capitalize on your own strengths!\The finals will be held in ten days.\I trust that it will be the ultimate battle!\Hayama-kun!\Hayama-kun! response:	The finals!
context: and a fish with deep ties to the common people's table!\It is therefore an ingredient that allows each of you\to capitalize on your own strengths!\The finals will be held in ten days.\I trust that it will be the ultimate battle!\Hayama-kun!\Hayama-kun!\The finals! response:	I know. Calm down, Jun.
context: It is therefore an ingredient that allows each of you\to capitalize on your own strengths!\The finals will be held in ten days.\I trust that it will be the ultimate battle!\Hayama-kun!\Hayama-kun!\The finals!\I know. Calm down, Jun. response:	C'mon, how can you stay so calm?
context: to capitalize on your own strengths!\The finals will be held in ten days.\I trust that it will be the ultimate battle!\Hayama-kun!\Hayama-kun!\The finals!\I know. Calm down, Jun.\C'mon, how can you stay so calm? response:	I'm so happy for you!
context: The finals will be held in ten days.\I trust that it will be the ultimate battle!\Hayama-kun!\Hayama-kun!\The finals!\I know. Calm down, Jun.\C'mon, how can you stay so calm?\I'm so happy for you! response:	Sorry, let me go blow my nose.
context: I trust that it will be the ultimate battle!\Hayama-kun!\Hayama-kun!\The finals!\I know. Calm down, Jun.\C'mon, how can you stay so calm?\I'm so happy for you!\Sorry, let me go blow my nose. response:	Yeah, Hayama.
context: Hayama-kun!\Hayama-kun!\The finals!\I know. Calm down, Jun.\C'mon, how can you stay so calm?\I'm so happy for you!\Sorry, let me go blow my nose.\Yeah, Hayama. response:	You should stop trying to put up a calm front, and let yourself be frustrated.
context: Hayama-kun!\The finals!\I know. Calm down, Jun.\C'mon, how can you stay so calm?\I'm so happy for you!\Sorry, let me go blow my nose.\Yeah, Hayama.\You should stop trying to put up a calm front, and let yourself be frustrated. response:	There's nothing to be frustrated about.
context: The finals!\I know. Calm down, Jun.\C'mon, how can you stay so calm?\I'm so happy for you!\Sorry, let me go blow my nose.\Yeah, Hayama.\You should stop trying to put up a calm front, and let yourself be frustrated.\There's nothing to be frustrated about. response:	Oh?
context: I know. Calm down, Jun.\C'mon, how can you stay so calm?\I'm so happy for you!\Sorry, let me go blow my nose.\Yeah, Hayama.\You should stop trying to put up a calm front, and let yourself be frustrated.\There's nothing to be frustrated about.\Oh? response:	My plans to advance to the finals
context: C'mon, how can you stay so calm?\I'm so happy for you!\Sorry, let me go blow my nose.\Yeah, Hayama.\You should stop trying to put up a calm front, and let yourself be frustrated.\There's nothing to be frustrated about.\Oh?\My plans to advance to the finals response:	and then win the Autumn Elections are still on schedule.
context: I'm so happy for you!\Sorry, let me go blow my nose.\Yeah, Hayama.\You should stop trying to put up a calm front, and let yourself be frustrated.\There's nothing to be frustrated about.\Oh?\My plans to advance to the finals\and then win the Autumn Elections are still on schedule. response:	Even though our match was a draw,
context: Sorry, let me go blow my nose.\Yeah, Hayama.\You should stop trying to put up a calm front, and let yourself be frustrated.\There's nothing to be frustrated about.\Oh?\My plans to advance to the finals\and then win the Autumn Elections are still on schedule.\Even though our match was a draw, response:	you're still putting on airs, spice bastard?
context: Yeah, Hayama.\You should stop trying to put up a calm front, and let yourself be frustrated.\There's nothing to be frustrated about.\Oh?\My plans to advance to the finals\and then win the Autumn Elections are still on schedule.\Even though our match was a draw,\you're still putting on airs, spice bastard? response:	You're only good at using spices a one trick pony.
context: You should stop trying to put up a calm front, and let yourself be frustrated.\There's nothing to be frustrated about.\Oh?\My plans to advance to the finals\and then win the Autumn Elections are still on schedule.\Even though our match was a draw,\you're still putting on airs, spice bastard?\You're only good at using spices a one trick pony. response:	I see right through all your cards now.
context: There's nothing to be frustrated about.\Oh?\My plans to advance to the finals\and then win the Autumn Elections are still on schedule.\Even though our match was a draw,\you're still putting on airs, spice bastard?\You're only good at using spices a one trick pony.\I see right through all your cards now. response:	I'll get you next time.
context: Oh?\My plans to advance to the finals\and then win the Autumn Elections are still on schedule.\Even though our match was a draw,\you're still putting on airs, spice bastard?\You're only good at using spices a one trick pony.\I see right through all your cards now.\I'll get you next time. response:	You too, Yukihira.
context: My plans to advance to the finals\and then win the Autumn Elections are still on schedule.\Even though our match was a draw,\you're still putting on airs, spice bastard?\You're only good at using spices a one trick pony.\I see right through all your cards now.\I'll get you next time.\You too, Yukihira. response:	What are you doing?
context: and then win the Autumn Elections are still on schedule.\Even though our match was a draw,\you're still putting on airs, spice bastard?\You're only good at using spices a one trick pony.\I see right through all your cards now.\I'll get you next time.\You too, Yukihira.\What are you doing? response:	Let's go home.
context: Even though our match was a draw,\you're still putting on airs, spice bastard?\You're only good at using spices a one trick pony.\I see right through all your cards now.\I'll get you next time.\You too, Yukihira.\What are you doing?\Let's go home. response:	Oh...
context: you're still putting on airs, spice bastard?\You're only good at using spices a one trick pony.\I see right through all your cards now.\I'll get you next time.\You too, Yukihira.\What are you doing?\Let's go home.\Oh... response:	Excuse us.
context: You're only good at using spices a one trick pony.\I see right through all your cards now.\I'll get you next time.\You too, Yukihira.\What are you doing?\Let's go home.\Oh...\Excuse us. response:	Later. Good work.
context: I see right through all your cards now.\I'll get you next time.\You too, Yukihira.\What are you doing?\Let's go home.\Oh...\Excuse us.\Later. Good work. response:	Don't deflate without warning like that.
context: I'll get you next time.\You too, Yukihira.\What are you doing?\Let's go home.\Oh...\Excuse us.\Later. Good work.\Don't deflate without warning like that. response:	I can't keep up with all the mood swings.
context: You too, Yukihira.\What are you doing?\Let's go home.\Oh...\Excuse us.\Later. Good work.\Don't deflate without warning like that.\I can't keep up with all the mood swings. response:	Later, Yukihira.
context: What are you doing?\Let's go home.\Oh...\Excuse us.\Later. Good work.\Don't deflate without warning like that.\I can't keep up with all the mood swings.\Later, Yukihira. response:	Enjoy grinning while you still can.
context: Let's go home.\Oh...\Excuse us.\Later. Good work.\Don't deflate without warning like that.\I can't keep up with all the mood swings.\Later, Yukihira.\Enjoy grinning while you still can. response:	Miss, can you fight me in a cooking match as soon as we get back?
context: Oh...\Excuse us.\Later. Good work.\Don't deflate without warning like that.\I can't keep up with all the mood swings.\Later, Yukihira.\Enjoy grinning while you still can.\Miss, can you fight me in a cooking match as soon as we get back? response:	I don't think I'll be able to sleep until the final round, since there's no closure.
context: Excuse us.\Later. Good work.\Don't deflate without warning like that.\I can't keep up with all the mood swings.\Later, Yukihira.\Enjoy grinning while you still can.\Miss, can you fight me in a cooking match as soon as we get back?\I don't think I'll be able to sleep until the final round, since there's no closure. response:	So I'm only good at using spices?
context: Later. Good work.\Don't deflate without warning like that.\I can't keep up with all the mood swings.\Later, Yukihira.\Enjoy grinning while you still can.\Miss, can you fight me in a cooking match as soon as we get back?\I don't think I'll be able to sleep until the final round, since there's no closure.\So I'm only good at using spices? response:	Today's semi-finals were amazing!
context: Don't deflate without warning like that.\I can't keep up with all the mood swings.\Later, Yukihira.\Enjoy grinning while you still can.\Miss, can you fight me in a cooking match as soon as we get back?\I don't think I'll be able to sleep until the final round, since there's no closure.\So I'm only good at using spices?\Today's semi-finals were amazing! response:	Fine, I'll show you, then.
context: I can't keep up with all the mood swings.\Later, Yukihira.\Enjoy grinning while you still can.\Miss, can you fight me in a cooking match as soon as we get back?\I don't think I'll be able to sleep until the final round, since there's no closure.\So I'm only good at using spices?\Today's semi-finals were amazing!\Fine, I'll show you, then. response:	The true world where fragrance beckons.
context: Later, Yukihira.\Enjoy grinning while you still can.\Miss, can you fight me in a cooking match as soon as we get back?\I don't think I'll be able to sleep until the final round, since there's no closure.\So I'm only good at using spices?\Today's semi-finals were amazing!\Fine, I'll show you, then.\The true world where fragrance beckons. response:	The final round, huh...
context: Enjoy grinning while you still can.\Miss, can you fight me in a cooking match as soon as we get back?\I don't think I'll be able to sleep until the final round, since there's no closure.\So I'm only good at using spices?\Today's semi-finals were amazing!\Fine, I'll show you, then.\The true world where fragrance beckons.\The final round, huh... response:	I finally got here.
context: Miss, can you fight me in a cooking match as soon as we get back?\I don't think I'll be able to sleep until the final round, since there's no closure.\So I'm only good at using spices?\Today's semi-finals were amazing!\Fine, I'll show you, then.\The true world where fragrance beckons.\The final round, huh...\I finally got here. response:	No, I still have a long ways to go.
context: I don't think I'll be able to sleep until the final round, since there's no closure.\So I'm only good at using spices?\Today's semi-finals were amazing!\Fine, I'll show you, then.\The true world where fragrance beckons.\The final round, huh...\I finally got here.\No, I still have a long ways to go. response:	Let's go see how things look higher up!
context: So I'm only good at using spices?\Today's semi-finals were amazing!\Fine, I'll show you, then.\The true world where fragrance beckons.\The final round, huh...\I finally got here.\No, I still have a long ways to go.\Let's go see how things look higher up! response:	Days Left Until the Finals: 10
context: Today's semi-finals were amazing!\Fine, I'll show you, then.\The true world where fragrance beckons.\The final round, huh...\I finally got here.\No, I still have a long ways to go.\Let's go see how things look higher up!\Days Left Until the Finals: 10 response:	The Second Plate
context: Fine, I'll show you, then.\The true world where fragrance beckons.\The final round, huh...\I finally got here.\No, I still have a long ways to go.\Let's go see how things look higher up!\Days Left Until the Finals: 10\The Second Plate response:	Next Episode: Battle of Seasonality
context: The true world where fragrance beckons.\The final round, huh...\I finally got here.\No, I still have a long ways to go.\Let's go see how things look higher up!\Days Left Until the Finals: 10\The Second Plate\Next Episode: Battle of Seasonality response:	Next time, Battle of Seasonality.
