context: I'll plunge this world into darkness! response:	That's as far as you go, Devil Count!
context: Urgent evacuation order.\Another Dragon-level monster has appeared in City S.\Did the heroes lose?!\This world is finished!\Run! Hurry!\Wow, things sure got lively.\I guess that would happen when a Dragon-level monster appears.\Now, I wonder if I'll find Metal Bat alive... response:	Metal Bat?
context: Another Dragon-level monster has appeared in City S.\Did the heroes lose?!\This world is finished!\Run! Hurry!\Wow, things sure got lively.\I guess that would happen when a Dragon-level monster appears.\Now, I wonder if I'll find Metal Bat alive...\Metal Bat? response:	How?
context: Did the heroes lose?!\This world is finished!\Run! Hurry!\Wow, things sure got lively.\I guess that would happen when a Dragon-level monster appears.\Now, I wonder if I'll find Metal Bat alive...\Metal Bat?\How? response:	Oh, I see.
context: This world is finished!\Run! Hurry!\Wow, things sure got lively.\I guess that would happen when a Dragon-level monster appears.\Now, I wonder if I'll find Metal Bat alive...\Metal Bat?\How?\Oh, I see. response:	To think that a Class S hero was done in by any other monster but me...
context: Run! Hurry!\Wow, things sure got lively.\I guess that would happen when a Dragon-level monster appears.\Now, I wonder if I'll find Metal Bat alive...\Metal Bat?\How?\Oh, I see.\To think that a Class S hero was done in by any other monster but me... response:	Damn. I wasted my time.
context: Wow, things sure got lively.\I guess that would happen when a Dragon-level monster appears.\Now, I wonder if I'll find Metal Bat alive...\Metal Bat?\How?\Oh, I see.\To think that a Class S hero was done in by any other monster but me...\Damn. I wasted my time. response:	Man... I need to hurry up and get back.
context: I guess that would happen when a Dragon-level monster appears.\Now, I wonder if I'll find Metal Bat alive...\Metal Bat?\How?\Oh, I see.\To think that a Class S hero was done in by any other monster but me...\Damn. I wasted my time.\Man... I need to hurry up and get back. response:	H-Hey, wait a sec, Metal Bat!
context: Now, I wonder if I'll find Metal Bat alive...\Metal Bat?\How?\Oh, I see.\To think that a Class S hero was done in by any other monster but me...\Damn. I wasted my time.\Man... I need to hurry up and get back.\H-Hey, wait a sec, Metal Bat! response:	If you're alive, that's a different story!
context: Metal Bat?\How?\Oh, I see.\To think that a Class S hero was done in by any other monster but me...\Damn. I wasted my time.\Man... I need to hurry up and get back.\H-Hey, wait a sec, Metal Bat!\If you're alive, that's a different story! response:	Sweet. My second Class S hero!
context: How?\Oh, I see.\To think that a Class S hero was done in by any other monster but me...\Damn. I wasted my time.\Man... I need to hurry up and get back.\H-Hey, wait a sec, Metal Bat!\If you're alive, that's a different story!\Sweet. My second Class S hero! response:	Now you have to fight me. I'm gonna hunt you!
context: Oh, I see.\To think that a Class S hero was done in by any other monster but me...\Damn. I wasted my time.\Man... I need to hurry up and get back.\H-Hey, wait a sec, Metal Bat!\If you're alive, that's a different story!\Sweet. My second Class S hero!\Now you have to fight me. I'm gonna hunt you! response:	Huh? What the hell are you talking about, you moron?
context: To think that a Class S hero was done in by any other monster but me...\Damn. I wasted my time.\Man... I need to hurry up and get back.\H-Hey, wait a sec, Metal Bat!\If you're alive, that's a different story!\Sweet. My second Class S hero!\Now you have to fight me. I'm gonna hunt you!\Huh? What the hell are you talking about, you moron? response:	Don't you see that giant centipede?
context: Damn. I wasted my time.\Man... I need to hurry up and get back.\H-Hey, wait a sec, Metal Bat!\If you're alive, that's a different story!\Sweet. My second Class S hero!\Now you have to fight me. I'm gonna hunt you!\Huh? What the hell are you talking about, you moron?\Don't you see that giant centipede? response:	Hurry up and evac
context: Man... I need to hurry up and get back.\H-Hey, wait a sec, Metal Bat!\If you're alive, that's a different story!\Sweet. My second Class S hero!\Now you have to fight me. I'm gonna hunt you!\Huh? What the hell are you talking about, you moron?\Don't you see that giant centipede?\Hurry up and evac response:	I see.
context: H-Hey, wait a sec, Metal Bat!\If you're alive, that's a different story!\Sweet. My second Class S hero!\Now you have to fight me. I'm gonna hunt you!\Huh? What the hell are you talking about, you moron?\Don't you see that giant centipede?\Hurry up and evac\I see. response:	So you're the human calling yourself the hero-hunting monster...
context: If you're alive, that's a different story!\Sweet. My second Class S hero!\Now you have to fight me. I'm gonna hunt you!\Huh? What the hell are you talking about, you moron?\Don't you see that giant centipede?\Hurry up and evac\I see.\So you're the human calling yourself the hero-hunting monster... response:	That's right. I'm Garo.
context: Sweet. My second Class S hero!\Now you have to fight me. I'm gonna hunt you!\Huh? What the hell are you talking about, you moron?\Don't you see that giant centipede?\Hurry up and evac\I see.\So you're the human calling yourself the hero-hunting monster...\That's right. I'm Garo. response:	I'm busy, damn it.
context: Now you have to fight me. I'm gonna hunt you!\Huh? What the hell are you talking about, you moron?\Don't you see that giant centipede?\Hurry up and evac\I see.\So you're the human calling yourself the hero-hunting monster...\That's right. I'm Garo.\I'm busy, damn it. response:	If you're picking a fight with me, I'm gonna bash your crazy head in.
context: Huh? What the hell are you talking about, you moron?\Don't you see that giant centipede?\Hurry up and evac\I see.\So you're the human calling yourself the hero-hunting monster...\That's right. I'm Garo.\I'm busy, damn it.\If you're picking a fight with me, I'm gonna bash your crazy head in. response:	What? There's a Dragon-level monster in City S!
context: Don't you see that giant centipede?\Hurry up and evac\I see.\So you're the human calling yourself the hero-hunting monster...\That's right. I'm Garo.\I'm busy, damn it.\If you're picking a fight with me, I'm gonna bash your crazy head in.\What? There's a Dragon-level monster in City S! response:	Emergency Evacuation Order
context: Hurry up and evac\I see.\So you're the human calling yourself the hero-hunting monster...\That's right. I'm Garo.\I'm busy, damn it.\If you're picking a fight with me, I'm gonna bash your crazy head in.\What? There's a Dragon-level monster in City S!\Emergency Evacuation Order response:	Dragon
context: I see.\So you're the human calling yourself the hero-hunting monster...\That's right. I'm Garo.\I'm busy, damn it.\If you're picking a fight with me, I'm gonna bash your crazy head in.\What? There's a Dragon-level monster in City S!\Emergency Evacuation Order\Dragon response:	City S
context: So you're the human calling yourself the hero-hunting monster...\That's right. I'm Garo.\I'm busy, damn it.\If you're picking a fight with me, I'm gonna bash your crazy head in.\What? There's a Dragon-level monster in City S!\Emergency Evacuation Order\Dragon\City S response:	You're right. That sounds bad.
context: That's right. I'm Garo.\I'm busy, damn it.\If you're picking a fight with me, I'm gonna bash your crazy head in.\What? There's a Dragon-level monster in City S!\Emergency Evacuation Order\Dragon\City S\You're right. That sounds bad. response:	You girls are going to watch the Super Fight, right?
context: I'm busy, damn it.\If you're picking a fight with me, I'm gonna bash your crazy head in.\What? There's a Dragon-level monster in City S!\Emergency Evacuation Order\Dragon\City S\You're right. That sounds bad.\You girls are going to watch the Super Fight, right? response:	Take me with you.
context: If you're picking a fight with me, I'm gonna bash your crazy head in.\What? There's a Dragon-level monster in City S!\Emergency Evacuation Order\Dragon\City S\You're right. That sounds bad.\You girls are going to watch the Super Fight, right?\Take me with you. response:	I haven't been there in ages, so I don't remember the way.
context: What? There's a Dragon-level monster in City S!\Emergency Evacuation Order\Dragon\City S\You're right. That sounds bad.\You girls are going to watch the Super Fight, right?\Take me with you.\I haven't been there in ages, so I don't remember the way. response:	Y-You're...
context: Emergency Evacuation Order\Dragon\City S\You're right. That sounds bad.\You girls are going to watch the Super Fight, right?\Take me with you.\I haven't been there in ages, so I don't remember the way.\Y-You're... response:	Aren't you...
context: Dragon\City S\You're right. That sounds bad.\You girls are going to watch the Super Fight, right?\Take me with you.\I haven't been there in ages, so I don't remember the way.\Y-You're...\Aren't you... response:	You don't mind, right?
context: City S\You're right. That sounds bad.\You girls are going to watch the Super Fight, right?\Take me with you.\I haven't been there in ages, so I don't remember the way.\Y-You're...\Aren't you...\You don't mind, right? response:	Martial Arts Tournament
