context: Sakura Hall response:	Let's Make a Game! Pitch
context: With talent like that, we could make an amazing video.\And Sakura Hall even has the Dragon!\Ryunosuke\A programmer!\The Dragon?\She means Akasaka.\His name's Ryunosuke, and the ryu means dragon.\Mitaka Jin : Misaki and Mashiro will do the artwork, I'll write the script, and Aoyama-san will do the voices. Akasaka Ryunosuke : Same as always. Mitaka Jin : Could you use your talents to help us make something interactive like a game instead of just a simple animation? response:	Should we create something that uses a controller, like a game?
context: And Sakura Hall even has the Dragon!\Ryunosuke\A programmer!\The Dragon?\She means Akasaka.\His name's Ryunosuke, and the ryu means dragon.\Mitaka Jin : Misaki and Mashiro will do the artwork, I'll write the script, and Aoyama-san will do the voices. Akasaka Ryunosuke : Same as always. Mitaka Jin : Could you use your talents to help us make something interactive like a game instead of just a simple animation?\Should we create something that uses a controller, like a game? response:	I see.
context: Ryunosuke\A programmer!\The Dragon?\She means Akasaka.\His name's Ryunosuke, and the ryu means dragon.\Mitaka Jin : Misaki and Mashiro will do the artwork, I'll write the script, and Aoyama-san will do the voices. Akasaka Ryunosuke : Same as always. Mitaka Jin : Could you use your talents to help us make something interactive like a game instead of just a simple animation?\Should we create something that uses a controller, like a game?\I see. response:	But if we do that, only one person at a time can enjoy it.
context: A programmer!\The Dragon?\She means Akasaka.\His name's Ryunosuke, and the ryu means dragon.\Mitaka Jin : Misaki and Mashiro will do the artwork, I'll write the script, and Aoyama-san will do the voices. Akasaka Ryunosuke : Same as always. Mitaka Jin : Could you use your talents to help us make something interactive like a game instead of just a simple animation?\Should we create something that uses a controller, like a game?\I see.\But if we do that, only one person at a time can enjoy it. response:	Is there any way...
context: The Dragon?\She means Akasaka.\His name's Ryunosuke, and the ryu means dragon.\Mitaka Jin : Misaki and Mashiro will do the artwork, I'll write the script, and Aoyama-san will do the voices. Akasaka Ryunosuke : Same as always. Mitaka Jin : Could you use your talents to help us make something interactive like a game instead of just a simple animation?\Should we create something that uses a controller, like a game?\I see.\But if we do that, only one person at a time can enjoy it.\Is there any way... response:	that we can make it an attraction everyone can participate in?
context: She means Akasaka.\His name's Ryunosuke, and the ryu means dragon.\Mitaka Jin : Misaki and Mashiro will do the artwork, I'll write the script, and Aoyama-san will do the voices. Akasaka Ryunosuke : Same as always. Mitaka Jin : Could you use your talents to help us make something interactive like a game instead of just a simple animation?\Should we create something that uses a controller, like a game?\I see.\But if we do that, only one person at a time can enjoy it.\Is there any way...\that we can make it an attraction everyone can participate in? response:	Everyone?
context: His name's Ryunosuke, and the ryu means dragon.\Mitaka Jin : Misaki and Mashiro will do the artwork, I'll write the script, and Aoyama-san will do the voices. Akasaka Ryunosuke : Same as always. Mitaka Jin : Could you use your talents to help us make something interactive like a game instead of just a simple animation?\Should we create something that uses a controller, like a game?\I see.\But if we do that, only one person at a time can enjoy it.\Is there any way...\that we can make it an attraction everyone can participate in?\Everyone? response:	For example, when the audience claps,
context: Mitaka Jin : Misaki and Mashiro will do the artwork, I'll write the script, and Aoyama-san will do the voices. Akasaka Ryunosuke : Same as always. Mitaka Jin : Could you use your talents to help us make something interactive like a game instead of just a simple animation?\Should we create something that uses a controller, like a game?\I see.\But if we do that, only one person at a time can enjoy it.\Is there any way...\that we can make it an attraction everyone can participate in?\Everyone?\For example, when the audience claps, response:	the character moves, or raises its arms...
context: Should we create something that uses a controller, like a game?\I see.\But if we do that, only one person at a time can enjoy it.\Is there any way...\that we can make it an attraction everyone can participate in?\Everyone?\For example, when the audience claps,\the character moves, or raises its arms... response:	I was just wondering if there was a way to make something...
context: I see.\But if we do that, only one person at a time can enjoy it.\Is there any way...\that we can make it an attraction everyone can participate in?\Everyone?\For example, when the audience claps,\the character moves, or raises its arms...\I was just wondering if there was a way to make something... response:	that allows everyone to work together to move the story forward.
context: But if we do that, only one person at a time can enjoy it.\Is there any way...\that we can make it an attraction everyone can participate in?\Everyone?\For example, when the audience claps,\the character moves, or raises its arms...\I was just wondering if there was a way to make something...\that allows everyone to work together to move the story forward. response:	That's it, kouhai-kun!
context: Is there any way...\that we can make it an attraction everyone can participate in?\Everyone?\For example, when the audience claps,\the character moves, or raises its arms...\I was just wondering if there was a way to make something...\that allows everyone to work together to move the story forward.\That's it, kouhai-kun! response:	I think that sounds fun, too.
context: that we can make it an attraction everyone can participate in?\Everyone?\For example, when the audience claps,\the character moves, or raises its arms...\I was just wondering if there was a way to make something...\that allows everyone to work together to move the story forward.\That's it, kouhai-kun!\I think that sounds fun, too. response:	I think it's a great idea, too.
context: Everyone?\For example, when the audience claps,\the character moves, or raises its arms...\I was just wondering if there was a way to make something...\that allows everyone to work together to move the story forward.\That's it, kouhai-kun!\I think that sounds fun, too.\I think it's a great idea, too. response:	Good, good! I knew you could do it, kouhai-kun!
context: For example, when the audience claps,\the character moves, or raises its arms...\I was just wondering if there was a way to make something...\that allows everyone to work together to move the story forward.\That's it, kouhai-kun!\I think that sounds fun, too.\I think it's a great idea, too.\Good, good! I knew you could do it, kouhai-kun! response:	I can feel your burning passion!
context: the character moves, or raises its arms...\I was just wondering if there was a way to make something...\that allows everyone to work together to move the story forward.\That's it, kouhai-kun!\I think that sounds fun, too.\I think it's a great idea, too.\Good, good! I knew you could do it, kouhai-kun!\I can feel your burning passion! response:	I'll notify Ryunosuke.
context: I was just wondering if there was a way to make something...\that allows everyone to work together to move the story forward.\That's it, kouhai-kun!\I think that sounds fun, too.\I think it's a great idea, too.\Good, good! I knew you could do it, kouhai-kun!\I can feel your burning passion!\I'll notify Ryunosuke. response:	If you've made a decision,
context: that allows everyone to work together to move the story forward.\That's it, kouhai-kun!\I think that sounds fun, too.\I think it's a great idea, too.\Good, good! I knew you could do it, kouhai-kun!\I can feel your burning passion!\I'll notify Ryunosuke.\If you've made a decision, response:	be sure to submit your plan to the Student Council as soon as possible.
context: That's it, kouhai-kun!\I think that sounds fun, too.\I think it's a great idea, too.\Good, good! I knew you could do it, kouhai-kun!\I can feel your burning passion!\I'll notify Ryunosuke.\If you've made a decision,\be sure to submit your plan to the Student Council as soon as possible. response:	You can't participate if you don't receive permission.
context: I think that sounds fun, too.\I think it's a great idea, too.\Good, good! I knew you could do it, kouhai-kun!\I can feel your burning passion!\I'll notify Ryunosuke.\If you've made a decision,\be sure to submit your plan to the Student Council as soon as possible.\You can't participate if you don't receive permission. response:	The Student Council...
context: I think it's a great idea, too.\Good, good! I knew you could do it, kouhai-kun!\I can feel your burning passion!\I'll notify Ryunosuke.\If you've made a decision,\be sure to submit your plan to the Student Council as soon as possible.\You can't participate if you don't receive permission.\The Student Council... response:	Is something wrong?
context: Good, good! I knew you could do it, kouhai-kun!\I can feel your burning passion!\I'll notify Ryunosuke.\If you've made a decision,\be sure to submit your plan to the Student Council as soon as possible.\You can't participate if you don't receive permission.\The Student Council...\Is something wrong? response:	No, nothing. In that case,
context: I can feel your burning passion!\I'll notify Ryunosuke.\If you've made a decision,\be sure to submit your plan to the Student Council as soon as possible.\You can't participate if you don't receive permission.\The Student Council...\Is something wrong?\No, nothing. In that case, response:	we'd better start developing our content soon.
context: I'll notify Ryunosuke.\If you've made a decision,\be sure to submit your plan to the Student Council as soon as possible.\You can't participate if you don't receive permission.\The Student Council...\Is something wrong?\No, nothing. In that case,\we'd better start developing our content soon. response:	We're starting from scratch so we don't have much time.
context: If you've made a decision,\be sure to submit your plan to the Student Council as soon as possible.\You can't participate if you don't receive permission.\The Student Council...\Is something wrong?\No, nothing. In that case,\we'd better start developing our content soon.\We're starting from scratch so we don't have much time. response:	Nyapollon.
context: be sure to submit your plan to the Student Council as soon as possible.\You can't participate if you don't receive permission.\The Student Council...\Is something wrong?\No, nothing. In that case,\we'd better start developing our content soon.\We're starting from scratch so we don't have much time.\Nyapollon. response:	That's it, Mashiron!
context: You can't participate if you don't receive permission.\The Student Council...\Is something wrong?\No, nothing. In that case,\we'd better start developing our content soon.\We're starting from scratch so we don't have much time.\Nyapollon.\That's it, Mashiron! response:	Ryunosuke says that if we borrow equipment...
context: The Student Council...\Is something wrong?\No, nothing. In that case,\we'd better start developing our content soon.\We're starting from scratch so we don't have much time.\Nyapollon.\That's it, Mashiron!\Ryunosuke says that if we borrow equipment... response:	from a hardware store, we can turn Sorata's idea into reality.
context: Is something wrong?\No, nothing. In that case,\we'd better start developing our content soon.\We're starting from scratch so we don't have much time.\Nyapollon.\That's it, Mashiron!\Ryunosuke says that if we borrow equipment...\from a hardware store, we can turn Sorata's idea into reality. response:	That's amazing! Just what is Akasaka-kun, anyway?
context: No, nothing. In that case,\we'd better start developing our content soon.\We're starting from scratch so we don't have much time.\Nyapollon.\That's it, Mashiron!\Ryunosuke says that if we borrow equipment...\from a hardware store, we can turn Sorata's idea into reality.\That's amazing! Just what is Akasaka-kun, anyway? response:	All right!
context: we'd better start developing our content soon.\We're starting from scratch so we don't have much time.\Nyapollon.\That's it, Mashiron!\Ryunosuke says that if we borrow equipment...\from a hardware store, we can turn Sorata's idea into reality.\That's amazing! Just what is Akasaka-kun, anyway?\All right! response:	The director will be... Kouhai-kun!
context: We're starting from scratch so we don't have much time.\Nyapollon.\That's it, Mashiron!\Ryunosuke says that if we borrow equipment...\from a hardware store, we can turn Sorata's idea into reality.\That's amazing! Just what is Akasaka-kun, anyway?\All right!\The director will be... Kouhai-kun! response:	It's up to you!
context: Nyapollon.\That's it, Mashiron!\Ryunosuke says that if we borrow equipment...\from a hardware store, we can turn Sorata's idea into reality.\That's amazing! Just what is Akasaka-kun, anyway?\All right!\The director will be... Kouhai-kun!\It's up to you! response:	What?!
context: That's it, Mashiron!\Ryunosuke says that if we borrow equipment...\from a hardware store, we can turn Sorata's idea into reality.\That's amazing! Just what is Akasaka-kun, anyway?\All right!\The director will be... Kouhai-kun!\It's up to you!\What?! response:	No objections!
context: Ryunosuke says that if we borrow equipment...\from a hardware store, we can turn Sorata's idea into reality.\That's amazing! Just what is Akasaka-kun, anyway?\All right!\The director will be... Kouhai-kun!\It's up to you!\What?!\No objections! response:	We're counting on you, Kanda-kun!
context: from a hardware store, we can turn Sorata's idea into reality.\That's amazing! Just what is Akasaka-kun, anyway?\All right!\The director will be... Kouhai-kun!\It's up to you!\What?!\No objections!\We're counting on you, Kanda-kun! response:	Mitaka Jin : Sorata will be the director. Akasaka Ryunosuke : No complaints here.
context: That's amazing! Just what is Akasaka-kun, anyway?\All right!\The director will be... Kouhai-kun!\It's up to you!\What?!\No objections!\We're counting on you, Kanda-kun!\Mitaka Jin : Sorata will be the director. Akasaka Ryunosuke : No complaints here. response:	Sorata, fight.
context: All right!\The director will be... Kouhai-kun!\It's up to you!\What?!\No objections!\We're counting on you, Kanda-kun!\Mitaka Jin : Sorata will be the director. Akasaka Ryunosuke : No complaints here.\Sorata, fight. response:	What? I'm supposed to... lead this bunch?
context: The director will be... Kouhai-kun!\It's up to you!\What?!\No objections!\We're counting on you, Kanda-kun!\Mitaka Jin : Sorata will be the director. Akasaka Ryunosuke : No complaints here.\Sorata, fight.\What? I'm supposed to... lead this bunch? response:	A culture festival? That sounds fun.
context: It's up to you!\What?!\No objections!\We're counting on you, Kanda-kun!\Mitaka Jin : Sorata will be the director. Akasaka Ryunosuke : No complaints here.\Sorata, fight.\What? I'm supposed to... lead this bunch?\A culture festival? That sounds fun. response:	Yeah, but the situation has gotten a little out of hand...
context: What?!\No objections!\We're counting on you, Kanda-kun!\Mitaka Jin : Sorata will be the director. Akasaka Ryunosuke : No complaints here.\Sorata, fight.\What? I'm supposed to... lead this bunch?\A culture festival? That sounds fun.\Yeah, but the situation has gotten a little out of hand... response:	Rita.
context: No objections!\We're counting on you, Kanda-kun!\Mitaka Jin : Sorata will be the director. Akasaka Ryunosuke : No complaints here.\Sorata, fight.\What? I'm supposed to... lead this bunch?\A culture festival? That sounds fun.\Yeah, but the situation has gotten a little out of hand...\Rita. response:	What is it, Mashiro?
context: We're counting on you, Kanda-kun!\Mitaka Jin : Sorata will be the director. Akasaka Ryunosuke : No complaints here.\Sorata, fight.\What? I'm supposed to... lead this bunch?\A culture festival? That sounds fun.\Yeah, but the situation has gotten a little out of hand...\Rita.\What is it, Mashiro? response:	Rita, sleep in my room from now on.
context: Mitaka Jin : Sorata will be the director. Akasaka Ryunosuke : No complaints here.\Sorata, fight.\What? I'm supposed to... lead this bunch?\A culture festival? That sounds fun.\Yeah, but the situation has gotten a little out of hand...\Rita.\What is it, Mashiro?\Rita, sleep in my room from now on. response:	What brought about this change of heart?
context: Sorata, fight.\What? I'm supposed to... lead this bunch?\A culture festival? That sounds fun.\Yeah, but the situation has gotten a little out of hand...\Rita.\What is it, Mashiro?\Rita, sleep in my room from now on.\What brought about this change of heart? response:	You can't sleep in Sorata's room anymore.
context: What? I'm supposed to... lead this bunch?\A culture festival? That sounds fun.\Yeah, but the situation has gotten a little out of hand...\Rita.\What is it, Mashiro?\Rita, sleep in my room from now on.\What brought about this change of heart?\You can't sleep in Sorata's room anymore. response:	You don't have to worry about us.
context: A culture festival? That sounds fun.\Yeah, but the situation has gotten a little out of hand...\Rita.\What is it, Mashiro?\Rita, sleep in my room from now on.\What brought about this change of heart?\You can't sleep in Sorata's room anymore.\You don't have to worry about us. response:	Unlike Jin, Sorata's good for nothing.
context: Yeah, but the situation has gotten a little out of hand...\Rita.\What is it, Mashiro?\Rita, sleep in my room from now on.\What brought about this change of heart?\You can't sleep in Sorata's room anymore.\You don't have to worry about us.\Unlike Jin, Sorata's good for nothing. response:	Hey! Do you have any idea how hard...
context: Rita.\What is it, Mashiro?\Rita, sleep in my room from now on.\What brought about this change of heart?\You can't sleep in Sorata's room anymore.\You don't have to worry about us.\Unlike Jin, Sorata's good for nothing.\Hey! Do you have any idea how hard... response:	my rationality's been fighting every night?!
context: What is it, Mashiro?\Rita, sleep in my room from now on.\What brought about this change of heart?\You can't sleep in Sorata's room anymore.\You don't have to worry about us.\Unlike Jin, Sorata's good for nothing.\Hey! Do you have any idea how hard...\my rationality's been fighting every night?! response:	I don't mind sleeping in Mashiro's room.
context: Rita, sleep in my room from now on.\What brought about this change of heart?\You can't sleep in Sorata's room anymore.\You don't have to worry about us.\Unlike Jin, Sorata's good for nothing.\Hey! Do you have any idea how hard...\my rationality's been fighting every night?!\I don't mind sleeping in Mashiro's room. response:	What?
context: What brought about this change of heart?\You can't sleep in Sorata's room anymore.\You don't have to worry about us.\Unlike Jin, Sorata's good for nothing.\Hey! Do you have any idea how hard...\my rationality's been fighting every night?!\I don't mind sleeping in Mashiro's room.\What? response:	But I have one condition.
context: You can't sleep in Sorata's room anymore.\You don't have to worry about us.\Unlike Jin, Sorata's good for nothing.\Hey! Do you have any idea how hard...\my rationality's been fighting every night?!\I don't mind sleeping in Mashiro's room.\What?\But I have one condition. response:	Sorata.
context: You don't have to worry about us.\Unlike Jin, Sorata's good for nothing.\Hey! Do you have any idea how hard...\my rationality's been fighting every night?!\I don't mind sleeping in Mashiro's room.\What?\But I have one condition.\Sorata. response:	What? Me?
context: Unlike Jin, Sorata's good for nothing.\Hey! Do you have any idea how hard...\my rationality's been fighting every night?!\I don't mind sleeping in Mashiro's room.\What?\But I have one condition.\Sorata.\What? Me? response:	This Sunday, go on a date with me.
context: Hey! Do you have any idea how hard...\my rationality's been fighting every night?!\I don't mind sleeping in Mashiro's room.\What?\But I have one condition.\Sorata.\What? Me?\This Sunday, go on a date with me. response:	What?!
context: my rationality's been fighting every night?!\I don't mind sleeping in Mashiro's room.\What?\But I have one condition.\Sorata.\What? Me?\This Sunday, go on a date with me.\What?! response:	Th-This is...
context: I don't mind sleeping in Mashiro's room.\What?\But I have one condition.\Sorata.\What? Me?\This Sunday, go on a date with me.\What?!\Th-This is... response:	But this is a hotel!
context: What?\But I have one condition.\Sorata.\What? Me?\This Sunday, go on a date with me.\What?!\Th-This is...\But this is a hotel! response:	It sure is.
context: But I have one condition.\Sorata.\What? Me?\This Sunday, go on a date with me.\What?!\Th-This is...\But this is a hotel!\It sure is. response:	You wouldn't embarrass me...
context: Sorata.\What? Me?\This Sunday, go on a date with me.\What?!\Th-This is...\But this is a hotel!\It sure is.\You wouldn't embarrass me... response:	by turning me down in front of a hotel, would you?
context: What? Me?\This Sunday, go on a date with me.\What?!\Th-This is...\But this is a hotel!\It sure is.\You wouldn't embarrass me...\by turning me down in front of a hotel, would you? response:	No, let's wait!
context: This Sunday, go on a date with me.\What?!\Th-This is...\But this is a hotel!\It sure is.\You wouldn't embarrass me...\by turning me down in front of a hotel, would you?\No, let's wait! response:	We should definitely wait on this!
context: What?!\Th-This is...\But this is a hotel!\It sure is.\You wouldn't embarrass me...\by turning me down in front of a hotel, would you?\No, let's wait!\We should definitely wait on this! response:	Hey, stop it!
context: Th-This is...\But this is a hotel!\It sure is.\You wouldn't embarrass me...\by turning me down in front of a hotel, would you?\No, let's wait!\We should definitely wait on this!\Hey, stop it! response:	I'll be gentle.
context: But this is a hotel!\It sure is.\You wouldn't embarrass me...\by turning me down in front of a hotel, would you?\No, let's wait!\We should definitely wait on this!\Hey, stop it!\I'll be gentle. response:	What?! What are you going to do to me?!
context: It sure is.\You wouldn't embarrass me...\by turning me down in front of a hotel, would you?\No, let's wait!\We should definitely wait on this!\Hey, stop it!\I'll be gentle.\What?! What are you going to do to me?! response:	Kanda-kun!
context: You wouldn't embarrass me...\by turning me down in front of a hotel, would you?\No, let's wait!\We should definitely wait on this!\Hey, stop it!\I'll be gentle.\What?! What are you going to do to me?!\Kanda-kun! response:	What a coincidence.
context: by turning me down in front of a hotel, would you?\No, let's wait!\We should definitely wait on this!\Hey, stop it!\I'll be gentle.\What?! What are you going to do to me?!\Kanda-kun!\What a coincidence. response:	You said it.
context: No, let's wait!\We should definitely wait on this!\Hey, stop it!\I'll be gentle.\What?! What are you going to do to me?!\Kanda-kun!\What a coincidence.\You said it. response:	I refuse to believe in a coincidence like this!
context: We should definitely wait on this!\Hey, stop it!\I'll be gentle.\What?! What are you going to do to me?!\Kanda-kun!\What a coincidence.\You said it.\I refuse to believe in a coincidence like this! response:	Now, now.
context: Hey, stop it!\I'll be gentle.\What?! What are you going to do to me?!\Kanda-kun!\What a coincidence.\You said it.\I refuse to believe in a coincidence like this!\Now, now. response:	Since we're all here, the four of us should go in together.
context: I'll be gentle.\What?! What are you going to do to me?!\Kanda-kun!\What a coincidence.\You said it.\I refuse to believe in a coincidence like this!\Now, now.\Since we're all here, the four of us should go in together. response:	The four of us?
context: What?! What are you going to do to me?!\Kanda-kun!\What a coincidence.\You said it.\I refuse to believe in a coincidence like this!\Now, now.\Since we're all here, the four of us should go in together.\The four of us? response:	European Young Artists Modern Art Exhibit
context: Kanda-kun!\What a coincidence.\You said it.\I refuse to believe in a coincidence like this!\Now, now.\Since we're all here, the four of us should go in together.\The four of us?\European Young Artists Modern Art Exhibit response:	So, this was your actual destination.
context: What a coincidence.\You said it.\I refuse to believe in a coincidence like this!\Now, now.\Since we're all here, the four of us should go in together.\The four of us?\European Young Artists Modern Art Exhibit\So, this was your actual destination. response:	I-I'm kinda nervous...
context: You said it.\I refuse to believe in a coincidence like this!\Now, now.\Since we're all here, the four of us should go in together.\The four of us?\European Young Artists Modern Art Exhibit\So, this was your actual destination.\I-I'm kinda nervous... response:	Y-Yeah...
context: I refuse to believe in a coincidence like this!\Now, now.\Since we're all here, the four of us should go in together.\The four of us?\European Young Artists Modern Art Exhibit\So, this was your actual destination.\I-I'm kinda nervous...\Y-Yeah... response:	Sorata, over here.
context: Now, now.\Since we're all here, the four of us should go in together.\The four of us?\European Young Artists Modern Art Exhibit\So, this was your actual destination.\I-I'm kinda nervous...\Y-Yeah...\Sorata, over here. response:	Shiina?
context: Since we're all here, the four of us should go in together.\The four of us?\European Young Artists Modern Art Exhibit\So, this was your actual destination.\I-I'm kinda nervous...\Y-Yeah...\Sorata, over here.\Shiina? response:	I wanted to show you this painting.
context: The four of us?\European Young Artists Modern Art Exhibit\So, this was your actual destination.\I-I'm kinda nervous...\Y-Yeah...\Sorata, over here.\Shiina?\I wanted to show you this painting. response:	It's the last painting Mashiro did before she came to Japan.
context: European Young Artists Modern Art Exhibit\So, this was your actual destination.\I-I'm kinda nervous...\Y-Yeah...\Sorata, over here.\Shiina?\I wanted to show you this painting.\It's the last painting Mashiro did before she came to Japan. response:	Has this helped you understand Mashiro a little better?
context: So, this was your actual destination.\I-I'm kinda nervous...\Y-Yeah...\Sorata, over here.\Shiina?\I wanted to show you this painting.\It's the last painting Mashiro did before she came to Japan.\Has this helped you understand Mashiro a little better? response:	I read the manga Mashiro wrote over here.
context: I-I'm kinda nervous...\Y-Yeah...\Sorata, over here.\Shiina?\I wanted to show you this painting.\It's the last painting Mashiro did before she came to Japan.\Has this helped you understand Mashiro a little better?\I read the manga Mashiro wrote over here. response:	I don't really get manga,
context: Y-Yeah...\Sorata, over here.\Shiina?\I wanted to show you this painting.\It's the last painting Mashiro did before she came to Japan.\Has this helped you understand Mashiro a little better?\I read the manga Mashiro wrote over here.\I don't really get manga, response:	but even so, I didn't think it was worth giving up painting for.
context: Sorata, over here.\Shiina?\I wanted to show you this painting.\It's the last painting Mashiro did before she came to Japan.\Has this helped you understand Mashiro a little better?\I read the manga Mashiro wrote over here.\I don't really get manga,\but even so, I didn't think it was worth giving up painting for. response:	What do you think, Sorata?
context: Shiina?\I wanted to show you this painting.\It's the last painting Mashiro did before she came to Japan.\Has this helped you understand Mashiro a little better?\I read the manga Mashiro wrote over here.\I don't really get manga,\but even so, I didn't think it was worth giving up painting for.\What do you think, Sorata? response:	Shiina should...
context: I wanted to show you this painting.\It's the last painting Mashiro did before she came to Japan.\Has this helped you understand Mashiro a little better?\I read the manga Mashiro wrote over here.\I don't really get manga,\but even so, I didn't think it was worth giving up painting for.\What do you think, Sorata?\Shiina should... response:	return to the world of fine arts.
context: It's the last painting Mashiro did before she came to Japan.\Has this helped you understand Mashiro a little better?\I read the manga Mashiro wrote over here.\I don't really get manga,\but even so, I didn't think it was worth giving up painting for.\What do you think, Sorata?\Shiina should...\return to the world of fine arts. response:	My routine has been upended by that freeloader.
context: Has this helped you understand Mashiro a little better?\I read the manga Mashiro wrote over here.\I don't really get manga,\but even so, I didn't think it was worth giving up painting for.\What do you think, Sorata?\Shiina should...\return to the world of fine arts.\My routine has been upended by that freeloader. response:	Why's she going to the bathroom at 6:45 in the morning?
context: I read the manga Mashiro wrote over here.\I don't really get manga,\but even so, I didn't think it was worth giving up painting for.\What do you think, Sorata?\Shiina should...\return to the world of fine arts.\My routine has been upended by that freeloader.\Why's she going to the bathroom at 6:45 in the morning? response:	That's the time I use it!
