context: Being called response:	Welome home, Master.
context: Come over here...\Huh?\I said come!\Come work here every once in a while.\That manager even said she doesn't have enough people to work in the kitchen.\And besides, if you do come, I'll let you keep copying my homework...\You won't mind, right? It's not a bad deal.\Oh fine, I'll come once in a while. response:	Yeah...
context: Huh?\I said come!\Come work here every once in a while.\That manager even said she doesn't have enough people to work in the kitchen.\And besides, if you do come, I'll let you keep copying my homework...\You won't mind, right? It's not a bad deal.\Oh fine, I'll come once in a while.\Yeah... response:	Um... Idiot-Chicken.
context: I said come!\Come work here every once in a while.\That manager even said she doesn't have enough people to work in the kitchen.\And besides, if you do come, I'll let you keep copying my homework...\You won't mind, right? It's not a bad deal.\Oh fine, I'll come once in a while.\Yeah...\Um... Idiot-Chicken. response:	Hmm?
context: Come work here every once in a while.\That manager even said she doesn't have enough people to work in the kitchen.\And besides, if you do come, I'll let you keep copying my homework...\You won't mind, right? It's not a bad deal.\Oh fine, I'll come once in a while.\Yeah...\Um... Idiot-Chicken.\Hmm? response:	Um... well... Thank you!
context: That manager even said she doesn't have enough people to work in the kitchen.\And besides, if you do come, I'll let you keep copying my homework...\You won't mind, right? It's not a bad deal.\Oh fine, I'll come once in a while.\Yeah...\Um... Idiot-Chicken.\Hmm?\Um... well... Thank you! response:	I knew it was here when I heard the ringtone.
context: And besides, if you do come, I'll let you keep copying my homework...\You won't mind, right? It's not a bad deal.\Oh fine, I'll come once in a while.\Yeah...\Um... Idiot-Chicken.\Hmm?\Um... well... Thank you!\I knew it was here when I heard the ringtone. response:	Oh, there's a ringtone for me.
context: You won't mind, right? It's not a bad deal.\Oh fine, I'll come once in a while.\Yeah...\Um... Idiot-Chicken.\Hmm?\Um... well... Thank you!\I knew it was here when I heard the ringtone.\Oh, there's a ringtone for me. response:	You heard it, didn't you!?
context: Oh fine, I'll come once in a while.\Yeah...\Um... Idiot-Chicken.\Hmm?\Um... well... Thank you!\I knew it was here when I heard the ringtone.\Oh, there's a ringtone for me.\You heard it, didn't you!? response:	Oh no, it was an accident!
context: Yeah...\Um... Idiot-Chicken.\Hmm?\Um... well... Thank you!\I knew it was here when I heard the ringtone.\Oh, there's a ringtone for me.\You heard it, didn't you!?\Oh no, it was an accident! response:	Hey, don't run!
context: Um... Idiot-Chicken.\Hmm?\Um... well... Thank you!\I knew it was here when I heard the ringtone.\Oh, there's a ringtone for me.\You heard it, didn't you!?\Oh no, it was an accident!\Hey, don't run! response:	Hey! Idiot-Chicken!
context: Hmm?\Um... well... Thank you!\I knew it was here when I heard the ringtone.\Oh, there's a ringtone for me.\You heard it, didn't you!?\Oh no, it was an accident!\Hey, don't run!\Hey! Idiot-Chicken! response:	Sorry!
context: Um... well... Thank you!\I knew it was here when I heard the ringtone.\Oh, there's a ringtone for me.\You heard it, didn't you!?\Oh no, it was an accident!\Hey, don't run!\Hey! Idiot-Chicken!\Sorry! response:	Wait!
context: I knew it was here when I heard the ringtone.\Oh, there's a ringtone for me.\You heard it, didn't you!?\Oh no, it was an accident!\Hey, don't run!\Hey! Idiot-Chicken!\Sorry!\Wait! response:	Bastard, don't be wearing panties while keeping it a secret from me.
context: Oh, there's a ringtone for me.\You heard it, didn't you!?\Oh no, it was an accident!\Hey, don't run!\Hey! Idiot-Chicken!\Sorry!\Wait!\Bastard, don't be wearing panties while keeping it a secret from me. response:	Aren't you wearing some too?
context: You heard it, didn't you!?\Oh no, it was an accident!\Hey, don't run!\Hey! Idiot-Chicken!\Sorry!\Wait!\Bastard, don't be wearing panties while keeping it a secret from me.\Aren't you wearing some too? response:	Ah!
context: Oh no, it was an accident!\Hey, don't run!\Hey! Idiot-Chicken!\Sorry!\Wait!\Bastard, don't be wearing panties while keeping it a secret from me.\Aren't you wearing some too?\Ah! response:	Why of all the places am I only wearing my underwear in a convenience store?!
context: Hey, don't run!\Hey! Idiot-Chicken!\Sorry!\Wait!\Bastard, don't be wearing panties while keeping it a secret from me.\Aren't you wearing some too?\Ah!\Why of all the places am I only wearing my underwear in a convenience store?! response:	I t-totally don't like your underwear at all, do you understand?
context: Hey! Idiot-Chicken!\Sorry!\Wait!\Bastard, don't be wearing panties while keeping it a secret from me.\Aren't you wearing some too?\Ah!\Why of all the places am I only wearing my underwear in a convenience store?!\I t-totally don't like your underwear at all, do you understand? response:	There's no way my sister's panties can be this cute!
context: Sorry!\Wait!\Bastard, don't be wearing panties while keeping it a secret from me.\Aren't you wearing some too?\Ah!\Why of all the places am I only wearing my underwear in a convenience store?!\I t-totally don't like your underwear at all, do you understand?\There's no way my sister's panties can be this cute! response:	Panty flare... punch, punch, punch, punch, punch...
context: Wait!\Bastard, don't be wearing panties while keeping it a secret from me.\Aren't you wearing some too?\Ah!\Why of all the places am I only wearing my underwear in a convenience store?!\I t-totally don't like your underwear at all, do you understand?\There's no way my sister's panties can be this cute!\Panty flare... punch, punch, punch, punch, punch... response:	I worked up a good sweat, so for the time being, let's eat a delicious meal!
context: Bastard, don't be wearing panties while keeping it a secret from me.\Aren't you wearing some too?\Ah!\Why of all the places am I only wearing my underwear in a convenience store?!\I t-totally don't like your underwear at all, do you understand?\There's no way my sister's panties can be this cute!\Panty flare... punch, punch, punch, punch, punch...\I worked up a good sweat, so for the time being, let's eat a delicious meal! response:	Next time on Mayo Chiki...
context: Aren't you wearing some too?\Ah!\Why of all the places am I only wearing my underwear in a convenience store?!\I t-totally don't like your underwear at all, do you understand?\There's no way my sister's panties can be this cute!\Panty flare... punch, punch, punch, punch, punch...\I worked up a good sweat, so for the time being, let's eat a delicious meal!\Next time on Mayo Chiki... response:	The tenth story,
context: Ah!\Why of all the places am I only wearing my underwear in a convenience store?!\I t-totally don't like your underwear at all, do you understand?\There's no way my sister's panties can be this cute!\Panty flare... punch, punch, punch, punch, punch...\I worked up a good sweat, so for the time being, let's eat a delicious meal!\Next time on Mayo Chiki...\The tenth story, response:	Let's Eat!
context: Why of all the places am I only wearing my underwear in a convenience store?!\I t-totally don't like your underwear at all, do you understand?\There's no way my sister's panties can be this cute!\Panty flare... punch, punch, punch, punch, punch...\I worked up a good sweat, so for the time being, let's eat a delicious meal!\Next time on Mayo Chiki...\The tenth story,\Let's Eat! response:	Let's Eat
context: I t-totally don't like your underwear at all, do you understand?\There's no way my sister's panties can be this cute!\Panty flare... punch, punch, punch, punch, punch...\I worked up a good sweat, so for the time being, let's eat a delicious meal!\Next time on Mayo Chiki...\The tenth story,\Let's Eat!\Let's Eat response:	Let's Eat
