context: Signs response:	OP
context: That's no good.\Really?\Yeah!\This will be my last chance to perform with you all in front of everyone!\And it's taking place in school, too!\I'm so glad!\Thank you, Azu-nya\So when are we doing it, Ritsu-senpai? response:	The last day of school is finally here!
context: Really?\Yeah!\This will be my last chance to perform with you all in front of everyone!\And it's taking place in school, too!\I'm so glad!\Thank you, Azu-nya\So when are we doing it, Ritsu-senpai?\The last day of school is finally here! response:	I'll protect the girls!
context: Yeah!\This will be my last chance to perform with you all in front of everyone!\And it's taking place in school, too!\I'm so glad!\Thank you, Azu-nya\So when are we doing it, Ritsu-senpai?\The last day of school is finally here!\I'll protect the girls! response:	We'll need one more row.
context: This will be my last chance to perform with you all in front of everyone!\And it's taking place in school, too!\I'm so glad!\Thank you, Azu-nya\So when are we doing it, Ritsu-senpai?\The last day of school is finally here!\I'll protect the girls!\We'll need one more row. response:	Is that okay?
context: And it's taking place in school, too!\I'm so glad!\Thank you, Azu-nya\So when are we doing it, Ritsu-senpai?\The last day of school is finally here!\I'll protect the girls!\We'll need one more row.\Is that okay? response:	We should just wipe them afterwards.
context: I'm so glad!\Thank you, Azu-nya\So when are we doing it, Ritsu-senpai?\The last day of school is finally here!\I'll protect the girls!\We'll need one more row.\Is that okay?\We should just wipe them afterwards. response:	Saved forever!
context: Thank you, Azu-nya\So when are we doing it, Ritsu-senpai?\The last day of school is finally here!\I'll protect the girls!\We'll need one more row.\Is that okay?\We should just wipe them afterwards.\Saved forever! response:	Miss Yamanaka, you're early today.
context: So when are we doing it, Ritsu-senpai?\The last day of school is finally here!\I'll protect the girls!\We'll need one more row.\Is that okay?\We should just wipe them afterwards.\Saved forever!\Miss Yamanaka, you're early today. response:	Yeah, I've got plenty to do.
context: The last day of school is finally here!\I'll protect the girls!\We'll need one more row.\Is that okay?\We should just wipe them afterwards.\Saved forever!\Miss Yamanaka, you're early today.\Yeah, I've got plenty to do. response:	Huh, what's this noise?
context: I'll protect the girls!\We'll need one more row.\Is that okay?\We should just wipe them afterwards.\Saved forever!\Miss Yamanaka, you're early today.\Yeah, I've got plenty to do.\Huh, what's this noise? response:	Maybe there's some sort of construction going on?
context: We'll need one more row.\Is that okay?\We should just wipe them afterwards.\Saved forever!\Miss Yamanaka, you're early today.\Yeah, I've got plenty to do.\Huh, what's this noise?\Maybe there's some sort of construction going on? response:	I see. It's some lively construction.
context: Is that okay?\We should just wipe them afterwards.\Saved forever!\Miss Yamanaka, you're early today.\Yeah, I've got plenty to do.\Huh, what's this noise?\Maybe there's some sort of construction going on?\I see. It's some lively construction. response:	Yeah, right!
context: We should just wipe them afterwards.\Saved forever!\Miss Yamanaka, you're early today.\Yeah, I've got plenty to do.\Huh, what's this noise?\Maybe there's some sort of construction going on?\I see. It's some lively construction.\Yeah, right! response:	So this was what you were talking about!
context: Saved forever!\Miss Yamanaka, you're early today.\Yeah, I've got plenty to do.\Huh, what's this noise?\Maybe there's some sort of construction going on?\I see. It's some lively construction.\Yeah, right!\So this was what you were talking about! response:	I knew it was suspicious!
context: Miss Yamanaka, you're early today.\Yeah, I've got plenty to do.\Huh, what's this noise?\Maybe there's some sort of construction going on?\I see. It's some lively construction.\Yeah, right!\So this was what you were talking about!\I knew it was suspicious! response:	Please wait!
context: Yeah, I've got plenty to do.\Huh, what's this noise?\Maybe there's some sort of construction going on?\I see. It's some lively construction.\Yeah, right!\So this was what you were talking about!\I knew it was suspicious!\Please wait! response:	A gig?
context: Huh, what's this noise?\Maybe there's some sort of construction going on?\I see. It's some lively construction.\Yeah, right!\So this was what you were talking about!\I knew it was suspicious!\Please wait!\A gig? response:	Yeah!
context: Maybe there's some sort of construction going on?\I see. It's some lively construction.\Yeah, right!\So this was what you were talking about!\I knew it was suspicious!\Please wait!\A gig?\Yeah! response:	I wanna see!
context: I see. It's some lively construction.\Yeah, right!\So this was what you were talking about!\I knew it was suspicious!\Please wait!\A gig?\Yeah!\I wanna see! response:	Well, this will be our last song.
context: Yeah, right!\So this was what you were talking about!\I knew it was suspicious!\Please wait!\A gig?\Yeah!\I wanna see!\Well, this will be our last song. response:	This way!
context: So this was what you were talking about!\I knew it was suspicious!\Please wait!\A gig?\Yeah!\I wanna see!\Well, this will be our last song.\This way! response:	It's started!
context: I knew it was suspicious!\Please wait!\A gig?\Yeah!\I wanna see!\Well, this will be our last song.\This way!\It's started! response:	Please! Please wait!
context: Please wait!\A gig?\Yeah!\I wanna see!\Well, this will be our last song.\This way!\It's started!\Please! Please wait! response:	As if I would!
context: A gig?\Yeah!\I wanna see!\Well, this will be our last song.\This way!\It's started!\Please! Please wait!\As if I would! response:	I can't let you go!
context: Yeah!\I wanna see!\Well, this will be our last song.\This way!\It's started!\Please! Please wait!\As if I would!\I can't let you go! response:	What's going on?!
context: I wanna see!\Well, this will be our last song.\This way!\It's started!\Please! Please wait!\As if I would!\I can't let you go!\What's going on?! response:	It's our last chance!
context: Well, this will be our last song.\This way!\It's started!\Please! Please wait!\As if I would!\I can't let you go!\What's going on?!\It's our last chance! response:	Well, they're so much cuter compared to what you were like back in your days.
context: This way!\It's started!\Please! Please wait!\As if I would!\I can't let you go!\What's going on?!\It's our last chance!\Well, they're so much cuter compared to what you were like back in your days. response:	Now,
context: It's started!\Please! Please wait!\As if I would!\I can't let you go!\What's going on?!\It's our last chance!\Well, they're so much cuter compared to what you were like back in your days.\Now, response:	all that's left is to finish Azu-nyan's song!
context: Please! Please wait!\As if I would!\I can't let you go!\What's going on?!\It's our last chance!\Well, they're so much cuter compared to what you were like back in your days.\Now,\all that's left is to finish Azu-nyan's song! response:	All that's left? That's the most important thing!
context: As if I would!\I can't let you go!\What's going on?!\It's our last chance!\Well, they're so much cuter compared to what you were like back in your days.\Now,\all that's left is to finish Azu-nyan's song!\All that's left? That's the most important thing! response:	Oh right, I've gotten the melody down.
context: I can't let you go!\What's going on?!\It's our last chance!\Well, they're so much cuter compared to what you were like back in your days.\Now,\all that's left is to finish Azu-nyan's song!\All that's left? That's the most important thing!\Oh right, I've gotten the melody down. response:	Let me hear it!
context: What's going on?!\It's our last chance!\Well, they're so much cuter compared to what you were like back in your days.\Now,\all that's left is to finish Azu-nyan's song!\All that's left? That's the most important thing!\Oh right, I've gotten the melody down.\Let me hear it! response:	Mugi, this is amazing!
context: It's our last chance!\Well, they're so much cuter compared to what you were like back in your days.\Now,\all that's left is to finish Azu-nyan's song!\All that's left? That's the most important thing!\Oh right, I've gotten the melody down.\Let me hear it!\Mugi, this is amazing! response:	We just have to do the lyrics now.
context: Well, they're so much cuter compared to what you were like back in your days.\Now,\all that's left is to finish Azu-nyan's song!\All that's left? That's the most important thing!\Oh right, I've gotten the melody down.\Let me hear it!\Mugi, this is amazing!\We just have to do the lyrics now. response:	Yeah.
context: Now,\all that's left is to finish Azu-nyan's song!\All that's left? That's the most important thing!\Oh right, I've gotten the melody down.\Let me hear it!\Mugi, this is amazing!\We just have to do the lyrics now.\Yeah. response:	We've spent so much time with Azu-nyan that this is difficult!
context: all that's left is to finish Azu-nyan's song!\All that's left? That's the most important thing!\Oh right, I've gotten the melody down.\Let me hear it!\Mugi, this is amazing!\We just have to do the lyrics now.\Yeah.\We've spent so much time with Azu-nyan that this is difficult! response:	Yeah.
context: All that's left? That's the most important thing!\Oh right, I've gotten the melody down.\Let me hear it!\Mugi, this is amazing!\We just have to do the lyrics now.\Yeah.\We've spent so much time with Azu-nyan that this is difficult!\Yeah. response:	She's our treasure!
context: Oh right, I've gotten the melody down.\Let me hear it!\Mugi, this is amazing!\We just have to do the lyrics now.\Yeah.\We've spent so much time with Azu-nyan that this is difficult!\Yeah.\She's our treasure! response:	Let's use that!
context: Let me hear it!\Mugi, this is amazing!\We just have to do the lyrics now.\Yeah.\We've spent so much time with Azu-nyan that this is difficult!\Yeah.\She's our treasure!\Let's use that! response:	See you!
context: Mugi, this is amazing!\We just have to do the lyrics now.\Yeah.\We've spent so much time with Azu-nyan that this is difficult!\Yeah.\She's our treasure!\Let's use that!\See you! response:	Sis, it's dinner time.
context: We just have to do the lyrics now.\Yeah.\We've spent so much time with Azu-nyan that this is difficult!\Yeah.\She's our treasure!\Let's use that!\See you!\Sis, it's dinner time. response:	What?
context: Yeah.\We've spent so much time with Azu-nyan that this is difficult!\Yeah.\She's our treasure!\Let's use that!\See you!\Sis, it's dinner time.\What? response:	You've gotten taller.
context: We've spent so much time with Azu-nyan that this is difficult!\Yeah.\She's our treasure!\Let's use that!\See you!\Sis, it's dinner time.\What?\You've gotten taller. response:	Really?
context: Yeah.\She's our treasure!\Let's use that!\See you!\Sis, it's dinner time.\What?\You've gotten taller.\Really? response:	We're done?
context: She's our treasure!\Let's use that!\See you!\Sis, it's dinner time.\What?\You've gotten taller.\Really?\We're done? response:	We're done!
context: Let's use that!\See you!\Sis, it's dinner time.\What?\You've gotten taller.\Really?\We're done?\We're done! response:	I'm so glad! We made it in time!
context: See you!\Sis, it's dinner time.\What?\You've gotten taller.\Really?\We're done?\We're done!\I'm so glad! We made it in time! response:	Yui, I really hope you didn't tell Azusa...
context: Sis, it's dinner time.\What?\You've gotten taller.\Really?\We're done?\We're done!\I'm so glad! We made it in time!\Yui, I really hope you didn't tell Azusa... response:	Don't worry! I didn't tell Ui either!
context: What?\You've gotten taller.\Really?\We're done?\We're done!\I'm so glad! We made it in time!\Yui, I really hope you didn't tell Azusa...\Don't worry! I didn't tell Ui either! response:	You know...
context: You've gotten taller.\Really?\We're done?\We're done!\I'm so glad! We made it in time!\Yui, I really hope you didn't tell Azusa...\Don't worry! I didn't tell Ui either!\You know... response:	What's up?
context: Really?\We're done?\We're done!\I'm so glad! We made it in time!\Yui, I really hope you didn't tell Azusa...\Don't worry! I didn't tell Ui either!\You know...\What's up? response:	They've been acting so weird lately.
context: We're done?\We're done!\I'm so glad! We made it in time!\Yui, I really hope you didn't tell Azusa...\Don't worry! I didn't tell Ui either!\You know...\What's up?\They've been acting so weird lately. response:	They've always been weird. Kinda.
context: We're done!\I'm so glad! We made it in time!\Yui, I really hope you didn't tell Azusa...\Don't worry! I didn't tell Ui either!\You know...\What's up?\They've been acting so weird lately.\They've always been weird. Kinda. response:	That's not it.
context: I'm so glad! We made it in time!\Yui, I really hope you didn't tell Azusa...\Don't worry! I didn't tell Ui either!\You know...\What's up?\They've been acting so weird lately.\They've always been weird. Kinda.\That's not it. response:	How are they weird?
context: Yui, I really hope you didn't tell Azusa...\Don't worry! I didn't tell Ui either!\You know...\What's up?\They've been acting so weird lately.\They've always been weird. Kinda.\That's not it.\How are they weird? response:	When I show up, they suddenly stop what they're doing.
context: Don't worry! I didn't tell Ui either!\You know...\What's up?\They've been acting so weird lately.\They've always been weird. Kinda.\That's not it.\How are they weird?\When I show up, they suddenly stop what they're doing. response:	That is weird.
context: You know...\What's up?\They've been acting so weird lately.\They've always been weird. Kinda.\That's not it.\How are they weird?\When I show up, they suddenly stop what they're doing.\That is weird. response:	When I ask about what they're doing, they just look away...
context: What's up?\They've been acting so weird lately.\They've always been weird. Kinda.\That's not it.\How are they weird?\When I show up, they suddenly stop what they're doing.\That is weird.\When I ask about what they're doing, they just look away... response:	They might just be sending messages to outer space!
context: They've been acting so weird lately.\They've always been weird. Kinda.\That's not it.\How are they weird?\When I show up, they suddenly stop what they're doing.\That is weird.\When I ask about what they're doing, they just look away...\They might just be sending messages to outer space! response:	Doubt that!
context: They've always been weird. Kinda.\That's not it.\How are they weird?\When I show up, they suddenly stop what they're doing.\That is weird.\When I ask about what they're doing, they just look away...\They might just be sending messages to outer space!\Doubt that! response:	Or they might be feasting on snacks when you're not around.
context: That's not it.\How are they weird?\When I show up, they suddenly stop what they're doing.\That is weird.\When I ask about what they're doing, they just look away...\They might just be sending messages to outer space!\Doubt that!\Or they might be feasting on snacks when you're not around. response:	That's...
context: How are they weird?\When I show up, they suddenly stop what they're doing.\That is weird.\When I ask about what they're doing, they just look away...\They might just be sending messages to outer space!\Doubt that!\Or they might be feasting on snacks when you're not around.\That's... response:	possible.
context: When I show up, they suddenly stop what they're doing.\That is weird.\When I ask about what they're doing, they just look away...\They might just be sending messages to outer space!\Doubt that!\Or they might be feasting on snacks when you're not around.\That's...\possible. response:	They've been hiding something for a while.
context: That is weird.\When I ask about what they're doing, they just look away...\They might just be sending messages to outer space!\Doubt that!\Or they might be feasting on snacks when you're not around.\That's...\possible.\They've been hiding something for a while. response:	Hey, Ui...
context: When I ask about what they're doing, they just look away...\They might just be sending messages to outer space!\Doubt that!\Or they might be feasting on snacks when you're not around.\That's...\possible.\They've been hiding something for a while.\Hey, Ui... response:	I'm just asking to be sure, but Yui-senpai isn't staying back a year, right?
context: They might just be sending messages to outer space!\Doubt that!\Or they might be feasting on snacks when you're not around.\That's...\possible.\They've been hiding something for a while.\Hey, Ui...\I'm just asking to be sure, but Yui-senpai isn't staying back a year, right? response:	Nope, she's not.
context: Doubt that!\Or they might be feasting on snacks when you're not around.\That's...\possible.\They've been hiding something for a while.\Hey, Ui...\I'm just asking to be sure, but Yui-senpai isn't staying back a year, right?\Nope, she's not. response:	Really?
context: Or they might be feasting on snacks when you're not around.\That's...\possible.\They've been hiding something for a while.\Hey, Ui...\I'm just asking to be sure, but Yui-senpai isn't staying back a year, right?\Nope, she's not.\Really? response:	She said she's going to buy new tights for the graduation ceremony.
context: That's...\possible.\They've been hiding something for a while.\Hey, Ui...\I'm just asking to be sure, but Yui-senpai isn't staying back a year, right?\Nope, she's not.\Really?\She said she's going to buy new tights for the graduation ceremony. response:	I see...
context: possible.\They've been hiding something for a while.\Hey, Ui...\I'm just asking to be sure, but Yui-senpai isn't staying back a year, right?\Nope, she's not.\Really?\She said she's going to buy new tights for the graduation ceremony.\I see... response:	Then maybe they failed to get into university?
context: They've been hiding something for a while.\Hey, Ui...\I'm just asking to be sure, but Yui-senpai isn't staying back a year, right?\Nope, she's not.\Really?\She said she's going to buy new tights for the graduation ceremony.\I see...\Then maybe they failed to get into university? response:	That's definitely not true.
context: Hey, Ui...\I'm just asking to be sure, but Yui-senpai isn't staying back a year, right?\Nope, she's not.\Really?\She said she's going to buy new tights for the graduation ceremony.\I see...\Then maybe they failed to get into university?\That's definitely not true. response:	Then what could it be?
context: I'm just asking to be sure, but Yui-senpai isn't staying back a year, right?\Nope, she's not.\Really?\She said she's going to buy new tights for the graduation ceremony.\I see...\Then maybe they failed to get into university?\That's definitely not true.\Then what could it be? response:	Don't worry about it, Azusa-chan!
context: Nope, she's not.\Really?\She said she's going to buy new tights for the graduation ceremony.\I see...\Then maybe they failed to get into university?\That's definitely not true.\Then what could it be?\Don't worry about it, Azusa-chan! response:	But hey, we got to meet you, who's wonderful...
context: Really?\She said she's going to buy new tights for the graduation ceremony.\I see...\Then maybe they failed to get into university?\That's definitely not true.\Then what could it be?\Don't worry about it, Azusa-chan!\But hey, we got to meet you, who's wonderful... response:	Something's missing here...
context: She said she's going to buy new tights for the graduation ceremony.\I see...\Then maybe they failed to get into university?\That's definitely not true.\Then what could it be?\Don't worry about it, Azusa-chan!\But hey, we got to meet you, who's wonderful...\Something's missing here... response:	Onee-chan, can I come in?
context: I see...\Then maybe they failed to get into university?\That's definitely not true.\Then what could it be?\Don't worry about it, Azusa-chan!\But hey, we got to meet you, who's wonderful...\Something's missing here...\Onee-chan, can I come in? response:	Sur
context: Then maybe they failed to get into university?\That's definitely not true.\Then what could it be?\Don't worry about it, Azusa-chan!\But hey, we got to meet you, who's wonderful...\Something's missing here...\Onee-chan, can I come in?\Sur response:	Uhh...
context: That's definitely not true.\Then what could it be?\Don't worry about it, Azusa-chan!\But hey, we got to meet you, who's wonderful...\Something's missing here...\Onee-chan, can I come in?\Sur\Uhh... response:	Oh, not yet!
context: Then what could it be?\Don't worry about it, Azusa-chan!\But hey, we got to meet you, who's wonderful...\Something's missing here...\Onee-chan, can I come in?\Sur\Uhh...\Oh, not yet! response:	Come in!
context: Don't worry about it, Azusa-chan!\But hey, we got to meet you, who's wonderful...\Something's missing here...\Onee-chan, can I come in?\Sur\Uhh...\Oh, not yet!\Come in! response:	Onee-chan, the strings are gonna leave marks on your face again!
context: But hey, we got to meet you, who's wonderful...\Something's missing here...\Onee-chan, can I come in?\Sur\Uhh...\Oh, not yet!\Come in!\Onee-chan, the strings are gonna leave marks on your face again! response:	You're right!
context: Something's missing here...\Onee-chan, can I come in?\Sur\Uhh...\Oh, not yet!\Come in!\Onee-chan, the strings are gonna leave marks on your face again!\You're right! response:	Then let's do it like this...
context: Onee-chan, can I come in?\Sur\Uhh...\Oh, not yet!\Come in!\Onee-chan, the strings are gonna leave marks on your face again!\You're right!\Then let's do it like this... response:	Are you ready for tomorrow?
context: Sur\Uhh...\Oh, not yet!\Come in!\Onee-chan, the strings are gonna leave marks on your face again!\You're right!\Then let's do it like this...\Are you ready for tomorrow? response:	Yeah...
context: Uhh...\Oh, not yet!\Come in!\Onee-chan, the strings are gonna leave marks on your face again!\You're right!\Then let's do it like this...\Are you ready for tomorrow?\Yeah... response:	It's time to graduate.
context: Oh, not yet!\Come in!\Onee-chan, the strings are gonna leave marks on your face again!\You're right!\Then let's do it like this...\Are you ready for tomorrow?\Yeah...\It's time to graduate. response:	Sleep early!
context: Come in!\Onee-chan, the strings are gonna leave marks on your face again!\You're right!\Then let's do it like this...\Are you ready for tomorrow?\Yeah...\It's time to graduate.\Sleep early! response:	You too.
context: Onee-chan, the strings are gonna leave marks on your face again!\You're right!\Then let's do it like this...\Are you ready for tomorrow?\Yeah...\It's time to graduate.\Sleep early!\You too. response:	Sure.
context: You're right!\Then let's do it like this...\Are you ready for tomorrow?\Yeah...\It's time to graduate.\Sleep early!\You too.\Sure. response:	Ui!
context: Then let's do it like this...\Are you ready for tomorrow?\Yeah...\It's time to graduate.\Sleep early!\You too.\Sure.\Ui! response:	What?
context: Are you ready for tomorrow?\Yeah...\It's time to graduate.\Sleep early!\You too.\Sure.\Ui!\What? response:	Thanks!
context: Yeah...\It's time to graduate.\Sleep early!\You too.\Sure.\Ui!\What?\Thanks! response:	Thanks to you, I'm graduating tomorrow.
context: It's time to graduate.\Sleep early!\You too.\Sure.\Ui!\What?\Thanks!\Thanks to you, I'm graduating tomorrow. response:	Yeah!
context: Sleep early!\You too.\Sure.\Ui!\What?\Thanks!\Thanks to you, I'm graduating tomorrow.\Yeah! response:	Good night!
context: You too.\Sure.\Ui!\What?\Thanks!\Thanks to you, I'm graduating tomorrow.\Yeah!\Good night! response:	Good night!
context: Sure.\Ui!\What?\Thanks!\Thanks to you, I'm graduating tomorrow.\Yeah!\Good night!\Good night! response:	Oh right, Ui!
context: Ui!\What?\Thanks!\Thanks to you, I'm graduating tomorrow.\Yeah!\Good night!\Good night!\Oh right, Ui! response:	What?
context: What?\Thanks!\Thanks to you, I'm graduating tomorrow.\Yeah!\Good night!\Good night!\Oh right, Ui!\What? response:	We can all have tea together even at the university, right?
context: Thanks!\Thanks to you, I'm graduating tomorrow.\Yeah!\Good night!\Good night!\Oh right, Ui!\What?\We can all have tea together even at the university, right? response:	Of course! I don't think there will be a problem.
context: Thanks to you, I'm graduating tomorrow.\Yeah!\Good night!\Good night!\Oh right, Ui!\What?\We can all have tea together even at the university, right?\Of course! I don't think there will be a problem. response:	I see... That's good.
context: Yeah!\Good night!\Good night!\Oh right, Ui!\What?\We can all have tea together even at the university, right?\Of course! I don't think there will be a problem.\I see... That's good. response:	Good night for real.
context: Good night!\Good night!\Oh right, Ui!\What?\We can all have tea together even at the university, right?\Of course! I don't think there will be a problem.\I see... That's good.\Good night for real. response:	Good night.
context: Good night!\Oh right, Ui!\What?\We can all have tea together even at the university, right?\Of course! I don't think there will be a problem.\I see... That's good.\Good night for real.\Good night. response:	But hey, we got to meet a wonderful kitty...
context: Oh right, Ui!\What?\We can all have tea together even at the university, right?\Of course! I don't think there will be a problem.\I see... That's good.\Good night for real.\Good night.\But hey, we got to meet a wonderful kitty... response:	Hurry up!
context: What?\We can all have tea together even at the university, right?\Of course! I don't think there will be a problem.\I see... That's good.\Good night for real.\Good night.\But hey, we got to meet a wonderful kitty...\Hurry up! response:	Wait!
context: We can all have tea together even at the university, right?\Of course! I don't think there will be a problem.\I see... That's good.\Good night for real.\Good night.\But hey, we got to meet a wonderful kitty...\Hurry up!\Wait! response:	Quick!
context: Of course! I don't think there will be a problem.\I see... That's good.\Good night for real.\Good night.\But hey, we got to meet a wonderful kitty...\Hurry up!\Wait!\Quick! response:	Yui!
context: I see... That's good.\Good night for real.\Good night.\But hey, we got to meet a wonderful kitty...\Hurry up!\Wait!\Quick!\Yui! response:	It's open!
context: Good night for real.\Good night.\But hey, we got to meet a wonderful kitty...\Hurry up!\Wait!\Quick!\Yui!\It's open! response:	Hey, Ricchan...
context: Good night.\But hey, we got to meet a wonderful kitty...\Hurry up!\Wait!\Quick!\Yui!\It's open!\Hey, Ricchan... response:	You think we can do this well?
context: But hey, we got to meet a wonderful kitty...\Hurry up!\Wait!\Quick!\Yui!\It's open!\Hey, Ricchan...\You think we can do this well? response:	I've never been this nervous before.
context: Hurry up!\Wait!\Quick!\Yui!\It's open!\Hey, Ricchan...\You think we can do this well?\I've never been this nervous before. response:	Me too!
context: Wait!\Quick!\Yui!\It's open!\Hey, Ricchan...\You think we can do this well?\I've never been this nervous before.\Me too! response:	My hands are so cold!
context: Quick!\Yui!\It's open!\Hey, Ricchan...\You think we can do this well?\I've never been this nervous before.\Me too!\My hands are so cold! response:	Really!
context: Yui!\It's open!\Hey, Ricchan...\You think we can do this well?\I've never been this nervous before.\Me too!\My hands are so cold!\Really! response:	I'm... nervous too.
context: It's open!\Hey, Ricchan...\You think we can do this well?\I've never been this nervous before.\Me too!\My hands are so cold!\Really!\I'm... nervous too. response:	This is bad!
context: Hey, Ricchan...\You think we can do this well?\I've never been this nervous before.\Me too!\My hands are so cold!\Really!\I'm... nervous too.\This is bad! response:	Want to just call it off?
context: You think we can do this well?\I've never been this nervous before.\Me too!\My hands are so cold!\Really!\I'm... nervous too.\This is bad!\Want to just call it off? response:	We can't!
context: I've never been this nervous before.\Me too!\My hands are so cold!\Really!\I'm... nervous too.\This is bad!\Want to just call it off?\We can't! response:	What will Azusa-chan think?
context: Me too!\My hands are so cold!\Really!\I'm... nervous too.\This is bad!\Want to just call it off?\We can't!\What will Azusa-chan think? response:	Of course she'll be happy!
context: My hands are so cold!\Really!\I'm... nervous too.\This is bad!\Want to just call it off?\We can't!\What will Azusa-chan think?\Of course she'll be happy! response:	I'm glad I'm not the only one with stage fright!
context: Really!\I'm... nervous too.\This is bad!\Want to just call it off?\We can't!\What will Azusa-chan think?\Of course she'll be happy!\I'm glad I'm not the only one with stage fright! response:	Of course not!
context: I'm... nervous too.\This is bad!\Want to just call it off?\We can't!\What will Azusa-chan think?\Of course she'll be happy!\I'm glad I'm not the only one with stage fright!\Of course not! response:	When I first heard Ricchan and you perform,
context: This is bad!\Want to just call it off?\We can't!\What will Azusa-chan think?\Of course she'll be happy!\I'm glad I'm not the only one with stage fright!\Of course not!\When I first heard Ricchan and you perform, response:	you played Give Me Wings, right?
context: Want to just call it off?\We can't!\What will Azusa-chan think?\Of course she'll be happy!\I'm glad I'm not the only one with stage fright!\Of course not!\When I first heard Ricchan and you perform,\you played Give Me Wings, right? response:	Then the light music club started with the four of us...
context: We can't!\What will Azusa-chan think?\Of course she'll be happy!\I'm glad I'm not the only one with stage fright!\Of course not!\When I first heard Ricchan and you perform,\you played Give Me Wings, right?\Then the light music club started with the four of us... response:	Then Azusa joined too...
context: What will Azusa-chan think?\Of course she'll be happy!\I'm glad I'm not the only one with stage fright!\Of course not!\When I first heard Ricchan and you perform,\you played Give Me Wings, right?\Then the light music club started with the four of us...\Then Azusa joined too... response:	Our club powered up from that!
context: Of course she'll be happy!\I'm glad I'm not the only one with stage fright!\Of course not!\When I first heard Ricchan and you perform,\you played Give Me Wings, right?\Then the light music club started with the four of us...\Then Azusa joined too...\Our club powered up from that! response:	Azusa's cutting gave us a much fuller sound.
context: I'm glad I'm not the only one with stage fright!\Of course not!\When I first heard Ricchan and you perform,\you played Give Me Wings, right?\Then the light music club started with the four of us...\Then Azusa joined too...\Our club powered up from that!\Azusa's cutting gave us a much fuller sound. response:	Yui's a brute forcer, after all.
context: Of course not!\When I first heard Ricchan and you perform,\you played Give Me Wings, right?\Then the light music club started with the four of us...\Then Azusa joined too...\Our club powered up from that!\Azusa's cutting gave us a much fuller sound.\Yui's a brute forcer, after all. response:	I don't want to hear that from you.
context: When I first heard Ricchan and you perform,\you played Give Me Wings, right?\Then the light music club started with the four of us...\Then Azusa joined too...\Our club powered up from that!\Azusa's cutting gave us a much fuller sound.\Yui's a brute forcer, after all.\I don't want to hear that from you. response:	I see! So Azu-nyan gave us wings!
context: you played Give Me Wings, right?\Then the light music club started with the four of us...\Then Azusa joined too...\Our club powered up from that!\Azusa's cutting gave us a much fuller sound.\Yui's a brute forcer, after all.\I don't want to hear that from you.\I see! So Azu-nyan gave us wings! response:	Azu-nyan is a cute and little angel who brought us happiness!
context: Then the light music club started with the four of us...\Then Azusa joined too...\Our club powered up from that!\Azusa's cutting gave us a much fuller sound.\Yui's a brute forcer, after all.\I don't want to hear that from you.\I see! So Azu-nyan gave us wings!\Azu-nyan is a cute and little angel who brought us happiness! response:	Angel?
context: Then Azusa joined too...\Our club powered up from that!\Azusa's cutting gave us a much fuller sound.\Yui's a brute forcer, after all.\I don't want to hear that from you.\I see! So Azu-nyan gave us wings!\Azu-nyan is a cute and little angel who brought us happiness!\Angel? response:	That's right!
context: Our club powered up from that!\Azusa's cutting gave us a much fuller sound.\Yui's a brute forcer, after all.\I don't want to hear that from you.\I see! So Azu-nyan gave us wings!\Azu-nyan is a cute and little angel who brought us happiness!\Angel?\That's right! response:	What?
context: Azusa's cutting gave us a much fuller sound.\Yui's a brute forcer, after all.\I don't want to hear that from you.\I see! So Azu-nyan gave us wings!\Azu-nyan is a cute and little angel who brought us happiness!\Angel?\That's right!\What? response:	But hey, we got to meet a wonderful angel.
context: Yui's a brute forcer, after all.\I don't want to hear that from you.\I see! So Azu-nyan gave us wings!\Azu-nyan is a cute and little angel who brought us happiness!\Angel?\That's right!\What?\But hey, we got to meet a wonderful angel. response:	How about that?
context: I don't want to hear that from you.\I see! So Azu-nyan gave us wings!\Azu-nyan is a cute and little angel who brought us happiness!\Angel?\That's right!\What?\But hey, we got to meet a wonderful angel.\How about that? response:	Wonderful!
context: I see! So Azu-nyan gave us wings!\Azu-nyan is a cute and little angel who brought us happiness!\Angel?\That's right!\What?\But hey, we got to meet a wonderful angel.\How about that?\Wonderful! response:	Isn't it a bit embarrassing?
context: Azu-nyan is a cute and little angel who brought us happiness!\Angel?\That's right!\What?\But hey, we got to meet a wonderful angel.\How about that?\Wonderful!\Isn't it a bit embarrassing? response:	No, I think it's great!
context: Angel?\That's right!\What?\But hey, we got to meet a wonderful angel.\How about that?\Wonderful!\Isn't it a bit embarrassing?\No, I think it's great! response:	This song might turn into feathers for Azy-nyan!
context: That's right!\What?\But hey, we got to meet a wonderful angel.\How about that?\Wonderful!\Isn't it a bit embarrassing?\No, I think it's great!\This song might turn into feathers for Azy-nyan! response:	It will! I hope...
context: What?\But hey, we got to meet a wonderful angel.\How about that?\Wonderful!\Isn't it a bit embarrassing?\No, I think it's great!\This song might turn into feathers for Azy-nyan!\It will! I hope... response:	It will! We put so much into it!
context: But hey, we got to meet a wonderful angel.\How about that?\Wonderful!\Isn't it a bit embarrassing?\No, I think it's great!\This song might turn into feathers for Azy-nyan!\It will! I hope...\It will! We put so much into it! response:	It's full of our love for Azusa-chan!
context: How about that?\Wonderful!\Isn't it a bit embarrassing?\No, I think it's great!\This song might turn into feathers for Azy-nyan!\It will! I hope...\It will! We put so much into it!\It's full of our love for Azusa-chan! response:	I hope she's gonna like it.
