context: now response:	Ruka-chan Still up?
context: W-Weren't you about to kiss just now?\Huh? Kiss?\Why would Umi-kun and I kiss?\He was just about to fix up my earring.\Earring? You weren't gonna kiss?\A-Anyway, he's a scumbag trying to take you, his girlfriend, for a ride!\What? Girlfriend?\What are you talking about? response:	Huh?
context: Huh? Kiss?\Why would Umi-kun and I kiss?\He was just about to fix up my earring.\Earring? You weren't gonna kiss?\A-Anyway, he's a scumbag trying to take you, his girlfriend, for a ride!\What? Girlfriend?\What are you talking about?\Huh? response:	Do you know him, Chizuru-chan?
context: Why would Umi-kun and I kiss?\He was just about to fix up my earring.\Earring? You weren't gonna kiss?\A-Anyway, he's a scumbag trying to take you, his girlfriend, for a ride!\What? Girlfriend?\What are you talking about?\Huh?\Do you know him, Chizuru-chan? response:	Uh, w-well, he goes to my college.
context: He was just about to fix up my earring.\Earring? You weren't gonna kiss?\A-Anyway, he's a scumbag trying to take you, his girlfriend, for a ride!\What? Girlfriend?\What are you talking about?\Huh?\Do you know him, Chizuru-chan?\Uh, w-well, he goes to my college. response:	I-If he's not your boyfriend, then what?!
context: Earring? You weren't gonna kiss?\A-Anyway, he's a scumbag trying to take you, his girlfriend, for a ride!\What? Girlfriend?\What are you talking about?\Huh?\Do you know him, Chizuru-chan?\Uh, w-well, he goes to my college.\I-If he's not your boyfriend, then what?! response:	Why else would you be on a date with such a pretty boy on Christmas Eve, of all days?!
context: A-Anyway, he's a scumbag trying to take you, his girlfriend, for a ride!\What? Girlfriend?\What are you talking about?\Huh?\Do you know him, Chizuru-chan?\Uh, w-well, he goes to my college.\I-If he's not your boyfriend, then what?!\Why else would you be on a date with such a pretty boy on Christmas Eve, of all days?! response:	What?
context: What? Girlfriend?\What are you talking about?\Huh?\Do you know him, Chizuru-chan?\Uh, w-well, he goes to my college.\I-If he's not your boyfriend, then what?!\Why else would you be on a date with such a pretty boy on Christmas Eve, of all days?!\What? response:	And you were talking about late-night stew and whatnot!
context: What are you talking about?\Huh?\Do you know him, Chizuru-chan?\Uh, w-well, he goes to my college.\I-If he's not your boyfriend, then what?!\Why else would you be on a date with such a pretty boy on Christmas Eve, of all days?!\What?\And you were talking about late-night stew and whatnot! response:	H-How did you...
context: Huh?\Do you know him, Chizuru-chan?\Uh, w-well, he goes to my college.\I-If he's not your boyfriend, then what?!\Why else would you be on a date with such a pretty boy on Christmas Eve, of all days?!\What?\And you were talking about late-night stew and whatnot!\H-How did you... response:	Uh... That was, erm...
context: Do you know him, Chizuru-chan?\Uh, w-well, he goes to my college.\I-If he's not your boyfriend, then what?!\Why else would you be on a date with such a pretty boy on Christmas Eve, of all days?!\What?\And you were talking about late-night stew and whatnot!\H-How did you...\Uh... That was, erm... response:	Stew? Are you talking about the script?
context: Uh, w-well, he goes to my college.\I-If he's not your boyfriend, then what?!\Why else would you be on a date with such a pretty boy on Christmas Eve, of all days?!\What?\And you were talking about late-night stew and whatnot!\H-How did you...\Uh... That was, erm...\Stew? Are you talking about the script? response:	U-Umi-kun!
context: I-If he's not your boyfriend, then what?!\Why else would you be on a date with such a pretty boy on Christmas Eve, of all days?!\What?\And you were talking about late-night stew and whatnot!\H-How did you...\Uh... That was, erm...\Stew? Are you talking about the script?\U-Umi-kun! response:	S-Script?
context: Why else would you be on a date with such a pretty boy on Christmas Eve, of all days?!\What?\And you were talking about late-night stew and whatnot!\H-How did you...\Uh... That was, erm...\Stew? Are you talking about the script?\U-Umi-kun!\S-Script? response:	Shh!
context: What?\And you were talking about late-night stew and whatnot!\H-How did you...\Uh... That was, erm...\Stew? Are you talking about the script?\U-Umi-kun!\S-Script?\Shh! response:	Oh, was I not supposed to mention that?
context: And you were talking about late-night stew and whatnot!\H-How did you...\Uh... That was, erm...\Stew? Are you talking about the script?\U-Umi-kun!\S-Script?\Shh!\Oh, was I not supposed to mention that? response:	What script? Mizuhara?
context: H-How did you...\Uh... That was, erm...\Stew? Are you talking about the script?\U-Umi-kun!\S-Script?\Shh!\Oh, was I not supposed to mention that?\What script? Mizuhara? response:	I'm an actress.
context: Uh... That was, erm...\Stew? Are you talking about the script?\U-Umi-kun!\S-Script?\Shh!\Oh, was I not supposed to mention that?\What script? Mizuhara?\I'm an actress. response:	An...
context: Stew? Are you talking about the script?\U-Umi-kun!\S-Script?\Shh!\Oh, was I not supposed to mention that?\What script? Mizuhara?\I'm an actress.\An... response:	actress?!
context: U-Umi-kun!\S-Script?\Shh!\Oh, was I not supposed to mention that?\What script? Mizuhara?\I'm an actress.\An...\actress?! response:	Or, well, I'm just starting out.
context: S-Script?\Shh!\Oh, was I not supposed to mention that?\What script? Mizuhara?\I'm an actress.\An...\actress?!\Or, well, I'm just starting out. response:	I work that job because acting school costs money, and it serves as good practice.
context: Shh!\Oh, was I not supposed to mention that?\What script? Mizuhara?\I'm an actress.\An...\actress?!\Or, well, I'm just starting out.\I work that job because acting school costs money, and it serves as good practice. response:	Umi-kun is in that school with me. He's a fellow actor.
context: Oh, was I not supposed to mention that?\What script? Mizuhara?\I'm an actress.\An...\actress?!\Or, well, I'm just starting out.\I work that job because acting school costs money, and it serves as good practice.\Umi-kun is in that school with me. He's a fellow actor. response:	Blown away
context: What script? Mizuhara?\I'm an actress.\An...\actress?!\Or, well, I'm just starting out.\I work that job because acting school costs money, and it serves as good practice.\Umi-kun is in that school with me. He's a fellow actor.\Blown away response:	Fellow actor?!
context: I'm an actress.\An...\actress?!\Or, well, I'm just starting out.\I work that job because acting school costs money, and it serves as good practice.\Umi-kun is in that school with me. He's a fellow actor.\Blown away\Fellow actor?! response:	I just had him help me with the script reading assigned to us while shopping.
context: An...\actress?!\Or, well, I'm just starting out.\I work that job because acting school costs money, and it serves as good practice.\Umi-kun is in that school with me. He's a fellow actor.\Blown away\Fellow actor?!\I just had him help me with the script reading assigned to us while shopping. response:	Script reading?!
context: actress?!\Or, well, I'm just starting out.\I work that job because acting school costs money, and it serves as good practice.\Umi-kun is in that school with me. He's a fellow actor.\Blown away\Fellow actor?!\I just had him help me with the script reading assigned to us while shopping.\Script reading?! response:	Oh, look at the time. I need to head over to the shoot.
context: Or, well, I'm just starting out.\I work that job because acting school costs money, and it serves as good practice.\Umi-kun is in that school with me. He's a fellow actor.\Blown away\Fellow actor?!\I just had him help me with the script reading assigned to us while shopping.\Script reading?!\Oh, look at the time. I need to head over to the shoot. response:	Oh, sorry about all this, Umi-kun.
context: I work that job because acting school costs money, and it serves as good practice.\Umi-kun is in that school with me. He's a fellow actor.\Blown away\Fellow actor?!\I just had him help me with the script reading assigned to us while shopping.\Script reading?!\Oh, look at the time. I need to head over to the shoot.\Oh, sorry about all this, Umi-kun. response:	H-H-Hang on a damn second!
context: Umi-kun is in that school with me. He's a fellow actor.\Blown away\Fellow actor?!\I just had him help me with the script reading assigned to us while shopping.\Script reading?!\Oh, look at the time. I need to head over to the shoot.\Oh, sorry about all this, Umi-kun.\H-H-Hang on a damn second! response:	What was that phone call in the restroom all about, then?
context: Blown away\Fellow actor?!\I just had him help me with the script reading assigned to us while shopping.\Script reading?!\Oh, look at the time. I need to head over to the shoot.\Oh, sorry about all this, Umi-kun.\H-H-Hang on a damn second!\What was that phone call in the restroom all about, then? response:	Phone call?
context: Fellow actor?!\I just had him help me with the script reading assigned to us while shopping.\Script reading?!\Oh, look at the time. I need to head over to the shoot.\Oh, sorry about all this, Umi-kun.\H-H-Hang on a damn second!\What was that phone call in the restroom all about, then?\Phone call? response:	You were talking about Mizuhara's voice and stuff.
context: I just had him help me with the script reading assigned to us while shopping.\Script reading?!\Oh, look at the time. I need to head over to the shoot.\Oh, sorry about all this, Umi-kun.\H-H-Hang on a damn second!\What was that phone call in the restroom all about, then?\Phone call?\You were talking about Mizuhara's voice and stuff. response:	Oh, gosh, you heard all that?
context: Script reading?!\Oh, look at the time. I need to head over to the shoot.\Oh, sorry about all this, Umi-kun.\H-H-Hang on a damn second!\What was that phone call in the restroom all about, then?\Phone call?\You were talking about Mizuhara's voice and stuff.\Oh, gosh, you heard all that? response:	I was just recommending Chizuru-chan to a director I know.
context: Oh, look at the time. I need to head over to the shoot.\Oh, sorry about all this, Umi-kun.\H-H-Hang on a damn second!\What was that phone call in the restroom all about, then?\Phone call?\You were talking about Mizuhara's voice and stuff.\Oh, gosh, you heard all that?\I was just recommending Chizuru-chan to a director I know. response:	I'm glad it wasn't a big deal.
context: Oh, sorry about all this, Umi-kun.\H-H-Hang on a damn second!\What was that phone call in the restroom all about, then?\Phone call?\You were talking about Mizuhara's voice and stuff.\Oh, gosh, you heard all that?\I was just recommending Chizuru-chan to a director I know.\I'm glad it wasn't a big deal. response:	Yeah, sorry again.
context: H-H-Hang on a damn second!\What was that phone call in the restroom all about, then?\Phone call?\You were talking about Mizuhara's voice and stuff.\Oh, gosh, you heard all that?\I was just recommending Chizuru-chan to a director I know.\I'm glad it wasn't a big deal.\Yeah, sorry again. response:	Later.
context: What was that phone call in the restroom all about, then?\Phone call?\You were talking about Mizuhara's voice and stuff.\Oh, gosh, you heard all that?\I was just recommending Chizuru-chan to a director I know.\I'm glad it wasn't a big deal.\Yeah, sorry again.\Later. response:	Sheesh, you're such a moron.
context: Phone call?\You were talking about Mizuhara's voice and stuff.\Oh, gosh, you heard all that?\I was just recommending Chizuru-chan to a director I know.\I'm glad it wasn't a big deal.\Yeah, sorry again.\Later.\Sheesh, you're such a moron. response:	Didn't you stop to consider you might be jumping to conclusions?
context: You were talking about Mizuhara's voice and stuff.\Oh, gosh, you heard all that?\I was just recommending Chizuru-chan to a director I know.\I'm glad it wasn't a big deal.\Yeah, sorry again.\Later.\Sheesh, you're such a moron.\Didn't you stop to consider you might be jumping to conclusions? response:	How long were you following us, anyway?
context: Oh, gosh, you heard all that?\I was just recommending Chizuru-chan to a director I know.\I'm glad it wasn't a big deal.\Yeah, sorry again.\Later.\Sheesh, you're such a moron.\Didn't you stop to consider you might be jumping to conclusions?\How long were you following us, anyway? response:	Since I spotted you at the station...
context: I was just recommending Chizuru-chan to a director I know.\I'm glad it wasn't a big deal.\Yeah, sorry again.\Later.\Sheesh, you're such a moron.\Didn't you stop to consider you might be jumping to conclusions?\How long were you following us, anyway?\Since I spotted you at the station... response:	The station? That was this afternoon!
context: I'm glad it wasn't a big deal.\Yeah, sorry again.\Later.\Sheesh, you're such a moron.\Didn't you stop to consider you might be jumping to conclusions?\How long were you following us, anyway?\Since I spotted you at the station...\The station? That was this afternoon! response:	That's simply stalking. Don't you have anything better to do in life?
context: Yeah, sorry again.\Later.\Sheesh, you're such a moron.\Didn't you stop to consider you might be jumping to conclusions?\How long were you following us, anyway?\Since I spotted you at the station...\The station? That was this afternoon!\That's simply stalking. Don't you have anything better to do in life? response:	I'm sorry, seriously.
context: Later.\Sheesh, you're such a moron.\Didn't you stop to consider you might be jumping to conclusions?\How long were you following us, anyway?\Since I spotted you at the station...\The station? That was this afternoon!\That's simply stalking. Don't you have anything better to do in life?\I'm sorry, seriously. response:	I did decide to leave.
context: Sheesh, you're such a moron.\Didn't you stop to consider you might be jumping to conclusions?\How long were you following us, anyway?\Since I spotted you at the station...\The station? That was this afternoon!\That's simply stalking. Don't you have anything better to do in life?\I'm sorry, seriously.\I did decide to leave. response:	I was convinced you two were dating, and I didn't wanna bother you on your date.
context: Didn't you stop to consider you might be jumping to conclusions?\How long were you following us, anyway?\Since I spotted you at the station...\The station? That was this afternoon!\That's simply stalking. Don't you have anything better to do in life?\I'm sorry, seriously.\I did decide to leave.\I was convinced you two were dating, and I didn't wanna bother you on your date. response:	But when I started thinking you might be getting tricked by a scumbag, I...
context: How long were you following us, anyway?\Since I spotted you at the station...\The station? That was this afternoon!\That's simply stalking. Don't you have anything better to do in life?\I'm sorry, seriously.\I did decide to leave.\I was convinced you two were dating, and I didn't wanna bother you on your date.\But when I started thinking you might be getting tricked by a scumbag, I... response:	I just couldn't ignore it.
context: Since I spotted you at the station...\The station? That was this afternoon!\That's simply stalking. Don't you have anything better to do in life?\I'm sorry, seriously.\I did decide to leave.\I was convinced you two were dating, and I didn't wanna bother you on your date.\But when I started thinking you might be getting tricked by a scumbag, I...\I just couldn't ignore it. response:	That's so stupid! Who are you, my boyfriend?!
context: The station? That was this afternoon!\That's simply stalking. Don't you have anything better to do in life?\I'm sorry, seriously.\I did decide to leave.\I was convinced you two were dating, and I didn't wanna bother you on your date.\But when I started thinking you might be getting tricked by a scumbag, I...\I just couldn't ignore it.\That's so stupid! Who are you, my boyfriend?! response:	I'm sorry, Mizuhara.
context: That's simply stalking. Don't you have anything better to do in life?\I'm sorry, seriously.\I did decide to leave.\I was convinced you two were dating, and I didn't wanna bother you on your date.\But when I started thinking you might be getting tricked by a scumbag, I...\I just couldn't ignore it.\That's so stupid! Who are you, my boyfriend?!\I'm sorry, Mizuhara. response:	I'd understand if you never wanted to see my face again.
context: I'm sorry, seriously.\I did decide to leave.\I was convinced you two were dating, and I didn't wanna bother you on your date.\But when I started thinking you might be getting tricked by a scumbag, I...\I just couldn't ignore it.\That's so stupid! Who are you, my boyfriend?!\I'm sorry, Mizuhara.\I'd understand if you never wanted to see my face again. response:	Honestly, who do I think I am?
context: I did decide to leave.\I was convinced you two were dating, and I didn't wanna bother you on your date.\But when I started thinking you might be getting tricked by a scumbag, I...\I just couldn't ignore it.\That's so stupid! Who are you, my boyfriend?!\I'm sorry, Mizuhara.\I'd understand if you never wanted to see my face again.\Honestly, who do I think I am? response:	Even I can't believe myself.
context: I was convinced you two were dating, and I didn't wanna bother you on your date.\But when I started thinking you might be getting tricked by a scumbag, I...\I just couldn't ignore it.\That's so stupid! Who are you, my boyfriend?!\I'm sorry, Mizuhara.\I'd understand if you never wanted to see my face again.\Honestly, who do I think I am?\Even I can't believe myself. response:	Worst Christmas ever.
context: But when I started thinking you might be getting tricked by a scumbag, I...\I just couldn't ignore it.\That's so stupid! Who are you, my boyfriend?!\I'm sorry, Mizuhara.\I'd understand if you never wanted to see my face again.\Honestly, who do I think I am?\Even I can't believe myself.\Worst Christmas ever. response:	An actress... Mizuhara's amazing.
context: I just couldn't ignore it.\That's so stupid! Who are you, my boyfriend?!\I'm sorry, Mizuhara.\I'd understand if you never wanted to see my face again.\Honestly, who do I think I am?\Even I can't believe myself.\Worst Christmas ever.\An actress... Mizuhara's amazing. response:	She really does live in a completely different world.
context: That's so stupid! Who are you, my boyfriend?!\I'm sorry, Mizuhara.\I'd understand if you never wanted to see my face again.\Honestly, who do I think I am?\Even I can't believe myself.\Worst Christmas ever.\An actress... Mizuhara's amazing.\She really does live in a completely different world. response:	I truly have... fallen...
context: I'm sorry, Mizuhara.\I'd understand if you never wanted to see my face again.\Honestly, who do I think I am?\Even I can't believe myself.\Worst Christmas ever.\An actress... Mizuhara's amazing.\She really does live in a completely different world.\I truly have... fallen... response:	Here.
context: I'd understand if you never wanted to see my face again.\Honestly, who do I think I am?\Even I can't believe myself.\Worst Christmas ever.\An actress... Mizuhara's amazing.\She really does live in a completely different world.\I truly have... fallen...\Here. response:	U-Umi-kun only had free time today.
context: Honestly, who do I think I am?\Even I can't believe myself.\Worst Christmas ever.\An actress... Mizuhara's amazing.\She really does live in a completely different world.\I truly have... fallen...\Here.\U-Umi-kun only had free time today. response:	And I figured I needed a guy's opinion if I was picking something out for a guy.
context: Even I can't believe myself.\Worst Christmas ever.\An actress... Mizuhara's amazing.\She really does live in a completely different world.\I truly have... fallen...\Here.\U-Umi-kun only had free time today.\And I figured I needed a guy's opinion if I was picking something out for a guy. response:	A phone case?
context: Worst Christmas ever.\An actress... Mizuhara's amazing.\She really does live in a completely different world.\I truly have... fallen...\Here.\U-Umi-kun only had free time today.\And I figured I needed a guy's opinion if I was picking something out for a guy.\A phone case? response:	I-I mean, you've been using your broken phone without a case.
context: An actress... Mizuhara's amazing.\She really does live in a completely different world.\I truly have... fallen...\Here.\U-Umi-kun only had free time today.\And I figured I needed a guy's opinion if I was picking something out for a guy.\A phone case?\I-I mean, you've been using your broken phone without a case. response:	It looks awful like that.
context: She really does live in a completely different world.\I truly have... fallen...\Here.\U-Umi-kun only had free time today.\And I figured I needed a guy's opinion if I was picking something out for a guy.\A phone case?\I-I mean, you've been using your broken phone without a case.\It looks awful like that. response:	Mizuhara?
context: I truly have... fallen...\Here.\U-Umi-kun only had free time today.\And I figured I needed a guy's opinion if I was picking something out for a guy.\A phone case?\I-I mean, you've been using your broken phone without a case.\It looks awful like that.\Mizuhara? response:	Th-That said, our secret belongs to both of us.
context: Here.\U-Umi-kun only had free time today.\And I figured I needed a guy's opinion if I was picking something out for a guy.\A phone case?\I-I mean, you've been using your broken phone without a case.\It looks awful like that.\Mizuhara?\Th-That said, our secret belongs to both of us. response:	And I feel bad that I left you to deal with the Ruka-chan issue alone.
context: U-Umi-kun only had free time today.\And I figured I needed a guy's opinion if I was picking something out for a guy.\A phone case?\I-I mean, you've been using your broken phone without a case.\It looks awful like that.\Mizuhara?\Th-That said, our secret belongs to both of us.\And I feel bad that I left you to deal with the Ruka-chan issue alone. response:	I-It's not a gift or anything, okay?
context: And I figured I needed a guy's opinion if I was picking something out for a guy.\A phone case?\I-I mean, you've been using your broken phone without a case.\It looks awful like that.\Mizuhara?\Th-That said, our secret belongs to both of us.\And I feel bad that I left you to deal with the Ruka-chan issue alone.\I-It's not a gift or anything, okay? response:	Just a token of my apology.
context: A phone case?\I-I mean, you've been using your broken phone without a case.\It looks awful like that.\Mizuhara?\Th-That said, our secret belongs to both of us.\And I feel bad that I left you to deal with the Ruka-chan issue alone.\I-It's not a gift or anything, okay?\Just a token of my apology. response:	And so...
context: I-I mean, you've been using your broken phone without a case.\It looks awful like that.\Mizuhara?\Th-That said, our secret belongs to both of us.\And I feel bad that I left you to deal with the Ruka-chan issue alone.\I-It's not a gift or anything, okay?\Just a token of my apology.\And so... response:	H-Hey, what are you crying for?!
context: It looks awful like that.\Mizuhara?\Th-That said, our secret belongs to both of us.\And I feel bad that I left you to deal with the Ruka-chan issue alone.\I-It's not a gift or anything, okay?\Just a token of my apology.\And so...\H-Hey, what are you crying for?! response:	I told you, it's not a gift or anything!
context: Mizuhara?\Th-That said, our secret belongs to both of us.\And I feel bad that I left you to deal with the Ruka-chan issue alone.\I-It's not a gift or anything, okay?\Just a token of my apology.\And so...\H-Hey, what are you crying for?!\I told you, it's not a gift or anything! response:	Sorry, it's just...
context: Th-That said, our secret belongs to both of us.\And I feel bad that I left you to deal with the Ruka-chan issue alone.\I-It's not a gift or anything, okay?\Just a token of my apology.\And so...\H-Hey, what are you crying for?!\I told you, it's not a gift or anything!\Sorry, it's just... response:	This is the first time a girl's ever given me anything on Christmas.
context: And I feel bad that I left you to deal with the Ruka-chan issue alone.\I-It's not a gift or anything, okay?\Just a token of my apology.\And so...\H-Hey, what are you crying for?!\I told you, it's not a gift or anything!\Sorry, it's just...\This is the first time a girl's ever given me anything on Christmas. response:	I've always been a hopelessly moronic loser...
context: I-It's not a gift or anything, okay?\Just a token of my apology.\And so...\H-Hey, what are you crying for?!\I told you, it's not a gift or anything!\Sorry, it's just...\This is the first time a girl's ever given me anything on Christmas.\I've always been a hopelessly moronic loser... response:	Aw, he's crying.
context: Just a token of my apology.\And so...\H-Hey, what are you crying for?!\I told you, it's not a gift or anything!\Sorry, it's just...\This is the first time a girl's ever given me anything on Christmas.\I've always been a hopelessly moronic loser...\Aw, he's crying. response:	Did he get dumped?
context: And so...\H-Hey, what are you crying for?!\I told you, it's not a gift or anything!\Sorry, it's just...\This is the first time a girl's ever given me anything on Christmas.\I've always been a hopelessly moronic loser...\Aw, he's crying.\Did he get dumped? response:	Aw, jeez.
context: H-Hey, what are you crying for?!\I told you, it's not a gift or anything!\Sorry, it's just...\This is the first time a girl's ever given me anything on Christmas.\I've always been a hopelessly moronic loser...\Aw, he's crying.\Did he get dumped?\Aw, jeez. response:	But, together with Mizuhara,
context: I told you, it's not a gift or anything!\Sorry, it's just...\This is the first time a girl's ever given me anything on Christmas.\I've always been a hopelessly moronic loser...\Aw, he's crying.\Did he get dumped?\Aw, jeez.\But, together with Mizuhara, response:	my life is starting to take on new color.
context: Sorry, it's just...\This is the first time a girl's ever given me anything on Christmas.\I've always been a hopelessly moronic loser...\Aw, he's crying.\Did he get dumped?\Aw, jeez.\But, together with Mizuhara,\my life is starting to take on new color. response:	Oh, it's snowing.
context: This is the first time a girl's ever given me anything on Christmas.\I've always been a hopelessly moronic loser...\Aw, he's crying.\Did he get dumped?\Aw, jeez.\But, together with Mizuhara,\my life is starting to take on new color.\Oh, it's snowing. response:	Mizuhara!
context: I've always been a hopelessly moronic loser...\Aw, he's crying.\Did he get dumped?\Aw, jeez.\But, together with Mizuhara,\my life is starting to take on new color.\Oh, it's snowing.\Mizuhara! response:	You're taking anything but the subway back home.
context: Aw, he's crying.\Did he get dumped?\Aw, jeez.\But, together with Mizuhara,\my life is starting to take on new color.\Oh, it's snowing.\Mizuhara!\You're taking anything but the subway back home. response:	Wha?!
context: Did he get dumped?\Aw, jeez.\But, together with Mizuhara,\my life is starting to take on new color.\Oh, it's snowing.\Mizuhara!\You're taking anything but the subway back home.\Wha?! response:	You're so childish
context: Aw, jeez.\But, together with Mizuhara,\my life is starting to take on new color.\Oh, it's snowing.\Mizuhara!\You're taking anything but the subway back home.\Wha?!\You're so childish response:	Puts men to shame
context: But, together with Mizuhara,\my life is starting to take on new color.\Oh, it's snowing.\Mizuhara!\You're taking anything but the subway back home.\Wha?!\You're so childish\Puts men to shame response:	Already a chief at her young age
context: my life is starting to take on new color.\Oh, it's snowing.\Mizuhara!\You're taking anything but the subway back home.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age response:	Sensei!
context: Oh, it's snowing.\Mizuhara!\You're taking anything but the subway back home.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei! response:	I need your help with homework!
context: Mizuhara!\You're taking anything but the subway back home.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework! response:	Mizuhara, an actress?
context: You're taking anything but the subway back home.\Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Mizuhara, an actress? response:	I know nothing about showbiz.
context: Wha?!\You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Mizuhara, an actress?\I know nothing about showbiz. response:	Don't be modest, Kazuya-kun.
context: You're so childish\Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Mizuhara, an actress?\I know nothing about showbiz.\Don't be modest, Kazuya-kun. response:	I know you have a ton of movies on DVD.
context: Puts men to shame\Already a chief at her young age\Sensei!\I need your help with homework!\Mizuhara, an actress?\I know nothing about showbiz.\Don't be modest, Kazuya-kun.\I know you have a ton of movies on DVD. response:	Wow, that's surprising. What kind of movies do you like?
context: Already a chief at her young age\Sensei!\I need your help with homework!\Mizuhara, an actress?\I know nothing about showbiz.\Don't be modest, Kazuya-kun.\I know you have a ton of movies on DVD.\Wow, that's surprising. What kind of movies do you like? response:	The ones I saw in his place were, like,
context: Sensei!\I need your help with homework!\Mizuhara, an actress?\I know nothing about showbiz.\Don't be modest, Kazuya-kun.\I know you have a ton of movies on DVD.\Wow, that's surprising. What kind of movies do you like?\The ones I saw in his place were, like, response:	Magic Mirror Something or Stop Time and Something.
context: I need your help with homework!\Mizuhara, an actress?\I know nothing about showbiz.\Don't be modest, Kazuya-kun.\I know you have a ton of movies on DVD.\Wow, that's surprising. What kind of movies do you like?\The ones I saw in his place were, like,\Magic Mirror Something or Stop Time and Something. response:	Ones with really long titles.
context: Mizuhara, an actress?\I know nothing about showbiz.\Don't be modest, Kazuya-kun.\I know you have a ton of movies on DVD.\Wow, that's surprising. What kind of movies do you like?\The ones I saw in his place were, like,\Magic Mirror Something or Stop Time and Something.\Ones with really long titles. response:	Wait, those aren't movies!
context: I know nothing about showbiz.\Don't be modest, Kazuya-kun.\I know you have a ton of movies on DVD.\Wow, that's surprising. What kind of movies do you like?\The ones I saw in his place were, like,\Magic Mirror Something or Stop Time and Something.\Ones with really long titles.\Wait, those aren't movies! response:	I saw that one coming.
context: Don't be modest, Kazuya-kun.\I know you have a ton of movies on DVD.\Wow, that's surprising. What kind of movies do you like?\The ones I saw in his place were, like,\Magic Mirror Something or Stop Time and Something.\Ones with really long titles.\Wait, those aren't movies!\I saw that one coming. response:	On the next episode of Rent-a-Girlfriend!
context: I know you have a ton of movies on DVD.\Wow, that's surprising. What kind of movies do you like?\The ones I saw in his place were, like,\Magic Mirror Something or Stop Time and Something.\Ones with really long titles.\Wait, those aren't movies!\I saw that one coming.\On the next episode of Rent-a-Girlfriend! response:	Lies...
context: Wow, that's surprising. What kind of movies do you like?\The ones I saw in his place were, like,\Magic Mirror Something or Stop Time and Something.\Ones with really long titles.\Wait, those aren't movies!\I saw that one coming.\On the next episode of Rent-a-Girlfriend!\Lies... response:	I-I can explain, Mizuhara!
context: The ones I saw in his place were, like,\Magic Mirror Something or Stop Time and Something.\Ones with really long titles.\Wait, those aren't movies!\I saw that one coming.\On the next episode of Rent-a-Girlfriend!\Lies...\I-I can explain, Mizuhara! response:	Stay away from me.
