context: So, you are the Black King and his subjects. response:	You said you would destroy the humans. You boasted so boldly.
context: Father, Adolf Hitler, was also a respectable Drifter.\He formed the incredibly efficient bureaucratic government.\He eliminated nepotism and centralized the wealth.\Then, he meticulously crafted a strict hierarchy.\Thus, he unified the people and formed a centralized government...\We did such incredible work.\Otherwise, how could we have fought against\other races surrounding us for fifty years?! response:	You, I saw a man who had the same eyes as yours.
context: He formed the incredibly efficient bureaucratic government.\He eliminated nepotism and centralized the wealth.\Then, he meticulously crafted a strict hierarchy.\Thus, he unified the people and formed a centralized government...\We did such incredible work.\Otherwise, how could we have fought against\other races surrounding us for fifty years?!\You, I saw a man who had the same eyes as yours. response:	I didn't know who he was or what he was talking about,
context: He eliminated nepotism and centralized the wealth.\Then, he meticulously crafted a strict hierarchy.\Thus, he unified the people and formed a centralized government...\We did such incredible work.\Otherwise, how could we have fought against\other races surrounding us for fifty years?!\You, I saw a man who had the same eyes as yours.\I didn't know who he was or what he was talking about, response:	but the man stuffed his own tea kettle with gunpowder and died in the explosion.
context: Then, he meticulously crafted a strict hierarchy.\Thus, he unified the people and formed a centralized government...\We did such incredible work.\Otherwise, how could we have fought against\other races surrounding us for fifty years?!\You, I saw a man who had the same eyes as yours.\I didn't know who he was or what he was talking about,\but the man stuffed his own tea kettle with gunpowder and died in the explosion. response:	He was that sort of monster.
context: Thus, he unified the people and formed a centralized government...\We did such incredible work.\Otherwise, how could we have fought against\other races surrounding us for fifty years?!\You, I saw a man who had the same eyes as yours.\I didn't know who he was or what he was talking about,\but the man stuffed his own tea kettle with gunpowder and died in the explosion.\He was that sort of monster. response:	Are you talking about Matsunaga Danjo?
context: We did such incredible work.\Otherwise, how could we have fought against\other races surrounding us for fifty years?!\You, I saw a man who had the same eyes as yours.\I didn't know who he was or what he was talking about,\but the man stuffed his own tea kettle with gunpowder and died in the explosion.\He was that sort of monster.\Are you talking about Matsunaga Danjo? response:	Oh dear, you're lumping me in with the likes of him? How terrible!
context: Otherwise, how could we have fought against\other races surrounding us for fifty years?!\You, I saw a man who had the same eyes as yours.\I didn't know who he was or what he was talking about,\but the man stuffed his own tea kettle with gunpowder and died in the explosion.\He was that sort of monster.\Are you talking about Matsunaga Danjo?\Oh dear, you're lumping me in with the likes of him? How terrible! response:	Does he already know about us? We can't let our guard down.
context: other races surrounding us for fifty years?!\You, I saw a man who had the same eyes as yours.\I didn't know who he was or what he was talking about,\but the man stuffed his own tea kettle with gunpowder and died in the explosion.\He was that sort of monster.\Are you talking about Matsunaga Danjo?\Oh dear, you're lumping me in with the likes of him? How terrible!\Does he already know about us? We can't let our guard down. response:	So, what brought you here, Count Saint-Germi?
context: You, I saw a man who had the same eyes as yours.\I didn't know who he was or what he was talking about,\but the man stuffed his own tea kettle with gunpowder and died in the explosion.\He was that sort of monster.\Are you talking about Matsunaga Danjo?\Oh dear, you're lumping me in with the likes of him? How terrible!\Does he already know about us? We can't let our guard down.\So, what brought you here, Count Saint-Germi? response:	I came to verify that you are worth joining forces with.
context: I didn't know who he was or what he was talking about,\but the man stuffed his own tea kettle with gunpowder and died in the explosion.\He was that sort of monster.\Are you talking about Matsunaga Danjo?\Oh dear, you're lumping me in with the likes of him? How terrible!\Does he already know about us? We can't let our guard down.\So, what brought you here, Count Saint-Germi?\I came to verify that you are worth joining forces with. response:	You are the leader, Shimazu Toyohisa, are you not?
context: but the man stuffed his own tea kettle with gunpowder and died in the explosion.\He was that sort of monster.\Are you talking about Matsunaga Danjo?\Oh dear, you're lumping me in with the likes of him? How terrible!\Does he already know about us? We can't let our guard down.\So, what brought you here, Count Saint-Germi?\I came to verify that you are worth joining forces with.\You are the leader, Shimazu Toyohisa, are you not? response:	That's right. Once again, I can't tell if the person before me is a man or a woman.
context: He was that sort of monster.\Are you talking about Matsunaga Danjo?\Oh dear, you're lumping me in with the likes of him? How terrible!\Does he already know about us? We can't let our guard down.\So, what brought you here, Count Saint-Germi?\I came to verify that you are worth joining forces with.\You are the leader, Shimazu Toyohisa, are you not?\That's right. Once again, I can't tell if the person before me is a man or a woman. response:	Who the hell are you?! Are you a man of Orte?
context: Are you talking about Matsunaga Danjo?\Oh dear, you're lumping me in with the likes of him? How terrible!\Does he already know about us? We can't let our guard down.\So, what brought you here, Count Saint-Germi?\I came to verify that you are worth joining forces with.\You are the leader, Shimazu Toyohisa, are you not?\That's right. Once again, I can't tell if the person before me is a man or a woman.\Who the hell are you?! Are you a man of Orte? response:	Well, I may be a man of Orte...
context: Oh dear, you're lumping me in with the likes of him? How terrible!\Does he already know about us? We can't let our guard down.\So, what brought you here, Count Saint-Germi?\I came to verify that you are worth joining forces with.\You are the leader, Shimazu Toyohisa, are you not?\That's right. Once again, I can't tell if the person before me is a man or a woman.\Who the hell are you?! Are you a man of Orte?\Well, I may be a man of Orte... response:	He read my move!
context: Does he already know about us? We can't let our guard down.\So, what brought you here, Count Saint-Germi?\I came to verify that you are worth joining forces with.\You are the leader, Shimazu Toyohisa, are you not?\That's right. Once again, I can't tell if the person before me is a man or a woman.\Who the hell are you?! Are you a man of Orte?\Well, I may be a man of Orte...\He read my move! response:	His swordsmanship is great, but his bloodthirst is weak.
context: So, what brought you here, Count Saint-Germi?\I came to verify that you are worth joining forces with.\You are the leader, Shimazu Toyohisa, are you not?\That's right. Once again, I can't tell if the person before me is a man or a woman.\Who the hell are you?! Are you a man of Orte?\Well, I may be a man of Orte...\He read my move!\His swordsmanship is great, but his bloodthirst is weak. response:	Who the hell are you?!
context: I came to verify that you are worth joining forces with.\You are the leader, Shimazu Toyohisa, are you not?\That's right. Once again, I can't tell if the person before me is a man or a woman.\Who the hell are you?! Are you a man of Orte?\Well, I may be a man of Orte...\He read my move!\His swordsmanship is great, but his bloodthirst is weak.\Who the hell are you?! response:	It's too bad. In thirty years, you would totally be my type.
context: You are the leader, Shimazu Toyohisa, are you not?\That's right. Once again, I can't tell if the person before me is a man or a woman.\Who the hell are you?! Are you a man of Orte?\Well, I may be a man of Orte...\He read my move!\His swordsmanship is great, but his bloodthirst is weak.\Who the hell are you?!\It's too bad. In thirty years, you would totally be my type. response:	But there's nothing I can do about it. I am sorry if I end up killing you!
context: That's right. Once again, I can't tell if the person before me is a man or a woman.\Who the hell are you?! Are you a man of Orte?\Well, I may be a man of Orte...\He read my move!\His swordsmanship is great, but his bloodthirst is weak.\Who the hell are you?!\It's too bad. In thirty years, you would totally be my type.\But there's nothing I can do about it. I am sorry if I end up killing you! response:	It would've been dangerous if you were a bearded elderly veteran.
context: Who the hell are you?! Are you a man of Orte?\Well, I may be a man of Orte...\He read my move!\His swordsmanship is great, but his bloodthirst is weak.\Who the hell are you?!\It's too bad. In thirty years, you would totally be my type.\But there's nothing I can do about it. I am sorry if I end up killing you!\It would've been dangerous if you were a bearded elderly veteran. response:	Curse yourself for being young!
context: Well, I may be a man of Orte...\He read my move!\His swordsmanship is great, but his bloodthirst is weak.\Who the hell are you?!\It's too bad. In thirty years, you would totally be my type.\But there's nothing I can do about it. I am sorry if I end up killing you!\It would've been dangerous if you were a bearded elderly veteran.\Curse yourself for being young! response:	Hey, old man.
context: He read my move!\His swordsmanship is great, but his bloodthirst is weak.\Who the hell are you?!\It's too bad. In thirty years, you would totally be my type.\But there's nothing I can do about it. I am sorry if I end up killing you!\It would've been dangerous if you were a bearded elderly veteran.\Curse yourself for being young!\Hey, old man. response:	What's wrong, Allister?!
context: His swordsmanship is great, but his bloodthirst is weak.\Who the hell are you?!\It's too bad. In thirty years, you would totally be my type.\But there's nothing I can do about it. I am sorry if I end up killing you!\It would've been dangerous if you were a bearded elderly veteran.\Curse yourself for being young!\Hey, old man.\What's wrong, Allister?! response:	Fulame! I can't take this anymore... Can't even stand up.
context: Who the hell are you?!\It's too bad. In thirty years, you would totally be my type.\But there's nothing I can do about it. I am sorry if I end up killing you!\It would've been dangerous if you were a bearded elderly veteran.\Curse yourself for being young!\Hey, old man.\What's wrong, Allister?!\Fulame! I can't take this anymore... Can't even stand up. response:	How dare you do this to Allister?!
context: It's too bad. In thirty years, you would totally be my type.\But there's nothing I can do about it. I am sorry if I end up killing you!\It would've been dangerous if you were a bearded elderly veteran.\Curse yourself for being young!\Hey, old man.\What's wrong, Allister?!\Fulame! I can't take this anymore... Can't even stand up.\How dare you do this to Allister?! response:	I didn't do anything.
context: But there's nothing I can do about it. I am sorry if I end up killing you!\It would've been dangerous if you were a bearded elderly veteran.\Curse yourself for being young!\Hey, old man.\What's wrong, Allister?!\Fulame! I can't take this anymore... Can't even stand up.\How dare you do this to Allister?!\I didn't do anything. response:	But you and that old man are outside my strike zone, so I'll be just fine!
context: It would've been dangerous if you were a bearded elderly veteran.\Curse yourself for being young!\Hey, old man.\What's wrong, Allister?!\Fulame! I can't take this anymore... Can't even stand up.\How dare you do this to Allister?!\I didn't do anything.\But you and that old man are outside my strike zone, so I'll be just fine! response:	Here I come!
context: Curse yourself for being young!\Hey, old man.\What's wrong, Allister?!\Fulame! I can't take this anymore... Can't even stand up.\How dare you do this to Allister?!\I didn't do anything.\But you and that old man are outside my strike zone, so I'll be just fine!\Here I come! response:	I won't let you beat me
context: Hey, old man.\What's wrong, Allister?!\Fulame! I can't take this anymore... Can't even stand up.\How dare you do this to Allister?!\I didn't do anything.\But you and that old man are outside my strike zone, so I'll be just fine!\Here I come!\I won't let you beat me response:	unless a boy with a ponytail and bangs over one eye appears!
context: What's wrong, Allister?!\Fulame! I can't take this anymore... Can't even stand up.\How dare you do this to Allister?!\I didn't do anything.\But you and that old man are outside my strike zone, so I'll be just fine!\Here I come!\I won't let you beat me\unless a boy with a ponytail and bangs over one eye appears! response:	Toyohisa, we have a problem.
context: Fulame! I can't take this anymore... Can't even stand up.\How dare you do this to Allister?!\I didn't do anything.\But you and that old man are outside my strike zone, so I'll be just fine!\Here I come!\I won't let you beat me\unless a boy with a ponytail and bangs over one eye appears!\Toyohisa, we have a problem. response:	My expert subordinates are evaluating your leader by now.
context: How dare you do this to Allister?!\I didn't do anything.\But you and that old man are outside my strike zone, so I'll be just fine!\Here I come!\I won't let you beat me\unless a boy with a ponytail and bangs over one eye appears!\Toyohisa, we have a problem.\My expert subordinates are evaluating your leader by now. response:	Well, we'll see.
context: I didn't do anything.\But you and that old man are outside my strike zone, so I'll be just fine!\Here I come!\I won't let you beat me\unless a boy with a ponytail and bangs over one eye appears!\Toyohisa, we have a problem.\My expert subordinates are evaluating your leader by now.\Well, we'll see. response:	Princess!
context: But you and that old man are outside my strike zone, so I'll be just fine!\Here I come!\I won't let you beat me\unless a boy with a ponytail and bangs over one eye appears!\Toyohisa, we have a problem.\My expert subordinates are evaluating your leader by now.\Well, we'll see.\Princess! response:	Help!
context: Here I come!\I won't let you beat me\unless a boy with a ponytail and bangs over one eye appears!\Toyohisa, we have a problem.\My expert subordinates are evaluating your leader by now.\Well, we'll see.\Princess!\Help! response:	Where are you going?
context: I won't let you beat me\unless a boy with a ponytail and bangs over one eye appears!\Toyohisa, we have a problem.\My expert subordinates are evaluating your leader by now.\Well, we'll see.\Princess!\Help!\Where are you going? response:	Oh, Toyo. What happened?
context: unless a boy with a ponytail and bangs over one eye appears!\Toyohisa, we have a problem.\My expert subordinates are evaluating your leader by now.\Well, we'll see.\Princess!\Help!\Where are you going?\Oh, Toyo. What happened? response:	I don't know what is going on, but I hit him hard.
context: Toyohisa, we have a problem.\My expert subordinates are evaluating your leader by now.\Well, we'll see.\Princess!\Help!\Where are you going?\Oh, Toyo. What happened?\I don't know what is going on, but I hit him hard. response:	There are many people in this world whose gender I can't figure out.
context: My expert subordinates are evaluating your leader by now.\Well, we'll see.\Princess!\Help!\Where are you going?\Oh, Toyo. What happened?\I don't know what is going on, but I hit him hard.\There are many people in this world whose gender I can't figure out. response:	What the hell are you?
context: Well, we'll see.\Princess!\Help!\Where are you going?\Oh, Toyo. What happened?\I don't know what is going on, but I hit him hard.\There are many people in this world whose gender I can't figure out.\What the hell are you? response:	I am a traitor.
context: Princess!\Help!\Where are you going?\Oh, Toyo. What happened?\I don't know what is going on, but I hit him hard.\There are many people in this world whose gender I can't figure out.\What the hell are you?\I am a traitor. response:	A traitor?
context: Help!\Where are you going?\Oh, Toyo. What happened?\I don't know what is going on, but I hit him hard.\There are many people in this world whose gender I can't figure out.\What the hell are you?\I am a traitor.\A traitor? response:	That's right.
context: Where are you going?\Oh, Toyo. What happened?\I don't know what is going on, but I hit him hard.\There are many people in this world whose gender I can't figure out.\What the hell are you?\I am a traitor.\A traitor?\That's right. response:	I came to sell off the Orte Empire.
context: Oh, Toyo. What happened?\I don't know what is going on, but I hit him hard.\There are many people in this world whose gender I can't figure out.\What the hell are you?\I am a traitor.\A traitor?\That's right.\I came to sell off the Orte Empire. response:	I can give you a huge discount and a great deal right now.
context: I don't know what is going on, but I hit him hard.\There are many people in this world whose gender I can't figure out.\What the hell are you?\I am a traitor.\A traitor?\That's right.\I came to sell off the Orte Empire.\I can give you a huge discount and a great deal right now. response:	-The empire...? -Sell off...?
context: There are many people in this world whose gender I can't figure out.\What the hell are you?\I am a traitor.\A traitor?\That's right.\I came to sell off the Orte Empire.\I can give you a huge discount and a great deal right now.\-The empire...? -Sell off...? response:	That's correct... while it is still worth something.
context: What the hell are you?\I am a traitor.\A traitor?\That's right.\I came to sell off the Orte Empire.\I can give you a huge discount and a great deal right now.\-The empire...? -Sell off...?\That's correct... while it is still worth something. response:	When a country falls, it must fall in the proper way.
context: I am a traitor.\A traitor?\That's right.\I came to sell off the Orte Empire.\I can give you a huge discount and a great deal right now.\-The empire...? -Sell off...?\That's correct... while it is still worth something.\When a country falls, it must fall in the proper way. response:	It would be unbearable if the armed forces of the other countries invaded Orte
context: A traitor?\That's right.\I came to sell off the Orte Empire.\I can give you a huge discount and a great deal right now.\-The empire...? -Sell off...?\That's correct... while it is still worth something.\When a country falls, it must fall in the proper way.\It would be unbearable if the armed forces of the other countries invaded Orte response:	and forced us to sign an instrument of surrender, fracturing the state.
context: That's right.\I came to sell off the Orte Empire.\I can give you a huge discount and a great deal right now.\-The empire...? -Sell off...?\That's correct... while it is still worth something.\When a country falls, it must fall in the proper way.\It would be unbearable if the armed forces of the other countries invaded Orte\and forced us to sign an instrument of surrender, fracturing the state. response:	So, what do you expect us to do?
context: I came to sell off the Orte Empire.\I can give you a huge discount and a great deal right now.\-The empire...? -Sell off...?\That's correct... while it is still worth something.\When a country falls, it must fall in the proper way.\It would be unbearable if the armed forces of the other countries invaded Orte\and forced us to sign an instrument of surrender, fracturing the state.\So, what do you expect us to do? response:	We need to destroy Orte effectively with one blow while it still holds power.
context: I can give you a huge discount and a great deal right now.\-The empire...? -Sell off...?\That's correct... while it is still worth something.\When a country falls, it must fall in the proper way.\It would be unbearable if the armed forces of the other countries invaded Orte\and forced us to sign an instrument of surrender, fracturing the state.\So, what do you expect us to do?\We need to destroy Orte effectively with one blow while it still holds power. response:	Sound good?
context: -The empire...? -Sell off...?\That's correct... while it is still worth something.\When a country falls, it must fall in the proper way.\It would be unbearable if the armed forces of the other countries invaded Orte\and forced us to sign an instrument of surrender, fracturing the state.\So, what do you expect us to do?\We need to destroy Orte effectively with one blow while it still holds power.\Sound good? response:	Androgynous Closing Sale
context: That's correct... while it is still worth something.\When a country falls, it must fall in the proper way.\It would be unbearable if the armed forces of the other countries invaded Orte\and forced us to sign an instrument of surrender, fracturing the state.\So, what do you expect us to do?\We need to destroy Orte effectively with one blow while it still holds power.\Sound good?\Androgynous Closing Sale response:	Flintlock Musketeers
context: When a country falls, it must fall in the proper way.\It would be unbearable if the armed forces of the other countries invaded Orte\and forced us to sign an instrument of surrender, fracturing the state.\So, what do you expect us to do?\We need to destroy Orte effectively with one blow while it still holds power.\Sound good?\Androgynous Closing Sale\Flintlock Musketeers response:	Devil Shimazu
context: It would be unbearable if the armed forces of the other countries invaded Orte\and forced us to sign an instrument of surrender, fracturing the state.\So, what do you expect us to do?\We need to destroy Orte effectively with one blow while it still holds power.\Sound good?\Androgynous Closing Sale\Flintlock Musketeers\Devil Shimazu response:	Act 11 The Adventure of the Pistol Daimyo Bullet Counting Song
