context: Signs response:	Ending Romaji
context: Yeah, the Palmtop Tiger!\She went to this school last year.\Moreover, she's Takasu-senpai's girlfriend!\There's something in this world that nobody has seen yet.\It's something gentle, and very sweet.\And if you ever laid eyes on it,\you would yearn for it.\That's why no one has ever seen it. response:	The world hid it so that no one could get their hands on it easily.
context: She went to this school last year.\Moreover, she's Takasu-senpai's girlfriend!\There's something in this world that nobody has seen yet.\It's something gentle, and very sweet.\And if you ever laid eyes on it,\you would yearn for it.\That's why no one has ever seen it.\The world hid it so that no one could get their hands on it easily. response:	However, someday, someone will find it.
context: Moreover, she's Takasu-senpai's girlfriend!\There's something in this world that nobody has seen yet.\It's something gentle, and very sweet.\And if you ever laid eyes on it,\you would yearn for it.\That's why no one has ever seen it.\The world hid it so that no one could get their hands on it easily.\However, someday, someone will find it. response:	The one person who is destined to find it will be able to find it.
context: There's something in this world that nobody has seen yet.\It's something gentle, and very sweet.\And if you ever laid eyes on it,\you would yearn for it.\That's why no one has ever seen it.\The world hid it so that no one could get their hands on it easily.\However, someday, someone will find it.\The one person who is destined to find it will be able to find it. response:	What?
context: It's something gentle, and very sweet.\And if you ever laid eyes on it,\you would yearn for it.\That's why no one has ever seen it.\The world hid it so that no one could get their hands on it easily.\However, someday, someone will find it.\The one person who is destined to find it will be able to find it.\What? response:	I was planning to surprise you...
context: And if you ever laid eyes on it,\you would yearn for it.\That's why no one has ever seen it.\The world hid it so that no one could get their hands on it easily.\However, someday, someone will find it.\The one person who is destined to find it will be able to find it.\What?\I was planning to surprise you... response:	It seems like you grew.
context: you would yearn for it.\That's why no one has ever seen it.\The world hid it so that no one could get their hands on it easily.\However, someday, someone will find it.\The one person who is destined to find it will be able to find it.\What?\I was planning to surprise you...\It seems like you grew. response:	Not even a millimetre.
context: That's why no one has ever seen it.\The world hid it so that no one could get their hands on it easily.\However, someday, someone will find it.\The one person who is destined to find it will be able to find it.\What?\I was planning to surprise you...\It seems like you grew.\Not even a millimetre. response:	I'm sorry.
context: The world hid it so that no one could get their hands on it easily.\However, someday, someone will find it.\The one person who is destined to find it will be able to find it.\What?\I was planning to surprise you...\It seems like you grew.\Not even a millimetre.\I'm sorry. response:	Listen...
context: However, someday, someone will find it.\The one person who is destined to find it will be able to find it.\What?\I was planning to surprise you...\It seems like you grew.\Not even a millimetre.\I'm sorry.\Listen... response:	I love you.
context: The one person who is destined to find it will be able to find it.\What?\I was planning to surprise you...\It seems like you grew.\Not even a millimetre.\I'm sorry.\Listen...\I love you. response:	Tai -
context: What?\I was planning to surprise you...\It seems like you grew.\Not even a millimetre.\I'm sorry.\Listen...\I love you.\Tai - response:	W-Why would you say something embarrassing like that?!
context: I was planning to surprise you...\It seems like you grew.\Not even a millimetre.\I'm sorry.\Listen...\I love you.\Tai -\W-Why would you say something embarrassing like that?! response:	You should've waited for a better mood or something...
context: It seems like you grew.\Not even a millimetre.\I'm sorry.\Listen...\I love you.\Tai -\W-Why would you say something embarrassing like that?!\You should've waited for a better mood or something... response:	That's just how it is.
