context: One-inch Princess? response:	Really? Does she really exist?
context: You knew that Onee-chan didn't go to the (dance) workshop, right?\She's horrible...\Asuka-chan.\Chiyomi has her reasons.\But, she just can't say anything right now.\She's suffering too.\She struggling to figure out how to come with smiling.\So, can you... response:	can you wait just a little bit more?
context: She's horrible...\Asuka-chan.\Chiyomi has her reasons.\But, she just can't say anything right now.\She's suffering too.\She struggling to figure out how to come with smiling.\So, can you...\can you wait just a little bit more? response:	Oni-chan, does that mean
context: Asuka-chan.\Chiyomi has her reasons.\But, she just can't say anything right now.\She's suffering too.\She struggling to figure out how to come with smiling.\So, can you...\can you wait just a little bit more?\Oni-chan, does that mean response:	you guys are... having a relationship?
context: Chiyomi has her reasons.\But, she just can't say anything right now.\She's suffering too.\She struggling to figure out how to come with smiling.\So, can you...\can you wait just a little bit more?\Oni-chan, does that mean\you guys are... having a relationship? response:	Eh?
context: But, she just can't say anything right now.\She's suffering too.\She struggling to figure out how to come with smiling.\So, can you...\can you wait just a little bit more?\Oni-chan, does that mean\you guys are... having a relationship?\Eh? response:	If you you two are talking about things that you can't tell parents or family...
context: She's suffering too.\She struggling to figure out how to come with smiling.\So, can you...\can you wait just a little bit more?\Oni-chan, does that mean\you guys are... having a relationship?\Eh?\If you you two are talking about things that you can't tell parents or family... response:	Isn't that what it means?
context: She struggling to figure out how to come with smiling.\So, can you...\can you wait just a little bit more?\Oni-chan, does that mean\you guys are... having a relationship?\Eh?\If you you two are talking about things that you can't tell parents or family...\Isn't that what it means? response:	Oni-chan?
context: So, can you...\can you wait just a little bit more?\Oni-chan, does that mean\you guys are... having a relationship?\Eh?\If you you two are talking about things that you can't tell parents or family...\Isn't that what it means?\Oni-chan? response:	Chiyomi is...
context: can you wait just a little bit more?\Oni-chan, does that mean\you guys are... having a relationship?\Eh?\If you you two are talking about things that you can't tell parents or family...\Isn't that what it means?\Oni-chan?\Chiyomi is... response:	protect Chiyomi right now.
context: Oni-chan, does that mean\you guys are... having a relationship?\Eh?\If you you two are talking about things that you can't tell parents or family...\Isn't that what it means?\Oni-chan?\Chiyomi is...\protect Chiyomi right now. response:	Right now, Chiyomi needs me.
context: you guys are... having a relationship?\Eh?\If you you two are talking about things that you can't tell parents or family...\Isn't that what it means?\Oni-chan?\Chiyomi is...\protect Chiyomi right now.\Right now, Chiyomi needs me. response:	Sorry for not saying anything until now.
context: Eh?\If you you two are talking about things that you can't tell parents or family...\Isn't that what it means?\Oni-chan?\Chiyomi is...\protect Chiyomi right now.\Right now, Chiyomi needs me.\Sorry for not saying anything until now. response:	liked you...
context: If you you two are talking about things that you can't tell parents or family...\Isn't that what it means?\Oni-chan?\Chiyomi is...\protect Chiyomi right now.\Right now, Chiyomi needs me.\Sorry for not saying anything until now.\liked you... response:	What?
context: Isn't that what it means?\Oni-chan?\Chiyomi is...\protect Chiyomi right now.\Right now, Chiyomi needs me.\Sorry for not saying anything until now.\liked you...\What? response:	I liked you, too.
context: Oni-chan?\Chiyomi is...\protect Chiyomi right now.\Right now, Chiyomi needs me.\Sorry for not saying anything until now.\liked you...\What?\I liked you, too. response:	But forget it. Sorry.
context: Chiyomi is...\protect Chiyomi right now.\Right now, Chiyomi needs me.\Sorry for not saying anything until now.\liked you...\What?\I liked you, too.\But forget it. Sorry. response:	I believe you.
context: protect Chiyomi right now.\Right now, Chiyomi needs me.\Sorry for not saying anything until now.\liked you...\What?\I liked you, too.\But forget it. Sorry.\I believe you. response:	Sorry to bother you.
context: Right now, Chiyomi needs me.\Sorry for not saying anything until now.\liked you...\What?\I liked you, too.\But forget it. Sorry.\I believe you.\Sorry to bother you. response:	Timing and Subtitles brought to you by The Little Lover Team @Viki
context: Sorry for not saying anything until now.\liked you...\What?\I liked you, too.\But forget it. Sorry.\I believe you.\Sorry to bother you.\Timing and Subtitles brought to you by The Little Lover Team @Viki response:	Minami-kun.
context: liked you...\What?\I liked you, too.\But forget it. Sorry.\I believe you.\Sorry to bother you.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami-kun. response:	Chiyomi.
context: What?\I liked you, too.\But forget it. Sorry.\I believe you.\Sorry to bother you.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami-kun.\Chiyomi. response:	Are you okay? You look like a defeated soldier.
context: I liked you, too.\But forget it. Sorry.\I believe you.\Sorry to bother you.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami-kun.\Chiyomi.\Are you okay? You look like a defeated soldier. response:	This is... well...
context: But forget it. Sorry.\I believe you.\Sorry to bother you.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami-kun.\Chiyomi.\Are you okay? You look like a defeated soldier.\This is... well... response:	What should we do now?
context: I believe you.\Sorry to bother you.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami-kun.\Chiyomi.\Are you okay? You look like a defeated soldier.\This is... well...\What should we do now? response:	Grandma totally believes in your existence.
context: Sorry to bother you.\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami-kun.\Chiyomi.\Are you okay? You look like a defeated soldier.\This is... well...\What should we do now?\Grandma totally believes in your existence. response:	We can't fool her much longer.
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami-kun.\Chiyomi.\Are you okay? You look like a defeated soldier.\This is... well...\What should we do now?\Grandma totally believes in your existence.\We can't fool her much longer. response:	Sorry...
context: Minami-kun.\Chiyomi.\Are you okay? You look like a defeated soldier.\This is... well...\What should we do now?\Grandma totally believes in your existence.\We can't fool her much longer.\Sorry... response:	Oh, by the way, I found out that Dad never proposed to my Mom.
context: Chiyomi.\Are you okay? You look like a defeated soldier.\This is... well...\What should we do now?\Grandma totally believes in your existence.\We can't fool her much longer.\Sorry...\Oh, by the way, I found out that Dad never proposed to my Mom. response:	Ha?
context: Are you okay? You look like a defeated soldier.\This is... well...\What should we do now?\Grandma totally believes in your existence.\We can't fool her much longer.\Sorry...\Oh, by the way, I found out that Dad never proposed to my Mom.\Ha? response:	Minami-kun no Koibito My Little Lover
context: This is... well...\What should we do now?\Grandma totally believes in your existence.\We can't fool her much longer.\Sorry...\Oh, by the way, I found out that Dad never proposed to my Mom.\Ha?\Minami-kun no Koibito My Little Lover response:	I know.. I get it.
context: What should we do now?\Grandma totally believes in your existence.\We can't fool her much longer.\Sorry...\Oh, by the way, I found out that Dad never proposed to my Mom.\Ha?\Minami-kun no Koibito My Little Lover\I know.. I get it. response:	- Right? -Yeah.
context: Grandma totally believes in your existence.\We can't fool her much longer.\Sorry...\Oh, by the way, I found out that Dad never proposed to my Mom.\Ha?\Minami-kun no Koibito My Little Lover\I know.. I get it.\- Right? -Yeah. response:	You know, when I married her
context: We can't fool her much longer.\Sorry...\Oh, by the way, I found out that Dad never proposed to my Mom.\Ha?\Minami-kun no Koibito My Little Lover\I know.. I get it.\- Right? -Yeah.\You know, when I married her response:	- I quit my favorite heavy metal music. - Yeah, you did.
context: Sorry...\Oh, by the way, I found out that Dad never proposed to my Mom.\Ha?\Minami-kun no Koibito My Little Lover\I know.. I get it.\- Right? -Yeah.\You know, when I married her\- I quit my favorite heavy metal music. - Yeah, you did. response:	- And, I worked physical labor, and saved money... - Yeah...
context: Oh, by the way, I found out that Dad never proposed to my Mom.\Ha?\Minami-kun no Koibito My Little Lover\I know.. I get it.\- Right? -Yeah.\You know, when I married her\- I quit my favorite heavy metal music. - Yeah, you did.\- And, I worked physical labor, and saved money... - Yeah... response:	I opened the store.
context: Ha?\Minami-kun no Koibito My Little Lover\I know.. I get it.\- Right? -Yeah.\You know, when I married her\- I quit my favorite heavy metal music. - Yeah, you did.\- And, I worked physical labor, and saved money... - Yeah...\I opened the store. response:	- I'm selling Zakka (Various Goods) and flowers there. - Yeah, you did.
context: Minami-kun no Koibito My Little Lover\I know.. I get it.\- Right? -Yeah.\You know, when I married her\- I quit my favorite heavy metal music. - Yeah, you did.\- And, I worked physical labor, and saved money... - Yeah...\I opened the store.\- I'm selling Zakka (Various Goods) and flowers there. - Yeah, you did. response:	I've been working hard!
context: I know.. I get it.\- Right? -Yeah.\You know, when I married her\- I quit my favorite heavy metal music. - Yeah, you did.\- And, I worked physical labor, and saved money... - Yeah...\I opened the store.\- I'm selling Zakka (Various Goods) and flowers there. - Yeah, you did.\I've been working hard! response:	Yeah, you are... You sure are!
context: - Right? -Yeah.\You know, when I married her\- I quit my favorite heavy metal music. - Yeah, you did.\- And, I worked physical labor, and saved money... - Yeah...\I opened the store.\- I'm selling Zakka (Various Goods) and flowers there. - Yeah, you did.\I've been working hard!\Yeah, you are... You sure are! response:	- I haven't had an affair either. -You're great. So great!
context: You know, when I married her\- I quit my favorite heavy metal music. - Yeah, you did.\- And, I worked physical labor, and saved money... - Yeah...\I opened the store.\- I'm selling Zakka (Various Goods) and flowers there. - Yeah, you did.\I've been working hard!\Yeah, you are... You sure are!\- I haven't had an affair either. -You're great. So great! response:	I could never do that.
context: - I quit my favorite heavy metal music. - Yeah, you did.\- And, I worked physical labor, and saved money... - Yeah...\I opened the store.\- I'm selling Zakka (Various Goods) and flowers there. - Yeah, you did.\I've been working hard!\Yeah, you are... You sure are!\- I haven't had an affair either. -You're great. So great!\I could never do that. response:	Sure, sometimes, I may look at other women and get a weird smile.
context: - And, I worked physical labor, and saved money... - Yeah...\I opened the store.\- I'm selling Zakka (Various Goods) and flowers there. - Yeah, you did.\I've been working hard!\Yeah, you are... You sure are!\- I haven't had an affair either. -You're great. So great!\I could never do that.\Sure, sometimes, I may look at other women and get a weird smile. response:	- You mean Emi-chan! -Yeah, it's Emi-chan!
context: I opened the store.\- I'm selling Zakka (Various Goods) and flowers there. - Yeah, you did.\I've been working hard!\Yeah, you are... You sure are!\- I haven't had an affair either. -You're great. So great!\I could never do that.\Sure, sometimes, I may look at other women and get a weird smile.\- You mean Emi-chan! -Yeah, it's Emi-chan! response:	But I can smile like that because...
context: - I'm selling Zakka (Various Goods) and flowers there. - Yeah, you did.\I've been working hard!\Yeah, you are... You sure are!\- I haven't had an affair either. -You're great. So great!\I could never do that.\Sure, sometimes, I may look at other women and get a weird smile.\- You mean Emi-chan! -Yeah, it's Emi-chan!\But I can smile like that because... response:	because I love my wife.
context: I've been working hard!\Yeah, you are... You sure are!\- I haven't had an affair either. -You're great. So great!\I could never do that.\Sure, sometimes, I may look at other women and get a weird smile.\- You mean Emi-chan! -Yeah, it's Emi-chan!\But I can smile like that because...\because I love my wife. response:	I get it!
context: Yeah, you are... You sure are!\- I haven't had an affair either. -You're great. So great!\I could never do that.\Sure, sometimes, I may look at other women and get a weird smile.\- You mean Emi-chan! -Yeah, it's Emi-chan!\But I can smile like that because...\because I love my wife.\I get it! response:	Yes, this is Izakaya (Japanese bar) Gantaro.
context: - I haven't had an affair either. -You're great. So great!\I could never do that.\Sure, sometimes, I may look at other women and get a weird smile.\- You mean Emi-chan! -Yeah, it's Emi-chan!\But I can smile like that because...\because I love my wife.\I get it!\Yes, this is Izakaya (Japanese bar) Gantaro. response:	Who is this? I can't hear you very well.
context: I could never do that.\Sure, sometimes, I may look at other women and get a weird smile.\- You mean Emi-chan! -Yeah, it's Emi-chan!\But I can smile like that because...\because I love my wife.\I get it!\Yes, this is Izakaya (Japanese bar) Gantaro.\Who is this? I can't hear you very well. response:	That's right. That's something women just don't understand.
context: Sure, sometimes, I may look at other women and get a weird smile.\- You mean Emi-chan! -Yeah, it's Emi-chan!\But I can smile like that because...\because I love my wife.\I get it!\Yes, this is Izakaya (Japanese bar) Gantaro.\Who is this? I can't hear you very well.\That's right. That's something women just don't understand. response:	Chiyomi-chan? Are you really Chiyomi-chan?
context: - You mean Emi-chan! -Yeah, it's Emi-chan!\But I can smile like that because...\because I love my wife.\I get it!\Yes, this is Izakaya (Japanese bar) Gantaro.\Who is this? I can't hear you very well.\That's right. That's something women just don't understand.\Chiyomi-chan? Are you really Chiyomi-chan? response:	Hey, it's Chiyomi-chan.
context: But I can smile like that because...\because I love my wife.\I get it!\Yes, this is Izakaya (Japanese bar) Gantaro.\Who is this? I can't hear you very well.\That's right. That's something women just don't understand.\Chiyomi-chan? Are you really Chiyomi-chan?\Hey, it's Chiyomi-chan. response:	Why don't you get Etsu-chan. Tell her Chiyomi-chan is calling.
context: because I love my wife.\I get it!\Yes, this is Izakaya (Japanese bar) Gantaro.\Who is this? I can't hear you very well.\That's right. That's something women just don't understand.\Chiyomi-chan? Are you really Chiyomi-chan?\Hey, it's Chiyomi-chan.\Why don't you get Etsu-chan. Tell her Chiyomi-chan is calling. response:	You're right.
context: I get it!\Yes, this is Izakaya (Japanese bar) Gantaro.\Who is this? I can't hear you very well.\That's right. That's something women just don't understand.\Chiyomi-chan? Are you really Chiyomi-chan?\Hey, it's Chiyomi-chan.\Why don't you get Etsu-chan. Tell her Chiyomi-chan is calling.\You're right. response:	Is this Chiyomi?
context: Yes, this is Izakaya (Japanese bar) Gantaro.\Who is this? I can't hear you very well.\That's right. That's something women just don't understand.\Chiyomi-chan? Are you really Chiyomi-chan?\Hey, it's Chiyomi-chan.\Why don't you get Etsu-chan. Tell her Chiyomi-chan is calling.\You're right.\Is this Chiyomi? response:	Dad.
context: Who is this? I can't hear you very well.\That's right. That's something women just don't understand.\Chiyomi-chan? Are you really Chiyomi-chan?\Hey, it's Chiyomi-chan.\Why don't you get Etsu-chan. Tell her Chiyomi-chan is calling.\You're right.\Is this Chiyomi?\Dad. response:	You idiot!
context: That's right. That's something women just don't understand.\Chiyomi-chan? Are you really Chiyomi-chan?\Hey, it's Chiyomi-chan.\Why don't you get Etsu-chan. Tell her Chiyomi-chan is calling.\You're right.\Is this Chiyomi?\Dad.\You idiot! response:	Where are you? Is it true you are not at the workshop?
context: Chiyomi-chan? Are you really Chiyomi-chan?\Hey, it's Chiyomi-chan.\Why don't you get Etsu-chan. Tell her Chiyomi-chan is calling.\You're right.\Is this Chiyomi?\Dad.\You idiot!\Where are you? Is it true you are not at the workshop? response:	Where are you wandering around?
context: Hey, it's Chiyomi-chan.\Why don't you get Etsu-chan. Tell her Chiyomi-chan is calling.\You're right.\Is this Chiyomi?\Dad.\You idiot!\Where are you? Is it true you are not at the workshop?\Where are you wandering around? response:	I am just wandering around... I can't tell you where I am though.
context: Why don't you get Etsu-chan. Tell her Chiyomi-chan is calling.\You're right.\Is this Chiyomi?\Dad.\You idiot!\Where are you? Is it true you are not at the workshop?\Where are you wandering around?\I am just wandering around... I can't tell you where I am though. response:	But, just like you tried to make your heavy metal dream come true
context: You're right.\Is this Chiyomi?\Dad.\You idiot!\Where are you? Is it true you are not at the workshop?\Where are you wandering around?\I am just wandering around... I can't tell you where I am though.\But, just like you tried to make your heavy metal dream come true response:	I am also struggling right now.
context: Is this Chiyomi?\Dad.\You idiot!\Where are you? Is it true you are not at the workshop?\Where are you wandering around?\I am just wandering around... I can't tell you where I am though.\But, just like you tried to make your heavy metal dream come true\I am also struggling right now. response:	How do you know about that?
context: Dad.\You idiot!\Where are you? Is it true you are not at the workshop?\Where are you wandering around?\I am just wandering around... I can't tell you where I am though.\But, just like you tried to make your heavy metal dream come true\I am also struggling right now.\How do you know about that? response:	I know... that for mom and for us, you quit playing heavy metal music and
context: You idiot!\Where are you? Is it true you are not at the workshop?\Where are you wandering around?\I am just wandering around... I can't tell you where I am though.\But, just like you tried to make your heavy metal dream come true\I am also struggling right now.\How do you know about that?\I know... that for mom and for us, you quit playing heavy metal music and response:	you worked really hard for us.
context: Where are you? Is it true you are not at the workshop?\Where are you wandering around?\I am just wandering around... I can't tell you where I am though.\But, just like you tried to make your heavy metal dream come true\I am also struggling right now.\How do you know about that?\I know... that for mom and for us, you quit playing heavy metal music and\you worked really hard for us. response:	Is this room wired?
context: Where are you wandering around?\I am just wandering around... I can't tell you where I am though.\But, just like you tried to make your heavy metal dream come true\I am also struggling right now.\How do you know about that?\I know... that for mom and for us, you quit playing heavy metal music and\you worked really hard for us.\Is this room wired? response:	- What? - Wired?
context: I am just wandering around... I can't tell you where I am though.\But, just like you tried to make your heavy metal dream come true\I am also struggling right now.\How do you know about that?\I know... that for mom and for us, you quit playing heavy metal music and\you worked really hard for us.\Is this room wired?\- What? - Wired? response:	- Is there a bug? - What?
context: But, just like you tried to make your heavy metal dream come true\I am also struggling right now.\How do you know about that?\I know... that for mom and for us, you quit playing heavy metal music and\you worked really hard for us.\Is this room wired?\- What? - Wired?\- Is there a bug? - What? response:	Of course not.
context: I am also struggling right now.\How do you know about that?\I know... that for mom and for us, you quit playing heavy metal music and\you worked really hard for us.\Is this room wired?\- What? - Wired?\- Is there a bug? - What?\Of course not. response:	But...
context: How do you know about that?\I know... that for mom and for us, you quit playing heavy metal music and\you worked really hard for us.\Is this room wired?\- What? - Wired?\- Is there a bug? - What?\Of course not.\But... response:	Dad, are you listening?
context: I know... that for mom and for us, you quit playing heavy metal music and\you worked really hard for us.\Is this room wired?\- What? - Wired?\- Is there a bug? - What?\Of course not.\But...\Dad, are you listening? response:	Yeah.
context: you worked really hard for us.\Is this room wired?\- What? - Wired?\- Is there a bug? - What?\Of course not.\But...\Dad, are you listening?\Yeah. response:	I know that you are working hard for Mom and for us
context: Is this room wired?\- What? - Wired?\- Is there a bug? - What?\Of course not.\But...\Dad, are you listening?\Yeah.\I know that you are working hard for Mom and for us response:	that you are always thinking about us.
context: - What? - Wired?\- Is there a bug? - What?\Of course not.\But...\Dad, are you listening?\Yeah.\I know that you are working hard for Mom and for us\that you are always thinking about us. response:	I am really, really grateful.
context: - Is there a bug? - What?\Of course not.\But...\Dad, are you listening?\Yeah.\I know that you are working hard for Mom and for us\that you are always thinking about us.\I am really, really grateful. response:	Yeah.
context: Of course not.\But...\Dad, are you listening?\Yeah.\I know that you are working hard for Mom and for us\that you are always thinking about us.\I am really, really grateful.\Yeah. response:	But, Mom is...
context: But...\Dad, are you listening?\Yeah.\I know that you are working hard for Mom and for us\that you are always thinking about us.\I am really, really grateful.\Yeah.\But, Mom is... response:	Mom is much more girlie than you think.
context: Dad, are you listening?\Yeah.\I know that you are working hard for Mom and for us\that you are always thinking about us.\I am really, really grateful.\Yeah.\But, Mom is...\Mom is much more girlie than you think. response:	Even now, she loves you very much.
context: Yeah.\I know that you are working hard for Mom and for us\that you are always thinking about us.\I am really, really grateful.\Yeah.\But, Mom is...\Mom is much more girlie than you think.\Even now, she loves you very much. response:	I think she gets insecure not knowing how you feel.
context: I know that you are working hard for Mom and for us\that you are always thinking about us.\I am really, really grateful.\Yeah.\But, Mom is...\Mom is much more girlie than you think.\Even now, she loves you very much.\I think she gets insecure not knowing how you feel. response:	She's like that, but
context: that you are always thinking about us.\I am really, really grateful.\Yeah.\But, Mom is...\Mom is much more girlie than you think.\Even now, she loves you very much.\I think she gets insecure not knowing how you feel.\She's like that, but response:	you be surprised how girlie she really is.
context: I am really, really grateful.\Yeah.\But, Mom is...\Mom is much more girlie than you think.\Even now, she loves you very much.\I think she gets insecure not knowing how you feel.\She's like that, but\you be surprised how girlie she really is. response:	She's a girl.
context: Yeah.\But, Mom is...\Mom is much more girlie than you think.\Even now, she loves you very much.\I think she gets insecure not knowing how you feel.\She's like that, but\you be surprised how girlie she really is.\She's a girl. response:	Even now, she wants to believe that
context: But, Mom is...\Mom is much more girlie than you think.\Even now, she loves you very much.\I think she gets insecure not knowing how you feel.\She's like that, but\you be surprised how girlie she really is.\She's a girl.\Even now, she wants to believe that response:	you didn't marry her just because you had me.
context: Mom is much more girlie than you think.\Even now, she loves you very much.\I think she gets insecure not knowing how you feel.\She's like that, but\you be surprised how girlie she really is.\She's a girl.\Even now, she wants to believe that\you didn't marry her just because you had me. response:	She wants to believe that you got married
context: Even now, she loves you very much.\I think she gets insecure not knowing how you feel.\She's like that, but\you be surprised how girlie she really is.\She's a girl.\Even now, she wants to believe that\you didn't marry her just because you had me.\She wants to believe that you got married response:	because you two were attracted to each other.
context: I think she gets insecure not knowing how you feel.\She's like that, but\you be surprised how girlie she really is.\She's a girl.\Even now, she wants to believe that\you didn't marry her just because you had me.\She wants to believe that you got married\because you two were attracted to each other. response:	Um.
context: She's like that, but\you be surprised how girlie she really is.\She's a girl.\Even now, she wants to believe that\you didn't marry her just because you had me.\She wants to believe that you got married\because you two were attracted to each other.\Um. response:	So,
context: you be surprised how girlie she really is.\She's a girl.\Even now, she wants to believe that\you didn't marry her just because you had me.\She wants to believe that you got married\because you two were attracted to each other.\Um.\So, response:	So, please put your feelings in words.
context: She's a girl.\Even now, she wants to believe that\you didn't marry her just because you had me.\She wants to believe that you got married\because you two were attracted to each other.\Um.\So,\So, please put your feelings in words. response:	In words?
context: Even now, she wants to believe that\you didn't marry her just because you had me.\She wants to believe that you got married\because you two were attracted to each other.\Um.\So,\So, please put your feelings in words.\In words? response:	Yeah.
context: you didn't marry her just because you had me.\She wants to believe that you got married\because you two were attracted to each other.\Um.\So,\So, please put your feelings in words.\In words?\Yeah. response:	Dad, that is so important for a girl.
context: She wants to believe that you got married\because you two were attracted to each other.\Um.\So,\So, please put your feelings in words.\In words?\Yeah.\Dad, that is so important for a girl. response:	I got it.
context: because you two were attracted to each other.\Um.\So,\So, please put your feelings in words.\In words?\Yeah.\Dad, that is so important for a girl.\I got it. response:	Thank you.
context: Um.\So,\So, please put your feelings in words.\In words?\Yeah.\Dad, that is so important for a girl.\I got it.\Thank you. response:	Bye.
context: So,\So, please put your feelings in words.\In words?\Yeah.\Dad, that is so important for a girl.\I got it.\Thank you.\Bye. response:	W, wait, Chiyomi.
context: So, please put your feelings in words.\In words?\Yeah.\Dad, that is so important for a girl.\I got it.\Thank you.\Bye.\W, wait, Chiyomi. response:	You... I think you are misunderstanding...
context: In words?\Yeah.\Dad, that is so important for a girl.\I got it.\Thank you.\Bye.\W, wait, Chiyomi.\You... I think you are misunderstanding... response:	so let me say this.
context: Yeah.\Dad, that is so important for a girl.\I got it.\Thank you.\Bye.\W, wait, Chiyomi.\You... I think you are misunderstanding...\so let me say this. response:	Your Dad...
context: Dad, that is so important for a girl.\I got it.\Thank you.\Bye.\W, wait, Chiyomi.\You... I think you are misunderstanding...\so let me say this.\Your Dad... response:	Your Dad did not marry your Mom because we had you.
context: I got it.\Thank you.\Bye.\W, wait, Chiyomi.\You... I think you are misunderstanding...\so let me say this.\Your Dad...\Your Dad did not marry your Mom because we had you. response:	It's because
context: Thank you.\Bye.\W, wait, Chiyomi.\You... I think you are misunderstanding...\so let me say this.\Your Dad...\Your Dad did not marry your Mom because we had you.\It's because response:	I loved, and loved her a lot, and that's why I married her.
context: Bye.\W, wait, Chiyomi.\You... I think you are misunderstanding...\so let me say this.\Your Dad...\Your Dad did not marry your Mom because we had you.\It's because\I loved, and loved her a lot, and that's why I married her. response:	Even now.
context: W, wait, Chiyomi.\You... I think you are misunderstanding...\so let me say this.\Your Dad...\Your Dad did not marry your Mom because we had you.\It's because\I loved, and loved her a lot, and that's why I married her.\Even now. response:	I love your mom.
context: You... I think you are misunderstanding...\so let me say this.\Your Dad...\Your Dad did not marry your Mom because we had you.\It's because\I loved, and loved her a lot, and that's why I married her.\Even now.\I love your mom. response:	I've fallen for her.
context: so let me say this.\Your Dad...\Your Dad did not marry your Mom because we had you.\It's because\I loved, and loved her a lot, and that's why I married her.\Even now.\I love your mom.\I've fallen for her. response:	Yeah.
context: Your Dad...\Your Dad did not marry your Mom because we had you.\It's because\I loved, and loved her a lot, and that's why I married her.\Even now.\I love your mom.\I've fallen for her.\Yeah. response:	Ritsuko...
context: Your Dad did not marry your Mom because we had you.\It's because\I loved, and loved her a lot, and that's why I married her.\Even now.\I love your mom.\I've fallen for her.\Yeah.\Ritsuko... response:	Hey Dad... what's wrong?
context: It's because\I loved, and loved her a lot, and that's why I married her.\Even now.\I love your mom.\I've fallen for her.\Yeah.\Ritsuko...\Hey Dad... what's wrong? response:	Chiyomi, I forgot about something important.
context: I loved, and loved her a lot, and that's why I married her.\Even now.\I love your mom.\I've fallen for her.\Yeah.\Ritsuko...\Hey Dad... what's wrong?\Chiyomi, I forgot about something important. response:	No, actually, it's something I've been wondering for a while...
context: Even now.\I love your mom.\I've fallen for her.\Yeah.\Ritsuko...\Hey Dad... what's wrong?\Chiyomi, I forgot about something important.\No, actually, it's something I've been wondering for a while... response:	Eh? What is it?
context: I love your mom.\I've fallen for her.\Yeah.\Ritsuko...\Hey Dad... what's wrong?\Chiyomi, I forgot about something important.\No, actually, it's something I've been wondering for a while...\Eh? What is it? response:	Putting my wishes through these alstroemeria flowers.
context: I've fallen for her.\Yeah.\Ritsuko...\Hey Dad... what's wrong?\Chiyomi, I forgot about something important.\No, actually, it's something I've been wondering for a while...\Eh? What is it?\Putting my wishes through these alstroemeria flowers. response:	I'm sorry for
context: Yeah.\Ritsuko...\Hey Dad... what's wrong?\Chiyomi, I forgot about something important.\No, actually, it's something I've been wondering for a while...\Eh? What is it?\Putting my wishes through these alstroemeria flowers.\I'm sorry for response:	not being able to say this until now.
context: Ritsuko...\Hey Dad... what's wrong?\Chiyomi, I forgot about something important.\No, actually, it's something I've been wondering for a while...\Eh? What is it?\Putting my wishes through these alstroemeria flowers.\I'm sorry for\not being able to say this until now. response:	Thank you so much for being with someone like me
context: Hey Dad... what's wrong?\Chiyomi, I forgot about something important.\No, actually, it's something I've been wondering for a while...\Eh? What is it?\Putting my wishes through these alstroemeria flowers.\I'm sorry for\not being able to say this until now.\Thank you so much for being with someone like me response:	for the last 18 years.
context: Chiyomi, I forgot about something important.\No, actually, it's something I've been wondering for a while...\Eh? What is it?\Putting my wishes through these alstroemeria flowers.\I'm sorry for\not being able to say this until now.\Thank you so much for being with someone like me\for the last 18 years. response:	Will you...
context: No, actually, it's something I've been wondering for a while...\Eh? What is it?\Putting my wishes through these alstroemeria flowers.\I'm sorry for\not being able to say this until now.\Thank you so much for being with someone like me\for the last 18 years.\Will you... response:	Will you marry me?
context: Eh? What is it?\Putting my wishes through these alstroemeria flowers.\I'm sorry for\not being able to say this until now.\Thank you so much for being with someone like me\for the last 18 years.\Will you...\Will you marry me? response:	No... please stay by my side forever.
context: Putting my wishes through these alstroemeria flowers.\I'm sorry for\not being able to say this until now.\Thank you so much for being with someone like me\for the last 18 years.\Will you...\Will you marry me?\No... please stay by my side forever. response:	What wish did you
context: I'm sorry for\not being able to say this until now.\Thank you so much for being with someone like me\for the last 18 years.\Will you...\Will you marry me?\No... please stay by my side forever.\What wish did you response:	make on this flower?
context: not being able to say this until now.\Thank you so much for being with someone like me\for the last 18 years.\Will you...\Will you marry me?\No... please stay by my side forever.\What wish did you\make on this flower? response:	The language of flower for alstroemeria is
context: Thank you so much for being with someone like me\for the last 18 years.\Will you...\Will you marry me?\No... please stay by my side forever.\What wish did you\make on this flower?\The language of flower for alstroemeria is response:	Hope for the future
context: for the last 18 years.\Will you...\Will you marry me?\No... please stay by my side forever.\What wish did you\make on this flower?\The language of flower for alstroemeria is\Hope for the future response:	Self-sacrificing Love
context: Will you...\Will you marry me?\No... please stay by my side forever.\What wish did you\make on this flower?\The language of flower for alstroemeria is\Hope for the future\Self-sacrificing Love response:	Hope for the future
context: Will you marry me?\No... please stay by my side forever.\What wish did you\make on this flower?\The language of flower for alstroemeria is\Hope for the future\Self-sacrificing Love\Hope for the future response:	Self-sacrificing Love
context: No... please stay by my side forever.\What wish did you\make on this flower?\The language of flower for alstroemeria is\Hope for the future\Self-sacrificing Love\Hope for the future\Self-sacrificing Love response:	Look forward to being with you.
context: What wish did you\make on this flower?\The language of flower for alstroemeria is\Hope for the future\Self-sacrificing Love\Hope for the future\Self-sacrificing Love\Look forward to being with you. response:	Stop it.
context: make on this flower?\The language of flower for alstroemeria is\Hope for the future\Self-sacrificing Love\Hope for the future\Self-sacrificing Love\Look forward to being with you.\Stop it. response:	I rushed over, so look at what I'm wearing!
