context: They say that the more you fight, the closer you are. response:	But fighting is nothing but a clash of egos.
context: And yet the young brats of today just don't get it.\They all believe they're some great artist, it makes me sick.\A world where honor student bands like Trapnest reign is as sleepy as hell!\I would just love to break that nose of Takumi that he proudly sticks up high.\Anyway, I look forward to tomorrow's party.\We'll open everyone's eyes.\Huh? But Search isn't on the shelves until the day after tomorrow, right?\I sold half of the information to TV networks. response:	They were really into my scenario and practically handed over their wallets.
context: They all believe they're some great artist, it makes me sick.\A world where honor student bands like Trapnest reign is as sleepy as hell!\I would just love to break that nose of Takumi that he proudly sticks up high.\Anyway, I look forward to tomorrow's party.\We'll open everyone's eyes.\Huh? But Search isn't on the shelves until the day after tomorrow, right?\I sold half of the information to TV networks.\They were really into my scenario and practically handed over their wallets. response:	It wasn't about getting a scoop, huh?
context: A world where honor student bands like Trapnest reign is as sleepy as hell!\I would just love to break that nose of Takumi that he proudly sticks up high.\Anyway, I look forward to tomorrow's party.\We'll open everyone's eyes.\Huh? But Search isn't on the shelves until the day after tomorrow, right?\I sold half of the information to TV networks.\They were really into my scenario and practically handed over their wallets.\It wasn't about getting a scoop, huh? response:	My objective is to increase magazine sales!
context: I would just love to break that nose of Takumi that he proudly sticks up high.\Anyway, I look forward to tomorrow's party.\We'll open everyone's eyes.\Huh? But Search isn't on the shelves until the day after tomorrow, right?\I sold half of the information to TV networks.\They were really into my scenario and practically handed over their wallets.\It wasn't about getting a scoop, huh?\My objective is to increase magazine sales! response:	Get the people excited with news about their love affair,
context: Anyway, I look forward to tomorrow's party.\We'll open everyone's eyes.\Huh? But Search isn't on the shelves until the day after tomorrow, right?\I sold half of the information to TV networks.\They were really into my scenario and practically handed over their wallets.\It wasn't about getting a scoop, huh?\My objective is to increase magazine sales!\Get the people excited with news about their love affair, response:	and the people will jump at the precious photo!
context: We'll open everyone's eyes.\Huh? But Search isn't on the shelves until the day after tomorrow, right?\I sold half of the information to TV networks.\They were really into my scenario and practically handed over their wallets.\It wasn't about getting a scoop, huh?\My objective is to increase magazine sales!\Get the people excited with news about their love affair,\and the people will jump at the precious photo! response:	You got a picture of them together?
context: Huh? But Search isn't on the shelves until the day after tomorrow, right?\I sold half of the information to TV networks.\They were really into my scenario and practically handed over their wallets.\It wasn't about getting a scoop, huh?\My objective is to increase magazine sales!\Get the people excited with news about their love affair,\and the people will jump at the precious photo!\You got a picture of them together? response:	It looks great.
context: I sold half of the information to TV networks.\They were really into my scenario and practically handed over their wallets.\It wasn't about getting a scoop, huh?\My objective is to increase magazine sales!\Get the people excited with news about their love affair,\and the people will jump at the precious photo!\You got a picture of them together?\It looks great. response:	That day, I waited for Hachi in front of her place until sunset,
context: They were really into my scenario and practically handed over their wallets.\It wasn't about getting a scoop, huh?\My objective is to increase magazine sales!\Get the people excited with news about their love affair,\and the people will jump at the precious photo!\You got a picture of them together?\It looks great.\That day, I waited for Hachi in front of her place until sunset, response:	but I couldn't see her.
context: It wasn't about getting a scoop, huh?\My objective is to increase magazine sales!\Get the people excited with news about their love affair,\and the people will jump at the precious photo!\You got a picture of them together?\It looks great.\That day, I waited for Hachi in front of her place until sunset,\but I couldn't see her. response:	I'll come again tomorrow after work.
context: My objective is to increase magazine sales!\Get the people excited with news about their love affair,\and the people will jump at the precious photo!\You got a picture of them together?\It looks great.\That day, I waited for Hachi in front of her place until sunset,\but I couldn't see her.\I'll come again tomorrow after work. response:	I have a little time before I go to the studio.
context: Get the people excited with news about their love affair,\and the people will jump at the precious photo!\You got a picture of them together?\It looks great.\That day, I waited for Hachi in front of her place until sunset,\but I couldn't see her.\I'll come again tomorrow after work.\I have a little time before I go to the studio. response:	I'll get her phone number from Yasu,
context: and the people will jump at the precious photo!\You got a picture of them together?\It looks great.\That day, I waited for Hachi in front of her place until sunset,\but I couldn't see her.\I'll come again tomorrow after work.\I have a little time before I go to the studio.\I'll get her phone number from Yasu, response:	so we don't miss each other like this again.
context: You got a picture of them together?\It looks great.\That day, I waited for Hachi in front of her place until sunset,\but I couldn't see her.\I'll come again tomorrow after work.\I have a little time before I go to the studio.\I'll get her phone number from Yasu,\so we don't miss each other like this again. response:	It's not like I'll never see her again.
context: It looks great.\That day, I waited for Hachi in front of her place until sunset,\but I couldn't see her.\I'll come again tomorrow after work.\I have a little time before I go to the studio.\I'll get her phone number from Yasu,\so we don't miss each other like this again.\It's not like I'll never see her again. response:	There's always tomorrow.
context: That day, I waited for Hachi in front of her place until sunset,\but I couldn't see her.\I'll come again tomorrow after work.\I have a little time before I go to the studio.\I'll get her phone number from Yasu,\so we don't miss each other like this again.\It's not like I'll never see her again.\There's always tomorrow. response:	Sorry to keep you for so long.
context: but I couldn't see her.\I'll come again tomorrow after work.\I have a little time before I go to the studio.\I'll get her phone number from Yasu,\so we don't miss each other like this again.\It's not like I'll never see her again.\There's always tomorrow.\Sorry to keep you for so long. response:	I'm so glad we got the chance to talk about all kinds of stuff.
context: I'll come again tomorrow after work.\I have a little time before I go to the studio.\I'll get her phone number from Yasu,\so we don't miss each other like this again.\It's not like I'll never see her again.\There's always tomorrow.\Sorry to keep you for so long.\I'm so glad we got the chance to talk about all kinds of stuff. response:	Housewives are craving for the chance to talk to people.
context: I have a little time before I go to the studio.\I'll get her phone number from Yasu,\so we don't miss each other like this again.\It's not like I'll never see her again.\There's always tomorrow.\Sorry to keep you for so long.\I'm so glad we got the chance to talk about all kinds of stuff.\Housewives are craving for the chance to talk to people. response:	Don't remain at home thinking only about the baby in your tummy.
context: I'll get her phone number from Yasu,\so we don't miss each other like this again.\It's not like I'll never see her again.\There's always tomorrow.\Sorry to keep you for so long.\I'm so glad we got the chance to talk about all kinds of stuff.\Housewives are craving for the chance to talk to people.\Don't remain at home thinking only about the baby in your tummy. response:	You need to get in touch with the outside world.
context: so we don't miss each other like this again.\It's not like I'll never see her again.\There's always tomorrow.\Sorry to keep you for so long.\I'm so glad we got the chance to talk about all kinds of stuff.\Housewives are craving for the chance to talk to people.\Don't remain at home thinking only about the baby in your tummy.\You need to get in touch with the outside world. response:	But the only plans I have to go out are shopping and checkups.
context: It's not like I'll never see her again.\There's always tomorrow.\Sorry to keep you for so long.\I'm so glad we got the chance to talk about all kinds of stuff.\Housewives are craving for the chance to talk to people.\Don't remain at home thinking only about the baby in your tummy.\You need to get in touch with the outside world.\But the only plans I have to go out are shopping and checkups. response:	Why don't you take lessons on something?
context: There's always tomorrow.\Sorry to keep you for so long.\I'm so glad we got the chance to talk about all kinds of stuff.\Housewives are craving for the chance to talk to people.\Don't remain at home thinking only about the baby in your tummy.\You need to get in touch with the outside world.\But the only plans I have to go out are shopping and checkups.\Why don't you take lessons on something? response:	You'd also make housewife friends that way.
context: Sorry to keep you for so long.\I'm so glad we got the chance to talk about all kinds of stuff.\Housewives are craving for the chance to talk to people.\Don't remain at home thinking only about the baby in your tummy.\You need to get in touch with the outside world.\But the only plans I have to go out are shopping and checkups.\Why don't you take lessons on something?\You'd also make housewife friends that way. response:	Great idea.
context: I'm so glad we got the chance to talk about all kinds of stuff.\Housewives are craving for the chance to talk to people.\Don't remain at home thinking only about the baby in your tummy.\You need to get in touch with the outside world.\But the only plans I have to go out are shopping and checkups.\Why don't you take lessons on something?\You'd also make housewife friends that way.\Great idea. response:	Good luck with your practice, Shin.
context: Housewives are craving for the chance to talk to people.\Don't remain at home thinking only about the baby in your tummy.\You need to get in touch with the outside world.\But the only plans I have to go out are shopping and checkups.\Why don't you take lessons on something?\You'd also make housewife friends that way.\Great idea.\Good luck with your practice, Shin. response:	Personally, I think some things are impossible to achieve,
context: Don't remain at home thinking only about the baby in your tummy.\You need to get in touch with the outside world.\But the only plans I have to go out are shopping and checkups.\Why don't you take lessons on something?\You'd also make housewife friends that way.\Great idea.\Good luck with your practice, Shin.\Personally, I think some things are impossible to achieve, response:	no matter how much you practice.
context: You need to get in touch with the outside world.\But the only plans I have to go out are shopping and checkups.\Why don't you take lessons on something?\You'd also make housewife friends that way.\Great idea.\Good luck with your practice, Shin.\Personally, I think some things are impossible to achieve,\no matter how much you practice. response:	That's not true!
context: But the only plans I have to go out are shopping and checkups.\Why don't you take lessons on something?\You'd also make housewife friends that way.\Great idea.\Good luck with your practice, Shin.\Personally, I think some things are impossible to achieve,\no matter how much you practice.\That's not true! response:	I believe that BLAST will become the best band in Japan someday!
context: Why don't you take lessons on something?\You'd also make housewife friends that way.\Great idea.\Good luck with your practice, Shin.\Personally, I think some things are impossible to achieve,\no matter how much you practice.\That's not true!\I believe that BLAST will become the best band in Japan someday! response:	Well then, Madam, we'll meet again when your husband's not around.
context: You'd also make housewife friends that way.\Great idea.\Good luck with your practice, Shin.\Personally, I think some things are impossible to achieve,\no matter how much you practice.\That's not true!\I believe that BLAST will become the best band in Japan someday!\Well then, Madam, we'll meet again when your husband's not around. response:	Yes.
context: Great idea.\Good luck with your practice, Shin.\Personally, I think some things are impossible to achieve,\no matter how much you practice.\That's not true!\I believe that BLAST will become the best band in Japan someday!\Well then, Madam, we'll meet again when your husband's not around.\Yes. response:	Shin!
context: Good luck with your practice, Shin.\Personally, I think some things are impossible to achieve,\no matter how much you practice.\That's not true!\I believe that BLAST will become the best band in Japan someday!\Well then, Madam, we'll meet again when your husband's not around.\Yes.\Shin! response:	How is Nobu?
context: Personally, I think some things are impossible to achieve,\no matter how much you practice.\That's not true!\I believe that BLAST will become the best band in Japan someday!\Well then, Madam, we'll meet again when your husband's not around.\Yes.\Shin!\How is Nobu? response:	He keeps playing his guitar! It's so noisy I can't get any sleep!
context: no matter how much you practice.\That's not true!\I believe that BLAST will become the best band in Japan someday!\Well then, Madam, we'll meet again when your husband's not around.\Yes.\Shin!\How is Nobu?\He keeps playing his guitar! It's so noisy I can't get any sleep! response:	I can't wait until dawn.
context: That's not true!\I believe that BLAST will become the best band in Japan someday!\Well then, Madam, we'll meet again when your husband's not around.\Yes.\Shin!\How is Nobu?\He keeps playing his guitar! It's so noisy I can't get any sleep!\I can't wait until dawn. response:	I hope it'll be sunny tomorrow.
context: I believe that BLAST will become the best band in Japan someday!\Well then, Madam, we'll meet again when your husband's not around.\Yes.\Shin!\How is Nobu?\He keeps playing his guitar! It's so noisy I can't get any sleep!\I can't wait until dawn.\I hope it'll be sunny tomorrow. response:	Ouch!
context: Well then, Madam, we'll meet again when your husband's not around.\Yes.\Shin!\How is Nobu?\He keeps playing his guitar! It's so noisy I can't get any sleep!\I can't wait until dawn.\I hope it'll be sunny tomorrow.\Ouch! response:	Oh, sorry. You're home.
context: Yes.\Shin!\How is Nobu?\He keeps playing his guitar! It's so noisy I can't get any sleep!\I can't wait until dawn.\I hope it'll be sunny tomorrow.\Ouch!\Oh, sorry. You're home. response:	Seven o'clock?
context: Shin!\How is Nobu?\He keeps playing his guitar! It's so noisy I can't get any sleep!\I can't wait until dawn.\I hope it'll be sunny tomorrow.\Ouch!\Oh, sorry. You're home.\Seven o'clock? response:	He just got to bed. I'm amazed how he can get up and go to work.
context: How is Nobu?\He keeps playing his guitar! It's so noisy I can't get any sleep!\I can't wait until dawn.\I hope it'll be sunny tomorrow.\Ouch!\Oh, sorry. You're home.\Seven o'clock?\He just got to bed. I'm amazed how he can get up and go to work. response:	What are you watching a video of yourself so early in the morning?
context: He keeps playing his guitar! It's so noisy I can't get any sleep!\I can't wait until dawn.\I hope it'll be sunny tomorrow.\Ouch!\Oh, sorry. You're home.\Seven o'clock?\He just got to bed. I'm amazed how he can get up and go to work.\What are you watching a video of yourself so early in the morning? response:	No. We're on TV.
context: I can't wait until dawn.\I hope it'll be sunny tomorrow.\Ouch!\Oh, sorry. You're home.\Seven o'clock?\He just got to bed. I'm amazed how he can get up and go to work.\What are you watching a video of yourself so early in the morning?\No. We're on TV. response:	Oh, how nice.
context: I hope it'll be sunny tomorrow.\Ouch!\Oh, sorry. You're home.\Seven o'clock?\He just got to bed. I'm amazed how he can get up and go to work.\What are you watching a video of yourself so early in the morning?\No. We're on TV.\Oh, how nice. response:	Is this Channel Nana?
context: Ouch!\Oh, sorry. You're home.\Seven o'clock?\He just got to bed. I'm amazed how he can get up and go to work.\What are you watching a video of yourself so early in the morning?\No. We're on TV.\Oh, how nice.\Is this Channel Nana? response:	Wake up! There is no such channel!
context: Oh, sorry. You're home.\Seven o'clock?\He just got to bed. I'm amazed how he can get up and go to work.\What are you watching a video of yourself so early in the morning?\No. We're on TV.\Oh, how nice.\Is this Channel Nana?\Wake up! There is no such channel! response:	MORNING 7 Wake up! There is no such channel!
context: Seven o'clock?\He just got to bed. I'm amazed how he can get up and go to work.\What are you watching a video of yourself so early in the morning?\No. We're on TV.\Oh, how nice.\Is this Channel Nana?\Wake up! There is no such channel!\MORNING 7 Wake up! There is no such channel! response:	MORNING 7
context: He just got to bed. I'm amazed how he can get up and go to work.\What are you watching a video of yourself so early in the morning?\No. We're on TV.\Oh, how nice.\Is this Channel Nana?\Wake up! There is no such channel!\MORNING 7 Wake up! There is no such channel!\MORNING 7 response:	Good morning! It's time for Morning Seven!
context: What are you watching a video of yourself so early in the morning?\No. We're on TV.\Oh, how nice.\Is this Channel Nana?\Wake up! There is no such channel!\MORNING 7 Wake up! There is no such channel!\MORNING 7\Good morning! It's time for Morning Seven! response:	REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! Good morning! It's time for Morning Seven!
context: No. We're on TV.\Oh, how nice.\Is this Channel Nana?\Wake up! There is no such channel!\MORNING 7 Wake up! There is no such channel!\MORNING 7\Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! Good morning! It's time for Morning Seven! response:	REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED!
context: Oh, how nice.\Is this Channel Nana?\Wake up! There is no such channel!\MORNING 7 Wake up! There is no such channel!\MORNING 7\Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! response:	REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! We have learned about Trapnest's guitarist, Ren's passionate love affair!
context: Is this Channel Nana?\Wake up! There is no such channel!\MORNING 7 Wake up! There is no such channel!\MORNING 7\Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! We have learned about Trapnest's guitarist, Ren's passionate love affair! response:	The woman is a member of his former band, and vocalist of Black Stones,
context: Wake up! There is no such channel!\MORNING 7 Wake up! There is no such channel!\MORNING 7\Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! We have learned about Trapnest's guitarist, Ren's passionate love affair!\The woman is a member of his former band, and vocalist of Black Stones, response:	a band on the brink of a major debut with Gaia Records.
context: MORNING 7 Wake up! There is no such channel!\MORNING 7\Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! We have learned about Trapnest's guitarist, Ren's passionate love affair!\The woman is a member of his former band, and vocalist of Black Stones,\a band on the brink of a major debut with Gaia Records. response:	Her name, Nana!
context: MORNING 7\Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! We have learned about Trapnest's guitarist, Ren's passionate love affair!\The woman is a member of his former band, and vocalist of Black Stones,\a band on the brink of a major debut with Gaia Records.\Her name, Nana! response:	Ever since that day when the thick clouds passed
context: Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! We have learned about Trapnest's guitarist, Ren's passionate love affair!\The woman is a member of his former band, and vocalist of Black Stones,\a band on the brink of a major debut with Gaia Records.\Her name, Nana!\Ever since that day when the thick clouds passed response:	and I was suddenly in the spotlight...
context: REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! Good morning! It's time for Morning Seven!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! We have learned about Trapnest's guitarist, Ren's passionate love affair!\The woman is a member of his former band, and vocalist of Black Stones,\a band on the brink of a major debut with Gaia Records.\Her name, Nana!\Ever since that day when the thick clouds passed\and I was suddenly in the spotlight... response:	The place we were standing was not a stage, but the center of a ring.
context: REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED!\REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! We have learned about Trapnest's guitarist, Ren's passionate love affair!\The woman is a member of his former band, and vocalist of Black Stones,\a band on the brink of a major debut with Gaia Records.\Her name, Nana!\Ever since that day when the thick clouds passed\and I was suddenly in the spotlight...\The place we were standing was not a stage, but the center of a ring. response:	I can still hear the cheers and jeers ringing in my head.
context: REN HONJO (22) REN HONJO'S LOVE LIFE REVEALED! We have learned about Trapnest's guitarist, Ren's passionate love affair!\The woman is a member of his former band, and vocalist of Black Stones,\a band on the brink of a major debut with Gaia Records.\Her name, Nana!\Ever since that day when the thick clouds passed\and I was suddenly in the spotlight...\The place we were standing was not a stage, but the center of a ring.\I can still hear the cheers and jeers ringing in my head. response:	Loud and annoying.
context: The woman is a member of his former band, and vocalist of Black Stones,\a band on the brink of a major debut with Gaia Records.\Her name, Nana!\Ever since that day when the thick clouds passed\and I was suddenly in the spotlight...\The place we were standing was not a stage, but the center of a ring.\I can still hear the cheers and jeers ringing in my head.\Loud and annoying. response:	I can't count how many nights
context: a band on the brink of a major debut with Gaia Records.\Her name, Nana!\Ever since that day when the thick clouds passed\and I was suddenly in the spotlight...\The place we were standing was not a stage, but the center of a ring.\I can still hear the cheers and jeers ringing in my head.\Loud and annoying.\I can't count how many nights response:	I wished tomorrow would never come
context: Her name, Nana!\Ever since that day when the thick clouds passed\and I was suddenly in the spotlight...\The place we were standing was not a stage, but the center of a ring.\I can still hear the cheers and jeers ringing in my head.\Loud and annoying.\I can't count how many nights\I wished tomorrow would never come response:	To live as I am without being fake
context: Ever since that day when the thick clouds passed\and I was suddenly in the spotlight...\The place we were standing was not a stage, but the center of a ring.\I can still hear the cheers and jeers ringing in my head.\Loud and annoying.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake response:	What do I need
context: and I was suddenly in the spotlight...\The place we were standing was not a stage, but the center of a ring.\I can still hear the cheers and jeers ringing in my head.\Loud and annoying.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need response:	If I don't believe in myself, what can I believe in
context: The place we were standing was not a stage, but the center of a ring.\I can still hear the cheers and jeers ringing in my head.\Loud and annoying.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in response:	The answer is too close to see
context: I can still hear the cheers and jeers ringing in my head.\Loud and annoying.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see response:	Black tears are falling down
context: Loud and annoying.\I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down response:	I have nothing, only sadness
context: I can't count how many nights\I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness response:	I can't put it into words
context: I wished tomorrow would never come\To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words response:	My whole body starts to ache
context: To live as I am without being fake\What do I need\If I don't believe in myself, what can I believe in\The answer is too close to see\Black tears are falling down\I have nothing, only sadness\I can't put it into words\My whole body starts to ache response:	I can't stand it anymore on my own
