context: The Third Plate response:	Eighteen
context: and did everything you could during the testing process?\Were you perhaps missing the zealous desire to have someone say that the dish is delicious?\Then how'd Yukihira... How'd he get as far as he did?\Where'd your motivation come from?\Were you really that greedy about your dish because\you wanted to survive the advancement exams?\The hell you talking about, Hayama?\It was for you! All for you! response:	It's because I was gonna make you eat the dish, of course!
context: Were you perhaps missing the zealous desire to have someone say that the dish is delicious?\Then how'd Yukihira... How'd he get as far as he did?\Where'd your motivation come from?\Were you really that greedy about your dish because\you wanted to survive the advancement exams?\The hell you talking about, Hayama?\It was for you! All for you!\It's because I was gonna make you eat the dish, of course! response:	It was all to make you say it's delicious!
context: Then how'd Yukihira... How'd he get as far as he did?\Where'd your motivation come from?\Were you really that greedy about your dish because\you wanted to survive the advancement exams?\The hell you talking about, Hayama?\It was for you! All for you!\It's because I was gonna make you eat the dish, of course!\It was all to make you say it's delicious! response:	To crush you!
context: Where'd your motivation come from?\Were you really that greedy about your dish because\you wanted to survive the advancement exams?\The hell you talking about, Hayama?\It was for you! All for you!\It's because I was gonna make you eat the dish, of course!\It was all to make you say it's delicious!\To crush you! response:	That's why I've been working so hard!
context: Were you really that greedy about your dish because\you wanted to survive the advancement exams?\The hell you talking about, Hayama?\It was for you! All for you!\It's because I was gonna make you eat the dish, of course!\It was all to make you say it's delicious!\To crush you!\That's why I've been working so hard! response:	So I can't stand to see you all distracted!
context: you wanted to survive the advancement exams?\The hell you talking about, Hayama?\It was for you! All for you!\It's because I was gonna make you eat the dish, of course!\It was all to make you say it's delicious!\To crush you!\That's why I've been working so hard!\So I can't stand to see you all distracted! response:	Here's one piping hot.
context: The hell you talking about, Hayama?\It was for you! All for you!\It's because I was gonna make you eat the dish, of course!\It was all to make you say it's delicious!\To crush you!\That's why I've been working so hard!\So I can't stand to see you all distracted!\Here's one piping hot. response:	Dig in, Hayama!
context: It was for you! All for you!\It's because I was gonna make you eat the dish, of course!\It was all to make you say it's delicious!\To crush you!\That's why I've been working so hard!\So I can't stand to see you all distracted!\Here's one piping hot.\Dig in, Hayama! response:	I see it now.
context: It's because I was gonna make you eat the dish, of course!\It was all to make you say it's delicious!\To crush you!\That's why I've been working so hard!\So I can't stand to see you all distracted!\Here's one piping hot.\Dig in, Hayama!\I see it now. response:	Yukihira's passion for this dish
context: It was all to make you say it's delicious!\To crush you!\That's why I've been working so hard!\So I can't stand to see you all distracted!\Here's one piping hot.\Dig in, Hayama!\I see it now.\Yukihira's passion for this dish response:	all of his trials and tribulations are flooding into me.
context: To crush you!\That's why I've been working so hard!\So I can't stand to see you all distracted!\Here's one piping hot.\Dig in, Hayama!\I see it now.\Yukihira's passion for this dish\all of his trials and tribulations are flooding into me. response:	He kept me in squarely in his sights, even though I'd closed myself off,
context: That's why I've been working so hard!\So I can't stand to see you all distracted!\Here's one piping hot.\Dig in, Hayama!\I see it now.\Yukihira's passion for this dish\all of his trials and tribulations are flooding into me.\He kept me in squarely in his sights, even though I'd closed myself off, response:	and only thought about how to improve this dish.
context: So I can't stand to see you all distracted!\Here's one piping hot.\Dig in, Hayama!\I see it now.\Yukihira's passion for this dish\all of his trials and tribulations are flooding into me.\He kept me in squarely in his sights, even though I'd closed myself off,\and only thought about how to improve this dish. response:	He wasn't me, who'd lost sight of why he was cooking
context: Here's one piping hot.\Dig in, Hayama!\I see it now.\Yukihira's passion for this dish\all of his trials and tribulations are flooding into me.\He kept me in squarely in his sights, even though I'd closed myself off,\and only thought about how to improve this dish.\He wasn't me, who'd lost sight of why he was cooking response:	and could only wear himself down to the bone.
context: Dig in, Hayama!\I see it now.\Yukihira's passion for this dish\all of his trials and tribulations are flooding into me.\He kept me in squarely in his sights, even though I'd closed myself off,\and only thought about how to improve this dish.\He wasn't me, who'd lost sight of why he was cooking\and could only wear himself down to the bone. response:	Jun?
context: I see it now.\Yukihira's passion for this dish\all of his trials and tribulations are flooding into me.\He kept me in squarely in his sights, even though I'd closed myself off,\and only thought about how to improve this dish.\He wasn't me, who'd lost sight of why he was cooking\and could only wear himself down to the bone.\Jun? response:	Oh, sorry.
context: Yukihira's passion for this dish\all of his trials and tribulations are flooding into me.\He kept me in squarely in his sights, even though I'd closed myself off,\and only thought about how to improve this dish.\He wasn't me, who'd lost sight of why he was cooking\and could only wear himself down to the bone.\Jun?\Oh, sorry. response:	Did it hurt?
context: all of his trials and tribulations are flooding into me.\He kept me in squarely in his sights, even though I'd closed myself off,\and only thought about how to improve this dish.\He wasn't me, who'd lost sight of why he was cooking\and could only wear himself down to the bone.\Jun?\Oh, sorry.\Did it hurt? response:	Are you okay?
context: He kept me in squarely in his sights, even though I'd closed myself off,\and only thought about how to improve this dish.\He wasn't me, who'd lost sight of why he was cooking\and could only wear himself down to the bone.\Jun?\Oh, sorry.\Did it hurt?\Are you okay? response:	Why are you here, Shiomi-senpai?
context: and only thought about how to improve this dish.\He wasn't me, who'd lost sight of why he was cooking\and could only wear himself down to the bone.\Jun?\Oh, sorry.\Did it hurt?\Are you okay?\Why are you here, Shiomi-senpai? response:	I invited her.
context: He wasn't me, who'd lost sight of why he was cooking\and could only wear himself down to the bone.\Jun?\Oh, sorry.\Did it hurt?\Are you okay?\Why are you here, Shiomi-senpai?\I invited her. response:	We know each other from our Polar Star Dormitory days, after all.
context: and could only wear himself down to the bone.\Jun?\Oh, sorry.\Did it hurt?\Are you okay?\Why are you here, Shiomi-senpai?\I invited her.\We know each other from our Polar Star Dormitory days, after all. response:	That was a shock.
context: Jun?\Oh, sorry.\Did it hurt?\Are you okay?\Why are you here, Shiomi-senpai?\I invited her.\We know each other from our Polar Star Dormitory days, after all.\That was a shock. response:	Jun's never hit me before.
context: Oh, sorry.\Did it hurt?\Are you okay?\Why are you here, Shiomi-senpai?\I invited her.\We know each other from our Polar Star Dormitory days, after all.\That was a shock.\Jun's never hit me before. response:	I'm also your guardian,
context: Did it hurt?\Are you okay?\Why are you here, Shiomi-senpai?\I invited her.\We know each other from our Polar Star Dormitory days, after all.\That was a shock.\Jun's never hit me before.\I'm also your guardian, response:	so think of that as parenting.
context: Are you okay?\Why are you here, Shiomi-senpai?\I invited her.\We know each other from our Polar Star Dormitory days, after all.\That was a shock.\Jun's never hit me before.\I'm also your guardian,\so think of that as parenting. response:	Okay, I'm going to tell you my conclusions after thinking about all that's happened.
context: Why are you here, Shiomi-senpai?\I invited her.\We know each other from our Polar Star Dormitory days, after all.\That was a shock.\Jun's never hit me before.\I'm also your guardian,\so think of that as parenting.\Okay, I'm going to tell you my conclusions after thinking about all that's happened. response:	I don't need a research lab anymore.
context: I invited her.\We know each other from our Polar Star Dormitory days, after all.\That was a shock.\Jun's never hit me before.\I'm also your guardian,\so think of that as parenting.\Okay, I'm going to tell you my conclusions after thinking about all that's happened.\I don't need a research lab anymore. response:	There was something I wanted you to do more
context: We know each other from our Polar Star Dormitory days, after all.\That was a shock.\Jun's never hit me before.\I'm also your guardian,\so think of that as parenting.\Okay, I'm going to tell you my conclusions after thinking about all that's happened.\I don't need a research lab anymore.\There was something I wanted you to do more response:	than I wanted to get my equipment and budget back.
context: That was a shock.\Jun's never hit me before.\I'm also your guardian,\so think of that as parenting.\Okay, I'm going to tell you my conclusions after thinking about all that's happened.\I don't need a research lab anymore.\There was something I wanted you to do more\than I wanted to get my equipment and budget back. response:	What?
context: Jun's never hit me before.\I'm also your guardian,\so think of that as parenting.\Okay, I'm going to tell you my conclusions after thinking about all that's happened.\I don't need a research lab anymore.\There was something I wanted you to do more\than I wanted to get my equipment and budget back.\What? response:	What I've really wanted to see...
context: I'm also your guardian,\so think of that as parenting.\Okay, I'm going to tell you my conclusions after thinking about all that's happened.\I don't need a research lab anymore.\There was something I wanted you to do more\than I wanted to get my equipment and budget back.\What?\What I've really wanted to see... response:	is you really enjoying your cooking
context: so think of that as parenting.\Okay, I'm going to tell you my conclusions after thinking about all that's happened.\I don't need a research lab anymore.\There was something I wanted you to do more\than I wanted to get my equipment and budget back.\What?\What I've really wanted to see...\is you really enjoying your cooking response:	and devoting yourself to your craft with lots of friends your own age.
context: Okay, I'm going to tell you my conclusions after thinking about all that's happened.\I don't need a research lab anymore.\There was something I wanted you to do more\than I wanted to get my equipment and budget back.\What?\What I've really wanted to see...\is you really enjoying your cooking\and devoting yourself to your craft with lots of friends your own age. response:	You're still a kid, Hayama-kun.
context: I don't need a research lab anymore.\There was something I wanted you to do more\than I wanted to get my equipment and budget back.\What?\What I've really wanted to see...\is you really enjoying your cooking\and devoting yourself to your craft with lots of friends your own age.\You're still a kid, Hayama-kun. response:	You don't have to feel responsible for the research group shutting down.
context: There was something I wanted you to do more\than I wanted to get my equipment and budget back.\What?\What I've really wanted to see...\is you really enjoying your cooking\and devoting yourself to your craft with lots of friends your own age.\You're still a kid, Hayama-kun.\You don't have to feel responsible for the research group shutting down. response:	What? Don't treat me like a kid, Jun.
context: than I wanted to get my equipment and budget back.\What?\What I've really wanted to see...\is you really enjoying your cooking\and devoting yourself to your craft with lots of friends your own age.\You're still a kid, Hayama-kun.\You don't have to feel responsible for the research group shutting down.\What? Don't treat me like a kid, Jun. response:	Don't call me that!
context: What?\What I've really wanted to see...\is you really enjoying your cooking\and devoting yourself to your craft with lots of friends your own age.\You're still a kid, Hayama-kun.\You don't have to feel responsible for the research group shutting down.\What? Don't treat me like a kid, Jun.\Don't call me that! response:	Hayama, I don't care what Central does,
context: What I've really wanted to see...\is you really enjoying your cooking\and devoting yourself to your craft with lots of friends your own age.\You're still a kid, Hayama-kun.\You don't have to feel responsible for the research group shutting down.\What? Don't treat me like a kid, Jun.\Don't call me that!\Hayama, I don't care what Central does, response:	but I still want to work on cooking with you.
context: is you really enjoying your cooking\and devoting yourself to your craft with lots of friends your own age.\You're still a kid, Hayama-kun.\You don't have to feel responsible for the research group shutting down.\What? Don't treat me like a kid, Jun.\Don't call me that!\Hayama, I don't care what Central does,\but I still want to work on cooking with you. response:	I won't let you give up on your own cooking.
context: and devoting yourself to your craft with lots of friends your own age.\You're still a kid, Hayama-kun.\You don't have to feel responsible for the research group shutting down.\What? Don't treat me like a kid, Jun.\Don't call me that!\Hayama, I don't care what Central does,\but I still want to work on cooking with you.\I won't let you give up on your own cooking. response:	That's right. I...
context: You're still a kid, Hayama-kun.\You don't have to feel responsible for the research group shutting down.\What? Don't treat me like a kid, Jun.\Don't call me that!\Hayama, I don't care what Central does,\but I still want to work on cooking with you.\I won't let you give up on your own cooking.\That's right. I... response:	Being here...
context: You don't have to feel responsible for the research group shutting down.\What? Don't treat me like a kid, Jun.\Don't call me that!\Hayama, I don't care what Central does,\but I still want to work on cooking with you.\I won't let you give up on your own cooking.\That's right. I...\Being here... response:	with everyone...
context: What? Don't treat me like a kid, Jun.\Don't call me that!\Hayama, I don't care what Central does,\but I still want to work on cooking with you.\I won't let you give up on your own cooking.\That's right. I...\Being here...\with everyone... response:	I was actually really enjoying myself.
context: Don't call me that!\Hayama, I don't care what Central does,\but I still want to work on cooking with you.\I won't let you give up on your own cooking.\That's right. I...\Being here...\with everyone...\I was actually really enjoying myself. response:	That's what you let me remember.
context: Hayama, I don't care what Central does,\but I still want to work on cooking with you.\I won't let you give up on your own cooking.\That's right. I...\Being here...\with everyone...\I was actually really enjoying myself.\That's what you let me remember. response:	It's like... a message from God.
context: but I still want to work on cooking with you.\I won't let you give up on your own cooking.\That's right. I...\Being here...\with everyone...\I was actually really enjoying myself.\That's what you let me remember.\It's like... a message from God. response:	Finally.
context: I won't let you give up on your own cooking.\That's right. I...\Being here...\with everyone...\I was actually really enjoying myself.\That's what you let me remember.\It's like... a message from God.\Finally. response:	Finally.
context: That's right. I...\Being here...\with everyone...\I was actually really enjoying myself.\That's what you let me remember.\It's like... a message from God.\Finally.\Finally. response:	Finally, it's happening.
context: Being here...\with everyone...\I was actually really enjoying myself.\That's what you let me remember.\It's like... a message from God.\Finally.\Finally.\Finally, it's happening. response:	With a vote of two to one,
context: with everyone...\I was actually really enjoying myself.\That's what you let me remember.\It's like... a message from God.\Finally.\Finally.\Finally, it's happening.\With a vote of two to one, response:	we declare Yukihira Soma the victor!
context: I was actually really enjoying myself.\That's what you let me remember.\It's like... a message from God.\Finally.\Finally.\Finally, it's happening.\With a vote of two to one,\we declare Yukihira Soma the victor! response:	Glad you enjoyed it!
context: That's what you let me remember.\It's like... a message from God.\Finally.\Finally.\Finally, it's happening.\With a vote of two to one,\we declare Yukihira Soma the victor!\Glad you enjoyed it! response:	We have nowhere to call home now, I guess.
context: It's like... a message from God.\Finally.\Finally.\Finally, it's happening.\With a vote of two to one,\we declare Yukihira Soma the victor!\Glad you enjoyed it!\We have nowhere to call home now, I guess. response:	Why are you laughing?
context: Finally.\Finally.\Finally, it's happening.\With a vote of two to one,\we declare Yukihira Soma the victor!\Glad you enjoyed it!\We have nowhere to call home now, I guess.\Why are you laughing? response:	Oh, about that.
context: Finally.\Finally, it's happening.\With a vote of two to one,\we declare Yukihira Soma the victor!\Glad you enjoyed it!\We have nowhere to call home now, I guess.\Why are you laughing?\Oh, about that. response:	Why don't you just come to Polar Star?
context: Finally, it's happening.\With a vote of two to one,\we declare Yukihira Soma the victor!\Glad you enjoyed it!\We have nowhere to call home now, I guess.\Why are you laughing?\Oh, about that.\Why don't you just come to Polar Star? response:	You'll at least have somewhere to cook, too!
context: With a vote of two to one,\we declare Yukihira Soma the victor!\Glad you enjoyed it!\We have nowhere to call home now, I guess.\Why are you laughing?\Oh, about that.\Why don't you just come to Polar Star?\You'll at least have somewhere to cook, too! response:	Shiomi-senpai, you used to live there.
context: we declare Yukihira Soma the victor!\Glad you enjoyed it!\We have nowhere to call home now, I guess.\Why are you laughing?\Oh, about that.\Why don't you just come to Polar Star?\You'll at least have somewhere to cook, too!\Shiomi-senpai, you used to live there. response:	We have tons of empty rooms.
context: Glad you enjoyed it!\We have nowhere to call home now, I guess.\Why are you laughing?\Oh, about that.\Why don't you just come to Polar Star?\You'll at least have somewhere to cook, too!\Shiomi-senpai, you used to live there.\We have tons of empty rooms. response:	Right?
context: We have nowhere to call home now, I guess.\Why are you laughing?\Oh, about that.\Why don't you just come to Polar Star?\You'll at least have somewhere to cook, too!\Shiomi-senpai, you used to live there.\We have tons of empty rooms.\Right? response:	Say yes!
context: Why are you laughing?\Oh, about that.\Why don't you just come to Polar Star?\You'll at least have somewhere to cook, too!\Shiomi-senpai, you used to live there.\We have tons of empty rooms.\Right?\Say yes! response:	Yukihira-kun...
context: Oh, about that.\Why don't you just come to Polar Star?\You'll at least have somewhere to cook, too!\Shiomi-senpai, you used to live there.\We have tons of empty rooms.\Right?\Say yes!\Yukihira-kun... response:	Thanks, Yukihira.
context: Why don't you just come to Polar Star?\You'll at least have somewhere to cook, too!\Shiomi-senpai, you used to live there.\We have tons of empty rooms.\Right?\Say yes!\Yukihira-kun...\Thanks, Yukihira. response:	I really appreciate the thought.
context: You'll at least have somewhere to cook, too!\Shiomi-senpai, you used to live there.\We have tons of empty rooms.\Right?\Say yes!\Yukihira-kun...\Thanks, Yukihira.\I really appreciate the thought. response:	Yukihira-kun!
context: Shiomi-senpai, you used to live there.\We have tons of empty rooms.\Right?\Say yes!\Yukihira-kun...\Thanks, Yukihira.\I really appreciate the thought.\Yukihira-kun! response:	Hey, Nakiri.
context: We have tons of empty rooms.\Right?\Say yes!\Yukihira-kun...\Thanks, Yukihira.\I really appreciate the thought.\Yukihira-kun!\Hey, Nakiri. response:	How did it go?
context: Right?\Say yes!\Yukihira-kun...\Thanks, Yukihira.\I really appreciate the thought.\Yukihira-kun!\Hey, Nakiri.\How did it go? response:	Oh, I managed to redeem myself.
context: Say yes!\Yukihira-kun...\Thanks, Yukihira.\I really appreciate the thought.\Yukihira-kun!\Hey, Nakiri.\How did it go?\Oh, I managed to redeem myself. response:	S-So you won?
context: Yukihira-kun...\Thanks, Yukihira.\I really appreciate the thought.\Yukihira-kun!\Hey, Nakiri.\How did it go?\Oh, I managed to redeem myself.\S-So you won? response:	Did you run all the way here?
context: Thanks, Yukihira.\I really appreciate the thought.\Yukihira-kun!\Hey, Nakiri.\How did it go?\Oh, I managed to redeem myself.\S-So you won?\Did you run all the way here? response:	Your hair's a mess.
context: I really appreciate the thought.\Yukihira-kun!\Hey, Nakiri.\How did it go?\Oh, I managed to redeem myself.\S-So you won?\Did you run all the way here?\Your hair's a mess. response:	Well, of course!
context: Yukihira-kun!\Hey, Nakiri.\How did it go?\Oh, I managed to redeem myself.\S-So you won?\Did you run all the way here?\Your hair's a mess.\Well, of course! response:	Ah, here you are.
context: Hey, Nakiri.\How did it go?\Oh, I managed to redeem myself.\S-So you won?\Did you run all the way here?\Your hair's a mess.\Well, of course!\Ah, here you are. response:	Aide to Nakiri Azami Aida Sean
context: How did it go?\Oh, I managed to redeem myself.\S-So you won?\Did you run all the way here?\Your hair's a mess.\Well, of course!\Ah, here you are.\Aide to Nakiri Azami Aida Sean response:	I am Aida, Azami-sama's aide.
context: Oh, I managed to redeem myself.\S-So you won?\Did you run all the way here?\Your hair's a mess.\Well, of course!\Ah, here you are.\Aide to Nakiri Azami Aida Sean\I am Aida, Azami-sama's aide. response:	Excuse me.
context: S-So you won?\Did you run all the way here?\Your hair's a mess.\Well, of course!\Ah, here you are.\Aide to Nakiri Azami Aida Sean\I am Aida, Azami-sama's aide.\Excuse me. response:	Hayama Akira, you understand what is happening, correct?
context: Did you run all the way here?\Your hair's a mess.\Well, of course!\Ah, here you are.\Aide to Nakiri Azami Aida Sean\I am Aida, Azami-sama's aide.\Excuse me.\Hayama Akira, you understand what is happening, correct? response:	Yeah.
context: Your hair's a mess.\Well, of course!\Ah, here you are.\Aide to Nakiri Azami Aida Sean\I am Aida, Azami-sama's aide.\Excuse me.\Hayama Akira, you understand what is happening, correct?\Yeah. response:	Given the most recent results, you are being expelled.
context: Well, of course!\Ah, here you are.\Aide to Nakiri Azami Aida Sean\I am Aida, Azami-sama's aide.\Excuse me.\Hayama Akira, you understand what is happening, correct?\Yeah.\Given the most recent results, you are being expelled. response:	We have received reports from exams that have occurred on other routes, as well.
context: Ah, here you are.\Aide to Nakiri Azami Aida Sean\I am Aida, Azami-sama's aide.\Excuse me.\Hayama Akira, you understand what is happening, correct?\Yeah.\Given the most recent results, you are being expelled.\We have received reports from exams that have occurred on other routes, as well. response:	Erina-sama... I am so sorry!
context: Aide to Nakiri Azami Aida Sean\I am Aida, Azami-sama's aide.\Excuse me.\Hayama Akira, you understand what is happening, correct?\Yeah.\Given the most recent results, you are being expelled.\We have received reports from exams that have occurred on other routes, as well.\Erina-sama... I am so sorry! response:	Shit!
context: I am Aida, Azami-sama's aide.\Excuse me.\Hayama Akira, you understand what is happening, correct?\Yeah.\Given the most recent results, you are being expelled.\We have received reports from exams that have occurred on other routes, as well.\Erina-sama... I am so sorry!\Shit! response:	All of the above have been expelled.
context: Excuse me.\Hayama Akira, you understand what is happening, correct?\Yeah.\Given the most recent results, you are being expelled.\We have received reports from exams that have occurred on other routes, as well.\Erina-sama... I am so sorry!\Shit!\All of the above have been expelled. response:	Totsuki
context: Hayama Akira, you understand what is happening, correct?\Yeah.\Given the most recent results, you are being expelled.\We have received reports from exams that have occurred on other routes, as well.\Erina-sama... I am so sorry!\Shit!\All of the above have been expelled.\Totsuki response:	Next Episode Declaration of War
context: Yeah.\Given the most recent results, you are being expelled.\We have received reports from exams that have occurred on other routes, as well.\Erina-sama... I am so sorry!\Shit!\All of the above have been expelled.\Totsuki\Next Episode Declaration of War response:	Food Wars
context: Given the most recent results, you are being expelled.\We have received reports from exams that have occurred on other routes, as well.\Erina-sama... I am so sorry!\Shit!\All of the above have been expelled.\Totsuki\Next Episode Declaration of War\Food Wars response:	The Third Plate
context: We have received reports from exams that have occurred on other routes, as well.\Erina-sama... I am so sorry!\Shit!\All of the above have been expelled.\Totsuki\Next Episode Declaration of War\Food Wars\The Third Plate response:	Right, let's go to the station up north!
