context: Anime is being targeted now. response:	The shadow of evil is closing in
context: Temptation, trickery, betrayal\Soul! Temptation, trickery, betrayal\Their evil reaches out in search of prey\Spray! Their evil reaches out in search of prey\Action! Their evil reaches out in search of prey\Their evil reaches out in search of prey\Ooh, ooh\They're dreamy pretty boys response:	Oh, no! They're dreamy pretty boys
context: Soul! Temptation, trickery, betrayal\Their evil reaches out in search of prey\Spray! Their evil reaches out in search of prey\Action! Their evil reaches out in search of prey\Their evil reaches out in search of prey\Ooh, ooh\They're dreamy pretty boys\Oh, no! They're dreamy pretty boys response:	They're dreamy pretty boys
context: Their evil reaches out in search of prey\Spray! Their evil reaches out in search of prey\Action! Their evil reaches out in search of prey\Their evil reaches out in search of prey\Ooh, ooh\They're dreamy pretty boys\Oh, no! They're dreamy pretty boys\They're dreamy pretty boys response:	So, what about it?
context: Spray! Their evil reaches out in search of prey\Action! Their evil reaches out in search of prey\Their evil reaches out in search of prey\Ooh, ooh\They're dreamy pretty boys\Oh, no! They're dreamy pretty boys\They're dreamy pretty boys\So, what about it? response:	This is no time to hesitate
context: Action! Their evil reaches out in search of prey\Their evil reaches out in search of prey\Ooh, ooh\They're dreamy pretty boys\Oh, no! They're dreamy pretty boys\They're dreamy pretty boys\So, what about it?\This is no time to hesitate response:	We should have valued This is no time to hesitate
context: Their evil reaches out in search of prey\Ooh, ooh\They're dreamy pretty boys\Oh, no! They're dreamy pretty boys\They're dreamy pretty boys\So, what about it?\This is no time to hesitate\We should have valued This is no time to hesitate response:	our friendship more! This is no time to hesitate
context: Ooh, ooh\They're dreamy pretty boys\Oh, no! They're dreamy pretty boys\They're dreamy pretty boys\So, what about it?\This is no time to hesitate\We should have valued This is no time to hesitate\our friendship more! This is no time to hesitate response:	our friendship more!
context: They're dreamy pretty boys\Oh, no! They're dreamy pretty boys\They're dreamy pretty boys\So, what about it?\This is no time to hesitate\We should have valued This is no time to hesitate\our friendship more! This is no time to hesitate\our friendship more! response:	Moon Prism Power Makeup!
context: Oh, no! They're dreamy pretty boys\They're dreamy pretty boys\So, what about it?\This is no time to hesitate\We should have valued This is no time to hesitate\our friendship more! This is no time to hesitate\our friendship more!\Moon Prism Power Makeup! response:	We did it!
context: They're dreamy pretty boys\So, what about it?\This is no time to hesitate\We should have valued This is no time to hesitate\our friendship more! This is no time to hesitate\our friendship more!\Moon Prism Power Makeup!\We did it! response:	We did it! The sailor warriors of love and justice
context: So, what about it?\This is no time to hesitate\We should have valued This is no time to hesitate\our friendship more! This is no time to hesitate\our friendship more!\Moon Prism Power Makeup!\We did it!\We did it! The sailor warriors of love and justice response:	The sailor warriors of love and justice
context: This is no time to hesitate\We should have valued This is no time to hesitate\our friendship more! This is no time to hesitate\our friendship more!\Moon Prism Power Makeup!\We did it!\We did it! The sailor warriors of love and justice\The sailor warriors of love and justice response:	Impossible! The sailor warriors of love and justice
context: We should have valued This is no time to hesitate\our friendship more! This is no time to hesitate\our friendship more!\Moon Prism Power Makeup!\We did it!\We did it! The sailor warriors of love and justice\The sailor warriors of love and justice\Impossible! The sailor warriors of love and justice response:	Impossible! Will punish you in the name of the moon
context: our friendship more! This is no time to hesitate\our friendship more!\Moon Prism Power Makeup!\We did it!\We did it! The sailor warriors of love and justice\The sailor warriors of love and justice\Impossible! The sailor warriors of love and justice\Impossible! Will punish you in the name of the moon response:	Will punish you in the name of the moon
context: our friendship more!\Moon Prism Power Makeup!\We did it!\We did it! The sailor warriors of love and justice\The sailor warriors of love and justice\Impossible! The sailor warriors of love and justice\Impossible! Will punish you in the name of the moon\Will punish you in the name of the moon response:	I enjoyed the show. Will punish you in the name of the moon
context: Moon Prism Power Makeup!\We did it!\We did it! The sailor warriors of love and justice\The sailor warriors of love and justice\Impossible! The sailor warriors of love and justice\Impossible! Will punish you in the name of the moon\Will punish you in the name of the moon\I enjoyed the show. Will punish you in the name of the moon response:	Will punish you in the name of the moon
context: We did it!\We did it! The sailor warriors of love and justice\The sailor warriors of love and justice\Impossible! The sailor warriors of love and justice\Impossible! Will punish you in the name of the moon\Will punish you in the name of the moon\I enjoyed the show. Will punish you in the name of the moon\Will punish you in the name of the moon response:	We're in a bad mood today
context: We did it! The sailor warriors of love and justice\The sailor warriors of love and justice\Impossible! The sailor warriors of love and justice\Impossible! Will punish you in the name of the moon\Will punish you in the name of the moon\I enjoyed the show. Will punish you in the name of the moon\Will punish you in the name of the moon\We're in a bad mood today response:	Those sailor warriors are better than I had thought! We're in a bad mood today
context: The sailor warriors of love and justice\Impossible! The sailor warriors of love and justice\Impossible! Will punish you in the name of the moon\Will punish you in the name of the moon\I enjoyed the show. Will punish you in the name of the moon\Will punish you in the name of the moon\We're in a bad mood today\Those sailor warriors are better than I had thought! We're in a bad mood today response:	We're in a bad mood today
context: Impossible! The sailor warriors of love and justice\Impossible! Will punish you in the name of the moon\Will punish you in the name of the moon\I enjoyed the show. Will punish you in the name of the moon\Will punish you in the name of the moon\We're in a bad mood today\Those sailor warriors are better than I had thought! We're in a bad mood today\We're in a bad mood today response:	Come on. Cheer up, Hiromi! We're scary if you get too close
context: Impossible! Will punish you in the name of the moon\Will punish you in the name of the moon\I enjoyed the show. Will punish you in the name of the moon\Will punish you in the name of the moon\We're in a bad mood today\Those sailor warriors are better than I had thought! We're in a bad mood today\We're in a bad mood today\Come on. Cheer up, Hiromi! We're scary if you get too close response:	Kazuko, the truth is, those pencils... We're scary if you get too close
context: Will punish you in the name of the moon\I enjoyed the show. Will punish you in the name of the moon\Will punish you in the name of the moon\We're in a bad mood today\Those sailor warriors are better than I had thought! We're in a bad mood today\We're in a bad mood today\Come on. Cheer up, Hiromi! We're scary if you get too close\Kazuko, the truth is, those pencils... We're scary if you get too close response:	Kazuko, the truth is, those pencils...
context: I enjoyed the show. Will punish you in the name of the moon\Will punish you in the name of the moon\We're in a bad mood today\Those sailor warriors are better than I had thought! We're in a bad mood today\We're in a bad mood today\Come on. Cheer up, Hiromi! We're scary if you get too close\Kazuko, the truth is, those pencils... We're scary if you get too close\Kazuko, the truth is, those pencils... response:	Kazuko, the truth is, those pencils... If all our hearts
context: Will punish you in the name of the moon\We're in a bad mood today\Those sailor warriors are better than I had thought! We're in a bad mood today\We're in a bad mood today\Come on. Cheer up, Hiromi! We're scary if you get too close\Kazuko, the truth is, those pencils... We're scary if you get too close\Kazuko, the truth is, those pencils...\Kazuko, the truth is, those pencils... If all our hearts response:	Come together, love will win
context: We're in a bad mood today\Those sailor warriors are better than I had thought! We're in a bad mood today\We're in a bad mood today\Come on. Cheer up, Hiromi! We're scary if you get too close\Kazuko, the truth is, those pencils... We're scary if you get too close\Kazuko, the truth is, those pencils...\Kazuko, the truth is, those pencils... If all our hearts\Come together, love will win response:	Hiromi, there's something I've been hiding from you. Come together, love will win
context: Those sailor warriors are better than I had thought! We're in a bad mood today\We're in a bad mood today\Come on. Cheer up, Hiromi! We're scary if you get too close\Kazuko, the truth is, those pencils... We're scary if you get too close\Kazuko, the truth is, those pencils...\Kazuko, the truth is, those pencils... If all our hearts\Come together, love will win\Hiromi, there's something I've been hiding from you. Come together, love will win response:	Hiromi, there's something I've been hiding from you. Bubble Spray
context: We're in a bad mood today\Come on. Cheer up, Hiromi! We're scary if you get too close\Kazuko, the truth is, those pencils... We're scary if you get too close\Kazuko, the truth is, those pencils...\Kazuko, the truth is, those pencils... If all our hearts\Come together, love will win\Hiromi, there's something I've been hiding from you. Come together, love will win\Hiromi, there's something I've been hiding from you. Bubble Spray response:	What?! Begone, evil spirit
context: Come on. Cheer up, Hiromi! We're scary if you get too close\Kazuko, the truth is, those pencils... We're scary if you get too close\Kazuko, the truth is, those pencils...\Kazuko, the truth is, those pencils... If all our hearts\Come together, love will win\Hiromi, there's something I've been hiding from you. Come together, love will win\Hiromi, there's something I've been hiding from you. Bubble Spray\What?! Begone, evil spirit response:	Here.
context: Kazuko, the truth is, those pencils... We're scary if you get too close\Kazuko, the truth is, those pencils...\Kazuko, the truth is, those pencils... If all our hearts\Come together, love will win\Hiromi, there's something I've been hiding from you. Come together, love will win\Hiromi, there's something I've been hiding from you. Bubble Spray\What?! Begone, evil spirit\Here. response:	Here. Moon Tiara Action
context: Kazuko, the truth is, those pencils...\Kazuko, the truth is, those pencils... If all our hearts\Come together, love will win\Hiromi, there's something I've been hiding from you. Come together, love will win\Hiromi, there's something I've been hiding from you. Bubble Spray\What?! Begone, evil spirit\Here.\Here. Moon Tiara Action response:	Moon Tiara Action
context: Kazuko, the truth is, those pencils... If all our hearts\Come together, love will win\Hiromi, there's something I've been hiding from you. Come together, love will win\Hiromi, there's something I've been hiding from you. Bubble Spray\What?! Begone, evil spirit\Here.\Here. Moon Tiara Action\Moon Tiara Action response:	That's your... Moon Tiara Action
context: Come together, love will win\Hiromi, there's something I've been hiding from you. Come together, love will win\Hiromi, there's something I've been hiding from you. Bubble Spray\What?! Begone, evil spirit\Here.\Here. Moon Tiara Action\Moon Tiara Action\That's your... Moon Tiara Action response:	Moon Tiara Action
context: Hiromi, there's something I've been hiding from you. Come together, love will win\Hiromi, there's something I've been hiding from you. Bubble Spray\What?! Begone, evil spirit\Here.\Here. Moon Tiara Action\Moon Tiara Action\That's your... Moon Tiara Action\Moon Tiara Action response:	Oh! If you make fun of girls
context: Hiromi, there's something I've been hiding from you. Bubble Spray\What?! Begone, evil spirit\Here.\Here. Moon Tiara Action\Moon Tiara Action\That's your... Moon Tiara Action\Moon Tiara Action\Oh! If you make fun of girls response:	I'm sorry for breaking our promise. If you make fun of girls
context: What?! Begone, evil spirit\Here.\Here. Moon Tiara Action\Moon Tiara Action\That's your... Moon Tiara Action\Moon Tiara Action\Oh! If you make fun of girls\I'm sorry for breaking our promise. If you make fun of girls response:	I was frustrated because you always did such a great job, We won't forgive you
context: Here.\Here. Moon Tiara Action\Moon Tiara Action\That's your... Moon Tiara Action\Moon Tiara Action\Oh! If you make fun of girls\I'm sorry for breaking our promise. If you make fun of girls\I was frustrated because you always did such a great job, We won't forgive you response:	I was frustrated because you always did such a great job,
context: Here. Moon Tiara Action\Moon Tiara Action\That's your... Moon Tiara Action\Moon Tiara Action\Oh! If you make fun of girls\I'm sorry for breaking our promise. If you make fun of girls\I was frustrated because you always did such a great job, We won't forgive you\I was frustrated because you always did such a great job, response:	so I used these to motivate myself.
context: Moon Tiara Action\That's your... Moon Tiara Action\Moon Tiara Action\Oh! If you make fun of girls\I'm sorry for breaking our promise. If you make fun of girls\I was frustrated because you always did such a great job, We won't forgive you\I was frustrated because you always did such a great job,\so I used these to motivate myself. response:	You, too?
context: That's your... Moon Tiara Action\Moon Tiara Action\Oh! If you make fun of girls\I'm sorry for breaking our promise. If you make fun of girls\I was frustrated because you always did such a great job, We won't forgive you\I was frustrated because you always did such a great job,\so I used these to motivate myself.\You, too? response:	I felt like I would get left behind, if I didn't do anything about it.
context: Moon Tiara Action\Oh! If you make fun of girls\I'm sorry for breaking our promise. If you make fun of girls\I was frustrated because you always did such a great job, We won't forgive you\I was frustrated because you always did such a great job,\so I used these to motivate myself.\You, too?\I felt like I would get left behind, if I didn't do anything about it. response:	But that's how I felt!
context: Oh! If you make fun of girls\I'm sorry for breaking our promise. If you make fun of girls\I was frustrated because you always did such a great job, We won't forgive you\I was frustrated because you always did such a great job,\so I used these to motivate myself.\You, too?\I felt like I would get left behind, if I didn't do anything about it.\But that's how I felt! response:	Say, Hiromi...
context: I'm sorry for breaking our promise. If you make fun of girls\I was frustrated because you always did such a great job, We won't forgive you\I was frustrated because you always did such a great job,\so I used these to motivate myself.\You, too?\I felt like I would get left behind, if I didn't do anything about it.\But that's how I felt!\Say, Hiromi... response:	I think in the end, it wasn't wrong of us to use these pencils.
context: I was frustrated because you always did such a great job, We won't forgive you\I was frustrated because you always did such a great job,\so I used these to motivate myself.\You, too?\I felt like I would get left behind, if I didn't do anything about it.\But that's how I felt!\Say, Hiromi...\I think in the end, it wasn't wrong of us to use these pencils. response:	Because everything we create should be anime
context: I was frustrated because you always did such a great job,\so I used these to motivate myself.\You, too?\I felt like I would get left behind, if I didn't do anything about it.\But that's how I felt!\Say, Hiromi...\I think in the end, it wasn't wrong of us to use these pencils.\Because everything we create should be anime response:	that doesn't disappoint the children's dreams!
context: so I used these to motivate myself.\You, too?\I felt like I would get left behind, if I didn't do anything about it.\But that's how I felt!\Say, Hiromi...\I think in the end, it wasn't wrong of us to use these pencils.\Because everything we create should be anime\that doesn't disappoint the children's dreams! response:	Kazuko. You're right!
context: You, too?\I felt like I would get left behind, if I didn't do anything about it.\But that's how I felt!\Say, Hiromi...\I think in the end, it wasn't wrong of us to use these pencils.\Because everything we create should be anime\that doesn't disappoint the children's dreams!\Kazuko. You're right! response:	Then let's make a promise!
context: I felt like I would get left behind, if I didn't do anything about it.\But that's how I felt!\Say, Hiromi...\I think in the end, it wasn't wrong of us to use these pencils.\Because everything we create should be anime\that doesn't disappoint the children's dreams!\Kazuko. You're right!\Then let's make a promise! response:	Then let's make a promise! If you make fun of girls
context: But that's how I felt!\Say, Hiromi...\I think in the end, it wasn't wrong of us to use these pencils.\Because everything we create should be anime\that doesn't disappoint the children's dreams!\Kazuko. You're right!\Then let's make a promise!\Then let's make a promise! If you make fun of girls response:	Let us continue to work hard, If you make fun of girls
context: Say, Hiromi...\I think in the end, it wasn't wrong of us to use these pencils.\Because everything we create should be anime\that doesn't disappoint the children's dreams!\Kazuko. You're right!\Then let's make a promise!\Then let's make a promise! If you make fun of girls\Let us continue to work hard, If you make fun of girls response:	We won't forgive you
context: I think in the end, it wasn't wrong of us to use these pencils.\Because everything we create should be anime\that doesn't disappoint the children's dreams!\Kazuko. You're right!\Then let's make a promise!\Then let's make a promise! If you make fun of girls\Let us continue to work hard, If you make fun of girls\We won't forgive you response:	so we never disappoint the children's dreams!
context: Because everything we create should be anime\that doesn't disappoint the children's dreams!\Kazuko. You're right!\Then let's make a promise!\Then let's make a promise! If you make fun of girls\Let us continue to work hard, If you make fun of girls\We won't forgive you\so we never disappoint the children's dreams! response:	Looks like the finished Sailor V anime will be something to look forward to!
context: that doesn't disappoint the children's dreams!\Kazuko. You're right!\Then let's make a promise!\Then let's make a promise! If you make fun of girls\Let us continue to work hard, If you make fun of girls\We won't forgive you\so we never disappoint the children's dreams!\Looks like the finished Sailor V anime will be something to look forward to! response:	Yeah!
context: Kazuko. You're right!\Then let's make a promise!\Then let's make a promise! If you make fun of girls\Let us continue to work hard, If you make fun of girls\We won't forgive you\so we never disappoint the children's dreams!\Looks like the finished Sailor V anime will be something to look forward to!\Yeah! response:	It's a promise?
context: Then let's make a promise!\Then let's make a promise! If you make fun of girls\Let us continue to work hard, If you make fun of girls\We won't forgive you\so we never disappoint the children's dreams!\Looks like the finished Sailor V anime will be something to look forward to!\Yeah!\It's a promise? response:	It's a promise.
context: Then let's make a promise! If you make fun of girls\Let us continue to work hard, If you make fun of girls\We won't forgive you\so we never disappoint the children's dreams!\Looks like the finished Sailor V anime will be something to look forward to!\Yeah!\It's a promise?\It's a promise. response:	In my dream, you and I were together
context: Let us continue to work hard, If you make fun of girls\We won't forgive you\so we never disappoint the children's dreams!\Looks like the finished Sailor V anime will be something to look forward to!\Yeah!\It's a promise?\It's a promise.\In my dream, you and I were together response:	Protected by the stars
context: We won't forgive you\so we never disappoint the children's dreams!\Looks like the finished Sailor V anime will be something to look forward to!\Yeah!\It's a promise?\It's a promise.\In my dream, you and I were together\Protected by the stars response:	When we were friends, it didn't bother us
context: so we never disappoint the children's dreams!\Looks like the finished Sailor V anime will be something to look forward to!\Yeah!\It's a promise?\It's a promise.\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us response:	And we casually talked to each other
context: Looks like the finished Sailor V anime will be something to look forward to!\Yeah!\It's a promise?\It's a promise.\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other response:	But there was a moment when I noticed only you
context: Yeah!\It's a promise?\It's a promise.\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you response:	I want to become prettier right here and now
context: It's a promise?\It's a promise.\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now response:	Something changes when you fall in love
context: It's a promise.\In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now\Something changes when you fall in love response:	I close my eyes and check to make sure
context: In my dream, you and I were together\Protected by the stars\When we were friends, it didn't bother us\And we casually talked to each other\But there was a moment when I noticed only you\I want to become prettier right here and now\Something changes when you fall in love\I close my eyes and check to make sure response:	I want to convey the thrill I felt when we held each other
