context: eye catch response:	Pre! Preparation!
context: Yes, fried rice!\Ryuuji made me delicious fried rice!\He cheered me up...\He even lied to make me feel better...\Being there for me...\Because Ryuuji was there, because he was supporting me...\Because of that, I'm able to stand here like this!\I'm in love with you, Kitamura-kun! response:	Aisaka, you're amazing.
context: Ryuuji made me delicious fried rice!\He cheered me up...\He even lied to make me feel better...\Being there for me...\Because Ryuuji was there, because he was supporting me...\Because of that, I'm able to stand here like this!\I'm in love with you, Kitamura-kun!\Aisaka, you're amazing. response:	I see.
context: He cheered me up...\He even lied to make me feel better...\Being there for me...\Because Ryuuji was there, because he was supporting me...\Because of that, I'm able to stand here like this!\I'm in love with you, Kitamura-kun!\Aisaka, you're amazing.\I see. response:	It's okay, I think your feelings were properly relayed.
context: He even lied to make me feel better...\Being there for me...\Because Ryuuji was there, because he was supporting me...\Because of that, I'm able to stand here like this!\I'm in love with you, Kitamura-kun!\Aisaka, you're amazing.\I see.\It's okay, I think your feelings were properly relayed. response:	Kitamura-kun?
context: Being there for me...\Because Ryuuji was there, because he was supporting me...\Because of that, I'm able to stand here like this!\I'm in love with you, Kitamura-kun!\Aisaka, you're amazing.\I see.\It's okay, I think your feelings were properly relayed.\Kitamura-kun? response:	Do you recall one year ago. Aisaka?
context: Because Ryuuji was there, because he was supporting me...\Because of that, I'm able to stand here like this!\I'm in love with you, Kitamura-kun!\Aisaka, you're amazing.\I see.\It's okay, I think your feelings were properly relayed.\Kitamura-kun?\Do you recall one year ago. Aisaka? response:	Yeah.
context: Because of that, I'm able to stand here like this!\I'm in love with you, Kitamura-kun!\Aisaka, you're amazing.\I see.\It's okay, I think your feelings were properly relayed.\Kitamura-kun?\Do you recall one year ago. Aisaka?\Yeah. response:	Unlike that time, you now have this...
context: I'm in love with you, Kitamura-kun!\Aisaka, you're amazing.\I see.\It's okay, I think your feelings were properly relayed.\Kitamura-kun?\Do you recall one year ago. Aisaka?\Yeah.\Unlike that time, you now have this... response:	Funny face?
context: Aisaka, you're amazing.\I see.\It's okay, I think your feelings were properly relayed.\Kitamura-kun?\Do you recall one year ago. Aisaka?\Yeah.\Unlike that time, you now have this...\Funny face? response:	Yeah, when you're around Takasu, you have this funny-looking face.
context: I see.\It's okay, I think your feelings were properly relayed.\Kitamura-kun?\Do you recall one year ago. Aisaka?\Yeah.\Unlike that time, you now have this...\Funny face?\Yeah, when you're around Takasu, you have this funny-looking face. response:	Takasu's a great guy,
context: It's okay, I think your feelings were properly relayed.\Kitamura-kun?\Do you recall one year ago. Aisaka?\Yeah.\Unlike that time, you now have this...\Funny face?\Yeah, when you're around Takasu, you have this funny-looking face.\Takasu's a great guy, response:	and you thinking of him like you did earlier...
context: Kitamura-kun?\Do you recall one year ago. Aisaka?\Yeah.\Unlike that time, you now have this...\Funny face?\Yeah, when you're around Takasu, you have this funny-looking face.\Takasu's a great guy,\and you thinking of him like you did earlier... response:	Like I did earlier?
context: Do you recall one year ago. Aisaka?\Yeah.\Unlike that time, you now have this...\Funny face?\Yeah, when you're around Takasu, you have this funny-looking face.\Takasu's a great guy,\and you thinking of him like you did earlier...\Like I did earlier? response:	What did I say?
context: Yeah.\Unlike that time, you now have this...\Funny face?\Yeah, when you're around Takasu, you have this funny-looking face.\Takasu's a great guy,\and you thinking of him like you did earlier...\Like I did earlier?\What did I say? response:	But I'm relieved you're on such good terms with Takasu.
context: Unlike that time, you now have this...\Funny face?\Yeah, when you're around Takasu, you have this funny-looking face.\Takasu's a great guy,\and you thinking of him like you did earlier...\Like I did earlier?\What did I say?\But I'm relieved you're on such good terms with Takasu. response:	W-Wait up!
context: Funny face?\Yeah, when you're around Takasu, you have this funny-looking face.\Takasu's a great guy,\and you thinking of him like you did earlier...\Like I did earlier?\What did I say?\But I'm relieved you're on such good terms with Takasu.\W-Wait up! response:	Ryuuji doesn't have anything to do -
context: Yeah, when you're around Takasu, you have this funny-looking face.\Takasu's a great guy,\and you thinking of him like you did earlier...\Like I did earlier?\What did I say?\But I'm relieved you're on such good terms with Takasu.\W-Wait up!\Ryuuji doesn't have anything to do - response:	My face was funny-looking?
context: Takasu's a great guy,\and you thinking of him like you did earlier...\Like I did earlier?\What did I say?\But I'm relieved you're on such good terms with Takasu.\W-Wait up!\Ryuuji doesn't have anything to do -\My face was funny-looking? response:	My feet, what about my feet? Wait, what am I saying?
context: and you thinking of him like you did earlier...\Like I did earlier?\What did I say?\But I'm relieved you're on such good terms with Takasu.\W-Wait up!\Ryuuji doesn't have anything to do -\My face was funny-looking?\My feet, what about my feet? Wait, what am I saying? response:	Was I able to tell you I love you?
context: Like I did earlier?\What did I say?\But I'm relieved you're on such good terms with Takasu.\W-Wait up!\Ryuuji doesn't have anything to do -\My face was funny-looking?\My feet, what about my feet? Wait, what am I saying?\Was I able to tell you I love you? response:	It's going to be okay, Aisaka.
context: What did I say?\But I'm relieved you're on such good terms with Takasu.\W-Wait up!\Ryuuji doesn't have anything to do -\My face was funny-looking?\My feet, what about my feet? Wait, what am I saying?\Was I able to tell you I love you?\It's going to be okay, Aisaka. response:	It's okay.
context: But I'm relieved you're on such good terms with Takasu.\W-Wait up!\Ryuuji doesn't have anything to do -\My face was funny-looking?\My feet, what about my feet? Wait, what am I saying?\Was I able to tell you I love you?\It's going to be okay, Aisaka.\It's okay. response:	W-What's going to be okay?!
context: W-Wait up!\Ryuuji doesn't have anything to do -\My face was funny-looking?\My feet, what about my feet? Wait, what am I saying?\Was I able to tell you I love you?\It's going to be okay, Aisaka.\It's okay.\W-What's going to be okay?! response:	You haven't understood what I was saying!
context: Ryuuji doesn't have anything to do -\My face was funny-looking?\My feet, what about my feet? Wait, what am I saying?\Was I able to tell you I love you?\It's going to be okay, Aisaka.\It's okay.\W-What's going to be okay?!\You haven't understood what I was saying! response:	It'll be okay.
context: My face was funny-looking?\My feet, what about my feet? Wait, what am I saying?\Was I able to tell you I love you?\It's going to be okay, Aisaka.\It's okay.\W-What's going to be okay?!\You haven't understood what I was saying!\It'll be okay. response:	From now on, I'm sure we'll be great friends.
context: My feet, what about my feet? Wait, what am I saying?\Was I able to tell you I love you?\It's going to be okay, Aisaka.\It's okay.\W-What's going to be okay?!\You haven't understood what I was saying!\It'll be okay.\From now on, I'm sure we'll be great friends. response:	Like I'm saying, not friends, I was confess -
context: Was I able to tell you I love you?\It's going to be okay, Aisaka.\It's okay.\W-What's going to be okay?!\You haven't understood what I was saying!\It'll be okay.\From now on, I'm sure we'll be great friends.\Like I'm saying, not friends, I was confess - response:	Friends?
context: It's going to be okay, Aisaka.\It's okay.\W-What's going to be okay?!\You haven't understood what I was saying!\It'll be okay.\From now on, I'm sure we'll be great friends.\Like I'm saying, not friends, I was confess -\Friends? response:	Yes, friends.
context: It's okay.\W-What's going to be okay?!\You haven't understood what I was saying!\It'll be okay.\From now on, I'm sure we'll be great friends.\Like I'm saying, not friends, I was confess -\Friends?\Yes, friends. response:	Oops, we'll be late for homeroom.
context: W-What's going to be okay?!\You haven't understood what I was saying!\It'll be okay.\From now on, I'm sure we'll be great friends.\Like I'm saying, not friends, I was confess -\Friends?\Yes, friends.\Oops, we'll be late for homeroom. response:	Better hurry up, Aisaka!
context: You haven't understood what I was saying!\It'll be okay.\From now on, I'm sure we'll be great friends.\Like I'm saying, not friends, I was confess -\Friends?\Yes, friends.\Oops, we'll be late for homeroom.\Better hurry up, Aisaka! response:	I thought you were going to start crying.
context: It'll be okay.\From now on, I'm sure we'll be great friends.\Like I'm saying, not friends, I was confess -\Friends?\Yes, friends.\Oops, we'll be late for homeroom.\Better hurry up, Aisaka!\I thought you were going to start crying. response:	Y-You! D-Did you see all of it?
context: From now on, I'm sure we'll be great friends.\Like I'm saying, not friends, I was confess -\Friends?\Yes, friends.\Oops, we'll be late for homeroom.\Better hurry up, Aisaka!\I thought you were going to start crying.\Y-You! D-Did you see all of it? response:	I did, but I didn't mean to...
context: Like I'm saying, not friends, I was confess -\Friends?\Yes, friends.\Oops, we'll be late for homeroom.\Better hurry up, Aisaka!\I thought you were going to start crying.\Y-You! D-Did you see all of it?\I did, but I didn't mean to... response:	Didn't mean to? You - !
context: Friends?\Yes, friends.\Oops, we'll be late for homeroom.\Better hurry up, Aisaka!\I thought you were going to start crying.\Y-You! D-Did you see all of it?\I did, but I didn't mean to...\Didn't mean to? You - ! response:	But what are you going to do?
context: Yes, friends.\Oops, we'll be late for homeroom.\Better hurry up, Aisaka!\I thought you were going to start crying.\Y-You! D-Did you see all of it?\I did, but I didn't mean to...\Didn't mean to? You - !\But what are you going to do? response:	I'm going home.
context: Oops, we'll be late for homeroom.\Better hurry up, Aisaka!\I thought you were going to start crying.\Y-You! D-Did you see all of it?\I did, but I didn't mean to...\Didn't mean to? You - !\But what are you going to do?\I'm going home. response:	I see.
context: Better hurry up, Aisaka!\I thought you were going to start crying.\Y-You! D-Did you see all of it?\I did, but I didn't mean to...\Didn't mean to? You - !\But what are you going to do?\I'm going home.\I see. response:	I'll make you food.
context: I thought you were going to start crying.\Y-You! D-Did you see all of it?\I did, but I didn't mean to...\Didn't mean to? You - !\But what are you going to do?\I'm going home.\I see.\I'll make you food. response:	You haven't had breakfast, have you?
context: Y-You! D-Did you see all of it?\I did, but I didn't mean to...\Didn't mean to? You - !\But what are you going to do?\I'm going home.\I see.\I'll make you food.\You haven't had breakfast, have you? response:	And did you even eat last night?
context: I did, but I didn't mean to...\Didn't mean to? You - !\But what are you going to do?\I'm going home.\I see.\I'll make you food.\You haven't had breakfast, have you?\And did you even eat last night? response:	I'm sure you went to the convenie -
context: Didn't mean to? You - !\But what are you going to do?\I'm going home.\I see.\I'll make you food.\You haven't had breakfast, have you?\And did you even eat last night?\I'm sure you went to the convenie - response:	Stop it!
context: But what are you going to do?\I'm going home.\I see.\I'll make you food.\You haven't had breakfast, have you?\And did you even eat last night?\I'm sure you went to the convenie -\Stop it! response:	Why? If you do that, people will start misunderstanding again.
context: I'm going home.\I see.\I'll make you food.\You haven't had breakfast, have you?\And did you even eat last night?\I'm sure you went to the convenie -\Stop it!\Why? If you do that, people will start misunderstanding again. response:	I told you you don't have to do this any more!
context: I see.\I'll make you food.\You haven't had breakfast, have you?\And did you even eat last night?\I'm sure you went to the convenie -\Stop it!\Why? If you do that, people will start misunderstanding again.\I told you you don't have to do this any more! response:	I don't get it either,
context: I'll make you food.\You haven't had breakfast, have you?\And did you even eat last night?\I'm sure you went to the convenie -\Stop it!\Why? If you do that, people will start misunderstanding again.\I told you you don't have to do this any more!\I don't get it either, response:	but I can't leave you alone!
context: You haven't had breakfast, have you?\And did you even eat last night?\I'm sure you went to the convenie -\Stop it!\Why? If you do that, people will start misunderstanding again.\I told you you don't have to do this any more!\I don't get it either,\but I can't leave you alone! response:	I'm telling you it's enough already!
context: And did you even eat last night?\I'm sure you went to the convenie -\Stop it!\Why? If you do that, people will start misunderstanding again.\I told you you don't have to do this any more!\I don't get it either,\but I can't leave you alone!\I'm telling you it's enough already! response:	You're no longer my dog!
context: I'm sure you went to the convenie -\Stop it!\Why? If you do that, people will start misunderstanding again.\I told you you don't have to do this any more!\I don't get it either,\but I can't leave you alone!\I'm telling you it's enough already!\You're no longer my dog! response:	I see.
context: Stop it!\Why? If you do that, people will start misunderstanding again.\I told you you don't have to do this any more!\I don't get it either,\but I can't leave you alone!\I'm telling you it's enough already!\You're no longer my dog!\I see. response:	Yes, I'm not a dog.
context: Why? If you do that, people will start misunderstanding again.\I told you you don't have to do this any more!\I don't get it either,\but I can't leave you alone!\I'm telling you it's enough already!\You're no longer my dog!\I see.\Yes, I'm not a dog. response:	I'm a dragon.
context: I told you you don't have to do this any more!\I don't get it either,\but I can't leave you alone!\I'm telling you it's enough already!\You're no longer my dog!\I see.\Yes, I'm not a dog.\I'm a dragon. response:	So, I'm able to be by your side!
context: I don't get it either,\but I can't leave you alone!\I'm telling you it's enough already!\You're no longer my dog!\I see.\Yes, I'm not a dog.\I'm a dragon.\So, I'm able to be by your side! response:	Ais -
context: but I can't leave you alone!\I'm telling you it's enough already!\You're no longer my dog!\I see.\Yes, I'm not a dog.\I'm a dragon.\So, I'm able to be by your side!\Ais - response:	Taiga!
context: I'm telling you it's enough already!\You're no longer my dog!\I see.\Yes, I'm not a dog.\I'm a dragon.\So, I'm able to be by your side!\Ais -\Taiga! response:	Taiga?
context: You're no longer my dog!\I see.\Yes, I'm not a dog.\I'm a dragon.\So, I'm able to be by your side!\Ais -\Taiga!\Taiga? response:	Since the ancient times, the dragon has been the only beast that could stand equal with a tiger.
context: I see.\Yes, I'm not a dog.\I'm a dragon.\So, I'm able to be by your side!\Ais -\Taiga!\Taiga?\Since the ancient times, the dragon has been the only beast that could stand equal with a tiger. response:	I'll become a dragon.
context: Yes, I'm not a dog.\I'm a dragon.\So, I'm able to be by your side!\Ais -\Taiga!\Taiga?\Since the ancient times, the dragon has been the only beast that could stand equal with a tiger.\I'll become a dragon. response:	And thus, as a dragon, I'll be able to stay by your side, tiger.
context: I'm a dragon.\So, I'm able to be by your side!\Ais -\Taiga!\Taiga?\Since the ancient times, the dragon has been the only beast that could stand equal with a tiger.\I'll become a dragon.\And thus, as a dragon, I'll be able to stay by your side, tiger. response:	There's a limit to how impudent you can be!
context: So, I'm able to be by your side!\Ais -\Taiga!\Taiga?\Since the ancient times, the dragon has been the only beast that could stand equal with a tiger.\I'll become a dragon.\And thus, as a dragon, I'll be able to stay by your side, tiger.\There's a limit to how impudent you can be! response:	Ow...
context: Ais -\Taiga!\Taiga?\Since the ancient times, the dragon has been the only beast that could stand equal with a tiger.\I'll become a dragon.\And thus, as a dragon, I'll be able to stay by your side, tiger.\There's a limit to how impudent you can be!\Ow... response:	Know your place already!
context: Taiga!\Taiga?\Since the ancient times, the dragon has been the only beast that could stand equal with a tiger.\I'll become a dragon.\And thus, as a dragon, I'll be able to stay by your side, tiger.\There's a limit to how impudent you can be!\Ow...\Know your place already! response:	Why, you...
context: Taiga?\Since the ancient times, the dragon has been the only beast that could stand equal with a tiger.\I'll become a dragon.\And thus, as a dragon, I'll be able to stay by your side, tiger.\There's a limit to how impudent you can be!\Ow...\Know your place already!\Why, you... response:	Hey!
context: Since the ancient times, the dragon has been the only beast that could stand equal with a tiger.\I'll become a dragon.\And thus, as a dragon, I'll be able to stay by your side, tiger.\There's a limit to how impudent you can be!\Ow...\Know your place already!\Why, you...\Hey! response:	Hurry up. I'm hungry, you know.
context: I'll become a dragon.\And thus, as a dragon, I'll be able to stay by your side, tiger.\There's a limit to how impudent you can be!\Ow...\Know your place already!\Why, you...\Hey!\Hurry up. I'm hungry, you know. response:	And we're going to make a new plan.
context: And thus, as a dragon, I'll be able to stay by your side, tiger.\There's a limit to how impudent you can be!\Ow...\Know your place already!\Why, you...\Hey!\Hurry up. I'm hungry, you know.\And we're going to make a new plan. response:	I'm not going to give up on Kitamura-kun after just this.
context: There's a limit to how impudent you can be!\Ow...\Know your place already!\Why, you...\Hey!\Hurry up. I'm hungry, you know.\And we're going to make a new plan.\I'm not going to give up on Kitamura-kun after just this. response:	Does that mean...?
context: Ow...\Know your place already!\Why, you...\Hey!\Hurry up. I'm hungry, you know.\And we're going to make a new plan.\I'm not going to give up on Kitamura-kun after just this.\Does that mean...? response:	It doesn't matter whether you're a dog or a dragon...
context: Know your place already!\Why, you...\Hey!\Hurry up. I'm hungry, you know.\And we're going to make a new plan.\I'm not going to give up on Kitamura-kun after just this.\Does that mean...?\It doesn't matter whether you're a dog or a dragon... response:	Since you said you'd be at my side, you better work hard, Ryuuji.
context: Why, you...\Hey!\Hurry up. I'm hungry, you know.\And we're going to make a new plan.\I'm not going to give up on Kitamura-kun after just this.\Does that mean...?\It doesn't matter whether you're a dog or a dragon...\Since you said you'd be at my side, you better work hard, Ryuuji. response:	Did I decide on this too quickly...?
context: Hey!\Hurry up. I'm hungry, you know.\And we're going to make a new plan.\I'm not going to give up on Kitamura-kun after just this.\Does that mean...?\It doesn't matter whether you're a dog or a dragon...\Since you said you'd be at my side, you better work hard, Ryuuji.\Did I decide on this too quickly...? response:	Come on already!
context: Hurry up. I'm hungry, you know.\And we're going to make a new plan.\I'm not going to give up on Kitamura-kun after just this.\Does that mean...?\It doesn't matter whether you're a dog or a dragon...\Since you said you'd be at my side, you better work hard, Ryuuji.\Did I decide on this too quickly...?\Come on already! response:	Yeah, yeah.
context: And we're going to make a new plan.\I'm not going to give up on Kitamura-kun after just this.\Does that mean...?\It doesn't matter whether you're a dog or a dragon...\Since you said you'd be at my side, you better work hard, Ryuuji.\Did I decide on this too quickly...?\Come on already!\Yeah, yeah. response:	He said, Taiga.
context: I'm not going to give up on Kitamura-kun after just this.\Does that mean...?\It doesn't matter whether you're a dog or a dragon...\Since you said you'd be at my side, you better work hard, Ryuuji.\Did I decide on this too quickly...?\Come on already!\Yeah, yeah.\He said, Taiga. response:	Club activities-girl, Kushieda.
context: Does that mean...?\It doesn't matter whether you're a dog or a dragon...\Since you said you'd be at my side, you better work hard, Ryuuji.\Did I decide on this too quickly...?\Come on already!\Yeah, yeah.\He said, Taiga.\Club activities-girl, Kushieda. response:	Heart-warming girl, Kushieda.
context: It doesn't matter whether you're a dog or a dragon...\Since you said you'd be at my side, you better work hard, Ryuuji.\Did I decide on this too quickly...?\Come on already!\Yeah, yeah.\He said, Taiga.\Club activities-girl, Kushieda.\Heart-warming girl, Kushieda. response:	Ah, you're Kushieda!
context: Since you said you'd be at my side, you better work hard, Ryuuji.\Did I decide on this too quickly...?\Come on already!\Yeah, yeah.\He said, Taiga.\Club activities-girl, Kushieda.\Heart-warming girl, Kushieda.\Ah, you're Kushieda! response:	Who always shines so brightly with joy!
context: Did I decide on this too quickly...?\Come on already!\Yeah, yeah.\He said, Taiga.\Club activities-girl, Kushieda.\Heart-warming girl, Kushieda.\Ah, you're Kushieda!\Who always shines so brightly with joy! response:	We want a home run!
