context: (THIS IS A BETA VERSION!) Today this person will conduct. response:	Chiaki-Sama!
context: I'm not going to her house to say sorry!\I just want to tell her not to play truant for the Oke's practice.\Because until now I'm being blamed for it.\So I have no choice.\Stop that face!!\Oiii...hurry up!\Chiaki-Sama, this way please...\Why is Masumi-chan...the two of you...here? response:	Do you think I'll let you go out with him?
context: I just want to tell her not to play truant for the Oke's practice.\Because until now I'm being blamed for it.\So I have no choice.\Stop that face!!\Oiii...hurry up!\Chiaki-Sama, this way please...\Why is Masumi-chan...the two of you...here?\Do you think I'll let you go out with him? response:	In terms of the feeling of someone who plays truant from practice,
context: Because until now I'm being blamed for it.\So I have no choice.\Stop that face!!\Oiii...hurry up!\Chiaki-Sama, this way please...\Why is Masumi-chan...the two of you...here?\Do you think I'll let you go out with him?\In terms of the feeling of someone who plays truant from practice, response:	I understand more than you!
context: So I have no choice.\Stop that face!!\Oiii...hurry up!\Chiaki-Sama, this way please...\Why is Masumi-chan...the two of you...here?\Do you think I'll let you go out with him?\In terms of the feeling of someone who plays truant from practice,\I understand more than you! response:	Let's go, let's go!
context: Stop that face!!\Oiii...hurry up!\Chiaki-Sama, this way please...\Why is Masumi-chan...the two of you...here?\Do you think I'll let you go out with him?\In terms of the feeling of someone who plays truant from practice,\I understand more than you!\Let's go, let's go! response:	THIS house???
context: Oiii...hurry up!\Chiaki-Sama, this way please...\Why is Masumi-chan...the two of you...here?\Do you think I'll let you go out with him?\In terms of the feeling of someone who plays truant from practice,\I understand more than you!\Let's go, let's go!\THIS house??? response:	You...
context: Chiaki-Sama, this way please...\Why is Masumi-chan...the two of you...here?\Do you think I'll let you go out with him?\In terms of the feeling of someone who plays truant from practice,\I understand more than you!\Let's go, let's go!\THIS house???\You... response:	what business do you have with my house?
context: Why is Masumi-chan...the two of you...here?\Do you think I'll let you go out with him?\In terms of the feeling of someone who plays truant from practice,\I understand more than you!\Let's go, let's go!\THIS house???\You...\what business do you have with my house? response:	Who is he?
context: Do you think I'll let you go out with him?\In terms of the feeling of someone who plays truant from practice,\I understand more than you!\Let's go, let's go!\THIS house???\You...\what business do you have with my house?\Who is he? response:	Certificate of Object Confistication
context: In terms of the feeling of someone who plays truant from practice,\I understand more than you!\Let's go, let's go!\THIS house???\You...\what business do you have with my house?\Who is he?\Certificate of Object Confistication response:	Really, so you're all Sakura's friends...
context: I understand more than you!\Let's go, let's go!\THIS house???\You...\what business do you have with my house?\Who is he?\Certificate of Object Confistication\Really, so you're all Sakura's friends... response:	Ah..please sit down...
context: Let's go, let's go!\THIS house???\You...\what business do you have with my house?\Who is he?\Certificate of Object Confistication\Really, so you're all Sakura's friends...\Ah..please sit down... response:	Excuse me..
context: THIS house???\You...\what business do you have with my house?\Who is he?\Certificate of Object Confistication\Really, so you're all Sakura's friends...\Ah..please sit down...\Excuse me.. response:	She went to work since morning, sorry...
context: You...\what business do you have with my house?\Who is he?\Certificate of Object Confistication\Really, so you're all Sakura's friends...\Ah..please sit down...\Excuse me..\She went to work since morning, sorry... response:	but I think she will return soon...
context: what business do you have with my house?\Who is he?\Certificate of Object Confistication\Really, so you're all Sakura's friends...\Ah..please sit down...\Excuse me..\She went to work since morning, sorry...\but I think she will return soon... response:	Please help yourself...
context: Who is he?\Certificate of Object Confistication\Really, so you're all Sakura's friends...\Ah..please sit down...\Excuse me..\She went to work since morning, sorry...\but I think she will return soon...\Please help yourself... response:	Water...
context: Certificate of Object Confistication\Really, so you're all Sakura's friends...\Ah..please sit down...\Excuse me..\She went to work since morning, sorry...\but I think she will return soon...\Please help yourself...\Water... response:	Water?
context: Really, so you're all Sakura's friends...\Ah..please sit down...\Excuse me..\She went to work since morning, sorry...\but I think she will return soon...\Please help yourself...\Water...\Water? response:	Water!
context: Ah..please sit down...\Excuse me..\She went to work since morning, sorry...\but I think she will return soon...\Please help yourself...\Water...\Water?\Water! response:	It's water from a well, isn't it?
context: Excuse me..\She went to work since morning, sorry...\but I think she will return soon...\Please help yourself...\Water...\Water?\Water!\It's water from a well, isn't it? response:	Sshhh!
context: She went to work since morning, sorry...\but I think she will return soon...\Please help yourself...\Water...\Water?\Water!\It's water from a well, isn't it?\Sshhh! response:	Sorry for being rude, may I ask your line of work?
context: but I think she will return soon...\Please help yourself...\Water...\Water?\Water!\It's water from a well, isn't it?\Sshhh!\Sorry for being rude, may I ask your line of work? response:	I'm operating a company dealing with import furnitures...
context: Please help yourself...\Water...\Water?\Water!\It's water from a well, isn't it?\Sshhh!\Sorry for being rude, may I ask your line of work?\I'm operating a company dealing with import furnitures... response:	However, it's recession lately...
context: Water...\Water?\Water!\It's water from a well, isn't it?\Sshhh!\Sorry for being rude, may I ask your line of work?\I'm operating a company dealing with import furnitures...\However, it's recession lately... response:	Such luxurious goods like these don't sell well..
context: Water?\Water!\It's water from a well, isn't it?\Sshhh!\Sorry for being rude, may I ask your line of work?\I'm operating a company dealing with import furnitures...\However, it's recession lately...\Such luxurious goods like these don't sell well.. response:	Is it really a recession problem?
context: Water!\It's water from a well, isn't it?\Sshhh!\Sorry for being rude, may I ask your line of work?\I'm operating a company dealing with import furnitures...\However, it's recession lately...\Such luxurious goods like these don't sell well..\Is it really a recession problem? response:	Umm..
context: It's water from a well, isn't it?\Sshhh!\Sorry for being rude, may I ask your line of work?\I'm operating a company dealing with import furnitures...\However, it's recession lately...\Such luxurious goods like these don't sell well..\Is it really a recession problem?\Umm.. response:	I learned the condition of your family, but
context: Sshhh!\Sorry for being rude, may I ask your line of work?\I'm operating a company dealing with import furnitures...\However, it's recession lately...\Such luxurious goods like these don't sell well..\Is it really a recession problem?\Umm..\I learned the condition of your family, but response:	please tell Sakura-san to go to school
context: Sorry for being rude, may I ask your line of work?\I'm operating a company dealing with import furnitures...\However, it's recession lately...\Such luxurious goods like these don't sell well..\Is it really a recession problem?\Umm..\I learned the condition of your family, but\please tell Sakura-san to go to school response:	Wait a minute!
context: I'm operating a company dealing with import furnitures...\However, it's recession lately...\Such luxurious goods like these don't sell well..\Is it really a recession problem?\Umm..\I learned the condition of your family, but\please tell Sakura-san to go to school\Wait a minute! response:	All of you...
context: However, it's recession lately...\Such luxurious goods like these don't sell well..\Is it really a recession problem?\Umm..\I learned the condition of your family, but\please tell Sakura-san to go to school\Wait a minute!\All of you... response:	What do you play in the Academy?
context: Such luxurious goods like these don't sell well..\Is it really a recession problem?\Umm..\I learned the condition of your family, but\please tell Sakura-san to go to school\Wait a minute!\All of you...\What do you play in the Academy? response:	I play the piano
context: Is it really a recession problem?\Umm..\I learned the condition of your family, but\please tell Sakura-san to go to school\Wait a minute!\All of you...\What do you play in the Academy?\I play the piano response:	I play timpani!
context: Umm..\I learned the condition of your family, but\please tell Sakura-san to go to school\Wait a minute!\All of you...\What do you play in the Academy?\I play the piano\I play timpani! response:	And this gentleman, he conducts, and also plays the piano and others.
context: I learned the condition of your family, but\please tell Sakura-san to go to school\Wait a minute!\All of you...\What do you play in the Academy?\I play the piano\I play timpani!\And this gentleman, he conducts, and also plays the piano and others. response:	I see...
context: please tell Sakura-san to go to school\Wait a minute!\All of you...\What do you play in the Academy?\I play the piano\I play timpani!\And this gentleman, he conducts, and also plays the piano and others.\I see... response:	No violin...
context: Wait a minute!\All of you...\What do you play in the Academy?\I play the piano\I play timpani!\And this gentleman, he conducts, and also plays the piano and others.\I see...\No violin... response:	I play violin, I'm the Concert Master! What is it?
context: All of you...\What do you play in the Academy?\I play the piano\I play timpani!\And this gentleman, he conducts, and also plays the piano and others.\I see...\No violin...\I play violin, I'm the Concert Master! What is it? response:	Really! I have something I want you to certainly see!
context: What do you play in the Academy?\I play the piano\I play timpani!\And this gentleman, he conducts, and also plays the piano and others.\I see...\No violin...\I play violin, I'm the Concert Master! What is it?\Really! I have something I want you to certainly see! response:	This way...
context: I play the piano\I play timpani!\And this gentleman, he conducts, and also plays the piano and others.\I see...\No violin...\I play violin, I'm the Concert Master! What is it?\Really! I have something I want you to certainly see!\This way... response:	Piano?
context: I play timpani!\And this gentleman, he conducts, and also plays the piano and others.\I see...\No violin...\I play violin, I'm the Concert Master! What is it?\Really! I have something I want you to certainly see!\This way...\Piano? response:	This way please
context: And this gentleman, he conducts, and also plays the piano and others.\I see...\No violin...\I play violin, I'm the Concert Master! What is it?\Really! I have something I want you to certainly see!\This way...\Piano?\This way please response:	Chiaki, you go, go!
context: I see...\No violin...\I play violin, I'm the Concert Master! What is it?\Really! I have something I want you to certainly see!\This way...\Piano?\This way please\Chiaki, you go, go! response:	Waaa, it's dark!
context: No violin...\I play violin, I'm the Concert Master! What is it?\Really! I have something I want you to certainly see!\This way...\Piano?\This way please\Chiaki, you go, go!\Waaa, it's dark! response:	Come in please
context: I play violin, I'm the Concert Master! What is it?\Really! I have something I want you to certainly see!\This way...\Piano?\This way please\Chiaki, you go, go!\Waaa, it's dark!\Come in please response:	It only contains excellent violins!
context: Really! I have something I want you to certainly see!\This way...\Piano?\This way please\Chiaki, you go, go!\Waaa, it's dark!\Come in please\It only contains excellent violins! response:	Amazing!!!
context: This way...\Piano?\This way please\Chiaki, you go, go!\Waaa, it's dark!\Come in please\It only contains excellent violins!\Amazing!!! response:	Guarnerie? Tomaso Eberle? 100.000.000 yen! 60.000.000 yen!
context: Piano?\This way please\Chiaki, you go, go!\Waaa, it's dark!\Come in please\It only contains excellent violins!\Amazing!!!\Guarnerie? Tomaso Eberle? 100.000.000 yen! 60.000.000 yen! response:	Such famous instruments...so many...
context: This way please\Chiaki, you go, go!\Waaa, it's dark!\Come in please\It only contains excellent violins!\Amazing!!!\Guarnerie? Tomaso Eberle? 100.000.000 yen! 60.000.000 yen!\Such famous instruments...so many... response:	As I thought, you know them!
context: Chiaki, you go, go!\Waaa, it's dark!\Come in please\It only contains excellent violins!\Amazing!!!\Guarnerie? Tomaso Eberle? 100.000.000 yen! 60.000.000 yen!\Such famous instruments...so many...\As I thought, you know them! response:	I'd like to have Stradivari too! The 400.000.000 yen one!
context: Waaa, it's dark!\Come in please\It only contains excellent violins!\Amazing!!!\Guarnerie? Tomaso Eberle? 100.000.000 yen! 60.000.000 yen!\Such famous instruments...so many...\As I thought, you know them!\I'd like to have Stradivari too! The 400.000.000 yen one! response:	How is it? Beautiful, isn't it?
context: Come in please\It only contains excellent violins!\Amazing!!!\Guarnerie? Tomaso Eberle? 100.000.000 yen! 60.000.000 yen!\Such famous instruments...so many...\As I thought, you know them!\I'd like to have Stradivari too! The 400.000.000 yen one!\How is it? Beautiful, isn't it? response:	Violins retain their form since their first appearance in the 14th century!
context: It only contains excellent violins!\Amazing!!!\Guarnerie? Tomaso Eberle? 100.000.000 yen! 60.000.000 yen!\Such famous instruments...so many...\As I thought, you know them!\I'd like to have Stradivari too! The 400.000.000 yen one!\How is it? Beautiful, isn't it?\Violins retain their form since their first appearance in the 14th century! response:	They are different from other instruments.
context: Amazing!!!\Guarnerie? Tomaso Eberle? 100.000.000 yen! 60.000.000 yen!\Such famous instruments...so many...\As I thought, you know them!\I'd like to have Stradivari too! The 400.000.000 yen one!\How is it? Beautiful, isn't it?\Violins retain their form since their first appearance in the 14th century!\They are different from other instruments. response:	These instruments are like a miracle!
context: Guarnerie? Tomaso Eberle? 100.000.000 yen! 60.000.000 yen!\Such famous instruments...so many...\As I thought, you know them!\I'd like to have Stradivari too! The 400.000.000 yen one!\How is it? Beautiful, isn't it?\Violins retain their form since their first appearance in the 14th century!\They are different from other instruments.\These instruments are like a miracle! response:	Would you like to hear how it sounds?
context: Such famous instruments...so many...\As I thought, you know them!\I'd like to have Stradivari too! The 400.000.000 yen one!\How is it? Beautiful, isn't it?\Violins retain their form since their first appearance in the 14th century!\They are different from other instruments.\These instruments are like a miracle!\Would you like to hear how it sounds? response:	Sure!
context: As I thought, you know them!\I'd like to have Stradivari too! The 400.000.000 yen one!\How is it? Beautiful, isn't it?\Violins retain their form since their first appearance in the 14th century!\They are different from other instruments.\These instruments are like a miracle!\Would you like to hear how it sounds?\Sure! response:	You'll be surprised!
context: I'd like to have Stradivari too! The 400.000.000 yen one!\How is it? Beautiful, isn't it?\Violins retain their form since their first appearance in the 14th century!\They are different from other instruments.\These instruments are like a miracle!\Would you like to hear how it sounds?\Sure!\You'll be surprised! response:	What's this??
context: How is it? Beautiful, isn't it?\Violins retain their form since their first appearance in the 14th century!\They are different from other instruments.\These instruments are like a miracle!\Would you like to hear how it sounds?\Sure!\You'll be surprised!\What's this?? response:	Surprised??
context: Violins retain their form since their first appearance in the 14th century!\They are different from other instruments.\These instruments are like a miracle!\Would you like to hear how it sounds?\Sure!\You'll be surprised!\What's this??\Surprised?? response:	Actually I can't play violin at all!
context: They are different from other instruments.\These instruments are like a miracle!\Would you like to hear how it sounds?\Sure!\You'll be surprised!\What's this??\Surprised??\Actually I can't play violin at all! response:	Would you play it for me please?
context: These instruments are like a miracle!\Would you like to hear how it sounds?\Sure!\You'll be surprised!\What's this??\Surprised??\Actually I can't play violin at all!\Would you play it for me please? response:	Are you an idiot? Would you play it for me please?
context: Would you like to hear how it sounds?\Sure!\You'll be surprised!\What's this??\Surprised??\Actually I can't play violin at all!\Would you play it for me please?\Are you an idiot? Would you play it for me please? response:	Are you an idiot?
context: Sure!\You'll be surprised!\What's this??\Surprised??\Actually I can't play violin at all!\Would you play it for me please?\Are you an idiot? Would you play it for me please?\Are you an idiot? response:	You can't play and yet such a collection?
context: You'll be surprised!\What's this??\Surprised??\Actually I can't play violin at all!\Would you play it for me please?\Are you an idiot? Would you play it for me please?\Are you an idiot?\You can't play and yet such a collection? response:	And you're in poverty???
context: What's this??\Surprised??\Actually I can't play violin at all!\Would you play it for me please?\Are you an idiot? Would you play it for me please?\Are you an idiot?\You can't play and yet such a collection?\And you're in poverty??? response:	Right! If you have money debt, sell all of these!
context: Surprised??\Actually I can't play violin at all!\Would you play it for me please?\Are you an idiot? Would you play it for me please?\Are you an idiot?\You can't play and yet such a collection?\And you're in poverty???\Right! If you have money debt, sell all of these! response:	These are not things that one can easily obtain, stupid!
context: Actually I can't play violin at all!\Would you play it for me please?\Are you an idiot? Would you play it for me please?\Are you an idiot?\You can't play and yet such a collection?\And you're in poverty???\Right! If you have money debt, sell all of these!\These are not things that one can easily obtain, stupid! response:	Even if you can obtain them, these instruments won't be happy with it either!
context: Would you play it for me please?\Are you an idiot? Would you play it for me please?\Are you an idiot?\You can't play and yet such a collection?\And you're in poverty???\Right! If you have money debt, sell all of these!\These are not things that one can easily obtain, stupid!\Even if you can obtain them, these instruments won't be happy with it either! response:	These are collections which I regard as muuuch more precious than my life!
context: Are you an idiot? Would you play it for me please?\Are you an idiot?\You can't play and yet such a collection?\And you're in poverty???\Right! If you have money debt, sell all of these!\These are not things that one can easily obtain, stupid!\Even if you can obtain them, these instruments won't be happy with it either!\These are collections which I regard as muuuch more precious than my life! response:	Are they more precious than your own daughter?
context: Are you an idiot?\You can't play and yet such a collection?\And you're in poverty???\Right! If you have money debt, sell all of these!\These are not things that one can easily obtain, stupid!\Even if you can obtain them, these instruments won't be happy with it either!\These are collections which I regard as muuuch more precious than my life!\Are they more precious than your own daughter? response:	Your daughter said she wanted to study music...
context: You can't play and yet such a collection?\And you're in poverty???\Right! If you have money debt, sell all of these!\These are not things that one can easily obtain, stupid!\Even if you can obtain them, these instruments won't be happy with it either!\These are collections which I regard as muuuch more precious than my life!\Are they more precious than your own daughter?\Your daughter said she wanted to study music... response:	but why for such things you...
context: And you're in poverty???\Right! If you have money debt, sell all of these!\These are not things that one can easily obtain, stupid!\Even if you can obtain them, these instruments won't be happy with it either!\These are collections which I regard as muuuch more precious than my life!\Are they more precious than your own daughter?\Your daughter said she wanted to study music...\but why for such things you... response:	If you love music you should have understood, didn't you?
context: Right! If you have money debt, sell all of these!\These are not things that one can easily obtain, stupid!\Even if you can obtain them, these instruments won't be happy with it either!\These are collections which I regard as muuuch more precious than my life!\Are they more precious than your own daughter?\Your daughter said she wanted to study music...\but why for such things you...\If you love music you should have understood, didn't you? response:	about your daughter's feeling to continue studying music!
context: These are not things that one can easily obtain, stupid!\Even if you can obtain them, these instruments won't be happy with it either!\These are collections which I regard as muuuch more precious than my life!\Are they more precious than your own daughter?\Your daughter said she wanted to study music...\but why for such things you...\If you love music you should have understood, didn't you?\about your daughter's feeling to continue studying music! response:	Kontrabass, huh?!
context: Even if you can obtain them, these instruments won't be happy with it either!\These are collections which I regard as muuuch more precious than my life!\Are they more precious than your own daughter?\Your daughter said she wanted to study music...\but why for such things you...\If you love music you should have understood, didn't you?\about your daughter's feeling to continue studying music!\Kontrabass, huh?! response:	So simple, and the pitch so unstable!
context: These are collections which I regard as muuuch more precious than my life!\Are they more precious than your own daughter?\Your daughter said she wanted to study music...\but why for such things you...\If you love music you should have understood, didn't you?\about your daughter's feeling to continue studying music!\Kontrabass, huh?!\So simple, and the pitch so unstable! response:	A parent like you...
context: Are they more precious than your own daughter?\Your daughter said she wanted to study music...\but why for such things you...\If you love music you should have understood, didn't you?\about your daughter's feeling to continue studying music!\Kontrabass, huh?!\So simple, and the pitch so unstable!\A parent like you... response:	She won't want to hear her father insult the pitch...
context: Your daughter said she wanted to study music...\but why for such things you...\If you love music you should have understood, didn't you?\about your daughter's feeling to continue studying music!\Kontrabass, huh?!\So simple, and the pitch so unstable!\A parent like you...\She won't want to hear her father insult the pitch... response:	Well, I...
context: but why for such things you...\If you love music you should have understood, didn't you?\about your daughter's feeling to continue studying music!\Kontrabass, huh?!\So simple, and the pitch so unstable!\A parent like you...\She won't want to hear her father insult the pitch...\Well, I... response:	Well, I...
context: If you love music you should have understood, didn't you?\about your daughter's feeling to continue studying music!\Kontrabass, huh?!\So simple, and the pitch so unstable!\A parent like you...\She won't want to hear her father insult the pitch...\Well, I...\Well, I... response:	I want Sakura
context: about your daughter's feeling to continue studying music!\Kontrabass, huh?!\So simple, and the pitch so unstable!\A parent like you...\She won't want to hear her father insult the pitch...\Well, I...\Well, I...\I want Sakura response:	to play these violins one day
context: Kontrabass, huh?!\So simple, and the pitch so unstable!\A parent like you...\She won't want to hear her father insult the pitch...\Well, I...\Well, I...\I want Sakura\to play these violins one day response:	I was looking forward to it!
context: So simple, and the pitch so unstable!\A parent like you...\She won't want to hear her father insult the pitch...\Well, I...\Well, I...\I want Sakura\to play these violins one day\I was looking forward to it! response:	Dad!
context: A parent like you...\She won't want to hear her father insult the pitch...\Well, I...\Well, I...\I want Sakura\to play these violins one day\I was looking forward to it!\Dad! response:	Sakura-chan!
context: She won't want to hear her father insult the pitch...\Well, I...\Well, I...\I want Sakura\to play these violins one day\I was looking forward to it!\Dad!\Sakura-chan! response:	I love Kontrabass!
context: Well, I...\Well, I...\I want Sakura\to play these violins one day\I was looking forward to it!\Dad!\Sakura-chan!\I love Kontrabass! response:	Why couldn't it be violin?
context: Well, I...\I want Sakura\to play these violins one day\I was looking forward to it!\Dad!\Sakura-chan!\I love Kontrabass!\Why couldn't it be violin? response:	Because...
context: I want Sakura\to play these violins one day\I was looking forward to it!\Dad!\Sakura-chan!\I love Kontrabass!\Why couldn't it be violin?\Because... response:	Because Kontrabass is BIGGER and COOLER!
context: to play these violins one day\I was looking forward to it!\Dad!\Sakura-chan!\I love Kontrabass!\Why couldn't it be violin?\Because...\Because Kontrabass is BIGGER and COOLER! response:	Eh? Just that??
context: I was looking forward to it!\Dad!\Sakura-chan!\I love Kontrabass!\Why couldn't it be violin?\Because...\Because Kontrabass is BIGGER and COOLER!\Eh? Just that?? response:	I want to study more
context: Dad!\Sakura-chan!\I love Kontrabass!\Why couldn't it be violin?\Because...\Because Kontrabass is BIGGER and COOLER!\Eh? Just that??\I want to study more response:	I want to practice more, and become better and better...
context: Sakura-chan!\I love Kontrabass!\Why couldn't it be violin?\Because...\Because Kontrabass is BIGGER and COOLER!\Eh? Just that??\I want to study more\I want to practice more, and become better and better... response:	I wish someday I can be a proffesional orchestra performer
context: I love Kontrabass!\Why couldn't it be violin?\Because...\Because Kontrabass is BIGGER and COOLER!\Eh? Just that??\I want to study more\I want to practice more, and become better and better...\I wish someday I can be a proffesional orchestra performer response:	If possible I wish to join Vienna Philharmonic Orchestra
context: Why couldn't it be violin?\Because...\Because Kontrabass is BIGGER and COOLER!\Eh? Just that??\I want to study more\I want to practice more, and become better and better...\I wish someday I can be a proffesional orchestra performer\If possible I wish to join Vienna Philharmonic Orchestra response:	Sakura...
context: Because...\Because Kontrabass is BIGGER and COOLER!\Eh? Just that??\I want to study more\I want to practice more, and become better and better...\I wish someday I can be a proffesional orchestra performer\If possible I wish to join Vienna Philharmonic Orchestra\Sakura... response:	So you have such a BIG dream?
context: Because Kontrabass is BIGGER and COOLER!\Eh? Just that??\I want to study more\I want to practice more, and become better and better...\I wish someday I can be a proffesional orchestra performer\If possible I wish to join Vienna Philharmonic Orchestra\Sakura...\So you have such a BIG dream? response:	TOO big a dream!
context: Eh? Just that??\I want to study more\I want to practice more, and become better and better...\I wish someday I can be a proffesional orchestra performer\If possible I wish to join Vienna Philharmonic Orchestra\Sakura...\So you have such a BIG dream?\TOO big a dream! response:	Please!
context: I want to study more\I want to practice more, and become better and better...\I wish someday I can be a proffesional orchestra performer\If possible I wish to join Vienna Philharmonic Orchestra\Sakura...\So you have such a BIG dream?\TOO big a dream!\Please! response:	Please let me continue!
context: I want to practice more, and become better and better...\I wish someday I can be a proffesional orchestra performer\If possible I wish to join Vienna Philharmonic Orchestra\Sakura...\So you have such a BIG dream?\TOO big a dream!\Please!\Please let me continue! response:	Otousan, rather than several-million-yen violins
context: I wish someday I can be a proffesional orchestra performer\If possible I wish to join Vienna Philharmonic Orchestra\Sakura...\So you have such a BIG dream?\TOO big a dream!\Please!\Please let me continue!\Otousan, rather than several-million-yen violins response:	doesn't your daughter's feeling to study music have much more value?
context: If possible I wish to join Vienna Philharmonic Orchestra\Sakura...\So you have such a BIG dream?\TOO big a dream!\Please!\Please let me continue!\Otousan, rather than several-million-yen violins\doesn't your daughter's feeling to study music have much more value? response:	without it, even if you have a lot of money...
context: Sakura...\So you have such a BIG dream?\TOO big a dream!\Please!\Please let me continue!\Otousan, rather than several-million-yen violins\doesn't your daughter's feeling to study music have much more value?\without it, even if you have a lot of money... response:	Wow, amazing! Sakura-chan's lunch box!
context: So you have such a BIG dream?\TOO big a dream!\Please!\Please let me continue!\Otousan, rather than several-million-yen violins\doesn't your daughter's feeling to study music have much more value?\without it, even if you have a lot of money...\Wow, amazing! Sakura-chan's lunch box! response:	My mom said it's a sign of gratitude for everybody
context: TOO big a dream!\Please!\Please let me continue!\Otousan, rather than several-million-yen violins\doesn't your daughter's feeling to study music have much more value?\without it, even if you have a lot of money...\Wow, amazing! Sakura-chan's lunch box!\My mom said it's a sign of gratitude for everybody response:	gratitude?
context: Please!\Please let me continue!\Otousan, rather than several-million-yen violins\doesn't your daughter's feeling to study music have much more value?\without it, even if you have a lot of money...\Wow, amazing! Sakura-chan's lunch box!\My mom said it's a sign of gratitude for everybody\gratitude? response:	Thanks to my Dad's selling of his violins...
context: Please let me continue!\Otousan, rather than several-million-yen violins\doesn't your daughter's feeling to study music have much more value?\without it, even if you have a lot of money...\Wow, amazing! Sakura-chan's lunch box!\My mom said it's a sign of gratitude for everybody\gratitude?\Thanks to my Dad's selling of his violins... response:	we can go back to normal life...
context: Otousan, rather than several-million-yen violins\doesn't your daughter's feeling to study music have much more value?\without it, even if you have a lot of money...\Wow, amazing! Sakura-chan's lunch box!\My mom said it's a sign of gratitude for everybody\gratitude?\Thanks to my Dad's selling of his violins...\we can go back to normal life... response:	even the company can be revived...
context: doesn't your daughter's feeling to study music have much more value?\without it, even if you have a lot of money...\Wow, amazing! Sakura-chan's lunch box!\My mom said it's a sign of gratitude for everybody\gratitude?\Thanks to my Dad's selling of his violins...\we can go back to normal life...\even the company can be revived... response:	even the company!
context: without it, even if you have a lot of money...\Wow, amazing! Sakura-chan's lunch box!\My mom said it's a sign of gratitude for everybody\gratitude?\Thanks to my Dad's selling of his violins...\we can go back to normal life...\even the company can be revived...\even the company! response:	Yes.
context: Wow, amazing! Sakura-chan's lunch box!\My mom said it's a sign of gratitude for everybody\gratitude?\Thanks to my Dad's selling of his violins...\we can go back to normal life...\even the company can be revived...\even the company!\Yes. response:	It seems that there was a cursed violin among them...
context: My mom said it's a sign of gratitude for everybody\gratitude?\Thanks to my Dad's selling of his violins...\we can go back to normal life...\even the company can be revived...\even the company!\Yes.\It seems that there was a cursed violin among them... response:	Eh??
context: gratitude?\Thanks to my Dad's selling of his violins...\we can go back to normal life...\even the company can be revived...\even the company!\Yes.\It seems that there was a cursed violin among them...\Eh?? response:	therefore my Dad also lives properly now
context: Thanks to my Dad's selling of his violins...\we can go back to normal life...\even the company can be revived...\even the company!\Yes.\It seems that there was a cursed violin among them...\Eh??\therefore my Dad also lives properly now response:	Eh? Sakura-chan, you're early! The earliest?
context: we can go back to normal life...\even the company can be revived...\even the company!\Yes.\It seems that there was a cursed violin among them...\Eh??\therefore my Dad also lives properly now\Eh? Sakura-chan, you're early! The earliest? response:	Somehow you play a lot better!
context: even the company can be revived...\even the company!\Yes.\It seems that there was a cursed violin among them...\Eh??\therefore my Dad also lives properly now\Eh? Sakura-chan, you're early! The earliest?\Somehow you play a lot better! response:	I want to catch up with everyone so I practised a lot
context: even the company!\Yes.\It seems that there was a cursed violin among them...\Eh??\therefore my Dad also lives properly now\Eh? Sakura-chan, you're early! The earliest?\Somehow you play a lot better!\I want to catch up with everyone so I practised a lot response:	Konnichiwa!
context: Yes.\It seems that there was a cursed violin among them...\Eh??\therefore my Dad also lives properly now\Eh? Sakura-chan, you're early! The earliest?\Somehow you play a lot better!\I want to catch up with everyone so I practised a lot\Konnichiwa! response:	Konnichiwa!
context: It seems that there was a cursed violin among them...\Eh??\therefore my Dad also lives properly now\Eh? Sakura-chan, you're early! The earliest?\Somehow you play a lot better!\I want to catch up with everyone so I practised a lot\Konnichiwa!\Konnichiwa! response:	Hello, hello!
context: Eh??\therefore my Dad also lives properly now\Eh? Sakura-chan, you're early! The earliest?\Somehow you play a lot better!\I want to catch up with everyone so I practised a lot\Konnichiwa!\Konnichiwa!\Hello, hello! response:	Here it is...
context: therefore my Dad also lives properly now\Eh? Sakura-chan, you're early! The earliest?\Somehow you play a lot better!\I want to catch up with everyone so I practised a lot\Konnichiwa!\Konnichiwa!\Hello, hello!\Here it is... response:	Eh?
context: Eh? Sakura-chan, you're early! The earliest?\Somehow you play a lot better!\I want to catch up with everyone so I practised a lot\Konnichiwa!\Konnichiwa!\Hello, hello!\Here it is...\Eh? response:	It's the changed technique made while you weren't here
context: Somehow you play a lot better!\I want to catch up with everyone so I practised a lot\Konnichiwa!\Konnichiwa!\Hello, hello!\Here it is...\Eh?\It's the changed technique made while you weren't here response:	Do you want to copy it?
context: I want to catch up with everyone so I practised a lot\Konnichiwa!\Konnichiwa!\Hello, hello!\Here it is...\Eh?\It's the changed technique made while you weren't here\Do you want to copy it? response:	Thank you!
context: Konnichiwa!\Konnichiwa!\Hello, hello!\Here it is...\Eh?\It's the changed technique made while you weren't here\Do you want to copy it?\Thank you! response:	You didn't notice something important
context: Konnichiwa!\Hello, hello!\Here it is...\Eh?\It's the changed technique made while you weren't here\Do you want to copy it?\Thank you!\You didn't notice something important response:	with no one missing, do your best
context: Hello, hello!\Here it is...\Eh?\It's the changed technique made while you weren't here\Do you want to copy it?\Thank you!\You didn't notice something important\with no one missing, do your best response:	There are various kinds of people in an orchestra
context: Here it is...\Eh?\It's the changed technique made while you weren't here\Do you want to copy it?\Thank you!\You didn't notice something important\with no one missing, do your best\There are various kinds of people in an orchestra response:	In a professional orchestra, people from various countries
