context: Something wasn't right. response:	For some reason, that's how I felt.
context: Hey! Stop! It's going to break!\What exactly does she want to do, anyway?\Now, I wonder about that.\Once we find that out, this problem will be relatively straightforward to solve.\Why don't we try this out for starters?\Suddenly hug Suzumiya-san from behind,\and whisper into her ear the words: I love you.\And just who would be doing that? response:	There's no one more suitable than you.
context: What exactly does she want to do, anyway?\Now, I wonder about that.\Once we find that out, this problem will be relatively straightforward to solve.\Why don't we try this out for starters?\Suddenly hug Suzumiya-san from behind,\and whisper into her ear the words: I love you.\And just who would be doing that?\There's no one more suitable than you. response:	I exercise my right to veto!
context: Now, I wonder about that.\Once we find that out, this problem will be relatively straightforward to solve.\Why don't we try this out for starters?\Suddenly hug Suzumiya-san from behind,\and whisper into her ear the words: I love you.\And just who would be doing that?\There's no one more suitable than you.\I exercise my right to veto! response:	Shall I do it then?
context: Once we find that out, this problem will be relatively straightforward to solve.\Why don't we try this out for starters?\Suddenly hug Suzumiya-san from behind,\and whisper into her ear the words: I love you.\And just who would be doing that?\There's no one more suitable than you.\I exercise my right to veto!\Shall I do it then? response:	I'm just kidding.
context: Why don't we try this out for starters?\Suddenly hug Suzumiya-san from behind,\and whisper into her ear the words: I love you.\And just who would be doing that?\There's no one more suitable than you.\I exercise my right to veto!\Shall I do it then?\I'm just kidding. response:	I'm not qualified for that role.
context: Suddenly hug Suzumiya-san from behind,\and whisper into her ear the words: I love you.\And just who would be doing that?\There's no one more suitable than you.\I exercise my right to veto!\Shall I do it then?\I'm just kidding.\I'm not qualified for that role. response:	I would only put Suzumiya-san into an unnecessary state of confusion.
context: and whisper into her ear the words: I love you.\And just who would be doing that?\There's no one more suitable than you.\I exercise my right to veto!\Shall I do it then?\I'm just kidding.\I'm not qualified for that role.\I would only put Suzumiya-san into an unnecessary state of confusion. response:	The queue of vigorous summer vacation events continued.
context: And just who would be doing that?\There's no one more suitable than you.\I exercise my right to veto!\Shall I do it then?\I'm just kidding.\I'm not qualified for that role.\I would only put Suzumiya-san into an unnecessary state of confusion.\The queue of vigorous summer vacation events continued. response:	We went to the batting center...
context: There's no one more suitable than you.\I exercise my right to veto!\Shall I do it then?\I'm just kidding.\I'm not qualified for that role.\I would only put Suzumiya-san into an unnecessary state of confusion.\The queue of vigorous summer vacation events continued.\We went to the batting center... response:	And we went to a real fireworks show.
context: I exercise my right to veto!\Shall I do it then?\I'm just kidding.\I'm not qualified for that role.\I would only put Suzumiya-san into an unnecessary state of confusion.\The queue of vigorous summer vacation events continued.\We went to the batting center...\And we went to a real fireworks show. response:	We even took part in a fishing event.
context: Shall I do it then?\I'm just kidding.\I'm not qualified for that role.\I would only put Suzumiya-san into an unnecessary state of confusion.\The queue of vigorous summer vacation events continued.\We went to the batting center...\And we went to a real fireworks show.\We even took part in a fishing event. response:	Other activities included a test of courage,
context: I'm just kidding.\I'm not qualified for that role.\I would only put Suzumiya-san into an unnecessary state of confusion.\The queue of vigorous summer vacation events continued.\We went to the batting center...\And we went to a real fireworks show.\We even took part in a fishing event.\Other activities included a test of courage, response:	going to the theater,
context: I'm not qualified for that role.\I would only put Suzumiya-san into an unnecessary state of confusion.\The queue of vigorous summer vacation events continued.\We went to the batting center...\And we went to a real fireworks show.\We even took part in a fishing event.\Other activities included a test of courage,\going to the theater, response:	swimming in the sea,
context: I would only put Suzumiya-san into an unnecessary state of confusion.\The queue of vigorous summer vacation events continued.\We went to the batting center...\And we went to a real fireworks show.\We even took part in a fishing event.\Other activities included a test of courage,\going to the theater,\swimming in the sea, response:	bowling,
context: The queue of vigorous summer vacation events continued.\We went to the batting center...\And we went to a real fireworks show.\We even took part in a fishing event.\Other activities included a test of courage,\going to the theater,\swimming in the sea,\bowling, response:	and karaoke.
context: We went to the batting center...\And we went to a real fireworks show.\We even took part in a fishing event.\Other activities included a test of courage,\going to the theater,\swimming in the sea,\bowling,\and karaoke. response:	None of us were exempted from singing.
context: And we went to a real fireworks show.\We even took part in a fishing event.\Other activities included a test of courage,\going to the theater,\swimming in the sea,\bowling,\and karaoke.\None of us were exempted from singing. response:	Of course, I knew that this still wouldn't leave Haruhi satisfied,
context: We even took part in a fishing event.\Other activities included a test of courage,\going to the theater,\swimming in the sea,\bowling,\and karaoke.\None of us were exempted from singing.\Of course, I knew that this still wouldn't leave Haruhi satisfied, response:	so I didn't make any effort to do anything.
context: Other activities included a test of courage,\going to the theater,\swimming in the sea,\bowling,\and karaoke.\None of us were exempted from singing.\Of course, I knew that this still wouldn't leave Haruhi satisfied,\so I didn't make any effort to do anything. response:	Just like that, I ended up just passing through those days being miserable.
context: going to the theater,\swimming in the sea,\bowling,\and karaoke.\None of us were exempted from singing.\Of course, I knew that this still wouldn't leave Haruhi satisfied,\so I didn't make any effort to do anything.\Just like that, I ended up just passing through those days being miserable. response:	Meanwhile, that critical day drew ever closer... August 31st.
context: swimming in the sea,\bowling,\and karaoke.\None of us were exempted from singing.\Of course, I knew that this still wouldn't leave Haruhi satisfied,\so I didn't make any effort to do anything.\Just like that, I ended up just passing through those days being miserable.\Meanwhile, that critical day drew ever closer... August 31st. response:	With that we've pretty much completed our summer plans.
context: bowling,\and karaoke.\None of us were exempted from singing.\Of course, I knew that this still wouldn't leave Haruhi satisfied,\so I didn't make any effort to do anything.\Just like that, I ended up just passing through those days being miserable.\Meanwhile, that critical day drew ever closer... August 31st.\With that we've pretty much completed our summer plans. response:	I wonder if it's okay like this?
context: and karaoke.\None of us were exempted from singing.\Of course, I knew that this still wouldn't leave Haruhi satisfied,\so I didn't make any effort to do anything.\Just like that, I ended up just passing through those days being miserable.\Meanwhile, that critical day drew ever closer... August 31st.\With that we've pretty much completed our summer plans.\I wonder if it's okay like this? response:	But I guess that's it.
context: None of us were exempted from singing.\Of course, I knew that this still wouldn't leave Haruhi satisfied,\so I didn't make any effort to do anything.\Just like that, I ended up just passing through those days being miserable.\Meanwhile, that critical day drew ever closer... August 31st.\With that we've pretty much completed our summer plans.\I wonder if it's okay like this?\But I guess that's it. response:	Hey, do any of you want to do anything else?
context: Of course, I knew that this still wouldn't leave Haruhi satisfied,\so I didn't make any effort to do anything.\Just like that, I ended up just passing through those days being miserable.\Meanwhile, that critical day drew ever closer... August 31st.\With that we've pretty much completed our summer plans.\I wonder if it's okay like this?\But I guess that's it.\Hey, do any of you want to do anything else? response:	Fine.
context: so I didn't make any effort to do anything.\Just like that, I ended up just passing through those days being miserable.\Meanwhile, that critical day drew ever closer... August 31st.\With that we've pretty much completed our summer plans.\I wonder if it's okay like this?\But I guess that's it.\Hey, do any of you want to do anything else?\Fine. response:	We've already done so much this summer, so it's probably enough.
context: Just like that, I ended up just passing through those days being miserable.\Meanwhile, that critical day drew ever closer... August 31st.\With that we've pretty much completed our summer plans.\I wonder if it's okay like this?\But I guess that's it.\Hey, do any of you want to do anything else?\Fine.\We've already done so much this summer, so it's probably enough. response:	No it's not, Haruhi.
context: Meanwhile, that critical day drew ever closer... August 31st.\With that we've pretty much completed our summer plans.\I wonder if it's okay like this?\But I guess that's it.\Hey, do any of you want to do anything else?\Fine.\We've already done so much this summer, so it's probably enough.\No it's not, Haruhi. response:	You aren't supposed to be satisfied yet.
context: With that we've pretty much completed our summer plans.\I wonder if it's okay like this?\But I guess that's it.\Hey, do any of you want to do anything else?\Fine.\We've already done so much this summer, so it's probably enough.\No it's not, Haruhi.\You aren't supposed to be satisfied yet. response:	Well, let's call it a day then.
context: I wonder if it's okay like this?\But I guess that's it.\Hey, do any of you want to do anything else?\Fine.\We've already done so much this summer, so it's probably enough.\No it's not, Haruhi.\You aren't supposed to be satisfied yet.\Well, let's call it a day then. response:	I'll let you have tomorrow off to prepare for school.
context: But I guess that's it.\Hey, do any of you want to do anything else?\Fine.\We've already done so much this summer, so it's probably enough.\No it's not, Haruhi.\You aren't supposed to be satisfied yet.\Well, let's call it a day then.\I'll let you have tomorrow off to prepare for school. response:	Let's meet in the clubroom in two days.
context: Hey, do any of you want to do anything else?\Fine.\We've already done so much this summer, so it's probably enough.\No it's not, Haruhi.\You aren't supposed to be satisfied yet.\Well, let's call it a day then.\I'll let you have tomorrow off to prepare for school.\Let's meet in the clubroom in two days. response:	W-Wait, Haruhi!
context: Fine.\We've already done so much this summer, so it's probably enough.\No it's not, Haruhi.\You aren't supposed to be satisfied yet.\Well, let's call it a day then.\I'll let you have tomorrow off to prepare for school.\Let's meet in the clubroom in two days.\W-Wait, Haruhi! response:	This again!
context: We've already done so much this summer, so it's probably enough.\No it's not, Haruhi.\You aren't supposed to be satisfied yet.\Well, let's call it a day then.\I'll let you have tomorrow off to prepare for school.\Let's meet in the clubroom in two days.\W-Wait, Haruhi!\This again! response:	Deja vu!
context: No it's not, Haruhi.\You aren't supposed to be satisfied yet.\Well, let's call it a day then.\I'll let you have tomorrow off to prepare for school.\Let's meet in the clubroom in two days.\W-Wait, Haruhi!\This again!\Deja vu! response:	And this feels stronger than before.
context: You aren't supposed to be satisfied yet.\Well, let's call it a day then.\I'll let you have tomorrow off to prepare for school.\Let's meet in the clubroom in two days.\W-Wait, Haruhi!\This again!\Deja vu!\And this feels stronger than before. response:	I can't let Haruhi go home like this!
context: Well, let's call it a day then.\I'll let you have tomorrow off to prepare for school.\Let's meet in the clubroom in two days.\W-Wait, Haruhi!\This again!\Deja vu!\And this feels stronger than before.\I can't let Haruhi go home like this! response:	If I let her go home,
context: I'll let you have tomorrow off to prepare for school.\Let's meet in the clubroom in two days.\W-Wait, Haruhi!\This again!\Deja vu!\And this feels stronger than before.\I can't let Haruhi go home like this!\If I let her go home, response:	all those ten thousand something weeks will just end up being repeated again!
context: Let's meet in the clubroom in two days.\W-Wait, Haruhi!\This again!\Deja vu!\And this feels stronger than before.\I can't let Haruhi go home like this!\If I let her go home,\all those ten thousand something weeks will just end up being repeated again! response:	But what should I do?
context: W-Wait, Haruhi!\This again!\Deja vu!\And this feels stronger than before.\I can't let Haruhi go home like this!\If I let her go home,\all those ten thousand something weeks will just end up being repeated again!\But what should I do? response:	What should I say?
context: This again!\Deja vu!\And this feels stronger than before.\I can't let Haruhi go home like this!\If I let her go home,\all those ten thousand something weeks will just end up being repeated again!\But what should I do?\What should I say? response:	There should be hints in Haruhi's words!
context: Deja vu!\And this feels stronger than before.\I can't let Haruhi go home like this!\If I let her go home,\all those ten thousand something weeks will just end up being repeated again!\But what should I do?\What should I say?\There should be hints in Haruhi's words! response:	But what are they?
context: And this feels stronger than before.\I can't let Haruhi go home like this!\If I let her go home,\all those ten thousand something weeks will just end up being repeated again!\But what should I do?\What should I say?\There should be hints in Haruhi's words!\But what are they? response:	What did she say until now?!
context: I can't let Haruhi go home like this!\If I let her go home,\all those ten thousand something weeks will just end up being repeated again!\But what should I do?\What should I say?\There should be hints in Haruhi's words!\But what are they?\What did she say until now?! response:	I don't know.
context: If I let her go home,\all those ten thousand something weeks will just end up being repeated again!\But what should I do?\What should I say?\There should be hints in Haruhi's words!\But what are they?\What did she say until now?!\I don't know. response:	I can't remember...
context: all those ten thousand something weeks will just end up being repeated again!\But what should I do?\What should I say?\There should be hints in Haruhi's words!\But what are they?\What did she say until now?!\I don't know.\I can't remember... response:	August 31st.
context: But what should I do?\What should I say?\There should be hints in Haruhi's words!\But what are they?\What did she say until now?!\I don't know.\I can't remember...\August 31st. response:	Homework: unfinished.
context: What should I say?\There should be hints in Haruhi's words!\But what are they?\What did she say until now?!\I don't know.\I can't remember...\August 31st.\Homework: unfinished. response:	I don't care anymore
context: There should be hints in Haruhi's words!\But what are they?\What did she say until now?!\I don't know.\I can't remember...\August 31st.\Homework: unfinished.\I don't care anymore response:	It doesn't matter anyway.
context: But what are they?\What did she say until now?!\I don't know.\I can't remember...\August 31st.\Homework: unfinished.\I don't care anymore\It doesn't matter anyway. response:	If everything really repeats again, doing this homework would be meaningless.
context: What did she say until now?!\I don't know.\I can't remember...\August 31st.\Homework: unfinished.\I don't care anymore\It doesn't matter anyway.\If everything really repeats again, doing this homework would be meaningless. response:	Will tomorrow come or not?
context: I don't know.\I can't remember...\August 31st.\Homework: unfinished.\I don't care anymore\It doesn't matter anyway.\If everything really repeats again, doing this homework would be meaningless.\Will tomorrow come or not? response:	Well, I'll just have to leave it to myself to figure it out later.
