context: -OP- response:	Looks like it wasn't just you.
context: You're both still standing right by my side\Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru response:	ureshikute tanoshikute bouken mo iro iro shita ne
context: Yet why do I pray to see you both again?\There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne response:	futari no himitsu no kichi no naka
context: There must be something off with me\deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka response:	kimi to natsu no owari shourai no yume ookina kibou wasurenai
context: deai wa futtoshita shunkan\kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai response:	jyuunen no ato hachigatsu mata deaeru no wo shinjite
context: kaerimichi no kousaten de koe wo kaketekureta ne\issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite response:	kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo
context: issho ni kaerou\aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo response:	namida wo koraete egao
context: aa hanabi ga yozora kirei ni saite chotto setsunaku\aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao response:	de sayounara setsunai yo ne
context: aa kaze ga jikan to tomo ni nagareru\ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne response:	saikou no omoide wo
context: ureshikute tanoshikute bouken mo iro iro shita ne\futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo response:	The fireworks blossomed heartrendingly beautiful across the night sky,
context: futari no himitsu no kichi no naka\kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky, response:	and time passed as swiftly as the wind.
context: kimi to natsu no owari shourai no yume ookina kibou wasurenai\jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind. response:	We met in an unexpected moment
context: jyuunen no ato hachigatsu mata deaeru no wo shinjite\kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment response:	when you called out to me at the crosswalk,
context: kimi ga saigo made kokoro kara arigatou sakendeita koto shitetayo\namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk, response:	Let's walk home together.
context: namida wo koraete egao\de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together. response:	We shared so many happy times and thrilling adventures
context: de sayounara setsunai yo ne\saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures response:	together in our secret base.
context: saikou no omoide wo\The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base. response:	I will never forget the hopes and dreams we shared during that one summer's end.
context: The fireworks blossomed heartrendingly beautiful across the night sky,\and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end. response:	I'm sure we will meet again in another August, in maybe ten years time.
context: and time passed as swiftly as the wind.\We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time. response:	I could feel your heartfelt thanks all the way until the end.
context: We met in an unexpected moment\when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end. response:	And I know it must've been painful
context: when you called out to me at the crosswalk,\Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful response:	to hold back your tears and say goodbye with a smile.
context: Let's walk home together.\We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful\to hold back your tears and say goodbye with a smile. response:	But those are my best memories.
context: We shared so many happy times and thrilling adventures\together in our secret base.\I will never forget the hopes and dreams we shared during that one summer's end.\I'm sure we will meet again in another August, in maybe ten years time.\I could feel your heartfelt thanks all the way until the end.\And I know it must've been painful\to hold back your tears and say goodbye with a smile.\But those are my best memories. response:	Episode 4 A White One-Piece Dress with a Ribbon
