context: eyecatch response:	Yuujirou-san, I'm sorry for being so cocky up until now.
context: And...\I wanted to see you...\Then you could have just come to my house.\But your big brother's there!\Just because it's summer vacation right now.\And because he's got today off from his part-time job.\Can't it just be us two?\Sorry, I can help you out a little, response:	but I definitely can't write the whole thing.
context: I wanted to see you...\Then you could have just come to my house.\But your big brother's there!\Just because it's summer vacation right now.\And because he's got today off from his part-time job.\Can't it just be us two?\Sorry, I can help you out a little,\but I definitely can't write the whole thing. response:	It's just that battle stories are always difficult, and it's been a hard battle.
context: Then you could have just come to my house.\But your big brother's there!\Just because it's summer vacation right now.\And because he's got today off from his part-time job.\Can't it just be us two?\Sorry, I can help you out a little,\but I definitely can't write the whole thing.\It's just that battle stories are always difficult, and it's been a hard battle. response:	But what I'm doing is manga!
context: But your big brother's there!\Just because it's summer vacation right now.\And because he's got today off from his part-time job.\Can't it just be us two?\Sorry, I can help you out a little,\but I definitely can't write the whole thing.\It's just that battle stories are always difficult, and it's been a hard battle.\But what I'm doing is manga! response:	Okay...
context: Just because it's summer vacation right now.\And because he's got today off from his part-time job.\Can't it just be us two?\Sorry, I can help you out a little,\but I definitely can't write the whole thing.\It's just that battle stories are always difficult, and it's been a hard battle.\But what I'm doing is manga!\Okay... response:	Then, why don't you write out a scenario here?
context: And because he's got today off from his part-time job.\Can't it just be us two?\Sorry, I can help you out a little,\but I definitely can't write the whole thing.\It's just that battle stories are always difficult, and it's been a hard battle.\But what I'm doing is manga!\Okay...\Then, why don't you write out a scenario here? response:	You can use my computer.
context: Can't it just be us two?\Sorry, I can help you out a little,\but I definitely can't write the whole thing.\It's just that battle stories are always difficult, and it's been a hard battle.\But what I'm doing is manga!\Okay...\Then, why don't you write out a scenario here?\You can use my computer. response:	Right?
context: Sorry, I can help you out a little,\but I definitely can't write the whole thing.\It's just that battle stories are always difficult, and it's been a hard battle.\But what I'm doing is manga!\Okay...\Then, why don't you write out a scenario here?\You can use my computer.\Right? response:	You don't want to, do you?
context: but I definitely can't write the whole thing.\It's just that battle stories are always difficult, and it's been a hard battle.\But what I'm doing is manga!\Okay...\Then, why don't you write out a scenario here?\You can use my computer.\Right?\You don't want to, do you? response:	No, that's not it, I...
context: It's just that battle stories are always difficult, and it's been a hard battle.\But what I'm doing is manga!\Okay...\Then, why don't you write out a scenario here?\You can use my computer.\Right?\You don't want to, do you?\No, that's not it, I... response:	Then please write!
context: But what I'm doing is manga!\Okay...\Then, why don't you write out a scenario here?\You can use my computer.\Right?\You don't want to, do you?\No, that's not it, I...\Then please write! response:	At least until my parents come home...
context: Okay...\Then, why don't you write out a scenario here?\You can use my computer.\Right?\You don't want to, do you?\No, that's not it, I...\Then please write!\At least until my parents come home... response:	Okay.
context: Then, why don't you write out a scenario here?\You can use my computer.\Right?\You don't want to, do you?\No, that's not it, I...\Then please write!\At least until my parents come home...\Okay. response:	I'm going to need to close your email to write anything.
context: You can use my computer.\Right?\You don't want to, do you?\No, that's not it, I...\Then please write!\At least until my parents come home...\Okay.\I'm going to need to close your email to write anything. response:	Go right ahead.
context: Right?\You don't want to, do you?\No, that's not it, I...\Then please write!\At least until my parents come home...\Okay.\I'm going to need to close your email to write anything.\Go right ahead. response:	Oh, that's a distribution site.
context: You don't want to, do you?\No, that's not it, I...\Then please write!\At least until my parents come home...\Okay.\I'm going to need to close your email to write anything.\Go right ahead.\Oh, that's a distribution site. response:	It has what was sent in to that home site.
context: No, that's not it, I...\Then please write!\At least until my parents come home...\Okay.\I'm going to need to close your email to write anything.\Go right ahead.\Oh, that's a distribution site.\It has what was sent in to that home site. response:	They sure take stories for a lot of genres.
context: Then please write!\At least until my parents come home...\Okay.\I'm going to need to close your email to write anything.\Go right ahead.\Oh, that's a distribution site.\It has what was sent in to that home site.\They sure take stories for a lot of genres. response:	Of course they do.
context: At least until my parents come home...\Okay.\I'm going to need to close your email to write anything.\Go right ahead.\Oh, that's a distribution site.\It has what was sent in to that home site.\They sure take stories for a lot of genres.\Of course they do. response:	I'm home.
context: Okay.\I'm going to need to close your email to write anything.\Go right ahead.\Oh, that's a distribution site.\It has what was sent in to that home site.\They sure take stories for a lot of genres.\Of course they do.\I'm home. response:	Where's grandpa?
context: I'm going to need to close your email to write anything.\Go right ahead.\Oh, that's a distribution site.\It has what was sent in to that home site.\They sure take stories for a lot of genres.\Of course they do.\I'm home.\Where's grandpa? response:	He went to the hot spring with our neighbor Takayama-san.
context: Go right ahead.\Oh, that's a distribution site.\It has what was sent in to that home site.\They sure take stories for a lot of genres.\Of course they do.\I'm home.\Where's grandpa?\He went to the hot spring with our neighbor Takayama-san. response:	Oh.
context: Oh, that's a distribution site.\It has what was sent in to that home site.\They sure take stories for a lot of genres.\Of course they do.\I'm home.\Where's grandpa?\He went to the hot spring with our neighbor Takayama-san.\Oh. response:	It's only a little again, but I earned some money, so pass this to Grandpa.
context: It has what was sent in to that home site.\They sure take stories for a lot of genres.\Of course they do.\I'm home.\Where's grandpa?\He went to the hot spring with our neighbor Takayama-san.\Oh.\It's only a little again, but I earned some money, so pass this to Grandpa. response:	Give him that and all we've made so far.
context: They sure take stories for a lot of genres.\Of course they do.\I'm home.\Where's grandpa?\He went to the hot spring with our neighbor Takayama-san.\Oh.\It's only a little again, but I earned some money, so pass this to Grandpa.\Give him that and all we've made so far. response:	Make sure you do, we've fought hard to get that money!
context: Of course they do.\I'm home.\Where's grandpa?\He went to the hot spring with our neighbor Takayama-san.\Oh.\It's only a little again, but I earned some money, so pass this to Grandpa.\Give him that and all we've made so far.\Make sure you do, we've fought hard to get that money! response:	It's here!
context: I'm home.\Where's grandpa?\He went to the hot spring with our neighbor Takayama-san.\Oh.\It's only a little again, but I earned some money, so pass this to Grandpa.\Give him that and all we've made so far.\Make sure you do, we've fought hard to get that money!\It's here! response:	And so many...
context: Where's grandpa?\He went to the hot spring with our neighbor Takayama-san.\Oh.\It's only a little again, but I earned some money, so pass this to Grandpa.\Give him that and all we've made so far.\Make sure you do, we've fought hard to get that money!\It's here!\And so many... response:	Man, these suck.
context: He went to the hot spring with our neighbor Takayama-san.\Oh.\It's only a little again, but I earned some money, so pass this to Grandpa.\Give him that and all we've made so far.\Make sure you do, we've fought hard to get that money!\It's here!\And so many...\Man, these suck. response:	I can't use this.
context: Oh.\It's only a little again, but I earned some money, so pass this to Grandpa.\Give him that and all we've made so far.\Make sure you do, we've fought hard to get that money!\It's here!\And so many...\Man, these suck.\I can't use this. response:	I thought they were a little better than this.
context: It's only a little again, but I earned some money, so pass this to Grandpa.\Give him that and all we've made so far.\Make sure you do, we've fought hard to get that money!\It's here!\And so many...\Man, these suck.\I can't use this.\I thought they were a little better than this. response:	Ah, this.
context: Give him that and all we've made so far.\Make sure you do, we've fought hard to get that money!\It's here!\And so many...\Man, these suck.\I can't use this.\I thought they were a little better than this.\Ah, this. response:	Competing to be number one in the world using suspiciousness.
context: Make sure you do, we've fought hard to get that money!\It's here!\And so many...\Man, these suck.\I can't use this.\I thought they were a little better than this.\Ah, this.\Competing to be number one in the world using suspiciousness. response:	I'm certain, in here...
context: It's here!\And so many...\Man, these suck.\I can't use this.\I thought they were a little better than this.\Ah, this.\Competing to be number one in the world using suspiciousness.\I'm certain, in here... response:	No, not this.
context: And so many...\Man, these suck.\I can't use this.\I thought they were a little better than this.\Ah, this.\Competing to be number one in the world using suspiciousness.\I'm certain, in here...\No, not this. response:	I like the cheater detective in this, so I drew him again in another notebook.
context: Man, these suck.\I can't use this.\I thought they were a little better than this.\Ah, this.\Competing to be number one in the world using suspiciousness.\I'm certain, in here...\No, not this.\I like the cheater detective in this, so I drew him again in another notebook. response:	Here it is!
context: I can't use this.\I thought they were a little better than this.\Ah, this.\Competing to be number one in the world using suspiciousness.\I'm certain, in here...\No, not this.\I like the cheater detective in this, so I drew him again in another notebook.\Here it is! response:	TL Note: Sagishi Tantei Hikake = Con Man Detective Hikake
context: I thought they were a little better than this.\Ah, this.\Competing to be number one in the world using suspiciousness.\I'm certain, in here...\No, not this.\I like the cheater detective in this, so I drew him again in another notebook.\Here it is!\TL Note: Sagishi Tantei Hikake = Con Man Detective Hikake response:	The con man who would catch criminals there was no evidence against by making some up.
context: Ah, this.\Competing to be number one in the world using suspiciousness.\I'm certain, in here...\No, not this.\I like the cheater detective in this, so I drew him again in another notebook.\Here it is!\TL Note: Sagishi Tantei Hikake = Con Man Detective Hikake\The con man who would catch criminals there was no evidence against by making some up. response:	Shuujin mostly had manga at his house, but there were mystery novels too.
context: Competing to be number one in the world using suspiciousness.\I'm certain, in here...\No, not this.\I like the cheater detective in this, so I drew him again in another notebook.\Here it is!\TL Note: Sagishi Tantei Hikake = Con Man Detective Hikake\The con man who would catch criminals there was no evidence against by making some up.\Shuujin mostly had manga at his house, but there were mystery novels too. response:	We were fixated on battle manga, but...
context: I'm certain, in here...\No, not this.\I like the cheater detective in this, so I drew him again in another notebook.\Here it is!\TL Note: Sagishi Tantei Hikake = Con Man Detective Hikake\The con man who would catch criminals there was no evidence against by making some up.\Shuujin mostly had manga at his house, but there were mystery novels too.\We were fixated on battle manga, but... response:	a detective manga is the mainstream of mainstreams in shounen magazines.
context: No, not this.\I like the cheater detective in this, so I drew him again in another notebook.\Here it is!\TL Note: Sagishi Tantei Hikake = Con Man Detective Hikake\The con man who would catch criminals there was no evidence against by making some up.\Shuujin mostly had manga at his house, but there were mystery novels too.\We were fixated on battle manga, but...\a detective manga is the mainstream of mainstreams in shounen magazines. response:	If it's Shuujin, he can do this!
context: I like the cheater detective in this, so I drew him again in another notebook.\Here it is!\TL Note: Sagishi Tantei Hikake = Con Man Detective Hikake\The con man who would catch criminals there was no evidence against by making some up.\Shuujin mostly had manga at his house, but there were mystery novels too.\We were fixated on battle manga, but...\a detective manga is the mainstream of mainstreams in shounen magazines.\If it's Shuujin, he can do this! response:	No, this is what he'd be best at!
context: Here it is!\TL Note: Sagishi Tantei Hikake = Con Man Detective Hikake\The con man who would catch criminals there was no evidence against by making some up.\Shuujin mostly had manga at his house, but there were mystery novels too.\We were fixated on battle manga, but...\a detective manga is the mainstream of mainstreams in shounen magazines.\If it's Shuujin, he can do this!\No, this is what he'd be best at! response:	Oh, Saikou.
context: TL Note: Sagishi Tantei Hikake = Con Man Detective Hikake\The con man who would catch criminals there was no evidence against by making some up.\Shuujin mostly had manga at his house, but there were mystery novels too.\We were fixated on battle manga, but...\a detective manga is the mainstream of mainstreams in shounen magazines.\If it's Shuujin, he can do this!\No, this is what he'd be best at!\Oh, Saikou. response:	Mashiro?
context: The con man who would catch criminals there was no evidence against by making some up.\Shuujin mostly had manga at his house, but there were mystery novels too.\We were fixated on battle manga, but...\a detective manga is the mainstream of mainstreams in shounen magazines.\If it's Shuujin, he can do this!\No, this is what he'd be best at!\Oh, Saikou.\Mashiro? response:	Let me talk to him.
context: Shuujin mostly had manga at his house, but there were mystery novels too.\We were fixated on battle manga, but...\a detective manga is the mainstream of mainstreams in shounen magazines.\If it's Shuujin, he can do this!\No, this is what he'd be best at!\Oh, Saikou.\Mashiro?\Let me talk to him. response:	I want to get him up to date with how my dream's going.
context: We were fixated on battle manga, but...\a detective manga is the mainstream of mainstreams in shounen magazines.\If it's Shuujin, he can do this!\No, this is what he'd be best at!\Oh, Saikou.\Mashiro?\Let me talk to him.\I want to get him up to date with how my dream's going. response:	I'll just tell him.
context: a detective manga is the mainstream of mainstreams in shounen magazines.\If it's Shuujin, he can do this!\No, this is what he'd be best at!\Oh, Saikou.\Mashiro?\Let me talk to him.\I want to get him up to date with how my dream's going.\I'll just tell him. response:	Miyoshi?
context: If it's Shuujin, he can do this!\No, this is what he'd be best at!\Oh, Saikou.\Mashiro?\Let me talk to him.\I want to get him up to date with how my dream's going.\I'll just tell him.\Miyoshi? response:	Yeah. Miyoshi received a response from a company, asking her to write more of her cell phone novel.
context: No, this is what he'd be best at!\Oh, Saikou.\Mashiro?\Let me talk to him.\I want to get him up to date with how my dream's going.\I'll just tell him.\Miyoshi?\Yeah. Miyoshi received a response from a company, asking her to write more of her cell phone novel. response:	It's really amazing, and it's all thanks to you and Azuki.
context: Oh, Saikou.\Mashiro?\Let me talk to him.\I want to get him up to date with how my dream's going.\I'll just tell him.\Miyoshi?\Yeah. Miyoshi received a response from a company, asking her to write more of her cell phone novel.\It's really amazing, and it's all thanks to you and Azuki. response:	Did you see yesterday's Sei Visual?
context: Mashiro?\Let me talk to him.\I want to get him up to date with how my dream's going.\I'll just tell him.\Miyoshi?\Yeah. Miyoshi received a response from a company, asking her to write more of her cell phone novel.\It's really amazing, and it's all thanks to you and Azuki.\Did you see yesterday's Sei Visual? response:	Uh, no. Azuki told me she wasn't going to be in it.
context: Let me talk to him.\I want to get him up to date with how my dream's going.\I'll just tell him.\Miyoshi?\Yeah. Miyoshi received a response from a company, asking her to write more of her cell phone novel.\It's really amazing, and it's all thanks to you and Azuki.\Did you see yesterday's Sei Visual?\Uh, no. Azuki told me she wasn't going to be in it. response:	I did manage to record it, though.
context: I want to get him up to date with how my dream's going.\I'll just tell him.\Miyoshi?\Yeah. Miyoshi received a response from a company, asking her to write more of her cell phone novel.\It's really amazing, and it's all thanks to you and Azuki.\Did you see yesterday's Sei Visual?\Uh, no. Azuki told me she wasn't going to be in it.\I did manage to record it, though. response:	Since Azuki appeared, she's been a big subject on the Internet.
context: I'll just tell him.\Miyoshi?\Yeah. Miyoshi received a response from a company, asking her to write more of her cell phone novel.\It's really amazing, and it's all thanks to you and Azuki.\Did you see yesterday's Sei Visual?\Uh, no. Azuki told me she wasn't going to be in it.\I did manage to record it, though.\Since Azuki appeared, she's been a big subject on the Internet. response:	It could be just a matter of time until she really gets popular.
context: Miyoshi?\Yeah. Miyoshi received a response from a company, asking her to write more of her cell phone novel.\It's really amazing, and it's all thanks to you and Azuki.\Did you see yesterday's Sei Visual?\Uh, no. Azuki told me she wasn't going to be in it.\I did manage to record it, though.\Since Azuki appeared, she's been a big subject on the Internet.\It could be just a matter of time until she really gets popular. response:	Where are you right now?
context: Yeah. Miyoshi received a response from a company, asking her to write more of her cell phone novel.\It's really amazing, and it's all thanks to you and Azuki.\Did you see yesterday's Sei Visual?\Uh, no. Azuki told me she wasn't going to be in it.\I did manage to record it, though.\Since Azuki appeared, she's been a big subject on the Internet.\It could be just a matter of time until she really gets popular.\Where are you right now? response:	Uh, Miyoshi's house.
context: It's really amazing, and it's all thanks to you and Azuki.\Did you see yesterday's Sei Visual?\Uh, no. Azuki told me she wasn't going to be in it.\I did manage to record it, though.\Since Azuki appeared, she's been a big subject on the Internet.\It could be just a matter of time until she really gets popular.\Where are you right now?\Uh, Miyoshi's house. response:	And the name?
context: Did you see yesterday's Sei Visual?\Uh, no. Azuki told me she wasn't going to be in it.\I did manage to record it, though.\Since Azuki appeared, she's been a big subject on the Internet.\It could be just a matter of time until she really gets popular.\Where are you right now?\Uh, Miyoshi's house.\And the name? response:	Yeah, I'm doing it.
context: Uh, no. Azuki told me she wasn't going to be in it.\I did manage to record it, though.\Since Azuki appeared, she's been a big subject on the Internet.\It could be just a matter of time until she really gets popular.\Where are you right now?\Uh, Miyoshi's house.\And the name?\Yeah, I'm doing it. response:	Ah, Takagi, that's a good line!
context: I did manage to record it, though.\Since Azuki appeared, she's been a big subject on the Internet.\It could be just a matter of time until she really gets popular.\Where are you right now?\Uh, Miyoshi's house.\And the name?\Yeah, I'm doing it.\Ah, Takagi, that's a good line! response:	Shuujin, I don't want to say it at a time like this...
context: Since Azuki appeared, she's been a big subject on the Internet.\It could be just a matter of time until she really gets popular.\Where are you right now?\Uh, Miyoshi's house.\And the name?\Yeah, I'm doing it.\Ah, Takagi, that's a good line!\Shuujin, I don't want to say it at a time like this... response:	Eh, what?
context: It could be just a matter of time until she really gets popular.\Where are you right now?\Uh, Miyoshi's house.\And the name?\Yeah, I'm doing it.\Ah, Takagi, that's a good line!\Shuujin, I don't want to say it at a time like this...\Eh, what? response:	Why are you with Miyoshi?
context: Where are you right now?\Uh, Miyoshi's house.\And the name?\Yeah, I'm doing it.\Ah, Takagi, that's a good line!\Shuujin, I don't want to say it at a time like this...\Eh, what?\Why are you with Miyoshi? response:	Why? Because I like her, obviously.
context: Uh, Miyoshi's house.\And the name?\Yeah, I'm doing it.\Ah, Takagi, that's a good line!\Shuujin, I don't want to say it at a time like this...\Eh, what?\Why are you with Miyoshi?\Why? Because I like her, obviously. response:	But if you're neglecting the name because of that, it's not good!
context: And the name?\Yeah, I'm doing it.\Ah, Takagi, that's a good line!\Shuujin, I don't want to say it at a time like this...\Eh, what?\Why are you with Miyoshi?\Why? Because I like her, obviously.\But if you're neglecting the name because of that, it's not good! response:	What do you mean neglecting?
context: Yeah, I'm doing it.\Ah, Takagi, that's a good line!\Shuujin, I don't want to say it at a time like this...\Eh, what?\Why are you with Miyoshi?\Why? Because I like her, obviously.\But if you're neglecting the name because of that, it's not good!\What do you mean neglecting? response:	I've been going all-out, working on it every day.
context: Ah, Takagi, that's a good line!\Shuujin, I don't want to say it at a time like this...\Eh, what?\Why are you with Miyoshi?\Why? Because I like her, obviously.\But if you're neglecting the name because of that, it's not good!\What do you mean neglecting?\I've been going all-out, working on it every day. response:	With Miyoshi and at her house?
context: Shuujin, I don't want to say it at a time like this...\Eh, what?\Why are you with Miyoshi?\Why? Because I like her, obviously.\But if you're neglecting the name because of that, it's not good!\What do you mean neglecting?\I've been going all-out, working on it every day.\With Miyoshi and at her house? response:	Yeah, that's right.
context: Eh, what?\Why are you with Miyoshi?\Why? Because I like her, obviously.\But if you're neglecting the name because of that, it's not good!\What do you mean neglecting?\I've been going all-out, working on it every day.\With Miyoshi and at her house?\Yeah, that's right. response:	Isn't it natural to want to be with someone you like?
context: Why are you with Miyoshi?\Why? Because I like her, obviously.\But if you're neglecting the name because of that, it's not good!\What do you mean neglecting?\I've been going all-out, working on it every day.\With Miyoshi and at her house?\Yeah, that's right.\Isn't it natural to want to be with someone you like? response:	I told you, you and Azuki aren't normal.
context: Why? Because I like her, obviously.\But if you're neglecting the name because of that, it's not good!\What do you mean neglecting?\I've been going all-out, working on it every day.\With Miyoshi and at her house?\Yeah, that's right.\Isn't it natural to want to be with someone you like?\I told you, you and Azuki aren't normal. response:	You might be right. Sorry.
context: But if you're neglecting the name because of that, it's not good!\What do you mean neglecting?\I've been going all-out, working on it every day.\With Miyoshi and at her house?\Yeah, that's right.\Isn't it natural to want to be with someone you like?\I told you, you and Azuki aren't normal.\You might be right. Sorry. response:	But it's already August.
context: What do you mean neglecting?\I've been going all-out, working on it every day.\With Miyoshi and at her house?\Yeah, that's right.\Isn't it natural to want to be with someone you like?\I told you, you and Azuki aren't normal.\You might be right. Sorry.\But it's already August. response:	I know.
context: I've been going all-out, working on it every day.\With Miyoshi and at her house?\Yeah, that's right.\Isn't it natural to want to be with someone you like?\I told you, you and Azuki aren't normal.\You might be right. Sorry.\But it's already August.\I know. response:	You're really going to finish it before the end of summer vacation, right?
context: With Miyoshi and at her house?\Yeah, that's right.\Isn't it natural to want to be with someone you like?\I told you, you and Azuki aren't normal.\You might be right. Sorry.\But it's already August.\I know.\You're really going to finish it before the end of summer vacation, right? response:	Yeah. I'll contact you when I'm done.
context: Yeah, that's right.\Isn't it natural to want to be with someone you like?\I told you, you and Azuki aren't normal.\You might be right. Sorry.\But it's already August.\I know.\You're really going to finish it before the end of summer vacation, right?\Yeah. I'll contact you when I'm done. response:	Just wait a little longer.
context: Isn't it natural to want to be with someone you like?\I told you, you and Azuki aren't normal.\You might be right. Sorry.\But it's already August.\I know.\You're really going to finish it before the end of summer vacation, right?\Yeah. I'll contact you when I'm done.\Just wait a little longer. response:	Got it. See ya.
context: I told you, you and Azuki aren't normal.\You might be right. Sorry.\But it's already August.\I know.\You're really going to finish it before the end of summer vacation, right?\Yeah. I'll contact you when I'm done.\Just wait a little longer.\Got it. See ya. response:	Bye.
context: You might be right. Sorry.\But it's already August.\I know.\You're really going to finish it before the end of summer vacation, right?\Yeah. I'll contact you when I'm done.\Just wait a little longer.\Got it. See ya.\Bye. response:	Even I... Even I...
context: But it's already August.\I know.\You're really going to finish it before the end of summer vacation, right?\Yeah. I'll contact you when I'm done.\Just wait a little longer.\Got it. See ya.\Bye.\Even I... Even I... response:	want to be with Azuki!
context: I know.\You're really going to finish it before the end of summer vacation, right?\Yeah. I'll contact you when I'm done.\Just wait a little longer.\Got it. See ya.\Bye.\Even I... Even I...\want to be with Azuki! response:	Maybe she's busy.
context: You're really going to finish it before the end of summer vacation, right?\Yeah. I'll contact you when I'm done.\Just wait a little longer.\Got it. See ya.\Bye.\Even I... Even I...\want to be with Azuki!\Maybe she's busy. response:	He did say she's getting popular.
context: Yeah. I'll contact you when I'm done.\Just wait a little longer.\Got it. See ya.\Bye.\Even I... Even I...\want to be with Azuki!\Maybe she's busy.\He did say she's getting popular. response:	Azuki...
context: Just wait a little longer.\Got it. See ya.\Bye.\Even I... Even I...\want to be with Azuki!\Maybe she's busy.\He did say she's getting popular.\Azuki... response:	are we slowly drifting apart?
context: Got it. See ya.\Bye.\Even I... Even I...\want to be with Azuki!\Maybe she's busy.\He did say she's getting popular.\Azuki...\are we slowly drifting apart? response:	Like Shuujin and I are while he's with Miyoshi...
context: Bye.\Even I... Even I...\want to be with Azuki!\Maybe she's busy.\He did say she's getting popular.\Azuki...\are we slowly drifting apart?\Like Shuujin and I are while he's with Miyoshi... response:	Azuki...
context: Even I... Even I...\want to be with Azuki!\Maybe she's busy.\He did say she's getting popular.\Azuki...\are we slowly drifting apart?\Like Shuujin and I are while he's with Miyoshi...\Azuki... response:	Where are you going?
context: want to be with Azuki!\Maybe she's busy.\He did say she's getting popular.\Azuki...\are we slowly drifting apart?\Like Shuujin and I are while he's with Miyoshi...\Azuki...\Where are you going? response:	The workplace!
context: Maybe she's busy.\He did say she's getting popular.\Azuki...\are we slowly drifting apart?\Like Shuujin and I are while he's with Miyoshi...\Azuki...\Where are you going?\The workplace! response:	I've decided.
context: He did say she's getting popular.\Azuki...\are we slowly drifting apart?\Like Shuujin and I are while he's with Miyoshi...\Azuki...\Where are you going?\The workplace!\I've decided. response:	If Shuujin hasn't finished a name by the end of summer vacation,
context: Azuki...\are we slowly drifting apart?\Like Shuujin and I are while he's with Miyoshi...\Azuki...\Where are you going?\The workplace!\I've decided.\If Shuujin hasn't finished a name by the end of summer vacation, response:	I'll draw a manga alone!
context: are we slowly drifting apart?\Like Shuujin and I are while he's with Miyoshi...\Azuki...\Where are you going?\The workplace!\I've decided.\If Shuujin hasn't finished a name by the end of summer vacation,\I'll draw a manga alone! response:	For Azuki's sake, too!
context: Like Shuujin and I are while he's with Miyoshi...\Azuki...\Where are you going?\The workplace!\I've decided.\If Shuujin hasn't finished a name by the end of summer vacation,\I'll draw a manga alone!\For Azuki's sake, too! response:	Hey, Hattori?
context: Azuki...\Where are you going?\The workplace!\I've decided.\If Shuujin hasn't finished a name by the end of summer vacation,\I'll draw a manga alone!\For Azuki's sake, too!\Hey, Hattori? response:	What is it, Hattori-san?
context: Where are you going?\The workplace!\I've decided.\If Shuujin hasn't finished a name by the end of summer vacation,\I'll draw a manga alone!\For Azuki's sake, too!\Hey, Hattori?\What is it, Hattori-san? response:	What's with that? Just call me Yuujirou.
context: The workplace!\I've decided.\If Shuujin hasn't finished a name by the end of summer vacation,\I'll draw a manga alone!\For Azuki's sake, too!\Hey, Hattori?\What is it, Hattori-san?\What's with that? Just call me Yuujirou. response:	But your name's Hattori, isn't it?
context: I've decided.\If Shuujin hasn't finished a name by the end of summer vacation,\I'll draw a manga alone!\For Azuki's sake, too!\Hey, Hattori?\What is it, Hattori-san?\What's with that? Just call me Yuujirou.\But your name's Hattori, isn't it? response:	Next time, Together and Alone.
context: If Shuujin hasn't finished a name by the end of summer vacation,\I'll draw a manga alone!\For Azuki's sake, too!\Hey, Hattori?\What is it, Hattori-san?\What's with that? Just call me Yuujirou.\But your name's Hattori, isn't it?\Next time, Together and Alone. response:	Double Hattoris are the bridge to your dreams!
