context: Yeah, it's finished. response:	I'll mail it within the week, so make sure you get it.
context: I'll buy it for ya!\Stop it!\I can't have a seven-year-old child spending money on me!\Just let her treat you.\Hiro!\Why don't you get the yakisoba?\It'll go towards the baseball club.\I do have some money... response:	But I'll just use these tickets to get three cotton candy.
context: Stop it!\I can't have a seven-year-old child spending money on me!\Just let her treat you.\Hiro!\Why don't you get the yakisoba?\It'll go towards the baseball club.\I do have some money...\But I'll just use these tickets to get three cotton candy. response:	He really is a cheapskate...
context: I can't have a seven-year-old child spending money on me!\Just let her treat you.\Hiro!\Why don't you get the yakisoba?\It'll go towards the baseball club.\I do have some money...\But I'll just use these tickets to get three cotton candy.\He really is a cheapskate... response:	Here's a nice big one.
context: Just let her treat you.\Hiro!\Why don't you get the yakisoba?\It'll go towards the baseball club.\I do have some money...\But I'll just use these tickets to get three cotton candy.\He really is a cheapskate...\Here's a nice big one. response:	All right!
context: Hiro!\Why don't you get the yakisoba?\It'll go towards the baseball club.\I do have some money...\But I'll just use these tickets to get three cotton candy.\He really is a cheapskate...\Here's a nice big one.\All right! response:	Here.
context: Why don't you get the yakisoba?\It'll go towards the baseball club.\I do have some money...\But I'll just use these tickets to get three cotton candy.\He really is a cheapskate...\Here's a nice big one.\All right!\Here. response:	Yay!
context: It'll go towards the baseball club.\I do have some money...\But I'll just use these tickets to get three cotton candy.\He really is a cheapskate...\Here's a nice big one.\All right!\Here.\Yay! response:	Here you go, Sensei.
context: I do have some money...\But I'll just use these tickets to get three cotton candy.\He really is a cheapskate...\Here's a nice big one.\All right!\Here.\Yay!\Here you go, Sensei. response:	Thank you!
context: But I'll just use these tickets to get three cotton candy.\He really is a cheapskate...\Here's a nice big one.\All right!\Here.\Yay!\Here you go, Sensei.\Thank you! response:	Thanks, Sensei!
context: He really is a cheapskate...\Here's a nice big one.\All right!\Here.\Yay!\Here you go, Sensei.\Thank you!\Thanks, Sensei! response:	So this is cotton candy...
context: Here's a nice big one.\All right!\Here.\Yay!\Here you go, Sensei.\Thank you!\Thanks, Sensei!\So this is cotton candy... response:	Where do I start eating it from?
context: All right!\Here.\Yay!\Here you go, Sensei.\Thank you!\Thanks, Sensei!\So this is cotton candy...\Where do I start eating it from? response:	Here? Here?
context: Here.\Yay!\Here you go, Sensei.\Thank you!\Thanks, Sensei!\So this is cotton candy...\Where do I start eating it from?\Here? Here? response:	Here? No, maybe here?
context: Yay!\Here you go, Sensei.\Thank you!\Thanks, Sensei!\So this is cotton candy...\Where do I start eating it from?\Here? Here?\Here? No, maybe here? response:	Will Sensei be all right in that crowd?
context: Here you go, Sensei.\Thank you!\Thanks, Sensei!\So this is cotton candy...\Where do I start eating it from?\Here? Here?\Here? No, maybe here?\Will Sensei be all right in that crowd? response:	I hope he doesn't get cotton candy on anyone's clothes, or hurt himself with the chopsticks...
context: Thank you!\Thanks, Sensei!\So this is cotton candy...\Where do I start eating it from?\Here? Here?\Here? No, maybe here?\Will Sensei be all right in that crowd?\I hope he doesn't get cotton candy on anyone's clothes, or hurt himself with the chopsticks... response:	Hiroshi, I got more yakisoba!
context: Thanks, Sensei!\So this is cotton candy...\Where do I start eating it from?\Here? Here?\Here? No, maybe here?\Will Sensei be all right in that crowd?\I hope he doesn't get cotton candy on anyone's clothes, or hurt himself with the chopsticks...\Hiroshi, I got more yakisoba! response:	Tonme Festival
context: So this is cotton candy...\Where do I start eating it from?\Here? Here?\Here? No, maybe here?\Will Sensei be all right in that crowd?\I hope he doesn't get cotton candy on anyone's clothes, or hurt himself with the chopsticks...\Hiroshi, I got more yakisoba!\Tonme Festival response:	Festival
context: Where do I start eating it from?\Here? Here?\Here? No, maybe here?\Will Sensei be all right in that crowd?\I hope he doesn't get cotton candy on anyone's clothes, or hurt himself with the chopsticks...\Hiroshi, I got more yakisoba!\Tonme Festival\Festival response:	The drum's real loud!
context: Here? Here?\Here? No, maybe here?\Will Sensei be all right in that crowd?\I hope he doesn't get cotton candy on anyone's clothes, or hurt himself with the chopsticks...\Hiroshi, I got more yakisoba!\Tonme Festival\Festival\The drum's real loud! response:	Real loud!
context: Here? No, maybe here?\Will Sensei be all right in that crowd?\I hope he doesn't get cotton candy on anyone's clothes, or hurt himself with the chopsticks...\Hiroshi, I got more yakisoba!\Tonme Festival\Festival\The drum's real loud!\Real loud! response:	The fireworks display will begin at nine o'clock.
context: Will Sensei be all right in that crowd?\I hope he doesn't get cotton candy on anyone's clothes, or hurt himself with the chopsticks...\Hiroshi, I got more yakisoba!\Tonme Festival\Festival\The drum's real loud!\Real loud!\The fireworks display will begin at nine o'clock. response:	She said there's fireworks, Sensei!
context: I hope he doesn't get cotton candy on anyone's clothes, or hurt himself with the chopsticks...\Hiroshi, I got more yakisoba!\Tonme Festival\Festival\The drum's real loud!\Real loud!\The fireworks display will begin at nine o'clock.\She said there's fireworks, Sensei! response:	Yeah.
context: Hiroshi, I got more yakisoba!\Tonme Festival\Festival\The drum's real loud!\Real loud!\The fireworks display will begin at nine o'clock.\She said there's fireworks, Sensei!\Yeah. response:	Be careful not to get lost, you two!
context: Tonme Festival\Festival\The drum's real loud!\Real loud!\The fireworks display will begin at nine o'clock.\She said there's fireworks, Sensei!\Yeah.\Be careful not to get lost, you two! response:	Oh!
context: Festival\The drum's real loud!\Real loud!\The fireworks display will begin at nine o'clock.\She said there's fireworks, Sensei!\Yeah.\Be careful not to get lost, you two!\Oh! response:	Hey!
context: The drum's real loud!\Real loud!\The fireworks display will begin at nine o'clock.\She said there's fireworks, Sensei!\Yeah.\Be careful not to get lost, you two!\Oh!\Hey! response:	Sensei, this way!
context: Real loud!\The fireworks display will begin at nine o'clock.\She said there's fireworks, Sensei!\Yeah.\Be careful not to get lost, you two!\Oh!\Hey!\Sensei, this way! response:	Right after I said...
context: The fireworks display will begin at nine o'clock.\She said there's fireworks, Sensei!\Yeah.\Be careful not to get lost, you two!\Oh!\Hey!\Sensei, this way!\Right after I said... response:	Naru!
context: She said there's fireworks, Sensei!\Yeah.\Be careful not to get lost, you two!\Oh!\Hey!\Sensei, this way!\Right after I said...\Naru! response:	Hina!
context: Yeah.\Be careful not to get lost, you two!\Oh!\Hey!\Sensei, this way!\Right after I said...\Naru!\Hina! response:	Damn, it's dark.
context: Be careful not to get lost, you two!\Oh!\Hey!\Sensei, this way!\Right after I said...\Naru!\Hina!\Damn, it's dark. response:	Sensei...
context: Oh!\Hey!\Sensei, this way!\Right after I said...\Naru!\Hina!\Damn, it's dark.\Sensei... response:	Tama, what are you doing?
context: Hey!\Sensei, this way!\Right after I said...\Naru!\Hina!\Damn, it's dark.\Sensei...\Tama, what are you doing? response:	Reading the manga I bought.
context: Sensei, this way!\Right after I said...\Naru!\Hina!\Damn, it's dark.\Sensei...\Tama, what are you doing?\Reading the manga I bought. response:	Well, I don't like crowds,
context: Right after I said...\Naru!\Hina!\Damn, it's dark.\Sensei...\Tama, what are you doing?\Reading the manga I bought.\Well, I don't like crowds, response:	so I spend every summer festival like this.
context: Naru!\Hina!\Damn, it's dark.\Sensei...\Tama, what are you doing?\Reading the manga I bought.\Well, I don't like crowds,\so I spend every summer festival like this. response:	Not that I'm one to talk, but you're wasting your youth.
context: Hina!\Damn, it's dark.\Sensei...\Tama, what are you doing?\Reading the manga I bought.\Well, I don't like crowds,\so I spend every summer festival like this.\Not that I'm one to talk, but you're wasting your youth. response:	Have you seen Naru and Hina
context: Damn, it's dark.\Sensei...\Tama, what are you doing?\Reading the manga I bought.\Well, I don't like crowds,\so I spend every summer festival like this.\Not that I'm one to talk, but you're wasting your youth.\Have you seen Naru and Hina response:	That's too bright!
context: Sensei...\Tama, what are you doing?\Reading the manga I bought.\Well, I don't like crowds,\so I spend every summer festival like this.\Not that I'm one to talk, but you're wasting your youth.\Have you seen Naru and Hina\That's too bright! response:	Since they took this road, they went to the beach.
context: Tama, what are you doing?\Reading the manga I bought.\Well, I don't like crowds,\so I spend every summer festival like this.\Not that I'm one to talk, but you're wasting your youth.\Have you seen Naru and Hina\That's too bright!\Since they took this road, they went to the beach. response:	It's time for the fireworks, so let's go together.
context: Reading the manga I bought.\Well, I don't like crowds,\so I spend every summer festival like this.\Not that I'm one to talk, but you're wasting your youth.\Have you seen Naru and Hina\That's too bright!\Since they took this road, they went to the beach.\It's time for the fireworks, so let's go together. response:	There's a good little-known spot.
context: Well, I don't like crowds,\so I spend every summer festival like this.\Not that I'm one to talk, but you're wasting your youth.\Have you seen Naru and Hina\That's too bright!\Since they took this road, they went to the beach.\It's time for the fireworks, so let's go together.\There's a good little-known spot. response:	Oh! Sensei came!
context: so I spend every summer festival like this.\Not that I'm one to talk, but you're wasting your youth.\Have you seen Naru and Hina\That's too bright!\Since they took this road, they went to the beach.\It's time for the fireworks, so let's go together.\There's a good little-known spot.\Oh! Sensei came! response:	Tama, where'd ya go?
context: Not that I'm one to talk, but you're wasting your youth.\Have you seen Naru and Hina\That's too bright!\Since they took this road, they went to the beach.\It's time for the fireworks, so let's go together.\There's a good little-known spot.\Oh! Sensei came!\Tama, where'd ya go? response:	Oh, sorry. I was reading manga.
context: Have you seen Naru and Hina\That's too bright!\Since they took this road, they went to the beach.\It's time for the fireworks, so let's go together.\There's a good little-known spot.\Oh! Sensei came!\Tama, where'd ya go?\Oh, sorry. I was reading manga. response:	Huh? Where are the softball team girls?
context: That's too bright!\Since they took this road, they went to the beach.\It's time for the fireworks, so let's go together.\There's a good little-known spot.\Oh! Sensei came!\Tama, where'd ya go?\Oh, sorry. I was reading manga.\Huh? Where are the softball team girls? response:	They're watchin' the fireworks with their boyfriends.
context: Since they took this road, they went to the beach.\It's time for the fireworks, so let's go together.\There's a good little-known spot.\Oh! Sensei came!\Tama, where'd ya go?\Oh, sorry. I was reading manga.\Huh? Where are the softball team girls?\They're watchin' the fireworks with their boyfriends. response:	Oh? I wish they'd blow up.
context: It's time for the fireworks, so let's go together.\There's a good little-known spot.\Oh! Sensei came!\Tama, where'd ya go?\Oh, sorry. I was reading manga.\Huh? Where are the softball team girls?\They're watchin' the fireworks with their boyfriends.\Oh? I wish they'd blow up. response:	Tama?!
context: There's a good little-known spot.\Oh! Sensei came!\Tama, where'd ya go?\Oh, sorry. I was reading manga.\Huh? Where are the softball team girls?\They're watchin' the fireworks with their boyfriends.\Oh? I wish they'd blow up.\Tama?! response:	Oh! Here's Naru and Hina!
context: Oh! Sensei came!\Tama, where'd ya go?\Oh, sorry. I was reading manga.\Huh? Where are the softball team girls?\They're watchin' the fireworks with their boyfriends.\Oh? I wish they'd blow up.\Tama?!\Oh! Here's Naru and Hina! response:	So you came too, Hiro-nii.
context: Tama, where'd ya go?\Oh, sorry. I was reading manga.\Huh? Where are the softball team girls?\They're watchin' the fireworks with their boyfriends.\Oh? I wish they'd blow up.\Tama?!\Oh! Here's Naru and Hina!\So you came too, Hiro-nii. response:	No girlfriend?
context: Oh, sorry. I was reading manga.\Huh? Where are the softball team girls?\They're watchin' the fireworks with their boyfriends.\Oh? I wish they'd blow up.\Tama?!\Oh! Here's Naru and Hina!\So you came too, Hiro-nii.\No girlfriend? response:	If I had one, I wouldn't be cooking yakisoba.
context: Huh? Where are the softball team girls?\They're watchin' the fireworks with their boyfriends.\Oh? I wish they'd blow up.\Tama?!\Oh! Here's Naru and Hina!\So you came too, Hiro-nii.\No girlfriend?\If I had one, I wouldn't be cooking yakisoba. response:	Sorry. I know, but I asked anyway.
context: They're watchin' the fireworks with their boyfriends.\Oh? I wish they'd blow up.\Tama?!\Oh! Here's Naru and Hina!\So you came too, Hiro-nii.\No girlfriend?\If I had one, I wouldn't be cooking yakisoba.\Sorry. I know, but I asked anyway. response:	Well, we've got the usual crew here.
context: Oh? I wish they'd blow up.\Tama?!\Oh! Here's Naru and Hina!\So you came too, Hiro-nii.\No girlfriend?\If I had one, I wouldn't be cooking yakisoba.\Sorry. I know, but I asked anyway.\Well, we've got the usual crew here. response:	Yeah.
context: Tama?!\Oh! Here's Naru and Hina!\So you came too, Hiro-nii.\No girlfriend?\If I had one, I wouldn't be cooking yakisoba.\Sorry. I know, but I asked anyway.\Well, we've got the usual crew here.\Yeah. response:	Summer break's almost over...
context: Oh! Here's Naru and Hina!\So you came too, Hiro-nii.\No girlfriend?\If I had one, I wouldn't be cooking yakisoba.\Sorry. I know, but I asked anyway.\Well, we've got the usual crew here.\Yeah.\Summer break's almost over... response:	This year sure was fun.
context: So you came too, Hiro-nii.\No girlfriend?\If I had one, I wouldn't be cooking yakisoba.\Sorry. I know, but I asked anyway.\Well, we've got the usual crew here.\Yeah.\Summer break's almost over...\This year sure was fun. response:	After school starts, there'll be a lot less time for fun.
context: No girlfriend?\If I had one, I wouldn't be cooking yakisoba.\Sorry. I know, but I asked anyway.\Well, we've got the usual crew here.\Yeah.\Summer break's almost over...\This year sure was fun.\After school starts, there'll be a lot less time for fun. response:	Ya studyin' for exams, Hiro-nii?
context: If I had one, I wouldn't be cooking yakisoba.\Sorry. I know, but I asked anyway.\Well, we've got the usual crew here.\Yeah.\Summer break's almost over...\This year sure was fun.\After school starts, there'll be a lot less time for fun.\Ya studyin' for exams, Hiro-nii? response:	No, job huntin'.
context: Sorry. I know, but I asked anyway.\Well, we've got the usual crew here.\Yeah.\Summer break's almost over...\This year sure was fun.\After school starts, there'll be a lot less time for fun.\Ya studyin' for exams, Hiro-nii?\No, job huntin'. response:	By job, do you mean one on the island?
context: Well, we've got the usual crew here.\Yeah.\Summer break's almost over...\This year sure was fun.\After school starts, there'll be a lot less time for fun.\Ya studyin' for exams, Hiro-nii?\No, job huntin'.\By job, do you mean one on the island? response:	No, off.
context: Yeah.\Summer break's almost over...\This year sure was fun.\After school starts, there'll be a lot less time for fun.\Ya studyin' for exams, Hiro-nii?\No, job huntin'.\By job, do you mean one on the island?\No, off. response:	Aww, that's sad!
context: Summer break's almost over...\This year sure was fun.\After school starts, there'll be a lot less time for fun.\Ya studyin' for exams, Hiro-nii?\No, job huntin'.\By job, do you mean one on the island?\No, off.\Aww, that's sad! response:	Well, there's still some time.
context: This year sure was fun.\After school starts, there'll be a lot less time for fun.\Ya studyin' for exams, Hiro-nii?\No, job huntin'.\By job, do you mean one on the island?\No, off.\Aww, that's sad!\Well, there's still some time. response:	Yer right.
context: After school starts, there'll be a lot less time for fun.\Ya studyin' for exams, Hiro-nii?\No, job huntin'.\By job, do you mean one on the island?\No, off.\Aww, that's sad!\Well, there's still some time.\Yer right. response:	And even without you here, there'll still be Sensei.
context: Ya studyin' for exams, Hiro-nii?\No, job huntin'.\By job, do you mean one on the island?\No, off.\Aww, that's sad!\Well, there's still some time.\Yer right.\And even without you here, there'll still be Sensei. response:	Ya sayin' Sensei can take my place?!
context: No, job huntin'.\By job, do you mean one on the island?\No, off.\Aww, that's sad!\Well, there's still some time.\Yer right.\And even without you here, there'll still be Sensei.\Ya sayin' Sensei can take my place?! response:	Listen...
context: By job, do you mean one on the island?\No, off.\Aww, that's sad!\Well, there's still some time.\Yer right.\And even without you here, there'll still be Sensei.\Ya sayin' Sensei can take my place?!\Listen... response:	There's something I have to tell you.
context: No, off.\Aww, that's sad!\Well, there's still some time.\Yer right.\And even without you here, there'll still be Sensei.\Ya sayin' Sensei can take my place?!\Listen...\There's something I have to tell you. response:	It's started!
context: Aww, that's sad!\Well, there's still some time.\Yer right.\And even without you here, there'll still be Sensei.\Ya sayin' Sensei can take my place?!\Listen...\There's something I have to tell you.\It's started! response:	Eek! It's too bright!
context: Well, there's still some time.\Yer right.\And even without you here, there'll still be Sensei.\Ya sayin' Sensei can take my place?!\Listen...\There's something I have to tell you.\It's started!\Eek! It's too bright! response:	Wow!
context: Yer right.\And even without you here, there'll still be Sensei.\Ya sayin' Sensei can take my place?!\Listen...\There's something I have to tell you.\It's started!\Eek! It's too bright!\Wow! response:	Amazin'!
context: And even without you here, there'll still be Sensei.\Ya sayin' Sensei can take my place?!\Listen...\There's something I have to tell you.\It's started!\Eek! It's too bright!\Wow!\Amazin'! response:	Hey...
context: Ya sayin' Sensei can take my place?!\Listen...\There's something I have to tell you.\It's started!\Eek! It's too bright!\Wow!\Amazin'!\Hey... response:	What was Sensei tryin' to say just now?
context: Listen...\There's something I have to tell you.\It's started!\Eek! It's too bright!\Wow!\Amazin'!\Hey...\What was Sensei tryin' to say just now? response:	Who knows...
context: There's something I have to tell you.\It's started!\Eek! It's too bright!\Wow!\Amazin'!\Hey...\What was Sensei tryin' to say just now?\Who knows... response:	Take a good look at him.
context: It's started!\Eek! It's too bright!\Wow!\Amazin'!\Hey...\What was Sensei tryin' to say just now?\Who knows...\Take a good look at him. response:	Even without words,
context: Eek! It's too bright!\Wow!\Amazin'!\Hey...\What was Sensei tryin' to say just now?\Who knows...\Take a good look at him.\Even without words, response:	Sensei's back speaks volumes.
context: Wow!\Amazin'!\Hey...\What was Sensei tryin' to say just now?\Who knows...\Take a good look at him.\Even without words,\Sensei's back speaks volumes. response:	Sensei! I came to play!
context: Amazin'!\Hey...\What was Sensei tryin' to say just now?\Who knows...\Take a good look at him.\Even without words,\Sensei's back speaks volumes.\Sensei! I came to play! response:	Huh?
context: Hey...\What was Sensei tryin' to say just now?\Who knows...\Take a good look at him.\Even without words,\Sensei's back speaks volumes.\Sensei! I came to play!\Huh? response:	Sensei!
context: What was Sensei tryin' to say just now?\Who knows...\Take a good look at him.\Even without words,\Sensei's back speaks volumes.\Sensei! I came to play!\Huh?\Sensei! response:	Huh?
context: Who knows...\Take a good look at him.\Even without words,\Sensei's back speaks volumes.\Sensei! I came to play!\Huh?\Sensei!\Huh? response:	Sensei?
context: Take a good look at him.\Even without words,\Sensei's back speaks volumes.\Sensei! I came to play!\Huh?\Sensei!\Huh?\Sensei? response:	Ain't nobody comin'...
