context: Die. response:	My brain trembles...
context: Just like I ran away last time!\So why?\Because you are my hero, Subaru-kun!\In that dark forest,\when I didn't even know who I was anymore\and couldn't think of anything but violently lashing out,\you saved me.\When I woke up unable to move, response:	and Sister was exhausted after using too much magic,
context: So why?\Because you are my hero, Subaru-kun!\In that dark forest,\when I didn't even know who I was anymore\and couldn't think of anything but violently lashing out,\you saved me.\When I woke up unable to move,\and Sister was exhausted after using too much magic, response:	you faced the mabeasts as a diversion, so we could escape.
context: Because you are my hero, Subaru-kun!\In that dark forest,\when I didn't even know who I was anymore\and couldn't think of anything but violently lashing out,\you saved me.\When I woke up unable to move,\and Sister was exhausted after using too much magic,\you faced the mabeasts as a diversion, so we could escape. response:	There was no way you could win,
context: In that dark forest,\when I didn't even know who I was anymore\and couldn't think of anything but violently lashing out,\you saved me.\When I woke up unable to move,\and Sister was exhausted after using too much magic,\you faced the mabeasts as a diversion, so we could escape.\There was no way you could win, response:	and your life was in real danger.
context: when I didn't even know who I was anymore\and couldn't think of anything but violently lashing out,\you saved me.\When I woke up unable to move,\and Sister was exhausted after using too much magic,\you faced the mabeasts as a diversion, so we could escape.\There was no way you could win,\and your life was in real danger. response:	But you still stayed,
context: and couldn't think of anything but violently lashing out,\you saved me.\When I woke up unable to move,\and Sister was exhausted after using too much magic,\you faced the mabeasts as a diversion, so we could escape.\There was no way you could win,\and your life was in real danger.\But you still stayed, response:	and came back to my arms, still warm.
context: you saved me.\When I woke up unable to move,\and Sister was exhausted after using too much magic,\you faced the mabeasts as a diversion, so we could escape.\There was no way you could win,\and your life was in real danger.\But you still stayed,\and came back to my arms, still warm. response:	When you woke up, you smiled,
context: When I woke up unable to move,\and Sister was exhausted after using too much magic,\you faced the mabeasts as a diversion, so we could escape.\There was no way you could win,\and your life was in real danger.\But you still stayed,\and came back to my arms, still warm.\When you woke up, you smiled, response:	and said the words I wanted to hear most,
context: and Sister was exhausted after using too much magic,\you faced the mabeasts as a diversion, so we could escape.\There was no way you could win,\and your life was in real danger.\But you still stayed,\and came back to my arms, still warm.\When you woke up, you smiled,\and said the words I wanted to hear most, response:	when I wanted to hear them most,
context: you faced the mabeasts as a diversion, so we could escape.\There was no way you could win,\and your life was in real danger.\But you still stayed,\and came back to my arms, still warm.\When you woke up, you smiled,\and said the words I wanted to hear most,\when I wanted to hear them most, response:	from the one I wanted most to hear them from.
context: There was no way you could win,\and your life was in real danger.\But you still stayed,\and came back to my arms, still warm.\When you woke up, you smiled,\and said the words I wanted to hear most,\when I wanted to hear them most,\from the one I wanted most to hear them from. response:	My time has been stopped for so long.
context: and your life was in real danger.\But you still stayed,\and came back to my arms, still warm.\When you woke up, you smiled,\and said the words I wanted to hear most,\when I wanted to hear them most,\from the one I wanted most to hear them from.\My time has been stopped for so long. response:	Ever since that fiery night,
context: But you still stayed,\and came back to my arms, still warm.\When you woke up, you smiled,\and said the words I wanted to hear most,\when I wanted to hear them most,\from the one I wanted most to hear them from.\My time has been stopped for so long.\Ever since that fiery night, response:	the night I lost everything except my sister,
context: and came back to my arms, still warm.\When you woke up, you smiled,\and said the words I wanted to hear most,\when I wanted to hear them most,\from the one I wanted most to hear them from.\My time has been stopped for so long.\Ever since that fiery night,\the night I lost everything except my sister, response:	my time has been stopped...
context: When you woke up, you smiled,\and said the words I wanted to hear most,\when I wanted to hear them most,\from the one I wanted most to hear them from.\My time has been stopped for so long.\Ever since that fiery night,\the night I lost everything except my sister,\my time has been stopped... response:	It was you who melted my frozen heart,
context: and said the words I wanted to hear most,\when I wanted to hear them most,\from the one I wanted most to hear them from.\My time has been stopped for so long.\Ever since that fiery night,\the night I lost everything except my sister,\my time has been stopped...\It was you who melted my frozen heart, response:	and kindly made my stopped time begin to move forward again!
context: when I wanted to hear them most,\from the one I wanted most to hear them from.\My time has been stopped for so long.\Ever since that fiery night,\the night I lost everything except my sister,\my time has been stopped...\It was you who melted my frozen heart,\and kindly made my stopped time begin to move forward again! response:	I'm sure you have no idea how you saved me,
context: from the one I wanted most to hear them from.\My time has been stopped for so long.\Ever since that fiery night,\the night I lost everything except my sister,\my time has been stopped...\It was you who melted my frozen heart,\and kindly made my stopped time begin to move forward again!\I'm sure you have no idea how you saved me, response:	or how happy I was at that moment, on that morning.
context: My time has been stopped for so long.\Ever since that fiery night,\the night I lost everything except my sister,\my time has been stopped...\It was you who melted my frozen heart,\and kindly made my stopped time begin to move forward again!\I'm sure you have no idea how you saved me,\or how happy I was at that moment, on that morning. response:	That's why I believe.
context: Ever since that fiery night,\the night I lost everything except my sister,\my time has been stopped...\It was you who melted my frozen heart,\and kindly made my stopped time begin to move forward again!\I'm sure you have no idea how you saved me,\or how happy I was at that moment, on that morning.\That's why I believe. response:	No matter what painful things happen,
context: the night I lost everything except my sister,\my time has been stopped...\It was you who melted my frozen heart,\and kindly made my stopped time begin to move forward again!\I'm sure you have no idea how you saved me,\or how happy I was at that moment, on that morning.\That's why I believe.\No matter what painful things happen, response:	even when it looks like you'll lose...
context: my time has been stopped...\It was you who melted my frozen heart,\and kindly made my stopped time begin to move forward again!\I'm sure you have no idea how you saved me,\or how happy I was at that moment, on that morning.\That's why I believe.\No matter what painful things happen,\even when it looks like you'll lose... response:	When no one else in the world believes in you,
context: It was you who melted my frozen heart,\and kindly made my stopped time begin to move forward again!\I'm sure you have no idea how you saved me,\or how happy I was at that moment, on that morning.\That's why I believe.\No matter what painful things happen,\even when it looks like you'll lose...\When no one else in the world believes in you, response:	when you don't even believe in yourself...
context: and kindly made my stopped time begin to move forward again!\I'm sure you have no idea how you saved me,\or how happy I was at that moment, on that morning.\That's why I believe.\No matter what painful things happen,\even when it looks like you'll lose...\When no one else in the world believes in you,\when you don't even believe in yourself... response:	I will believe!
context: I'm sure you have no idea how you saved me,\or how happy I was at that moment, on that morning.\That's why I believe.\No matter what painful things happen,\even when it looks like you'll lose...\When no one else in the world believes in you,\when you don't even believe in yourself...\I will believe! response:	That the Subaru-kun who saved me
context: or how happy I was at that moment, on that morning.\That's why I believe.\No matter what painful things happen,\even when it looks like you'll lose...\When no one else in the world believes in you,\when you don't even believe in yourself...\I will believe!\That the Subaru-kun who saved me response:	is a true hero.
context: That's why I believe.\No matter what painful things happen,\even when it looks like you'll lose...\When no one else in the world believes in you,\when you don't even believe in yourself...\I will believe!\That the Subaru-kun who saved me\is a true hero. response:	No matter how hard I tried,
context: No matter what painful things happen,\even when it looks like you'll lose...\When no one else in the world believes in you,\when you don't even believe in yourself...\I will believe!\That the Subaru-kun who saved me\is a true hero.\No matter how hard I tried, response:	I couldn't save anyone...
context: even when it looks like you'll lose...\When no one else in the world believes in you,\when you don't even believe in yourself...\I will believe!\That the Subaru-kun who saved me\is a true hero.\No matter how hard I tried,\I couldn't save anyone... response:	I am here.
context: When no one else in the world believes in you,\when you don't even believe in yourself...\I will believe!\That the Subaru-kun who saved me\is a true hero.\No matter how hard I tried,\I couldn't save anyone...\I am here. response:	The Rem you saved is right here.
context: when you don't even believe in yourself...\I will believe!\That the Subaru-kun who saved me\is a true hero.\No matter how hard I tried,\I couldn't save anyone...\I am here.\The Rem you saved is right here. response:	I've never done anything. I'm empty.
context: I will believe!\That the Subaru-kun who saved me\is a true hero.\No matter how hard I tried,\I couldn't save anyone...\I am here.\The Rem you saved is right here.\I've never done anything. I'm empty. response:	No one will even listen to me.
context: That the Subaru-kun who saved me\is a true hero.\No matter how hard I tried,\I couldn't save anyone...\I am here.\The Rem you saved is right here.\I've never done anything. I'm empty.\No one will even listen to me. response:	I am here.
context: is a true hero.\No matter how hard I tried,\I couldn't save anyone...\I am here.\The Rem you saved is right here.\I've never done anything. I'm empty.\No one will even listen to me.\I am here. response:	I will listen to anything you have to say.
context: No matter how hard I tried,\I couldn't save anyone...\I am here.\The Rem you saved is right here.\I've never done anything. I'm empty.\No one will even listen to me.\I am here.\I will listen to anything you have to say. response:	I want to.
context: I couldn't save anyone...\I am here.\The Rem you saved is right here.\I've never done anything. I'm empty.\No one will even listen to me.\I am here.\I will listen to anything you have to say.\I want to. response:	No one expects anything of me.
context: I am here.\The Rem you saved is right here.\I've never done anything. I'm empty.\No one will even listen to me.\I am here.\I will listen to anything you have to say.\I want to.\No one expects anything of me. response:	No one believes in me.
context: The Rem you saved is right here.\I've never done anything. I'm empty.\No one will even listen to me.\I am here.\I will listen to anything you have to say.\I want to.\No one expects anything of me.\No one believes in me. response:	I hate myself.
context: I've never done anything. I'm empty.\No one will even listen to me.\I am here.\I will listen to anything you have to say.\I want to.\No one expects anything of me.\No one believes in me.\I hate myself. response:	Well, I love you, Subaru-kun!
context: No one will even listen to me.\I am here.\I will listen to anything you have to say.\I want to.\No one expects anything of me.\No one believes in me.\I hate myself.\Well, I love you, Subaru-kun! response:	You really don't mind that it's me?
context: I am here.\I will listen to anything you have to say.\I want to.\No one expects anything of me.\No one believes in me.\I hate myself.\Well, I love you, Subaru-kun!\You really don't mind that it's me? response:	I want it to be you.
context: I will listen to anything you have to say.\I want to.\No one expects anything of me.\No one believes in me.\I hate myself.\Well, I love you, Subaru-kun!\You really don't mind that it's me?\I want it to be you. response:	I would not want for it to be anyone else.
context: I want to.\No one expects anything of me.\No one believes in me.\I hate myself.\Well, I love you, Subaru-kun!\You really don't mind that it's me?\I want it to be you.\I would not want for it to be anyone else. response:	If you cannot forgive yourself
context: No one expects anything of me.\No one believes in me.\I hate myself.\Well, I love you, Subaru-kun!\You really don't mind that it's me?\I want it to be you.\I would not want for it to be anyone else.\If you cannot forgive yourself response:	for being empty and having nothing,
context: No one believes in me.\I hate myself.\Well, I love you, Subaru-kun!\You really don't mind that it's me?\I want it to be you.\I would not want for it to be anyone else.\If you cannot forgive yourself\for being empty and having nothing, response:	then let us start from here, right now.
context: I hate myself.\Well, I love you, Subaru-kun!\You really don't mind that it's me?\I want it to be you.\I would not want for it to be anyone else.\If you cannot forgive yourself\for being empty and having nothing,\then let us start from here, right now. response:	Start what?
context: Well, I love you, Subaru-kun!\You really don't mind that it's me?\I want it to be you.\I would not want for it to be anyone else.\If you cannot forgive yourself\for being empty and having nothing,\then let us start from here, right now.\Start what? response:	Just like you started my time for me when it was stopped,
context: You really don't mind that it's me?\I want it to be you.\I would not want for it to be anyone else.\If you cannot forgive yourself\for being empty and having nothing,\then let us start from here, right now.\Start what?\Just like you started my time for me when it was stopped, response:	we will make the time that you feel is stopped for you
context: I want it to be you.\I would not want for it to be anyone else.\If you cannot forgive yourself\for being empty and having nothing,\then let us start from here, right now.\Start what?\Just like you started my time for me when it was stopped,\we will make the time that you feel is stopped for you response:	begin to move again.
context: I would not want for it to be anyone else.\If you cannot forgive yourself\for being empty and having nothing,\then let us start from here, right now.\Start what?\Just like you started my time for me when it was stopped,\we will make the time that you feel is stopped for you\begin to move again. response:	Let us start here.
context: If you cannot forgive yourself\for being empty and having nothing,\then let us start from here, right now.\Start what?\Just like you started my time for me when it was stopped,\we will make the time that you feel is stopped for you\begin to move again.\Let us start here. response:	From square one.
context: for being empty and having nothing,\then let us start from here, right now.\Start what?\Just like you started my time for me when it was stopped,\we will make the time that you feel is stopped for you\begin to move again.\Let us start here.\From square one. response:	No,
context: then let us start from here, right now.\Start what?\Just like you started my time for me when it was stopped,\we will make the time that you feel is stopped for you\begin to move again.\Let us start here.\From square one.\No, response:	from zero!
context: Start what?\Just like you started my time for me when it was stopped,\we will make the time that you feel is stopped for you\begin to move again.\Let us start here.\From square one.\No,\from zero! response:	If it is too hard for you to walk alone,
context: Just like you started my time for me when it was stopped,\we will make the time that you feel is stopped for you\begin to move again.\Let us start here.\From square one.\No,\from zero!\If it is too hard for you to walk alone, response:	I will hold you up.
context: we will make the time that you feel is stopped for you\begin to move again.\Let us start here.\From square one.\No,\from zero!\If it is too hard for you to walk alone,\I will hold you up. response:	As we walk, we will share the burden and support each other.
context: begin to move again.\Let us start here.\From square one.\No,\from zero!\If it is too hard for you to walk alone,\I will hold you up.\As we walk, we will share the burden and support each other. response:	Wasn't this what you said to me that morning?
context: Let us start here.\From square one.\No,\from zero!\If it is too hard for you to walk alone,\I will hold you up.\As we walk, we will share the burden and support each other.\Wasn't this what you said to me that morning? response:	Show me how awesome you can be, Subaru-kun.
context: From square one.\No,\from zero!\If it is too hard for you to walk alone,\I will hold you up.\As we walk, we will share the burden and support each other.\Wasn't this what you said to me that morning?\Show me how awesome you can be, Subaru-kun. response:	Rem...
context: No,\from zero!\If it is too hard for you to walk alone,\I will hold you up.\As we walk, we will share the burden and support each other.\Wasn't this what you said to me that morning?\Show me how awesome you can be, Subaru-kun.\Rem... response:	Yes?
context: from zero!\If it is too hard for you to walk alone,\I will hold you up.\As we walk, we will share the burden and support each other.\Wasn't this what you said to me that morning?\Show me how awesome you can be, Subaru-kun.\Rem...\Yes? response:	I love Emilia.
context: If it is too hard for you to walk alone,\I will hold you up.\As we walk, we will share the burden and support each other.\Wasn't this what you said to me that morning?\Show me how awesome you can be, Subaru-kun.\Rem...\Yes?\I love Emilia. response:	Yes.
context: I will hold you up.\As we walk, we will share the burden and support each other.\Wasn't this what you said to me that morning?\Show me how awesome you can be, Subaru-kun.\Rem...\Yes?\I love Emilia.\Yes. response:	I want to see Emilia smile.
context: As we walk, we will share the burden and support each other.\Wasn't this what you said to me that morning?\Show me how awesome you can be, Subaru-kun.\Rem...\Yes?\I love Emilia.\Yes.\I want to see Emilia smile. response:	I want to be of help to Emilia's future.
context: Wasn't this what you said to me that morning?\Show me how awesome you can be, Subaru-kun.\Rem...\Yes?\I love Emilia.\Yes.\I want to see Emilia smile.\I want to be of help to Emilia's future. response:	Even if she says I'm in the way,
context: Show me how awesome you can be, Subaru-kun.\Rem...\Yes?\I love Emilia.\Yes.\I want to see Emilia smile.\I want to be of help to Emilia's future.\Even if she says I'm in the way, response:	even if she tells me to stay away...
context: Rem...\Yes?\I love Emilia.\Yes.\I want to see Emilia smile.\I want to be of help to Emilia's future.\Even if she says I'm in the way,\even if she tells me to stay away... response:	I want to be next to her.
context: Yes?\I love Emilia.\Yes.\I want to see Emilia smile.\I want to be of help to Emilia's future.\Even if she says I'm in the way,\even if she tells me to stay away...\I want to be next to her. response:	Using my feelings for her as an excuse,
context: I love Emilia.\Yes.\I want to see Emilia smile.\I want to be of help to Emilia's future.\Even if she says I'm in the way,\even if she tells me to stay away...\I want to be next to her.\Using my feelings for her as an excuse, response:	to get her to understand everything
context: Yes.\I want to see Emilia smile.\I want to be of help to Emilia's future.\Even if she says I'm in the way,\even if she tells me to stay away...\I want to be next to her.\Using my feelings for her as an excuse,\to get her to understand everything response:	was arrogant of me, huh?
context: I want to see Emilia smile.\I want to be of help to Emilia's future.\Even if she says I'm in the way,\even if she tells me to stay away...\I want to be next to her.\Using my feelings for her as an excuse,\to get her to understand everything\was arrogant of me, huh? response:	It's okay if she doesn't understand.
context: I want to be of help to Emilia's future.\Even if she says I'm in the way,\even if she tells me to stay away...\I want to be next to her.\Using my feelings for her as an excuse,\to get her to understand everything\was arrogant of me, huh?\It's okay if she doesn't understand. response:	I just want to save her.
context: Even if she says I'm in the way,\even if she tells me to stay away...\I want to be next to her.\Using my feelings for her as an excuse,\to get her to understand everything\was arrogant of me, huh?\It's okay if she doesn't understand.\I just want to save her. response:	If there's a bleak, painful future waiting for her,
context: even if she tells me to stay away...\I want to be next to her.\Using my feelings for her as an excuse,\to get her to understand everything\was arrogant of me, huh?\It's okay if she doesn't understand.\I just want to save her.\If there's a bleak, painful future waiting for her, response:	I want to take her away to a future where we can all laugh together!
context: I want to be next to her.\Using my feelings for her as an excuse,\to get her to understand everything\was arrogant of me, huh?\It's okay if she doesn't understand.\I just want to save her.\If there's a bleak, painful future waiting for her,\I want to take her away to a future where we can all laugh together! response:	Will you help me?
context: Using my feelings for her as an excuse,\to get her to understand everything\was arrogant of me, huh?\It's okay if she doesn't understand.\I just want to save her.\If there's a bleak, painful future waiting for her,\I want to take her away to a future where we can all laugh together!\Will you help me? response:	I can't do anything alone.
context: to get her to understand everything\was arrogant of me, huh?\It's okay if she doesn't understand.\I just want to save her.\If there's a bleak, painful future waiting for her,\I want to take her away to a future where we can all laugh together!\Will you help me?\I can't do anything alone. response:	I lack in everything.
context: was arrogant of me, huh?\It's okay if she doesn't understand.\I just want to save her.\If there's a bleak, painful future waiting for her,\I want to take her away to a future where we can all laugh together!\Will you help me?\I can't do anything alone.\I lack in everything. response:	I'm not confident that I can even keep walking straight.
context: It's okay if she doesn't understand.\I just want to save her.\If there's a bleak, painful future waiting for her,\I want to take her away to a future where we can all laugh together!\Will you help me?\I can't do anything alone.\I lack in everything.\I'm not confident that I can even keep walking straight. response:	I'm weak, fragile, and small.
context: I just want to save her.\If there's a bleak, painful future waiting for her,\I want to take her away to a future where we can all laugh together!\Will you help me?\I can't do anything alone.\I lack in everything.\I'm not confident that I can even keep walking straight.\I'm weak, fragile, and small. response:	So, to make sure I keep walking straight,
context: If there's a bleak, painful future waiting for her,\I want to take her away to a future where we can all laugh together!\Will you help me?\I can't do anything alone.\I lack in everything.\I'm not confident that I can even keep walking straight.\I'm weak, fragile, and small.\So, to make sure I keep walking straight, response:	to help me realize when I'm wrong,
context: I want to take her away to a future where we can all laugh together!\Will you help me?\I can't do anything alone.\I lack in everything.\I'm not confident that I can even keep walking straight.\I'm weak, fragile, and small.\So, to make sure I keep walking straight,\to help me realize when I'm wrong, response:	will you help me?
context: Will you help me?\I can't do anything alone.\I lack in everything.\I'm not confident that I can even keep walking straight.\I'm weak, fragile, and small.\So, to make sure I keep walking straight,\to help me realize when I'm wrong,\will you help me? response:	You are a cruel man, Subaru-kun.
context: I can't do anything alone.\I lack in everything.\I'm not confident that I can even keep walking straight.\I'm weak, fragile, and small.\So, to make sure I keep walking straight,\to help me realize when I'm wrong,\will you help me?\You are a cruel man, Subaru-kun. response:	You ask all this of someone you just rejected?
context: I lack in everything.\I'm not confident that I can even keep walking straight.\I'm weak, fragile, and small.\So, to make sure I keep walking straight,\to help me realize when I'm wrong,\will you help me?\You are a cruel man, Subaru-kun.\You ask all this of someone you just rejected? response:	Hey, it's also hard for me to ask this of the one who rejected
context: I'm not confident that I can even keep walking straight.\I'm weak, fragile, and small.\So, to make sure I keep walking straight,\to help me realize when I'm wrong,\will you help me?\You are a cruel man, Subaru-kun.\You ask all this of someone you just rejected?\Hey, it's also hard for me to ask this of the one who rejected response:	my once-in-a-lifetime proposal.
context: I'm weak, fragile, and small.\So, to make sure I keep walking straight,\to help me realize when I'm wrong,\will you help me?\You are a cruel man, Subaru-kun.\You ask all this of someone you just rejected?\Hey, it's also hard for me to ask this of the one who rejected\my once-in-a-lifetime proposal. response:	I humbly accept.
context: So, to make sure I keep walking straight,\to help me realize when I'm wrong,\will you help me?\You are a cruel man, Subaru-kun.\You ask all this of someone you just rejected?\Hey, it's also hard for me to ask this of the one who rejected\my once-in-a-lifetime proposal.\I humbly accept. response:	If it will help you,
context: to help me realize when I'm wrong,\will you help me?\You are a cruel man, Subaru-kun.\You ask all this of someone you just rejected?\Hey, it's also hard for me to ask this of the one who rejected\my once-in-a-lifetime proposal.\I humbly accept.\If it will help you, response:	my hero,
context: will you help me?\You are a cruel man, Subaru-kun.\You ask all this of someone you just rejected?\Hey, it's also hard for me to ask this of the one who rejected\my once-in-a-lifetime proposal.\I humbly accept.\If it will help you,\my hero, response:	greet the future with a smile, then yes.
context: You are a cruel man, Subaru-kun.\You ask all this of someone you just rejected?\Hey, it's also hard for me to ask this of the one who rejected\my once-in-a-lifetime proposal.\I humbly accept.\If it will help you,\my hero,\greet the future with a smile, then yes. response:	Yeah, just watch.
context: You ask all this of someone you just rejected?\Hey, it's also hard for me to ask this of the one who rejected\my once-in-a-lifetime proposal.\I humbly accept.\If it will help you,\my hero,\greet the future with a smile, then yes.\Yeah, just watch. response:	You get a front row seat...
context: Hey, it's also hard for me to ask this of the one who rejected\my once-in-a-lifetime proposal.\I humbly accept.\If it will help you,\my hero,\greet the future with a smile, then yes.\Yeah, just watch.\You get a front row seat... response:	To see the man you fell for
context: my once-in-a-lifetime proposal.\I humbly accept.\If it will help you,\my hero,\greet the future with a smile, then yes.\Yeah, just watch.\You get a front row seat...\To see the man you fell for response:	become the most awesome hero ever!
context: I humbly accept.\If it will help you,\my hero,\greet the future with a smile, then yes.\Yeah, just watch.\You get a front row seat...\To see the man you fell for\become the most awesome hero ever! response:	I'm watching you.
context: If it will help you,\my hero,\greet the future with a smile, then yes.\Yeah, just watch.\You get a front row seat...\To see the man you fell for\become the most awesome hero ever!\I'm watching you. response:	You're watching me.
context: my hero,\greet the future with a smile, then yes.\Yeah, just watch.\You get a front row seat...\To see the man you fell for\become the most awesome hero ever!\I'm watching you.\You're watching me. response:	So I won't look downward.
context: greet the future with a smile, then yes.\Yeah, just watch.\You get a front row seat...\To see the man you fell for\become the most awesome hero ever!\I'm watching you.\You're watching me.\So I won't look downward. response:	Natsuki Subaru's story will begin right here, from zero.
context: Yeah, just watch.\You get a front row seat...\To see the man you fell for\become the most awesome hero ever!\I'm watching you.\You're watching me.\So I won't look downward.\Natsuki Subaru's story will begin right here, from zero. response:	My life in another world starts here, from zero!
context: You get a front row seat...\To see the man you fell for\become the most awesome hero ever!\I'm watching you.\You're watching me.\So I won't look downward.\Natsuki Subaru's story will begin right here, from zero.\My life in another world starts here, from zero! response:	From Ze ro
