context: Is everything my fault? response:	Then what should I have done?
context: Uh, Um...\Fluff\Rei, get your phone, wallet, and keys.\You can stay in your pajamas, but put a coat on.\Why? Where are we going?\Where, you ask?\Gleam\To the doctor, of course! response:	And if you have the flu, you'll be quarantined and taken care of here,
context: Fluff\Rei, get your phone, wallet, and keys.\You can stay in your pajamas, but put a coat on.\Why? Where are we going?\Where, you ask?\Gleam\To the doctor, of course!\And if you have the flu, you'll be quarantined and taken care of here, response:	If it's just a cold...
context: Rei, get your phone, wallet, and keys.\You can stay in your pajamas, but put a coat on.\Why? Where are we going?\Where, you ask?\Gleam\To the doctor, of course!\And if you have the flu, you'll be quarantined and taken care of here,\If it's just a cold... response:	Let's have some tea and then you can go lie down.
context: You can stay in your pajamas, but put a coat on.\Why? Where are we going?\Where, you ask?\Gleam\To the doctor, of course!\And if you have the flu, you'll be quarantined and taken care of here,\If it's just a cold...\Let's have some tea and then you can go lie down. response:	Internal Medicine
context: Why? Where are we going?\Where, you ask?\Gleam\To the doctor, of course!\And if you have the flu, you'll be quarantined and taken care of here,\If it's just a cold...\Let's have some tea and then you can go lie down.\Internal Medicine response:	But first...
context: Where, you ask?\Gleam\To the doctor, of course!\And if you have the flu, you'll be quarantined and taken care of here,\If it's just a cold...\Let's have some tea and then you can go lie down.\Internal Medicine\But first... response:	But, I'm living on my own now. So I think it's okay.
context: Gleam\To the doctor, of course!\And if you have the flu, you'll be quarantined and taken care of here,\If it's just a cold...\Let's have some tea and then you can go lie down.\Internal Medicine\But first...\But, I'm living on my own now. So I think it's okay. response:	Hmm!
context: To the doctor, of course!\And if you have the flu, you'll be quarantined and taken care of here,\If it's just a cold...\Let's have some tea and then you can go lie down.\Internal Medicine\But first...\But, I'm living on my own now. So I think it's okay.\Hmm! response:	On your own, huh?
context: And if you have the flu, you'll be quarantined and taken care of here,\If it's just a cold...\Let's have some tea and then you can go lie down.\Internal Medicine\But first...\But, I'm living on my own now. So I think it's okay.\Hmm!\On your own, huh? response:	Let me see your phone, please.
context: If it's just a cold...\Let's have some tea and then you can go lie down.\Internal Medicine\But first...\But, I'm living on my own now. So I think it's okay.\Hmm!\On your own, huh?\Let me see your phone, please. response:	Charging
context: Let's have some tea and then you can go lie down.\Internal Medicine\But first...\But, I'm living on my own now. So I think it's okay.\Hmm!\On your own, huh?\Let me see your phone, please.\Charging response:	Call Log Kouda Dad Missed Call Kouda Dad Missed Call Kouda Dad Missed Call Kawamoto Missed Call Kouda Dad Missed Call Kouda Dad Missed Call
context: Internal Medicine\But first...\But, I'm living on my own now. So I think it's okay.\Hmm!\On your own, huh?\Let me see your phone, please.\Charging\Call Log Kouda Dad Missed Call Kouda Dad Missed Call Kouda Dad Missed Call Kawamoto Missed Call Kouda Dad Missed Call Kouda Dad Missed Call response:	You don't say I'm on my own when you have people worried about you so much.
context: But first...\But, I'm living on my own now. So I think it's okay.\Hmm!\On your own, huh?\Let me see your phone, please.\Charging\Call Log Kouda Dad Missed Call Kouda Dad Missed Call Kouda Dad Missed Call Kawamoto Missed Call Kouda Dad Missed Call Kouda Dad Missed Call\You don't say I'm on my own when you have people worried about you so much. response:	Right?
context: But, I'm living on my own now. So I think it's okay.\Hmm!\On your own, huh?\Let me see your phone, please.\Charging\Call Log Kouda Dad Missed Call Kouda Dad Missed Call Kouda Dad Missed Call Kawamoto Missed Call Kouda Dad Missed Call Kouda Dad Missed Call\You don't say I'm on my own when you have people worried about you so much.\Right? response:	Yes.
context: Hmm!\On your own, huh?\Let me see your phone, please.\Charging\Call Log Kouda Dad Missed Call Kouda Dad Missed Call Kouda Dad Missed Call Kawamoto Missed Call Kouda Dad Missed Call Kouda Dad Missed Call\You don't say I'm on my own when you have people worried about you so much.\Right?\Yes. response:	Hello? Um...
context: On your own, huh?\Let me see your phone, please.\Charging\Call Log Kouda Dad Missed Call Kouda Dad Missed Call Kouda Dad Missed Call Kawamoto Missed Call Kouda Dad Missed Call Kouda Dad Missed Call\You don't say I'm on my own when you have people worried about you so much.\Right?\Yes.\Hello? Um... response:	Dad. It's Rei.
context: Let me see your phone, please.\Charging\Call Log Kouda Dad Missed Call Kouda Dad Missed Call Kouda Dad Missed Call Kawamoto Missed Call Kouda Dad Missed Call Kouda Dad Missed Call\You don't say I'm on my own when you have people worried about you so much.\Right?\Yes.\Hello? Um...\Dad. It's Rei. response:	Rei? It's really you?
context: Charging\Call Log Kouda Dad Missed Call Kouda Dad Missed Call Kouda Dad Missed Call Kawamoto Missed Call Kouda Dad Missed Call Kouda Dad Missed Call\You don't say I'm on my own when you have people worried about you so much.\Right?\Yes.\Hello? Um...\Dad. It's Rei.\Rei? It's really you? response:	Are you all right?
context: Call Log Kouda Dad Missed Call Kouda Dad Missed Call Kouda Dad Missed Call Kawamoto Missed Call Kouda Dad Missed Call Kouda Dad Missed Call\You don't say I'm on my own when you have people worried about you so much.\Right?\Yes.\Hello? Um...\Dad. It's Rei.\Rei? It's really you?\Are you all right? response:	You weren't picking up your phone, so I was about to go over there.
context: You don't say I'm on my own when you have people worried about you so much.\Right?\Yes.\Hello? Um...\Dad. It's Rei.\Rei? It's really you?\Are you all right?\You weren't picking up your phone, so I was about to go over there. response:	Are you sure you're okay?
context: Right?\Yes.\Hello? Um...\Dad. It's Rei.\Rei? It's really you?\Are you all right?\You weren't picking up your phone, so I was about to go over there.\Are you sure you're okay? response:	The moment I heard my father's voice on the phone,
context: Yes.\Hello? Um...\Dad. It's Rei.\Rei? It's really you?\Are you all right?\You weren't picking up your phone, so I was about to go over there.\Are you sure you're okay?\The moment I heard my father's voice on the phone, response:	I realized how thoughtless I had been.
context: Hello? Um...\Dad. It's Rei.\Rei? It's really you?\Are you all right?\You weren't picking up your phone, so I was about to go over there.\Are you sure you're okay?\The moment I heard my father's voice on the phone,\I realized how thoughtless I had been. response:	From his voice, I could tell that he was really worried about me.
context: Dad. It's Rei.\Rei? It's really you?\Are you all right?\You weren't picking up your phone, so I was about to go over there.\Are you sure you're okay?\The moment I heard my father's voice on the phone,\I realized how thoughtless I had been.\From his voice, I could tell that he was really worried about me. response:	I'm an idiot.
context: Rei? It's really you?\Are you all right?\You weren't picking up your phone, so I was about to go over there.\Are you sure you're okay?\The moment I heard my father's voice on the phone,\I realized how thoughtless I had been.\From his voice, I could tell that he was really worried about me.\I'm an idiot. response:	My thoughts kept spinning around in my head,
context: Are you all right?\You weren't picking up your phone, so I was about to go over there.\Are you sure you're okay?\The moment I heard my father's voice on the phone,\I realized how thoughtless I had been.\From his voice, I could tell that he was really worried about me.\I'm an idiot.\My thoughts kept spinning around in my head, response:	but in the end, I had just been thinking about myself.
context: You weren't picking up your phone, so I was about to go over there.\Are you sure you're okay?\The moment I heard my father's voice on the phone,\I realized how thoughtless I had been.\From his voice, I could tell that he was really worried about me.\I'm an idiot.\My thoughts kept spinning around in my head,\but in the end, I had just been thinking about myself. response:	Can you get up? Let's eat something and take some medicine again.
context: Are you sure you're okay?\The moment I heard my father's voice on the phone,\I realized how thoughtless I had been.\From his voice, I could tell that he was really worried about me.\I'm an idiot.\My thoughts kept spinning around in my head,\but in the end, I had just been thinking about myself.\Can you get up? Let's eat something and take some medicine again. response:	I knew this would happen.
context: The moment I heard my father's voice on the phone,\I realized how thoughtless I had been.\From his voice, I could tell that he was really worried about me.\I'm an idiot.\My thoughts kept spinning around in my head,\but in the end, I had just been thinking about myself.\Can you get up? Let's eat something and take some medicine again.\I knew this would happen. response:	It used to be even worse.
context: I realized how thoughtless I had been.\From his voice, I could tell that he was really worried about me.\I'm an idiot.\My thoughts kept spinning around in my head,\but in the end, I had just been thinking about myself.\Can you get up? Let's eat something and take some medicine again.\I knew this would happen.\It used to be even worse. response:	ZZZ
context: From his voice, I could tell that he was really worried about me.\I'm an idiot.\My thoughts kept spinning around in my head,\but in the end, I had just been thinking about myself.\Can you get up? Let's eat something and take some medicine again.\I knew this would happen.\It used to be even worse.\ZZZ response:	We had three more people then, so it was pretty packed.
context: I'm an idiot.\My thoughts kept spinning around in my head,\but in the end, I had just been thinking about myself.\Can you get up? Let's eat something and take some medicine again.\I knew this would happen.\It used to be even worse.\ZZZ\We had three more people then, so it was pretty packed. response:	Snore Snore
context: My thoughts kept spinning around in my head,\but in the end, I had just been thinking about myself.\Can you get up? Let's eat something and take some medicine again.\I knew this would happen.\It used to be even worse.\ZZZ\We had three more people then, so it was pretty packed.\Snore Snore response:	Honestly, it's like we were running out of oxygen.
context: but in the end, I had just been thinking about myself.\Can you get up? Let's eat something and take some medicine again.\I knew this would happen.\It used to be even worse.\ZZZ\We had three more people then, so it was pretty packed.\Snore Snore\Honestly, it's like we were running out of oxygen. response:	Three people...
context: Can you get up? Let's eat something and take some medicine again.\I knew this would happen.\It used to be even worse.\ZZZ\We had three more people then, so it was pretty packed.\Snore Snore\Honestly, it's like we were running out of oxygen.\Three people... response:	Oh, that's right.
context: I knew this would happen.\It used to be even worse.\ZZZ\We had three more people then, so it was pretty packed.\Snore Snore\Honestly, it's like we were running out of oxygen.\Three people...\Oh, that's right. response:	Their father.
context: It used to be even worse.\ZZZ\We had three more people then, so it was pretty packed.\Snore Snore\Honestly, it's like we were running out of oxygen.\Three people...\Oh, that's right.\Their father. response:	There must be a reason.
context: ZZZ\We had three more people then, so it was pretty packed.\Snore Snore\Honestly, it's like we were running out of oxygen.\Three people...\Oh, that's right.\Their father.\There must be a reason. response:	Nobody in this house talks about their father.
context: We had three more people then, so it was pretty packed.\Snore Snore\Honestly, it's like we were running out of oxygen.\Three people...\Oh, that's right.\Their father.\There must be a reason.\Nobody in this house talks about their father. response:	Um...
context: Snore Snore\Honestly, it's like we were running out of oxygen.\Three people...\Oh, that's right.\Their father.\There must be a reason.\Nobody in this house talks about their father.\Um... response:	You really are a lifesaver.
context: Honestly, it's like we were running out of oxygen.\Three people...\Oh, that's right.\Their father.\There must be a reason.\Nobody in this house talks about their father.\Um...\You really are a lifesaver. response:	Thank you.
context: Three people...\Oh, that's right.\Their father.\There must be a reason.\Nobody in this house talks about their father.\Um...\You really are a lifesaver.\Thank you. response:	On an important day like New Year's Eve, even though I'm not part of your family,
context: Oh, that's right.\Their father.\There must be a reason.\Nobody in this house talks about their father.\Um...\You really are a lifesaver.\Thank you.\On an important day like New Year's Eve, even though I'm not part of your family, response:	you brought me here and took care of me.
context: Their father.\There must be a reason.\Nobody in this house talks about their father.\Um...\You really are a lifesaver.\Thank you.\On an important day like New Year's Eve, even though I'm not part of your family,\you brought me here and took care of me. response:	You've got it wrong. I wanted you to come.
context: There must be a reason.\Nobody in this house talks about their father.\Um...\You really are a lifesaver.\Thank you.\On an important day like New Year's Eve, even though I'm not part of your family,\you brought me here and took care of me.\You've got it wrong. I wanted you to come. response:	H-Hey, Kiriyama. Why are you the one crying?
context: Nobody in this house talks about their father.\Um...\You really are a lifesaver.\Thank you.\On an important day like New Year's Eve, even though I'm not part of your family,\you brought me here and took care of me.\You've got it wrong. I wanted you to come.\H-Hey, Kiriyama. Why are you the one crying? response:	Oh no. Me too!
context: Um...\You really are a lifesaver.\Thank you.\On an important day like New Year's Eve, even though I'm not part of your family,\you brought me here and took care of me.\You've got it wrong. I wanted you to come.\H-Hey, Kiriyama. Why are you the one crying?\Oh no. Me too! response:	Why do I feel so at peace when I'm here?
context: You really are a lifesaver.\Thank you.\On an important day like New Year's Eve, even though I'm not part of your family,\you brought me here and took care of me.\You've got it wrong. I wanted you to come.\H-Hey, Kiriyama. Why are you the one crying?\Oh no. Me too!\Why do I feel so at peace when I'm here? response:	This old house...
context: Thank you.\On an important day like New Year's Eve, even though I'm not part of your family,\you brought me here and took care of me.\You've got it wrong. I wanted you to come.\H-Hey, Kiriyama. Why are you the one crying?\Oh no. Me too!\Why do I feel so at peace when I'm here?\This old house... response:	had time, everyone, everything, even me,
context: On an important day like New Year's Eve, even though I'm not part of your family,\you brought me here and took care of me.\You've got it wrong. I wanted you to come.\H-Hey, Kiriyama. Why are you the one crying?\Oh no. Me too!\Why do I feel so at peace when I'm here?\This old house...\had time, everyone, everything, even me, response:	all gently embraced together, and then dozed away.
context: you brought me here and took care of me.\You've got it wrong. I wanted you to come.\H-Hey, Kiriyama. Why are you the one crying?\Oh no. Me too!\Why do I feel so at peace when I'm here?\This old house...\had time, everyone, everything, even me,\all gently embraced together, and then dozed away. response:	And then, another day starts.
context: You've got it wrong. I wanted you to come.\H-Hey, Kiriyama. Why are you the one crying?\Oh no. Me too!\Why do I feel so at peace when I'm here?\This old house...\had time, everyone, everything, even me,\all gently embraced together, and then dozed away.\And then, another day starts. response:	A battle will begin.
context: H-Hey, Kiriyama. Why are you the one crying?\Oh no. Me too!\Why do I feel so at peace when I'm here?\This old house...\had time, everyone, everything, even me,\all gently embraced together, and then dozed away.\And then, another day starts.\A battle will begin. response:	There was a part of me that couldn't wait for that to happen.
context: Oh no. Me too!\Why do I feel so at peace when I'm here?\This old house...\had time, everyone, everything, even me,\all gently embraced together, and then dozed away.\And then, another day starts.\A battle will begin.\There was a part of me that couldn't wait for that to happen. response:	Next Episode Preview
context: Why do I feel so at peace when I'm here?\This old house...\had time, everyone, everything, even me,\all gently embraced together, and then dozed away.\And then, another day starts.\A battle will begin.\There was a part of me that couldn't wait for that to happen.\Next Episode Preview response:	Episode 12
context: This old house...\had time, everyone, everything, even me,\all gently embraced together, and then dozed away.\And then, another day starts.\A battle will begin.\There was a part of me that couldn't wait for that to happen.\Next Episode Preview\Episode 12 response:	Kotatsu's are scary, huh?
context: had time, everyone, everything, even me,\all gently embraced together, and then dozed away.\And then, another day starts.\A battle will begin.\There was a part of me that couldn't wait for that to happen.\Next Episode Preview\Episode 12\Kotatsu's are scary, huh? response:	If I win two, that's 1.2 million yen!
context: all gently embraced together, and then dozed away.\And then, another day starts.\A battle will begin.\There was a part of me that couldn't wait for that to happen.\Next Episode Preview\Episode 12\Kotatsu's are scary, huh?\If I win two, that's 1.2 million yen! response:	I need to get back on track, and connect that with next year.
context: And then, another day starts.\A battle will begin.\There was a part of me that couldn't wait for that to happen.\Next Episode Preview\Episode 12\Kotatsu's are scary, huh?\If I win two, that's 1.2 million yen!\I need to get back on track, and connect that with next year. response:	It's about that stalker woman, but...
context: A battle will begin.\There was a part of me that couldn't wait for that to happen.\Next Episode Preview\Episode 12\Kotatsu's are scary, huh?\If I win two, that's 1.2 million yen!\I need to get back on track, and connect that with next year.\It's about that stalker woman, but... response:	Just... kidding.
context: There was a part of me that couldn't wait for that to happen.\Next Episode Preview\Episode 12\Kotatsu's are scary, huh?\If I win two, that's 1.2 million yen!\I need to get back on track, and connect that with next year.\It's about that stalker woman, but...\Just... kidding. response:	Ugh! What is this feeling?
