context: Signs response:	Opening
context: kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life response:	You can abandon it, and yet always find it again
context: mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again response:	Now, sleep in peace
context: naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace response:	My pulsing rage
context: ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage response:	defiles the wishes I harbor
context: nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage\defiles the wishes I harbor response:	before I forget them
context: mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage\defiles the wishes I harbor\before I forget them response:	only to remember once more
context: Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage\defiles the wishes I harbor\before I forget them\only to remember once more response:	In this beautiful and cruel world
context: It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage\defiles the wishes I harbor\before I forget them\only to remember once more\In this beautiful and cruel world response:	we keep on asking ourselves
context: You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage\defiles the wishes I harbor\before I forget them\only to remember once more\In this beautiful and cruel world\we keep on asking ourselves response:	why it was we who survived
context: Now, sleep in peace\My pulsing rage\defiles the wishes I harbor\before I forget them\only to remember once more\In this beautiful and cruel world\we keep on asking ourselves\why it was we who survived response:	What will we protect
context: My pulsing rage\defiles the wishes I harbor\before I forget them\only to remember once more\In this beautiful and cruel world\we keep on asking ourselves\why it was we who survived\What will we protect response:	with our strength and our weakness
context: defiles the wishes I harbor\before I forget them\only to remember once more\In this beautiful and cruel world\we keep on asking ourselves\why it was we who survived\What will we protect\with our strength and our weakness response:	if reason and logic hold true no longer
context: before I forget them\only to remember once more\In this beautiful and cruel world\we keep on asking ourselves\why it was we who survived\What will we protect\with our strength and our weakness\if reason and logic hold true no longer response:	sono yume wa kokoro no ibasho
context: only to remember once more\In this beautiful and cruel world\we keep on asking ourselves\why it was we who survived\What will we protect\with our strength and our weakness\if reason and logic hold true no longer\sono yume wa kokoro no ibasho response:	inochi yori kowareyasuki mono
context: In this beautiful and cruel world\we keep on asking ourselves\why it was we who survived\What will we protect\with our strength and our weakness\if reason and logic hold true no longer\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono response:	nandodemo sutete wa mitsuke
context: we keep on asking ourselves\why it was we who survived\What will we protect\with our strength and our weakness\if reason and logic hold true no longer\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke response:	yasuraka ni saa nemure
context: why it was we who survived\What will we protect\with our strength and our weakness\if reason and logic hold true no longer\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure response:	myakuutsu shoudou ni
context: What will we protect\with our strength and our weakness\if reason and logic hold true no longer\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni response:	negai wa okasare
context: with our strength and our weakness\if reason and logic hold true no longer\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare response:	wasureteshimau hodo
context: if reason and logic hold true no longer\sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo response:	mata omoidasu yo
context: sono yume wa kokoro no ibasho\inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo\mata omoidasu yo response:	kono utsukushiki zankoku na sekai de wa
context: inochi yori kowareyasuki mono\nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa response:	mada ikiteiru koto
context: nandodemo sutete wa mitsuke\yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto response:	naze to tou bakari de
context: yasuraka ni saa nemure\myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de response:	ah bokutachi wa kono tsuyosa yowasa de
context: myakuutsu shoudou ni\negai wa okasare\wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de response:	nani wo mamoru no darou
context: negai wa okasare\wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou response:	mou risei nado nai naraba
context: wasureteshimau hodo\mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba response:	Your dream is where your heart seeks comfort
context: mata omoidasu yo\kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort response:	It is more fragile than your life
context: kono utsukushiki zankoku na sekai de wa\mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life response:	You can abandon it, and yet always find it again
context: mada ikiteiru koto\naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again response:	Now, sleep in peace
context: naze to tou bakari de\ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace response:	My pulsing rage
context: ah bokutachi wa kono tsuyosa yowasa de\nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage response:	defiles the wishes I harbor
context: nani wo mamoru no darou\mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage\defiles the wishes I harbor response:	before I forget them
context: mou risei nado nai naraba\Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage\defiles the wishes I harbor\before I forget them response:	only to remember once more
context: Your dream is where your heart seeks comfort\It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage\defiles the wishes I harbor\before I forget them\only to remember once more response:	In this beautiful and cruel world
context: It is more fragile than your life\You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage\defiles the wishes I harbor\before I forget them\only to remember once more\In this beautiful and cruel world response:	we keep on asking ourselves
context: You can abandon it, and yet always find it again\Now, sleep in peace\My pulsing rage\defiles the wishes I harbor\before I forget them\only to remember once more\In this beautiful and cruel world\we keep on asking ourselves response:	why it was we who survived
context: Now, sleep in peace\My pulsing rage\defiles the wishes I harbor\before I forget them\only to remember once more\In this beautiful and cruel world\we keep on asking ourselves\why it was we who survived response:	What will we protect
context: My pulsing rage\defiles the wishes I harbor\before I forget them\only to remember once more\In this beautiful and cruel world\we keep on asking ourselves\why it was we who survived\What will we protect response:	with our strength and our weakness
context: defiles the wishes I harbor\before I forget them\only to remember once more\In this beautiful and cruel world\we keep on asking ourselves\why it was we who survived\What will we protect\with our strength and our weakness response:	if reason and logic hold true no longer
