context: Psychics response:	Mobgle Search
context: What? You ended up with a spirit photo?\Yes... So we wanted to ask for your help again.\Just throw some salt around. I don't do volunteer work.\We're really sorry! We'll pay!\So what's the job?\We want to go back to that haunted place\and have you make the ghost in this picture disappear!\I mean, I can exorcise that photograph if you'd like. response:	We don't even need to go back to the place.
context: Yes... So we wanted to ask for your help again.\Just throw some salt around. I don't do volunteer work.\We're really sorry! We'll pay!\So what's the job?\We want to go back to that haunted place\and have you make the ghost in this picture disappear!\I mean, I can exorcise that photograph if you'd like.\We don't even need to go back to the place. response:	No way! It's creepy enough knowing that thing exists!
context: Just throw some salt around. I don't do volunteer work.\We're really sorry! We'll pay!\So what's the job?\We want to go back to that haunted place\and have you make the ghost in this picture disappear!\I mean, I can exorcise that photograph if you'd like.\We don't even need to go back to the place.\No way! It's creepy enough knowing that thing exists! response:	Please get rid of it!
context: We're really sorry! We'll pay!\So what's the job?\We want to go back to that haunted place\and have you make the ghost in this picture disappear!\I mean, I can exorcise that photograph if you'd like.\We don't even need to go back to the place.\No way! It's creepy enough knowing that thing exists!\Please get rid of it! response:	So an exorcism request. Very well.
context: So what's the job?\We want to go back to that haunted place\and have you make the ghost in this picture disappear!\I mean, I can exorcise that photograph if you'd like.\We don't even need to go back to the place.\No way! It's creepy enough knowing that thing exists!\Please get rid of it!\So an exorcism request. Very well. response:	Let me explain the various options.
context: We want to go back to that haunted place\and have you make the ghost in this picture disappear!\I mean, I can exorcise that photograph if you'd like.\We don't even need to go back to the place.\No way! It's creepy enough knowing that thing exists!\Please get rid of it!\So an exorcism request. Very well.\Let me explain the various options. response:	We'll take the most expensive one!
context: and have you make the ghost in this picture disappear!\I mean, I can exorcise that photograph if you'd like.\We don't even need to go back to the place.\No way! It's creepy enough knowing that thing exists!\Please get rid of it!\So an exorcism request. Very well.\Let me explain the various options.\We'll take the most expensive one! response:	Looks like you got dragged out again.
context: I mean, I can exorcise that photograph if you'd like.\We don't even need to go back to the place.\No way! It's creepy enough knowing that thing exists!\Please get rid of it!\So an exorcism request. Very well.\Let me explain the various options.\We'll take the most expensive one!\Looks like you got dragged out again. response:	And your Sunday got ruined yesterday.
context: We don't even need to go back to the place.\No way! It's creepy enough knowing that thing exists!\Please get rid of it!\So an exorcism request. Very well.\Let me explain the various options.\We'll take the most expensive one!\Looks like you got dragged out again.\And your Sunday got ruined yesterday. response:	You can get pissed off about this, y'know?
context: No way! It's creepy enough knowing that thing exists!\Please get rid of it!\So an exorcism request. Very well.\Let me explain the various options.\We'll take the most expensive one!\Looks like you got dragged out again.\And your Sunday got ruined yesterday.\You can get pissed off about this, y'know? response:	Please wrap this up as soon as possible.
context: Please get rid of it!\So an exorcism request. Very well.\Let me explain the various options.\We'll take the most expensive one!\Looks like you got dragged out again.\And your Sunday got ruined yesterday.\You can get pissed off about this, y'know?\Please wrap this up as soon as possible. response:	There're three of them.
context: So an exorcism request. Very well.\Let me explain the various options.\We'll take the most expensive one!\Looks like you got dragged out again.\And your Sunday got ruined yesterday.\You can get pissed off about this, y'know?\Please wrap this up as soon as possible.\There're three of them. response:	They don't seem to be evil spirits, though.
context: Let me explain the various options.\We'll take the most expensive one!\Looks like you got dragged out again.\And your Sunday got ruined yesterday.\You can get pissed off about this, y'know?\Please wrap this up as soon as possible.\There're three of them.\They don't seem to be evil spirits, though. response:	We'll just have to take care of them. They're scaring our clients.
context: We'll take the most expensive one!\Looks like you got dragged out again.\And your Sunday got ruined yesterday.\You can get pissed off about this, y'know?\Please wrap this up as soon as possible.\There're three of them.\They don't seem to be evil spirits, though.\We'll just have to take care of them. They're scaring our clients. response:	Go ahead and exorcise them.
context: Looks like you got dragged out again.\And your Sunday got ruined yesterday.\You can get pissed off about this, y'know?\Please wrap this up as soon as possible.\There're three of them.\They don't seem to be evil spirits, though.\We'll just have to take care of them. They're scaring our clients.\Go ahead and exorcise them. response:	Please don't.
context: And your Sunday got ruined yesterday.\You can get pissed off about this, y'know?\Please wrap this up as soon as possible.\There're three of them.\They don't seem to be evil spirits, though.\We'll just have to take care of them. They're scaring our clients.\Go ahead and exorcise them.\Please don't. response:	The three of us are family.
context: You can get pissed off about this, y'know?\Please wrap this up as soon as possible.\There're three of them.\They don't seem to be evil spirits, though.\We'll just have to take care of them. They're scaring our clients.\Go ahead and exorcise them.\Please don't.\The three of us are family. response:	We died in an accident and lost our chance at a good life.
context: Please wrap this up as soon as possible.\There're three of them.\They don't seem to be evil spirits, though.\We'll just have to take care of them. They're scaring our clients.\Go ahead and exorcise them.\Please don't.\The three of us are family.\We died in an accident and lost our chance at a good life. response:	But now that we're ghosts, we've been living here peacefully.
context: There're three of them.\They don't seem to be evil spirits, though.\We'll just have to take care of them. They're scaring our clients.\Go ahead and exorcise them.\Please don't.\The three of us are family.\We died in an accident and lost our chance at a good life.\But now that we're ghosts, we've been living here peacefully. response:	We haven't done anything wrong.
context: They don't seem to be evil spirits, though.\We'll just have to take care of them. They're scaring our clients.\Go ahead and exorcise them.\Please don't.\The three of us are family.\We died in an accident and lost our chance at a good life.\But now that we're ghosts, we've been living here peacefully.\We haven't done anything wrong. response:	I just want... to stay with my family a little bit longer.
context: We'll just have to take care of them. They're scaring our clients.\Go ahead and exorcise them.\Please don't.\The three of us are family.\We died in an accident and lost our chance at a good life.\But now that we're ghosts, we've been living here peacefully.\We haven't done anything wrong.\I just want... to stay with my family a little bit longer. response:	As soon as this desire is fulfilled, we will disappear naturally.
context: Go ahead and exorcise them.\Please don't.\The three of us are family.\We died in an accident and lost our chance at a good life.\But now that we're ghosts, we've been living here peacefully.\We haven't done anything wrong.\I just want... to stay with my family a little bit longer.\As soon as this desire is fulfilled, we will disappear naturally. response:	So I beg of you... Please, let us be.
context: Please don't.\The three of us are family.\We died in an accident and lost our chance at a good life.\But now that we're ghosts, we've been living here peacefully.\We haven't done anything wrong.\I just want... to stay with my family a little bit longer.\As soon as this desire is fulfilled, we will disappear naturally.\So I beg of you... Please, let us be. response:	Did you hear that, Master?
context: The three of us are family.\We died in an accident and lost our chance at a good life.\But now that we're ghosts, we've been living here peacefully.\We haven't done anything wrong.\I just want... to stay with my family a little bit longer.\As soon as this desire is fulfilled, we will disappear naturally.\So I beg of you... Please, let us be.\Did you hear that, Master? response:	Nope, not a thing.
context: We died in an accident and lost our chance at a good life.\But now that we're ghosts, we've been living here peacefully.\We haven't done anything wrong.\I just want... to stay with my family a little bit longer.\As soon as this desire is fulfilled, we will disappear naturally.\So I beg of you... Please, let us be.\Did you hear that, Master?\Nope, not a thing. response:	Their aura must be too weak.
context: But now that we're ghosts, we've been living here peacefully.\We haven't done anything wrong.\I just want... to stay with my family a little bit longer.\As soon as this desire is fulfilled, we will disappear naturally.\So I beg of you... Please, let us be.\Did you hear that, Master?\Nope, not a thing.\Their aura must be too weak. response:	Th-There's no reason to exorcise them.
context: We haven't done anything wrong.\I just want... to stay with my family a little bit longer.\As soon as this desire is fulfilled, we will disappear naturally.\So I beg of you... Please, let us be.\Did you hear that, Master?\Nope, not a thing.\Their aura must be too weak.\Th-There's no reason to exorcise them. response:	They said that they wouldn't do anything bad.
context: I just want... to stay with my family a little bit longer.\As soon as this desire is fulfilled, we will disappear naturally.\So I beg of you... Please, let us be.\Did you hear that, Master?\Nope, not a thing.\Their aura must be too weak.\Th-There's no reason to exorcise them.\They said that they wouldn't do anything bad. response:	They're a family.
context: As soon as this desire is fulfilled, we will disappear naturally.\So I beg of you... Please, let us be.\Did you hear that, Master?\Nope, not a thing.\Their aura must be too weak.\Th-There's no reason to exorcise them.\They said that they wouldn't do anything bad.\They're a family. response:	Hello?!
context: So I beg of you... Please, let us be.\Did you hear that, Master?\Nope, not a thing.\Their aura must be too weak.\Th-There's no reason to exorcise them.\They said that they wouldn't do anything bad.\They're a family.\Hello?! response:	We called you here because we need you to exorcise them!
context: Did you hear that, Master?\Nope, not a thing.\Their aura must be too weak.\Th-There's no reason to exorcise them.\They said that they wouldn't do anything bad.\They're a family.\Hello?!\We called you here because we need you to exorcise them! response:	It's way too creepy knowing they're here!
context: Nope, not a thing.\Their aura must be too weak.\Th-There's no reason to exorcise them.\They said that they wouldn't do anything bad.\They're a family.\Hello?!\We called you here because we need you to exorcise them!\It's way too creepy knowing they're here! response:	Who cares if they do anything bad or not?
context: Their aura must be too weak.\Th-There's no reason to exorcise them.\They said that they wouldn't do anything bad.\They're a family.\Hello?!\We called you here because we need you to exorcise them!\It's way too creepy knowing they're here!\Who cares if they do anything bad or not? response:	Not to mention, we said we'd pay you!
context: Th-There's no reason to exorcise them.\They said that they wouldn't do anything bad.\They're a family.\Hello?!\We called you here because we need you to exorcise them!\It's way too creepy knowing they're here!\Who cares if they do anything bad or not?\Not to mention, we said we'd pay you! response:	Hurry up and exorcise them already!
context: They said that they wouldn't do anything bad.\They're a family.\Hello?!\We called you here because we need you to exorcise them!\It's way too creepy knowing they're here!\Who cares if they do anything bad or not?\Not to mention, we said we'd pay you!\Hurry up and exorcise them already! response:	I'm getting goosebumps just standing here!
context: They're a family.\Hello?!\We called you here because we need you to exorcise them!\It's way too creepy knowing they're here!\Who cares if they do anything bad or not?\Not to mention, we said we'd pay you!\Hurry up and exorcise them already!\I'm getting goosebumps just standing here! response:	It's so creepy, I feel like I'm going to throw up.
context: Hello?!\We called you here because we need you to exorcise them!\It's way too creepy knowing they're here!\Who cares if they do anything bad or not?\Not to mention, we said we'd pay you!\Hurry up and exorcise them already!\I'm getting goosebumps just standing here!\It's so creepy, I feel like I'm going to throw up. response:	What's the matter, Mob?
context: We called you here because we need you to exorcise them!\It's way too creepy knowing they're here!\Who cares if they do anything bad or not?\Not to mention, we said we'd pay you!\Hurry up and exorcise them already!\I'm getting goosebumps just standing here!\It's so creepy, I feel like I'm going to throw up.\What's the matter, Mob? response:	You've gotten rid of plenty of evil spirits before.
context: It's way too creepy knowing they're here!\Who cares if they do anything bad or not?\Not to mention, we said we'd pay you!\Hurry up and exorcise them already!\I'm getting goosebumps just standing here!\It's so creepy, I feel like I'm going to throw up.\What's the matter, Mob?\You've gotten rid of plenty of evil spirits before. response:	These people just want to live in peace.
context: Who cares if they do anything bad or not?\Not to mention, we said we'd pay you!\Hurry up and exorcise them already!\I'm getting goosebumps just standing here!\It's so creepy, I feel like I'm going to throw up.\What's the matter, Mob?\You've gotten rid of plenty of evil spirits before.\These people just want to live in peace. response:	I can't... I don't want to destroy that.
context: Not to mention, we said we'd pay you!\Hurry up and exorcise them already!\I'm getting goosebumps just standing here!\It's so creepy, I feel like I'm going to throw up.\What's the matter, Mob?\You've gotten rid of plenty of evil spirits before.\These people just want to live in peace.\I can't... I don't want to destroy that. response:	Just hurry up and do it already! No one cares how you feel!
context: Hurry up and exorcise them already!\I'm getting goosebumps just standing here!\It's so creepy, I feel like I'm going to throw up.\What's the matter, Mob?\You've gotten rid of plenty of evil spirits before.\These people just want to live in peace.\I can't... I don't want to destroy that.\Just hurry up and do it already! No one cares how you feel! response:	Sir, we asked for your help because we really needed it.
context: I'm getting goosebumps just standing here!\It's so creepy, I feel like I'm going to throw up.\What's the matter, Mob?\You've gotten rid of plenty of evil spirits before.\These people just want to live in peace.\I can't... I don't want to destroy that.\Just hurry up and do it already! No one cares how you feel!\Sir, we asked for your help because we really needed it. response:	Our customers always take top priority.
context: It's so creepy, I feel like I'm going to throw up.\What's the matter, Mob?\You've gotten rid of plenty of evil spirits before.\These people just want to live in peace.\I can't... I don't want to destroy that.\Just hurry up and do it already! No one cares how you feel!\Sir, we asked for your help because we really needed it.\Our customers always take top priority. response:	However, if spirits deserve as much respect as the living,
context: What's the matter, Mob?\You've gotten rid of plenty of evil spirits before.\These people just want to live in peace.\I can't... I don't want to destroy that.\Just hurry up and do it already! No one cares how you feel!\Sir, we asked for your help because we really needed it.\Our customers always take top priority.\However, if spirits deserve as much respect as the living, response:	and the three here are truly just a family living peacefully...
context: You've gotten rid of plenty of evil spirits before.\These people just want to live in peace.\I can't... I don't want to destroy that.\Just hurry up and do it already! No one cares how you feel!\Sir, we asked for your help because we really needed it.\Our customers always take top priority.\However, if spirits deserve as much respect as the living,\and the three here are truly just a family living peacefully... response:	Then I can't make Mob do something as heinous as barging in and dispatching them.
context: These people just want to live in peace.\I can't... I don't want to destroy that.\Just hurry up and do it already! No one cares how you feel!\Sir, we asked for your help because we really needed it.\Our customers always take top priority.\However, if spirits deserve as much respect as the living,\and the three here are truly just a family living peacefully...\Then I can't make Mob do something as heinous as barging in and dispatching them. response:	But our clients' fear is real, too.
context: I can't... I don't want to destroy that.\Just hurry up and do it already! No one cares how you feel!\Sir, we asked for your help because we really needed it.\Our customers always take top priority.\However, if spirits deserve as much respect as the living,\and the three here are truly just a family living peacefully...\Then I can't make Mob do something as heinous as barging in and dispatching them.\But our clients' fear is real, too. response:	What should I do?
context: Just hurry up and do it already! No one cares how you feel!\Sir, we asked for your help because we really needed it.\Our customers always take top priority.\However, if spirits deserve as much respect as the living,\and the three here are truly just a family living peacefully...\Then I can't make Mob do something as heinous as barging in and dispatching them.\But our clients' fear is real, too.\What should I do? response:	As a professional, can I really put the ghosts above the clients?
context: Sir, we asked for your help because we really needed it.\Our customers always take top priority.\However, if spirits deserve as much respect as the living,\and the three here are truly just a family living peacefully...\Then I can't make Mob do something as heinous as barging in and dispatching them.\But our clients' fear is real, too.\What should I do?\As a professional, can I really put the ghosts above the clients? response:	Hey, man of the house.
context: Our customers always take top priority.\However, if spirits deserve as much respect as the living,\and the three here are truly just a family living peacefully...\Then I can't make Mob do something as heinous as barging in and dispatching them.\But our clients' fear is real, too.\What should I do?\As a professional, can I really put the ghosts above the clients?\Hey, man of the house. response:	I bet you've got plenty of pent-up spiritual power.
context: However, if spirits deserve as much respect as the living,\and the three here are truly just a family living peacefully...\Then I can't make Mob do something as heinous as barging in and dispatching them.\But our clients' fear is real, too.\What should I do?\As a professional, can I really put the ghosts above the clients?\Hey, man of the house.\I bet you've got plenty of pent-up spiritual power. response:	Dimple?
context: and the three here are truly just a family living peacefully...\Then I can't make Mob do something as heinous as barging in and dispatching them.\But our clients' fear is real, too.\What should I do?\As a professional, can I really put the ghosts above the clients?\Hey, man of the house.\I bet you've got plenty of pent-up spiritual power.\Dimple? response:	You gained that strength to protect your family, right?
context: Then I can't make Mob do something as heinous as barging in and dispatching them.\But our clients' fear is real, too.\What should I do?\As a professional, can I really put the ghosts above the clients?\Hey, man of the house.\I bet you've got plenty of pent-up spiritual power.\Dimple?\You gained that strength to protect your family, right? response:	In that case...
context: But our clients' fear is real, too.\What should I do?\As a professional, can I really put the ghosts above the clients?\Hey, man of the house.\I bet you've got plenty of pent-up spiritual power.\Dimple?\You gained that strength to protect your family, right?\In that case... response:	Why not kill those three right now?
context: What should I do?\As a professional, can I really put the ghosts above the clients?\Hey, man of the house.\I bet you've got plenty of pent-up spiritual power.\Dimple?\You gained that strength to protect your family, right?\In that case...\Why not kill those three right now? response:	They won't have to exorcise you if the clients are dead.
context: As a professional, can I really put the ghosts above the clients?\Hey, man of the house.\I bet you've got plenty of pent-up spiritual power.\Dimple?\You gained that strength to protect your family, right?\In that case...\Why not kill those three right now?\They won't have to exorcise you if the clients are dead. response:	You want to live peacefully with your family, right?
context: Hey, man of the house.\I bet you've got plenty of pent-up spiritual power.\Dimple?\You gained that strength to protect your family, right?\In that case...\Why not kill those three right now?\They won't have to exorcise you if the clients are dead.\You want to live peacefully with your family, right? response:	Go on. What other choice do you have?
context: I bet you've got plenty of pent-up spiritual power.\Dimple?\You gained that strength to protect your family, right?\In that case...\Why not kill those three right now?\They won't have to exorcise you if the clients are dead.\You want to live peacefully with your family, right?\Go on. What other choice do you have? response:	Darling...
context: Dimple?\You gained that strength to protect your family, right?\In that case...\Why not kill those three right now?\They won't have to exorcise you if the clients are dead.\You want to live peacefully with your family, right?\Go on. What other choice do you have?\Darling... response:	Daddy...
context: You gained that strength to protect your family, right?\In that case...\Why not kill those three right now?\They won't have to exorcise you if the clients are dead.\You want to live peacefully with your family, right?\Go on. What other choice do you have?\Darling...\Daddy... response:	I beg of you... Please let us be.
context: In that case...\Why not kill those three right now?\They won't have to exorcise you if the clients are dead.\You want to live peacefully with your family, right?\Go on. What other choice do you have?\Darling...\Daddy...\I beg of you... Please let us be. response:	I cannot do something so horrific,
context: Why not kill those three right now?\They won't have to exorcise you if the clients are dead.\You want to live peacefully with your family, right?\Go on. What other choice do you have?\Darling...\Daddy...\I beg of you... Please let us be.\I cannot do something so horrific, response:	especially in front of my child...
context: They won't have to exorcise you if the clients are dead.\You want to live peacefully with your family, right?\Go on. What other choice do you have?\Darling...\Daddy...\I beg of you... Please let us be.\I cannot do something so horrific,\especially in front of my child... response:	I see. Well, what're you gonna do, then?
context: You want to live peacefully with your family, right?\Go on. What other choice do you have?\Darling...\Daddy...\I beg of you... Please let us be.\I cannot do something so horrific,\especially in front of my child...\I see. Well, what're you gonna do, then? response:	But we have nowhere left to run.
context: Go on. What other choice do you have?\Darling...\Daddy...\I beg of you... Please let us be.\I cannot do something so horrific,\especially in front of my child...\I see. Well, what're you gonna do, then?\But we have nowhere left to run. response:	If you must go through with it, we'll just have to accept it.
context: Darling...\Daddy...\I beg of you... Please let us be.\I cannot do something so horrific,\especially in front of my child...\I see. Well, what're you gonna do, then?\But we have nowhere left to run.\If you must go through with it, we'll just have to accept it. response:	But, please...
context: Daddy...\I beg of you... Please let us be.\I cannot do something so horrific,\especially in front of my child...\I see. Well, what're you gonna do, then?\But we have nowhere left to run.\If you must go through with it, we'll just have to accept it.\But, please... response:	Please, I ask that you let us all go together,
context: I beg of you... Please let us be.\I cannot do something so horrific,\especially in front of my child...\I see. Well, what're you gonna do, then?\But we have nowhere left to run.\If you must go through with it, we'll just have to accept it.\But, please...\Please, I ask that you let us all go together, response:	wherever it may be.
context: I cannot do something so horrific,\especially in front of my child...\I see. Well, what're you gonna do, then?\But we have nowhere left to run.\If you must go through with it, we'll just have to accept it.\But, please...\Please, I ask that you let us all go together,\wherever it may be. response:	Mob, are the spirits still saying something?
context: especially in front of my child...\I see. Well, what're you gonna do, then?\But we have nowhere left to run.\If you must go through with it, we'll just have to accept it.\But, please...\Please, I ask that you let us all go together,\wherever it may be.\Mob, are the spirits still saying something? response:	You...
context: I see. Well, what're you gonna do, then?\But we have nowhere left to run.\If you must go through with it, we'll just have to accept it.\But, please...\Please, I ask that you let us all go together,\wherever it may be.\Mob, are the spirits still saying something?\You... response:	Hey... So what's going on?
context: But we have nowhere left to run.\If you must go through with it, we'll just have to accept it.\But, please...\Please, I ask that you let us all go together,\wherever it may be.\Mob, are the spirits still saying something?\You...\Hey... So what's going on? response:	A moment, please.
context: If you must go through with it, we'll just have to accept it.\But, please...\Please, I ask that you let us all go together,\wherever it may be.\Mob, are the spirits still saying something?\You...\Hey... So what's going on?\A moment, please. response:	What's wrong, Mob?
context: But, please...\Please, I ask that you let us all go together,\wherever it may be.\Mob, are the spirits still saying something?\You...\Hey... So what's going on?\A moment, please.\What's wrong, Mob? response:	He's so against exorcising them that it's making him tremble.
context: Please, I ask that you let us all go together,\wherever it may be.\Mob, are the spirits still saying something?\You...\Hey... So what's going on?\A moment, please.\What's wrong, Mob?\He's so against exorcising them that it's making him tremble. response:	That much, huh?
context: wherever it may be.\Mob, are the spirits still saying something?\You...\Hey... So what's going on?\A moment, please.\What's wrong, Mob?\He's so against exorcising them that it's making him tremble.\That much, huh? response:	Okay, got it. Let's skip the exorcism.
context: Mob, are the spirits still saying something?\You...\Hey... So what's going on?\A moment, please.\What's wrong, Mob?\He's so against exorcising them that it's making him tremble.\That much, huh?\Okay, got it. Let's skip the exorcism. response:	It's not like I'm ordering you.
context: You...\Hey... So what's going on?\A moment, please.\What's wrong, Mob?\He's so against exorcising them that it's making him tremble.\That much, huh?\Okay, got it. Let's skip the exorcism.\It's not like I'm ordering you. response:	It's okay to listen to your feelings.
context: Hey... So what's going on?\A moment, please.\What's wrong, Mob?\He's so against exorcising them that it's making him tremble.\That much, huh?\Okay, got it. Let's skip the exorcism.\It's not like I'm ordering you.\It's okay to listen to your feelings. response:	Yup. You don't have to take this so seriously.
context: A moment, please.\What's wrong, Mob?\He's so against exorcising them that it's making him tremble.\That much, huh?\Okay, got it. Let's skip the exorcism.\It's not like I'm ordering you.\It's okay to listen to your feelings.\Yup. You don't have to take this so seriously. response:	You're plenty strong, Shigeo.
context: What's wrong, Mob?\He's so against exorcising them that it's making him tremble.\That much, huh?\Okay, got it. Let's skip the exorcism.\It's not like I'm ordering you.\It's okay to listen to your feelings.\Yup. You don't have to take this so seriously.\You're plenty strong, Shigeo. response:	I don't think you understand...
context: He's so against exorcising them that it's making him tremble.\That much, huh?\Okay, got it. Let's skip the exorcism.\It's not like I'm ordering you.\It's okay to listen to your feelings.\Yup. You don't have to take this so seriously.\You're plenty strong, Shigeo.\I don't think you understand... response:	This must be something that only I understand...
context: That much, huh?\Okay, got it. Let's skip the exorcism.\It's not like I'm ordering you.\It's okay to listen to your feelings.\Yup. You don't have to take this so seriously.\You're plenty strong, Shigeo.\I don't think you understand...\This must be something that only I understand... response:	I mean, there's no way I can go off my feelings alone.
context: Okay, got it. Let's skip the exorcism.\It's not like I'm ordering you.\It's okay to listen to your feelings.\Yup. You don't have to take this so seriously.\You're plenty strong, Shigeo.\I don't think you understand...\This must be something that only I understand...\I mean, there's no way I can go off my feelings alone. response:	I can't take this lightly.
context: It's not like I'm ordering you.\It's okay to listen to your feelings.\Yup. You don't have to take this so seriously.\You're plenty strong, Shigeo.\I don't think you understand...\This must be something that only I understand...\I mean, there's no way I can go off my feelings alone.\I can't take this lightly. response:	If I truly decide to protect this family,
context: It's okay to listen to your feelings.\Yup. You don't have to take this so seriously.\You're plenty strong, Shigeo.\I don't think you understand...\This must be something that only I understand...\I mean, there's no way I can go off my feelings alone.\I can't take this lightly.\If I truly decide to protect this family, response:	that'll mean the clients will have to get hurt instead.
context: Yup. You don't have to take this so seriously.\You're plenty strong, Shigeo.\I don't think you understand...\This must be something that only I understand...\I mean, there's no way I can go off my feelings alone.\I can't take this lightly.\If I truly decide to protect this family,\that'll mean the clients will have to get hurt instead. response:	How long is this gonna take, damn it?!
context: You're plenty strong, Shigeo.\I don't think you understand...\This must be something that only I understand...\I mean, there's no way I can go off my feelings alone.\I can't take this lightly.\If I truly decide to protect this family,\that'll mean the clients will have to get hurt instead.\How long is this gonna take, damn it?! response:	Who cares what the brat
context: I don't think you understand...\This must be something that only I understand...\I mean, there's no way I can go off my feelings alone.\I can't take this lightly.\If I truly decide to protect this family,\that'll mean the clients will have to get hurt instead.\How long is this gonna take, damn it?!\Who cares what the brat response:	Yo, what the hell is this? Salt?!
context: This must be something that only I understand...\I mean, there's no way I can go off my feelings alone.\I can't take this lightly.\If I truly decide to protect this family,\that'll mean the clients will have to get hurt instead.\How long is this gonna take, damn it?!\Who cares what the brat\Yo, what the hell is this? Salt?! response:	This concludes the exorcism.
context: I mean, there's no way I can go off my feelings alone.\I can't take this lightly.\If I truly decide to protect this family,\that'll mean the clients will have to get hurt instead.\How long is this gonna take, damn it?!\Who cares what the brat\Yo, what the hell is this? Salt?!\This concludes the exorcism. response:	What?
context: I can't take this lightly.\If I truly decide to protect this family,\that'll mean the clients will have to get hurt instead.\How long is this gonna take, damn it?!\Who cares what the brat\Yo, what the hell is this? Salt?!\This concludes the exorcism.\What? response:	Wait, seriously?
context: If I truly decide to protect this family,\that'll mean the clients will have to get hurt instead.\How long is this gonna take, damn it?!\Who cares what the brat\Yo, what the hell is this? Salt?!\This concludes the exorcism.\What?\Wait, seriously? response:	That was it?
context: that'll mean the clients will have to get hurt instead.\How long is this gonna take, damn it?!\Who cares what the brat\Yo, what the hell is this? Salt?!\This concludes the exorcism.\What?\Wait, seriously?\That was it? response:	We're done here.
context: How long is this gonna take, damn it?!\Who cares what the brat\Yo, what the hell is this? Salt?!\This concludes the exorcism.\What?\Wait, seriously?\That was it?\We're done here. response:	Uh, okay.
context: Who cares what the brat\Yo, what the hell is this? Salt?!\This concludes the exorcism.\What?\Wait, seriously?\That was it?\We're done here.\Uh, okay. response:	Reigen? What's the matter with you now?
context: Yo, what the hell is this? Salt?!\This concludes the exorcism.\What?\Wait, seriously?\That was it?\We're done here.\Uh, okay.\Reigen? What's the matter with you now? response:	So that's what's going on here... Why didn't I realize it sooner?
context: This concludes the exorcism.\What?\Wait, seriously?\That was it?\We're done here.\Uh, okay.\Reigen? What's the matter with you now?\So that's what's going on here... Why didn't I realize it sooner? response:	He can do so much more than an average person.
context: What?\Wait, seriously?\That was it?\We're done here.\Uh, okay.\Reigen? What's the matter with you now?\So that's what's going on here... Why didn't I realize it sooner?\He can do so much more than an average person. response:	The world he can see is far bigger than ours.
context: Wait, seriously?\That was it?\We're done here.\Uh, okay.\Reigen? What's the matter with you now?\So that's what's going on here... Why didn't I realize it sooner?\He can do so much more than an average person.\The world he can see is far bigger than ours. response:	Curses and spirits are a part of Mob's daily life.
context: That was it?\We're done here.\Uh, okay.\Reigen? What's the matter with you now?\So that's what's going on here... Why didn't I realize it sooner?\He can do so much more than an average person.\The world he can see is far bigger than ours.\Curses and spirits are a part of Mob's daily life. response:	Both the human and the inhuman are equally close to him.
context: We're done here.\Uh, okay.\Reigen? What's the matter with you now?\So that's what's going on here... Why didn't I realize it sooner?\He can do so much more than an average person.\The world he can see is far bigger than ours.\Curses and spirits are a part of Mob's daily life.\Both the human and the inhuman are equally close to him. response:	Damn it!
context: Uh, okay.\Reigen? What's the matter with you now?\So that's what's going on here... Why didn't I realize it sooner?\He can do so much more than an average person.\The world he can see is far bigger than ours.\Curses and spirits are a part of Mob's daily life.\Both the human and the inhuman are equally close to him.\Damn it! response:	It's all because I took too many jobs, got complacent, and half-assed things.
context: Reigen? What's the matter with you now?\So that's what's going on here... Why didn't I realize it sooner?\He can do so much more than an average person.\The world he can see is far bigger than ours.\Curses and spirits are a part of Mob's daily life.\Both the human and the inhuman are equally close to him.\Damn it!\It's all because I took too many jobs, got complacent, and half-assed things. response:	Let's head back.
context: So that's what's going on here... Why didn't I realize it sooner?\He can do so much more than an average person.\The world he can see is far bigger than ours.\Curses and spirits are a part of Mob's daily life.\Both the human and the inhuman are equally close to him.\Damn it!\It's all because I took too many jobs, got complacent, and half-assed things.\Let's head back. response:	Want some soba?
context: He can do so much more than an average person.\The world he can see is far bigger than ours.\Curses and spirits are a part of Mob's daily life.\Both the human and the inhuman are equally close to him.\Damn it!\It's all because I took too many jobs, got complacent, and half-assed things.\Let's head back.\Want some soba? response:	Okay.
context: The world he can see is far bigger than ours.\Curses and spirits are a part of Mob's daily life.\Both the human and the inhuman are equally close to him.\Damn it!\It's all because I took too many jobs, got complacent, and half-assed things.\Let's head back.\Want some soba?\Okay. response:	Spirits and Such Consultation Office
context: Curses and spirits are a part of Mob's daily life.\Both the human and the inhuman are equally close to him.\Damn it!\It's all because I took too many jobs, got complacent, and half-assed things.\Let's head back.\Want some soba?\Okay.\Spirits and Such Consultation Office response:	You okay with that?
context: Both the human and the inhuman are equally close to him.\Damn it!\It's all because I took too many jobs, got complacent, and half-assed things.\Let's head back.\Want some soba?\Okay.\Spirits and Such Consultation Office\You okay with that? response:	The New Star of the 21st Century
context: Damn it!\It's all because I took too many jobs, got complacent, and half-assed things.\Let's head back.\Want some soba?\Okay.\Spirits and Such Consultation Office\You okay with that?\The New Star of the 21st Century response:	Reigen Arataka
context: It's all because I took too many jobs, got complacent, and half-assed things.\Let's head back.\Want some soba?\Okay.\Spirits and Such Consultation Office\You okay with that?\The New Star of the 21st Century\Reigen Arataka response:	Spirits and Such Consultation Office
