context: Are you still here? response:	Are you still here?
context: This case made me aware...\that the law can't protect people.\In that case, my only option is to step outside the law.\Tsunemori Akane... There is no doubt that your way of living is correct.\Don't lose sight of that just because I betrayed you.\I chose a different path solely in order to have my own way.\I'm aware that this is the wrong thing to do.\But I know that I can only come to terms with my old self by taking the wrong path. response:	I won't ask you to forgive me.
context: that the law can't protect people.\In that case, my only option is to step outside the law.\Tsunemori Akane... There is no doubt that your way of living is correct.\Don't lose sight of that just because I betrayed you.\I chose a different path solely in order to have my own way.\I'm aware that this is the wrong thing to do.\But I know that I can only come to terms with my old self by taking the wrong path.\I won't ask you to forgive me. response:	The next time we meet, you'll be in a position to judge me.
context: In that case, my only option is to step outside the law.\Tsunemori Akane... There is no doubt that your way of living is correct.\Don't lose sight of that just because I betrayed you.\I chose a different path solely in order to have my own way.\I'm aware that this is the wrong thing to do.\But I know that I can only come to terms with my old self by taking the wrong path.\I won't ask you to forgive me.\The next time we meet, you'll be in a position to judge me. response:	When that time comes, please fulfill your duty with no mercy.
context: Tsunemori Akane... There is no doubt that your way of living is correct.\Don't lose sight of that just because I betrayed you.\I chose a different path solely in order to have my own way.\I'm aware that this is the wrong thing to do.\But I know that I can only come to terms with my old self by taking the wrong path.\I won't ask you to forgive me.\The next time we meet, you'll be in a position to judge me.\When that time comes, please fulfill your duty with no mercy. response:	Don't turn your back on your beliefs.
context: Don't lose sight of that just because I betrayed you.\I chose a different path solely in order to have my own way.\I'm aware that this is the wrong thing to do.\But I know that I can only come to terms with my old self by taking the wrong path.\I won't ask you to forgive me.\The next time we meet, you'll be in a position to judge me.\When that time comes, please fulfill your duty with no mercy.\Don't turn your back on your beliefs. response:	Although it was only for a short time,
context: I chose a different path solely in order to have my own way.\I'm aware that this is the wrong thing to do.\But I know that I can only come to terms with my old self by taking the wrong path.\I won't ask you to forgive me.\The next time we meet, you'll be in a position to judge me.\When that time comes, please fulfill your duty with no mercy.\Don't turn your back on your beliefs.\Although it was only for a short time, response:	I feel fortunate that I was able to work under you.
context: I'm aware that this is the wrong thing to do.\But I know that I can only come to terms with my old self by taking the wrong path.\I won't ask you to forgive me.\The next time we meet, you'll be in a position to judge me.\When that time comes, please fulfill your duty with no mercy.\Don't turn your back on your beliefs.\Although it was only for a short time,\I feel fortunate that I was able to work under you. response:	Thank you.
context: But I know that I can only come to terms with my old self by taking the wrong path.\I won't ask you to forgive me.\The next time we meet, you'll be in a position to judge me.\When that time comes, please fulfill your duty with no mercy.\Don't turn your back on your beliefs.\Although it was only for a short time,\I feel fortunate that I was able to work under you.\Thank you. response:	You idiot...
context: I won't ask you to forgive me.\The next time we meet, you'll be in a position to judge me.\When that time comes, please fulfill your duty with no mercy.\Don't turn your back on your beliefs.\Although it was only for a short time,\I feel fortunate that I was able to work under you.\Thank you.\You idiot... response:	You'll never walk alone
context: The next time we meet, you'll be in a position to judge me.\When that time comes, please fulfill your duty with no mercy.\Don't turn your back on your beliefs.\Although it was only for a short time,\I feel fortunate that I was able to work under you.\Thank you.\You idiot...\You'll never walk alone response:	You'll never walk alone
context: When that time comes, please fulfill your duty with no mercy.\Don't turn your back on your beliefs.\Although it was only for a short time,\I feel fortunate that I was able to work under you.\Thank you.\You idiot...\You'll never walk alone\You'll never walk alone response:	I walk with you
context: Don't turn your back on your beliefs.\Although it was only for a short time,\I feel fortunate that I was able to work under you.\Thank you.\You idiot...\You'll never walk alone\You'll never walk alone\I walk with you response:	I walk with you
context: Although it was only for a short time,\I feel fortunate that I was able to work under you.\Thank you.\You idiot...\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you response:	I will share all your sins
context: I feel fortunate that I was able to work under you.\Thank you.\You idiot...\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins response:	I will share all your sins
context: Thank you.\You idiot...\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins response:	Together with you
context: You idiot...\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you response:	Together with you
context: You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you response:	I walk
context: You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk response:	I walk
context: I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk response:	a trackless path
context: I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path response:	a trackless path
context: I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path\a trackless path response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I will share all your sins\Together with you\Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: Together with you\Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: Together with you\I walk\I walk\a trackless path\a trackless path\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
