context: Eat it! response:	Why would you do that to me?!
context: According to the 20th Ward Branch's report,\three months ago, there was a predatory incident\by what they believe was a binge eater here in this building,\and there were eyewitness reports of a Jason sighting at that time.\Binge eater and Jason, huh?\Interaction between two S-rated subjects?\Who can say? I doubt they were cordially sharing a meal, though.\Mr. Mado? response:	Mr. Mado!
context: three months ago, there was a predatory incident\by what they believe was a binge eater here in this building,\and there were eyewitness reports of a Jason sighting at that time.\Binge eater and Jason, huh?\Interaction between two S-rated subjects?\Who can say? I doubt they were cordially sharing a meal, though.\Mr. Mado?\Mr. Mado! response:	Amon!
context: by what they believe was a binge eater here in this building,\and there were eyewitness reports of a Jason sighting at that time.\Binge eater and Jason, huh?\Interaction between two S-rated subjects?\Who can say? I doubt they were cordially sharing a meal, though.\Mr. Mado?\Mr. Mado!\Amon! response:	You see? I knew it!
context: and there were eyewitness reports of a Jason sighting at that time.\Binge eater and Jason, huh?\Interaction between two S-rated subjects?\Who can say? I doubt they were cordially sharing a meal, though.\Mr. Mado?\Mr. Mado!\Amon!\You see? I knew it! response:	If I had to offer one drawback to this rain,
context: Binge eater and Jason, huh?\Interaction between two S-rated subjects?\Who can say? I doubt they were cordially sharing a meal, though.\Mr. Mado?\Mr. Mado!\Amon!\You see? I knew it!\If I had to offer one drawback to this rain, response:	it would be that I can't hear the scumbags' throes of death!
context: Interaction between two S-rated subjects?\Who can say? I doubt they were cordially sharing a meal, though.\Mr. Mado?\Mr. Mado!\Amon!\You see? I knew it!\If I had to offer one drawback to this rain,\it would be that I can't hear the scumbags' throes of death! response:	It feels like eating horse crap.
context: Who can say? I doubt they were cordially sharing a meal, though.\Mr. Mado?\Mr. Mado!\Amon!\You see? I knew it!\If I had to offer one drawback to this rain,\it would be that I can't hear the scumbags' throes of death!\It feels like eating horse crap. response:	Mr. Nishio, you know what horse manure tastes like?
context: Mr. Mado?\Mr. Mado!\Amon!\You see? I knew it!\If I had to offer one drawback to this rain,\it would be that I can't hear the scumbags' throes of death!\It feels like eating horse crap.\Mr. Nishio, you know what horse manure tastes like? response:	What are you, an idiot, Kaneki?! Of course not.
context: Mr. Mado!\Amon!\You see? I knew it!\If I had to offer one drawback to this rain,\it would be that I can't hear the scumbags' throes of death!\It feels like eating horse crap.\Mr. Nishio, you know what horse manure tastes like?\What are you, an idiot, Kaneki?! Of course not. response:	It's a simile! A figure of speech!
context: Amon!\You see? I knew it!\If I had to offer one drawback to this rain,\it would be that I can't hear the scumbags' throes of death!\It feels like eating horse crap.\Mr. Nishio, you know what horse manure tastes like?\What are you, an idiot, Kaneki?! Of course not.\It's a simile! A figure of speech! response:	Oh, yeah?
context: You see? I knew it!\If I had to offer one drawback to this rain,\it would be that I can't hear the scumbags' throes of death!\It feels like eating horse crap.\Mr. Nishio, you know what horse manure tastes like?\What are you, an idiot, Kaneki?! Of course not.\It's a simile! A figure of speech!\Oh, yeah? response:	Grin
context: If I had to offer one drawback to this rain,\it would be that I can't hear the scumbags' throes of death!\It feels like eating horse crap.\Mr. Nishio, you know what horse manure tastes like?\What are you, an idiot, Kaneki?! Of course not.\It's a simile! A figure of speech!\Oh, yeah?\Grin response:	Oh, yeah?
context: it would be that I can't hear the scumbags' throes of death!\It feels like eating horse crap.\Mr. Nishio, you know what horse manure tastes like?\What are you, an idiot, Kaneki?! Of course not.\It's a simile! A figure of speech!\Oh, yeah?\Grin\Oh, yeah? response:	Grin
context: It feels like eating horse crap.\Mr. Nishio, you know what horse manure tastes like?\What are you, an idiot, Kaneki?! Of course not.\It's a simile! A figure of speech!\Oh, yeah?\Grin\Oh, yeah?\Grin response:	What?! Mr. Nishio has eaten horse crap?!
context: Mr. Nishio, you know what horse manure tastes like?\What are you, an idiot, Kaneki?! Of course not.\It's a simile! A figure of speech!\Oh, yeah?\Grin\Oh, yeah?\Grin\What?! Mr. Nishio has eaten horse crap?! response:	Cow manure, too?
context: What are you, an idiot, Kaneki?! Of course not.\It's a simile! A figure of speech!\Oh, yeah?\Grin\Oh, yeah?\Grin\What?! Mr. Nishio has eaten horse crap?!\Cow manure, too? response:	And every other kind of feces, it seems.
context: It's a simile! A figure of speech!\Oh, yeah?\Grin\Oh, yeah?\Grin\What?! Mr. Nishio has eaten horse crap?!\Cow manure, too?\And every other kind of feces, it seems. response:	For real?
context: Oh, yeah?\Grin\Oh, yeah?\Grin\What?! Mr. Nishio has eaten horse crap?!\Cow manure, too?\And every other kind of feces, it seems.\For real? response:	K-Kaneki!
context: Grin\Oh, yeah?\Grin\What?! Mr. Nishio has eaten horse crap?!\Cow manure, too?\And every other kind of feces, it seems.\For real?\K-Kaneki! response:	Hey, Nishiki! How's that poo taste?
context: Oh, yeah?\Grin\What?! Mr. Nishio has eaten horse crap?!\Cow manure, too?\And every other kind of feces, it seems.\For real?\K-Kaneki!\Hey, Nishiki! How's that poo taste? response:	Next time:'Dove'
context: Grin\What?! Mr. Nishio has eaten horse crap?!\Cow manure, too?\And every other kind of feces, it seems.\For real?\K-Kaneki!\Hey, Nishiki! How's that poo taste?\Next time:'Dove' response:	Nishiki, you smell like poo!
context: What?! Mr. Nishio has eaten horse crap?!\Cow manure, too?\And every other kind of feces, it seems.\For real?\K-Kaneki!\Hey, Nishiki! How's that poo taste?\Next time:'Dove'\Nishiki, you smell like poo! response:	Next time:'Dove'
context: Cow manure, too?\And every other kind of feces, it seems.\For real?\K-Kaneki!\Hey, Nishiki! How's that poo taste?\Next time:'Dove'\Nishiki, you smell like poo!\Next time:'Dove' response:	You're a disgrace as a ghoul.
