context: Why now, of all times?! response:	Where is my brother? Where is Big Brother Dallas?
context: Sturgeon couldn't help but grow old and infirm.\If he could have held out for one more year, he could have been here today.\Since your fear of sudden death is gone,\your fear of aging must be somewhat extraordinary.\But that ends today.\At last, we have succeeded in producing a completed product,\the perfect grand panacea.\Does Barnes have the finished product? response:	Yes.
context: If he could have held out for one more year, he could have been here today.\Since your fear of sudden death is gone,\your fear of aging must be somewhat extraordinary.\But that ends today.\At last, we have succeeded in producing a completed product,\the perfect grand panacea.\Does Barnes have the finished product?\Yes. response:	Ennis, go pick up Barnes in the car.
context: Since your fear of sudden death is gone,\your fear of aging must be somewhat extraordinary.\But that ends today.\At last, we have succeeded in producing a completed product,\the perfect grand panacea.\Does Barnes have the finished product?\Yes.\Ennis, go pick up Barnes in the car. response:	Yes, sir.
context: your fear of aging must be somewhat extraordinary.\But that ends today.\At last, we have succeeded in producing a completed product,\the perfect grand panacea.\Does Barnes have the finished product?\Yes.\Ennis, go pick up Barnes in the car.\Yes, sir. response:	Ennis...
context: But that ends today.\At last, we have succeeded in producing a completed product,\the perfect grand panacea.\Does Barnes have the finished product?\Yes.\Ennis, go pick up Barnes in the car.\Yes, sir.\Ennis... response:	Yes?
context: At last, we have succeeded in producing a completed product,\the perfect grand panacea.\Does Barnes have the finished product?\Yes.\Ennis, go pick up Barnes in the car.\Yes, sir.\Ennis...\Yes? response:	If Barnes has gotten into the finished product,
context: the perfect grand panacea.\Does Barnes have the finished product?\Yes.\Ennis, go pick up Barnes in the car.\Yes, sir.\Ennis...\Yes?\If Barnes has gotten into the finished product, response:	then kill him. It makes no difference to me.
context: Does Barnes have the finished product?\Yes.\Ennis, go pick up Barnes in the car.\Yes, sir.\Ennis...\Yes?\If Barnes has gotten into the finished product,\then kill him. It makes no difference to me. response:	Also, kill him if he has failed to preserve the remedy, and ruined it.
context: Yes.\Ennis, go pick up Barnes in the car.\Yes, sir.\Ennis...\Yes?\If Barnes has gotten into the finished product,\then kill him. It makes no difference to me.\Also, kill him if he has failed to preserve the remedy, and ruined it. response:	As you wish.
context: Ennis, go pick up Barnes in the car.\Yes, sir.\Ennis...\Yes?\If Barnes has gotten into the finished product,\then kill him. It makes no difference to me.\Also, kill him if he has failed to preserve the remedy, and ruined it.\As you wish. response:	You think you can just kick someone else's foot and keep going, Gramps?
context: Yes, sir.\Ennis...\Yes?\If Barnes has gotten into the finished product,\then kill him. It makes no difference to me.\Also, kill him if he has failed to preserve the remedy, and ruined it.\As you wish.\You think you can just kick someone else's foot and keep going, Gramps? response:	You're the one who stuck your foot out to trip me-
context: Ennis...\Yes?\If Barnes has gotten into the finished product,\then kill him. It makes no difference to me.\Also, kill him if he has failed to preserve the remedy, and ruined it.\As you wish.\You think you can just kick someone else's foot and keep going, Gramps?\You're the one who stuck your foot out to trip me- response:	And you're the one who told us to get lost, you scum! aren't you?
context: Yes?\If Barnes has gotten into the finished product,\then kill him. It makes no difference to me.\Also, kill him if he has failed to preserve the remedy, and ruined it.\As you wish.\You think you can just kick someone else's foot and keep going, Gramps?\You're the one who stuck your foot out to trip me-\And you're the one who told us to get lost, you scum! aren't you? response:	Thanks to you, my foot just happened to stick out!
context: If Barnes has gotten into the finished product,\then kill him. It makes no difference to me.\Also, kill him if he has failed to preserve the remedy, and ruined it.\As you wish.\You think you can just kick someone else's foot and keep going, Gramps?\You're the one who stuck your foot out to trip me-\And you're the one who told us to get lost, you scum! aren't you?\Thanks to you, my foot just happened to stick out! response:	You're the one who went and tripped over it!
context: then kill him. It makes no difference to me.\Also, kill him if he has failed to preserve the remedy, and ruined it.\As you wish.\You think you can just kick someone else's foot and keep going, Gramps?\You're the one who stuck your foot out to trip me-\And you're the one who told us to get lost, you scum! aren't you?\Thanks to you, my foot just happened to stick out!\You're the one who went and tripped over it! response:	A-All right! It was my fault! I-I'll give you money, if you want!
context: Also, kill him if he has failed to preserve the remedy, and ruined it.\As you wish.\You think you can just kick someone else's foot and keep going, Gramps?\You're the one who stuck your foot out to trip me-\And you're the one who told us to get lost, you scum! aren't you?\Thanks to you, my foot just happened to stick out!\You're the one who went and tripped over it!\A-All right! It was my fault! I-I'll give you money, if you want! response:	I didn't ask for your advice!
context: As you wish.\You think you can just kick someone else's foot and keep going, Gramps?\You're the one who stuck your foot out to trip me-\And you're the one who told us to get lost, you scum! aren't you?\Thanks to you, my foot just happened to stick out!\You're the one who went and tripped over it!\A-All right! It was my fault! I-I'll give you money, if you want!\I didn't ask for your advice! response:	Huh? Is that liquor?
context: You think you can just kick someone else's foot and keep going, Gramps?\You're the one who stuck your foot out to trip me-\And you're the one who told us to get lost, you scum! aren't you?\Thanks to you, my foot just happened to stick out!\You're the one who went and tripped over it!\A-All right! It was my fault! I-I'll give you money, if you want!\I didn't ask for your advice!\Huh? Is that liquor? response:	What's the deal, Gramps? Is that box that important to you?
context: You're the one who stuck your foot out to trip me-\And you're the one who told us to get lost, you scum! aren't you?\Thanks to you, my foot just happened to stick out!\You're the one who went and tripped over it!\A-All right! It was my fault! I-I'll give you money, if you want!\I didn't ask for your advice!\Huh? Is that liquor?\What's the deal, Gramps? Is that box that important to you? response:	Barnes- san...
context: And you're the one who told us to get lost, you scum! aren't you?\Thanks to you, my foot just happened to stick out!\You're the one who went and tripped over it!\A-All right! It was my fault! I-I'll give you money, if you want!\I didn't ask for your advice!\Huh? Is that liquor?\What's the deal, Gramps? Is that box that important to you?\Barnes- san... response:	Excuse me.
context: Thanks to you, my foot just happened to stick out!\You're the one who went and tripped over it!\A-All right! It was my fault! I-I'll give you money, if you want!\I didn't ask for your advice!\Huh? Is that liquor?\What's the deal, Gramps? Is that box that important to you?\Barnes- san...\Excuse me. response:	Are you all right?
context: You're the one who went and tripped over it!\A-All right! It was my fault! I-I'll give you money, if you want!\I didn't ask for your advice!\Huh? Is that liquor?\What's the deal, Gramps? Is that box that important to you?\Barnes- san...\Excuse me.\Are you all right? response:	Y-Yeah.
context: A-All right! It was my fault! I-I'll give you money, if you want!\I didn't ask for your advice!\Huh? Is that liquor?\What's the deal, Gramps? Is that box that important to you?\Barnes- san...\Excuse me.\Are you all right?\Y-Yeah. response:	I'm terribly sorry about that.
context: I didn't ask for your advice!\Huh? Is that liquor?\What's the deal, Gramps? Is that box that important to you?\Barnes- san...\Excuse me.\Are you all right?\Y-Yeah.\I'm terribly sorry about that. response:	I'm looking for someone, so...
context: Huh? Is that liquor?\What's the deal, Gramps? Is that box that important to you?\Barnes- san...\Excuse me.\Are you all right?\Y-Yeah.\I'm terribly sorry about that.\I'm looking for someone, so... response:	Hey, you!
context: What's the deal, Gramps? Is that box that important to you?\Barnes- san...\Excuse me.\Are you all right?\Y-Yeah.\I'm terribly sorry about that.\I'm looking for someone, so...\Hey, you! response:	Wait up!
context: Barnes- san...\Excuse me.\Are you all right?\Y-Yeah.\I'm terribly sorry about that.\I'm looking for someone, so...\Hey, you!\Wait up! response:	Looking up at the starry sky that goes on forever, we sing
context: Excuse me.\Are you all right?\Y-Yeah.\I'm terribly sorry about that.\I'm looking for someone, so...\Hey, you!\Wait up!\Looking up at the starry sky that goes on forever, we sing response:	a melody of a dream we have of our limited eternity
context: Are you all right?\Y-Yeah.\I'm terribly sorry about that.\I'm looking for someone, so...\Hey, you!\Wait up!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity response:	The water of adoration, overflowing in our hearts
context: Y-Yeah.\I'm terribly sorry about that.\I'm looking for someone, so...\Hey, you!\Wait up!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts response:	will reach someone in the distant future
context: I'm terribly sorry about that.\I'm looking for someone, so...\Hey, you!\Wait up!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future response:	I believe so
context: I'm looking for someone, so...\Hey, you!\Wait up!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so response:	Running through time prolonged,
context: Hey, you!\Wait up!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged, response:	our voices calling out will someday become a great song
context: Wait up!\Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song response:	We can go on spinning our love
context: Looking up at the starry sky that goes on forever, we sing\a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love response:	though it may still be such a tiny light now
context: a melody of a dream we have of our limited eternity\The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now response:	Jacuzzi is amazing!
context: The water of adoration, overflowing in our hearts\will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Jacuzzi is amazing! response:	Why's that, Isaac?
context: will reach someone in the distant future\I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Jacuzzi is amazing!\Why's that, Isaac? response:	He might cry and get scared, but he musters ban'yu.
context: I believe so\Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Jacuzzi is amazing!\Why's that, Isaac?\He might cry and get scared, but he musters ban'yu. response:	Ban'yu like the law of gravity, right?
context: Running through time prolonged,\our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Jacuzzi is amazing!\Why's that, Isaac?\He might cry and get scared, but he musters ban'yu.\Ban'yu like the law of gravity, right? response:	That's right, Miria! He cries and gets scared, and then finally, he musters up gravity!
context: our voices calling out will someday become a great song\We can go on spinning our love\though it may still be such a tiny light now\Jacuzzi is amazing!\Why's that, Isaac?\He might cry and get scared, but he musters ban'yu.\Ban'yu like the law of gravity, right?\That's right, Miria! He cries and gets scared, and then finally, he musters up gravity! response:	Jacuzzi is incredible!
