context: I say yes response:	Stay with me
context: No, I'm not saying that, but...\Still, it's strange for the captain's name to be ripped out.\This place exists for the sake of holding every document working against that individual, right?\Maybe someone came before us.\Who?\I don't know.\Maybe the captain himself.\Oh yeah... response:	I forgot that Chibi-Louise collapsed the entrance.
context: Still, it's strange for the captain's name to be ripped out.\This place exists for the sake of holding every document working against that individual, right?\Maybe someone came before us.\Who?\I don't know.\Maybe the captain himself.\Oh yeah...\I forgot that Chibi-Louise collapsed the entrance. response:	But...
context: This place exists for the sake of holding every document working against that individual, right?\Maybe someone came before us.\Who?\I don't know.\Maybe the captain himself.\Oh yeah...\I forgot that Chibi-Louise collapsed the entrance.\But... response:	Saito-kun, we give you special permission.
context: Maybe someone came before us.\Who?\I don't know.\Maybe the captain himself.\Oh yeah...\I forgot that Chibi-Louise collapsed the entrance.\But...\Saito-kun, we give you special permission. response:	Go flirt with Siesta.
context: Who?\I don't know.\Maybe the captain himself.\Oh yeah...\I forgot that Chibi-Louise collapsed the entrance.\But...\Saito-kun, we give you special permission.\Go flirt with Siesta. response:	Huh?
context: I don't know.\Maybe the captain himself.\Oh yeah...\I forgot that Chibi-Louise collapsed the entrance.\But...\Saito-kun, we give you special permission.\Go flirt with Siesta.\Huh? response:	I see, that's a great idea.
context: Maybe the captain himself.\Oh yeah...\I forgot that Chibi-Louise collapsed the entrance.\But...\Saito-kun, we give you special permission.\Go flirt with Siesta.\Huh?\I see, that's a great idea. response:	Yes, I think so, too.
context: Oh yeah...\I forgot that Chibi-Louise collapsed the entrance.\But...\Saito-kun, we give you special permission.\Go flirt with Siesta.\Huh?\I see, that's a great idea.\Yes, I think so, too. response:	What's so great?
context: I forgot that Chibi-Louise collapsed the entrance.\But...\Saito-kun, we give you special permission.\Go flirt with Siesta.\Huh?\I see, that's a great idea.\Yes, I think so, too.\What's so great? response:	You pervert dog.
context: But...\Saito-kun, we give you special permission.\Go flirt with Siesta.\Huh?\I see, that's a great idea.\Yes, I think so, too.\What's so great?\You pervert dog. response:	Wait, Louise, wrong direction!
context: Saito-kun, we give you special permission.\Go flirt with Siesta.\Huh?\I see, that's a great idea.\Yes, I think so, too.\What's so great?\You pervert dog.\Wait, Louise, wrong direction! response:	That way! You need to blow that way!
context: Go flirt with Siesta.\Huh?\I see, that's a great idea.\Yes, I think so, too.\What's so great?\You pervert dog.\Wait, Louise, wrong direction!\That way! You need to blow that way! response:	Shut up!
context: Huh?\I see, that's a great idea.\Yes, I think so, too.\What's so great?\You pervert dog.\Wait, Louise, wrong direction!\That way! You need to blow that way!\Shut up! response:	Oh, another explosion.
context: I see, that's a great idea.\Yes, I think so, too.\What's so great?\You pervert dog.\Wait, Louise, wrong direction!\That way! You need to blow that way!\Shut up!\Oh, another explosion. response:	It's a rowdy school, isn't it?
context: Yes, I think so, too.\What's so great?\You pervert dog.\Wait, Louise, wrong direction!\That way! You need to blow that way!\Shut up!\Oh, another explosion.\It's a rowdy school, isn't it? response:	Oh my, it's the animal chorus.
context: What's so great?\You pervert dog.\Wait, Louise, wrong direction!\That way! You need to blow that way!\Shut up!\Oh, another explosion.\It's a rowdy school, isn't it?\Oh my, it's the animal chorus. response:	You all get along well, don't you?
context: You pervert dog.\Wait, Louise, wrong direction!\That way! You need to blow that way!\Shut up!\Oh, another explosion.\It's a rowdy school, isn't it?\Oh my, it's the animal chorus.\You all get along well, don't you? response:	You dog!
context: Wait, Louise, wrong direction!\That way! You need to blow that way!\Shut up!\Oh, another explosion.\It's a rowdy school, isn't it?\Oh my, it's the animal chorus.\You all get along well, don't you?\You dog! response:	I won't forgive you for locking me up!
context: That way! You need to blow that way!\Shut up!\Oh, another explosion.\It's a rowdy school, isn't it?\Oh my, it's the animal chorus.\You all get along well, don't you?\You dog!\I won't forgive you for locking me up! response:	The academy's under attack, you understand that?!
context: Shut up!\Oh, another explosion.\It's a rowdy school, isn't it?\Oh my, it's the animal chorus.\You all get along well, don't you?\You dog!\I won't forgive you for locking me up!\The academy's under attack, you understand that?! response:	Zero no Tsukaima. Futatsuki no Kishi.
context: Oh, another explosion.\It's a rowdy school, isn't it?\Oh my, it's the animal chorus.\You all get along well, don't you?\You dog!\I won't forgive you for locking me up!\The academy's under attack, you understand that?!\Zero no Tsukaima. Futatsuki no Kishi. response:	The Magic Academy's Crisis.
context: It's a rowdy school, isn't it?\Oh my, it's the animal chorus.\You all get along well, don't you?\You dog!\I won't forgive you for locking me up!\The academy's under attack, you understand that?!\Zero no Tsukaima. Futatsuki no Kishi.\The Magic Academy's Crisis. response:	If you want to meet me again next week, then sit tightly and wait!
