context: Interviews with Monster Girls response:	Demi-chans Want to Try
context: Then, Yuki's with you?\Must've been noisy with you three together.\Actually...\So hot...\Excuse us!\I feel alive again!\It's heaven.\Compared to that hell earlier, this is heaven for sure! response:	Yes, extremely!
context: Must've been noisy with you three together.\Actually...\So hot...\Excuse us!\I feel alive again!\It's heaven.\Compared to that hell earlier, this is heaven for sure!\Yes, extremely! response:	You must be in a pretty cushy position to have air conditioning, Sensei.
context: Actually...\So hot...\Excuse us!\I feel alive again!\It's heaven.\Compared to that hell earlier, this is heaven for sure!\Yes, extremely!\You must be in a pretty cushy position to have air conditioning, Sensei. response:	Well, there are things in here that shouldn't get too warm.
context: So hot...\Excuse us!\I feel alive again!\It's heaven.\Compared to that hell earlier, this is heaven for sure!\Yes, extremely!\You must be in a pretty cushy position to have air conditioning, Sensei.\Well, there are things in here that shouldn't get too warm. response:	Oh, I guess I explained that before.
context: Excuse us!\I feel alive again!\It's heaven.\Compared to that hell earlier, this is heaven for sure!\Yes, extremely!\You must be in a pretty cushy position to have air conditioning, Sensei.\Well, there are things in here that shouldn't get too warm.\Oh, I guess I explained that before. response:	Try not to hang around in here too much.
context: I feel alive again!\It's heaven.\Compared to that hell earlier, this is heaven for sure!\Yes, extremely!\You must be in a pretty cushy position to have air conditioning, Sensei.\Well, there are things in here that shouldn't get too warm.\Oh, I guess I explained that before.\Try not to hang around in here too much. response:	I know you ladies don't handle heat well, but all things in moderation.
context: It's heaven.\Compared to that hell earlier, this is heaven for sure!\Yes, extremely!\You must be in a pretty cushy position to have air conditioning, Sensei.\Well, there are things in here that shouldn't get too warm.\Oh, I guess I explained that before.\Try not to hang around in here too much.\I know you ladies don't handle heat well, but all things in moderation. response:	Huh? But in summer, being a vampire really sucks...
context: Compared to that hell earlier, this is heaven for sure!\Yes, extremely!\You must be in a pretty cushy position to have air conditioning, Sensei.\Well, there are things in here that shouldn't get too warm.\Oh, I guess I explained that before.\Try not to hang around in here too much.\I know you ladies don't handle heat well, but all things in moderation.\Huh? But in summer, being a vampire really sucks... response:	It isn't easy for a snow woman, either.
context: Yes, extremely!\You must be in a pretty cushy position to have air conditioning, Sensei.\Well, there are things in here that shouldn't get too warm.\Oh, I guess I explained that before.\Try not to hang around in here too much.\I know you ladies don't handle heat well, but all things in moderation.\Huh? But in summer, being a vampire really sucks...\It isn't easy for a snow woman, either. response:	It's a lot harder on vampires.
context: You must be in a pretty cushy position to have air conditioning, Sensei.\Well, there are things in here that shouldn't get too warm.\Oh, I guess I explained that before.\Try not to hang around in here too much.\I know you ladies don't handle heat well, but all things in moderation.\Huh? But in summer, being a vampire really sucks...\It isn't easy for a snow woman, either.\It's a lot harder on vampires. response:	We sunburn easily, so we can't wear short sleeves,
context: Well, there are things in here that shouldn't get too warm.\Oh, I guess I explained that before.\Try not to hang around in here too much.\I know you ladies don't handle heat well, but all things in moderation.\Huh? But in summer, being a vampire really sucks...\It isn't easy for a snow woman, either.\It's a lot harder on vampires.\We sunburn easily, so we can't wear short sleeves, response:	and the sun is way too bright!
context: Oh, I guess I explained that before.\Try not to hang around in here too much.\I know you ladies don't handle heat well, but all things in moderation.\Huh? But in summer, being a vampire really sucks...\It isn't easy for a snow woman, either.\It's a lot harder on vampires.\We sunburn easily, so we can't wear short sleeves,\and the sun is way too bright! response:	Well, it's hard for a snow woman, too!
context: Try not to hang around in here too much.\I know you ladies don't handle heat well, but all things in moderation.\Huh? But in summer, being a vampire really sucks...\It isn't easy for a snow woman, either.\It's a lot harder on vampires.\We sunburn easily, so we can't wear short sleeves,\and the sun is way too bright!\Well, it's hard for a snow woman, too! response:	Our body temperatures are low,
context: I know you ladies don't handle heat well, but all things in moderation.\Huh? But in summer, being a vampire really sucks...\It isn't easy for a snow woman, either.\It's a lot harder on vampires.\We sunburn easily, so we can't wear short sleeves,\and the sun is way too bright!\Well, it's hard for a snow woman, too!\Our body temperatures are low, response:	so high temperatures feel even hotter!
context: Huh? But in summer, being a vampire really sucks...\It isn't easy for a snow woman, either.\It's a lot harder on vampires.\We sunburn easily, so we can't wear short sleeves,\and the sun is way too bright!\Well, it's hard for a snow woman, too!\Our body temperatures are low,\so high temperatures feel even hotter! response:	And we almost never sweat, either!
context: It isn't easy for a snow woman, either.\It's a lot harder on vampires.\We sunburn easily, so we can't wear short sleeves,\and the sun is way too bright!\Well, it's hard for a snow woman, too!\Our body temperatures are low,\so high temperatures feel even hotter!\And we almost never sweat, either! response:	What was that?
context: It's a lot harder on vampires.\We sunburn easily, so we can't wear short sleeves,\and the sun is way too bright!\Well, it's hard for a snow woman, too!\Our body temperatures are low,\so high temperatures feel even hotter!\And we almost never sweat, either!\What was that? response:	Doesn't the sweat make your hands slippery?
context: We sunburn easily, so we can't wear short sleeves,\and the sun is way too bright!\Well, it's hard for a snow woman, too!\Our body temperatures are low,\so high temperatures feel even hotter!\And we almost never sweat, either!\What was that?\Doesn't the sweat make your hands slippery? response:	Well, my hands don't sweat much, but...
context: and the sun is way too bright!\Well, it's hard for a snow woman, too!\Our body temperatures are low,\so high temperatures feel even hotter!\And we almost never sweat, either!\What was that?\Doesn't the sweat make your hands slippery?\Well, my hands don't sweat much, but... response:	Sensei! I have an idea for how we can make it even cooler!
context: Well, it's hard for a snow woman, too!\Our body temperatures are low,\so high temperatures feel even hotter!\And we almost never sweat, either!\What was that?\Doesn't the sweat make your hands slippery?\Well, my hands don't sweat much, but...\Sensei! I have an idea for how we can make it even cooler! response:	Oh? What's that? Let's hear it.
context: Our body temperatures are low,\so high temperatures feel even hotter!\And we almost never sweat, either!\What was that?\Doesn't the sweat make your hands slippery?\Well, my hands don't sweat much, but...\Sensei! I have an idea for how we can make it even cooler!\Oh? What's that? Let's hear it. response:	I want some watermelon, so go buy one!
context: so high temperatures feel even hotter!\And we almost never sweat, either!\What was that?\Doesn't the sweat make your hands slippery?\Well, my hands don't sweat much, but...\Sensei! I have an idea for how we can make it even cooler!\Oh? What's that? Let's hear it.\I want some watermelon, so go buy one! response:	How overbearing can you be?!
context: And we almost never sweat, either!\What was that?\Doesn't the sweat make your hands slippery?\Well, my hands don't sweat much, but...\Sensei! I have an idea for how we can make it even cooler!\Oh? What's that? Let's hear it.\I want some watermelon, so go buy one!\How overbearing can you be?! response:	Meow!
context: What was that?\Doesn't the sweat make your hands slippery?\Well, my hands don't sweat much, but...\Sensei! I have an idea for how we can make it even cooler!\Oh? What's that? Let's hear it.\I want some watermelon, so go buy one!\How overbearing can you be?!\Meow! response:	If you want to cool off, try being a little less hyper.
context: Doesn't the sweat make your hands slippery?\Well, my hands don't sweat much, but...\Sensei! I have an idea for how we can make it even cooler!\Oh? What's that? Let's hear it.\I want some watermelon, so go buy one!\How overbearing can you be?!\Meow!\If you want to cool off, try being a little less hyper. response:	And watermelons are pretty expensive, you know.
context: Well, my hands don't sweat much, but...\Sensei! I have an idea for how we can make it even cooler!\Oh? What's that? Let's hear it.\I want some watermelon, so go buy one!\How overbearing can you be?!\Meow!\If you want to cool off, try being a little less hyper.\And watermelons are pretty expensive, you know. response:	Actually, I think there were some leftover popsicles in the faculty office...
context: Sensei! I have an idea for how we can make it even cooler!\Oh? What's that? Let's hear it.\I want some watermelon, so go buy one!\How overbearing can you be?!\Meow!\If you want to cool off, try being a little less hyper.\And watermelons are pretty expensive, you know.\Actually, I think there were some leftover popsicles in the faculty office... response:	Too easy.
context: Oh? What's that? Let's hear it.\I want some watermelon, so go buy one!\How overbearing can you be?!\Meow!\If you want to cool off, try being a little less hyper.\And watermelons are pretty expensive, you know.\Actually, I think there were some leftover popsicles in the faculty office...\Too easy. response:	He's so nice.
context: I want some watermelon, so go buy one!\How overbearing can you be?!\Meow!\If you want to cool off, try being a little less hyper.\And watermelons are pretty expensive, you know.\Actually, I think there were some leftover popsicles in the faculty office...\Too easy.\He's so nice. response:	I think he just doesn't want to spend any money.
context: How overbearing can you be?!\Meow!\If you want to cool off, try being a little less hyper.\And watermelons are pretty expensive, you know.\Actually, I think there were some leftover popsicles in the faculty office...\Too easy.\He's so nice.\I think he just doesn't want to spend any money. response:	Aren't there any other ways to cool down?
context: Meow!\If you want to cool off, try being a little less hyper.\And watermelons are pretty expensive, you know.\Actually, I think there were some leftover popsicles in the faculty office...\Too easy.\He's so nice.\I think he just doesn't want to spend any money.\Aren't there any other ways to cool down? response:	How about your curse you, Yuki-chan?
context: If you want to cool off, try being a little less hyper.\And watermelons are pretty expensive, you know.\Actually, I think there were some leftover popsicles in the faculty office...\Too easy.\He's so nice.\I think he just doesn't want to spend any money.\Aren't there any other ways to cool down?\How about your curse you, Yuki-chan? response:	No, that's too tiring.
context: And watermelons are pretty expensive, you know.\Actually, I think there were some leftover popsicles in the faculty office...\Too easy.\He's so nice.\I think he just doesn't want to spend any money.\Aren't there any other ways to cool down?\How about your curse you, Yuki-chan?\No, that's too tiring. response:	Aw, but I liked curse you.
context: Actually, I think there were some leftover popsicles in the faculty office...\Too easy.\He's so nice.\I think he just doesn't want to spend any money.\Aren't there any other ways to cool down?\How about your curse you, Yuki-chan?\No, that's too tiring.\Aw, but I liked curse you. response:	When did you name it that?
context: Too easy.\He's so nice.\I think he just doesn't want to spend any money.\Aren't there any other ways to cool down?\How about your curse you, Yuki-chan?\No, that's too tiring.\Aw, but I liked curse you.\When did you name it that? response:	I wish there were something we could do anytime, like curse you.
context: He's so nice.\I think he just doesn't want to spend any money.\Aren't there any other ways to cool down?\How about your curse you, Yuki-chan?\No, that's too tiring.\Aw, but I liked curse you.\When did you name it that?\I wish there were something we could do anytime, like curse you. response:	Stop thinking you can do that anytime!
context: I think he just doesn't want to spend any money.\Aren't there any other ways to cool down?\How about your curse you, Yuki-chan?\No, that's too tiring.\Aw, but I liked curse you.\When did you name it that?\I wish there were something we could do anytime, like curse you.\Stop thinking you can do that anytime! response:	There's no AC in the classrooms,
context: Aren't there any other ways to cool down?\How about your curse you, Yuki-chan?\No, that's too tiring.\Aw, but I liked curse you.\When did you name it that?\I wish there were something we could do anytime, like curse you.\Stop thinking you can do that anytime!\There's no AC in the classrooms, response:	so if there were a way we could cool off with others...
context: How about your curse you, Yuki-chan?\No, that's too tiring.\Aw, but I liked curse you.\When did you name it that?\I wish there were something we could do anytime, like curse you.\Stop thinking you can do that anytime!\There's no AC in the classrooms,\so if there were a way we could cool off with others... response:	Maybe ghost stories?
context: No, that's too tiring.\Aw, but I liked curse you.\When did you name it that?\I wish there were something we could do anytime, like curse you.\Stop thinking you can do that anytime!\There's no AC in the classrooms,\so if there were a way we could cool off with others...\Maybe ghost stories? response:	Ghost stories! Classic!
context: Aw, but I liked curse you.\When did you name it that?\I wish there were something we could do anytime, like curse you.\Stop thinking you can do that anytime!\There's no AC in the classrooms,\so if there were a way we could cool off with others...\Maybe ghost stories?\Ghost stories! Classic! response:	To send a chill down the spine, right?
context: When did you name it that?\I wish there were something we could do anytime, like curse you.\Stop thinking you can do that anytime!\There's no AC in the classrooms,\so if there were a way we could cool off with others...\Maybe ghost stories?\Ghost stories! Classic!\To send a chill down the spine, right? response:	Yeah.
context: I wish there were something we could do anytime, like curse you.\Stop thinking you can do that anytime!\There's no AC in the classrooms,\so if there were a way we could cool off with others...\Maybe ghost stories?\Ghost stories! Classic!\To send a chill down the spine, right?\Yeah. response:	Okay, Macchi, tell us one!
context: Stop thinking you can do that anytime!\There's no AC in the classrooms,\so if there were a way we could cool off with others...\Maybe ghost stories?\Ghost stories! Classic!\To send a chill down the spine, right?\Yeah.\Okay, Macchi, tell us one! response:	Making someone else do it again?
context: There's no AC in the classrooms,\so if there were a way we could cool off with others...\Maybe ghost stories?\Ghost stories! Classic!\To send a chill down the spine, right?\Yeah.\Okay, Macchi, tell us one!\Making someone else do it again? response:	Not long ago, I found this one online.
context: so if there were a way we could cool off with others...\Maybe ghost stories?\Ghost stories! Classic!\To send a chill down the spine, right?\Yeah.\Okay, Macchi, tell us one!\Making someone else do it again?\Not long ago, I found this one online. response:	Oh, you're doing it?
context: Maybe ghost stories?\Ghost stories! Classic!\To send a chill down the spine, right?\Yeah.\Okay, Macchi, tell us one!\Making someone else do it again?\Not long ago, I found this one online.\Oh, you're doing it? response:	It was a hot, muggy day, just like today.
context: Ghost stories! Classic!\To send a chill down the spine, right?\Yeah.\Okay, Macchi, tell us one!\Making someone else do it again?\Not long ago, I found this one online.\Oh, you're doing it?\It was a hot, muggy day, just like today. response:	Two girls with highly adventurous spirits
context: To send a chill down the spine, right?\Yeah.\Okay, Macchi, tell us one!\Making someone else do it again?\Not long ago, I found this one online.\Oh, you're doing it?\It was a hot, muggy day, just like today.\Two girls with highly adventurous spirits response:	visited a cave said to be the site of a long ago murder.
context: Yeah.\Okay, Macchi, tell us one!\Making someone else do it again?\Not long ago, I found this one online.\Oh, you're doing it?\It was a hot, muggy day, just like today.\Two girls with highly adventurous spirits\visited a cave said to be the site of a long ago murder. response:	The two had only their small, hand-held lights
context: Okay, Macchi, tell us one!\Making someone else do it again?\Not long ago, I found this one online.\Oh, you're doing it?\It was a hot, muggy day, just like today.\Two girls with highly adventurous spirits\visited a cave said to be the site of a long ago murder.\The two had only their small, hand-held lights response:	to guide them through the darkness,
context: Making someone else do it again?\Not long ago, I found this one online.\Oh, you're doing it?\It was a hot, muggy day, just like today.\Two girls with highly adventurous spirits\visited a cave said to be the site of a long ago murder.\The two had only their small, hand-held lights\to guide them through the darkness, response:	as they continued through the cave, one step at a time.
context: Not long ago, I found this one online.\Oh, you're doing it?\It was a hot, muggy day, just like today.\Two girls with highly adventurous spirits\visited a cave said to be the site of a long ago murder.\The two had only their small, hand-held lights\to guide them through the darkness,\as they continued through the cave, one step at a time. response:	They were no longer sure how far they had walked,
context: Oh, you're doing it?\It was a hot, muggy day, just like today.\Two girls with highly adventurous spirits\visited a cave said to be the site of a long ago murder.\The two had only their small, hand-held lights\to guide them through the darkness,\as they continued through the cave, one step at a time.\They were no longer sure how far they had walked, response:	when they arrived at a split in the path.
context: It was a hot, muggy day, just like today.\Two girls with highly adventurous spirits\visited a cave said to be the site of a long ago murder.\The two had only their small, hand-held lights\to guide them through the darkness,\as they continued through the cave, one step at a time.\They were no longer sure how far they had walked,\when they arrived at a split in the path. response:	There, as if someone had foreseen their arrival,
context: Two girls with highly adventurous spirits\visited a cave said to be the site of a long ago murder.\The two had only their small, hand-held lights\to guide them through the darkness,\as they continued through the cave, one step at a time.\They were no longer sure how far they had walked,\when they arrived at a split in the path.\There, as if someone had foreseen their arrival, response:	they found a written note.
context: visited a cave said to be the site of a long ago murder.\The two had only their small, hand-held lights\to guide them through the darkness,\as they continued through the cave, one step at a time.\They were no longer sure how far they had walked,\when they arrived at a split in the path.\There, as if someone had foreseen their arrival,\they found a written note. response:	I killed someone. I cut them in two at the neck. I took the head down the left path, and the body down the right path.
context: The two had only their small, hand-held lights\to guide them through the darkness,\as they continued through the cave, one step at a time.\They were no longer sure how far they had walked,\when they arrived at a split in the path.\There, as if someone had foreseen their arrival,\they found a written note.\I killed someone. I cut them in two at the neck. I took the head down the left path, and the body down the right path. response:	They felt seeing a severed head would be scary,
context: to guide them through the darkness,\as they continued through the cave, one step at a time.\They were no longer sure how far they had walked,\when they arrived at a split in the path.\There, as if someone had foreseen their arrival,\they found a written note.\I killed someone. I cut them in two at the neck. I took the head down the left path, and the body down the right path.\They felt seeing a severed head would be scary, response:	so they decided to take the right path.
context: as they continued through the cave, one step at a time.\They were no longer sure how far they had walked,\when they arrived at a split in the path.\There, as if someone had foreseen their arrival,\they found a written note.\I killed someone. I cut them in two at the neck. I took the head down the left path, and the body down the right path.\They felt seeing a severed head would be scary,\so they decided to take the right path. response:	Far along the right path, just as the note said,
context: They were no longer sure how far they had walked,\when they arrived at a split in the path.\There, as if someone had foreseen their arrival,\they found a written note.\I killed someone. I cut them in two at the neck. I took the head down the left path, and the body down the right path.\They felt seeing a severed head would be scary,\so they decided to take the right path.\Far along the right path, just as the note said, response:	they found a headless body.
context: when they arrived at a split in the path.\There, as if someone had foreseen their arrival,\they found a written note.\I killed someone. I cut them in two at the neck. I took the head down the left path, and the body down the right path.\They felt seeing a severed head would be scary,\so they decided to take the right path.\Far along the right path, just as the note said,\they found a headless body. response:	They felt a bit relieved.
context: There, as if someone had foreseen their arrival,\they found a written note.\I killed someone. I cut them in two at the neck. I took the head down the left path, and the body down the right path.\They felt seeing a severed head would be scary,\so they decided to take the right path.\Far along the right path, just as the note said,\they found a headless body.\They felt a bit relieved. response:	But then they found another note next to the body.
context: they found a written note.\I killed someone. I cut them in two at the neck. I took the head down the left path, and the body down the right path.\They felt seeing a severed head would be scary,\so they decided to take the right path.\Far along the right path, just as the note said,\they found a headless body.\They felt a bit relieved.\But then they found another note next to the body. response:	The head is coming up behind you.
context: I killed someone. I cut them in two at the neck. I took the head down the left path, and the body down the right path.\They felt seeing a severed head would be scary,\so they decided to take the right path.\Far along the right path, just as the note said,\they found a headless body.\They felt a bit relieved.\But then they found another note next to the body.\The head is coming up behind you. response:	That isn't scary at all!
context: They felt seeing a severed head would be scary,\so they decided to take the right path.\Far along the right path, just as the note said,\they found a headless body.\They felt a bit relieved.\But then they found another note next to the body.\The head is coming up behind you.\That isn't scary at all! response:	No!
context: so they decided to take the right path.\Far along the right path, just as the note said,\they found a headless body.\They felt a bit relieved.\But then they found another note next to the body.\The head is coming up behind you.\That isn't scary at all!\No! response:	I guess the scary story failed.
context: Far along the right path, just as the note said,\they found a headless body.\They felt a bit relieved.\But then they found another note next to the body.\The head is coming up behind you.\That isn't scary at all!\No!\I guess the scary story failed. response:	Come to think of it, Macchi, you're wearing a vest.
context: they found a headless body.\They felt a bit relieved.\But then they found another note next to the body.\The head is coming up behind you.\That isn't scary at all!\No!\I guess the scary story failed.\Come to think of it, Macchi, you're wearing a vest. response:	Huh?
context: They felt a bit relieved.\But then they found another note next to the body.\The head is coming up behind you.\That isn't scary at all!\No!\I guess the scary story failed.\Come to think of it, Macchi, you're wearing a vest.\Huh? response:	Oh, yeah. Aren't you hot?
context: But then they found another note next to the body.\The head is coming up behind you.\That isn't scary at all!\No!\I guess the scary story failed.\Come to think of it, Macchi, you're wearing a vest.\Huh?\Oh, yeah. Aren't you hot? response:	Oh, well... Hotter than I'd be without it, I guess.
context: The head is coming up behind you.\That isn't scary at all!\No!\I guess the scary story failed.\Come to think of it, Macchi, you're wearing a vest.\Huh?\Oh, yeah. Aren't you hot?\Oh, well... Hotter than I'd be without it, I guess. response:	Don't you get sweaty?
context: That isn't scary at all!\No!\I guess the scary story failed.\Come to think of it, Macchi, you're wearing a vest.\Huh?\Oh, yeah. Aren't you hot?\Oh, well... Hotter than I'd be without it, I guess.\Don't you get sweaty? response:	Or don't you sweat, Kyouko?
context: No!\I guess the scary story failed.\Come to think of it, Macchi, you're wearing a vest.\Huh?\Oh, yeah. Aren't you hot?\Oh, well... Hotter than I'd be without it, I guess.\Don't you get sweaty?\Or don't you sweat, Kyouko? response:	No, actually, I think I sweat quite a lot.
context: I guess the scary story failed.\Come to think of it, Macchi, you're wearing a vest.\Huh?\Oh, yeah. Aren't you hot?\Oh, well... Hotter than I'd be without it, I guess.\Don't you get sweaty?\Or don't you sweat, Kyouko?\No, actually, I think I sweat quite a lot. response:	Then why are you wearing a vest?
context: Come to think of it, Macchi, you're wearing a vest.\Huh?\Oh, yeah. Aren't you hot?\Oh, well... Hotter than I'd be without it, I guess.\Don't you get sweaty?\Or don't you sweat, Kyouko?\No, actually, I think I sweat quite a lot.\Then why are you wearing a vest? response:	Um... Well, because...
context: Huh?\Oh, yeah. Aren't you hot?\Oh, well... Hotter than I'd be without it, I guess.\Don't you get sweaty?\Or don't you sweat, Kyouko?\No, actually, I think I sweat quite a lot.\Then why are you wearing a vest?\Um... Well, because... response:	When I sweat, my underclothes show through my shirt.
context: Oh, yeah. Aren't you hot?\Oh, well... Hotter than I'd be without it, I guess.\Don't you get sweaty?\Or don't you sweat, Kyouko?\No, actually, I think I sweat quite a lot.\Then why are you wearing a vest?\Um... Well, because...\When I sweat, my underclothes show through my shirt. response:	Hey!
context: Oh, well... Hotter than I'd be without it, I guess.\Don't you get sweaty?\Or don't you sweat, Kyouko?\No, actually, I think I sweat quite a lot.\Then why are you wearing a vest?\Um... Well, because...\When I sweat, my underclothes show through my shirt.\Hey! response:	I brought popsicles...
context: Don't you get sweaty?\Or don't you sweat, Kyouko?\No, actually, I think I sweat quite a lot.\Then why are you wearing a vest?\Um... Well, because...\When I sweat, my underclothes show through my shirt.\Hey!\I brought popsicles... response:	for you?
context: Or don't you sweat, Kyouko?\No, actually, I think I sweat quite a lot.\Then why are you wearing a vest?\Um... Well, because...\When I sweat, my underclothes show through my shirt.\Hey!\I brought popsicles...\for you? response:	They're frozen!
context: No, actually, I think I sweat quite a lot.\Then why are you wearing a vest?\Um... Well, because...\When I sweat, my underclothes show through my shirt.\Hey!\I brought popsicles...\for you?\They're frozen! response:	Next Time The Dullahan Surpasses Space-Time
context: Then why are you wearing a vest?\Um... Well, because...\When I sweat, my underclothes show through my shirt.\Hey!\I brought popsicles...\for you?\They're frozen!\Next Time The Dullahan Surpasses Space-Time response:	The Dullahan Surpasses Space-Time.
