context: Fireworks Festival response:	Good morning.
context: A-Anyway, I'd better see what Honoka and Hishiro think...\It seems Oga just invited me to the fireworks festival.\I got it, too! Sounds like fun!\I got one, too.\I've been doing homework and studying all summer,\so it'll be nice to take a breather.\He sent it to everyone...\I got all worked up for nothing... response:	But sure, why not?
context: It seems Oga just invited me to the fireworks festival.\I got it, too! Sounds like fun!\I got one, too.\I've been doing homework and studying all summer,\so it'll be nice to take a breather.\He sent it to everyone...\I got all worked up for nothing...\But sure, why not? response:	That's just like Oga.
context: I got it, too! Sounds like fun!\I got one, too.\I've been doing homework and studying all summer,\so it'll be nice to take a breather.\He sent it to everyone...\I got all worked up for nothing...\But sure, why not?\That's just like Oga. response:	I got one, too. I've been doing homework and studying all summer, so it'll be nice to take a breather.
context: I got one, too.\I've been doing homework and studying all summer,\so it'll be nice to take a breather.\He sent it to everyone...\I got all worked up for nothing...\But sure, why not?\That's just like Oga.\I got one, too. I've been doing homework and studying all summer, so it'll be nice to take a breather. response:	Are you gonna wear a yukata, Hishiron?
context: I've been doing homework and studying all summer,\so it'll be nice to take a breather.\He sent it to everyone...\I got all worked up for nothing...\But sure, why not?\That's just like Oga.\I got one, too. I've been doing homework and studying all summer, so it'll be nice to take a breather.\Are you gonna wear a yukata, Hishiron? response:	I don't have one.
context: so it'll be nice to take a breather.\He sent it to everyone...\I got all worked up for nothing...\But sure, why not?\That's just like Oga.\I got one, too. I've been doing homework and studying all summer, so it'll be nice to take a breather.\Are you gonna wear a yukata, Hishiron?\I don't have one. response:	Are you gonna wear a yukata, Hishiron?
context: He sent it to everyone...\I got all worked up for nothing...\But sure, why not?\That's just like Oga.\I got one, too. I've been doing homework and studying all summer, so it'll be nice to take a breather.\Are you gonna wear a yukata, Hishiron?\I don't have one.\Are you gonna wear a yukata, Hishiron? response:	I don't have one.
context: I got all worked up for nothing...\But sure, why not?\That's just like Oga.\I got one, too. I've been doing homework and studying all summer, so it'll be nice to take a breather.\Are you gonna wear a yukata, Hishiron?\I don't have one.\Are you gonna wear a yukata, Hishiron?\I don't have one. response:	Then let's go shopping together! I was thinking of getting a new one myself.
context: But sure, why not?\That's just like Oga.\I got one, too. I've been doing homework and studying all summer, so it'll be nice to take a breather.\Are you gonna wear a yukata, Hishiron?\I don't have one.\Are you gonna wear a yukata, Hishiron?\I don't have one.\Then let's go shopping together! I was thinking of getting a new one myself. response:	NEXT EPISODE
context: That's just like Oga.\I got one, too. I've been doing homework and studying all summer, so it'll be nice to take a breather.\Are you gonna wear a yukata, Hishiron?\I don't have one.\Are you gonna wear a yukata, Hishiron?\I don't have one.\Then let's go shopping together! I was thinking of getting a new one myself.\NEXT EPISODE response:	Hishiro, do you like green?
context: I got one, too. I've been doing homework and studying all summer, so it'll be nice to take a breather.\Are you gonna wear a yukata, Hishiron?\I don't have one.\Are you gonna wear a yukata, Hishiron?\I don't have one.\Then let's go shopping together! I was thinking of getting a new one myself.\NEXT EPISODE\Hishiro, do you like green? response:	Yeah. You like drab colors, Kaizaki-san?
context: Are you gonna wear a yukata, Hishiron?\I don't have one.\Are you gonna wear a yukata, Hishiron?\I don't have one.\Then let's go shopping together! I was thinking of getting a new one myself.\NEXT EPISODE\Hishiro, do you like green?\Yeah. You like drab colors, Kaizaki-san? response:	Drab? I guess I own a lot of dark colors.
context: I don't have one.\Are you gonna wear a yukata, Hishiron?\I don't have one.\Then let's go shopping together! I was thinking of getting a new one myself.\NEXT EPISODE\Hishiro, do you like green?\Yeah. You like drab colors, Kaizaki-san?\Drab? I guess I own a lot of dark colors. response:	Oh, but I like bright colors, too. Red, or...
context: Are you gonna wear a yukata, Hishiron?\I don't have one.\Then let's go shopping together! I was thinking of getting a new one myself.\NEXT EPISODE\Hishiro, do you like green?\Yeah. You like drab colors, Kaizaki-san?\Drab? I guess I own a lot of dark colors.\Oh, but I like bright colors, too. Red, or... response:	Confession
context: I don't have one.\Then let's go shopping together! I was thinking of getting a new one myself.\NEXT EPISODE\Hishiro, do you like green?\Yeah. You like drab colors, Kaizaki-san?\Drab? I guess I own a lot of dark colors.\Oh, but I like bright colors, too. Red, or...\Confession response:	I'll keep that in mind.
context: Then let's go shopping together! I was thinking of getting a new one myself.\NEXT EPISODE\Hishiro, do you like green?\Yeah. You like drab colors, Kaizaki-san?\Drab? I guess I own a lot of dark colors.\Oh, but I like bright colors, too. Red, or...\Confession\I'll keep that in mind. response:	Huh? What for?
