context: Wood Shop response:	Wow, this is...
context: I will not.\But you're still under my protection.\Thank you for everything that you've done for me.\But I've decided.\I will live life on the surface.\Thank you.\I'm not coming back, either.\Apparently everyone in the family is stubborn. response:	Good grief.
context: But you're still under my protection.\Thank you for everything that you've done for me.\But I've decided.\I will live life on the surface.\Thank you.\I'm not coming back, either.\Apparently everyone in the family is stubborn.\Good grief. response:	Akari!
context: Thank you for everything that you've done for me.\But I've decided.\I will live life on the surface.\Thank you.\I'm not coming back, either.\Apparently everyone in the family is stubborn.\Good grief.\Akari! response:	Hikari!
context: But I've decided.\I will live life on the surface.\Thank you.\I'm not coming back, either.\Apparently everyone in the family is stubborn.\Good grief.\Akari!\Hikari! response:	Uroko-sama!
context: I will live life on the surface.\Thank you.\I'm not coming back, either.\Apparently everyone in the family is stubborn.\Good grief.\Akari!\Hikari!\Uroko-sama! response:	We must do everything we can.
context: Thank you.\I'm not coming back, either.\Apparently everyone in the family is stubborn.\Good grief.\Akari!\Hikari!\Uroko-sama!\We must do everything we can. response:	Why not give up?
context: I'm not coming back, either.\Apparently everyone in the family is stubborn.\Good grief.\Akari!\Hikari!\Uroko-sama!\We must do everything we can.\Why not give up? response:	No good will come of you going up to the surface.
context: Apparently everyone in the family is stubborn.\Good grief.\Akari!\Hikari!\Uroko-sama!\We must do everything we can.\Why not give up?\No good will come of you going up to the surface. response:	There will!
context: Good grief.\Akari!\Hikari!\Uroko-sama!\We must do everything we can.\Why not give up?\No good will come of you going up to the surface.\There will! response:	There's someone up there who's waiting for me!
context: Akari!\Hikari!\Uroko-sama!\We must do everything we can.\Why not give up?\No good will come of you going up to the surface.\There will!\There's someone up there who's waiting for me! response:	Uroko-sama! Why are you trying to stop us?!
context: Hikari!\Uroko-sama!\We must do everything we can.\Why not give up?\No good will come of you going up to the surface.\There will!\There's someone up there who's waiting for me!\Uroko-sama! Why are you trying to stop us?! response:	Because of a promise.
context: Uroko-sama!\We must do everything we can.\Why not give up?\No good will come of you going up to the surface.\There will!\There's someone up there who's waiting for me!\Uroko-sama! Why are you trying to stop us?!\Because of a promise. response:	A promise?
context: We must do everything we can.\Why not give up?\No good will come of you going up to the surface.\There will!\There's someone up there who's waiting for me!\Uroko-sama! Why are you trying to stop us?!\Because of a promise.\A promise? response:	I have to protect you both...
context: Why not give up?\No good will come of you going up to the surface.\There will!\There's someone up there who's waiting for me!\Uroko-sama! Why are you trying to stop us?!\Because of a promise.\A promise?\I have to protect you both... response:	as you are his descendants.
context: No good will come of you going up to the surface.\There will!\There's someone up there who's waiting for me!\Uroko-sama! Why are you trying to stop us?!\Because of a promise.\A promise?\I have to protect you both...\as you are his descendants. response:	Damn it!
context: There will!\There's someone up there who's waiting for me!\Uroko-sama! Why are you trying to stop us?!\Because of a promise.\A promise?\I have to protect you both...\as you are his descendants.\Damn it! response:	You leave me no choice.
context: There's someone up there who's waiting for me!\Uroko-sama! Why are you trying to stop us?!\Because of a promise.\A promise?\I have to protect you both...\as you are his descendants.\Damn it!\You leave me no choice. response:	What?
context: Uroko-sama! Why are you trying to stop us?!\Because of a promise.\A promise?\I have to protect you both...\as you are his descendants.\Damn it!\You leave me no choice.\What? response:	The water temperature suddenly...
context: Because of a promise.\A promise?\I have to protect you both...\as you are his descendants.\Damn it!\You leave me no choice.\What?\The water temperature suddenly... response:	This isn't good...
context: A promise?\I have to protect you both...\as you are his descendants.\Damn it!\You leave me no choice.\What?\The water temperature suddenly...\This isn't good... response:	At this rate, we'll freeze...
context: I have to protect you both...\as you are his descendants.\Damn it!\You leave me no choice.\What?\The water temperature suddenly...\This isn't good...\At this rate, we'll freeze... response:	Like hell I'm going to give up!
context: as you are his descendants.\Damn it!\You leave me no choice.\What?\The water temperature suddenly...\This isn't good...\At this rate, we'll freeze...\Like hell I'm going to give up! response:	I don't want to be... forced into the flow anymore.
context: Damn it!\You leave me no choice.\What?\The water temperature suddenly...\This isn't good...\At this rate, we'll freeze...\Like hell I'm going to give up!\I don't want to be... forced into the flow anymore. response:	Well, well, they're definitely giving it their all.
context: You leave me no choice.\What?\The water temperature suddenly...\This isn't good...\At this rate, we'll freeze...\Like hell I'm going to give up!\I don't want to be... forced into the flow anymore.\Well, well, they're definitely giving it their all. response:	Uroko-sama!
context: What?\The water temperature suddenly...\This isn't good...\At this rate, we'll freeze...\Like hell I'm going to give up!\I don't want to be... forced into the flow anymore.\Well, well, they're definitely giving it their all.\Uroko-sama! response:	Show some mercy... Please.
context: The water temperature suddenly...\This isn't good...\At this rate, we'll freeze...\Like hell I'm going to give up!\I don't want to be... forced into the flow anymore.\Well, well, they're definitely giving it their all.\Uroko-sama!\Show some mercy... Please. response:	Akari, now!
context: This isn't good...\At this rate, we'll freeze...\Like hell I'm going to give up!\I don't want to be... forced into the flow anymore.\Well, well, they're definitely giving it their all.\Uroko-sama!\Show some mercy... Please.\Akari, now! response:	R-Right!
context: At this rate, we'll freeze...\Like hell I'm going to give up!\I don't want to be... forced into the flow anymore.\Well, well, they're definitely giving it their all.\Uroko-sama!\Show some mercy... Please.\Akari, now!\R-Right! response:	Are you certain?
context: Like hell I'm going to give up!\I don't want to be... forced into the flow anymore.\Well, well, they're definitely giving it their all.\Uroko-sama!\Show some mercy... Please.\Akari, now!\R-Right!\Are you certain? response:	I want a shell from the sea that I love.
context: I don't want to be... forced into the flow anymore.\Well, well, they're definitely giving it their all.\Uroko-sama!\Show some mercy... Please.\Akari, now!\R-Right!\Are you certain?\I want a shell from the sea that I love. response:	I don't want you to go through the same thing, Akari.
context: Well, well, they're definitely giving it their all.\Uroko-sama!\Show some mercy... Please.\Akari, now!\R-Right!\Are you certain?\I want a shell from the sea that I love.\I don't want you to go through the same thing, Akari. response:	I don't care if I can't go back to the sea.
context: Uroko-sama!\Show some mercy... Please.\Akari, now!\R-Right!\Are you certain?\I want a shell from the sea that I love.\I don't want you to go through the same thing, Akari.\I don't care if I can't go back to the sea. response:	What's wrong with those two being together?
context: Show some mercy... Please.\Akari, now!\R-Right!\Are you certain?\I want a shell from the sea that I love.\I don't want you to go through the same thing, Akari.\I don't care if I can't go back to the sea.\What's wrong with those two being together? response:	Episode Eight: Beyond the Wavering Feelings
