context: That night, we had jammed until very late. response:	Our neighbors in the building came to complain...
context: Ren does the bass on the Sex Pistols tribute album,\and it is just incredibly awesome!\Oh really. I guess I need to do more research!\I see. That makes sense.\Oh, did I throw you off? I'm sorry!\No. Your bass is easy to sing with.\Will you join our band?\Yes, I'd be happy to! response:	Your singing and Nobu-san's guitar gave me the shivers!
context: and it is just incredibly awesome!\Oh really. I guess I need to do more research!\I see. That makes sense.\Oh, did I throw you off? I'm sorry!\No. Your bass is easy to sing with.\Will you join our band?\Yes, I'd be happy to!\Your singing and Nobu-san's guitar gave me the shivers! response:	Oh but... there's one thing you have to promise me first.
context: Oh really. I guess I need to do more research!\I see. That makes sense.\Oh, did I throw you off? I'm sorry!\No. Your bass is easy to sing with.\Will you join our band?\Yes, I'd be happy to!\Your singing and Nobu-san's guitar gave me the shivers!\Oh but... there's one thing you have to promise me first. response:	If you can't, then you're gonna hafta decline right this moment.
context: I see. That makes sense.\Oh, did I throw you off? I'm sorry!\No. Your bass is easy to sing with.\Will you join our band?\Yes, I'd be happy to!\Your singing and Nobu-san's guitar gave me the shivers!\Oh but... there's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment. response:	Shin, do better than Ren.
context: Oh, did I throw you off? I'm sorry!\No. Your bass is easy to sing with.\Will you join our band?\Yes, I'd be happy to!\Your singing and Nobu-san's guitar gave me the shivers!\Oh but... there's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren. response:	Yes! Of course, that's what I intend to do.
context: No. Your bass is easy to sing with.\Will you join our band?\Yes, I'd be happy to!\Your singing and Nobu-san's guitar gave me the shivers!\Oh but... there's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do. response:	Isn't that wonderful?
context: Will you join our band?\Yes, I'd be happy to!\Your singing and Nobu-san's guitar gave me the shivers!\Oh but... there's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful? response:	You found such a great bass player in such a short time!
context: Yes, I'd be happy to!\Your singing and Nobu-san's guitar gave me the shivers!\Oh but... there's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time! response:	And he's cute!
context: Your singing and Nobu-san's guitar gave me the shivers!\Oh but... there's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute! response:	So who do you have to thank? Hey, who do you have to thank?
context: Oh but... there's one thing you have to promise me first.\If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank? response:	What are you getting at?
context: If you can't, then you're gonna hafta decline right this moment.\Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank?\What are you getting at? response:	You want a prize that badly?
context: Shin, do better than Ren.\Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank?\What are you getting at?\You want a prize that badly? response:	Let's see, then...
context: Yes! Of course, that's what I intend to do.\Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank?\What are you getting at?\You want a prize that badly?\Let's see, then... response:	Don't litter!
context: Isn't that wonderful?\You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank?\What are you getting at?\You want a prize that badly?\Let's see, then...\Don't litter! response:	Thank you, Hachiko.
context: You found such a great bass player in such a short time!\And he's cute!\So who do you have to thank? Hey, who do you have to thank?\What are you getting at?\You want a prize that badly?\Let's see, then...\Don't litter!\Thank you, Hachiko. response:	I-I thought you didn't hit on women.
context: And he's cute!\So who do you have to thank? Hey, who do you have to thank?\What are you getting at?\You want a prize that badly?\Let's see, then...\Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women. response:	It's not right! I have a boyfriend!
context: So who do you have to thank? Hey, who do you have to thank?\What are you getting at?\You want a prize that badly?\Let's see, then...\Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women.\It's not right! I have a boyfriend! response:	What's she getting all uptight about over a kiss?
context: What are you getting at?\You want a prize that badly?\Let's see, then...\Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women.\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss? response:	It's not like she's a virgin.
context: You want a prize that badly?\Let's see, then...\Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women.\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin. response:	You'll never change.
context: Let's see, then...\Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women.\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin.\You'll never change. response:	Sorry, Shoji! I just kissed someone other than you!
context: Don't litter!\Thank you, Hachiko.\I-I thought you didn't hit on women.\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin.\You'll never change.\Sorry, Shoji! I just kissed someone other than you! response:	But she's a girl, so don't take it too hard, okay?
context: Thank you, Hachiko.\I-I thought you didn't hit on women.\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin.\You'll never change.\Sorry, Shoji! I just kissed someone other than you!\But she's a girl, so don't take it too hard, okay? response:	Wait...
context: I-I thought you didn't hit on women.\It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin.\You'll never change.\Sorry, Shoji! I just kissed someone other than you!\But she's a girl, so don't take it too hard, okay?\Wait... response:	This must look like I'm following her.
context: It's not right! I have a boyfriend!\What's she getting all uptight about over a kiss?\It's not like she's a virgin.\You'll never change.\Sorry, Shoji! I just kissed someone other than you!\But she's a girl, so don't take it too hard, okay?\Wait...\This must look like I'm following her. response:	Um...
context: What's she getting all uptight about over a kiss?\It's not like she's a virgin.\You'll never change.\Sorry, Shoji! I just kissed someone other than you!\But she's a girl, so don't take it too hard, okay?\Wait...\This must look like I'm following her.\Um... response:	Miss Kawamura...
context: It's not like she's a virgin.\You'll never change.\Sorry, Shoji! I just kissed someone other than you!\But she's a girl, so don't take it too hard, okay?\Wait...\This must look like I'm following her.\Um...\Miss Kawamura... response:	I'm not some molester.
context: You'll never change.\Sorry, Shoji! I just kissed someone other than you!\But she's a girl, so don't take it too hard, okay?\Wait...\This must look like I'm following her.\Um...\Miss Kawamura...\I'm not some molester. response:	Oh, Mr. Endo, it's you.
context: Sorry, Shoji! I just kissed someone other than you!\But she's a girl, so don't take it too hard, okay?\Wait...\This must look like I'm following her.\Um...\Miss Kawamura...\I'm not some molester.\Oh, Mr. Endo, it's you. response:	Sorry about that. You scared me for a minute there.
context: But she's a girl, so don't take it too hard, okay?\Wait...\This must look like I'm following her.\Um...\Miss Kawamura...\I'm not some molester.\Oh, Mr. Endo, it's you.\Sorry about that. You scared me for a minute there. response:	This is a quiet street. It's not safe walking alone.
context: Wait...\This must look like I'm following her.\Um...\Miss Kawamura...\I'm not some molester.\Oh, Mr. Endo, it's you.\Sorry about that. You scared me for a minute there.\This is a quiet street. It's not safe walking alone. response:	But it's a shortcut to the station and if I don't hurry,
context: This must look like I'm following her.\Um...\Miss Kawamura...\I'm not some molester.\Oh, Mr. Endo, it's you.\Sorry about that. You scared me for a minute there.\This is a quiet street. It's not safe walking alone.\But it's a shortcut to the station and if I don't hurry, response:	I'll miss the last train.
context: Um...\Miss Kawamura...\I'm not some molester.\Oh, Mr. Endo, it's you.\Sorry about that. You scared me for a minute there.\This is a quiet street. It's not safe walking alone.\But it's a shortcut to the station and if I don't hurry,\I'll miss the last train. response:	Oh, me too. Shall we run together then?
context: Miss Kawamura...\I'm not some molester.\Oh, Mr. Endo, it's you.\Sorry about that. You scared me for a minute there.\This is a quiet street. It's not safe walking alone.\But it's a shortcut to the station and if I don't hurry,\I'll miss the last train.\Oh, me too. Shall we run together then? response:	Yes!
context: I'm not some molester.\Oh, Mr. Endo, it's you.\Sorry about that. You scared me for a minute there.\This is a quiet street. It's not safe walking alone.\But it's a shortcut to the station and if I don't hurry,\I'll miss the last train.\Oh, me too. Shall we run together then?\Yes! response:	You're not getting on the same train are you, Sachiko?
context: Oh, Mr. Endo, it's you.\Sorry about that. You scared me for a minute there.\This is a quiet street. It's not safe walking alone.\But it's a shortcut to the station and if I don't hurry,\I'll miss the last train.\Oh, me too. Shall we run together then?\Yes!\You're not getting on the same train are you, Sachiko? response:	Oh, good. I made it.
context: Sorry about that. You scared me for a minute there.\This is a quiet street. It's not safe walking alone.\But it's a shortcut to the station and if I don't hurry,\I'll miss the last train.\Oh, me too. Shall we run together then?\Yes!\You're not getting on the same train are you, Sachiko?\Oh, good. I made it. response:	Don't tell me we're getting off at the same station, Sachiko.
context: This is a quiet street. It's not safe walking alone.\But it's a shortcut to the station and if I don't hurry,\I'll miss the last train.\Oh, me too. Shall we run together then?\Yes!\You're not getting on the same train are you, Sachiko?\Oh, good. I made it.\Don't tell me we're getting off at the same station, Sachiko. response:	Where are you getting off, Mr. Endo?
context: But it's a shortcut to the station and if I don't hurry,\I'll miss the last train.\Oh, me too. Shall we run together then?\Yes!\You're not getting on the same train are you, Sachiko?\Oh, good. I made it.\Don't tell me we're getting off at the same station, Sachiko.\Where are you getting off, Mr. Endo? response:	My stop's the third one.
context: I'll miss the last train.\Oh, me too. Shall we run together then?\Yes!\You're not getting on the same train are you, Sachiko?\Oh, good. I made it.\Don't tell me we're getting off at the same station, Sachiko.\Where are you getting off, Mr. Endo?\My stop's the third one. response:	How about you, Sachi... Er, ah... Miss Kawamura?
context: Oh, me too. Shall we run together then?\Yes!\You're not getting on the same train are you, Sachiko?\Oh, good. I made it.\Don't tell me we're getting off at the same station, Sachiko.\Where are you getting off, Mr. Endo?\My stop's the third one.\How about you, Sachi... Er, ah... Miss Kawamura? response:	Mine's the second stop.
context: Yes!\You're not getting on the same train are you, Sachiko?\Oh, good. I made it.\Don't tell me we're getting off at the same station, Sachiko.\Where are you getting off, Mr. Endo?\My stop's the third one.\How about you, Sachi... Er, ah... Miss Kawamura?\Mine's the second stop. response:	Oh, uh, will you be okay walking home from the station?
context: You're not getting on the same train are you, Sachiko?\Oh, good. I made it.\Don't tell me we're getting off at the same station, Sachiko.\Where are you getting off, Mr. Endo?\My stop's the third one.\How about you, Sachi... Er, ah... Miss Kawamura?\Mine's the second stop.\Oh, uh, will you be okay walking home from the station? response:	Yes I'll be fine. I live right across from the station.
context: Oh, good. I made it.\Don't tell me we're getting off at the same station, Sachiko.\Where are you getting off, Mr. Endo?\My stop's the third one.\How about you, Sachi... Er, ah... Miss Kawamura?\Mine's the second stop.\Oh, uh, will you be okay walking home from the station?\Yes I'll be fine. I live right across from the station. response:	Is that so?
context: Don't tell me we're getting off at the same station, Sachiko.\Where are you getting off, Mr. Endo?\My stop's the third one.\How about you, Sachi... Er, ah... Miss Kawamura?\Mine's the second stop.\Oh, uh, will you be okay walking home from the station?\Yes I'll be fine. I live right across from the station.\Is that so? response:	That's a relief then.
context: Where are you getting off, Mr. Endo?\My stop's the third one.\How about you, Sachi... Er, ah... Miss Kawamura?\Mine's the second stop.\Oh, uh, will you be okay walking home from the station?\Yes I'll be fine. I live right across from the station.\Is that so?\That's a relief then. response:	Thank you. You're so kind, Mr. Endo.
context: My stop's the third one.\How about you, Sachi... Er, ah... Miss Kawamura?\Mine's the second stop.\Oh, uh, will you be okay walking home from the station?\Yes I'll be fine. I live right across from the station.\Is that so?\That's a relief then.\Thank you. You're so kind, Mr. Endo. response:	Good night.
context: How about you, Sachi... Er, ah... Miss Kawamura?\Mine's the second stop.\Oh, uh, will you be okay walking home from the station?\Yes I'll be fine. I live right across from the station.\Is that so?\That's a relief then.\Thank you. You're so kind, Mr. Endo.\Good night. response:	She's pretty cute, that Sachiko!
context: Mine's the second stop.\Oh, uh, will you be okay walking home from the station?\Yes I'll be fine. I live right across from the station.\Is that so?\That's a relief then.\Thank you. You're so kind, Mr. Endo.\Good night.\She's pretty cute, that Sachiko! response:	Quite a difference from the make-believe Sachiko!
context: Oh, uh, will you be okay walking home from the station?\Yes I'll be fine. I live right across from the station.\Is that so?\That's a relief then.\Thank you. You're so kind, Mr. Endo.\Good night.\She's pretty cute, that Sachiko!\Quite a difference from the make-believe Sachiko! response:	This isn't good! I'll hafta keep away from her!
context: Yes I'll be fine. I live right across from the station.\Is that so?\That's a relief then.\Thank you. You're so kind, Mr. Endo.\Good night.\She's pretty cute, that Sachiko!\Quite a difference from the make-believe Sachiko!\This isn't good! I'll hafta keep away from her! response:	That was so much fun!
context: Is that so?\That's a relief then.\Thank you. You're so kind, Mr. Endo.\Good night.\She's pretty cute, that Sachiko!\Quite a difference from the make-believe Sachiko!\This isn't good! I'll hafta keep away from her!\That was so much fun! response:	Settle down! You're making me cold!
context: That's a relief then.\Thank you. You're so kind, Mr. Endo.\Good night.\She's pretty cute, that Sachiko!\Quite a difference from the make-believe Sachiko!\This isn't good! I'll hafta keep away from her!\That was so much fun!\Settle down! You're making me cold! response:	D-D-Don't come onto this side of the bed!
context: Thank you. You're so kind, Mr. Endo.\Good night.\She's pretty cute, that Sachiko!\Quite a difference from the make-believe Sachiko!\This isn't good! I'll hafta keep away from her!\That was so much fun!\Settle down! You're making me cold!\D-D-Don't come onto this side of the bed! response:	Whose bed is this anyway?
context: Good night.\She's pretty cute, that Sachiko!\Quite a difference from the make-believe Sachiko!\This isn't good! I'll hafta keep away from her!\That was so much fun!\Settle down! You're making me cold!\D-D-Don't come onto this side of the bed!\Whose bed is this anyway? response:	If you don't like it, sleep on the floor!
context: She's pretty cute, that Sachiko!\Quite a difference from the make-believe Sachiko!\This isn't good! I'll hafta keep away from her!\That was so much fun!\Settle down! You're making me cold!\D-D-Don't come onto this side of the bed!\Whose bed is this anyway?\If you don't like it, sleep on the floor! response:	There!
context: Quite a difference from the make-believe Sachiko!\This isn't good! I'll hafta keep away from her!\That was so much fun!\Settle down! You're making me cold!\D-D-Don't come onto this side of the bed!\Whose bed is this anyway?\If you don't like it, sleep on the floor!\There! response:	Come on!
context: This isn't good! I'll hafta keep away from her!\That was so much fun!\Settle down! You're making me cold!\D-D-Don't come onto this side of the bed!\Whose bed is this anyway?\If you don't like it, sleep on the floor!\There!\Come on! response:	There!
context: That was so much fun!\Settle down! You're making me cold!\D-D-Don't come onto this side of the bed!\Whose bed is this anyway?\If you don't like it, sleep on the floor!\There!\Come on!\There! response:	Hey!
context: Settle down! You're making me cold!\D-D-Don't come onto this side of the bed!\Whose bed is this anyway?\If you don't like it, sleep on the floor!\There!\Come on!\There!\Hey! response:	I can tell you honestly now, my feelings of looking up to you,
context: D-D-Don't come onto this side of the bed!\Whose bed is this anyway?\If you don't like it, sleep on the floor!\There!\Come on!\There!\Hey!\I can tell you honestly now, my feelings of looking up to you, response:	it was quite a lot like falling in love.
context: Whose bed is this anyway?\If you don't like it, sleep on the floor!\There!\Come on!\There!\Hey!\I can tell you honestly now, my feelings of looking up to you,\it was quite a lot like falling in love. response:	I really wasn't ready to grow up.
context: If you don't like it, sleep on the floor!\There!\Come on!\There!\Hey!\I can tell you honestly now, my feelings of looking up to you,\it was quite a lot like falling in love.\I really wasn't ready to grow up. response:	Yet within the reality of being expected to fend for myself,
context: There!\Come on!\There!\Hey!\I can tell you honestly now, my feelings of looking up to you,\it was quite a lot like falling in love.\I really wasn't ready to grow up.\Yet within the reality of being expected to fend for myself, response:	you always showed me the sweetest dreams.
context: Come on!\There!\Hey!\I can tell you honestly now, my feelings of looking up to you,\it was quite a lot like falling in love.\I really wasn't ready to grow up.\Yet within the reality of being expected to fend for myself,\you always showed me the sweetest dreams. response:	It was like first love in its happiest moments.
context: There!\Hey!\I can tell you honestly now, my feelings of looking up to you,\it was quite a lot like falling in love.\I really wasn't ready to grow up.\Yet within the reality of being expected to fend for myself,\you always showed me the sweetest dreams.\It was like first love in its happiest moments. response:	I reached into the sky
context: Hey!\I can tell you honestly now, my feelings of looking up to you,\it was quite a lot like falling in love.\I really wasn't ready to grow up.\Yet within the reality of being expected to fend for myself,\you always showed me the sweetest dreams.\It was like first love in its happiest moments.\I reached into the sky response:	But I couldn't reach what I wanted
context: I can tell you honestly now, my feelings of looking up to you,\it was quite a lot like falling in love.\I really wasn't ready to grow up.\Yet within the reality of being expected to fend for myself,\you always showed me the sweetest dreams.\It was like first love in its happiest moments.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: it was quite a lot like falling in love.\I really wasn't ready to grow up.\Yet within the reality of being expected to fend for myself,\you always showed me the sweetest dreams.\It was like first love in its happiest moments.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: I really wasn't ready to grow up.\Yet within the reality of being expected to fend for myself,\you always showed me the sweetest dreams.\It was like first love in its happiest moments.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: Yet within the reality of being expected to fend for myself,\you always showed me the sweetest dreams.\It was like first love in its happiest moments.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: you always showed me the sweetest dreams.\It was like first love in its happiest moments.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: It was like first love in its happiest moments.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
