context: She wants to replace Iwasawa? response:	Not a chance...
context: I was in the baseball club, and we were aiming for Koushien.\It was ridiculously hot, and my mouth tasted like dirt.\I remember that.\It was the finals of the regional tournament.\Last inning, two outs, runners on second and third.\It was a simple fly ball to second.\Everyone knew where it was going to land.\But... response:	Did I catch it or miss it?
context: It was ridiculously hot, and my mouth tasted like dirt.\I remember that.\It was the finals of the regional tournament.\Last inning, two outs, runners on second and third.\It was a simple fly ball to second.\Everyone knew where it was going to land.\But...\Did I catch it or miss it? response:	I don't remember that moment at all.
context: I remember that.\It was the finals of the regional tournament.\Last inning, two outs, runners on second and third.\It was a simple fly ball to second.\Everyone knew where it was going to land.\But...\Did I catch it or miss it?\I don't remember that moment at all. response:	Well, if I'd caught it there's no way I'd forget, right?
context: It was the finals of the regional tournament.\Last inning, two outs, runners on second and third.\It was a simple fly ball to second.\Everyone knew where it was going to land.\But...\Did I catch it or miss it?\I don't remember that moment at all.\Well, if I'd caught it there's no way I'd forget, right? response:	I'm sure I missed it.
context: Last inning, two outs, runners on second and third.\It was a simple fly ball to second.\Everyone knew where it was going to land.\But...\Did I catch it or miss it?\I don't remember that moment at all.\Well, if I'd caught it there's no way I'd forget, right?\I'm sure I missed it. response:	I have nothing to say to him.
context: It was a simple fly ball to second.\Everyone knew where it was going to land.\But...\Did I catch it or miss it?\I don't remember that moment at all.\Well, if I'd caught it there's no way I'd forget, right?\I'm sure I missed it.\I have nothing to say to him. response:	He ruined all of our efforts over the last three years.
context: Everyone knew where it was going to land.\But...\Did I catch it or miss it?\I don't remember that moment at all.\Well, if I'd caught it there's no way I'd forget, right?\I'm sure I missed it.\I have nothing to say to him.\He ruined all of our efforts over the last three years. response:	What a bad luck charm.
context: But...\Did I catch it or miss it?\I don't remember that moment at all.\Well, if I'd caught it there's no way I'd forget, right?\I'm sure I missed it.\I have nothing to say to him.\He ruined all of our efforts over the last three years.\What a bad luck charm. response:	Don't say too much.
context: Did I catch it or miss it?\I don't remember that moment at all.\Well, if I'd caught it there's no way I'd forget, right?\I'm sure I missed it.\I have nothing to say to him.\He ruined all of our efforts over the last three years.\What a bad luck charm.\Don't say too much. response:	He hasn't even moved since we got back.
context: I don't remember that moment at all.\Well, if I'd caught it there's no way I'd forget, right?\I'm sure I missed it.\I have nothing to say to him.\He ruined all of our efforts over the last three years.\What a bad luck charm.\Don't say too much.\He hasn't even moved since we got back. response:	I wish he'd get his act together again.
context: Well, if I'd caught it there's no way I'd forget, right?\I'm sure I missed it.\I have nothing to say to him.\He ruined all of our efforts over the last three years.\What a bad luck charm.\Don't say too much.\He hasn't even moved since we got back.\I wish he'd get his act together again. response:	I'm worried about him. I'll ask senpai what to do.
context: I'm sure I missed it.\I have nothing to say to him.\He ruined all of our efforts over the last three years.\What a bad luck charm.\Don't say too much.\He hasn't even moved since we got back.\I wish he'd get his act together again.\I'm worried about him. I'll ask senpai what to do. response:	Yo.
context: I have nothing to say to him.\He ruined all of our efforts over the last three years.\What a bad luck charm.\Don't say too much.\He hasn't even moved since we got back.\I wish he'd get his act together again.\I'm worried about him. I'll ask senpai what to do.\Yo. response:	I heard what happened.
context: He ruined all of our efforts over the last three years.\What a bad luck charm.\Don't say too much.\He hasn't even moved since we got back.\I wish he'd get his act together again.\I'm worried about him. I'll ask senpai what to do.\Yo.\I heard what happened. response:	What a bummer.
context: What a bad luck charm.\Don't say too much.\He hasn't even moved since we got back.\I wish he'd get his act together again.\I'm worried about him. I'll ask senpai what to do.\Yo.\I heard what happened.\What a bummer. response:	Must be harsh for you.
context: Don't say too much.\He hasn't even moved since we got back.\I wish he'd get his act together again.\I'm worried about him. I'll ask senpai what to do.\Yo.\I heard what happened.\What a bummer.\Must be harsh for you. response:	What you need right now is...
context: He hasn't even moved since we got back.\I wish he'd get his act together again.\I'm worried about him. I'll ask senpai what to do.\Yo.\I heard what happened.\What a bummer.\Must be harsh for you.\What you need right now is... response:	this, right?
context: I wish he'd get his act together again.\I'm worried about him. I'll ask senpai what to do.\Yo.\I heard what happened.\What a bummer.\Must be harsh for you.\What you need right now is...\this, right? response:	It's all good.
context: I'm worried about him. I'll ask senpai what to do.\Yo.\I heard what happened.\What a bummer.\Must be harsh for you.\What you need right now is...\this, right?\It's all good. response:	Don't think too hard about it.
context: Yo.\I heard what happened.\What a bummer.\Must be harsh for you.\What you need right now is...\this, right?\It's all good.\Don't think too hard about it. response:	Just try it out.
context: I heard what happened.\What a bummer.\Must be harsh for you.\What you need right now is...\this, right?\It's all good.\Don't think too hard about it.\Just try it out. response:	It'll calm your nerves.
context: What a bummer.\Must be harsh for you.\What you need right now is...\this, right?\It's all good.\Don't think too hard about it.\Just try it out.\It'll calm your nerves. response:	Will you...
context: Must be harsh for you.\What you need right now is...\this, right?\It's all good.\Don't think too hard about it.\Just try it out.\It'll calm your nerves.\Will you... response:	disappear?
context: What you need right now is...\this, right?\It's all good.\Don't think too hard about it.\Just try it out.\It'll calm your nerves.\Will you...\disappear? response:	If we win this match...
context: this, right?\It's all good.\Don't think too hard about it.\Just try it out.\It'll calm your nerves.\Will you...\disappear?\If we win this match... response:	Will you disappear?
context: It's all good.\Don't think too hard about it.\Just try it out.\It'll calm your nerves.\Will you...\disappear?\If we win this match...\Will you disappear? response:	No way.
context: Don't think too hard about it.\Just try it out.\It'll calm your nerves.\Will you...\disappear?\If we win this match...\Will you disappear?\No way. response:	What's that all of a sudden?
context: Just try it out.\It'll calm your nerves.\Will you...\disappear?\If we win this match...\Will you disappear?\No way.\What's that all of a sudden? response:	Like I'd disappear.
context: It'll calm your nerves.\Will you...\disappear?\If we win this match...\Will you disappear?\No way.\What's that all of a sudden?\Like I'd disappear. response:	Finish it, Otonashi!
context: Will you...\disappear?\If we win this match...\Will you disappear?\No way.\What's that all of a sudden?\Like I'd disappear.\Finish it, Otonashi! response:	No way...
context: disappear?\If we win this match...\Will you disappear?\No way.\What's that all of a sudden?\Like I'd disappear.\Finish it, Otonashi!\No way... response:	Fly ball to second?
context: If we win this match...\Will you disappear?\No way.\What's that all of a sudden?\Like I'd disappear.\Finish it, Otonashi!\No way...\Fly ball to second? response:	Same as back then...
context: Will you disappear?\No way.\What's that all of a sudden?\Like I'd disappear.\Finish it, Otonashi!\No way...\Fly ball to second?\Same as back then... response:	Hinata!
context: No way.\What's that all of a sudden?\Like I'd disappear.\Finish it, Otonashi!\No way...\Fly ball to second?\Same as back then...\Hinata! response:	If I catch this, will it all be over?
context: What's that all of a sudden?\Like I'd disappear.\Finish it, Otonashi!\No way...\Fly ball to second?\Same as back then...\Hinata!\If I catch this, will it all be over? response:	That'd be the best feeling...
context: Like I'd disappear.\Finish it, Otonashi!\No way...\Fly ball to second?\Same as back then...\Hinata!\If I catch this, will it all be over?\That'd be the best feeling... response:	Don't catch it Hinata!
context: Finish it, Otonashi!\No way...\Fly ball to second?\Same as back then...\Hinata!\If I catch this, will it all be over?\That'd be the best feeling...\Don't catch it Hinata! response:	I don't want you to disappear!
context: No way...\Fly ball to second?\Same as back then...\Hinata!\If I catch this, will it all be over?\That'd be the best feeling...\Don't catch it Hinata!\I don't want you to disappear! response:	You let your guard down!
context: Fly ball to second?\Same as back then...\Hinata!\If I catch this, will it all be over?\That'd be the best feeling...\Don't catch it Hinata!\I don't want you to disappear!\You let your guard down! response:	You've put me in an inverted swastika hold one too many times, you damn...
context: Same as back then...\Hinata!\If I catch this, will it all be over?\That'd be the best feeling...\Don't catch it Hinata!\I don't want you to disappear!\You let your guard down!\You've put me in an inverted swastika hold one too many times, you damn... response:	Home in!
context: Hinata!\If I catch this, will it all be over?\That'd be the best feeling...\Don't catch it Hinata!\I don't want you to disappear!\You let your guard down!\You've put me in an inverted swastika hold one too many times, you damn...\Home in! response:	You little...
context: If I catch this, will it all be over?\That'd be the best feeling...\Don't catch it Hinata!\I don't want you to disappear!\You let your guard down!\You've put me in an inverted swastika hold one too many times, you damn...\Home in!\You little... response:	At a time like this...
context: That'd be the best feeling...\Don't catch it Hinata!\I don't want you to disappear!\You let your guard down!\You've put me in an inverted swastika hold one too many times, you damn...\Home in!\You little...\At a time like this... response:	What the hell are you doing?!
context: Don't catch it Hinata!\I don't want you to disappear!\You let your guard down!\You've put me in an inverted swastika hold one too many times, you damn...\Home in!\You little...\At a time like this...\What the hell are you doing?! response:	Sorry! Sorry!
context: I don't want you to disappear!\You let your guard down!\You've put me in an inverted swastika hold one too many times, you damn...\Home in!\You little...\At a time like this...\What the hell are you doing?!\Sorry! Sorry! response:	I know what I did wrong!
context: You let your guard down!\You've put me in an inverted swastika hold one too many times, you damn...\Home in!\You little...\At a time like this...\What the hell are you doing?!\Sorry! Sorry!\I know what I did wrong! response:	I don't care!
context: You've put me in an inverted swastika hold one too many times, you damn...\Home in!\You little...\At a time like this...\What the hell are you doing?!\Sorry! Sorry!\I know what I did wrong!\I don't care! response:	Home in!
context: Home in!\You little...\At a time like this...\What the hell are you doing?!\Sorry! Sorry!\I know what I did wrong!\I don't care!\Home in! response:	Game set!
context: You little...\At a time like this...\What the hell are you doing?!\Sorry! Sorry!\I know what I did wrong!\I don't care!\Home in!\Game set! response:	Damn you!
context: At a time like this...\What the hell are you doing?!\Sorry! Sorry!\I know what I did wrong!\I don't care!\Home in!\Game set!\Damn you! response:	I'll never forgive you for this!
context: What the hell are you doing?!\Sorry! Sorry!\I know what I did wrong!\I don't care!\Home in!\Game set!\Damn you!\I'll never forgive you for this! response:	Die! Just die!
context: Sorry! Sorry!\I know what I did wrong!\I don't care!\Home in!\Game set!\Damn you!\I'll never forgive you for this!\Die! Just die! response:	You two...
context: I know what I did wrong!\I don't care!\Home in!\Game set!\Damn you!\I'll never forgive you for this!\Die! Just die!\You two... response:	Just disappear please.
context: I don't care!\Home in!\Game set!\Damn you!\I'll never forgive you for this!\Die! Just die!\You two...\Just disappear please. response:	The test is starting.
context: Home in!\Game set!\Damn you!\I'll never forgive you for this!\Die! Just die!\You two...\Just disappear please.\The test is starting. response:	It DID come!
context: Game set!\Damn you!\I'll never forgive you for this!\Die! Just die!\You two...\Just disappear please.\The test is starting.\It DID come! response:	I call for their retirement!
context: Damn you!\I'll never forgive you for this!\Die! Just die!\You two...\Just disappear please.\The test is starting.\It DID come!\I call for their retirement! response:	What were you doing?
context: I'll never forgive you for this!\Die! Just die!\You two...\Just disappear please.\The test is starting.\It DID come!\I call for their retirement!\What were you doing? response:	The plan is almost perfect.
context: Die! Just die!\You two...\Just disappear please.\The test is starting.\It DID come!\I call for their retirement!\What were you doing?\The plan is almost perfect. response:	Kyaa! You're the best!
context: You two...\Just disappear please.\The test is starting.\It DID come!\I call for their retirement!\What were you doing?\The plan is almost perfect.\Kyaa! You're the best! response:	What do we fight against?
context: Just disappear please.\The test is starting.\It DID come!\I call for their retirement!\What were you doing?\The plan is almost perfect.\Kyaa! You're the best!\What do we fight against? response:	What's that!!!
context: The test is starting.\It DID come!\I call for their retirement!\What were you doing?\The plan is almost perfect.\Kyaa! You're the best!\What do we fight against?\What's that!!! response:	This is the last song Iwasawa left behind.
context: It DID come!\I call for their retirement!\What were you doing?\The plan is almost perfect.\Kyaa! You're the best!\What do we fight against?\What's that!!!\This is the last song Iwasawa left behind. response:	About the physics test...
context: I call for their retirement!\What were you doing?\The plan is almost perfect.\Kyaa! You're the best!\What do we fight against?\What's that!!!\This is the last song Iwasawa left behind.\About the physics test... response:	I only fall in love seriously!
context: What were you doing?\The plan is almost perfect.\Kyaa! You're the best!\What do we fight against?\What's that!!!\This is the last song Iwasawa left behind.\About the physics test...\I only fall in love seriously! response:	That's comical...
context: The plan is almost perfect.\Kyaa! You're the best!\What do we fight against?\What's that!!!\This is the last song Iwasawa left behind.\About the physics test...\I only fall in love seriously!\That's comical... response:	I even stole that simplest of joys...
context: Kyaa! You're the best!\What do we fight against?\What's that!!!\This is the last song Iwasawa left behind.\About the physics test...\I only fall in love seriously!\That's comical...\I even stole that simplest of joys... response:	TS SECTION
context: What do we fight against?\What's that!!!\This is the last song Iwasawa left behind.\About the physics test...\I only fall in love seriously!\That's comical...\I even stole that simplest of joys...\TS SECTION response:	Academy Dining Hall
context: What's that!!!\This is the last song Iwasawa left behind.\About the physics test...\I only fall in love seriously!\That's comical...\I even stole that simplest of joys...\TS SECTION\Academy Dining Hall response:	Gymnasium - Rear
context: This is the last song Iwasawa left behind.\About the physics test...\I only fall in love seriously!\That's comical...\I even stole that simplest of joys...\TS SECTION\Academy Dining Hall\Gymnasium - Rear response:	Teacher's Block - Rear
context: About the physics test...\I only fall in love seriously!\That's comical...\I even stole that simplest of joys...\TS SECTION\Academy Dining Hall\Gymnasium - Rear\Teacher's Block - Rear response:	Gymnasium Storeroom
context: I only fall in love seriously!\That's comical...\I even stole that simplest of joys...\TS SECTION\Academy Dining Hall\Gymnasium - Rear\Teacher's Block - Rear\Gymnasium Storeroom response:	Below Contact Bridge 2 - Riverbank
context: That's comical...\I even stole that simplest of joys...\TS SECTION\Academy Dining Hall\Gymnasium - Rear\Teacher's Block - Rear\Gymnasium Storeroom\Below Contact Bridge 2 - Riverbank response:	Study Block A - Roof
context: I even stole that simplest of joys...\TS SECTION\Academy Dining Hall\Gymnasium - Rear\Teacher's Block - Rear\Gymnasium Storeroom\Below Contact Bridge 2 - Riverbank\Study Block A - Roof response:	Classroom Block C - Corridor
context: TS SECTION\Academy Dining Hall\Gymnasium - Rear\Teacher's Block - Rear\Gymnasium Storeroom\Below Contact Bridge 2 - Riverbank\Study Block A - Roof\Classroom Block C - Corridor response:	First ball sports arena - Baseball field
context: Academy Dining Hall\Gymnasium - Rear\Teacher's Block - Rear\Gymnasium Storeroom\Below Contact Bridge 2 - Riverbank\Study Block A - Roof\Classroom Block C - Corridor\First ball sports arena - Baseball field response:	Second ball sports arena - Grounds
context: Gymnasium - Rear\Teacher's Block - Rear\Gymnasium Storeroom\Below Contact Bridge 2 - Riverbank\Study Block A - Roof\Classroom Block C - Corridor\First ball sports arena - Baseball field\Second ball sports arena - Grounds response:	Anti - Angel Operations Headquarters
context: Teacher's Block - Rear\Gymnasium Storeroom\Below Contact Bridge 2 - Riverbank\Study Block A - Roof\Classroom Block C - Corridor\First ball sports arena - Baseball field\Second ball sports arena - Grounds\Anti - Angel Operations Headquarters response:	mezamete wa kurikaesu nemuri asa wa
context: Gymnasium Storeroom\Below Contact Bridge 2 - Riverbank\Study Block A - Roof\Classroom Block C - Corridor\First ball sports arena - Baseball field\Second ball sports arena - Grounds\Anti - Angel Operations Headquarters\mezamete wa kurikaesu nemuri asa wa response:	eri no tai wo kitsuku shime
context: Below Contact Bridge 2 - Riverbank\Study Block A - Roof\Classroom Block C - Corridor\First ball sports arena - Baseball field\Second ball sports arena - Grounds\Anti - Angel Operations Headquarters\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime response:	kyoushitsu no doa kuguru to
context: Study Block A - Roof\Classroom Block C - Corridor\First ball sports arena - Baseball field\Second ball sports arena - Grounds\Anti - Angel Operations Headquarters\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to response:	honno sukoshi mune wo hatte arukidaseru
context: Classroom Block C - Corridor\First ball sports arena - Baseball field\Second ball sports arena - Grounds\Anti - Angel Operations Headquarters\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru response:	sonna nichijou ni fukinukeru kaze
context: First ball sports arena - Baseball field\Second ball sports arena - Grounds\Anti - Angel Operations Headquarters\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze response:	kikoeta ki ga shita
context: Second ball sports arena - Grounds\Anti - Angel Operations Headquarters\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita response:	kanjita ki ga shitanda
context: Anti - Angel Operations Headquarters\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda response:	furuedasu ima kono mune de
context: mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de response:	mou kuru ki ga shita
context: eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita response:	iku oku no hoshi ga kie satteku no wo
context: kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo response:	miokutta te wo futta yokatta ne to
context: honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to response:	HO
context: sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO response:	OO
context: kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO response:	I open my eyes again, to a sleepy morning
context: kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning response:	I tighten the tie around my neck
context: furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck response:	When I pass through the door of the classroom
context: mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom response:	I puff my chest out with a little bit of pride
context: iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride response:	A wind that blows past everyday life
context: miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life response:	I thought I heard it
context: HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it response:	I thought I felt it
context: OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it response:	It started to shake within my chest
context: I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest response:	I felt it would come now
context: I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now response:	I watched countless stars as they vanished
context: When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished response:	I waved goodbye, I'm glad
context: I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad response:	itsumo hitori de aruiteta
context: A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta response:	furikaeru to minna wa tooku
context: I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku response:	sore demo atashi wa aruita
context: I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita response:	sore ga tsuyosa datta
context: It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta response:	mou nani mo kowakunai
context: I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai response:	sou tsubuyaitemiseru
context: I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru response:	itsuka hito wa hitori ni natte
context: I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte response:	omoide no naka ni ikiteku dake
context: itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake response:	kodoku sae aishi waratterareru you ni
context: furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni response:	atashi wa tatakaunda
context: sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda response:	namida nante misenainda
context: sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda response:	HH
context: mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH response:	I've always walked alone
context: sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone response:	When I turn around, everyone's far behind
context: itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind response:	Even so, I kept walking
context: omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking response:	That was what strength was
context: kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was response:	I'm not afraid of anything anymore,
context: atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore, response:	I try to whisper to myself
context: namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself response:	Everyone becomes alone someday
context: HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday response:	They live on only in memories
context: I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories response:	So I can laugh with my heart, even in this loneliness
context: When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness response:	I will fight
context: Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight response:	I will show no tears
context: That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears response:	Mazui presents
