context: Gashako? response:	TL note: Japs think you're supposed to eat KFC on Christmas.
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	(Temporary) Perfect Crime Club
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club response:	You've never seen a manga like this before!!
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: (Temporary) Perfect Crime Club\(Temporary) Perfect Crime Club\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: (Temporary) Perfect Crime Club\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	You've never seen a manga like this before!!
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!! response:	Editor: Miura
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\Editor: Miura response:	Editor: Miura
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\Editor: Miura\Editor: Miura response:	Editor: Miura
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\Editor: Miura\Editor: Miura\Editor: Miura response:	Editor: Miura
context: You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\You've never seen a manga like this before!!\Editor: Miura\Editor: Miura\Editor: Miura\Editor: Miura response:	Editor: Miura
