context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land J
context: - Oh, what are we going to do? -\Oh, no.\I got you!\Got it!\Look, there goes the ship! It's sinking!\May I have your attention.\Anyone who didn't leave the ship safely, please say aye.\Good. Well done. Everyone's safe, then. response:	Not everyone, Captain. And as the St. Anne heads to
context: Oh, no.\I got you!\Got it!\Look, there goes the ship! It's sinking!\May I have your attention.\Anyone who didn't leave the ship safely, please say aye.\Good. Well done. Everyone's safe, then.\Not everyone, Captain. And as the St. Anne heads to response:	the bottom of the sea, our heroes are trapped unconscious inside.
context: I got you!\Got it!\Look, there goes the ship! It's sinking!\May I have your attention.\Anyone who didn't leave the ship safely, please say aye.\Good. Well done. Everyone's safe, then.\Not everyone, Captain. And as the St. Anne heads to\the bottom of the sea, our heroes are trapped unconscious inside. response:	And so is Team Rocket.
context: Got it!\Look, there goes the ship! It's sinking!\May I have your attention.\Anyone who didn't leave the ship safely, please say aye.\Good. Well done. Everyone's safe, then.\Not everyone, Captain. And as the St. Anne heads to\the bottom of the sea, our heroes are trapped unconscious inside.\And so is Team Rocket. response:	Could this be the end?
context: Look, there goes the ship! It's sinking!\May I have your attention.\Anyone who didn't leave the ship safely, please say aye.\Good. Well done. Everyone's safe, then.\Not everyone, Captain. And as the St. Anne heads to\the bottom of the sea, our heroes are trapped unconscious inside.\And so is Team Rocket.\Could this be the end? response:	How will they escape their watery fate?
context: May I have your attention.\Anyone who didn't leave the ship safely, please say aye.\Good. Well done. Everyone's safe, then.\Not everyone, Captain. And as the St. Anne heads to\the bottom of the sea, our heroes are trapped unconscious inside.\And so is Team Rocket.\Could this be the end?\How will they escape their watery fate? response:	I don't know, but I have a terrible sinking feeling.
context: Anyone who didn't leave the ship safely, please say aye.\Good. Well done. Everyone's safe, then.\Not everyone, Captain. And as the St. Anne heads to\the bottom of the sea, our heroes are trapped unconscious inside.\And so is Team Rocket.\Could this be the end?\How will they escape their watery fate?\I don't know, but I have a terrible sinking feeling. response:	J Pokemon! J
context: Good. Well done. Everyone's safe, then.\Not everyone, Captain. And as the St. Anne heads to\the bottom of the sea, our heroes are trapped unconscious inside.\And so is Team Rocket.\Could this be the end?\How will they escape their watery fate?\I don't know, but I have a terrible sinking feeling.\J Pokemon! J response:	Get those lips loose! Its time to Pokerap!
context: Not everyone, Captain. And as the St. Anne heads to\the bottom of the sea, our heroes are trapped unconscious inside.\And so is Team Rocket.\Could this be the end?\How will they escape their watery fate?\I don't know, but I have a terrible sinking feeling.\J Pokemon! J\Get those lips loose! Its time to Pokerap! response:	Come on, sing em with me! Thats the game!
context: the bottom of the sea, our heroes are trapped unconscious inside.\And so is Team Rocket.\Could this be the end?\How will they escape their watery fate?\I don't know, but I have a terrible sinking feeling.\J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game! response:	Theres 150 Pokemon. How many can you name?
context: And so is Team Rocket.\Could this be the end?\How will they escape their watery fate?\I don't know, but I have a terrible sinking feeling.\J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name? response:	J Gotta catch'em all Gotta catch'em all!
context: Could this be the end?\How will they escape their watery fate?\I don't know, but I have a terrible sinking feeling.\J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all Gotta catch'em all! response:	J Gotta catch'em all J Gotta catch'em all J
context: How will they escape their watery fate?\I don't know, but I have a terrible sinking feeling.\J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all Gotta catch'em all!\J Gotta catch'em all J Gotta catch'em all J response:	J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J
context: I don't know, but I have a terrible sinking feeling.\J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all Gotta catch'em all!\J Gotta catch'em all J Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J response:	J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J
context: J Pokemon! J\Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all Gotta catch'em all!\J Gotta catch'em all J Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J response:	-J Graveler, Voltorb, Gloom J -We're almost home!
context: Get those lips loose! Its time to Pokerap!\Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all Gotta catch'em all!\J Gotta catch'em all J Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\-J Graveler, Voltorb, Gloom J -We're almost home! response:	J Gotta catch'em all Gotta catch'em all J
context: Come on, sing em with me! Thats the game!\Theres 150 Pokemon. How many can you name?\J Gotta catch'em all Gotta catch'em all!\J Gotta catch'em all J Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\-J Graveler, Voltorb, Gloom J -We're almost home!\J Gotta catch'em all Gotta catch'em all J response:	J Gotta catch'em all Gotta catch'em all J
context: Theres 150 Pokemon. How many can you name?\J Gotta catch'em all Gotta catch'em all!\J Gotta catch'em all J Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\-J Graveler, Voltorb, Gloom J -We're almost home!\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J response:	J Gotta catch'em all, Pokemon! J
context: J Gotta catch'em all Gotta catch'em all!\J Gotta catch'em all J Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\-J Graveler, Voltorb, Gloom J -We're almost home!\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all, Pokemon! J response:	J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J
context: J Gotta catch'em all J Gotta catch'em all J\J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\-J Graveler, Voltorb, Gloom J -We're almost home!\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J response:	J Slowpoke, Pidgeot, Arbok J
context: J Sandslash, Hitmonlee, Psyduck Arcanine, Eevee, Exeggutor J\J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\-J Graveler, Voltorb, Gloom J -We're almost home!\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\J Slowpoke, Pidgeot, Arbok J response:	That's all, folks!
context: J Kabutops, Zapdos, Dratini Growlithe, Mr. Mime, Cubone J\-J Graveler, Voltorb, Gloom J -We're almost home!\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\J Slowpoke, Pidgeot, Arbok J\That's all, folks! response:	Can you name all the Pokemon?
context: -J Graveler, Voltorb, Gloom J -We're almost home!\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\J Slowpoke, Pidgeot, Arbok J\That's all, folks!\Can you name all the Pokemon? response:	Just put todays song together with the other days of the week.
context: J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\J Slowpoke, Pidgeot, Arbok J\That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week. response:	Thats why you cant miss a show.
context: J Gotta catch'em all Gotta catch'em all J\J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\J Slowpoke, Pidgeot, Arbok J\That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show. response:	You gotta catch em all!
context: J Gotta catch'em all, Pokemon! J\J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\J Slowpoke, Pidgeot, Arbok J\That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch em all! response:	J Catch'em, catch'em Gotta catch'em all J
context: J Charmeleon, Wartortle, Mewtwo Tentacruel, Aerodactyl, Omanyte J\J Slowpoke, Pidgeot, Arbok J\That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch em all!\J Catch'em, catch'em Gotta catch'em all J response:	J Gotta catch'em all, Pokemon J
context: J Slowpoke, Pidgeot, Arbok J\That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch em all!\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J response:	J Catch'em, catch'em Gotta catch'em all J
context: That's all, folks!\Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch em all!\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em Gotta catch'em all J response:	J Gotta catch'em all, Pokemon J
context: Can you name all the Pokemon?\Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch em all!\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J response:	J Catch'em, catch'em, Gotta catch'em all J
context: Just put todays song together with the other days of the week.\Thats why you cant miss a show.\You gotta catch em all!\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em, Gotta catch'em all J response:	J Gotta catch'em all Pokemon! J
context: Thats why you cant miss a show.\You gotta catch em all!\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em, Gotta catch'em all J\J Gotta catch'em all Pokemon! J response:	J To catch them is my real test To train them is my cause J
context: You gotta catch em all!\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em, Gotta catch'em all J\J Gotta catch'em all Pokemon! J\J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em, Gotta catch'em all J\J Gotta catch'em all Pokemon! J\J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J response:	J Teach Pokemon to understand The power that's inside J
context: J Gotta catch'em all, Pokemon J\J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em, Gotta catch'em all J\J Gotta catch'em all Pokemon! J\J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J response:	J Pokemon! Gotta catch'em all! It's you and me J
context: J Catch'em, catch'em Gotta catch'em all J\J Gotta catch'em all, Pokemon J\J Catch'em, catch'em, Gotta catch'em all J\J Gotta catch'em all Pokemon! J\J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J response:	J I know it's my destiny, Pokemon! J
context: J Gotta catch'em all, Pokemon J\J Catch'em, catch'em, Gotta catch'em all J\J Gotta catch'em all Pokemon! J\J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny, Pokemon! J response:	J Oh, you're my best friend In a world we must defend J
context: J Catch'em, catch'em, Gotta catch'em all J\J Gotta catch'em all Pokemon! J\J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny, Pokemon! J\J Oh, you're my best friend In a world we must defend J response:	J Pokemon! Gotta catch'em all A heart so true J
context: J Gotta catch'em all Pokemon! J\J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny, Pokemon! J\J Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J response:	J Our courage will pull us through J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny, Pokemon! J\J Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J\J Our courage will pull us through J response:	J You teach me and I'll teach you Pokemon! J
context: J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny, Pokemon! J\J Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J\J Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J response:	JGotta catch'em all Gotta catch'em all J
context: J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny, Pokemon! J\J Oh, you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J\J Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\JGotta catch'em all Gotta catch'em all J response:	J Pokemon! J
