context: Now Silver Sword's here, too? response:	Look, another one!
context: It hurts, doesn't it?\But this doesn't count as combat.\What did you do to the guild hall?!\What's that look for?!\Tohya!\Don't get cocky, brat.\There's nowhere you can go!\Both of us... We have nowhere to go! response:	Who are you?
context: But this doesn't count as combat.\What did you do to the guild hall?!\What's that look for?!\Tohya!\Don't get cocky, brat.\There's nowhere you can go!\Both of us... We have nowhere to go!\Who are you? response:	I was sure I'd added every member of Hamelin to the blacklist.
context: What did you do to the guild hall?!\What's that look for?!\Tohya!\Don't get cocky, brat.\There's nowhere you can go!\Both of us... We have nowhere to go!\Who are you?\I was sure I'd added every member of Hamelin to the blacklist. response:	Huh?
context: What's that look for?!\Tohya!\Don't get cocky, brat.\There's nowhere you can go!\Both of us... We have nowhere to go!\Who are you?\I was sure I'd added every member of Hamelin to the blacklist.\Huh? response:	Oh? My lord?
context: Tohya!\Don't get cocky, brat.\There's nowhere you can go!\Both of us... We have nowhere to go!\Who are you?\I was sure I'd added every member of Hamelin to the blacklist.\Huh?\Oh? My lord? response:	I'm sorry, I missed one.
context: Don't get cocky, brat.\There's nowhere you can go!\Both of us... We have nowhere to go!\Who are you?\I was sure I'd added every member of Hamelin to the blacklist.\Huh?\Oh? My lord?\I'm sorry, I missed one. response:	His name is...
context: There's nowhere you can go!\Both of us... We have nowhere to go!\Who are you?\I was sure I'd added every member of Hamelin to the blacklist.\Huh?\Oh? My lord?\I'm sorry, I missed one.\His name is... response:	Schreider/ Adventurer
context: Both of us... We have nowhere to go!\Who are you?\I was sure I'd added every member of Hamelin to the blacklist.\Huh?\Oh? My lord?\I'm sorry, I missed one.\His name is...\Schreider/ Adventurer response:	Schreider?
context: Who are you?\I was sure I'd added every member of Hamelin to the blacklist.\Huh?\Oh? My lord?\I'm sorry, I missed one.\His name is...\Schreider/ Adventurer\Schreider? response:	Just as the name suggests,
context: I was sure I'd added every member of Hamelin to the blacklist.\Huh?\Oh? My lord?\I'm sorry, I missed one.\His name is...\Schreider/ Adventurer\Schreider?\Just as the name suggests, response:	his face looks like it's been through a shredder.
context: Huh?\Oh? My lord?\I'm sorry, I missed one.\His name is...\Schreider/ Adventurer\Schreider?\Just as the name suggests,\his face looks like it's been through a shredder. response:	Yes.
context: Oh? My lord?\I'm sorry, I missed one.\His name is...\Schreider/ Adventurer\Schreider?\Just as the name suggests,\his face looks like it's been through a shredder.\Yes. response:	Wh-What are you babbling about?!
context: I'm sorry, I missed one.\His name is...\Schreider/ Adventurer\Schreider?\Just as the name suggests,\his face looks like it's been through a shredder.\Yes.\Wh-What are you babbling about?! response:	Wh-What just...
context: His name is...\Schreider/ Adventurer\Schreider?\Just as the name suggests,\his face looks like it's been through a shredder.\Yes.\Wh-What are you babbling about?!\Wh-What just... response:	Ow! Ow!
context: Schreider/ Adventurer\Schreider?\Just as the name suggests,\his face looks like it's been through a shredder.\Yes.\Wh-What are you babbling about?!\Wh-What just...\Ow! Ow! response:	So this doesn't count as combat, huh?
context: Schreider?\Just as the name suggests,\his face looks like it's been through a shredder.\Yes.\Wh-What are you babbling about?!\Wh-What just...\Ow! Ow!\So this doesn't count as combat, huh? response:	I'm really glad to hear that!
context: Just as the name suggests,\his face looks like it's been through a shredder.\Yes.\Wh-What are you babbling about?!\Wh-What just...\Ow! Ow!\So this doesn't count as combat, huh?\I'm really glad to hear that! response:	M-My luck's run out...
context: his face looks like it's been through a shredder.\Yes.\Wh-What are you babbling about?!\Wh-What just...\Ow! Ow!\So this doesn't count as combat, huh?\I'm really glad to hear that!\M-My luck's run out... response:	One down, shrimp.
context: Yes.\Wh-What are you babbling about?!\Wh-What just...\Ow! Ow!\So this doesn't count as combat, huh?\I'm really glad to hear that!\M-My luck's run out...\One down, shrimp. response:	Don't call me shrimp!
context: Wh-What are you babbling about?!\Wh-What just...\Ow! Ow!\So this doesn't count as combat, huh?\I'm really glad to hear that!\M-My luck's run out...\One down, shrimp.\Don't call me shrimp! response:	Tohya and Minori, right?
context: Wh-What just...\Ow! Ow!\So this doesn't count as combat, huh?\I'm really glad to hear that!\M-My luck's run out...\One down, shrimp.\Don't call me shrimp!\Tohya and Minori, right? response:	I'm Akatsuki.
context: Ow! Ow!\So this doesn't count as combat, huh?\I'm really glad to hear that!\M-My luck's run out...\One down, shrimp.\Don't call me shrimp!\Tohya and Minori, right?\I'm Akatsuki. response:	I'm a ninja of my lord, Shiroe.
context: So this doesn't count as combat, huh?\I'm really glad to hear that!\M-My luck's run out...\One down, shrimp.\Don't call me shrimp!\Tohya and Minori, right?\I'm Akatsuki.\I'm a ninja of my lord, Shiroe. response:	You and your friends are safe now.
context: I'm really glad to hear that!\M-My luck's run out...\One down, shrimp.\Don't call me shrimp!\Tohya and Minori, right?\I'm Akatsuki.\I'm a ninja of my lord, Shiroe.\You and your friends are safe now. response:	My lord is fighting on another battlefield.
context: M-My luck's run out...\One down, shrimp.\Don't call me shrimp!\Tohya and Minori, right?\I'm Akatsuki.\I'm a ninja of my lord, Shiroe.\You and your friends are safe now.\My lord is fighting on another battlefield. response:	Why don't we start by getting you a bath?
context: One down, shrimp.\Don't call me shrimp!\Tohya and Minori, right?\I'm Akatsuki.\I'm a ninja of my lord, Shiroe.\You and your friends are safe now.\My lord is fighting on another battlefield.\Why don't we start by getting you a bath? response:	You still have other things to say, don't you, Shiroe?
context: Don't call me shrimp!\Tohya and Minori, right?\I'm Akatsuki.\I'm a ninja of my lord, Shiroe.\You and your friends are safe now.\My lord is fighting on another battlefield.\Why don't we start by getting you a bath?\You still have other things to say, don't you, Shiroe? response:	That's true...
context: Tohya and Minori, right?\I'm Akatsuki.\I'm a ninja of my lord, Shiroe.\You and your friends are safe now.\My lord is fighting on another battlefield.\Why don't we start by getting you a bath?\You still have other things to say, don't you, Shiroe?\That's true... response:	No matter what you say,
context: I'm Akatsuki.\I'm a ninja of my lord, Shiroe.\You and your friends are safe now.\My lord is fighting on another battlefield.\Why don't we start by getting you a bath?\You still have other things to say, don't you, Shiroe?\That's true...\No matter what you say, response:	you're still in a position to blackmail us.
context: I'm a ninja of my lord, Shiroe.\You and your friends are safe now.\My lord is fighting on another battlefield.\Why don't we start by getting you a bath?\You still have other things to say, don't you, Shiroe?\That's true...\No matter what you say,\you're still in a position to blackmail us. response:	Do you all really think that this town...
context: You and your friends are safe now.\My lord is fighting on another battlefield.\Why don't we start by getting you a bath?\You still have other things to say, don't you, Shiroe?\That's true...\No matter what you say,\you're still in a position to blackmail us.\Do you all really think that this town... response:	No, all this world's adventurers are okay as things currently are?
context: My lord is fighting on another battlefield.\Why don't we start by getting you a bath?\You still have other things to say, don't you, Shiroe?\That's true...\No matter what you say,\you're still in a position to blackmail us.\Do you all really think that this town...\No, all this world's adventurers are okay as things currently are? response:	I have two goals.
context: Why don't we start by getting you a bath?\You still have other things to say, don't you, Shiroe?\That's true...\No matter what you say,\you're still in a position to blackmail us.\Do you all really think that this town...\No, all this world's adventurers are okay as things currently are?\I have two goals. response:	First, to restore life to everyone in this town.
context: You still have other things to say, don't you, Shiroe?\That's true...\No matter what you say,\you're still in a position to blackmail us.\Do you all really think that this town...\No, all this world's adventurers are okay as things currently are?\I have two goals.\First, to restore life to everyone in this town. response:	And in the long term, in this world.
context: That's true...\No matter what you say,\you're still in a position to blackmail us.\Do you all really think that this town...\No, all this world's adventurers are okay as things currently are?\I have two goals.\First, to restore life to everyone in this town.\And in the long term, in this world. response:	My other is
context: No matter what you say,\you're still in a position to blackmail us.\Do you all really think that this town...\No, all this world's adventurers are okay as things currently are?\I have two goals.\First, to restore life to everyone in this town.\And in the long term, in this world.\My other is response:	to create laws that, if nothing else, bind the people of this town.
context: you're still in a position to blackmail us.\Do you all really think that this town...\No, all this world's adventurers are okay as things currently are?\I have two goals.\First, to restore life to everyone in this town.\And in the long term, in this world.\My other is\to create laws that, if nothing else, bind the people of this town. response:	Does anyone here oppose these two goals?
context: Do you all really think that this town...\No, all this world's adventurers are okay as things currently are?\I have two goals.\First, to restore life to everyone in this town.\And in the long term, in this world.\My other is\to create laws that, if nothing else, bind the people of this town.\Does anyone here oppose these two goals? response:	My lord, the escape was a success.
context: No, all this world's adventurers are okay as things currently are?\I have two goals.\First, to restore life to everyone in this town.\And in the long term, in this world.\My other is\to create laws that, if nothing else, bind the people of this town.\Does anyone here oppose these two goals?\My lord, the escape was a success. response:	I told you to stop laughing!
context: I have two goals.\First, to restore life to everyone in this town.\And in the long term, in this world.\My other is\to create laws that, if nothing else, bind the people of this town.\Does anyone here oppose these two goals?\My lord, the escape was a success.\I told you to stop laughing! response:	If you're that insistent, then I'll make a proposal of my own.
context: First, to restore life to everyone in this town.\And in the long term, in this world.\My other is\to create laws that, if nothing else, bind the people of this town.\Does anyone here oppose these two goals?\My lord, the escape was a success.\I told you to stop laughing!\If you're that insistent, then I'll make a proposal of my own. response:	Why don't you tell us specifically what Log Horizon has in mind?
context: And in the long term, in this world.\My other is\to create laws that, if nothing else, bind the people of this town.\Does anyone here oppose these two goals?\My lord, the escape was a success.\I told you to stop laughing!\If you're that insistent, then I'll make a proposal of my own.\Why don't you tell us specifically what Log Horizon has in mind? response:	Shiroe succeeds in rescuing the new players, but his battle continues.
context: My other is\to create laws that, if nothing else, bind the people of this town.\Does anyone here oppose these two goals?\My lord, the escape was a success.\I told you to stop laughing!\If you're that insistent, then I'll make a proposal of my own.\Why don't you tell us specifically what Log Horizon has in mind?\Shiroe succeeds in rescuing the new players, but his battle continues. response:	His goal is to create a place where he belongs.
context: to create laws that, if nothing else, bind the people of this town.\Does anyone here oppose these two goals?\My lord, the escape was a success.\I told you to stop laughing!\If you're that insistent, then I'll make a proposal of my own.\Why don't you tell us specifically what Log Horizon has in mind?\Shiroe succeeds in rescuing the new players, but his battle continues.\His goal is to create a place where he belongs. response:	But it belongs to more than himself alone.
context: Does anyone here oppose these two goals?\My lord, the escape was a success.\I told you to stop laughing!\If you're that insistent, then I'll make a proposal of my own.\Why don't you tell us specifically what Log Horizon has in mind?\Shiroe succeeds in rescuing the new players, but his battle continues.\His goal is to create a place where he belongs.\But it belongs to more than himself alone. response:	He has friends and those needing his protection.
context: My lord, the escape was a success.\I told you to stop laughing!\If you're that insistent, then I'll make a proposal of my own.\Why don't you tell us specifically what Log Horizon has in mind?\Shiroe succeeds in rescuing the new players, but his battle continues.\His goal is to create a place where he belongs.\But it belongs to more than himself alone.\He has friends and those needing his protection. response:	A place where they can sit under the stars, eating curry.
context: I told you to stop laughing!\If you're that insistent, then I'll make a proposal of my own.\Why don't you tell us specifically what Log Horizon has in mind?\Shiroe succeeds in rescuing the new players, but his battle continues.\His goal is to create a place where he belongs.\But it belongs to more than himself alone.\He has friends and those needing his protection.\A place where they can sit under the stars, eating curry. response:	Grab It in Your Hand
context: If you're that insistent, then I'll make a proposal of my own.\Why don't you tell us specifically what Log Horizon has in mind?\Shiroe succeeds in rescuing the new players, but his battle continues.\His goal is to create a place where he belongs.\But it belongs to more than himself alone.\He has friends and those needing his protection.\A place where they can sit under the stars, eating curry.\Grab It in Your Hand response:	Next time: Grab It in Your Hand.
context: Why don't you tell us specifically what Log Horizon has in mind?\Shiroe succeeds in rescuing the new players, but his battle continues.\His goal is to create a place where he belongs.\But it belongs to more than himself alone.\He has friends and those needing his protection.\A place where they can sit under the stars, eating curry.\Grab It in Your Hand\Next time: Grab It in Your Hand. response:	This is our reality.
