context: Quit part-time job response:	Thanks for your support so far.
context: I have no courage to see him again.\I couldn't change myself.\I ran away again and failed to save you again.\I'm still a coward.\From now on... you... will change,\Zaara-zan...\Thank you for meeting me, Sho-chan.\Hey, stop it! response:	Nishimiya.
context: I couldn't change myself.\I ran away again and failed to save you again.\I'm still a coward.\From now on... you... will change,\Zaara-zan...\Thank you for meeting me, Sho-chan.\Hey, stop it!\Nishimiya. response:	I found you.
context: I ran away again and failed to save you again.\I'm still a coward.\From now on... you... will change,\Zaara-zan...\Thank you for meeting me, Sho-chan.\Hey, stop it!\Nishimiya.\I found you. response:	Are you doing well?
context: I'm still a coward.\From now on... you... will change,\Zaara-zan...\Thank you for meeting me, Sho-chan.\Hey, stop it!\Nishimiya.\I found you.\Are you doing well? response:	Somewhat.
context: From now on... you... will change,\Zaara-zan...\Thank you for meeting me, Sho-chan.\Hey, stop it!\Nishimiya.\I found you.\Are you doing well?\Somewhat. response:	Strange, isn't it?
context: Zaara-zan...\Thank you for meeting me, Sho-chan.\Hey, stop it!\Nishimiya.\I found you.\Are you doing well?\Somewhat.\Strange, isn't it? response:	I think
context: Thank you for meeting me, Sho-chan.\Hey, stop it!\Nishimiya.\I found you.\Are you doing well?\Somewhat.\Strange, isn't it?\I think response:	that I'll die.
context: Hey, stop it!\Nishimiya.\I found you.\Are you doing well?\Somewhat.\Strange, isn't it?\I think\that I'll die. response:	Oh.
context: Nishimiya.\I found you.\Are you doing well?\Somewhat.\Strange, isn't it?\I think\that I'll die.\Oh. response:	Tuesday is almost over.
context: I found you.\Are you doing well?\Somewhat.\Strange, isn't it?\I think\that I'll die.\Oh.\Tuesday is almost over. response:	Bye.
context: Are you doing well?\Somewhat.\Strange, isn't it?\I think\that I'll die.\Oh.\Tuesday is almost over.\Bye. response:	Nishimiya.
context: Somewhat.\Strange, isn't it?\I think\that I'll die.\Oh.\Tuesday is almost over.\Bye.\Nishimiya. response:	What's this?
context: Strange, isn't it?\I think\that I'll die.\Oh.\Tuesday is almost over.\Bye.\Nishimiya.\What's this? response:	Hey mom!
context: I think\that I'll die.\Oh.\Tuesday is almost over.\Bye.\Nishimiya.\What's this?\Hey mom! response:	This...
context: that I'll die.\Oh.\Tuesday is almost over.\Bye.\Nishimiya.\What's this?\Hey mom!\This... response:	Get rid of this!
context: Oh.\Tuesday is almost over.\Bye.\Nishimiya.\What's this?\Hey mom!\This...\Get rid of this! response:	Nishimiya
context: Tuesday is almost over.\Bye.\Nishimiya.\What's this?\Hey mom!\This...\Get rid of this!\Nishimiya response:	Nishimiya
context: Bye.\Nishimiya.\What's this?\Hey mom!\This...\Get rid of this!\Nishimiya\Nishimiya response:	Nishimiya
context: Nishimiya.\What's this?\Hey mom!\This...\Get rid of this!\Nishimiya\Nishimiya\Nishimiya response:	Nishimiya
context: What's this?\Hey mom!\This...\Get rid of this!\Nishimiya\Nishimiya\Nishimiya\Nishimiya response:	Nishimiya
context: Hey mom!\This...\Get rid of this!\Nishimiya\Nishimiya\Nishimiya\Nishimiya\Nishimiya response:	Yo!
context: This...\Get rid of this!\Nishimiya\Nishimiya\Nishimiya\Nishimiya\Nishimiya\Yo! response:	Ha.
context: Get rid of this!\Nishimiya\Nishimiya\Nishimiya\Nishimiya\Nishimiya\Yo!\Ha. response:	Pff!
context: Nishimiya\Nishimiya\Nishimiya\Nishimiya\Nishimiya\Yo!\Ha.\Pff! response:	Well...
context: Nishimiya\Nishimiya\Nishimiya\Nishimiya\Yo!\Ha.\Pff!\Well... response:	Are you all right?
context: Nishimiya\Nishimiya\Nishimiya\Yo!\Ha.\Pff!\Well...\Are you all right? response:	Yes.
context: Nishimiya\Nishimiya\Yo!\Ha.\Pff!\Well...\Are you all right?\Yes. response:	I'm glad to know
context: Nishimiya\Yo!\Ha.\Pff!\Well...\Are you all right?\Yes.\I'm glad to know response:	you are okay.
context: Yo!\Ha.\Pff!\Well...\Are you all right?\Yes.\I'm glad to know\you are okay. response:	Nishimiya.
context: Ha.\Pff!\Well...\Are you all right?\Yes.\I'm glad to know\you are okay.\Nishimiya. response:	I'm also okay now,
context: Pff!\Well...\Are you all right?\Yes.\I'm glad to know\you are okay.\Nishimiya.\I'm also okay now, response:	more or less.
context: Well...\Are you all right?\Yes.\I'm glad to know\you are okay.\Nishimiya.\I'm also okay now,\more or less. response:	Please stop making such a serious face.
context: Are you all right?\Yes.\I'm glad to know\you are okay.\Nishimiya.\I'm also okay now,\more or less.\Please stop making such a serious face. response:	And, let me say...
context: Yes.\I'm glad to know\you are okay.\Nishimiya.\I'm also okay now,\more or less.\Please stop making such a serious face.\And, let me say... response:	Nishimiya-san.
context: I'm glad to know\you are okay.\Nishimiya.\I'm also okay now,\more or less.\Please stop making such a serious face.\And, let me say...\Nishimiya-san. response:	I am sorry.
context: you are okay.\Nishimiya.\I'm also okay now,\more or less.\Please stop making such a serious face.\And, let me say...\Nishimiya-san.\I am sorry. response:	I never really apologized for what I did in the past.
context: Nishimiya.\I'm also okay now,\more or less.\Please stop making such a serious face.\And, let me say...\Nishimiya-san.\I am sorry.\I never really apologized for what I did in the past. response:	In addition, what I did after we met again.
context: I'm also okay now,\more or less.\Please stop making such a serious face.\And, let me say...\Nishimiya-san.\I am sorry.\I never really apologized for what I did in the past.\In addition, what I did after we met again. response:	So many things I did.
context: more or less.\Please stop making such a serious face.\And, let me say...\Nishimiya-san.\I am sorry.\I never really apologized for what I did in the past.\In addition, what I did after we met again.\So many things I did. response:	Perhaps,
context: Please stop making such a serious face.\And, let me say...\Nishimiya-san.\I am sorry.\I never really apologized for what I did in the past.\In addition, what I did after we met again.\So many things I did.\Perhaps, response:	I interpret you
context: And, let me say...\Nishimiya-san.\I am sorry.\I never really apologized for what I did in the past.\In addition, what I did after we met again.\So many things I did.\Perhaps,\I interpret you response:	to suit my interest.
context: Nishimiya-san.\I am sorry.\I never really apologized for what I did in the past.\In addition, what I did after we met again.\So many things I did.\Perhaps,\I interpret you\to suit my interest. response:	Actually, I want to
context: I am sorry.\I never really apologized for what I did in the past.\In addition, what I did after we met again.\So many things I did.\Perhaps,\I interpret you\to suit my interest.\Actually, I want to response:	talk more
context: I never really apologized for what I did in the past.\In addition, what I did after we met again.\So many things I did.\Perhaps,\I interpret you\to suit my interest.\Actually, I want to\talk more response:	with you.
context: In addition, what I did after we met again.\So many things I did.\Perhaps,\I interpret you\to suit my interest.\Actually, I want to\talk more\with you. response:	Perhaps that's all.
context: So many things I did.\Perhaps,\I interpret you\to suit my interest.\Actually, I want to\talk more\with you.\Perhaps that's all. response:	But my selfish behavior had hurt you,
context: Perhaps,\I interpret you\to suit my interest.\Actually, I want to\talk more\with you.\Perhaps that's all.\But my selfish behavior had hurt you, response:	and forced you to make the worst choice.
context: I interpret you\to suit my interest.\Actually, I want to\talk more\with you.\Perhaps that's all.\But my selfish behavior had hurt you,\and forced you to make the worst choice. response:	Nooo, That'z not correct.
context: to suit my interest.\Actually, I want to\talk more\with you.\Perhaps that's all.\But my selfish behavior had hurt you,\and forced you to make the worst choice.\Nooo, That'z not correct. response:	It'z becauze I had not changed,
context: Actually, I want to\talk more\with you.\Perhaps that's all.\But my selfish behavior had hurt you,\and forced you to make the worst choice.\Nooo, That'z not correct.\It'z becauze I had not changed, response:	you failed.
context: talk more\with you.\Perhaps that's all.\But my selfish behavior had hurt you,\and forced you to make the worst choice.\Nooo, That'z not correct.\It'z becauze I had not changed,\you failed. response:	I am
context: with you.\Perhaps that's all.\But my selfish behavior had hurt you,\and forced you to make the worst choice.\Nooo, That'z not correct.\It'z becauze I had not changed,\you failed.\I am response:	to be blamed altogether.
context: Perhaps that's all.\But my selfish behavior had hurt you,\and forced you to make the worst choice.\Nooo, That'z not correct.\It'z becauze I had not changed,\you failed.\I am\to be blamed altogether. response:	Everizing would be great
context: But my selfish behavior had hurt you,\and forced you to make the worst choice.\Nooo, That'z not correct.\It'z becauze I had not changed,\you failed.\I am\to be blamed altogether.\Everizing would be great response:	if I went away...
context: and forced you to make the worst choice.\Nooo, That'z not correct.\It'z becauze I had not changed,\you failed.\I am\to be blamed altogether.\Everizing would be great\if I went away... response:	I'm zorry..
context: Nooo, That'z not correct.\It'z becauze I had not changed,\you failed.\I am\to be blamed altogether.\Everizing would be great\if I went away...\I'm zorry.. response:	Don't cry, Nishimiya.
context: It'z becauze I had not changed,\you failed.\I am\to be blamed altogether.\Everizing would be great\if I went away...\I'm zorry..\Don't cry, Nishimiya. response:	Well, Nishimiya.
context: you failed.\I am\to be blamed altogether.\Everizing would be great\if I went away...\I'm zorry..\Don't cry, Nishimiya.\Well, Nishimiya. response:	Just before,
context: I am\to be blamed altogether.\Everizing would be great\if I went away...\I'm zorry..\Don't cry, Nishimiya.\Well, Nishimiya.\Just before, response:	I talked to you in my dreams.
context: to be blamed altogether.\Everizing would be great\if I went away...\I'm zorry..\Don't cry, Nishimiya.\Well, Nishimiya.\Just before,\I talked to you in my dreams. response:	In the dream,
context: Everizing would be great\if I went away...\I'm zorry..\Don't cry, Nishimiya.\Well, Nishimiya.\Just before,\I talked to you in my dreams.\In the dream, response:	even though I tried to give up many things in my life,
context: if I went away...\I'm zorry..\Don't cry, Nishimiya.\Well, Nishimiya.\Just before,\I talked to you in my dreams.\In the dream,\even though I tried to give up many things in my life, response:	I realized it is not appropriate.
context: I'm zorry..\Don't cry, Nishimiya.\Well, Nishimiya.\Just before,\I talked to you in my dreams.\In the dream,\even though I tried to give up many things in my life,\I realized it is not appropriate. response:	I thought the same way as you.
context: Don't cry, Nishimiya.\Well, Nishimiya.\Just before,\I talked to you in my dreams.\In the dream,\even though I tried to give up many things in my life,\I realized it is not appropriate.\I thought the same way as you. response:	But,
context: Well, Nishimiya.\Just before,\I talked to you in my dreams.\In the dream,\even though I tried to give up many things in my life,\I realized it is not appropriate.\I thought the same way as you.\But, response:	I realized,
context: Just before,\I talked to you in my dreams.\In the dream,\even though I tried to give up many things in my life,\I realized it is not appropriate.\I thought the same way as you.\But,\I realized, response:	that it still wasn't worth to die.
context: I talked to you in my dreams.\In the dream,\even though I tried to give up many things in my life,\I realized it is not appropriate.\I thought the same way as you.\But,\I realized,\that it still wasn't worth to die. response:	I want to apologize to others, too.
context: In the dream,\even though I tried to give up many things in my life,\I realized it is not appropriate.\I thought the same way as you.\But,\I realized,\that it still wasn't worth to die.\I want to apologize to others, too. response:	So, Nishimiya.
context: even though I tried to give up many things in my life,\I realized it is not appropriate.\I thought the same way as you.\But,\I realized,\that it still wasn't worth to die.\I want to apologize to others, too.\So, Nishimiya. response:	I want
context: I realized it is not appropriate.\I thought the same way as you.\But,\I realized,\that it still wasn't worth to die.\I want to apologize to others, too.\So, Nishimiya.\I want response:	you to
context: I thought the same way as you.\But,\I realized,\that it still wasn't worth to die.\I want to apologize to others, too.\So, Nishimiya.\I want\you to response:	help me
context: But,\I realized,\that it still wasn't worth to die.\I want to apologize to others, too.\So, Nishimiya.\I want\you to\help me response:	live.
context: I realized,\that it still wasn't worth to die.\I want to apologize to others, too.\So, Nishimiya.\I want\you to\help me\live. response:	Nishimiya.
context: that it still wasn't worth to die.\I want to apologize to others, too.\So, Nishimiya.\I want\you to\help me\live.\Nishimiya. response:	Wow!
context: I want to apologize to others, too.\So, Nishimiya.\I want\you to\help me\live.\Nishimiya.\Wow! response:	That's so weird what I just did!
context: So, Nishimiya.\I want\you to\help me\live.\Nishimiya.\Wow!\That's so weird what I just did! response:	Oops!
context: I want\you to\help me\live.\Nishimiya.\Wow!\That's so weird what I just did!\Oops! response:	Sorry, just forget everything, Nishimiya!
context: you to\help me\live.\Nishimiya.\Wow!\That's so weird what I just did!\Oops!\Sorry, just forget everything, Nishimiya! response:	Forget what I just did!
context: help me\live.\Nishimiya.\Wow!\That's so weird what I just did!\Oops!\Sorry, just forget everything, Nishimiya!\Forget what I just did! response:	Hey, customer! You arrived!
context: live.\Nishimiya.\Wow!\That's so weird what I just did!\Oops!\Sorry, just forget everything, Nishimiya!\Forget what I just did!\Hey, customer! You arrived! response:	Hey, Maria, are you watering flowers?
context: Nishimiya.\Wow!\That's so weird what I just did!\Oops!\Sorry, just forget everything, Nishimiya!\Forget what I just did!\Hey, customer! You arrived!\Hey, Maria, are you watering flowers? response:	You are great!
context: Wow!\That's so weird what I just did!\Oops!\Sorry, just forget everything, Nishimiya!\Forget what I just did!\Hey, customer! You arrived!\Hey, Maria, are you watering flowers?\You are great! response:	Did you die? die? dieee?
context: That's so weird what I just did!\Oops!\Sorry, just forget everything, Nishimiya!\Forget what I just did!\Hey, customer! You arrived!\Hey, Maria, are you watering flowers?\You are great!\Did you die? die? dieee? response:	Maria, Sho-chan was brought back to life.
context: Oops!\Sorry, just forget everything, Nishimiya!\Forget what I just did!\Hey, customer! You arrived!\Hey, Maria, are you watering flowers?\You are great!\Did you die? die? dieee?\Maria, Sho-chan was brought back to life. response:	I'm not dead, Maria.
context: Sorry, just forget everything, Nishimiya!\Forget what I just did!\Hey, customer! You arrived!\Hey, Maria, are you watering flowers?\You are great!\Did you die? die? dieee?\Maria, Sho-chan was brought back to life.\I'm not dead, Maria. response:	Huh?
context: Forget what I just did!\Hey, customer! You arrived!\Hey, Maria, are you watering flowers?\You are great!\Did you die? die? dieee?\Maria, Sho-chan was brought back to life.\I'm not dead, Maria.\Huh? response:	Is that Ueno-san?
context: Hey, customer! You arrived!\Hey, Maria, are you watering flowers?\You are great!\Did you die? die? dieee?\Maria, Sho-chan was brought back to life.\I'm not dead, Maria.\Huh?\Is that Ueno-san? response:	She attended to you and took care of you when you were asleep.
context: Hey, Maria, are you watering flowers?\You are great!\Did you die? die? dieee?\Maria, Sho-chan was brought back to life.\I'm not dead, Maria.\Huh?\Is that Ueno-san?\She attended to you and took care of you when you were asleep. response:	Say thank you to her.
context: You are great!\Did you die? die? dieee?\Maria, Sho-chan was brought back to life.\I'm not dead, Maria.\Huh?\Is that Ueno-san?\She attended to you and took care of you when you were asleep.\Say thank you to her. response:	I heard you took care of me.
context: Did you die? die? dieee?\Maria, Sho-chan was brought back to life.\I'm not dead, Maria.\Huh?\Is that Ueno-san?\She attended to you and took care of you when you were asleep.\Say thank you to her.\I heard you took care of me. response:	I'm really not the nice one...
context: Maria, Sho-chan was brought back to life.\I'm not dead, Maria.\Huh?\Is that Ueno-san?\She attended to you and took care of you when you were asleep.\Say thank you to her.\I heard you took care of me.\I'm really not the nice one... response:	I am still, now even more so,
context: I'm not dead, Maria.\Huh?\Is that Ueno-san?\She attended to you and took care of you when you were asleep.\Say thank you to her.\I heard you took care of me.\I'm really not the nice one...\I am still, now even more so, response:	unable to like Nishimiya-san.
context: Huh?\Is that Ueno-san?\She attended to you and took care of you when you were asleep.\Say thank you to her.\I heard you took care of me.\I'm really not the nice one...\I am still, now even more so,\unable to like Nishimiya-san. response:	Huh, maybe it's okay not to force myself to change...
context: Is that Ueno-san?\She attended to you and took care of you when you were asleep.\Say thank you to her.\I heard you took care of me.\I'm really not the nice one...\I am still, now even more so,\unable to like Nishimiya-san.\Huh, maybe it's okay not to force myself to change... response:	And, It was Shimada and Hirose,
context: She attended to you and took care of you when you were asleep.\Say thank you to her.\I heard you took care of me.\I'm really not the nice one...\I am still, now even more so,\unable to like Nishimiya-san.\Huh, maybe it's okay not to force myself to change...\And, It was Shimada and Hirose, response:	who saved you when you fell into the river.
context: Say thank you to her.\I heard you took care of me.\I'm really not the nice one...\I am still, now even more so,\unable to like Nishimiya-san.\Huh, maybe it's okay not to force myself to change...\And, It was Shimada and Hirose,\who saved you when you fell into the river. response:	They asked me not to tell it to you, but I wanted tell.
context: I heard you took care of me.\I'm really not the nice one...\I am still, now even more so,\unable to like Nishimiya-san.\Huh, maybe it's okay not to force myself to change...\And, It was Shimada and Hirose,\who saved you when you fell into the river.\They asked me not to tell it to you, but I wanted tell. response:	Ishida.
context: I'm really not the nice one...\I am still, now even more so,\unable to like Nishimiya-san.\Huh, maybe it's okay not to force myself to change...\And, It was Shimada and Hirose,\who saved you when you fell into the river.\They asked me not to tell it to you, but I wanted tell.\Ishida. response:	Well then, I'll go home.
context: I am still, now even more so,\unable to like Nishimiya-san.\Huh, maybe it's okay not to force myself to change...\And, It was Shimada and Hirose,\who saved you when you fell into the river.\They asked me not to tell it to you, but I wanted tell.\Ishida.\Well then, I'll go home. response:	Thank you.
context: unable to like Nishimiya-san.\Huh, maybe it's okay not to force myself to change...\And, It was Shimada and Hirose,\who saved you when you fell into the river.\They asked me not to tell it to you, but I wanted tell.\Ishida.\Well then, I'll go home.\Thank you. response:	Oh, it's too short, isn't it!?
context: Huh, maybe it's okay not to force myself to change...\And, It was Shimada and Hirose,\who saved you when you fell into the river.\They asked me not to tell it to you, but I wanted tell.\Ishida.\Well then, I'll go home.\Thank you.\Oh, it's too short, isn't it!? response:	No, no, you will be the cutest with such short hair!
context: And, It was Shimada and Hirose,\who saved you when you fell into the river.\They asked me not to tell it to you, but I wanted tell.\Ishida.\Well then, I'll go home.\Thank you.\Oh, it's too short, isn't it!?\No, no, you will be the cutest with such short hair! response:	Huh, h-hello.
context: who saved you when you fell into the river.\They asked me not to tell it to you, but I wanted tell.\Ishida.\Well then, I'll go home.\Thank you.\Oh, it's too short, isn't it!?\No, no, you will be the cutest with such short hair!\Huh, h-hello. response:	Ishida-kun.
context: They asked me not to tell it to you, but I wanted tell.\Ishida.\Well then, I'll go home.\Thank you.\Oh, it's too short, isn't it!?\No, no, you will be the cutest with such short hair!\Huh, h-hello.\Ishida-kun. response:	I'm sorry for what happened.
context: Ishida.\Well then, I'll go home.\Thank you.\Oh, it's too short, isn't it!?\No, no, you will be the cutest with such short hair!\Huh, h-hello.\Ishida-kun.\I'm sorry for what happened. response:	No, I'm sorry too.
context: Well then, I'll go home.\Thank you.\Oh, it's too short, isn't it!?\No, no, you will be the cutest with such short hair!\Huh, h-hello.\Ishida-kun.\I'm sorry for what happened.\No, I'm sorry too. response:	That's right. My son is immortal.
context: Thank you.\Oh, it's too short, isn't it!?\No, no, you will be the cutest with such short hair!\Huh, h-hello.\Ishida-kun.\I'm sorry for what happened.\No, I'm sorry too.\That's right. My son is immortal. response:	Hi mom, I'll go pick up Maria.
context: Oh, it's too short, isn't it!?\No, no, you will be the cutest with such short hair!\Huh, h-hello.\Ishida-kun.\I'm sorry for what happened.\No, I'm sorry too.\That's right. My son is immortal.\Hi mom, I'll go pick up Maria. response:	What!? Who is that guy?
context: No, no, you will be the cutest with such short hair!\Huh, h-hello.\Ishida-kun.\I'm sorry for what happened.\No, I'm sorry too.\That's right. My son is immortal.\Hi mom, I'll go pick up Maria.\What!? Who is that guy? response:	My daughter's husband. He came back from Brazil.
context: Huh, h-hello.\Ishida-kun.\I'm sorry for what happened.\No, I'm sorry too.\That's right. My son is immortal.\Hi mom, I'll go pick up Maria.\What!? Who is that guy?\My daughter's husband. He came back from Brazil. response:	And Sho-chan. Yuzu-chan is in your room.
context: Ishida-kun.\I'm sorry for what happened.\No, I'm sorry too.\That's right. My son is immortal.\Hi mom, I'll go pick up Maria.\What!? Who is that guy?\My daughter's husband. He came back from Brazil.\And Sho-chan. Yuzu-chan is in your room. response:	Take some desserts out of the refrigerator for her.
context: I'm sorry for what happened.\No, I'm sorry too.\That's right. My son is immortal.\Hi mom, I'll go pick up Maria.\What!? Who is that guy?\My daughter's husband. He came back from Brazil.\And Sho-chan. Yuzu-chan is in your room.\Take some desserts out of the refrigerator for her. response:	Hey.
context: No, I'm sorry too.\That's right. My son is immortal.\Hi mom, I'll go pick up Maria.\What!? Who is that guy?\My daughter's husband. He came back from Brazil.\And Sho-chan. Yuzu-chan is in your room.\Take some desserts out of the refrigerator for her.\Hey. response:	Hi.
context: That's right. My son is immortal.\Hi mom, I'll go pick up Maria.\What!? Who is that guy?\My daughter's husband. He came back from Brazil.\And Sho-chan. Yuzu-chan is in your room.\Take some desserts out of the refrigerator for her.\Hey.\Hi. response:	Is that the winter-season uniform? It fits you.
context: Hi mom, I'll go pick up Maria.\What!? Who is that guy?\My daughter's husband. He came back from Brazil.\And Sho-chan. Yuzu-chan is in your room.\Take some desserts out of the refrigerator for her.\Hey.\Hi.\Is that the winter-season uniform? It fits you. response:	Anyways, take a look at this.
context: What!? Who is that guy?\My daughter's husband. He came back from Brazil.\And Sho-chan. Yuzu-chan is in your room.\Take some desserts out of the refrigerator for her.\Hey.\Hi.\Is that the winter-season uniform? It fits you.\Anyways, take a look at this. response:	Oh, my. Great!
context: My daughter's husband. He came back from Brazil.\And Sho-chan. Yuzu-chan is in your room.\Take some desserts out of the refrigerator for her.\Hey.\Hi.\Is that the winter-season uniform? It fits you.\Anyways, take a look at this.\Oh, my. Great! response:	And take another look at this.
context: And Sho-chan. Yuzu-chan is in your room.\Take some desserts out of the refrigerator for her.\Hey.\Hi.\Is that the winter-season uniform? It fits you.\Anyways, take a look at this.\Oh, my. Great!\And take another look at this. response:	Oh, my...
context: Take some desserts out of the refrigerator for her.\Hey.\Hi.\Is that the winter-season uniform? It fits you.\Anyways, take a look at this.\Oh, my. Great!\And take another look at this.\Oh, my... response:	Have mercy, kind sir!
context: Hey.\Hi.\Is that the winter-season uniform? It fits you.\Anyways, take a look at this.\Oh, my. Great!\And take another look at this.\Oh, my...\Have mercy, kind sir! response:	You must help me!
context: Hi.\Is that the winter-season uniform? It fits you.\Anyways, take a look at this.\Oh, my. Great!\And take another look at this.\Oh, my...\Have mercy, kind sir!\You must help me! response:	Sure. Of course I will.
context: Is that the winter-season uniform? It fits you.\Anyways, take a look at this.\Oh, my. Great!\And take another look at this.\Oh, my...\Have mercy, kind sir!\You must help me!\Sure. Of course I will. response:	You've started going to school again, haven't you?
context: Anyways, take a look at this.\Oh, my. Great!\And take another look at this.\Oh, my...\Have mercy, kind sir!\You must help me!\Sure. Of course I will.\You've started going to school again, haven't you? response:	Yes. Shoko gave me a good cause to resume.
context: Oh, my. Great!\And take another look at this.\Oh, my...\Have mercy, kind sir!\You must help me!\Sure. Of course I will.\You've started going to school again, haven't you?\Yes. Shoko gave me a good cause to resume. response:	Well, I will do my best.
context: And take another look at this.\Oh, my...\Have mercy, kind sir!\You must help me!\Sure. Of course I will.\You've started going to school again, haven't you?\Yes. Shoko gave me a good cause to resume.\Well, I will do my best. response:	I want to meet her expectations.
context: Oh, my...\Have mercy, kind sir!\You must help me!\Sure. Of course I will.\You've started going to school again, haven't you?\Yes. Shoko gave me a good cause to resume.\Well, I will do my best.\I want to meet her expectations. response:	By the way, there's a school festival tomorrow?
context: Have mercy, kind sir!\You must help me!\Sure. Of course I will.\You've started going to school again, haven't you?\Yes. Shoko gave me a good cause to resume.\Well, I will do my best.\I want to meet her expectations.\By the way, there's a school festival tomorrow? response:	Yes.
context: You must help me!\Sure. Of course I will.\You've started going to school again, haven't you?\Yes. Shoko gave me a good cause to resume.\Well, I will do my best.\I want to meet her expectations.\By the way, there's a school festival tomorrow?\Yes. response:	Shoko Nishimiya: Hello.
context: Sure. Of course I will.\You've started going to school again, haven't you?\Yes. Shoko gave me a good cause to resume.\Well, I will do my best.\I want to meet her expectations.\By the way, there's a school festival tomorrow?\Yes.\Shoko Nishimiya: Hello. response:	I was told everyone is going to the school festival tomorrow.
context: You've started going to school again, haven't you?\Yes. Shoko gave me a good cause to resume.\Well, I will do my best.\I want to meet her expectations.\By the way, there's a school festival tomorrow?\Yes.\Shoko Nishimiya: Hello.\I was told everyone is going to the school festival tomorrow. response:	I will meet you at the front gate at 10:00, it that okay?
context: Yes. Shoko gave me a good cause to resume.\Well, I will do my best.\I want to meet her expectations.\By the way, there's a school festival tomorrow?\Yes.\Shoko Nishimiya: Hello.\I was told everyone is going to the school festival tomorrow.\I will meet you at the front gate at 10:00, it that okay? response:	Good morning, everyone!
context: Well, I will do my best.\I want to meet her expectations.\By the way, there's a school festival tomorrow?\Yes.\Shoko Nishimiya: Hello.\I was told everyone is going to the school festival tomorrow.\I will meet you at the front gate at 10:00, it that okay?\Good morning, everyone! response:	Are you all okay?
context: I want to meet her expectations.\By the way, there's a school festival tomorrow?\Yes.\Shoko Nishimiya: Hello.\I was told everyone is going to the school festival tomorrow.\I will meet you at the front gate at 10:00, it that okay?\Good morning, everyone!\Are you all okay? response:	I'm sorry for what I said at the bridge!
context: By the way, there's a school festival tomorrow?\Yes.\Shoko Nishimiya: Hello.\I was told everyone is going to the school festival tomorrow.\I will meet you at the front gate at 10:00, it that okay?\Good morning, everyone!\Are you all okay?\I'm sorry for what I said at the bridge! response:	It's time to go!
context: Yes.\Shoko Nishimiya: Hello.\I was told everyone is going to the school festival tomorrow.\I will meet you at the front gate at 10:00, it that okay?\Good morning, everyone!\Are you all okay?\I'm sorry for what I said at the bridge!\It's time to go! response:	I'm going to school!
context: Shoko Nishimiya: Hello.\I was told everyone is going to the school festival tomorrow.\I will meet you at the front gate at 10:00, it that okay?\Good morning, everyone!\Are you all okay?\I'm sorry for what I said at the bridge!\It's time to go!\I'm going to school! response:	Bye! Cheer up!
context: I was told everyone is going to the school festival tomorrow.\I will meet you at the front gate at 10:00, it that okay?\Good morning, everyone!\Are you all okay?\I'm sorry for what I said at the bridge!\It's time to go!\I'm going to school!\Bye! Cheer up! response:	Oh!
context: I will meet you at the front gate at 10:00, it that okay?\Good morning, everyone!\Are you all okay?\I'm sorry for what I said at the bridge!\It's time to go!\I'm going to school!\Bye! Cheer up!\Oh! response:	These items are used like that!
context: Good morning, everyone!\Are you all okay?\I'm sorry for what I said at the bridge!\It's time to go!\I'm going to school!\Bye! Cheer up!\Oh!\These items are used like that! response:	What?
context: Are you all okay?\I'm sorry for what I said at the bridge!\It's time to go!\I'm going to school!\Bye! Cheer up!\Oh!\These items are used like that!\What? response:	Nothing. I'll go.
context: I'm sorry for what I said at the bridge!\It's time to go!\I'm going to school!\Bye! Cheer up!\Oh!\These items are used like that!\What?\Nothing. I'll go. response:	Good luck!
context: It's time to go!\I'm going to school!\Bye! Cheer up!\Oh!\These items are used like that!\What?\Nothing. I'll go.\Good luck! response:	Good morning.
context: I'm going to school!\Bye! Cheer up!\Oh!\These items are used like that!\What?\Nothing. I'll go.\Good luck!\Good morning. response:	Why don't we get going?
context: Bye! Cheer up!\Oh!\These items are used like that!\What?\Nothing. I'll go.\Good luck!\Good morning.\Why don't we get going? response:	Hey, isn't that Ishida?
context: Oh!\These items are used like that!\What?\Nothing. I'll go.\Good luck!\Good morning.\Why don't we get going?\Hey, isn't that Ishida? response:	Who?
context: These items are used like that!\What?\Nothing. I'll go.\Good luck!\Good morning.\Why don't we get going?\Hey, isn't that Ishida?\Who? response:	Huh? The guy that jumped?
context: What?\Nothing. I'll go.\Good luck!\Good morning.\Why don't we get going?\Hey, isn't that Ishida?\Who?\Huh? The guy that jumped? response:	Oops..
context: Nothing. I'll go.\Good luck!\Good morning.\Why don't we get going?\Hey, isn't that Ishida?\Who?\Huh? The guy that jumped?\Oops.. response:	Honestly, it's the first time that I tell you,
context: Good luck!\Good morning.\Why don't we get going?\Hey, isn't that Ishida?\Who?\Huh? The guy that jumped?\Oops..\Honestly, it's the first time that I tell you, response:	I don't really fit in at school.
context: Good morning.\Why don't we get going?\Hey, isn't that Ishida?\Who?\Huh? The guy that jumped?\Oops..\Honestly, it's the first time that I tell you,\I don't really fit in at school. response:	I even have difficulty looking everyone in the eyes.
context: Why don't we get going?\Hey, isn't that Ishida?\Who?\Huh? The guy that jumped?\Oops..\Honestly, it's the first time that I tell you,\I don't really fit in at school.\I even have difficulty looking everyone in the eyes. response:	It's easier for me to look downward.
context: Hey, isn't that Ishida?\Who?\Huh? The guy that jumped?\Oops..\Honestly, it's the first time that I tell you,\I don't really fit in at school.\I even have difficulty looking everyone in the eyes.\It's easier for me to look downward. response:	Huh? It's okay to look down?
