context: Sorry, but they suddenly response:	asked me to help out at
context: I'm... a little moved by it all.\What is it?\Oh, nothing.\So, where do you live?\Yanagimachi.\It must've taken you a while to get here, then.\Not at all. I just have to take one bus.\Mom and Yano are talking... response:	You're so handsome. Your class must really talk about you.
context: What is it?\Oh, nothing.\So, where do you live?\Yanagimachi.\It must've taken you a while to get here, then.\Not at all. I just have to take one bus.\Mom and Yano are talking...\You're so handsome. Your class must really talk about you. response:	It feels so weird.
context: Oh, nothing.\So, where do you live?\Yanagimachi.\It must've taken you a while to get here, then.\Not at all. I just have to take one bus.\Mom and Yano are talking...\You're so handsome. Your class must really talk about you.\It feels so weird. response:	Ah, no... not at all.
context: So, where do you live?\Yanagimachi.\It must've taken you a while to get here, then.\Not at all. I just have to take one bus.\Mom and Yano are talking...\You're so handsome. Your class must really talk about you.\It feels so weird.\Ah, no... not at all. response:	Mother in the middle of appraisal
context: Yanagimachi.\It must've taken you a while to get here, then.\Not at all. I just have to take one bus.\Mom and Yano are talking...\You're so handsome. Your class must really talk about you.\It feels so weird.\Ah, no... not at all.\Mother in the middle of appraisal response:	Ah, geez... I'm starting to feel bad for Yano.
context: It must've taken you a while to get here, then.\Not at all. I just have to take one bus.\Mom and Yano are talking...\You're so handsome. Your class must really talk about you.\It feels so weird.\Ah, no... not at all.\Mother in the middle of appraisal\Ah, geez... I'm starting to feel bad for Yano. response:	What does your father do for a living?
context: Not at all. I just have to take one bus.\Mom and Yano are talking...\You're so handsome. Your class must really talk about you.\It feels so weird.\Ah, no... not at all.\Mother in the middle of appraisal\Ah, geez... I'm starting to feel bad for Yano.\What does your father do for a living? response:	I told you, he's involved with realty. Umm, Yano's house is really huge!
context: Mom and Yano are talking...\You're so handsome. Your class must really talk about you.\It feels so weird.\Ah, no... not at all.\Mother in the middle of appraisal\Ah, geez... I'm starting to feel bad for Yano.\What does your father do for a living?\I told you, he's involved with realty. Umm, Yano's house is really huge! response:	Really? And just when did you pay them a visit?
context: You're so handsome. Your class must really talk about you.\It feels so weird.\Ah, no... not at all.\Mother in the middle of appraisal\Ah, geez... I'm starting to feel bad for Yano.\What does your father do for a living?\I told you, he's involved with realty. Umm, Yano's house is really huge!\Really? And just when did you pay them a visit? response:	Crap!
context: It feels so weird.\Ah, no... not at all.\Mother in the middle of appraisal\Ah, geez... I'm starting to feel bad for Yano.\What does your father do for a living?\I told you, he's involved with realty. Umm, Yano's house is really huge!\Really? And just when did you pay them a visit?\Crap! response:	Takahashi, that house isn't as big as you think it is.
context: Ah, no... not at all.\Mother in the middle of appraisal\Ah, geez... I'm starting to feel bad for Yano.\What does your father do for a living?\I told you, he's involved with realty. Umm, Yano's house is really huge!\Really? And just when did you pay them a visit?\Crap!\Takahashi, that house isn't as big as you think it is. response:	You've never come in, but my room is only four and a half tatami mats.
context: Mother in the middle of appraisal\Ah, geez... I'm starting to feel bad for Yano.\What does your father do for a living?\I told you, he's involved with realty. Umm, Yano's house is really huge!\Really? And just when did you pay them a visit?\Crap!\Takahashi, that house isn't as big as you think it is.\You've never come in, but my room is only four and a half tatami mats. response:	O-Oh? Is that so?
context: Ah, geez... I'm starting to feel bad for Yano.\What does your father do for a living?\I told you, he's involved with realty. Umm, Yano's house is really huge!\Really? And just when did you pay them a visit?\Crap!\Takahashi, that house isn't as big as you think it is.\You've never come in, but my room is only four and a half tatami mats.\O-Oh? Is that so? response:	My. I see.
context: What does your father do for a living?\I told you, he's involved with realty. Umm, Yano's house is really huge!\Really? And just when did you pay them a visit?\Crap!\Takahashi, that house isn't as big as you think it is.\You've never come in, but my room is only four and a half tatami mats.\O-Oh? Is that so?\My. I see. response:	S-Should I play a CD? What do you wanna listen to?
context: I told you, he's involved with realty. Umm, Yano's house is really huge!\Really? And just when did you pay them a visit?\Crap!\Takahashi, that house isn't as big as you think it is.\You've never come in, but my room is only four and a half tatami mats.\O-Oh? Is that so?\My. I see.\S-Should I play a CD? What do you wanna listen to? response:	Anything's fine.
context: Really? And just when did you pay them a visit?\Crap!\Takahashi, that house isn't as big as you think it is.\You've never come in, but my room is only four and a half tatami mats.\O-Oh? Is that so?\My. I see.\S-Should I play a CD? What do you wanna listen to?\Anything's fine. response:	I knew it... it's totally different from meeting with him outside.
context: Crap!\Takahashi, that house isn't as big as you think it is.\You've never come in, but my room is only four and a half tatami mats.\O-Oh? Is that so?\My. I see.\S-Should I play a CD? What do you wanna listen to?\Anything's fine.\I knew it... it's totally different from meeting with him outside. response:	I'm so nervous!
context: Takahashi, that house isn't as big as you think it is.\You've never come in, but my room is only four and a half tatami mats.\O-Oh? Is that so?\My. I see.\S-Should I play a CD? What do you wanna listen to?\Anything's fine.\I knew it... it's totally different from meeting with him outside.\I'm so nervous! response:	Someone save me from this silence!
context: You've never come in, but my room is only four and a half tatami mats.\O-Oh? Is that so?\My. I see.\S-Should I play a CD? What do you wanna listen to?\Anything's fine.\I knew it... it's totally different from meeting with him outside.\I'm so nervous!\Someone save me from this silence! response:	I'm not gonna do anything, so calm down.
context: O-Oh? Is that so?\My. I see.\S-Should I play a CD? What do you wanna listen to?\Anything's fine.\I knew it... it's totally different from meeting with him outside.\I'm so nervous!\Someone save me from this silence!\I'm not gonna do anything, so calm down. response:	After all, it seems like your mom would just walk in without knocking.
context: My. I see.\S-Should I play a CD? What do you wanna listen to?\Anything's fine.\I knew it... it's totally different from meeting with him outside.\I'm so nervous!\Someone save me from this silence!\I'm not gonna do anything, so calm down.\After all, it seems like your mom would just walk in without knocking. response:	H-How rude!
context: S-Should I play a CD? What do you wanna listen to?\Anything's fine.\I knew it... it's totally different from meeting with him outside.\I'm so nervous!\Someone save me from this silence!\I'm not gonna do anything, so calm down.\After all, it seems like your mom would just walk in without knocking.\H-How rude! response:	She wouldn't do anything like that!
context: Anything's fine.\I knew it... it's totally different from meeting with him outside.\I'm so nervous!\Someone save me from this silence!\I'm not gonna do anything, so calm down.\After all, it seems like your mom would just walk in without knocking.\H-How rude!\She wouldn't do anything like that! response:	Please have some more tea.
context: I knew it... it's totally different from meeting with him outside.\I'm so nervous!\Someone save me from this silence!\I'm not gonna do anything, so calm down.\After all, it seems like your mom would just walk in without knocking.\H-How rude!\She wouldn't do anything like that!\Please have some more tea. response:	Sorry.
context: I'm so nervous!\Someone save me from this silence!\I'm not gonna do anything, so calm down.\After all, it seems like your mom would just walk in without knocking.\H-How rude!\She wouldn't do anything like that!\Please have some more tea.\Sorry. response:	For what?
context: Someone save me from this silence!\I'm not gonna do anything, so calm down.\After all, it seems like your mom would just walk in without knocking.\H-How rude!\She wouldn't do anything like that!\Please have some more tea.\Sorry.\For what? response:	A lot of things.
context: I'm not gonna do anything, so calm down.\After all, it seems like your mom would just walk in without knocking.\H-How rude!\She wouldn't do anything like that!\Please have some more tea.\Sorry.\For what?\A lot of things. response:	Don't worry about it. You're just being treated preciously.
context: After all, it seems like your mom would just walk in without knocking.\H-How rude!\She wouldn't do anything like that!\Please have some more tea.\Sorry.\For what?\A lot of things.\Don't worry about it. You're just being treated preciously. response:	Yano, I really, really love you.
context: H-How rude!\She wouldn't do anything like that!\Please have some more tea.\Sorry.\For what?\A lot of things.\Don't worry about it. You're just being treated preciously.\Yano, I really, really love you. response:	I feel like I've learned so much more about you since we started dating!
context: She wouldn't do anything like that!\Please have some more tea.\Sorry.\For what?\A lot of things.\Don't worry about it. You're just being treated preciously.\Yano, I really, really love you.\I feel like I've learned so much more about you since we started dating! response:	Like?
context: Please have some more tea.\Sorry.\For what?\A lot of things.\Don't worry about it. You're just being treated preciously.\Yano, I really, really love you.\I feel like I've learned so much more about you since we started dating!\Like? response:	Like? Like...
context: Sorry.\For what?\A lot of things.\Don't worry about it. You're just being treated preciously.\Yano, I really, really love you.\I feel like I've learned so much more about you since we started dating!\Like?\Like? Like... response:	You can be a bigger doofus than I thought.
context: For what?\A lot of things.\Don't worry about it. You're just being treated preciously.\Yano, I really, really love you.\I feel like I've learned so much more about you since we started dating!\Like?\Like? Like...\You can be a bigger doofus than I thought. response:	Like your more childish aspects...
context: A lot of things.\Don't worry about it. You're just being treated preciously.\Yano, I really, really love you.\I feel like I've learned so much more about you since we started dating!\Like?\Like? Like...\You can be a bigger doofus than I thought.\Like your more childish aspects... response:	And how you brush my hair like this...
context: Don't worry about it. You're just being treated preciously.\Yano, I really, really love you.\I feel like I've learned so much more about you since we started dating!\Like?\Like? Like...\You can be a bigger doofus than I thought.\Like your more childish aspects...\And how you brush my hair like this... response:	I just keep falling more and more in love with you.
context: Yano, I really, really love you.\I feel like I've learned so much more about you since we started dating!\Like?\Like? Like...\You can be a bigger doofus than I thought.\Like your more childish aspects...\And how you brush my hair like this...\I just keep falling more and more in love with you. response:	I'm jealous of Yamamoto-san.
context: I feel like I've learned so much more about you since we started dating!\Like?\Like? Like...\You can be a bigger doofus than I thought.\Like your more childish aspects...\And how you brush my hair like this...\I just keep falling more and more in love with you.\I'm jealous of Yamamoto-san. response:	Of Yamamoto-san, who knows more about the unknown Yano than me.
context: Like?\Like? Like...\You can be a bigger doofus than I thought.\Like your more childish aspects...\And how you brush my hair like this...\I just keep falling more and more in love with you.\I'm jealous of Yamamoto-san.\Of Yamamoto-san, who knows more about the unknown Yano than me. response:	I want to be the closest one to Yano.
context: Like? Like...\You can be a bigger doofus than I thought.\Like your more childish aspects...\And how you brush my hair like this...\I just keep falling more and more in love with you.\I'm jealous of Yamamoto-san.\Of Yamamoto-san, who knows more about the unknown Yano than me.\I want to be the closest one to Yano. response:	I want to know more and more about him.
context: You can be a bigger doofus than I thought.\Like your more childish aspects...\And how you brush my hair like this...\I just keep falling more and more in love with you.\I'm jealous of Yamamoto-san.\Of Yamamoto-san, who knows more about the unknown Yano than me.\I want to be the closest one to Yano.\I want to know more and more about him. response:	I want to know everything.
context: Like your more childish aspects...\And how you brush my hair like this...\I just keep falling more and more in love with you.\I'm jealous of Yamamoto-san.\Of Yamamoto-san, who knows more about the unknown Yano than me.\I want to be the closest one to Yano.\I want to know more and more about him.\I want to know everything. response:	Is it selfish of me to want that? I wonder...
context: And how you brush my hair like this...\I just keep falling more and more in love with you.\I'm jealous of Yamamoto-san.\Of Yamamoto-san, who knows more about the unknown Yano than me.\I want to be the closest one to Yano.\I want to know more and more about him.\I want to know everything.\Is it selfish of me to want that? I wonder... response:	Yano, umm...
context: I just keep falling more and more in love with you.\I'm jealous of Yamamoto-san.\Of Yamamoto-san, who knows more about the unknown Yano than me.\I want to be the closest one to Yano.\I want to know more and more about him.\I want to know everything.\Is it selfish of me to want that? I wonder...\Yano, umm... response:	You said before that there'd be no secrets between us, right?
context: I'm jealous of Yamamoto-san.\Of Yamamoto-san, who knows more about the unknown Yano than me.\I want to be the closest one to Yano.\I want to know more and more about him.\I want to know everything.\Is it selfish of me to want that? I wonder...\Yano, umm...\You said before that there'd be no secrets between us, right? response:	Yeah.
context: Of Yamamoto-san, who knows more about the unknown Yano than me.\I want to be the closest one to Yano.\I want to know more and more about him.\I want to know everything.\Is it selfish of me to want that? I wonder...\Yano, umm...\You said before that there'd be no secrets between us, right?\Yeah. response:	I'll never lie to you ever again.
context: I want to be the closest one to Yano.\I want to know more and more about him.\I want to know everything.\Is it selfish of me to want that? I wonder...\Yano, umm...\You said before that there'd be no secrets between us, right?\Yeah.\I'll never lie to you ever again. response:	So don't lie to me either, okay?
context: I want to know more and more about him.\I want to know everything.\Is it selfish of me to want that? I wonder...\Yano, umm...\You said before that there'd be no secrets between us, right?\Yeah.\I'll never lie to you ever again.\So don't lie to me either, okay? response:	Yeah.
context: I want to know everything.\Is it selfish of me to want that? I wonder...\Yano, umm...\You said before that there'd be no secrets between us, right?\Yeah.\I'll never lie to you ever again.\So don't lie to me either, okay?\Yeah. response:	Would you tell me...
context: Is it selfish of me to want that? I wonder...\Yano, umm...\You said before that there'd be no secrets between us, right?\Yeah.\I'll never lie to you ever again.\So don't lie to me either, okay?\Yeah.\Would you tell me... response:	I'm sure it's all just in my head...
context: Yano, umm...\You said before that there'd be no secrets between us, right?\Yeah.\I'll never lie to you ever again.\So don't lie to me either, okay?\Yeah.\Would you tell me...\I'm sure it's all just in my head... response:	Yano?
context: You said before that there'd be no secrets between us, right?\Yeah.\I'll never lie to you ever again.\So don't lie to me either, okay?\Yeah.\Would you tell me...\I'm sure it's all just in my head...\Yano? response:	Why?
context: Yeah.\I'll never lie to you ever again.\So don't lie to me either, okay?\Yeah.\Would you tell me...\I'm sure it's all just in my head...\Yano?\Why? response:	Why what?
context: I'll never lie to you ever again.\So don't lie to me either, okay?\Yeah.\Would you tell me...\I'm sure it's all just in my head...\Yano?\Why?\Why what? response:	For the same reason you have.
context: So don't lie to me either, okay?\Yeah.\Would you tell me...\I'm sure it's all just in my head...\Yano?\Why?\Why what?\For the same reason you have. response:	It's making me uneasy.
context: Yeah.\Would you tell me...\I'm sure it's all just in my head...\Yano?\Why?\Why what?\For the same reason you have.\It's making me uneasy. response:	There aren't going to be any secrets between us, right?
context: Would you tell me...\I'm sure it's all just in my head...\Yano?\Why?\Why what?\For the same reason you have.\It's making me uneasy.\There aren't going to be any secrets between us, right? response:	Yano...
context: I'm sure it's all just in my head...\Yano?\Why?\Why what?\For the same reason you have.\It's making me uneasy.\There aren't going to be any secrets between us, right?\Yano... response:	Yano?
context: Yano?\Why?\Why what?\For the same reason you have.\It's making me uneasy.\There aren't going to be any secrets between us, right?\Yano...\Yano? response:	Why won't you answer me?
context: Why?\Why what?\For the same reason you have.\It's making me uneasy.\There aren't going to be any secrets between us, right?\Yano...\Yano?\Why won't you answer me? response:	Kisetsu ga sukoshi ugoita ki ga suru
context: Why what?\For the same reason you have.\It's making me uneasy.\There aren't going to be any secrets between us, right?\Yano...\Yano?\Why won't you answer me?\Kisetsu ga sukoshi ugoita ki ga suru response:	Hizashi mo mijikaku itsukazurete
context: For the same reason you have.\It's making me uneasy.\There aren't going to be any secrets between us, right?\Yano...\Yano?\Why won't you answer me?\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete response:	Futari no basu ha kawaranai machi
context: It's making me uneasy.\There aren't going to be any secrets between us, right?\Yano...\Yano?\Why won't you answer me?\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi response:	Hashitteiru koto hotto shiteta
context: There aren't going to be any secrets between us, right?\Yano...\Yano?\Why won't you answer me?\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta response:	Mado no soto itsumo mitai ni miteru anata
context: Yano...\Yano?\Why won't you answer me?\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata response:	Soshite watashi mo mane wo shiteiru
context: Yano?\Why won't you answer me?\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru response:	itsumo mitai ni
context: Why won't you answer me?\Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni response:	Nee futari ha onaji nano ka na?
context: Kisetsu ga sukoshi ugoita ki ga suru\Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na? response:	Ikitai basho ha? Damatteitatte iinda yo ne?
context: Hizashi mo mijikaku itsukazurete\Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na?\Ikitai basho ha? Damatteitatte iinda yo ne? response:	Nee futari ha onaji nano ka na?
context: Futari no basu ha kawaranai machi\Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na?\Ikitai basho ha? Damatteitatte iinda yo ne?\Nee futari ha onaji nano ka na? response:	Itoshii kimochi... Anata no shisen ha ima, mienakute...
context: Hashitteiru koto hotto shiteta\Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na?\Ikitai basho ha? Damatteitatte iinda yo ne?\Nee futari ha onaji nano ka na?\Itoshii kimochi... Anata no shisen ha ima, mienakute... response:	I feel like the seasons have changed slightly
context: Mado no soto itsumo mitai ni miteru anata\Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na?\Ikitai basho ha? Damatteitatte iinda yo ne?\Nee futari ha onaji nano ka na?\Itoshii kimochi... Anata no shisen ha ima, mienakute...\I feel like the seasons have changed slightly response:	and the sunbeams have thinned and will one day shift.
context: Soshite watashi mo mane wo shiteiru\itsumo mitai ni\Nee futari ha onaji nano ka na?\Ikitai basho ha? Damatteitatte iinda yo ne?\Nee futari ha onaji nano ka na?\Itoshii kimochi... Anata no shisen ha ima, mienakute...\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift. response:	But I was relieved, knowing our bus
context: itsumo mitai ni\Nee futari ha onaji nano ka na?\Ikitai basho ha? Damatteitatte iinda yo ne?\Nee futari ha onaji nano ka na?\Itoshii kimochi... Anata no shisen ha ima, mienakute...\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus response:	was riding through our unchanged city.
context: Nee futari ha onaji nano ka na?\Ikitai basho ha? Damatteitatte iinda yo ne?\Nee futari ha onaji nano ka na?\Itoshii kimochi... Anata no shisen ha ima, mienakute...\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city. response:	You always gaze up to me from outside my window
context: Ikitai basho ha? Damatteitatte iinda yo ne?\Nee futari ha onaji nano ka na?\Itoshii kimochi... Anata no shisen ha ima, mienakute...\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window response:	and I mimic you by doing the same
context: Nee futari ha onaji nano ka na?\Itoshii kimochi... Anata no shisen ha ima, mienakute...\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same response:	like always.
context: Itoshii kimochi... Anata no shisen ha ima, mienakute...\I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same\like always. response:	Hey, I wonder if we're both the same?
context: I feel like the seasons have changed slightly\and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same? response:	Even if the place we want to go to has gotten dull, it's all right.
context: and the sunbeams have thinned and will one day shift.\But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right. response:	Hey, I wonder if we're both the same?
context: But I was relieved, knowing our bus\was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same? response:	I still feel love for you, but you're no longer looking at me.
context: was riding through our unchanged city.\You always gaze up to me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me. response:	Episode 8 Preview...
context: You always gaze up to me from outside my window\and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 8 Preview... response:	Yamamoto-san loved you?
context: and I mimic you by doing the same\like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 8 Preview...\Yamamoto-san loved you? response:	I don't care whether Yamamoto loved or hated me.
context: like always.\Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 8 Preview...\Yamamoto-san loved you?\I don't care whether Yamamoto loved or hated me. response:	It has nothing to do with me. Not interested one bit.
context: Hey, I wonder if we're both the same?\Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 8 Preview...\Yamamoto-san loved you?\I don't care whether Yamamoto loved or hated me.\It has nothing to do with me. Not interested one bit. response:	I saw you two go home together that day.
context: Even if the place we want to go to has gotten dull, it's all right.\Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 8 Preview...\Yamamoto-san loved you?\I don't care whether Yamamoto loved or hated me.\It has nothing to do with me. Not interested one bit.\I saw you two go home together that day. response:	How could you do it with her little sister?
context: Hey, I wonder if we're both the same?\I still feel love for you, but you're no longer looking at me.\Episode 8 Preview...\Yamamoto-san loved you?\I don't care whether Yamamoto loved or hated me.\It has nothing to do with me. Not interested one bit.\I saw you two go home together that day.\How could you do it with her little sister? response:	Come with me, Takahashi!
context: I still feel love for you, but you're no longer looking at me.\Episode 8 Preview...\Yamamoto-san loved you?\I don't care whether Yamamoto loved or hated me.\It has nothing to do with me. Not interested one bit.\I saw you two go home together that day.\How could you do it with her little sister?\Come with me, Takahashi! response:	It's fine with me...
