context: This is your last chance. response:	He's gone.
context: I'll make sure the others pass!\Hold it.\Don't forget that you're the biggest danger.\You really do come here every month.\Why are you here?\Your plan to have everyone be a tutor is showing positive signs.\I realized you can learn some things better by teaching than by being taught.\Are you telling me you don't need me anymore? response:	I'm appreciating what you taught us.
context: Hold it.\Don't forget that you're the biggest danger.\You really do come here every month.\Why are you here?\Your plan to have everyone be a tutor is showing positive signs.\I realized you can learn some things better by teaching than by being taught.\Are you telling me you don't need me anymore?\I'm appreciating what you taught us. response:	Thank you.
context: Don't forget that you're the biggest danger.\You really do come here every month.\Why are you here?\Your plan to have everyone be a tutor is showing positive signs.\I realized you can learn some things better by teaching than by being taught.\Are you telling me you don't need me anymore?\I'm appreciating what you taught us.\Thank you. response:	How does it feel to be thanked by someone you taught?
context: You really do come here every month.\Why are you here?\Your plan to have everyone be a tutor is showing positive signs.\I realized you can learn some things better by teaching than by being taught.\Are you telling me you don't need me anymore?\I'm appreciating what you taught us.\Thank you.\How does it feel to be thanked by someone you taught? response:	Jeez, that's so patronizing.
context: Why are you here?\Your plan to have everyone be a tutor is showing positive signs.\I realized you can learn some things better by teaching than by being taught.\Are you telling me you don't need me anymore?\I'm appreciating what you taught us.\Thank you.\How does it feel to be thanked by someone you taught?\Jeez, that's so patronizing. response:	Wow, that makes so much sense.
context: Your plan to have everyone be a tutor is showing positive signs.\I realized you can learn some things better by teaching than by being taught.\Are you telling me you don't need me anymore?\I'm appreciating what you taught us.\Thank you.\How does it feel to be thanked by someone you taught?\Jeez, that's so patronizing.\Wow, that makes so much sense. response:	Thanks, Itsuki!
context: I realized you can learn some things better by teaching than by being taught.\Are you telling me you don't need me anymore?\I'm appreciating what you taught us.\Thank you.\How does it feel to be thanked by someone you taught?\Jeez, that's so patronizing.\Wow, that makes so much sense.\Thanks, Itsuki! response:	I want to cherish that feeling.
context: Are you telling me you don't need me anymore?\I'm appreciating what you taught us.\Thank you.\How does it feel to be thanked by someone you taught?\Jeez, that's so patronizing.\Wow, that makes so much sense.\Thanks, Itsuki!\I want to cherish that feeling. response:	Mother, I'm going to work toward becoming a teacher.
context: I'm appreciating what you taught us.\Thank you.\How does it feel to be thanked by someone you taught?\Jeez, that's so patronizing.\Wow, that makes so much sense.\Thanks, Itsuki!\I want to cherish that feeling.\Mother, I'm going to work toward becoming a teacher. response:	It took me all night to make chocolates.
context: Thank you.\How does it feel to be thanked by someone you taught?\Jeez, that's so patronizing.\Wow, that makes so much sense.\Thanks, Itsuki!\I want to cherish that feeling.\Mother, I'm going to work toward becoming a teacher.\It took me all night to make chocolates. response:	Miku.
context: How does it feel to be thanked by someone you taught?\Jeez, that's so patronizing.\Wow, that makes so much sense.\Thanks, Itsuki!\I want to cherish that feeling.\Mother, I'm going to work toward becoming a teacher.\It took me all night to make chocolates.\Miku. response:	Good morning.
context: Jeez, that's so patronizing.\Wow, that makes so much sense.\Thanks, Itsuki!\I want to cherish that feeling.\Mother, I'm going to work toward becoming a teacher.\It took me all night to make chocolates.\Miku.\Good morning. response:	You and Nino both stay in bed way too late.
context: Wow, that makes so much sense.\Thanks, Itsuki!\I want to cherish that feeling.\Mother, I'm going to work toward becoming a teacher.\It took me all night to make chocolates.\Miku.\Good morning.\You and Nino both stay in bed way too late. response:	Futaro.
context: Thanks, Itsuki!\I want to cherish that feeling.\Mother, I'm going to work toward becoming a teacher.\It took me all night to make chocolates.\Miku.\Good morning.\You and Nino both stay in bed way too late.\Futaro. response:	You're here.
context: I want to cherish that feeling.\Mother, I'm going to work toward becoming a teacher.\It took me all night to make chocolates.\Miku.\Good morning.\You and Nino both stay in bed way too late.\Futaro.\You're here. response:	I wish you'd told me you were coming over.
context: Mother, I'm going to work toward becoming a teacher.\It took me all night to make chocolates.\Miku.\Good morning.\You and Nino both stay in bed way too late.\Futaro.\You're here.\I wish you'd told me you were coming over. response:	I'm glad you're here, though.
context: It took me all night to make chocolates.\Miku.\Good morning.\You and Nino both stay in bed way too late.\Futaro.\You're here.\I wish you'd told me you were coming over.\I'm glad you're here, though. response:	Huh?
context: Miku.\Good morning.\You and Nino both stay in bed way too late.\Futaro.\You're here.\I wish you'd told me you were coming over.\I'm glad you're here, though.\Huh? response:	Where'd the chocolates go?
context: Good morning.\You and Nino both stay in bed way too late.\Futaro.\You're here.\I wish you'd told me you were coming over.\I'm glad you're here, though.\Huh?\Where'd the chocolates go? response:	Oh, those?
context: You and Nino both stay in bed way too late.\Futaro.\You're here.\I wish you'd told me you were coming over.\I'm glad you're here, though.\Huh?\Where'd the chocolates go?\Oh, those? response:	I ate them, as always.
context: Futaro.\You're here.\I wish you'd told me you were coming over.\I'm glad you're here, though.\Huh?\Where'd the chocolates go?\Oh, those?\I ate them, as always. response:	They were good.
context: You're here.\I wish you'd told me you were coming over.\I'm glad you're here, though.\Huh?\Where'd the chocolates go?\Oh, those?\I ate them, as always.\They were good. response:	Th-Thanks.
context: I wish you'd told me you were coming over.\I'm glad you're here, though.\Huh?\Where'd the chocolates go?\Oh, those?\I ate them, as always.\They were good.\Th-Thanks. response:	About those chocolates...
context: I'm glad you're here, though.\Huh?\Where'd the chocolates go?\Oh, those?\I ate them, as always.\They were good.\Th-Thanks.\About those chocolates... response:	Miku, there's something I should let you know.
context: Huh?\Where'd the chocolates go?\Oh, those?\I ate them, as always.\They were good.\Th-Thanks.\About those chocolates...\Miku, there's something I should let you know. response:	You're number one.
context: Where'd the chocolates go?\Oh, those?\I ate them, as always.\They were good.\Th-Thanks.\About those chocolates...\Miku, there's something I should let you know.\You're number one. response:	Number one?
context: Oh, those?\I ate them, as always.\They were good.\Th-Thanks.\About those chocolates...\Miku, there's something I should let you know.\You're number one.\Number one? response:	What do you mean by that?
context: I ate them, as always.\They were good.\Th-Thanks.\About those chocolates...\Miku, there's something I should let you know.\You're number one.\Number one?\What do you mean by that? response:	The mock exam we did the other day, of course!
context: They were good.\Th-Thanks.\About those chocolates...\Miku, there's something I should let you know.\You're number one.\Number one?\What do you mean by that?\The mock exam we did the other day, of course! response:	You got the highest score!
context: Th-Thanks.\About those chocolates...\Miku, there's something I should let you know.\You're number one.\Number one?\What do you mean by that?\The mock exam we did the other day, of course!\You got the highest score! response:	Oh.
context: About those chocolates...\Miku, there's something I should let you know.\You're number one.\Number one?\What do you mean by that?\The mock exam we did the other day, of course!\You got the highest score!\Oh. response:	Cool.
context: Miku, there's something I should let you know.\You're number one.\Number one?\What do you mean by that?\The mock exam we did the other day, of course!\You got the highest score!\Oh.\Cool. response:	I'm beginning to see some hope!
context: You're number one.\Number one?\What do you mean by that?\The mock exam we did the other day, of course!\You got the highest score!\Oh.\Cool.\I'm beginning to see some hope! response:	I'm going to keep trying.
context: Number one?\What do you mean by that?\The mock exam we did the other day, of course!\You got the highest score!\Oh.\Cool.\I'm beginning to see some hope!\I'm going to keep trying. response:	Just watch me, Futaro.
context: What do you mean by that?\The mock exam we did the other day, of course!\You got the highest score!\Oh.\Cool.\I'm beginning to see some hope!\I'm going to keep trying.\Just watch me, Futaro. response:	So cold.
context: The mock exam we did the other day, of course!\You got the highest score!\Oh.\Cool.\I'm beginning to see some hope!\I'm going to keep trying.\Just watch me, Futaro.\So cold. response:	Ichika.
context: You got the highest score!\Oh.\Cool.\I'm beginning to see some hope!\I'm going to keep trying.\Just watch me, Futaro.\So cold.\Ichika. response:	Long day at work, huh?
context: Oh.\Cool.\I'm beginning to see some hope!\I'm going to keep trying.\Just watch me, Futaro.\So cold.\Ichika.\Long day at work, huh? response:	What are you doing?
context: Cool.\I'm beginning to see some hope!\I'm going to keep trying.\Just watch me, Futaro.\So cold.\Ichika.\Long day at work, huh?\What are you doing? response:	How'd it go today?
context: I'm beginning to see some hope!\I'm going to keep trying.\Just watch me, Futaro.\So cold.\Ichika.\Long day at work, huh?\What are you doing?\How'd it go today? response:	Aren't you giving Futaro any chocolates?
context: I'm going to keep trying.\Just watch me, Futaro.\So cold.\Ichika.\Long day at work, huh?\What are you doing?\How'd it go today?\Aren't you giving Futaro any chocolates? response:	Wh-What brings that up?
context: Just watch me, Futaro.\So cold.\Ichika.\Long day at work, huh?\What are you doing?\How'd it go today?\Aren't you giving Futaro any chocolates?\Wh-What brings that up? response:	I mean, I'd feel bad for him if no one did.
context: So cold.\Ichika.\Long day at work, huh?\What are you doing?\How'd it go today?\Aren't you giving Futaro any chocolates?\Wh-What brings that up?\I mean, I'd feel bad for him if no one did. response:	I thought about buying him some.
context: Ichika.\Long day at work, huh?\What are you doing?\How'd it go today?\Aren't you giving Futaro any chocolates?\Wh-What brings that up?\I mean, I'd feel bad for him if no one did.\I thought about buying him some. response:	But I figured it's all good if you're going to.
context: Long day at work, huh?\What are you doing?\How'd it go today?\Aren't you giving Futaro any chocolates?\Wh-What brings that up?\I mean, I'd feel bad for him if no one did.\I thought about buying him some.\But I figured it's all good if you're going to. response:	What do you mean, all good?
context: What are you doing?\How'd it go today?\Aren't you giving Futaro any chocolates?\Wh-What brings that up?\I mean, I'd feel bad for him if no one did.\I thought about buying him some.\But I figured it's all good if you're going to.\What do you mean, all good? response:	Futaro doesn't see us as girls at all.
context: How'd it go today?\Aren't you giving Futaro any chocolates?\Wh-What brings that up?\I mean, I'd feel bad for him if no one did.\I thought about buying him some.\But I figured it's all good if you're going to.\What do you mean, all good?\Futaro doesn't see us as girls at all. response:	I've always known it, but to him,
context: Aren't you giving Futaro any chocolates?\Wh-What brings that up?\I mean, I'd feel bad for him if no one did.\I thought about buying him some.\But I figured it's all good if you're going to.\What do you mean, all good?\Futaro doesn't see us as girls at all.\I've always known it, but to him, response:	we're all just students.
context: Wh-What brings that up?\I mean, I'd feel bad for him if no one did.\I thought about buying him some.\But I figured it's all good if you're going to.\What do you mean, all good?\Futaro doesn't see us as girls at all.\I've always known it, but to him,\we're all just students. response:	Miku...
context: I mean, I'd feel bad for him if no one did.\I thought about buying him some.\But I figured it's all good if you're going to.\What do you mean, all good?\Futaro doesn't see us as girls at all.\I've always known it, but to him,\we're all just students.\Miku... response:	That's why I made up my mind.
context: I thought about buying him some.\But I figured it's all good if you're going to.\What do you mean, all good?\Futaro doesn't see us as girls at all.\I've always known it, but to him,\we're all just students.\Miku...\That's why I made up my mind. response:	I'm going to pass this final exam.
context: But I figured it's all good if you're going to.\What do you mean, all good?\Futaro doesn't see us as girls at all.\I've always known it, but to him,\we're all just students.\Miku...\That's why I made up my mind.\I'm going to pass this final exam. response:	And I'm going to get the highest scores of all of us.
context: What do you mean, all good?\Futaro doesn't see us as girls at all.\I've always known it, but to him,\we're all just students.\Miku...\That's why I made up my mind.\I'm going to pass this final exam.\And I'm going to get the highest scores of all of us. response:	And if I can gain confidence and graduate from being his student,
context: Futaro doesn't see us as girls at all.\I've always known it, but to him,\we're all just students.\Miku...\That's why I made up my mind.\I'm going to pass this final exam.\And I'm going to get the highest scores of all of us.\And if I can gain confidence and graduate from being his student, response:	I'm going to really tell him that I have feelings for him.
context: I've always known it, but to him,\we're all just students.\Miku...\That's why I made up my mind.\I'm going to pass this final exam.\And I'm going to get the highest scores of all of us.\And if I can gain confidence and graduate from being his student,\I'm going to really tell him that I have feelings for him. response:	Th-That sounds good.
context: we're all just students.\Miku...\That's why I made up my mind.\I'm going to pass this final exam.\And I'm going to get the highest scores of all of us.\And if I can gain confidence and graduate from being his student,\I'm going to really tell him that I have feelings for him.\Th-That sounds good. response:	If that's your way of keeping yourself disciplined...
context: Miku...\That's why I made up my mind.\I'm going to pass this final exam.\And I'm going to get the highest scores of all of us.\And if I can gain confidence and graduate from being his student,\I'm going to really tell him that I have feelings for him.\Th-That sounds good.\If that's your way of keeping yourself disciplined... response:	I'm sure you can do it.
context: That's why I made up my mind.\I'm going to pass this final exam.\And I'm going to get the highest scores of all of us.\And if I can gain confidence and graduate from being his student,\I'm going to really tell him that I have feelings for him.\Th-That sounds good.\If that's your way of keeping yourself disciplined...\I'm sure you can do it. response:	I'm not going to wait for you.
context: I'm going to pass this final exam.\And I'm going to get the highest scores of all of us.\And if I can gain confidence and graduate from being his student,\I'm going to really tell him that I have feelings for him.\Th-That sounds good.\If that's your way of keeping yourself disciplined...\I'm sure you can do it.\I'm not going to wait for you. response:	This is a race.
context: And I'm going to get the highest scores of all of us.\And if I can gain confidence and graduate from being his student,\I'm going to really tell him that I have feelings for him.\Th-That sounds good.\If that's your way of keeping yourself disciplined...\I'm sure you can do it.\I'm not going to wait for you.\This is a race. response:	Yeah.
context: And if I can gain confidence and graduate from being his student,\I'm going to really tell him that I have feelings for him.\Th-That sounds good.\If that's your way of keeping yourself disciplined...\I'm sure you can do it.\I'm not going to wait for you.\This is a race.\Yeah. response:	I can't be slacking off either, though.
context: I'm going to really tell him that I have feelings for him.\Th-That sounds good.\If that's your way of keeping yourself disciplined...\I'm sure you can do it.\I'm not going to wait for you.\This is a race.\Yeah.\I can't be slacking off either, though. response:	So work hard.
context: Th-That sounds good.\If that's your way of keeping yourself disciplined...\I'm sure you can do it.\I'm not going to wait for you.\This is a race.\Yeah.\I can't be slacking off either, though.\So work hard. response:	Miku keeps changing.
context: If that's your way of keeping yourself disciplined...\I'm sure you can do it.\I'm not going to wait for you.\This is a race.\Yeah.\I can't be slacking off either, though.\So work hard.\Miku keeps changing. response:	I'm beat...
context: I'm sure you can do it.\I'm not going to wait for you.\This is a race.\Yeah.\I can't be slacking off either, though.\So work hard.\Miku keeps changing.\I'm beat... response:	I should sleep and continue tomorrow.
context: I'm not going to wait for you.\This is a race.\Yeah.\I can't be slacking off either, though.\So work hard.\Miku keeps changing.\I'm beat...\I should sleep and continue tomorrow. response:	These times aren't going to last forever.
context: This is a race.\Yeah.\I can't be slacking off either, though.\So work hard.\Miku keeps changing.\I'm beat...\I should sleep and continue tomorrow.\These times aren't going to last forever. response:	A little more!
context: Yeah.\I can't be slacking off either, though.\So work hard.\Miku keeps changing.\I'm beat...\I should sleep and continue tomorrow.\These times aren't going to last forever.\A little more! response:	Just a little more.
context: I can't be slacking off either, though.\So work hard.\Miku keeps changing.\I'm beat...\I should sleep and continue tomorrow.\These times aren't going to last forever.\A little more!\Just a little more. response:	Final Exams
context: So work hard.\Miku keeps changing.\I'm beat...\I should sleep and continue tomorrow.\These times aren't going to last forever.\A little more!\Just a little more.\Final Exams response:	Yotsuba!
context: Miku keeps changing.\I'm beat...\I should sleep and continue tomorrow.\These times aren't going to last forever.\A little more!\Just a little more.\Final Exams\Yotsuba! response:	How did the exams go?
context: I'm beat...\I should sleep and continue tomorrow.\These times aren't going to last forever.\A little more!\Just a little more.\Final Exams\Yotsuba!\How did the exams go? response:	Uesugi-san.
context: I should sleep and continue tomorrow.\These times aren't going to last forever.\A little more!\Just a little more.\Final Exams\Yotsuba!\How did the exams go?\Uesugi-san. response:	Thank you.
context: These times aren't going to last forever.\A little more!\Just a little more.\Final Exams\Yotsuba!\How did the exams go?\Uesugi-san.\Thank you. response:	I feel vindicated for the first time.
context: A little more!\Just a little more.\Final Exams\Yotsuba!\How did the exams go?\Uesugi-san.\Thank you.\I feel vindicated for the first time. response:	Pass
context: Just a little more.\Final Exams\Yotsuba!\How did the exams go?\Uesugi-san.\Thank you.\I feel vindicated for the first time.\Pass response:	Well Done
context: Final Exams\Yotsuba!\How did the exams go?\Uesugi-san.\Thank you.\I feel vindicated for the first time.\Pass\Well Done response:	Yotsuba!
context: Yotsuba!\How did the exams go?\Uesugi-san.\Thank you.\I feel vindicated for the first time.\Pass\Well Done\Yotsuba! response:	You did it!
context: How did the exams go?\Uesugi-san.\Thank you.\I feel vindicated for the first time.\Pass\Well Done\Yotsuba!\You did it! response:	Congrats.
context: Uesugi-san.\Thank you.\I feel vindicated for the first time.\Pass\Well Done\Yotsuba!\You did it!\Congrats. response:	These are the highest scores I've ever gotten.
context: Thank you.\I feel vindicated for the first time.\Pass\Well Done\Yotsuba!\You did it!\Congrats.\These are the highest scores I've ever gotten. response:	I just barely passed with a total score of 184, though.
context: I feel vindicated for the first time.\Pass\Well Done\Yotsuba!\You did it!\Congrats.\These are the highest scores I've ever gotten.\I just barely passed with a total score of 184, though. response:	I scored 224 total.
context: Pass\Well Done\Yotsuba!\You did it!\Congrats.\These are the highest scores I've ever gotten.\I just barely passed with a total score of 184, though.\I scored 224 total. response:	I'm going to have to work on the subjects that I nearly failed.
context: Well Done\Yotsuba!\You did it!\Congrats.\These are the highest scores I've ever gotten.\I just barely passed with a total score of 184, though.\I scored 224 total.\I'm going to have to work on the subjects that I nearly failed. response:	Pass
context: Yotsuba!\You did it!\Congrats.\These are the highest scores I've ever gotten.\I just barely passed with a total score of 184, though.\I scored 224 total.\I'm going to have to work on the subjects that I nearly failed.\Pass response:	Well Done
context: You did it!\Congrats.\These are the highest scores I've ever gotten.\I just barely passed with a total score of 184, though.\I scored 224 total.\I'm going to have to work on the subjects that I nearly failed.\Pass\Well Done response:	I got 238.
context: Congrats.\These are the highest scores I've ever gotten.\I just barely passed with a total score of 184, though.\I scored 224 total.\I'm going to have to work on the subjects that I nearly failed.\Pass\Well Done\I got 238. response:	Wow!
context: These are the highest scores I've ever gotten.\I just barely passed with a total score of 184, though.\I scored 224 total.\I'm going to have to work on the subjects that I nearly failed.\Pass\Well Done\I got 238.\Wow! response:	Pass
context: I just barely passed with a total score of 184, though.\I scored 224 total.\I'm going to have to work on the subjects that I nearly failed.\Pass\Well Done\I got 238.\Wow!\Pass response:	Well Done
context: I scored 224 total.\I'm going to have to work on the subjects that I nearly failed.\Pass\Well Done\I got 238.\Wow!\Pass\Well Done response:	I knew you could do it, Miku.
context: I'm going to have to work on the subjects that I nearly failed.\Pass\Well Done\I got 238.\Wow!\Pass\Well Done\I knew you could do it, Miku. response:	Ichika's here, too.
context: Pass\Well Done\I got 238.\Wow!\Pass\Well Done\I knew you could do it, Miku.\Ichika's here, too. response:	I'm here.
context: Well Done\I got 238.\Wow!\Pass\Well Done\I knew you could do it, Miku.\Ichika's here, too.\I'm here. response:	Miku.
context: I got 238.\Wow!\Pass\Well Done\I knew you could do it, Miku.\Ichika's here, too.\I'm here.\Miku. response:	I'm impressed.
context: Wow!\Pass\Well Done\I knew you could do it, Miku.\Ichika's here, too.\I'm here.\Miku.\I'm impressed. response:	I knew you had the most potential.
context: Pass\Well Done\I knew you could do it, Miku.\Ichika's here, too.\I'm here.\Miku.\I'm impressed.\I knew you had the most potential. response:	Futaro...
context: Well Done\I knew you could do it, Miku.\Ichika's here, too.\I'm here.\Miku.\I'm impressed.\I knew you had the most potential.\Futaro... response:	What was your total score, Ichika?
context: I knew you could do it, Miku.\Ichika's here, too.\I'm here.\Miku.\I'm impressed.\I knew you had the most potential.\Futaro...\What was your total score, Ichika? response:	Um...
context: Ichika's here, too.\I'm here.\Miku.\I'm impressed.\I knew you had the most potential.\Futaro...\What was your total score, Ichika?\Um... response:	240.
context: I'm here.\Miku.\I'm impressed.\I knew you had the most potential.\Futaro...\What was your total score, Ichika?\Um...\240. response:	Which means...
context: Miku.\I'm impressed.\I knew you had the most potential.\Futaro...\What was your total score, Ichika?\Um...\240.\Which means... response:	You scored the highest, Ichika!
context: I'm impressed.\I knew you had the most potential.\Futaro...\What was your total score, Ichika?\Um...\240.\Which means...\You scored the highest, Ichika! response:	Oh, did I?
context: I knew you had the most potential.\Futaro...\What was your total score, Ichika?\Um...\240.\Which means...\You scored the highest, Ichika!\Oh, did I? response:	Yay.
context: Futaro...\What was your total score, Ichika?\Um...\240.\Which means...\You scored the highest, Ichika!\Oh, did I?\Yay. response:	Pass
context: What was your total score, Ichika?\Um...\240.\Which means...\You scored the highest, Ichika!\Oh, did I?\Yay.\Pass response:	Well Done
context: Um...\240.\Which means...\You scored the highest, Ichika!\Oh, did I?\Yay.\Pass\Well Done response:	Congratulations on passing your exams.
context: 240.\Which means...\You scored the highest, Ichika!\Oh, did I?\Yay.\Pass\Well Done\Congratulations on passing your exams. response:	Let's celebrate.
context: Which means...\You scored the highest, Ichika!\Oh, did I?\Yay.\Pass\Well Done\Congratulations on passing your exams.\Let's celebrate. response:	Have as much as you like. I'll deduct the bill from Uesugi-kun's pay.
context: You scored the highest, Ichika!\Oh, did I?\Yay.\Pass\Well Done\Congratulations on passing your exams.\Let's celebrate.\Have as much as you like. I'll deduct the bill from Uesugi-kun's pay. response:	Oh, boss, you're so funny.
context: Oh, did I?\Yay.\Pass\Well Done\Congratulations on passing your exams.\Let's celebrate.\Have as much as you like. I'll deduct the bill from Uesugi-kun's pay.\Oh, boss, you're so funny. response:	Thank you.
context: Yay.\Pass\Well Done\Congratulations on passing your exams.\Let's celebrate.\Have as much as you like. I'll deduct the bill from Uesugi-kun's pay.\Oh, boss, you're so funny.\Thank you. response:	We're still missing one person, though.
context: Pass\Well Done\Congratulations on passing your exams.\Let's celebrate.\Have as much as you like. I'll deduct the bill from Uesugi-kun's pay.\Oh, boss, you're so funny.\Thank you.\We're still missing one person, though. response:	The girl with the pigtails came earlier and left this with me.
context: Well Done\Congratulations on passing your exams.\Let's celebrate.\Have as much as you like. I'll deduct the bill from Uesugi-kun's pay.\Oh, boss, you're so funny.\Thank you.\We're still missing one person, though.\The girl with the pigtails came earlier and left this with me. response:	Also, she had a message for you.
context: Congratulations on passing your exams.\Let's celebrate.\Have as much as you like. I'll deduct the bill from Uesugi-kun's pay.\Oh, boss, you're so funny.\Thank you.\We're still missing one person, though.\The girl with the pigtails came earlier and left this with me.\Also, she had a message for you. response:	Congratulations.
context: Let's celebrate.\Have as much as you like. I'll deduct the bill from Uesugi-kun's pay.\Oh, boss, you're so funny.\Thank you.\We're still missing one person, though.\The girl with the pigtails came earlier and left this with me.\Also, she had a message for you.\Congratulations. response:	I have no more use for you now.
context: Have as much as you like. I'll deduct the bill from Uesugi-kun's pay.\Oh, boss, you're so funny.\Thank you.\We're still missing one person, though.\The girl with the pigtails came earlier and left this with me.\Also, she had a message for you.\Congratulations.\I have no more use for you now. response:	Pass
context: Oh, boss, you're so funny.\Thank you.\We're still missing one person, though.\The girl with the pigtails came earlier and left this with me.\Also, she had a message for you.\Congratulations.\I have no more use for you now.\Pass response:	Well Done
context: Thank you.\We're still missing one person, though.\The girl with the pigtails came earlier and left this with me.\Also, she had a message for you.\Congratulations.\I have no more use for you now.\Pass\Well Done response:	Yay!
context: We're still missing one person, though.\The girl with the pigtails came earlier and left this with me.\Also, she had a message for you.\Congratulations.\I have no more use for you now.\Pass\Well Done\Yay! response:	We all made it through!
context: The girl with the pigtails came earlier and left this with me.\Also, she had a message for you.\Congratulations.\I have no more use for you now.\Pass\Well Done\Yay!\We all made it through! response:	Hey, where are you going?
context: Also, she had a message for you.\Congratulations.\I have no more use for you now.\Pass\Well Done\Yay!\We all made it through!\Hey, where are you going? response:	This is a celebration for everyone.
context: Congratulations.\I have no more use for you now.\Pass\Well Done\Yay!\We all made it through!\Hey, where are you going?\This is a celebration for everyone. response:	I'm going to go get Nino.
context: I have no more use for you now.\Pass\Well Done\Yay!\We all made it through!\Hey, where are you going?\This is a celebration for everyone.\I'm going to go get Nino. response:	Begin the Offensive
context: Pass\Well Done\Yay!\We all made it through!\Hey, where are you going?\This is a celebration for everyone.\I'm going to go get Nino.\Begin the Offensive response:	Begin the Offensive.
