context: Man, that was the best! response:	A Guy You Like, or a Guy from the Past?
context: Y-You've got it all wrong! I was just...\It's a CD! It's a CD I wanted to borrow, right?\Y-Yeah.\Liar. I can smell chocolate.\It's not for me.\It's for her childhood friend, right?\What? What are you saying?\So that's how it is. response:	Fine then. I'm giving this to Haruka.
context: It's a CD! It's a CD I wanted to borrow, right?\Y-Yeah.\Liar. I can smell chocolate.\It's not for me.\It's for her childhood friend, right?\What? What are you saying?\So that's how it is.\Fine then. I'm giving this to Haruka. response:	Give it to me.
context: Y-Yeah.\Liar. I can smell chocolate.\It's not for me.\It's for her childhood friend, right?\What? What are you saying?\So that's how it is.\Fine then. I'm giving this to Haruka.\Give it to me. response:	Risa.
context: Liar. I can smell chocolate.\It's not for me.\It's for her childhood friend, right?\What? What are you saying?\So that's how it is.\Fine then. I'm giving this to Haruka.\Give it to me.\Risa. response:	Haruka?
context: It's not for me.\It's for her childhood friend, right?\What? What are you saying?\So that's how it is.\Fine then. I'm giving this to Haruka.\Give it to me.\Risa.\Haruka? response:	I came to pick you up again today.
context: It's for her childhood friend, right?\What? What are you saying?\So that's how it is.\Fine then. I'm giving this to Haruka.\Give it to me.\Risa.\Haruka?\I came to pick you up again today. response:	That's an excuse, though.
context: What? What are you saying?\So that's how it is.\Fine then. I'm giving this to Haruka.\Give it to me.\Risa.\Haruka?\I came to pick you up again today.\That's an excuse, though. response:	I was actually hoping to receive Valentine's chocolates from you.
context: So that's how it is.\Fine then. I'm giving this to Haruka.\Give it to me.\Risa.\Haruka?\I came to pick you up again today.\That's an excuse, though.\I was actually hoping to receive Valentine's chocolates from you. response:	This is for you.
context: Fine then. I'm giving this to Haruka.\Give it to me.\Risa.\Haruka?\I came to pick you up again today.\That's an excuse, though.\I was actually hoping to receive Valentine's chocolates from you.\This is for you. response:	Really?! Thank you!
context: Give it to me.\Risa.\Haruka?\I came to pick you up again today.\That's an excuse, though.\I was actually hoping to receive Valentine's chocolates from you.\This is for you.\Really?! Thank you! response:	It's nothing. You don't need to thank me.
context: Risa.\Haruka?\I came to pick you up again today.\That's an excuse, though.\I was actually hoping to receive Valentine's chocolates from you.\This is for you.\Really?! Thank you!\It's nothing. You don't need to thank me. response:	I'll never eat it!
context: Haruka?\I came to pick you up again today.\That's an excuse, though.\I was actually hoping to receive Valentine's chocolates from you.\This is for you.\Really?! Thank you!\It's nothing. You don't need to thank me.\I'll never eat it! response:	I'll treasure it my entire life!
context: I came to pick you up again today.\That's an excuse, though.\I was actually hoping to receive Valentine's chocolates from you.\This is for you.\Really?! Thank you!\It's nothing. You don't need to thank me.\I'll never eat it!\I'll treasure it my entire life! response:	Don't keep it! You'd better eat it quickly, otherwise it'll go bad!
context: That's an excuse, though.\I was actually hoping to receive Valentine's chocolates from you.\This is for you.\Really?! Thank you!\It's nothing. You don't need to thank me.\I'll never eat it!\I'll treasure it my entire life!\Don't keep it! You'd better eat it quickly, otherwise it'll go bad! response:	But I kept the chocolates you gave me before.
context: I was actually hoping to receive Valentine's chocolates from you.\This is for you.\Really?! Thank you!\It's nothing. You don't need to thank me.\I'll never eat it!\I'll treasure it my entire life!\Don't keep it! You'd better eat it quickly, otherwise it'll go bad!\But I kept the chocolates you gave me before. response:	Don't keep them! Just throw them away!
context: This is for you.\Really?! Thank you!\It's nothing. You don't need to thank me.\I'll never eat it!\I'll treasure it my entire life!\Don't keep it! You'd better eat it quickly, otherwise it'll go bad!\But I kept the chocolates you gave me before.\Don't keep them! Just throw them away! response:	Don't want it.
context: Really?! Thank you!\It's nothing. You don't need to thank me.\I'll never eat it!\I'll treasure it my entire life!\Don't keep it! You'd better eat it quickly, otherwise it'll go bad!\But I kept the chocolates you gave me before.\Don't keep them! Just throw them away!\Don't want it. response:	Want to hang out with me for a bit?
context: It's nothing. You don't need to thank me.\I'll never eat it!\I'll treasure it my entire life!\Don't keep it! You'd better eat it quickly, otherwise it'll go bad!\But I kept the chocolates you gave me before.\Don't keep them! Just throw them away!\Don't want it.\Want to hang out with me for a bit? response:	All right!
context: I'll never eat it!\I'll treasure it my entire life!\Don't keep it! You'd better eat it quickly, otherwise it'll go bad!\But I kept the chocolates you gave me before.\Don't keep them! Just throw them away!\Don't want it.\Want to hang out with me for a bit?\All right! response:	Heh, I lost.
context: I'll treasure it my entire life!\Don't keep it! You'd better eat it quickly, otherwise it'll go bad!\But I kept the chocolates you gave me before.\Don't keep them! Just throw them away!\Don't want it.\Want to hang out with me for a bit?\All right!\Heh, I lost. response:	Ahh, I feel much better now!
context: Don't keep it! You'd better eat it quickly, otherwise it'll go bad!\But I kept the chocolates you gave me before.\Don't keep them! Just throw them away!\Don't want it.\Want to hang out with me for a bit?\All right!\Heh, I lost.\Ahh, I feel much better now! response:	You're still so good when it comes to games.
context: But I kept the chocolates you gave me before.\Don't keep them! Just throw them away!\Don't want it.\Want to hang out with me for a bit?\All right!\Heh, I lost.\Ahh, I feel much better now!\You're still so good when it comes to games. response:	You're cool no matter what you do.
context: Don't keep them! Just throw them away!\Don't want it.\Want to hang out with me for a bit?\All right!\Heh, I lost.\Ahh, I feel much better now!\You're still so good when it comes to games.\You're cool no matter what you do. response:	Hearing that doesn't make me happy at all.
context: Don't want it.\Want to hang out with me for a bit?\All right!\Heh, I lost.\Ahh, I feel much better now!\You're still so good when it comes to games.\You're cool no matter what you do.\Hearing that doesn't make me happy at all. response:	Why? That's what I like most about you, Risa.
context: Want to hang out with me for a bit?\All right!\Heh, I lost.\Ahh, I feel much better now!\You're still so good when it comes to games.\You're cool no matter what you do.\Hearing that doesn't make me happy at all.\Why? That's what I like most about you, Risa. response:	You're the only one who would say a thing like that.
context: All right!\Heh, I lost.\Ahh, I feel much better now!\You're still so good when it comes to games.\You're cool no matter what you do.\Hearing that doesn't make me happy at all.\Why? That's what I like most about you, Risa.\You're the only one who would say a thing like that. response:	Everyone's always calling me All Hanshin-Kyojin at school.
context: Heh, I lost.\Ahh, I feel much better now!\You're still so good when it comes to games.\You're cool no matter what you do.\Hearing that doesn't make me happy at all.\Why? That's what I like most about you, Risa.\You're the only one who would say a thing like that.\Everyone's always calling me All Hanshin-Kyojin at school. response:	That's because you've always got that midget hanging around you.
context: Ahh, I feel much better now!\You're still so good when it comes to games.\You're cool no matter what you do.\Hearing that doesn't make me happy at all.\Why? That's what I like most about you, Risa.\You're the only one who would say a thing like that.\Everyone's always calling me All Hanshin-Kyojin at school.\That's because you've always got that midget hanging around you. response:	What's your relationship with that guy, anyway?
context: You're still so good when it comes to games.\You're cool no matter what you do.\Hearing that doesn't make me happy at all.\Why? That's what I like most about you, Risa.\You're the only one who would say a thing like that.\Everyone's always calling me All Hanshin-Kyojin at school.\That's because you've always got that midget hanging around you.\What's your relationship with that guy, anyway? response:	Our relationship? It's not like we have a relationship, as such.
context: You're cool no matter what you do.\Hearing that doesn't make me happy at all.\Why? That's what I like most about you, Risa.\You're the only one who would say a thing like that.\Everyone's always calling me All Hanshin-Kyojin at school.\That's because you've always got that midget hanging around you.\What's your relationship with that guy, anyway?\Our relationship? It's not like we have a relationship, as such. response:	We're just in the same class, and walk home the same way.
context: Hearing that doesn't make me happy at all.\Why? That's what I like most about you, Risa.\You're the only one who would say a thing like that.\Everyone's always calling me All Hanshin-Kyojin at school.\That's because you've always got that midget hanging around you.\What's your relationship with that guy, anyway?\Our relationship? It's not like we have a relationship, as such.\We're just in the same class, and walk home the same way. response:	You're cool, Risa!
context: Why? That's what I like most about you, Risa.\You're the only one who would say a thing like that.\Everyone's always calling me All Hanshin-Kyojin at school.\That's because you've always got that midget hanging around you.\What's your relationship with that guy, anyway?\Our relationship? It's not like we have a relationship, as such.\We're just in the same class, and walk home the same way.\You're cool, Risa! response:	You're wasting your time hanging around with him. He's totally uncool.
context: You're the only one who would say a thing like that.\Everyone's always calling me All Hanshin-Kyojin at school.\That's because you've always got that midget hanging around you.\What's your relationship with that guy, anyway?\Our relationship? It's not like we have a relationship, as such.\We're just in the same class, and walk home the same way.\You're cool, Risa!\You're wasting your time hanging around with him. He's totally uncool. response:	You say that, but he actually has a lot of good qualities.
context: Everyone's always calling me All Hanshin-Kyojin at school.\That's because you've always got that midget hanging around you.\What's your relationship with that guy, anyway?\Our relationship? It's not like we have a relationship, as such.\We're just in the same class, and walk home the same way.\You're cool, Risa!\You're wasting your time hanging around with him. He's totally uncool.\You say that, but he actually has a lot of good qualities. response:	He trains really hard at basketball, even though he's short.
context: That's because you've always got that midget hanging around you.\What's your relationship with that guy, anyway?\Our relationship? It's not like we have a relationship, as such.\We're just in the same class, and walk home the same way.\You're cool, Risa!\You're wasting your time hanging around with him. He's totally uncool.\You say that, but he actually has a lot of good qualities.\He trains really hard at basketball, even though he's short. response:	And whenever I'm in trouble, he always come to my rescue.
context: What's your relationship with that guy, anyway?\Our relationship? It's not like we have a relationship, as such.\We're just in the same class, and walk home the same way.\You're cool, Risa!\You're wasting your time hanging around with him. He's totally uncool.\You say that, but he actually has a lot of good qualities.\He trains really hard at basketball, even though he's short.\And whenever I'm in trouble, he always come to my rescue. response:	And on Christmas...
context: Our relationship? It's not like we have a relationship, as such.\We're just in the same class, and walk home the same way.\You're cool, Risa!\You're wasting your time hanging around with him. He's totally uncool.\You say that, but he actually has a lot of good qualities.\He trains really hard at basketball, even though he's short.\And whenever I'm in trouble, he always come to my rescue.\And on Christmas... response:	Risa...
context: We're just in the same class, and walk home the same way.\You're cool, Risa!\You're wasting your time hanging around with him. He's totally uncool.\You say that, but he actually has a lot of good qualities.\He trains really hard at basketball, even though he's short.\And whenever I'm in trouble, he always come to my rescue.\And on Christmas...\Risa... response:	A-Anyway, he's not a bad guy.
context: You're cool, Risa!\You're wasting your time hanging around with him. He's totally uncool.\You say that, but he actually has a lot of good qualities.\He trains really hard at basketball, even though he's short.\And whenever I'm in trouble, he always come to my rescue.\And on Christmas...\Risa...\A-Anyway, he's not a bad guy. response:	Risa...
context: You're wasting your time hanging around with him. He's totally uncool.\You say that, but he actually has a lot of good qualities.\He trains really hard at basketball, even though he's short.\And whenever I'm in trouble, he always come to my rescue.\And on Christmas...\Risa...\A-Anyway, he's not a bad guy.\Risa... response:	Huh?
context: You say that, but he actually has a lot of good qualities.\He trains really hard at basketball, even though he's short.\And whenever I'm in trouble, he always come to my rescue.\And on Christmas...\Risa...\A-Anyway, he's not a bad guy.\Risa...\Huh? response:	Wh-What are you talking about?
context: He trains really hard at basketball, even though he's short.\And whenever I'm in trouble, he always come to my rescue.\And on Christmas...\Risa...\A-Anyway, he's not a bad guy.\Risa...\Huh?\Wh-What are you talking about? response:	That's ridiculous!
context: And whenever I'm in trouble, he always come to my rescue.\And on Christmas...\Risa...\A-Anyway, he's not a bad guy.\Risa...\Huh?\Wh-What are you talking about?\That's ridiculous! response:	It's okay.
context: And on Christmas...\Risa...\A-Anyway, he's not a bad guy.\Risa...\Huh?\Wh-What are you talking about?\That's ridiculous!\It's okay. response:	No matter what happens, I won't lose to that midget.
context: Risa...\A-Anyway, he's not a bad guy.\Risa...\Huh?\Wh-What are you talking about?\That's ridiculous!\It's okay.\No matter what happens, I won't lose to that midget. response:	Huh?
context: A-Anyway, he's not a bad guy.\Risa...\Huh?\Wh-What are you talking about?\That's ridiculous!\It's okay.\No matter what happens, I won't lose to that midget.\Huh? response:	I always dreamed that you'd one day be my girlfriend,
context: Risa...\Huh?\Wh-What are you talking about?\That's ridiculous!\It's okay.\No matter what happens, I won't lose to that midget.\Huh?\I always dreamed that you'd one day be my girlfriend, response:	One of these days I'll declare my love for you, and ask you to be my girlfriend.
context: Huh?\Wh-What are you talking about?\That's ridiculous!\It's okay.\No matter what happens, I won't lose to that midget.\Huh?\I always dreamed that you'd one day be my girlfriend,\One of these days I'll declare my love for you, and ask you to be my girlfriend. response:	Please think about how you'll answer me.
context: Wh-What are you talking about?\That's ridiculous!\It's okay.\No matter what happens, I won't lose to that midget.\Huh?\I always dreamed that you'd one day be my girlfriend,\One of these days I'll declare my love for you, and ask you to be my girlfriend.\Please think about how you'll answer me. response:	Sorry.
context: That's ridiculous!\It's okay.\No matter what happens, I won't lose to that midget.\Huh?\I always dreamed that you'd one day be my girlfriend,\One of these days I'll declare my love for you, and ask you to be my girlfriend.\Please think about how you'll answer me.\Sorry. response:	Never mind. It was only obligatory chocolate, anyway.
context: It's okay.\No matter what happens, I won't lose to that midget.\Huh?\I always dreamed that you'd one day be my girlfriend,\One of these days I'll declare my love for you, and ask you to be my girlfriend.\Please think about how you'll answer me.\Sorry.\Never mind. It was only obligatory chocolate, anyway. response:	Right. Obligatory chocolate.
context: No matter what happens, I won't lose to that midget.\Huh?\I always dreamed that you'd one day be my girlfriend,\One of these days I'll declare my love for you, and ask you to be my girlfriend.\Please think about how you'll answer me.\Sorry.\Never mind. It was only obligatory chocolate, anyway.\Right. Obligatory chocolate. response:	OBLIGATION
context: Huh?\I always dreamed that you'd one day be my girlfriend,\One of these days I'll declare my love for you, and ask you to be my girlfriend.\Please think about how you'll answer me.\Sorry.\Never mind. It was only obligatory chocolate, anyway.\Right. Obligatory chocolate.\OBLIGATION response:	Otani is kissing?
context: I always dreamed that you'd one day be my girlfriend,\One of these days I'll declare my love for you, and ask you to be my girlfriend.\Please think about how you'll answer me.\Sorry.\Never mind. It was only obligatory chocolate, anyway.\Right. Obligatory chocolate.\OBLIGATION\Otani is kissing? response:	The era of short guys is coming!
context: One of these days I'll declare my love for you, and ask you to be my girlfriend.\Please think about how you'll answer me.\Sorry.\Never mind. It was only obligatory chocolate, anyway.\Right. Obligatory chocolate.\OBLIGATION\Otani is kissing?\The era of short guys is coming! response:	What's that?
context: Please think about how you'll answer me.\Sorry.\Never mind. It was only obligatory chocolate, anyway.\Right. Obligatory chocolate.\OBLIGATION\Otani is kissing?\The era of short guys is coming!\What's that? response:	Lovely Complex Love Com.
context: Sorry.\Never mind. It was only obligatory chocolate, anyway.\Right. Obligatory chocolate.\OBLIGATION\Otani is kissing?\The era of short guys is coming!\What's that?\Lovely Complex Love Com. response:	Next: Kiss! I've Fallen for You!
context: Never mind. It was only obligatory chocolate, anyway.\Right. Obligatory chocolate.\OBLIGATION\Otani is kissing?\The era of short guys is coming!\What's that?\Lovely Complex Love Com.\Next: Kiss! I've Fallen for You! response:	Be sure to watch!
context: Right. Obligatory chocolate.\OBLIGATION\Otani is kissing?\The era of short guys is coming!\What's that?\Lovely Complex Love Com.\Next: Kiss! I've Fallen for You!\Be sure to watch! response:	Kiss! I've Fallen for You!
